"hlf0036","year","quintil","n","percent","lower_confidence","upper_confidence"
"Ja","2009","1","60","0.0196827531479979","0.015190503623421","0.0241750026725748"
"Ja","2009","2","71","0.0146722858407909","0.0110424369969394","0.0183021346846424"
"Ja","2009","3","103","0.0182908937456838","0.0144869473508165","0.0220948401405511"
"Ja","2009","4","167","0.027877854051589","0.0233995593969762","0.0323561487062018"
"Ja","2009","5","217","0.0327412518684481","0.0276942332660791","0.037788270470817"
"Nein","2009","1","3613","0.980317246852002","0.975824997327425","0.984809496376579"
"Nein","2009","2","4144","0.985327714159209","0.981697865315358","0.988957563003061"
"Nein","2009","3","4664","0.981709106254316","0.977905159859449","0.985513052649183"
"Nein","2009","4","5024","0.972122145948411","0.967643851293798","0.976600440603024"
"Nein","2009","5","4559","0.967258748131552","0.962211729529183","0.972305766733921"
"Ja","2010","1","126","0.00948999188860226","0.00737166272661963","0.0116083210505849"
"Ja","2010","2","188","0.0104633605390641","0.00826779537079053","0.0126589257073376"
"Ja","2010","3","324","0.023089749463415","0.0195943189656002","0.0265851799612298"
"Ja","2010","4","338","0.0308717412948197","0.0268528957715899","0.0348905868180496"
"Ja","2010","5","340","0.0457619999875199","0.0406112869808095","0.0509127129942303"
"Nein","2010","1","7921","0.990510008111398","0.988391678949415","0.99262833727338"
"Nein","2010","2","8063","0.989536639460936","0.987341074292662","0.99173220462921"
"Nein","2010","3","6768","0.976910250536585","0.97341482003877","0.9804056810344"
"Nein","2010","4","6778","0.96912825870518","0.96510941318195","0.97314710422841"
"Nein","2010","5","5983","0.95423800001248","0.94908728700577","0.95938871301919"
"Ja","2011","1","117","0.00961437478896671","0.00753956652111846","0.011689183056815"
"Ja","2011","2","288","0.0246391584900836","0.0214598186250407","0.0278184983551265"
"Ja","2011","3","347","0.0270978823505423","0.0236732088692197","0.0305225558318648"
"Ja","2011","4","527","0.0401713918616413","0.0361534806135482","0.0441893031097344"
"Ja","2011","5","539","0.0554100223270852","0.0503823018219294","0.0604377428322409"
"Nein","2011","1","8380","0.990385625211033","0.988310816943185","0.992460433478882"
"Nein","2011","2","8845","0.975360841509916","0.972181501644873","0.978540181374959"
"Nein","2011","3","8288","0.972902117649458","0.969477444168135","0.97632679113078"
"Nein","2011","4","8648","0.959828608138359","0.955810696890266","0.963846519386452"
"Nein","2011","5","7415","0.944589977672915","0.939562257167759","0.949617698178071"
"Ja","2012","1","91","0.00683401945190271","0.00491336674174763","0.00875467216205779"
"Ja","2012","2","237","0.0287298575020195","0.0251807425479374","0.0322789724561016"
"Ja","2012","3","317","0.0238776594264215","0.0206813787471107","0.0270739401057323"
"Ja","2012","4","568","0.0492553725542806","0.0448370322213594","0.0536737128872018"
"Ja","2012","5","518","0.0452127511338249","0.0407738139443706","0.0496516883232792"
"Nein","2012","1","6977","0.993165980548097","0.991245327837942","0.995086633258252"
"Nein","2012","2","8273","0.97127014249798","0.967721027543898","0.974819257452063"
"Nein","2012","3","8447","0.976122340573579","0.972926059894268","0.979318621252889"
"Nein","2012","4","8647","0.950744627445719","0.946326287112798","0.955162967778641"
"Nein","2012","5","7898","0.954787248866175","0.950348311676721","0.959226186055629"
"Ja","2013","1","85","0.0105855723086055","0.00844063563297195","0.0127305089842391"
"Ja","2013","2","246","0.0240376129647006","0.0209705157198311","0.02710471020957"
"Ja","2013","3","325","0.0228456860927206","0.0198056328970957","0.0258857392883455"
"Ja","2013","4","604","0.0495373048672185","0.0453898928880003","0.0536847168464368"
"Ja","2013","5","614","0.0489847209012853","0.044599744098413","0.0533696977041575"
"Nein","2013","1","8660","0.989414427691394","0.987269491015761","0.991559364367028"
"Nein","2013","2","9334","0.975962387035299","0.97289528979043","0.979029484280169"
"Nein","2013","3","8954","0.977154313907279","0.974114260711654","0.980194367102904"
"Nein","2013","4","9911","0.950462695132781","0.946315283153563","0.954610107112"
"Nein","2013","5","8693","0.951015279098715","0.946630302295843","0.955400255901587"
"Ja","2014","1","103","0.0151721685328521","0.0121973285861703","0.018147008479534"
"Ja","2014","2","194","0.0255323949242681","0.0220300969027656","0.0290346929457706"
"Ja","2014","3","393","0.0403579446259883","0.0360955680975119","0.0446203211544647"
"Ja","2014","4","533","0.0481176935277377","0.0438323395727567","0.0524030474827186"
"Ja","2014","5","701","0.0579158201098278","0.0531331248640251","0.0626985153556306"
"Nein","2014","1","6383","0.984827831467148","0.981852991520466","0.98780267141383"
"Nein","2014","2","7598","0.974467605075732","0.970965307054229","0.977969903097234"
"Nein","2014","3","7796","0.959642055374012","0.955379678845535","0.963904431902488"
"Nein","2014","4","9048","0.951882306472262","0.947596952517281","0.956167660427243"
"Nein","2014","5","8462","0.942084179890172","0.937301484644369","0.946866875135975"
"Ja","2015","1","51","0.00677965445795281","0.00478323255456355","0.00877607636134207"
"Ja","2015","2","174","0.0193690037734564","0.016178304753625","0.0225597027932878"
"Ja","2015","3","321","0.0289589852410531","0.0252635099224297","0.0326544605596765"
"Ja","2015","4","539","0.0467472306916408","0.0424899813021578","0.0510044800811237"
"Ja","2015","5","695","0.0541507605428543","0.049631597503165","0.0586699235825437"
