"hlf0036","year","hhtyp","regtyp","n","percent","lower_confidence","upper_confidence"
"Nein","2011","Paar mit Kind(ern)","Staedtischer Raum","14976","0.956876814110017","0.953708210102679","0.960045418117356"
"Nein","2011","Paar mit Kind(ern)","Laendlicher Raum","8332","0.931784423344292","0.926563854549207","0.937004992139378"
"Nein","2011","Sonstige","Staedtischer Raum","429","0.991773675250268","0.983295272174301","1.00025207832624"
"Nein","2011","Sonstige","Laendlicher Raum","321","0.964355000983536","0.944441677611481","0.984268324355591"
"Ja","2012","1-Pers.- Haushalt","Staedtischer Raum","","","",""
"Ja","2012","1-Pers.- Haushalt","Laendlicher Raum","","","",""
"Ja","2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","146","0.0252125598435277","0.0210420264308042","0.0293830932562513"
"Ja","2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","106","0.0439716410148855","0.0369719928012127","0.0509712892285582"
"Ja","2012","Alleinerziehende","Staedtischer Raum","59","0.00909997557076116","0.0059832938463573","0.012216657295165"
"Ja","2012","Alleinerziehende","Laendlicher Raum","33","0.00773344760268214","0.00390672524823549","0.0115601699571288"
"Ja","2012","Paar mit Kind(ern)","Staedtischer Raum","794","0.0467810436013792","0.0433863786034797","0.0501757085992786"
"Ja","2012","Paar mit Kind(ern)","Laendlicher Raum","537","0.0570432024136339","0.0520849677255635","0.0620014371017043"
"Ja","2012","Sonstige","Staedtischer Raum","","","",""
"Ja","2012","Sonstige","Laendlicher Raum","","","",""
"Nein","2012","1-Pers.- Haushalt","Staedtischer Raum","2408","0.989962847848943","0.986001153119637","0.993924542578248"
"Nein","2012","1-Pers.- Haushalt","Laendlicher Raum","1195","0.984072361864814","0.97701529637","0.991129427359629"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","5282","0.974787440156472","0.970616906743749","0.978957973569196"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3190","0.956028358985115","0.949028710771442","0.963028007198787"
"Nein","2012","Alleinerziehende","Staedtischer Raum","3507","0.990900024429239","0.987783342704835","0.994016706153643"
"Nein","2012","Alleinerziehende","Laendlicher Raum","1980","0.992266552397318","0.988439830042871","0.996093274751765"
"Nein","2012","Paar mit Kind(ern)","Staedtischer Raum","14071","0.953218956398621","0.949824291400721","0.95661362139652"
"Nein","2012","Paar mit Kind(ern)","Laendlicher Raum","7868","0.942956797586366","0.937998562898296","0.947915032274437"
"Nein","2012","Sonstige","Staedtischer Raum","392","0.971820215807323","0.955541706447384","0.988098725167263"
"Nein","2012","Sonstige","Laendlicher Raum","350","0.985603606956911","0.973349751079514","0.997857462834308"
"Ja","2013","1-Pers.- Haushalt","Staedtischer Raum","","","",""
"Ja","2013","1-Pers.- Haushalt","Laendlicher Raum","","","",""
"Ja","2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","154","0.0295707404344637","0.0252423662330035","0.0338991146359239"
"Ja","2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","124","0.0414741356972839","0.0346837644777278","0.04826450691684"
"Ja","2013","Alleinerziehende","Staedtischer Raum","54","0.0121824652113372","0.00870235525070095","0.0156625751719735"
"Ja","2013","Alleinerziehende","Laendlicher Raum","41","0.0154190280063789","0.00996150010002926","0.0208765559127285"
"Ja","2013","Paar mit Kind(ern)","Staedtischer Raum","829","0.0441253853277008","0.0411136582650971","0.0471371123903046"
"Ja","2013","Paar mit Kind(ern)","Laendlicher Raum","579","0.0602878544125656","0.0553613730950047","0.0652143357301265"
"Ja","2013","Sonstige","Staedtischer Raum","","","",""
"Ja","2013","Sonstige","Laendlicher Raum","33","0.0619023151379073","0.0428570066684213","0.0809476236073933"
"Nein","2013","1-Pers.- Haushalt","Staedtischer Raum","2575","0.989569426902429","0.985666519685343","0.993472334119515"
"Nein","2013","1-Pers.- Haushalt","Laendlicher Raum","1191","0.983295942601782","0.976053778060309","0.990538107143255"
"Nein","2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","5730","0.970429259565536","0.966100885364076","0.974757633766996"
"Nein","2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3188","0.958525864302716","0.95173549308316","0.965316235522272"
"Nein","2013","Alleinerziehende","Staedtischer Raum","3763","0.987817534788663","0.984337424828026","0.991297644749299"
"Nein","2013","Alleinerziehende","Laendlicher Raum","1917","0.984580971993621","0.979123444087271","0.990038499899971"
"Nein","2013","Paar mit Kind(ern)","Staedtischer Raum","17034","0.955874614672299","0.952862887609695","0.958886341734903"
"Nein","2013","Paar mit Kind(ern)","Laendlicher Raum","8388","0.939712145587435","0.934785664269874","0.944638626904995"
"Nein","2013","Sonstige","Staedtischer Raum","1185","0.986527648590697","0.980018399375268","0.993036897806126"
"Nein","2013","Sonstige","Laendlicher Raum","582","0.938097684862093","0.919052376392607","0.957142993331579"
"Ja","2014","1-Pers.- Haushalt","Staedtischer Raum","","","",""
"Ja","2014","1-Pers.- Haushalt","Laendlicher Raum","","","",""
"Ja","2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","176","0.0344093440866951","0.0295494685704614","0.0392692196029287"
"Ja","2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","148","0.0531390926212016","0.0453769597694593","0.0609012254729439"
"Ja","2014","Alleinerziehende","Staedtischer Raum","55","0.0122271367623302","0.00831600167674766","0.0161382718479127"
"Ja","2014","Alleinerziehende","Laendlicher Raum","","","",""
"Ja","2014","Paar mit Kind(ern)","Staedtischer Raum","853","0.0552931712078378","0.05166206201392","0.0589242804017555"
"Ja","2014","Paar mit Kind(ern)","Laendlicher Raum","592","0.0666886360866484","0.061142468967879","0.0722348032054177"
"Ja","2014","Sonstige","Staedtischer Raum","","","",""
"Ja","2014","Sonstige","Laendlicher Raum","","","",""
"Nein","2014","1-Pers.- Haushalt","Staedtischer Raum","2359","0.98574879251734","0.980995003661898","0.990502581372783"
"Nein","2014","1-Pers.- Haushalt","Laendlicher Raum","1108","0.970675528619868","0.960834210818413","0.980516846421322"
"Nein","2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","5228","0.965590655913305","0.960730780397071","0.970450531429539"
"Nein","2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3060","0.946860907378798","0.939098774527056","0.954623040230541"
"Nein","2014","Alleinerziehende","Staedtischer Raum","2978","0.98777286323767","0.983861728152087","0.991683998323252"
"Nein","2014","Alleinerziehende","Laendlicher Raum","1613","0.988988394735991","0.983936206429735","0.994040583042247"
"Nein","2014","Paar mit Kind(ern)","Staedtischer Raum","14366","0.944706828792162","0.941075719598245","0.94833793798608"
"Nein","2014","Paar mit Kind(ern)","Laendlicher Raum","7181","0.933311363913352","0.927765196794582","0.938857531032121"
"Nein","2014","Sonstige","Staedtischer Raum","925","0.978316732664569","0.968981086379651","0.987652378949486"
"Nein","2014","Sonstige","Laendlicher Raum","469","0.97142690364468","0.956568975898494","0.986284831390865"
"Ja","2015","1-Pers.- Haushalt","Staedtischer Raum","31","0.0135478752399125","0.00893530459577067","0.0181604458840543"
"Ja","2015","1-Pers.- Haushalt","Laendlicher Raum","","","",""
"Ja","2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","156","0.0256112702682157","0.0214249146896821","0.0297976258467494"
"Ja","2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","140","0.0566732541195435","0.0485859566818093","0.0647605515572777"
"Ja","2015","Alleinerziehende","Staedtischer Raum","45","0.010397732058351","0.00669304524921925","0.0141024188674828"
"Ja","2015","Alleinerziehende","Laendlicher Raum","34","0.014665754819614","0.00862648040921642","0.0207050292300116"
"Ja","2015","Paar mit Kind(ern)","Staedtischer Raum","745","0.0473545188590899","0.0439500856607964","0.0507589520573834"
"Ja","2015","Paar mit Kind(ern)","Laendlicher Raum","574","0.0611287679353203","0.0557698370242107","0.0664876988464298"
"Ja","2015","Sonstige","Staedtischer Raum","","","",""
"Ja","2015","Sonstige","Laendlicher Raum","","","",""
"Nein","2015","1-Pers.- Haushalt","Staedtischer Raum","2382","0.986452124760088","0.981839554115946","0.991064695404229"
"Nein","2015","1-Pers.- Haushalt","Laendlicher Raum","1124","0.975121651712481","0.966115728322677","0.984127575102285"
"Nein","2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","5314","0.974388729731784","0.970202374153251","0.978575085310318"
"Nein","2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3000","0.943326745880457","0.935239448442722","0.951414043318191"
"Nein","2015","Alleinerziehende","Staedtischer Raum","2835","0.989602267941649","0.985897581132517","0.993306954750781"
"Nein","2015","Alleinerziehende","Laendlicher Raum","1488","0.985334245180386","0.979294970769989","0.991373519590784"
"Nein","2015","Paar mit Kind(ern)","Staedtischer Raum","14207","0.95264548114091","0.949241047942617","0.956049914339203"
"Nein","2015","Paar mit Kind(ern)","Laendlicher Raum","7103","0.93887123206468","0.93351230115357","0.944230162975789"
"Nein","2015","Sonstige","Staedtischer Raum","961","0.980243899282638","0.971535641488859","0.988952157076417"
"Nein","2015","Sonstige","Laendlicher Raum","454","0.959885190908678","0.942030550361696","0.977739831455659"
"Ja","2016","1-Pers.- Haushalt","Staedtischer Raum","32","0.0157736493427625","0.0106637349271947","0.0208835637583302"
"Ja","2016","1-Pers.- Haushalt","Laendlicher Raum","","","",""
"Ja","2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","156","0.034081667846253","0.0290794673343436","0.0390838683581625"
"Ja","2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","118","0.0447891639349231","0.037417028659922","0.0521612992099241"
"Ja","2016","Alleinerziehende","Staedtischer Raum","56","0.0181061577368107","0.0129340435833183","0.0232782718903032"
"Ja","2016","Alleinerziehende","Laendlicher Raum","","","",""
"Ja","2016","Paar mit Kind(ern)","Staedtischer Raum","699","0.051163840087777","0.047406415257811","0.0549212649177429"
"Ja","2016","Paar mit Kind(ern)","Laendlicher Raum","559","0.0813148410760527","0.0748517841446226","0.0877778980074827"
"Ja","2016","Sonstige","Staedtischer Raum","","","",""
"Ja","2016","Sonstige","Laendlicher Raum","","","",""
"Nein","2016","1-Pers.- Haushalt","Staedtischer Raum","2252","0.984226350657238","0.97911643624167","0.989336265072805"
"Nein","2016","1-Pers.- Haushalt","Laendlicher Raum","1038","0.976880026549559","0.967828655023025","0.985931398076094"
"Nein","2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","4898","0.965918332153747","0.960916131641838","0.970920532665656"
"Nein","2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2906","0.955210836065077","0.947838700790076","0.962582971340078"
"Nein","2016","Alleinerziehende","Staedtischer Raum","2497","0.981893842263189","0.976721728109697","0.987065956416682"
"Nein","2016","Alleinerziehende","Laendlicher Raum","1339","0.979939273901778","0.972498573608122","0.987379974195434"
"Nein","2016","Paar mit Kind(ern)","Staedtischer Raum","12510","0.948836159912223","0.945078735082257","0.952593584742189"
"Nein","2016","Paar mit Kind(ern)","Laendlicher Raum","6311","0.918685158923947","0.912222101992517","0.925148215855377"
"Nein","2016","Sonstige","Staedtischer Raum","737","0.984949794078841","0.976236232047756","0.993663356109925"
"Nein","2016","Sonstige","Laendlicher Raum","358","0.948791289675746","0.926331561660674","0.971251017690817"
"Ja","2017","1-Pers.- Haushalt","Staedtischer Raum","48","0.0198486408878267","0.0144487405016591","0.0252485412739942"
"Ja","2017","1-Pers.- Haushalt","Laendlicher Raum","31","0.0224979573025005","0.0142104119846924","0.0307855026203086"
"Ja","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","208","0.0368204831706862","0.0319367452245293","0.0417042211168431"
"Ja","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","170","0.0593894290060926","0.0514495694985845","0.0673292885136006"
"Ja","2017","Alleinerziehende","Staedtischer Raum","71","0.0287163286153806","0.0222202055809176","0.0352124516498435"
"Ja","2017","Alleinerziehende","Laendlicher Raum","41","0.0253970246456601","0.0172227179602753","0.0335713313310448"
"Ja","2017","Paar mit Kind(ern)","Staedtischer Raum","780","0.0604057918566128","0.0564394366933108","0.0643721470199148"
"Ja","2017","Paar mit Kind(ern)","Laendlicher Raum","593","0.0818499474329637","0.0755379769353885","0.0881619179305388"
"Ja","2017","Sonstige","Staedtischer Raum","","","",""
"Ja","2017","Sonstige","Laendlicher Raum","","","",""
"Nein","2017","1-Pers.- Haushalt","Staedtischer Raum","2515","0.980151359112173","0.974751458726006","0.985551259498341"
"Nein","2017","1-Pers.- Haushalt","Laendlicher Raum","1199","0.977502042697499","0.969214497379691","0.985789588015308"
"Nein","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","5504","0.963179516829314","0.958295778883157","0.968063254775471"
"Nein","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3234","0.940610570993907","0.932670711486399","0.948550430501416"
"Nein","2017","Alleinerziehende","Staedtischer Raum","2468","0.971283671384619","0.964787548350156","0.977779794419082"
"Nein","2017","Alleinerziehende","Laendlicher Raum","1382","0.97460297535434","0.966428668668955","0.982777282039725"
"Nein","2017","Paar mit Kind(ern)","Staedtischer Raum","13079","0.939594208143387","0.935627852980085","0.943560563306689"
"Nein","2017","Paar mit Kind(ern)","Laendlicher Raum","6653","0.918150052567036","0.911838082069461","0.924462023064612"
"Nein","2017","Sonstige","Staedtischer Raum","889","0.987058827450903","0.979727695529069","0.994389959372738"
"Nein","2017","Sonstige","Laendlicher Raum","381","0.943063229067077","0.920269275455906","0.965857182678248"
"Ja","2018","1-Pers.- Haushalt","Staedtischer Raum","45","0.0215476892744759","0.0160839070882161","0.0270114714607356"
"Ja","2018","1-Pers.- Haushalt","Laendlicher Raum","","","",""
"Ja","2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","188","0.0329513441088225","0.0282768214548074","0.0376258667628377"
"Ja","2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","184","0.0752885348293053","0.0662820325891164","0.0842950370694942"
"Ja","2018","Alleinerziehende","Staedtischer Raum","58","0.0147134797942476","0.0100693008915201","0.019357658696975"
"Ja","2018","Alleinerziehende","Laendlicher Raum","40","0.0221677923900645","0.0141490437794991","0.0301865410006299"
"Ja","2018","Paar mit Kind(ern)","Staedtischer Raum","802","0.0623513224283132","0.0581995316857379","0.0665031131708885"
"Ja","2018","Paar mit Kind(ern)","Laendlicher Raum","566","0.09210388139528","0.0852408979767306","0.0989668648138294"
"Ja","2018","Sonstige","Staedtischer Raum","30","0.0208306942608895","0.0114583888628117","0.0302029996589673"
"Ja","2018","Sonstige","Laendlicher Raum","","","",""
"Nein","2018","1-Pers.- Haushalt","Staedtischer Raum","2668","0.978452310725524","0.972988528539264","0.983916092911784"
"Nein","2018","1-Pers.- Haushalt","Laendlicher Raum","1231","0.982286802479974","0.974977312527318","0.98959629243263"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","5414","0.967048655891177","0.962374133237162","0.971723178545193"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3113","0.924711465170695","0.915704962930506","0.933717967410884"
"Nein","2018","Alleinerziehende","Staedtischer Raum","2524","0.985286520205752","0.980642341303025","0.98993069910848"
"Nein","2018","Alleinerziehende","Laendlicher Raum","1255","0.977832207609935","0.96981345899937","0.985850956220501"
"Nein","2018","Paar mit Kind(ern)","Staedtischer Raum","12227","0.937648677571687","0.933496886829111","0.941800468314262"
"Nein","2018","Paar mit Kind(ern)","Laendlicher Raum","6254","0.90789611860472","0.901033135186171","0.914759102023269"
"Nein","2018","Sonstige","Staedtischer Raum","862","0.979169305739111","0.969797000341033","0.988541611137188"
"Nein","2018","Sonstige","Laendlicher Raum","336","0.962212704511717","0.942120921006179","0.982304488017255"
"Ja","2019","1-Pers.- Haushalt","Staedtischer Raum","","","",""
"Ja","2019","1-Pers.- Haushalt","Laendlicher Raum","","","",""
"Ja","2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","",""
"Ja","2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","",""
"Ja","2019","Alleinerziehende","Staedtischer Raum","","","",""
"Ja","2019","Alleinerziehende","Laendlicher Raum","","","",""
"Ja","2019","Paar mit Kind(ern)","Staedtischer Raum","","","",""
"Ja","2019","Paar mit Kind(ern)","Laendlicher Raum","","","",""
"Ja","2019","Sonstige","Staedtischer Raum","","","",""
"Ja","2019","Sonstige","Laendlicher Raum","","","",""
"Nein","2019","1-Pers.- Haushalt","Staedtischer Raum","","","",""
"Nein","2019","1-Pers.- Haushalt","Laendlicher Raum","","","",""
"Nein","2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","",""
"Nein","2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","",""
"Nein","2019","Alleinerziehende","Staedtischer Raum","","","",""
"Nein","2019","Alleinerziehende","Laendlicher Raum","","","",""
"Nein","2019","Paar mit Kind(ern)","Staedtischer Raum","","","",""
"Nein","2019","Paar mit Kind(ern)","Laendlicher Raum","","","",""
"Nein","2019","Sonstige","Staedtischer Raum","","","",""
"Nein","2019","Sonstige","Laendlicher Raum","","","",""
"Ja","2020","1-Pers.- Haushalt","Staedtischer Raum","57","0.0172115429950754","0.012730452019647","0.0216926339705037"
"Ja","2020","1-Pers.- Haushalt","Laendlicher Raum","48","0.0264241593075669","0.0178745704795682","0.0349737481355656"
"Ja","2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","212","0.0309168317108665","0.0266958852039824","0.0351377782177507"
"Ja","2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","172","0.0549148093396396","0.0472471216555984","0.0625824970236808"
"Ja","2020","Alleinerziehende","Staedtischer Raum","55","0.0215028063253975","0.0155172309080274","0.0274883817427675"
"Ja","2020","Alleinerziehende","Laendlicher Raum","36","0.022273200985609","0.013751585596403","0.0307948163748149"
"Ja","2020","Paar mit Kind(ern)","Staedtischer Raum","767","0.049715173129249","0.04589257477348","0.053537771485018"
"Ja","2020","Paar mit Kind(ern)","Laendlicher Raum","575","0.0955782572702571","0.0884086249720332","0.102747889568481"
"Ja","2020","Sonstige","Staedtischer Raum","","","",""
"Ja","2020","Sonstige","Laendlicher Raum","","","",""
"Nein","2020","1-Pers.- Haushalt","Staedtischer Raum","3179","0.982788457004925","0.978307366029496","0.987269547980353"
"Nein","2020","1-Pers.- Haushalt","Laendlicher Raum","1304","0.973575840692433","0.965026251864434","0.982125429520432"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","6248","0.969083168289133","0.964862221782249","0.973304114796018"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3219","0.94508519066036","0.937417502976319","0.952752878344402"
"Nein","2020","Alleinerziehende","Staedtischer Raum","2201","0.978497193674603","0.972511618257232","0.984482769091973"
"Nein","2020","Alleinerziehende","Laendlicher Raum","1116","0.977726799014391","0.969205183625185","0.986248414403597"
"Nein","2020","Paar mit Kind(ern)","Staedtischer Raum","11653","0.950284826870751","0.946462228514982","0.95410742522652"
"Nein","2020","Paar mit Kind(ern)","Laendlicher Raum","5885","0.904421742729743","0.897252110431519","0.911591375027967"
"Nein","2020","Sonstige","Staedtischer Raum","892","0.993327647757674","0.988038165810349","0.998617129704998"
"Nein","2020","Sonstige","Laendlicher Raum","456","0.964684485925348","0.948172364041119","0.981196607809576"
