year,hhtyp,quintil_oecd_hh,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Couple with children,1st Quintile,3 rooms,0.41224,225,465,0.36745,0.45703
1997,Couple with children,1st Quintile,4 rooms,0.27853,138,465,0.23774,0.31932
1997,Couple with children,1st Quintile,5 rooms,0.12391,49,465,0.09393,0.15389
1997,Couple with children,2nd Quintile,2 rooms,0.04652,36,592,0.02954,0.06350
1997,Couple with children,2nd Quintile,3 rooms,0.33336,242,592,0.29535,0.37137
1997,Couple with children,2nd Quintile,4 rooms,0.29138,181,592,0.25475,0.32802
1997,Couple with children,2nd Quintile,5 rooms,0.14816,80,592,0.11952,0.17681
1997,Couple with children,2nd Quintile,6 rooms,0.10409,53,592,0.07947,0.12871
1997,Couple with children,3rd Quintile,3 rooms,0.30685,201,573,0.26905,0.34464
1997,Couple with children,3rd Quintile,4 rooms,0.32866,193,573,0.29017,0.36716
1997,Couple with children,3rd Quintile,5 rooms,0.17490,102,573,0.14376,0.20603
1997,Couple with children,3rd Quintile,6 rooms,0.08216,43,573,0.05966,0.10467
1997,Couple with children,3rd Quintile,7 rooms,0.06096,34,573,0.04135,0.08057
1997,Couple with children,4th Quintile,3 rooms,0.25123,156,444,0.21084,0.29162
1997,Couple with children,4th Quintile,4 rooms,0.21859,126,444,0.18010,0.25708
1997,Couple with children,4th Quintile,5 rooms,0.23536,100,444,0.19586,0.27487
1997,Couple with children,4th Quintile,6 rooms,0.14849,62,444,0.11537,0.18160
1997,Couple with children,5th Quintile,3 rooms,0.16521,71,276,0.12132,0.20911
1997,Couple with children,5th Quintile,4 rooms,0.16893,74,276,0.12465,0.21322
1997,Couple with children,5th Quintile,5 rooms,0.27442,80,276,0.22168,0.32716
1997,Couple with children,5th Quintile,6 rooms,0.15216,51,276,0.10971,0.19461
1998,Single-person household,1st Quintile,1 room,0.18272,105,445,0.14678,0.21867
1998,Single-person household,1st Quintile,2 rooms,0.47765,233,445,0.43119,0.52411
1998,Single-person household,1st Quintile,3 rooms,0.26174,107,445,0.22085,0.30263
1998,Single-person household,2nd Quintile,1 room,0.13299,53,350,0.09737,0.16862
1998,Single-person household,2nd Quintile,2 rooms,0.44595,164,350,0.39380,0.49810
1998,Single-person household,2nd Quintile,3 rooms,0.25866,96,350,0.21271,0.30460
1998,Single-person household,2nd Quintile,4 rooms,0.11878,37,350,0.08484,0.15272
1998,Single-person household,3rd Quintile,1 room,0.09939,35,314,0.06624,0.13253
1998,Single-person household,3rd Quintile,2 rooms,0.46700,159,314,0.41172,0.52227
1998,Single-person household,3rd Quintile,3 rooms,0.26448,87,314,0.21562,0.31334
1998,Single-person household,3rd Quintile,4 rooms,0.10518,33,314,0.07119,0.13917
1998,Single-person household,4th Quintile,2 rooms,0.45510,123,214,0.38822,0.52197
1998,Single-person household,4th Quintile,3 rooms,0.32891,91,214,0.26582,0.39201
1998,Single-person household,5th Quintile,2 rooms,0.27546,69,195,0.21259,0.33832
1998,Single-person household,5th Quintile,3 rooms,0.31789,77,195,0.25237,0.38342
1998,Single-person household,5th Quintile,4 rooms,0.21093,49,195,0.15352,0.26834
1998,Couple without children,1st Quintile,2 rooms,0.34820,109,249,0.28890,0.40749
1998,Couple without children,1st Quintile,3 rooms,0.37304,97,249,0.31285,0.43323
1998,Couple without children,1st Quintile,4 rooms,0.17404,43,249,0.12685,0.22123
1998,Couple without children,2nd Quintile,2 rooms,0.24200,83,283,0.19201,0.29199
1998,Couple without children,2nd Quintile,3 rooms,0.40664,137,283,0.34931,0.46397
1998,Couple without children,2nd Quintile,4 rooms,0.21586,63,283,0.16784,0.26388
1998,Couple without children,3rd Quintile,2 rooms,0.17283,91,401,0.13578,0.20989
1998,Couple without children,3rd Quintile,3 rooms,0.37532,174,401,0.32786,0.42277
1998,Couple without children,3rd Quintile,4 rooms,0.23901,99,401,0.19721,0.28080
1998,Couple without children,3rd Quintile,5 rooms,0.11064,37,401,0.07990,0.14139
1998,Couple without children,4th Quintile,2 rooms,0.18007,107,533,0.14742,0.21272
1998,Couple without children,4th Quintile,3 rooms,0.36950,214,533,0.32849,0.41052
1998,Couple without children,4th Quintile,4 rooms,0.24120,124,533,0.20485,0.27756
1998,Couple without children,4th Quintile,5 rooms,0.10143,55,533,0.07577,0.12708
1998,Couple without children,4th Quintile,6 rooms,0.06311,33,533,0.04245,0.08377
1998,Couple without children,5th Quintile,2 rooms,0.06647,51,549,0.04561,0.08732
1998,Couple without children,5th Quintile,3 rooms,0.33335,195,549,0.29388,0.37282
1998,Couple without children,5th Quintile,4 rooms,0.27022,161,549,0.23304,0.30741
1998,Couple without children,5th Quintile,5 rooms,0.15750,84,549,0.12700,0.18800
1998,Couple without children,5th Quintile,6 rooms,0.10831,58,549,0.08229,0.13433
1998,Single parent,1st Quintile,2 rooms,0.21597,36,172,0.15429,0.27764
1998,Single parent,1st Quintile,3 rooms,0.54783,105,172,0.47323,0.62243
1998,Single parent,1st Quintile,4 rooms,0.17175,31,172,0.11522,0.22828
1998,Single parent,2nd Quintile,3 rooms,0.40735,49,49,0.26835,0.54635
1998,Single parent,3rd Quintile,3 rooms,0.42118,31,31,0.24449,0.59787
1998,Couple with children,1st Quintile,2 rooms,0.08234,54,472,0.05751,0.10716
1998,Couple with children,1st Quintile,3 rooms,0.37049,217,472,0.32688,0.41411
1998,Couple with children,1st Quintile,4 rooms,0.31863,150,472,0.27655,0.36072
1998,Couple with children,1st Quintile,5 rooms,0.11537,51,472,0.08652,0.14422
1998,Couple with children,2nd Quintile,2 rooms,0.05007,38,680,0.03367,0.06648
1998,Couple with children,2nd Quintile,3 rooms,0.32162,259,680,0.28649,0.35675
1998,Couple with children,2nd Quintile,4 rooms,0.29101,210,680,0.25684,0.32518
1998,Couple with children,2nd Quintile,5 rooms,0.18170,117,680,0.15269,0.21070
1998,Couple with children,2nd Quintile,6 rooms,0.09218,56,680,0.07042,0.11394
1998,Couple with children,3rd Quintile,3 rooms,0.26718,195,554,0.23030,0.30406
1998,Couple with children,3rd Quintile,4 rooms,0.29010,188,554,0.25228,0.32792
1998,Couple with children,3rd Quintile,5 rooms,0.16600,95,554,0.13498,0.19701
1998,Couple with children,3rd Quintile,6 rooms,0.14400,76,554,0.11473,0.17326
1998,Couple with children,4th Quintile,3 rooms,0.23714,139,507,0.20008,0.27420
1998,Couple with children,4th Quintile,4 rooms,0.24049,149,507,0.20325,0.27773
1998,Couple with children,4th Quintile,5 rooms,0.21072,111,507,0.17519,0.24626
1998,Couple with children,4th Quintile,6 rooms,0.14504,69,507,0.11436,0.17572
1998,Couple with children,4th Quintile,7 rooms,0.09771,39,507,0.07183,0.12358
1998,Couple with children,5th Quintile,3 rooms,0.13085,66,358,0.09587,0.16584
1998,Couple with children,5th Quintile,4 rooms,0.22224,95,358,0.17911,0.26536
1998,Couple with children,5th Quintile,5 rooms,0.23936,91,358,0.19510,0.28362
1998,Couple with children,5th Quintile,6 rooms,0.18080,67,358,0.14088,0.22072
1998,Couple with children,5th Quintile,7 rooms,0.11779,39,358,0.08435,0.15123
1999,Single-person household,1st Quintile,1 room,0.18158,97,441,0.14556,0.21760
1999,Single-person household,1st Quintile,2 rooms,0.48003,235,441,0.43334,0.52671
1999,Single-person household,1st Quintile,3 rooms,0.25245,109,441,0.21186,0.29304
1999,Single-person household,2nd Quintile,1 room,0.11984,49,353,0.08591,0.15377
1999,Single-person household,2nd Quintile,2 rooms,0.44690,169,353,0.39496,0.49884
1999,Single-person household,2nd Quintile,3 rooms,0.29415,101,353,0.24654,0.34175
1999,Single-person household,2nd Quintile,4 rooms,0.09275,34,353,0.06244,0.12305
1999,Single-person household,3rd Quintile,2 rooms,0.50308,151,237,0.43929,0.56687
1999,Single-person household,3rd Quintile,3 rooms,0.28550,86,237,0.22787,0.34312
1999,Single-person household,4th Quintile,2 rooms,0.44426,109,188,0.37304,0.51548
1999,Single-person household,4th Quintile,3 rooms,0.29934,79,188,0.23370,0.36498
1999,Single-person household,5th Quintile,2 rooms,0.28058,62,179,0.21458,0.34658
1999,Single-person household,5th Quintile,3 rooms,0.29058,63,179,0.22388,0.35728
1999,Single-person household,5th Quintile,4 rooms,0.23661,54,179,0.17418,0.29905
1999,Couple without children,1st Quintile,2 rooms,0.36517,96,224,0.30197,0.42836
1999,Couple without children,1st Quintile,3 rooms,0.36122,89,224,0.29817,0.42427
1999,Couple without children,1st Quintile,4 rooms,0.15864,39,224,0.11069,0.20659
1999,Couple without children,2nd Quintile,2 rooms,0.21291,88,305,0.16689,0.25892
1999,Couple without children,2nd Quintile,3 rooms,0.39666,143,305,0.34167,0.45165
1999,Couple without children,2nd Quintile,4 rooms,0.21688,74,305,0.17055,0.26321
1999,Couple without children,3rd Quintile,2 rooms,0.16629,94,409,0.13016,0.20242
1999,Couple without children,3rd Quintile,3 rooms,0.40027,182,409,0.35273,0.44781
1999,Couple without children,3rd Quintile,4 rooms,0.22685,91,409,0.18621,0.26748
1999,Couple without children,3rd Quintile,5 rooms,0.11372,42,409,0.08291,0.14452
1999,Couple without children,4th Quintile,2 rooms,0.16123,91,480,0.12829,0.19416
1999,Couple without children,4th Quintile,3 rooms,0.39624,204,480,0.35244,0.44005
1999,Couple without children,4th Quintile,4 rooms,0.25773,133,480,0.21856,0.29690
1999,Couple without children,4th Quintile,5 rooms,0.10347,52,480,0.07619,0.13074
1999,Couple without children,5th Quintile,2 rooms,0.07572,54,536,0.05330,0.09814
1999,Couple without children,5th Quintile,3 rooms,0.29659,180,536,0.25789,0.33530
1999,Couple without children,5th Quintile,4 rooms,0.28465,157,536,0.24641,0.32289
1999,Couple without children,5th Quintile,5 rooms,0.13837,82,536,0.10911,0.16763
1999,Couple without children,5th Quintile,6 rooms,0.12459,63,536,0.09660,0.15257
1999,Single parent,1st Quintile,2 rooms,0.23421,40,183,0.17268,0.29574
1999,Single parent,1st Quintile,3 rooms,0.45192,99,183,0.37962,0.52423
1999,Single parent,1st Quintile,4 rooms,0.21993,44,183,0.15975,0.28010
1999,Single parent,2nd Quintile,3 rooms,0.40715,43,43,0.25856,0.55574
1999,Single parent,3rd Quintile,3 rooms,0.53401,37,37,0.37105,0.69696
1999,Couple with children,1st Quintile,2 rooms,0.07133,40,519,0.04916,0.09349
1999,Couple with children,1st Quintile,3 rooms,0.37131,225,519,0.32970,0.41292
1999,Couple with children,1st Quintile,4 rooms,0.30758,159,519,0.26784,0.34733
1999,Couple with children,1st Quintile,5 rooms,0.13626,64,519,0.10672,0.16581
1999,Couple with children,1st Quintile,6 rooms,0.06642,31,519,0.04498,0.08787
1999,Couple with children,2nd Quintile,2 rooms,0.04419,38,624,0.02805,0.06032
1999,Couple with children,2nd Quintile,3 rooms,0.31396,240,624,0.27751,0.35040
1999,Couple with children,2nd Quintile,4 rooms,0.31275,193,624,0.27635,0.34916
1999,Couple with children,2nd Quintile,5 rooms,0.14685,99,624,0.11906,0.17465
1999,Couple with children,2nd Quintile,6 rooms,0.09464,54,624,0.07166,0.11763
1999,Couple with children,3rd Quintile,3 rooms,0.26458,182,586,0.22883,0.30032
1999,Couple with children,3rd Quintile,4 rooms,0.29196,186,586,0.25512,0.32881
1999,Couple with children,3rd Quintile,5 rooms,0.18317,116,586,0.15183,0.21452
1999,Couple with children,3rd Quintile,6 rooms,0.11889,67,586,0.09266,0.14511
1999,Couple with children,3rd Quintile,7 rooms,0.07167,35,586,0.05077,0.09258
1999,Couple with children,4th Quintile,3 rooms,0.20771,111,437,0.16963,0.24579
1999,Couple with children,4th Quintile,4 rooms,0.25073,144,437,0.21005,0.29142
1999,Couple with children,4th Quintile,5 rooms,0.19937,103,437,0.16187,0.23687
1999,Couple with children,4th Quintile,6 rooms,0.16826,79,437,0.13314,0.20337
1999,Couple with children,5th Quintile,3 rooms,0.14789,60,339,0.11004,0.18574
1999,Couple with children,5th Quintile,4 rooms,0.19711,82,339,0.15470,0.23952
1999,Couple with children,5th Quintile,5 rooms,0.24326,89,339,0.19752,0.28900
1999,Couple with children,5th Quintile,6 rooms,0.16548,64,339,0.12587,0.20510
1999,Couple with children,5th Quintile,7 rooms,0.12301,44,339,0.08799,0.15802
2000,Single-person household,1st Quintile,1 room,0.17748,170,897,0.15247,0.20250
2000,Single-person household,1st Quintile,2 rooms,0.47988,447,897,0.44716,0.51259
2000,Single-person household,1st Quintile,3 rooms,0.24203,223,897,0.21398,0.27007
2000,Single-person household,1st Quintile,4 rooms,0.05847,57,897,0.04311,0.07384
2000,Single-person household,2nd Quintile,1 room,0.10588,84,648,0.08217,0.12959
2000,Single-person household,2nd Quintile,2 rooms,0.45593,309,648,0.41755,0.49430
2000,Single-person household,2nd Quintile,3 rooms,0.28195,187,648,0.24728,0.31662
2000,Single-person household,2nd Quintile,4 rooms,0.10054,68,648,0.07736,0.12371
2000,Single-person household,3rd Quintile,1 room,0.10048,57,561,0.07558,0.12538
2000,Single-person household,3rd Quintile,2 rooms,0.45945,266,561,0.41818,0.50073
2000,Single-person household,3rd Quintile,3 rooms,0.29504,173,561,0.25727,0.33282
2000,Single-person household,3rd Quintile,4 rooms,0.08877,65,561,0.06522,0.11233
2000,Single-person household,4th Quintile,1 room,0.07215,37,497,0.04938,0.09492
2000,Single-person household,4th Quintile,2 rooms,0.41903,209,497,0.37561,0.46245
2000,Single-person household,4th Quintile,3 rooms,0.27997,151,497,0.24045,0.31948
2000,Single-person household,4th Quintile,4 rooms,0.12389,68,497,0.09490,0.15289
2000,Single-person household,4th Quintile,5 rooms,0.05852,32,497,0.03786,0.07918
2000,Single-person household,5th Quintile,2 rooms,0.26324,123,441,0.22209,0.30439
2000,Single-person household,5th Quintile,3 rooms,0.31778,162,441,0.27427,0.36129
2000,Single-person household,5th Quintile,4 rooms,0.20039,101,441,0.16298,0.23779
2000,Single-person household,5th Quintile,5 rooms,0.10356,55,441,0.07509,0.13203
2000,Couple without children,1st Quintile,2 rooms,0.26254,138,425,0.22065,0.30442
2000,Couple without children,1st Quintile,3 rooms,0.44005,213,425,0.39280,0.48730
2000,Couple without children,1st Quintile,4 rooms,0.15095,74,425,0.11688,0.18503
2000,Couple without children,2nd Quintile,2 rooms,0.19426,144,654,0.16391,0.22460
2000,Couple without children,2nd Quintile,3 rooms,0.44101,297,654,0.40293,0.47909
2000,Couple without children,2nd Quintile,4 rooms,0.18721,121,654,0.15729,0.21713
2000,Couple without children,2nd Quintile,5 rooms,0.08512,53,654,0.06372,0.10653
2000,Couple without children,2nd Quintile,6 rooms,0.06065,39,654,0.04234,0.07895
2000,Couple without children,3rd Quintile,2 rooms,0.16644,129,756,0.13987,0.19300
2000,Couple without children,3rd Quintile,3 rooms,0.38212,312,756,0.34746,0.41678
2000,Couple without children,3rd Quintile,4 rooms,0.23055,178,756,0.20051,0.26060
2000,Couple without children,3rd Quintile,5 rooms,0.11886,93,756,0.09578,0.14195
2000,Couple without children,3rd Quintile,6 rooms,0.06028,44,756,0.04330,0.07726
2000,Couple without children,4th Quintile,2 rooms,0.13454,122,891,0.11212,0.15696
2000,Couple without children,4th Quintile,3 rooms,0.37730,347,891,0.34545,0.40914
2000,Couple without children,4th Quintile,4 rooms,0.23753,227,891,0.20957,0.26549
2000,Couple without children,4th Quintile,5 rooms,0.13738,123,891,0.11477,0.16000
2000,Couple without children,4th Quintile,6 rooms,0.07827,72,891,0.06063,0.09592
2000,Couple without children,5th Quintile,2 rooms,0.07156,85,1032,0.05582,0.08729
2000,Couple without children,5th Quintile,3 rooms,0.27680,290,1032,0.24949,0.30411
2000,Couple without children,5th Quintile,4 rooms,0.28203,304,1032,0.25456,0.30950
2000,Couple without children,5th Quintile,5 rooms,0.15726,180,1032,0.13504,0.17949
2000,Couple without children,5th Quintile,6 rooms,0.12090,120,1032,0.10100,0.14080
2000,Couple without children,5th Quintile,7 rooms,0.04631,53,1032,0.03348,0.05914
2000,Single parent,1st Quintile,2 rooms,0.19886,56,284,0.15235,0.24536
2000,Single parent,1st Quintile,3 rooms,0.46328,155,284,0.40518,0.52137
2000,Single parent,1st Quintile,4 rooms,0.23008,73,284,0.18104,0.27912
2000,Single parent,2nd Quintile,3 rooms,0.55010,86,86,0.44433,0.65586
2000,Single parent,3rd Quintile,3 rooms,0.46241,52,52,0.32557,0.59925
2000,Single parent,4th Quintile,4 rooms,0.31768,31,31,0.15108,0.48429
2000,Couple with children,1st Quintile,2 rooms,0.05584,45,716,0.03901,0.07267
2000,Couple with children,1st Quintile,3 rooms,0.40406,299,716,0.36809,0.44003
2000,Couple with children,1st Quintile,4 rooms,0.30851,229,716,0.27466,0.34237
2000,Couple with children,1st Quintile,5 rooms,0.12009,93,716,0.09626,0.14392
2000,Couple with children,1st Quintile,6 rooms,0.06856,50,716,0.05004,0.08708
2000,Couple with children,2nd Quintile,2 rooms,0.03591,41,1076,0.02479,0.04704
2000,Couple with children,2nd Quintile,3 rooms,0.33221,384,1076,0.30405,0.36036
2000,Couple with children,2nd Quintile,4 rooms,0.28511,312,1076,0.25812,0.31209
2000,Couple with children,2nd Quintile,5 rooms,0.17579,197,1076,0.15303,0.19854
2000,Couple with children,2nd Quintile,6 rooms,0.09208,99,1076,0.07480,0.10937
2000,Couple with children,2nd Quintile,7 rooms,0.04442,43,1076,0.03210,0.05674
2000,Couple with children,3rd Quintile,2 rooms,0.03292,31,1022,0.02198,0.04387
2000,Couple with children,3rd Quintile,3 rooms,0.25128,260,1022,0.22467,0.27788
2000,Couple with children,3rd Quintile,4 rooms,0.26474,297,1022,0.23767,0.29180
2000,Couple with children,3rd Quintile,5 rooms,0.21714,236,1022,0.19185,0.24243
2000,Couple with children,3rd Quintile,6 rooms,0.12068,130,1022,0.10070,0.14066
2000,Couple with children,3rd Quintile,7 rooms,0.06166,68,1022,0.04690,0.07641
2000,Couple with children,4th Quintile,3 rooms,0.20471,186,928,0.17874,0.23069
2000,Couple with children,4th Quintile,4 rooms,0.25019,250,928,0.22231,0.27808
2000,Couple with children,4th Quintile,5 rooms,0.20174,202,928,0.17591,0.22758
2000,Couple with children,4th Quintile,6 rooms,0.15827,162,928,0.13477,0.18176
2000,Couple with children,4th Quintile,7 rooms,0.10124,85,928,0.08182,0.12065
2000,Couple with children,4th Quintile,8 rooms,0.03843,43,928,0.02605,0.05080
2000,Couple with children,5th Quintile,3 rooms,0.12954,92,681,0.10430,0.15478
2000,Couple with children,5th Quintile,4 rooms,0.19690,147,681,0.16701,0.22679
2000,Couple with children,5th Quintile,5 rooms,0.26474,192,681,0.23158,0.29790
2000,Couple with children,5th Quintile,6 rooms,0.18078,127,681,0.15185,0.20970
2000,Couple with children,5th Quintile,7 rooms,0.11486,87,681,0.09089,0.13882
2000,Couple with children,5th Quintile,8 rooms,0.04456,36,681,0.02905,0.06006
2001,Single-person household,1st Quintile,1 room,0.16822,144,803,0.14233,0.19411
2001,Single-person household,1st Quintile,2 rooms,0.47990,400,803,0.44533,0.51448
2001,Single-person household,1st Quintile,3 rooms,0.26050,207,803,0.23013,0.29088
2001,Single-person household,1st Quintile,4 rooms,0.05955,52,803,0.04317,0.07593
2001,Single-person household,2nd Quintile,1 room,0.09911,60,563,0.07441,0.12382
2001,Single-person household,2nd Quintile,2 rooms,0.43704,268,563,0.39603,0.47805
2001,Single-person household,2nd Quintile,3 rooms,0.30891,182,563,0.27070,0.34711
2001,Single-person household,2nd Quintile,4 rooms,0.09115,53,563,0.06735,0.11495
2001,Single-person household,3rd Quintile,1 room,0.07147,39,510,0.04909,0.09385
2001,Single-person household,3rd Quintile,2 rooms,0.46222,247,510,0.41891,0.50553
2001,Single-person household,3rd Quintile,3 rooms,0.29783,164,510,0.25810,0.33756
2001,Single-person household,3rd Quintile,4 rooms,0.11348,60,510,0.08592,0.14103
2001,Single-person household,4th Quintile,2 rooms,0.37687,183,404,0.32956,0.42418
2001,Single-person household,4th Quintile,3 rooms,0.33284,161,404,0.28683,0.37884
2001,Single-person household,4th Quintile,4 rooms,0.11621,60,404,0.08492,0.14750
2001,Single-person household,5th Quintile,2 rooms,0.28681,121,386,0.24163,0.33198
2001,Single-person household,5th Quintile,3 rooms,0.29397,131,386,0.24846,0.33948
2001,Single-person household,5th Quintile,4 rooms,0.19391,89,386,0.15442,0.23341
2001,Single-person household,5th Quintile,5 rooms,0.09022,45,386,0.06160,0.11883
2001,Couple without children,1st Quintile,2 rooms,0.25958,121,354,0.21385,0.30532
2001,Couple without children,1st Quintile,3 rooms,0.43572,169,354,0.38399,0.48745
2001,Couple without children,1st Quintile,4 rooms,0.16840,64,354,0.12936,0.20744
2001,Couple without children,2nd Quintile,2 rooms,0.20531,140,571,0.17215,0.23847
2001,Couple without children,2nd Quintile,3 rooms,0.44427,280,571,0.40348,0.48506
2001,Couple without children,2nd Quintile,4 rooms,0.17281,100,571,0.14177,0.20384
2001,Couple without children,2nd Quintile,5 rooms,0.08426,51,571,0.06145,0.10706
2001,Couple without children,3rd Quintile,2 rooms,0.13684,112,702,0.11140,0.16229
2001,Couple without children,3rd Quintile,3 rooms,0.40011,294,702,0.36384,0.43638
2001,Couple without children,3rd Quintile,4 rooms,0.23975,167,702,0.20814,0.27135
2001,Couple without children,3rd Quintile,5 rooms,0.13440,92,702,0.10915,0.15965
2001,Couple without children,3rd Quintile,6 rooms,0.05213,37,702,0.03567,0.06858
2001,Couple without children,4th Quintile,2 rooms,0.14259,122,800,0.11835,0.16684
2001,Couple without children,4th Quintile,3 rooms,0.35990,309,800,0.32662,0.39318
2001,Couple without children,4th Quintile,4 rooms,0.24931,210,800,0.21931,0.27930
2001,Couple without children,4th Quintile,5 rooms,0.12647,101,800,0.10342,0.14952
2001,Couple without children,4th Quintile,6 rooms,0.06890,58,800,0.05133,0.08646
2001,Couple without children,5th Quintile,2 rooms,0.05342,59,941,0.03904,0.06779
2001,Couple without children,5th Quintile,3 rooms,0.29285,275,941,0.26375,0.32194
2001,Couple without children,5th Quintile,4 rooms,0.28038,281,941,0.25166,0.30909
2001,Couple without children,5th Quintile,5 rooms,0.15470,158,941,0.13158,0.17781
2001,Couple without children,5th Quintile,6 rooms,0.12634,118,941,0.10510,0.14758
2001,Couple without children,5th Quintile,7 rooms,0.04911,50,941,0.03530,0.06293
2001,Single parent,1st Quintile,2 rooms,0.14905,39,255,0.10525,0.19285
2001,Single parent,1st Quintile,3 rooms,0.47835,138,255,0.41692,0.53978
2001,Single parent,1st Quintile,4 rooms,0.24797,78,255,0.19486,0.30108
2001,Single parent,2nd Quintile,3 rooms,0.42324,74,118,0.33372,0.51277
2001,Single parent,2nd Quintile,4 rooms,0.24024,44,118,0.16282,0.31765
2001,Single parent,3rd Quintile,3 rooms,0.44375,46,46,0.29859,0.58892
2001,Couple with children,1st Quintile,2 rooms,0.04745,34,614,0.03062,0.06428
2001,Couple with children,1st Quintile,3 rooms,0.40472,263,614,0.36587,0.44358
2001,Couple with children,1st Quintile,4 rooms,0.31429,202,614,0.27754,0.35104
2001,Couple with children,1st Quintile,5 rooms,0.13291,78,614,0.10604,0.15979
2001,Couple with children,1st Quintile,6 rooms,0.05444,37,614,0.03648,0.07240
2001,Couple with children,2nd Quintile,2 rooms,0.04089,37,961,0.02837,0.05342
2001,Couple with children,2nd Quintile,3 rooms,0.30127,306,961,0.27224,0.33029
2001,Couple with children,2nd Quintile,4 rooms,0.28107,289,961,0.25264,0.30951
2001,Couple with children,2nd Quintile,5 rooms,0.17842,180,961,0.15420,0.20264
2001,Couple with children,2nd Quintile,6 rooms,0.11097,105,961,0.09110,0.13084
2001,Couple with children,2nd Quintile,7 rooms,0.04737,44,961,0.03393,0.06081
2001,Couple with children,3rd Quintile,3 rooms,0.25478,249,957,0.22716,0.28240
2001,Couple with children,3rd Quintile,4 rooms,0.26509,264,957,0.23711,0.29307
2001,Couple with children,3rd Quintile,5 rooms,0.19994,208,957,0.17459,0.22530
2001,Couple with children,3rd Quintile,6 rooms,0.13379,131,957,0.11221,0.15537
2001,Couple with children,3rd Quintile,7 rooms,0.05919,63,957,0.04423,0.07415
2001,Couple with children,3rd Quintile,8 rooms,0.04791,42,957,0.03437,0.06145
2001,Couple with children,4th Quintile,3 rooms,0.17236,159,856,0.14704,0.19767
2001,Couple with children,4th Quintile,4 rooms,0.24983,230,856,0.22081,0.27885
2001,Couple with children,4th Quintile,5 rooms,0.24804,214,856,0.21909,0.27699
2001,Couple with children,4th Quintile,6 rooms,0.14550,131,856,0.12187,0.16914
2001,Couple with children,4th Quintile,7 rooms,0.09612,82,856,0.07636,0.11587
2001,Couple with children,4th Quintile,8 rooms,0.04038,40,856,0.02719,0.05358
2001,Couple with children,5th Quintile,3 rooms,0.12364,81,604,0.09737,0.14992
2001,Couple with children,5th Quintile,4 rooms,0.21755,141,604,0.18462,0.25048
2001,Couple with children,5th Quintile,5 rooms,0.24065,157,604,0.20653,0.27477
2001,Couple with children,5th Quintile,6 rooms,0.18614,119,604,0.15507,0.21720
2001,Couple with children,5th Quintile,7 rooms,0.11689,75,604,0.09125,0.14254
2001,Couple with children,5th Quintile,8 rooms,0.04502,31,604,0.02847,0.06157
2002,Single-person household,1st Quintile,1 room,0.19225,157,766,0.16433,0.22018
2002,Single-person household,1st Quintile,2 rooms,0.49640,391,766,0.46096,0.53183
2002,Single-person household,1st Quintile,3 rooms,0.23026,184,766,0.20042,0.26009
2002,Single-person household,1st Quintile,4 rooms,0.04537,34,766,0.03062,0.06012
2002,Single-person household,2nd Quintile,1 room,0.09880,55,534,0.07347,0.12414
2002,Single-person household,2nd Quintile,2 rooms,0.42475,251,534,0.38278,0.46671
2002,Single-person household,2nd Quintile,3 rooms,0.32966,177,534,0.28975,0.36957
2002,Single-person household,2nd Quintile,4 rooms,0.08467,51,534,0.06104,0.10831
2002,Single-person household,3rd Quintile,2 rooms,0.48833,250,456,0.44240,0.53426
2002,Single-person household,3rd Quintile,3 rooms,0.31374,166,456,0.27110,0.35638
2002,Single-person household,3rd Quintile,4 rooms,0.07750,40,456,0.05293,0.10206
2002,Single-person household,4th Quintile,2 rooms,0.36666,188,469,0.32300,0.41032
2002,Single-person household,4th Quintile,3 rooms,0.33391,171,469,0.29118,0.37664
2002,Single-person household,4th Quintile,4 rooms,0.14005,76,469,0.10861,0.17149
2002,Single-person household,4th Quintile,5 rooms,0.07242,34,469,0.04894,0.09590
2002,Single-person household,5th Quintile,2 rooms,0.30896,152,458,0.26659,0.35132
2002,Single-person household,5th Quintile,3 rooms,0.32090,168,458,0.27810,0.36370
2002,Single-person household,5th Quintile,4 rooms,0.16661,86,458,0.13244,0.20077
2002,Single-person household,5th Quintile,5 rooms,0.08837,52,458,0.06235,0.11439
2002,Couple without children,1st Quintile,2 rooms,0.28670,127,376,0.24093,0.33247
2002,Couple without children,1st Quintile,3 rooms,0.39559,163,376,0.34610,0.44508
2002,Couple without children,1st Quintile,4 rooms,0.13731,53,376,0.10248,0.17215
2002,Couple without children,1st Quintile,5 rooms,0.08936,33,376,0.06049,0.11824
2002,Couple without children,2nd Quintile,2 rooms,0.16290,119,589,0.13305,0.19275
2002,Couple without children,2nd Quintile,3 rooms,0.43693,275,589,0.39684,0.47702
2002,Couple without children,2nd Quintile,4 rooms,0.18920,106,589,0.15754,0.22086
2002,Couple without children,2nd Quintile,5 rooms,0.11390,54,589,0.08822,0.13958
2002,Couple without children,2nd Quintile,6 rooms,0.07159,35,589,0.05075,0.09243
2002,Couple without children,3rd Quintile,2 rooms,0.16518,108,634,0.13626,0.19411
2002,Couple without children,3rd Quintile,3 rooms,0.40672,274,634,0.36845,0.44499
2002,Couple without children,3rd Quintile,4 rooms,0.21931,142,634,0.18708,0.25155
2002,Couple without children,3rd Quintile,5 rooms,0.11666,71,634,0.09165,0.14167
2002,Couple without children,3rd Quintile,6 rooms,0.05410,39,634,0.03648,0.07173
