year,bula_h,quintil_oecd_hh,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Hesse,4th Quintile,3 rooms,0.23634,35,35,0.09354,0.37914
1984,Hesse,5th Quintile,3 rooms,0.31271,42,73,0.20562,0.41979
1984,Hesse,5th Quintile,4 rooms,0.28170,31,73,0.17780,0.38561
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,3 rooms,0.38318,41,41,0.23251,0.53384
1984,Baden-Wuerttemberg,1st Quintile,2 rooms,0.28616,42,113,0.20245,0.36986
1984,Baden-Wuerttemberg,1st Quintile,3 rooms,0.32578,71,113,0.23898,0.41257
1984,Baden-Wuerttemberg,2nd Quintile,2 rooms,0.15378,38,174,0.10002,0.20753
1984,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.35709,82,174,0.28569,0.42849
1984,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.22681,54,174,0.16440,0.28921
1984,Baden-Wuerttemberg,3rd Quintile,2 rooms,0.14490,31,174,0.09244,0.19735
1984,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.37337,95,174,0.30129,0.44545
1984,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.23877,48,174,0.17524,0.30230
1984,Baden-Wuerttemberg,4th Quintile,2 rooms,0.11870,33,190,0.07259,0.16481
1984,Baden-Wuerttemberg,4th Quintile,3 rooms,0.33073,81,190,0.26365,0.39780
1984,Baden-Wuerttemberg,4th Quintile,4 rooms,0.20235,41,190,0.14507,0.25963
1984,Baden-Wuerttemberg,4th Quintile,5 rooms,0.17416,35,190,0.12009,0.22823
1984,Baden-Wuerttemberg,5th Quintile,2 rooms,0.17476,35,144,0.11252,0.23701
1984,Baden-Wuerttemberg,5th Quintile,3 rooms,0.31299,68,144,0.23699,0.38900
1984,Baden-Wuerttemberg,5th Quintile,4 rooms,0.22690,41,144,0.15825,0.29555
1984,Bavaria,1st Quintile,2 rooms,0.25858,40,132,0.18360,0.33357
1984,Bavaria,1st Quintile,3 rooms,0.32934,58,132,0.24886,0.40982
1984,Bavaria,1st Quintile,4 rooms,0.13954,34,132,0.08020,0.19888
1984,Bavaria,2nd Quintile,2 rooms,0.16265,33,145,0.10237,0.22293
1984,Bavaria,2nd Quintile,3 rooms,0.37561,70,145,0.29651,0.45471
1984,Bavaria,2nd Quintile,4 rooms,0.19215,42,145,0.12780,0.25650
1984,Bavaria,3rd Quintile,2 rooms,0.16750,36,165,0.11035,0.22465
1984,Bavaria,3rd Quintile,3 rooms,0.33334,78,165,0.26119,0.40549
1984,Bavaria,3rd Quintile,4 rooms,0.23892,51,165,0.17365,0.30418
1984,Bavaria,4th Quintile,3 rooms,0.34303,72,124,0.25914,0.42693
1984,Bavaria,4th Quintile,4 rooms,0.26347,52,124,0.18562,0.34132
1984,Bavaria,5th Quintile,3 rooms,0.28287,53,100,0.19415,0.37160
1984,Bavaria,5th Quintile,4 rooms,0.24394,47,100,0.15934,0.32854
1985,Lower Saxony,1st Quintile,3 rooms,0.33947,44,44,0.19794,0.48101
1985,Lower Saxony,2nd Quintile,3 rooms,0.39437,38,38,0.23689,0.55184
1985,Lower Saxony,3rd Quintile,3 rooms,0.34716,39,39,0.19579,0.49853
1985,North Rhine-Westphalia,1st Quintile,1 room,0.13613,31,290,0.09659,0.17567
1985,North Rhine-Westphalia,1st Quintile,2 rooms,0.31370,82,290,0.26020,0.36719
1985,North Rhine-Westphalia,1st Quintile,3 rooms,0.32976,124,290,0.27555,0.38396
1985,North Rhine-Westphalia,1st Quintile,4 rooms,0.13753,53,290,0.09782,0.17724
1985,North Rhine-Westphalia,2nd Quintile,2 rooms,0.25838,69,263,0.20538,0.31139
1985,North Rhine-Westphalia,2nd Quintile,3 rooms,0.41407,132,263,0.35443,0.47372
1985,North Rhine-Westphalia,2nd Quintile,4 rooms,0.17386,62,263,0.12797,0.21975
1985,North Rhine-Westphalia,3rd Quintile,2 rooms,0.23085,50,193,0.17124,0.29045
1985,North Rhine-Westphalia,3rd Quintile,3 rooms,0.33326,89,193,0.26659,0.39994
1985,North Rhine-Westphalia,3rd Quintile,4 rooms,0.19496,54,193,0.13892,0.25100
1985,North Rhine-Westphalia,4th Quintile,2 rooms,0.26651,63,235,0.20986,0.32316
1985,North Rhine-Westphalia,4th Quintile,3 rooms,0.27617,75,235,0.21888,0.33345
1985,North Rhine-Westphalia,4th Quintile,4 rooms,0.20949,63,235,0.15735,0.26163
1985,North Rhine-Westphalia,4th Quintile,5 rooms,0.10599,34,235,0.06655,0.14543
1985,North Rhine-Westphalia,5th Quintile,2 rooms,0.17568,43,216,0.12481,0.22655
1985,North Rhine-Westphalia,5th Quintile,3 rooms,0.30746,77,216,0.24578,0.36914
1985,North Rhine-Westphalia,5th Quintile,4 rooms,0.23246,60,216,0.17599,0.28892
1985,North Rhine-Westphalia,5th Quintile,5 rooms,0.13425,36,216,0.08868,0.17982
1985,Hesse,1st Quintile,3 rooms,0.35246,49,49,0.21731,0.48761
1985,Hesse,2nd Quintile,3 rooms,0.39724,44,44,0.25098,0.54350
1985,Hesse,3rd Quintile,3 rooms,0.35343,35,35,0.19274,0.51411
1985,Hesse,4th Quintile,3 rooms,0.32331,36,36,0.16835,0.47827
1985,Baden-Wuerttemberg,1st Quintile,2 rooms,0.23648,33,138,0.16532,0.30763
1985,Baden-Wuerttemberg,1st Quintile,3 rooms,0.38395,72,138,0.30251,0.46539
1985,Baden-Wuerttemberg,1st Quintile,4 rooms,0.14468,33,138,0.08577,0.20359
1985,Baden-Wuerttemberg,2nd Quintile,2 rooms,0.23642,33,145,0.16702,0.30582
1985,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.30370,70,145,0.22859,0.37881
1985,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.19804,42,145,0.13294,0.26313
1985,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.36201,91,146,0.28379,0.44024
1985,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.23940,55,146,0.16995,0.30886
1985,Baden-Wuerttemberg,4th Quintile,3 rooms,0.30693,67,136,0.22913,0.38473
1985,Baden-Wuerttemberg,4th Quintile,4 rooms,0.16955,32,136,0.10625,0.23284
1985,Baden-Wuerttemberg,4th Quintile,5 rooms,0.18817,37,136,0.12224,0.25411
1985,Baden-Wuerttemberg,5th Quintile,3 rooms,0.29861,49,49,0.16914,0.42808
1985,Bavaria,1st Quintile,3 rooms,0.42799,58,58,0.29954,0.55644
1985,Bavaria,2nd Quintile,2 rooms,0.16409,31,143,0.10318,0.22501
1985,Bavaria,2nd Quintile,3 rooms,0.34858,68,143,0.27020,0.42695
1985,Bavaria,2nd Quintile,4 rooms,0.20463,44,143,0.13827,0.27099
1985,Bavaria,3rd Quintile,3 rooms,0.30297,52,90,0.20749,0.39844
1985,Bavaria,3rd Quintile,4 rooms,0.18376,38,90,0.10330,0.26423
1985,Bavaria,4th Quintile,3 rooms,0.34345,62,107,0.25305,0.43385
1985,Bavaria,4th Quintile,4 rooms,0.24445,45,107,0.16263,0.32626
1985,Bavaria,5th Quintile,3 rooms,0.27813,56,114,0.19551,0.36075
1985,Bavaria,5th Quintile,4 rooms,0.30093,58,114,0.21636,0.38549
1986,Lower Saxony,1st Quintile,3 rooms,0.34313,41,41,0.19600,0.49026
1986,Lower Saxony,2nd Quintile,3 rooms,0.31152,32,32,0.14849,0.47455
1986,Lower Saxony,3rd Quintile,3 rooms,0.38272,39,39,0.22818,0.53726
1986,North Rhine-Westphalia,1st Quintile,2 rooms,0.31725,74,237,0.25787,0.37663
1986,North Rhine-Westphalia,1st Quintile,3 rooms,0.32242,112,237,0.26279,0.38206
1986,North Rhine-Westphalia,1st Quintile,4 rooms,0.13851,51,237,0.09444,0.18259
1986,North Rhine-Westphalia,2nd Quintile,2 rooms,0.19066,45,207,0.13702,0.24431
1986,North Rhine-Westphalia,2nd Quintile,3 rooms,0.39969,107,207,0.33280,0.46658
1986,North Rhine-Westphalia,2nd Quintile,4 rooms,0.19820,55,207,0.14376,0.25263
1986,North Rhine-Westphalia,3rd Quintile,2 rooms,0.26772,60,211,0.20783,0.32760
1986,North Rhine-Westphalia,3rd Quintile,3 rooms,0.31180,94,211,0.24915,0.37446
1986,North Rhine-Westphalia,3rd Quintile,4 rooms,0.18863,57,211,0.13572,0.24154
1986,North Rhine-Westphalia,4th Quintile,2 rooms,0.26423,64,213,0.20488,0.32359
1986,North Rhine-Westphalia,4th Quintile,3 rooms,0.32950,91,213,0.26623,0.39277
1986,North Rhine-Westphalia,4th Quintile,4 rooms,0.18110,58,213,0.12926,0.23294
1986,North Rhine-Westphalia,5th Quintile,2 rooms,0.15105,32,205,0.10191,0.20019
1986,North Rhine-Westphalia,5th Quintile,3 rooms,0.34554,84,205,0.28029,0.41080
1986,North Rhine-Westphalia,5th Quintile,4 rooms,0.23103,56,205,0.17319,0.28887
1986,North Rhine-Westphalia,5th Quintile,5 rooms,0.12526,33,205,0.07984,0.17069
1986,Hesse,1st Quintile,2 rooms,0.30438,31,80,0.20291,0.40585
1986,Hesse,1st Quintile,3 rooms,0.36946,49,80,0.26302,0.47589
1986,Hesse,2nd Quintile,3 rooms,0.38322,44,44,0.23791,0.52854
1986,Hesse,4th Quintile,3 rooms,0.28270,37,37,0.13560,0.42980
1986,Baden-Wuerttemberg,1st Quintile,2 rooms,0.28531,38,121,0.20451,0.36610
1986,Baden-Wuerttemberg,1st Quintile,3 rooms,0.26798,50,121,0.18873,0.34722
1986,Baden-Wuerttemberg,1st Quintile,4 rooms,0.15728,33,121,0.09214,0.22242
1986,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.34993,74,121,0.26459,0.43526
1986,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.23954,47,121,0.16318,0.31591
1986,Baden-Wuerttemberg,3rd Quintile,2 rooms,0.19100,35,158,0.12951,0.25249
1986,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.38955,83,158,0.31327,0.46583
1986,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.17410,40,158,0.11478,0.23341
1986,Baden-Wuerttemberg,4th Quintile,3 rooms,0.29760,59,92,0.20366,0.39154
1986,Baden-Wuerttemberg,4th Quintile,4 rooms,0.19231,33,92,0.11133,0.27328
1986,Baden-Wuerttemberg,5th Quintile,3 rooms,0.31487,54,95,0.22097,0.40876
1986,Baden-Wuerttemberg,5th Quintile,4 rooms,0.26533,41,95,0.17608,0.35459
1986,Bavaria,1st Quintile,3 rooms,0.40016,54,54,0.26826,0.53207
1986,Bavaria,2nd Quintile,3 rooms,0.36445,58,101,0.27012,0.45878
1986,Bavaria,2nd Quintile,4 rooms,0.23154,43,101,0.14887,0.31422
1986,Bavaria,3rd Quintile,3 rooms,0.31449,61,105,0.22525,0.40372
1986,Bavaria,3rd Quintile,4 rooms,0.23623,44,105,0.15459,0.31787
1986,Bavaria,4th Quintile,3 rooms,0.32115,54,93,0.22574,0.41656
1986,Bavaria,4th Quintile,4 rooms,0.20315,39,93,0.12093,0.28536
1986,Bavaria,5th Quintile,3 rooms,0.28348,53,98,0.19379,0.37317
1986,Bavaria,5th Quintile,4 rooms,0.25616,45,98,0.16929,0.34303
1987,Lower Saxony,1st Quintile,3 rooms,0.38360,42,42,0.23476,0.53245
1987,Lower Saxony,2nd Quintile,3 rooms,0.36037,37,37,0.20354,0.51721
1987,Lower Saxony,3rd Quintile,3 rooms,0.30114,31,31,0.13698,0.46530
1987,North Rhine-Westphalia,1st Quintile,2 rooms,0.30902,73,233,0.24956,0.36848
1987,North Rhine-Westphalia,1st Quintile,3 rooms,0.34874,114,233,0.28742,0.41007
1987,North Rhine-Westphalia,1st Quintile,4 rooms,0.11733,46,233,0.07592,0.15874
1987,North Rhine-Westphalia,2nd Quintile,2 rooms,0.26846,63,237,0.21192,0.32500
1987,North Rhine-Westphalia,2nd Quintile,3 rooms,0.38448,119,237,0.32241,0.44654
1987,North Rhine-Westphalia,2nd Quintile,4 rooms,0.16725,55,237,0.11964,0.21487
1987,North Rhine-Westphalia,3rd Quintile,2 rooms,0.23555,44,222,0.17961,0.29150
1987,North Rhine-Westphalia,3rd Quintile,3 rooms,0.28503,84,222,0.22551,0.34455
1987,North Rhine-Westphalia,3rd Quintile,4 rooms,0.22159,60,222,0.16684,0.27635
1987,North Rhine-Westphalia,3rd Quintile,5 rooms,0.11501,34,222,0.07295,0.15707
1987,North Rhine-Westphalia,4th Quintile,2 rooms,0.23686,53,190,0.17625,0.29748
1987,North Rhine-Westphalia,4th Quintile,3 rooms,0.35957,86,190,0.29115,0.42798
1987,North Rhine-Westphalia,4th Quintile,4 rooms,0.19281,51,190,0.13657,0.24906
1987,North Rhine-Westphalia,5th Quintile,2 rooms,0.16912,38,217,0.11913,0.21911
1987,North Rhine-Westphalia,5th Quintile,3 rooms,0.29342,75,217,0.23270,0.35414
1987,North Rhine-Westphalia,5th Quintile,4 rooms,0.22899,60,217,0.17295,0.28503
1987,North Rhine-Westphalia,5th Quintile,5 rooms,0.14645,44,217,0.09930,0.19360
1987,Hesse,1st Quintile,3 rooms,0.38309,43,43,0.23607,0.53012
1987,Hesse,2nd Quintile,3 rooms,0.44005,37,37,0.27789,0.60220
1987,Hesse,3rd Quintile,4 rooms,0.34664,33,33,0.18175,0.51153
1987,Hesse,4th Quintile,3 rooms,0.28570,34,34,0.13157,0.43983
1987,Baden-Wuerttemberg,1st Quintile,3 rooms,0.41693,62,62,0.29320,0.54066
1987,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.36210,77,124,0.27717,0.44704
1987,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.20398,47,124,0.13277,0.27519
1987,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.30570,74,121,0.22327,0.38813
1987,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.24614,47,121,0.16907,0.32322
1987,Baden-Wuerttemberg,4th Quintile,3 rooms,0.30477,70,110,0.21835,0.39118
1987,Baden-Wuerttemberg,4th Quintile,4 rooms,0.20831,40,110,0.13207,0.28455
1987,Baden-Wuerttemberg,5th Quintile,3 rooms,0.31316,48,81,0.21153,0.41479
1987,Baden-Wuerttemberg,5th Quintile,4 rooms,0.23098,33,81,0.13862,0.32333
1987,Bavaria,1st Quintile,2 rooms,0.28820,39,84,0.19076,0.38564
1987,Bavaria,1st Quintile,3 rooms,0.29250,45,84,0.19463,0.39036
1987,Bavaria,2nd Quintile,3 rooms,0.39694,65,104,0.30245,0.49143
1987,Bavaria,2nd Quintile,4 rooms,0.20401,39,104,0.12619,0.28184
1987,Bavaria,3rd Quintile,3 rooms,0.39387,65,103,0.29905,0.48870
1987,Bavaria,3rd Quintile,4 rooms,0.18098,38,103,0.10626,0.25570
1987,Bavaria,4th Quintile,3 rooms,0.31476,53,95,0.22087,0.40865
1987,Bavaria,4th Quintile,4 rooms,0.23996,42,95,0.15363,0.32630
1987,Bavaria,5th Quintile,3 rooms,0.19803,36,83,0.11177,0.28428
1987,Bavaria,5th Quintile,4 rooms,0.28997,47,83,0.19176,0.38818
1988,Lower Saxony,1st Quintile,3 rooms,0.41408,42,42,0.26331,0.56485
1988,Lower Saxony,2nd Quintile,3 rooms,0.32700,36,36,0.17158,0.48242
1988,Lower Saxony,4th Quintile,3 rooms,0.30015,32,32,0.13881,0.46150
1988,North Rhine-Westphalia,1st Quintile,2 rooms,0.29089,73,245,0.23391,0.34788
1988,North Rhine-Westphalia,1st Quintile,3 rooms,0.39430,131,245,0.33298,0.45562
1988,North Rhine-Westphalia,1st Quintile,4 rooms,0.11410,41,245,0.07421,0.15399
1988,North Rhine-Westphalia,2nd Quintile,2 rooms,0.28316,57,211,0.22222,0.34410
1988,North Rhine-Westphalia,2nd Quintile,3 rooms,0.35061,104,211,0.28607,0.41515
1988,North Rhine-Westphalia,2nd Quintile,4 rooms,0.16907,50,211,0.11838,0.21977
1988,North Rhine-Westphalia,3rd Quintile,2 rooms,0.24213,45,182,0.17972,0.30454
1988,North Rhine-Westphalia,3rd Quintile,3 rooms,0.31019,81,182,0.24280,0.37758
1988,North Rhine-Westphalia,3rd Quintile,4 rooms,0.21169,56,182,0.15218,0.27121
1988,North Rhine-Westphalia,4th Quintile,2 rooms,0.22187,47,167,0.15866,0.28508
1988,North Rhine-Westphalia,4th Quintile,3 rooms,0.32440,72,167,0.25319,0.39562
1988,North Rhine-Westphalia,4th Quintile,4 rooms,0.18350,48,167,0.12462,0.24238
1988,North Rhine-Westphalia,5th Quintile,2 rooms,0.16904,37,205,0.11761,0.22047
1988,North Rhine-Westphalia,5th Quintile,3 rooms,0.32521,77,205,0.26093,0.38949
1988,North Rhine-Westphalia,5th Quintile,4 rooms,0.22584,58,205,0.16846,0.28322
1988,North Rhine-Westphalia,5th Quintile,5 rooms,0.12154,33,205,0.07670,0.16638
1988,Hesse,1st Quintile,3 rooms,0.28944,32,32,0.12979,0.44908
1988,Hesse,2nd Quintile,3 rooms,0.41813,43,43,0.26895,0.56731
1988,Hesse,4th Quintile,3 rooms,0.28527,35,35,0.13349,0.43705
1988,Baden-Wuerttemberg,1st Quintile,2 rooms,0.25773,31,93,0.16836,0.34711
1988,Baden-Wuerttemberg,1st Quintile,3 rooms,0.40816,62,93,0.30773,0.50859
1988,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.38135,75,123,0.29516,0.46754
1988,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.23146,48,123,0.15662,0.30630
1988,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.31966,73,115,0.23405,0.40526
1988,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.21516,42,115,0.13973,0.29060
1988,Baden-Wuerttemberg,4th Quintile,2 rooms,0.16741,33,133,0.10372,0.23109
1988,Baden-Wuerttemberg,4th Quintile,3 rooms,0.32821,65,133,0.24810,0.40832
1988,Baden-Wuerttemberg,4th Quintile,4 rooms,0.18887,35,133,0.12210,0.25564
1988,Baden-Wuerttemberg,5th Quintile,3 rooms,0.27049,43,107,0.18592,0.35505
1988,Baden-Wuerttemberg,5th Quintile,4 rooms,0.24563,33,107,0.16368,0.32758
1988,Baden-Wuerttemberg,5th Quintile,5 rooms,0.22352,31,107,0.14421,0.30282
1988,Bavaria,1st Quintile,3 rooms,0.33604,50,50,0.20378,0.46830
1988,Bavaria,2nd Quintile,3 rooms,0.41247,63,63,0.28993,0.53501
1988,Bavaria,3rd Quintile,3 rooms,0.35486,64,101,0.26108,0.44864
1988,Bavaria,3rd Quintile,4 rooms,0.20201,37,101,0.12332,0.28070
1988,Bavaria,4th Quintile,3 rooms,0.27310,45,86,0.17838,0.36782
1988,Bavaria,4th Quintile,4 rooms,0.25492,41,86,0.16227,0.34757
1988,Bavaria,5th Quintile,3 rooms,0.27926,44,80,0.18032,0.37819
1988,Bavaria,5th Quintile,4 rooms,0.22895,36,80,0.13630,0.32161
1989,Lower Saxony,1st Quintile,3 rooms,0.36280,40,40,0.21190,0.51371
1989,Lower Saxony,2nd Quintile,3 rooms,0.39509,37,37,0.23539,0.55478
1989,Lower Saxony,3rd Quintile,3 rooms,0.30457,33,33,0.14511,0.46403
1989,North Rhine-Westphalia,1st Quintile,2 rooms,0.28946,63,216,0.22883,0.35008
1989,North Rhine-Westphalia,1st Quintile,3 rooms,0.34964,112,216,0.28589,0.41338
1989,North Rhine-Westphalia,1st Quintile,4 rooms,0.12946,41,216,0.08458,0.17433
1989,North Rhine-Westphalia,2nd Quintile,2 rooms,0.28040,54,207,0.21906,0.34175
1989,North Rhine-Westphalia,2nd Quintile,3 rooms,0.38068,103,207,0.31437,0.44698
1989,North Rhine-Westphalia,2nd Quintile,4 rooms,0.15975,50,207,0.10972,0.20978
1989,North Rhine-Westphalia,3rd Quintile,2 rooms,0.23182,49,195,0.17244,0.29121
1989,North Rhine-Westphalia,3rd Quintile,3 rooms,0.29444,82,195,0.23030,0.35858
1989,North Rhine-Westphalia,3rd Quintile,4 rooms,0.23407,64,195,0.17449,0.29366
1989,North Rhine-Westphalia,4th Quintile,2 rooms,0.25815,54,162,0.19055,0.32575
1989,North Rhine-Westphalia,4th Quintile,3 rooms,0.31846,68,162,0.24649,0.39042
1989,North Rhine-Westphalia,4th Quintile,4 rooms,0.18047,40,162,0.12106,0.23987
1989,North Rhine-Westphalia,5th Quintile,2 rooms,0.17224,34,195,0.11910,0.22537
1989,North Rhine-Westphalia,5th Quintile,3 rooms,0.32661,74,195,0.26061,0.39260
1989,North Rhine-Westphalia,5th Quintile,4 rooms,0.20767,52,195,0.15059,0.26476
1989,North Rhine-Westphalia,5th Quintile,5 rooms,0.13186,35,195,0.08425,0.17947
1989,Hesse,1st Quintile,3 rooms,0.38518,40,40,0.23245,0.53791
1989,Hesse,2nd Quintile,3 rooms,0.38569,43,43,0.23848,0.53290
1989,Hesse,3rd Quintile,3 rooms,0.39009,36,36,0.22849,0.55168
1989,Baden-Wuerttemberg,1st Quintile,3 rooms,0.37107,56,89,0.27013,0.47201
1989,Baden-Wuerttemberg,1st Quintile,4 rooms,0.21568,33,89,0.12974,0.30161
1989,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.38757,79,116,0.29852,0.47661
1989,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.16876,37,116,0.10030,0.23721
1989,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.31990,64,103,0.22938,0.41042
1989,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.26498,39,103,0.17933,0.35062
1989,Baden-Wuerttemberg,4th Quintile,3 rooms,0.26684,59,99,0.17927,0.35442
1989,Baden-Wuerttemberg,4th Quintile,4 rooms,0.23695,40,99,0.15277,0.32114
1989,Baden-Wuerttemberg,5th Quintile,3 rooms,0.29305,37,70,0.18565,0.40044
1989,Baden-Wuerttemberg,5th Quintile,4 rooms,0.23447,33,70,0.13450,0.33444
1989,Bavaria,1st Quintile,3 rooms,0.30987,42,42,0.16832,0.45142
1989,Bavaria,2nd Quintile,3 rooms,0.40435,64,64,0.28316,0.52554
1989,Bavaria,3rd Quintile,3 rooms,0.43986,65,65,0.31825,0.56147
1989,Bavaria,4th Quintile,3 rooms,0.28596,49,92,0.19312,0.37880
1989,Bavaria,4th Quintile,4 rooms,0.25650,43,92,0.16677,0.34623
1989,Bavaria,5th Quintile,3 rooms,0.22315,38,81,0.13191,0.31439
1989,Bavaria,5th Quintile,4 rooms,0.25187,43,81,0.15675,0.34700
1990,Lower Saxony,2nd Quintile,3 rooms,0.32439,42,42,0.18109,0.46769
1990,Lower Saxony,3rd Quintile,3 rooms,0.37616,53,53,0.24449,0.50783
1990,Lower Saxony,4th Quintile,3 rooms,0.31333,37,37,0.16181,0.46485
1990,Lower Saxony,5th Quintile,3 rooms,0.24968,31,31,0.09480,0.40457
1990,North Rhine-Westphalia,2nd Quintile,2 rooms,0.23899,65,278,0.18877,0.28922
1990,North Rhine-Westphalia,2nd Quintile,3 rooms,0.39067,150,278,0.33321,0.44813
1990,North Rhine-Westphalia,2nd Quintile,4 rooms,0.14288,63,278,0.10166,0.18409
1990,North Rhine-Westphalia,3rd Quintile,2 rooms,0.29569,71,283,0.24242,0.34895
1990,North Rhine-Westphalia,3rd Quintile,3 rooms,0.34008,120,283,0.28479,0.39537
1990,North Rhine-Westphalia,3rd Quintile,4 rooms,0.16030,56,283,0.11748,0.20312
1990,North Rhine-Westphalia,3rd Quintile,5 rooms,0.10501,36,283,0.06923,0.14079
1990,North Rhine-Westphalia,4th Quintile,2 rooms,0.26647,60,202,0.20535,0.32760
1990,North Rhine-Westphalia,4th Quintile,3 rooms,0.30567,80,202,0.24198,0.36936
1990,North Rhine-Westphalia,4th Quintile,4 rooms,0.18124,62,202,0.12798,0.23449
1990,North Rhine-Westphalia,5th Quintile,2 rooms,0.19139,46,234,0.14087,0.24190
1990,North Rhine-Westphalia,5th Quintile,3 rooms,0.33789,91,234,0.27716,0.39862
1990,North Rhine-Westphalia,5th Quintile,4 rooms,0.20364,57,234,0.15193,0.25534
1990,North Rhine-Westphalia,5th Quintile,5 rooms,0.13145,40,234,0.08807,0.17484
1990,Hesse,2nd Quintile,3 rooms,0.41130,51,51,0.27490,0.54769
1990,Hesse,3rd Quintile,3 rooms,0.32231,38,38,0.17171,0.47290
1990,Hesse,4th Quintile,3 rooms,0.34429,51,83,0.24145,0.44713
1990,Hesse,4th Quintile,4 rooms,0.19618,32,83,0.11023,0.28213
1990,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.41827,85,131,0.33347,0.50306
1990,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.20199,46,131,0.13298,0.27101
1990,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.30506,71,130,0.22561,0.38452
1990,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.25602,59,130,0.18070,0.33133
1990,Baden-Wuerttemberg,4th Quintile,2 rooms,0.11586,34,158,0.06580,0.16593
1990,Baden-Wuerttemberg,4th Quintile,3 rooms,0.32459,85,158,0.25135,0.39784
1990,Baden-Wuerttemberg,4th Quintile,4 rooms,0.21823,39,158,0.15362,0.28285
1990,Baden-Wuerttemberg,5th Quintile,3 rooms,0.30520,54,97,0.21308,0.39731
