year,hhtyp,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Couple with children,West,10 or more rooms,0.01371,53,2981,0.00954,0.01789
2006,Couple with children,East,3 rooms,0.30089,229,797,0.26903,0.33276
2006,Couple with children,East,4 rooms,0.32995,278,797,0.29728,0.36261
2006,Couple with children,East,5 rooms,0.21019,176,797,0.18188,0.23849
2006,Couple with children,East,6 rooms,0.05484,73,797,0.03902,0.07066
2006,Couple with children,East,7 rooms,0.04328,41,797,0.02914,0.05741
2007,Single-person household,West,1 room,0.08714,208,2288,0.07558,0.09869
2007,Single-person household,West,2 rooms,0.37448,826,2288,0.35464,0.39431
2007,Single-person household,West,3 rooms,0.30234,710,2288,0.28352,0.32117
2007,Single-person household,West,4 rooms,0.11653,285,2288,0.10338,0.12968
2007,Single-person household,West,5 rooms,0.07092,176,2288,0.06040,0.08144
2007,Single-person household,West,6 rooms,0.03160,83,2288,0.02443,0.03877
2007,Single-person household,East,1 room,0.11364,83,719,0.09043,0.13685
2007,Single-person household,East,2 rooms,0.48933,352,719,0.45277,0.52590
2007,Single-person household,East,3 rooms,0.25339,208,719,0.22157,0.28520
2007,Single-person household,East,4 rooms,0.08891,76,719,0.06809,0.10972
2007,Couple without children,West,2 rooms,0.11430,312,2853,0.10262,0.12597
2007,Couple without children,West,3 rooms,0.33275,861,2853,0.31546,0.35005
2007,Couple without children,West,4 rooms,0.23673,686,2853,0.22113,0.25233
2007,Couple without children,West,5 rooms,0.14507,472,2853,0.13215,0.15800
2007,Couple without children,West,6 rooms,0.08915,274,2853,0.07869,0.09961
2007,Couple without children,West,7 rooms,0.04811,159,2853,0.04025,0.05596
2007,Couple without children,West,8 rooms,0.01292,58,2853,0.00878,0.01706
2007,Couple without children,West,9 rooms,0.00899,31,2853,0.00553,0.01246
2007,Couple without children,East,2 rooms,0.20751,175,964,0.18190,0.23313
2007,Couple without children,East,3 rooms,0.42756,421,964,0.39631,0.45881
2007,Couple without children,East,4 rooms,0.20618,213,964,0.18063,0.23173
2007,Couple without children,East,5 rooms,0.09831,110,964,0.07950,0.11711
2007,Couple without children,East,6 rooms,0.04063,45,964,0.02816,0.05310
2007,Single parent,West,2 rooms,0.11057,52,490,0.08277,0.13837
2007,Single parent,West,3 rooms,0.43378,212,490,0.38985,0.47770
2007,Single parent,West,4 rooms,0.23079,123,490,0.19344,0.26813
2007,Single parent,West,5 rooms,0.11107,70,490,0.08322,0.13892
2007,Single parent,West,6 rooms,0.05401,33,490,0.03398,0.07405
2007,Single parent,East,3 rooms,0.55660,94,139,0.47371,0.63949
2007,Single parent,East,4 rooms,0.21844,45,139,0.14950,0.28738
2007,Couple with children,West,2 rooms,0.01440,38,2792,0.00998,0.01882
2007,Couple with children,West,3 rooms,0.21030,509,2792,0.19518,0.22542
2007,Couple with children,West,4 rooms,0.25702,672,2792,0.24081,0.27323
2007,Couple with children,West,5 rooms,0.22073,621,2792,0.20535,0.23612
2007,Couple with children,West,6 rooms,0.15315,472,2792,0.13978,0.16651
2007,Couple with children,West,7 rooms,0.07638,260,2792,0.06652,0.08623
2007,Couple with children,West,8 rooms,0.03678,118,2792,0.02979,0.04376
2007,Couple with children,West,9 rooms,0.01646,55,2792,0.01174,0.02118
2007,Couple with children,West,10 or more rooms,0.01438,47,2792,0.00997,0.01880
2007,Couple with children,East,3 rooms,0.29616,209,739,0.26322,0.32910
2007,Couple with children,East,4 rooms,0.33363,255,739,0.29961,0.36765
2007,Couple with children,East,5 rooms,0.19350,156,739,0.16500,0.22200
2007,Couple with children,East,6 rooms,0.08020,80,739,0.06060,0.09979
2007,Couple with children,East,7 rooms,0.04572,39,739,0.03065,0.06080
2008,Single-person household,West,1 room,0.08521,191,2216,0.07358,0.09684
2008,Single-person household,West,2 rooms,0.37270,793,2216,0.35256,0.39283
2008,Single-person household,West,3 rooms,0.29489,653,2216,0.27590,0.31388
2008,Single-person household,West,4 rooms,0.11921,282,2216,0.10571,0.13270
2008,Single-person household,West,5 rooms,0.07534,171,2216,0.06434,0.08633
2008,Single-person household,West,6 rooms,0.03493,87,2216,0.02728,0.04258
2008,Single-person household,West,7 rooms,0.01054,39,2216,0.00629,0.01480
2008,Single-person household,East,1 room,0.09689,74,699,0.07494,0.11883
2008,Single-person household,East,2 rooms,0.46953,327,699,0.43251,0.50656
2008,Single-person household,East,3 rooms,0.29587,227,699,0.26201,0.32973
2008,Single-person household,East,4 rooms,0.08545,71,699,0.06471,0.10619
2008,Couple without children,West,2 rooms,0.10802,281,2726,0.09637,0.11968
2008,Couple without children,West,3 rooms,0.33335,825,2726,0.31565,0.35105
2008,Couple without children,West,4 rooms,0.23959,666,2726,0.22357,0.25562
2008,Couple without children,West,5 rooms,0.15364,459,2726,0.14010,0.16718
2008,Couple without children,West,6 rooms,0.08516,256,2726,0.07468,0.09564
2008,Couple without children,West,7 rooms,0.04502,143,2726,0.03724,0.05281
2008,Couple without children,West,8 rooms,0.01360,55,2726,0.00925,0.01794
2008,Couple without children,West,9 rooms,0.01113,41,2726,0.00719,0.01507
2008,Couple without children,East,2 rooms,0.20726,164,958,0.18157,0.23294
2008,Couple without children,East,3 rooms,0.40621,414,958,0.37509,0.43733
2008,Couple without children,East,4 rooms,0.23131,216,958,0.20459,0.25803
2008,Couple without children,East,5 rooms,0.10627,117,958,0.08674,0.12579
2008,Couple without children,East,6 rooms,0.03295,47,958,0.02164,0.04426
2008,Single parent,West,2 rooms,0.12131,58,469,0.09173,0.15089
2008,Single parent,West,3 rooms,0.40574,192,469,0.36125,0.45023
2008,Single parent,West,4 rooms,0.22719,116,469,0.18923,0.26516
2008,Single parent,West,5 rooms,0.10354,61,469,0.07594,0.13115
2008,Single parent,West,6 rooms,0.08005,42,469,0.05546,0.10464
2008,Single parent,East,3 rooms,0.57578,92,130,0.49049,0.66107
2008,Single parent,East,4 rooms,0.20267,38,130,0.13330,0.27204
2008,Couple with children,West,2 rooms,0.01366,31,2548,0.00915,0.01816
2008,Couple with children,West,3 rooms,0.19133,435,2548,0.17605,0.20661
2008,Couple with children,West,4 rooms,0.25295,624,2548,0.23606,0.26983
2008,Couple with children,West,5 rooms,0.24024,600,2548,0.22365,0.25683
2008,Couple with children,West,6 rooms,0.15150,421,2548,0.13758,0.16542
2008,Couple with children,West,7 rooms,0.08001,227,2548,0.06947,0.09054
2008,Couple with children,West,8 rooms,0.03796,114,2548,0.03054,0.04538
2008,Couple with children,West,9 rooms,0.01436,50,2548,0.00974,0.01898
2008,Couple with children,West,10 or more rooms,0.01800,46,2548,0.01283,0.02316
2008,Couple with children,East,3 rooms,0.28583,195,676,0.25175,0.31992
2008,Couple with children,East,4 rooms,0.34396,220,676,0.30812,0.37979
2008,Couple with children,East,5 rooms,0.20557,157,676,0.17508,0.23605
2008,Couple with children,East,6 rooms,0.07355,72,676,0.05385,0.09324
2008,Couple with children,East,7 rooms,0.03650,32,676,0.02235,0.05065
2009,Single-person household,West,1 room,0.08092,158,2100,0.06925,0.09259
2009,Single-person household,West,2 rooms,0.35494,733,2100,0.33447,0.37541
2009,Single-person household,West,3 rooms,0.30370,639,2100,0.28403,0.32337
2009,Single-person household,West,4 rooms,0.12270,270,2100,0.10867,0.13674
2009,Single-person household,West,5 rooms,0.08478,183,2100,0.07286,0.09669
2009,Single-person household,West,6 rooms,0.03286,78,2100,0.02523,0.04049
2009,Single-person household,West,7 rooms,0.01143,39,2100,0.00688,0.01598
2009,Single-person household,East,1 room,0.08870,70,682,0.06735,0.11005
2009,Single-person household,East,2 rooms,0.46808,310,682,0.43060,0.50555
2009,Single-person household,East,3 rooms,0.30319,230,682,0.26867,0.33771
2009,Single-person household,East,4 rooms,0.09456,72,682,0.07258,0.11654
2009,Couple without children,West,2 rooms,0.10907,262,2563,0.09700,0.12114
2009,Couple without children,West,3 rooms,0.32074,758,2563,0.30267,0.33882
2009,Couple without children,West,4 rooms,0.23109,620,2563,0.21477,0.24741
2009,Couple without children,West,5 rooms,0.16097,447,2563,0.14674,0.17520
2009,Couple without children,West,6 rooms,0.08748,244,2563,0.07654,0.09842
2009,Couple without children,West,7 rooms,0.05030,144,2563,0.04184,0.05877
2009,Couple without children,West,8 rooms,0.01313,51,2563,0.00872,0.01753
2009,Couple without children,West,9 rooms,0.01109,37,2563,0.00704,0.01515
2009,Couple without children,East,2 rooms,0.19152,153,923,0.16612,0.21692
2009,Couple without children,East,3 rooms,0.38650,388,923,0.35507,0.41793
2009,Couple without children,East,4 rooms,0.24502,223,923,0.21726,0.27278
2009,Couple without children,East,5 rooms,0.10267,113,923,0.08308,0.12227
2009,Couple without children,East,6 rooms,0.04206,46,923,0.02910,0.05501
2009,Single parent,West,2 rooms,0.10540,47,421,0.07603,0.13477
2009,Single parent,West,3 rooms,0.40612,177,421,0.35915,0.45309
2009,Single parent,West,4 rooms,0.21768,105,421,0.17821,0.25714
2009,Single parent,West,5 rooms,0.12045,59,421,0.08932,0.15158
2009,Single parent,West,6 rooms,0.07320,33,421,0.04829,0.09811
2009,Single parent,East,3 rooms,0.51652,85,128,0.42961,0.60344
2009,Single parent,East,4 rooms,0.20242,43,128,0.13254,0.27231
2009,Couple with children,West,3 rooms,0.19549,407,2307,0.17931,0.21168
2009,Couple with children,West,4 rooms,0.25805,567,2307,0.24019,0.27591
2009,Couple with children,West,5 rooms,0.24044,549,2307,0.22300,0.25788
2009,Couple with children,West,6 rooms,0.14301,385,2307,0.12872,0.15730
2009,Couple with children,West,7 rooms,0.07472,208,2307,0.06399,0.08545
2009,Couple with children,West,8 rooms,0.04452,103,2307,0.03611,0.05294
2009,Couple with children,West,9 rooms,0.01768,46,2307,0.01230,0.02306
2009,Couple with children,West,10 or more rooms,0.01365,42,2307,0.00891,0.01839
2009,Couple with children,East,3 rooms,0.28672,173,631,0.25140,0.32203
2009,Couple with children,East,4 rooms,0.32668,205,631,0.29006,0.36330
2009,Couple with children,East,5 rooms,0.19630,148,631,0.16529,0.22732
2009,Couple with children,East,6 rooms,0.07141,71,631,0.05130,0.09152
2009,Couple with children,East,7 rooms,0.04509,34,631,0.02889,0.06129
2010,Single-person household,West,1 room,0.06840,130,1989,0.05731,0.07950
2010,Single-person household,West,2 rooms,0.34537,668,1989,0.32447,0.36627
2010,Single-person household,West,3 rooms,0.31965,626,1989,0.29915,0.34015
2010,Single-person household,West,4 rooms,0.12602,276,1989,0.11144,0.14061
2010,Single-person household,West,5 rooms,0.07360,157,1989,0.06212,0.08507
2010,Single-person household,West,6 rooms,0.03677,84,1989,0.02850,0.04504
2010,Single-person household,West,7 rooms,0.01945,48,1989,0.01338,0.02553
2010,Single-person household,East,1 room,0.09822,66,664,0.07557,0.12088
2010,Single-person household,East,2 rooms,0.43309,274,664,0.39537,0.47081
2010,Single-person household,East,3 rooms,0.31410,220,664,0.27876,0.34943
2010,Single-person household,East,4 rooms,0.09418,72,664,0.07194,0.11641
2010,Single-person household,East,5 rooms,0.03443,32,664,0.02055,0.04831
2010,Couple without children,West,2 rooms,0.10015,235,2440,0.08824,0.11207
2010,Couple without children,West,3 rooms,0.33432,741,2440,0.31560,0.35305
2010,Couple without children,West,4 rooms,0.23382,590,2440,0.21703,0.25062
2010,Couple without children,West,5 rooms,0.16016,428,2440,0.14560,0.17471
2010,Couple without children,West,6 rooms,0.08960,244,2440,0.07827,0.10094
2010,Couple without children,West,7 rooms,0.03974,116,2440,0.03198,0.04749
2010,Couple without children,West,8 rooms,0.01970,54,2440,0.01418,0.02521
2010,Couple without children,West,9 rooms,0.00732,32,2440,0.00394,0.01071
2010,Couple without children,East,2 rooms,0.16683,130,871,0.14205,0.19160
2010,Couple without children,East,3 rooms,0.40007,366,871,0.36751,0.43262
2010,Couple without children,East,4 rooms,0.26523,232,871,0.23589,0.29456
2010,Couple without children,East,5 rooms,0.09030,93,871,0.07125,0.10934
2010,Couple without children,East,6 rooms,0.04531,50,871,0.03149,0.05913
2010,Single parent,West,2 rooms,0.11223,171,1397,0.09567,0.12879
2010,Single parent,West,3 rooms,0.44569,644,1397,0.41962,0.47177
2010,Single parent,West,4 rooms,0.22054,322,1397,0.19879,0.24229
2010,Single parent,West,5 rooms,0.11218,162,1397,0.09562,0.12873
2010,Single parent,West,6 rooms,0.05855,66,1397,0.04623,0.07087
2010,Single parent,West,7 rooms,0.02837,32,1397,0.01966,0.03708
2010,Single parent,East,2 rooms,0.10808,44,397,0.07750,0.13866
2010,Single parent,East,3 rooms,0.58300,225,397,0.53444,0.63156
2010,Single parent,East,4 rooms,0.18456,94,397,0.14635,0.22277
2010,Single parent,East,5 rooms,0.08659,34,397,0.05889,0.11429
2010,Couple with children,West,2 rooms,0.01326,100,4576,0.00994,0.01657
2010,Couple with children,West,3 rooms,0.19398,1030,4576,0.18252,0.20543
2010,Couple with children,West,4 rooms,0.26466,1184,4576,0.25188,0.27744
2010,Couple with children,West,5 rooms,0.23583,917,4576,0.22353,0.24813
2010,Couple with children,West,6 rooms,0.15124,673,4576,0.14086,0.16162
2010,Couple with children,West,7 rooms,0.07412,353,4576,0.06653,0.08172
2010,Couple with children,West,8 rooms,0.03333,172,4576,0.02813,0.03853
2010,Couple with children,West,9 rooms,0.02156,79,4576,0.01735,0.02577
2010,Couple with children,West,10 or more rooms,0.01175,68,4576,0.00863,0.01487
2010,Couple with children,East,2 rooms,0.02630,42,1099,0.01684,0.03577
2010,Couple with children,East,3 rooms,0.28387,333,1099,0.25720,0.31054
2010,Couple with children,East,4 rooms,0.30128,349,1099,0.27414,0.32842
2010,Couple with children,East,5 rooms,0.22180,218,1099,0.19723,0.24638
2010,Couple with children,East,6 rooms,0.09958,110,1099,0.08187,0.11730
2010,Couple with children,East,7 rooms,0.03725,47,1099,0.02605,0.04846
2011,Single-person household,West,1 room,0.07744,203,2617,0.06720,0.08768
2011,Single-person household,West,2 rooms,0.36157,923,2617,0.34316,0.37999
2011,Single-person household,West,3 rooms,0.30416,794,2617,0.28653,0.32179
2011,Single-person household,West,4 rooms,0.12032,340,2617,0.10785,0.13279
2011,Single-person household,West,5 rooms,0.07529,194,2617,0.06518,0.08540
2011,Single-person household,West,6 rooms,0.04051,119,2617,0.03296,0.04807
2011,Single-person household,West,7 rooms,0.01409,44,2617,0.00958,0.01861
2011,Single-person household,East,1 room,0.12189,116,871,0.10015,0.14363
2011,Single-person household,East,2 rooms,0.44446,362,871,0.41144,0.47748
2011,Single-person household,East,3 rooms,0.28442,266,871,0.25444,0.31440
2011,Single-person household,East,4 rooms,0.09274,89,871,0.07347,0.11202
2011,Single-person household,East,5 rooms,0.03673,38,871,0.02423,0.04923
2011,Couple without children,West,2 rooms,0.09917,316,3251,0.08890,0.10945
2011,Couple without children,West,3 rooms,0.34099,997,3251,0.32469,0.35729
2011,Couple without children,West,4 rooms,0.22166,739,3251,0.20738,0.23595
2011,Couple without children,West,5 rooms,0.17376,602,3251,0.16073,0.18679
2011,Couple without children,West,6 rooms,0.08121,316,3251,0.07181,0.09060
2011,Couple without children,West,7 rooms,0.04250,167,3251,0.03557,0.04944
2011,Couple without children,West,8 rooms,0.02007,79,3251,0.01525,0.02490
2011,Couple without children,West,9 rooms,0.00724,35,3251,0.00432,0.01015
2011,Couple without children,East,2 rooms,0.14591,138,1061,0.12465,0.16716
2011,Couple without children,East,3 rooms,0.41772,469,1061,0.38803,0.44741
2011,Couple without children,East,4 rooms,0.25939,272,1061,0.23300,0.28577
2011,Couple without children,East,5 rooms,0.09774,105,1061,0.07986,0.11561
2011,Couple without children,East,6 rooms,0.05589,77,1061,0.04206,0.06972
2011,Single parent,West,2 rooms,0.12253,200,1738,0.10711,0.13795
2011,Single parent,West,3 rooms,0.44174,796,1738,0.41838,0.46509
2011,Single parent,West,4 rooms,0.21597,410,1738,0.19662,0.23532
2011,Single parent,West,5 rooms,0.11199,195,1738,0.09716,0.12682
2011,Single parent,West,6 rooms,0.05223,93,1738,0.04177,0.06270
2011,Single parent,West,7 rooms,0.03022,44,1738,0.02217,0.03827
2011,Single parent,East,2 rooms,0.11173,53,511,0.08439,0.13907
2011,Single parent,East,3 rooms,0.56247,292,511,0.51941,0.60552
2011,Single parent,East,4 rooms,0.20776,124,511,0.17255,0.24298
2011,Single parent,East,5 rooms,0.08210,42,511,0.05828,0.10593
2011,Couple with children,West,2 rooms,0.01268,71,4981,0.00958,0.01579
2011,Couple with children,West,3 rooms,0.19202,921,4981,0.18108,0.20296
2011,Couple with children,West,4 rooms,0.25407,1207,4981,0.24198,0.26616
2011,Couple with children,West,5 rooms,0.22810,1072,4981,0.21645,0.23976
2011,Couple with children,West,6 rooms,0.15674,826,4981,0.14664,0.16683
2011,Couple with children,West,7 rooms,0.08022,451,4981,0.07267,0.08776
2011,Couple with children,West,8 rooms,0.04514,245,4981,0.03937,0.05090
2011,Couple with children,West,9 rooms,0.01710,110,4981,0.01350,0.02070
2011,Couple with children,West,10 or more rooms,0.01393,78,4981,0.01068,0.01719
2011,Couple with children,East,2 rooms,0.01546,33,1142,0.00830,0.02261
2011,Couple with children,East,3 rooms,0.32030,324,1142,0.29322,0.34737
2011,Couple with children,East,4 rooms,0.28070,376,1142,0.25462,0.30677
2011,Couple with children,East,5 rooms,0.21380,228,1142,0.19001,0.23759
2011,Couple with children,East,6 rooms,0.10005,125,1142,0.08264,0.11746
2011,Couple with children,East,7 rooms,0.03993,56,1142,0.02857,0.05129
2012,Single-person household,West,1 room,0.07572,216,2715,0.06576,0.08567
2012,Single-person household,West,2 rooms,0.35714,950,2715,0.33912,0.37517
2012,Single-person household,West,3 rooms,0.32182,871,2715,0.30424,0.33940
2012,Single-person household,West,4 rooms,0.11903,339,2715,0.10684,0.13121
2012,Single-person household,West,5 rooms,0.07004,193,2715,0.06044,0.07964
2012,Single-person household,West,6 rooms,0.03410,105,2715,0.02727,0.04093
2012,Single-person household,West,7 rooms,0.01276,41,2715,0.00854,0.01698
2012,Single-person household,East,1 room,0.12092,120,914,0.09977,0.14207
2012,Single-person household,East,2 rooms,0.43954,379,914,0.40734,0.47173
2012,Single-person household,East,3 rooms,0.29513,286,914,0.26554,0.32471
2012,Single-person household,East,4 rooms,0.09040,90,914,0.07180,0.10901
2012,Single-person household,East,5 rooms,0.03557,39,914,0.02356,0.04758
2012,Couple without children,West,2 rooms,0.09820,303,3290,0.08803,0.10837
2012,Couple without children,West,3 rooms,0.32810,996,3290,0.31206,0.34415
2012,Couple without children,West,4 rooms,0.22771,746,3290,0.21338,0.24204
2012,Couple without children,West,5 rooms,0.16644,596,3290,0.15371,0.17917
2012,Couple without children,West,6 rooms,0.09200,347,3290,0.08212,0.10188
2012,Couple without children,West,7 rooms,0.04760,187,3290,0.04032,0.05488
2012,Couple without children,West,8 rooms,0.01911,76,3290,0.01443,0.02379
2012,Couple without children,West,9 rooms,0.00874,39,3290,0.00556,0.01192
2012,Couple without children,East,2 rooms,0.14818,143,1092,0.12710,0.16926
2012,Couple without children,East,3 rooms,0.40417,479,1092,0.37505,0.43329
2012,Couple without children,East,4 rooms,0.26808,280,1092,0.24180,0.29437
2012,Couple without children,East,5 rooms,0.09522,124,1092,0.07780,0.11263
2012,Couple without children,East,6 rooms,0.05617,66,1092,0.04251,0.06983
2012,Single parent,West,2 rooms,0.10673,173,1632,0.09174,0.12171
2012,Single parent,West,3 rooms,0.44531,740,1632,0.42119,0.46943
2012,Single parent,West,4 rooms,0.22005,399,1632,0.19995,0.24016
2012,Single parent,West,5 rooms,0.09904,179,1632,0.08454,0.11353
2012,Single parent,West,6 rooms,0.06360,92,1632,0.05176,0.07544
2012,Single parent,West,7 rooms,0.03001,49,1632,0.02173,0.03829
2012,Single parent,East,2 rooms,0.07737,39,490,0.05369,0.10106
2012,Single parent,East,3 rooms,0.55414,266,490,0.51008,0.59819
2012,Single parent,East,4 rooms,0.24604,140,490,0.20786,0.28421
2012,Single parent,East,5 rooms,0.09023,45,490,0.06483,0.11562
2012,Couple with children,West,2 rooms,0.01388,56,4672,0.01053,0.01724
2012,Couple with children,West,3 rooms,0.18085,808,4672,0.16982,0.19189
2012,Couple with children,West,4 rooms,0.26348,1156,4672,0.25084,0.27611
2012,Couple with children,West,5 rooms,0.23589,1020,4672,0.22372,0.24807
2012,Couple with children,West,6 rooms,0.14939,786,4672,0.13917,0.15961
2012,Couple with children,West,7 rooms,0.08234,427,4672,0.07445,0.09022
2012,Couple with children,West,8 rooms,0.04047,232,4672,0.03482,0.04612
2012,Couple with children,West,9 rooms,0.01453,96,4672,0.01110,0.01796
2012,Couple with children,West,10 or more rooms,0.01912,91,4672,0.01520,0.02305
2012,Couple with children,East,3 rooms,0.30418,284,1066,0.27654,0.33181
2012,Couple with children,East,4 rooms,0.30605,358,1066,0.27837,0.33373
2012,Couple with children,East,5 rooms,0.20143,218,1066,0.17734,0.22552
2012,Couple with children,East,6 rooms,0.09589,123,1066,0.07821,0.11358
2012,Couple with children,East,7 rooms,0.04082,52,1066,0.02894,0.05271
2012,Couple with children,East,8 rooms,0.02279,31,1066,0.01383,0.03175
2013,Single-person household,West,1 room,0.08107,289,2910,0.07115,0.09098
2013,Single-person household,West,2 rooms,0.35105,1062,2910,0.33371,0.36840
2013,Single-person household,West,3 rooms,0.31017,851,2910,0.29336,0.32698
2013,Single-person household,West,4 rooms,0.12316,358,2910,0.11122,0.13511
2013,Single-person household,West,5 rooms,0.07459,188,2910,0.06504,0.08414
2013,Single-person household,West,6 rooms,0.03650,112,2910,0.02969,0.04332
2013,Single-person household,West,7 rooms,0.01396,50,2910,0.00969,0.01822
2013,Single-person household,East,1 room,0.11128,106,871,0.09038,0.13218
2013,Single-person household,East,2 rooms,0.45916,382,871,0.42604,0.49227
2013,Single-person household,East,3 rooms,0.28170,264,871,0.25181,0.31160
2013,Single-person household,East,4 rooms,0.09174,88,871,0.07256,0.11092
2013,Single-person household,East,5 rooms,0.03002,31,871,0.01868,0.04136
2013,Couple without children,West,2 rooms,0.09773,418,3477,0.08786,0.10760
2013,Couple without children,West,3 rooms,0.31907,1065,3477,0.30357,0.33456
2013,Couple without children,West,4 rooms,0.22676,766,3477,0.21284,0.24068
2013,Couple without children,West,5 rooms,0.17505,599,3477,0.16242,0.18768
2013,Couple without children,West,6 rooms,0.09340,339,3477,0.08373,0.10308
2013,Couple without children,West,7 rooms,0.05051,181,3477,0.04323,0.05779
2013,Couple without children,West,8 rooms,0.01838,76,3477,0.01391,0.02284
2013,Couple without children,West,9 rooms,0.00721,33,3477,0.00440,0.01002
2013,Couple without children,East,2 rooms,0.14035,156,1080,0.11962,0.16107
2013,Couple without children,East,3 rooms,0.39963,466,1080,0.37040,0.42885
2013,Couple without children,East,4 rooms,0.27511,274,1080,0.24846,0.30175
2013,Couple without children,East,5 rooms,0.10915,126,1080,0.09054,0.12776
2013,Couple without children,East,6 rooms,0.04491,58,1080,0.03255,0.05726
2013,Single parent,West,2 rooms,0.11921,191,1729,0.10393,0.13448
2013,Single parent,West,3 rooms,0.44695,800,1729,0.42351,0.47039
2013,Single parent,West,4 rooms,0.21845,409,1729,0.19896,0.23793
2013,Single parent,West,5 rooms,0.10454,199,1729,0.09011,0.11897
2013,Single parent,West,6 rooms,0.05293,86,1729,0.04237,0.06349
2013,Single parent,West,7 rooms,0.03332,44,1729,0.02486,0.04178
2013,Single parent,East,2 rooms,0.11382,45,461,0.08479,0.14284
2013,Single parent,East,3 rooms,0.48895,243,461,0.44327,0.53463
2013,Single parent,East,4 rooms,0.26685,132,461,0.22643,0.30727
2013,Single parent,East,5 rooms,0.07712,41,461,0.05274,0.10150
2013,Couple with children,West,2 rooms,0.01699,102,5535,0.01359,0.02040
2013,Couple with children,West,3 rooms,0.20194,1262,5535,0.19137,0.21252
2013,Couple with children,West,4 rooms,0.24173,1406,5535,0.23045,0.25301
2013,Couple with children,West,5 rooms,0.23967,1116,5535,0.22842,0.25091
2013,Couple with children,West,6 rooms,0.15180,828,5535,0.14235,0.16126
2013,Couple with children,West,7 rooms,0.07801,424,5535,0.07095,0.08508
2013,Couple with children,West,8 rooms,0.03952,220,5535,0.03439,0.04465
2013,Couple with children,West,9 rooms,0.01661,95,5535,0.01324,0.01998
2013,Couple with children,West,10 or more rooms,0.01272,82,5535,0.00977,0.01567
2013,Couple with children,East,3 rooms,0.31917,292,1034,0.29075,0.34760
2013,Couple with children,East,4 rooms,0.30576,369,1034,0.27766,0.33386
2013,Couple with children,East,5 rooms,0.18661,210,1034,0.16285,0.21037
2013,Couple with children,East,6 rooms,0.08586,105,1034,0.06878,0.10295
2013,Couple with children,East,7 rooms,0.04521,58,1034,0.03254,0.05787
2013,Other Combinations,West,2 rooms,0.13077,42,275,0.09085,0.17069
2013,Other Combinations,West,3 rooms,0.35781,116,275,0.30105,0.41457
2013,Other Combinations,West,4 rooms,0.19779,71,275,0.15062,0.24495
2013,Other Combinations,West,5 rooms,0.13096,46,275,0.09101,0.17091
2014,Single-person household,West,1 room,0.08040,246,2649,0.07004,0.09075
2014,Single-person household,West,2 rooms,0.34641,926,2649,0.32829,0.36454
2014,Single-person household,West,3 rooms,0.30246,798,2649,0.28496,0.31995
2014,Single-person household,West,4 rooms,0.13486,351,2649,0.12185,0.14787
2014,Single-person household,West,5 rooms,0.07124,180,2649,0.06144,0.08103
2014,Single-person household,West,6 rooms,0.03744,99,2649,0.03021,0.04467
2014,Single-person household,West,7 rooms,0.01568,49,2649,0.01095,0.02041
2014,Single-person household,East,1 room,0.10534,91,855,0.08475,0.12593
2014,Single-person household,East,2 rooms,0.46033,373,855,0.42690,0.49376
2014,Single-person household,East,3 rooms,0.30454,282,855,0.27367,0.33540
2014,Single-person household,East,4 rooms,0.07451,74,855,0.05690,0.09212
2014,Single-person household,East,5 rooms,0.03456,35,855,0.02231,0.04681
2014,Couple without children,West,2 rooms,0.10187,380,3236,0.09144,0.11229
2014,Couple without children,West,3 rooms,0.31283,994,3236,0.29685,0.32880
2014,Couple without children,West,4 rooms,0.23128,710,3236,0.21675,0.24581
2014,Couple without children,West,5 rooms,0.16935,549,3236,0.15642,0.18227
2014,Couple without children,West,6 rooms,0.09264,323,3236,0.08265,0.10263
2014,Couple without children,West,7 rooms,0.04784,162,3236,0.04048,0.05519
2014,Couple without children,West,8 rooms,0.02138,81,3236,0.01640,0.02637
2014,Couple without children,West,9 rooms,0.01028,37,3236,0.00680,0.01375
2014,Couple without children,East,2 rooms,0.14475,141,1058,0.12354,0.16596
2014,Couple without children,East,3 rooms,0.43710,476,1058,0.40720,0.46701
2014,Couple without children,East,4 rooms,0.24080,252,1058,0.21503,0.26658
2014,Couple without children,East,5 rooms,0.09998,123,1058,0.08190,0.11807
2014,Couple without children,East,6 rooms,0.04790,66,1058,0.03503,0.06078
2014,Single parent,West,2 rooms,0.11010,145,1397,0.09368,0.12652
2014,Single parent,West,3 rooms,0.45471,632,1397,0.42859,0.48083
2014,Single parent,West,4 rooms,0.20180,325,1397,0.18074,0.22285
2014,Single parent,West,5 rooms,0.13002,176,1397,0.11238,0.14766
2014,Single parent,West,6 rooms,0.05037,80,1397,0.03889,0.06184
2014,Single parent,West,7 rooms,0.02876,39,1397,0.01999,0.03753
2014,Single parent,East,2 rooms,0.12846,34,354,0.09356,0.16337
2014,Single parent,East,3 rooms,0.54601,209,354,0.49407,0.59795
2014,Single parent,East,4 rooms,0.24867,111,354,0.20358,0.29376
2014,Couple with children,West,2 rooms,0.01303,71,4723,0.00979,0.01626
2014,Couple with children,West,3 rooms,0.20265,1000,4723,0.19119,0.21412
2014,Couple with children,West,4 rooms,0.24605,1169,4723,0.23377,0.25834
2014,Couple with children,West,5 rooms,0.23071,1003,4723,0.21870,0.24273
2014,Couple with children,West,6 rooms,0.14918,722,4723,0.13902,0.15935
2014,Couple with children,West,7 rooms,0.08744,403,4723,0.07938,0.09549
