year,bula_h,hhtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.18421,60,247,0.13577,0.23266
2000,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.25295,71,247,0.19863,0.30727
2000,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.21376,62,247,0.16253,0.26499
2000,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.16221,54,247,0.11614,0.20827
2000,Baden-Wuerttemberg,Single-person household,1 room,0.07590,32,317,0.04670,0.10510
2000,Baden-Wuerttemberg,Single-person household,2 rooms,0.40255,138,317,0.34848,0.45662
2000,Baden-Wuerttemberg,Single-person household,3 rooms,0.31168,101,317,0.26061,0.36275
2000,Baden-Wuerttemberg,Single-person household,4 rooms,0.12900,46,317,0.09204,0.16596
2000,Baden-Wuerttemberg,Couple without children,2 rooms,0.08476,48,401,0.05747,0.11206
2000,Baden-Wuerttemberg,Couple without children,3 rooms,0.37101,151,401,0.32366,0.41835
2000,Baden-Wuerttemberg,Couple without children,4 rooms,0.23816,101,401,0.19641,0.27990
2000,Baden-Wuerttemberg,Couple without children,5 rooms,0.16513,66,401,0.12875,0.20152
2000,Baden-Wuerttemberg,Couple without children,6 rooms,0.07399,35,401,0.04834,0.09964
2000,Baden-Wuerttemberg,Single parent,3 rooms,0.43007,38,38,0.27054,0.58959
2000,Baden-Wuerttemberg,Couple with children,3 rooms,0.22831,155,566,0.19369,0.26292
2000,Baden-Wuerttemberg,Couple with children,4 rooms,0.24338,159,566,0.20800,0.27877
2000,Baden-Wuerttemberg,Couple with children,5 rooms,0.19933,126,566,0.16639,0.23228
2000,Baden-Wuerttemberg,Couple with children,6 rooms,0.13675,77,566,0.10842,0.16508
2000,Baden-Wuerttemberg,Couple with children,7 rooms,0.09716,49,566,0.07274,0.12159
2000,Bavaria,Single-person household,1 room,0.11941,45,408,0.08790,0.15091
2000,Bavaria,Single-person household,2 rooms,0.41298,183,408,0.36515,0.46082
2000,Bavaria,Single-person household,3 rooms,0.24581,112,408,0.20398,0.28764
2000,Bavaria,Single-person household,4 rooms,0.13794,68,408,0.10443,0.17144
2000,Bavaria,Couple without children,2 rooms,0.14724,81,500,0.11615,0.17833
2000,Bavaria,Couple without children,3 rooms,0.33836,177,500,0.29684,0.37987
2000,Bavaria,Couple without children,4 rooms,0.24967,136,500,0.21169,0.28765
2000,Bavaria,Couple without children,5 rooms,0.11733,64,500,0.08909,0.14557
2000,Bavaria,Couple without children,6 rooms,0.07901,42,500,0.05534,0.10268
2000,Bavaria,Single parent,3 rooms,0.35605,34,34,0.19268,0.51943
2000,Bavaria,Couple with children,3 rooms,0.20556,140,591,0.17295,0.23816
2000,Bavaria,Couple with children,4 rooms,0.25973,168,591,0.22435,0.29511
2000,Bavaria,Couple with children,5 rooms,0.21165,132,591,0.17869,0.24461
2000,Bavaria,Couple with children,6 rooms,0.15697,106,591,0.12762,0.18632
2000,Bavaria,Couple with children,7 rooms,0.06184,45,591,0.04241,0.08128
2000,Berlin,Single-person household,1 room,0.18887,38,183,0.13200,0.24573
2000,Berlin,Single-person household,2 rooms,0.49528,97,183,0.42264,0.56792
2000,Berlin,Single-person household,3 rooms,0.25411,48,183,0.19086,0.31736
2000,Berlin,Couple without children,2 rooms,0.29677,34,87,0.20022,0.39333
2000,Berlin,Couple without children,3 rooms,0.44164,53,87,0.33668,0.54659
2000,Berlin,Couple with children,3 rooms,0.44702,60,105,0.35146,0.54257
2000,Berlin,Couple with children,4 rooms,0.33649,45,105,0.24568,0.42731
2000,Brandenburg,Single-person household,2 rooms,0.45088,57,93,0.34921,0.55256
2000,Brandenburg,Single-person household,3 rooms,0.25625,36,93,0.16704,0.34546
2000,Brandenburg,Couple without children,3 rooms,0.51071,85,85,0.40381,0.61761
2000,Brandenburg,Couple with children,3 rooms,0.37100,61,154,0.29445,0.44755
2000,Brandenburg,Couple with children,4 rooms,0.28909,55,154,0.21726,0.36093
2000,Brandenburg,Couple with children,5 rooms,0.20429,38,154,0.14040,0.26818
2000,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.54564,45,45,0.39852,0.69277
2000,Mecklenburg-Western Pomerania,Couple without children,3 rooms,0.38260,41,41,0.23198,0.53322
2000,Mecklenburg-Western Pomerania,Couple with children,4 rooms,0.26823,32,32,0.11227,0.42420
2000,Saxony,Single-person household,1 room,0.13989,32,195,0.09108,0.18870
2000,Saxony,Single-person household,2 rooms,0.47047,99,195,0.40023,0.54070
2000,Saxony,Single-person household,3 rooms,0.29600,64,195,0.23176,0.36024
2000,Saxony,Couple without children,2 rooms,0.21594,67,265,0.16630,0.26557
2000,Saxony,Couple without children,3 rooms,0.48284,144,265,0.42256,0.54312
2000,Saxony,Couple without children,4 rooms,0.18890,54,265,0.14168,0.23611
2000,Saxony,Single parent,3 rooms,0.58995,32,32,0.41681,0.76309
2000,Saxony,Couple with children,3 rooms,0.37156,112,306,0.31733,0.42579
2000,Saxony,Couple with children,4 rooms,0.28648,107,306,0.23574,0.33722
2000,Saxony,Couple with children,5 rooms,0.15419,55,306,0.11366,0.19472
2000,Saxony,Couple with children,6 rooms,0.08843,32,306,0.05656,0.12029
2000,Saxony-Anhalt,Single-person household,2 rooms,0.43699,51,51,0.29950,0.57448
2000,Saxony-Anhalt,Couple without children,2 rooms,0.15480,33,177,0.10136,0.20824
2000,Saxony-Anhalt,Couple without children,3 rooms,0.48011,94,177,0.40629,0.55392
2000,Saxony-Anhalt,Couple without children,4 rooms,0.25447,50,177,0.19012,0.31882
2000,Saxony-Anhalt,Couple with children,3 rooms,0.33351,53,151,0.25806,0.40897
2000,Saxony-Anhalt,Couple with children,4 rooms,0.29084,53,151,0.21816,0.36352
2000,Saxony-Anhalt,Couple with children,5 rooms,0.23529,45,151,0.16741,0.30317
2000,Thuringa,Single-person household,2 rooms,0.43966,57,96,0.33985,0.53947
2000,Thuringa,Single-person household,3 rooms,0.33018,39,96,0.23561,0.42475
2000,Thuringa,Couple without children,3 rooms,0.42477,69,101,0.32789,0.52166
2000,Thuringa,Couple without children,4 rooms,0.20234,32,101,0.12360,0.28108
2000,Thuringa,Couple with children,3 rooms,0.22390,46,141,0.15485,0.29295
2000,Thuringa,Couple with children,4 rooms,0.25304,50,141,0.18102,0.32505
2000,Thuringa,Couple with children,5 rooms,0.23752,45,141,0.16703,0.30802
2001,Schleswig-Holstein,Single-person household,2 rooms,0.37962,40,40,0.22731,0.53193
2001,Schleswig-Holstein,Couple without children,3 rooms,0.24829,33,73,0.14850,0.34809
2001,Schleswig-Holstein,Couple without children,4 rooms,0.34600,40,73,0.23612,0.45588
2001,Schleswig-Holstein,Couple with children,5 rooms,0.28000,34,34,0.12680,0.43319
2001,Hamburg,Single-person household,2 rooms,0.46552,41,41,0.31093,0.62010
2001,Lower Saxony,Single-person household,2 rooms,0.32145,62,123,0.23858,0.40433
2001,Lower Saxony,Single-person household,3 rooms,0.29478,61,123,0.21387,0.37569
2001,Lower Saxony,Couple without children,3 rooms,0.31865,94,263,0.26223,0.37507
2001,Lower Saxony,Couple without children,4 rooms,0.25630,77,263,0.20344,0.30917
2001,Lower Saxony,Couple without children,5 rooms,0.17751,53,263,0.13124,0.22378
2001,Lower Saxony,Couple without children,6 rooms,0.13057,39,263,0.08977,0.17137
2001,Lower Saxony,Couple with children,3 rooms,0.16720,68,339,0.12742,0.20698
2001,Lower Saxony,Couple with children,4 rooms,0.28499,102,339,0.23686,0.33311
2001,Lower Saxony,Couple with children,5 rooms,0.25322,83,339,0.20686,0.29958
2001,Lower Saxony,Couple with children,6 rooms,0.11451,45,339,0.08056,0.14846
2001,Lower Saxony,Couple with children,7 rooms,0.10291,41,339,0.07051,0.13530
2001,North Rhine-Westphalia,Single-person household,1 room,0.09190,57,573,0.06822,0.11557
2001,North Rhine-Westphalia,Single-person household,2 rooms,0.41312,245,573,0.37277,0.45347
2001,North Rhine-Westphalia,Single-person household,3 rooms,0.31102,182,573,0.27309,0.34896
2001,North Rhine-Westphalia,Single-person household,4 rooms,0.09805,58,573,0.07368,0.12242
2001,North Rhine-Westphalia,Single-person household,5 rooms,0.04673,31,573,0.02944,0.06403
2001,North Rhine-Westphalia,Couple without children,2 rooms,0.14592,126,754,0.12070,0.17113
2001,North Rhine-Westphalia,Couple without children,3 rooms,0.39811,309,754,0.36315,0.43307
2001,North Rhine-Westphalia,Couple without children,4 rooms,0.19962,159,754,0.17107,0.22817
2001,North Rhine-Westphalia,Couple without children,5 rooms,0.12593,102,754,0.10224,0.14963
2001,North Rhine-Westphalia,Couple without children,6 rooms,0.08319,58,754,0.06347,0.10292
2001,North Rhine-Westphalia,Single parent,3 rooms,0.45278,57,91,0.34994,0.55562
2001,North Rhine-Westphalia,Single parent,4 rooms,0.23295,34,91,0.14562,0.32028
2001,North Rhine-Westphalia,Couple with children,3 rooms,0.27018,243,818,0.23973,0.30062
2001,North Rhine-Westphalia,Couple with children,4 rooms,0.25425,233,818,0.22439,0.28411
2001,North Rhine-Westphalia,Couple with children,5 rooms,0.19255,174,818,0.16551,0.21959
2001,North Rhine-Westphalia,Couple with children,6 rooms,0.13787,114,818,0.11423,0.16151
2001,North Rhine-Westphalia,Couple with children,7 rooms,0.05853,54,818,0.04243,0.07463
2001,Hesse,Single-person household,2 rooms,0.46776,81,137,0.38390,0.55162
2001,Hesse,Single-person household,3 rooms,0.29858,56,137,0.22166,0.37549
2001,Hesse,Couple without children,2 rooms,0.12982,37,192,0.08216,0.17749
2001,Hesse,Couple without children,3 rooms,0.32251,80,192,0.25622,0.38881
2001,Hesse,Couple without children,4 rooms,0.29988,75,192,0.23489,0.36486
2001,Hesse,Couple with children,3 rooms,0.20827,73,218,0.15424,0.26229
2001,Hesse,Couple with children,4 rooms,0.26054,80,218,0.20213,0.31894
2001,Hesse,Couple with children,5 rooms,0.25171,65,218,0.19396,0.30945
2001,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.33118,59,102,0.23940,0.42297
2001,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.28861,43,102,0.20024,0.37698
2001,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.25806,47,129,0.18225,0.33386
2001,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.23003,47,129,0.15712,0.30294
2001,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.15691,35,129,0.09390,0.21992
2001,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.18226,57,228,0.13204,0.23249
2001,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.24336,69,228,0.18754,0.29918
2001,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.18701,51,228,0.13628,0.23773
2001,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.17464,51,228,0.12525,0.22403
2001,Baden-Wuerttemberg,Single-person household,2 rooms,0.39579,128,272,0.33756,0.45401
2001,Baden-Wuerttemberg,Single-person household,3 rooms,0.32403,103,272,0.26831,0.37976
2001,Baden-Wuerttemberg,Single-person household,4 rooms,0.13201,41,272,0.09171,0.17231
2001,Baden-Wuerttemberg,Couple without children,2 rooms,0.08634,45,346,0.05670,0.11597
2001,Baden-Wuerttemberg,Couple without children,3 rooms,0.36090,125,346,0.31022,0.41158
2001,Baden-Wuerttemberg,Couple without children,4 rooms,0.25707,90,346,0.21095,0.30319
2001,Baden-Wuerttemberg,Couple without children,5 rooms,0.15630,53,346,0.11798,0.19462
2001,Baden-Wuerttemberg,Couple without children,6 rooms,0.08210,33,346,0.05313,0.11107
2001,Baden-Wuerttemberg,Single parent,3 rooms,0.42538,34,34,0.25670,0.59407
2001,Baden-Wuerttemberg,Couple with children,3 rooms,0.21340,125,489,0.17705,0.24976
2001,Baden-Wuerttemberg,Couple with children,4 rooms,0.23210,139,489,0.19464,0.26956
2001,Baden-Wuerttemberg,Couple with children,5 rooms,0.20964,114,489,0.17353,0.24576
2001,Baden-Wuerttemberg,Couple with children,6 rooms,0.13585,68,489,0.10545,0.16625
2001,Baden-Wuerttemberg,Couple with children,7 rooms,0.10185,43,489,0.07502,0.12869
2001,Bavaria,Single-person household,1 room,0.09010,32,373,0.06100,0.11920
2001,Bavaria,Single-person household,2 rooms,0.40611,167,373,0.35620,0.45601
2001,Bavaria,Single-person household,3 rooms,0.27176,113,373,0.22655,0.31696
2001,Bavaria,Single-person household,4 rooms,0.14504,61,373,0.10926,0.18083
2001,Bavaria,Couple without children,2 rooms,0.15660,77,433,0.12233,0.19087
2001,Bavaria,Couple without children,3 rooms,0.31342,144,433,0.26967,0.35716
2001,Bavaria,Couple without children,4 rooms,0.24648,120,433,0.20584,0.28712
2001,Bavaria,Couple without children,5 rooms,0.11631,55,433,0.08608,0.14654
2001,Bavaria,Couple without children,6 rooms,0.07857,37,433,0.05319,0.10394
2001,Bavaria,Single parent,3 rooms,0.33545,35,35,0.17674,0.49415
2001,Bavaria,Couple with children,3 rooms,0.20966,123,529,0.17494,0.24438
2001,Bavaria,Couple with children,4 rooms,0.25515,146,529,0.21797,0.29234
2001,Bavaria,Couple with children,5 rooms,0.19737,114,529,0.16342,0.23132
2001,Bavaria,Couple with children,6 rooms,0.16288,100,529,0.13138,0.19438
2001,Bavaria,Couple with children,7 rooms,0.07044,46,529,0.04862,0.09227
2001,Berlin,Single-person household,1 room,0.17178,33,163,0.11370,0.22987
2001,Berlin,Single-person household,2 rooms,0.50454,86,163,0.42754,0.58153
2001,Berlin,Single-person household,3 rooms,0.26665,44,163,0.19856,0.33475
2001,Berlin,Couple without children,3 rooms,0.46809,52,52,0.33114,0.60504
2001,Berlin,Couple with children,3 rooms,0.48227,63,109,0.38803,0.57651
2001,Berlin,Couple with children,4 rooms,0.32505,46,109,0.23671,0.41339
2001,Brandenburg,Single-person household,2 rooms,0.43962,50,88,0.33532,0.54392
2001,Brandenburg,Single-person household,3 rooms,0.30745,38,88,0.21049,0.40441
2001,Brandenburg,Couple without children,3 rooms,0.51411,88,120,0.42431,0.60391
2001,Brandenburg,Couple without children,4 rooms,0.20220,32,120,0.13003,0.27436
2001,Brandenburg,Couple with children,3 rooms,0.35239,52,138,0.27240,0.43239
2001,Brandenburg,Couple with children,4 rooms,0.32322,51,138,0.24490,0.40154
2001,Brandenburg,Couple with children,5 rooms,0.18386,35,138,0.11900,0.24873
2001,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.50051,42,42,0.34746,0.65356
2001,Mecklenburg-Western Pomerania,Couple without children,3 rooms,0.38287,37,37,0.22408,0.54166
2001,Saxony,Single-person household,2 rooms,0.49074,97,153,0.41127,0.57022
2001,Saxony,Single-person household,3 rooms,0.28322,56,153,0.21159,0.35485
2001,Saxony,Couple without children,2 rooms,0.21686,65,257,0.16638,0.26735
2001,Saxony,Couple without children,3 rooms,0.50906,141,257,0.44782,0.57030
2001,Saxony,Couple without children,4 rooms,0.16088,51,257,0.11587,0.20588
2001,Saxony,Couple with children,3 rooms,0.38513,103,241,0.32357,0.44670
2001,Saxony,Couple with children,4 rooms,0.28176,89,241,0.22485,0.33868
2001,Saxony,Couple with children,5 rooms,0.13853,49,241,0.09483,0.18224
2001,Saxony-Anhalt,Single-person household,2 rooms,0.41697,47,47,0.27449,0.55946
2001,Saxony-Anhalt,Couple without children,3 rooms,0.48840,87,134,0.40344,0.57335
2001,Saxony-Anhalt,Couple without children,4 rooms,0.25411,47,134,0.18012,0.32810
2001,Saxony-Anhalt,Couple with children,3 rooms,0.26994,42,138,0.19560,0.34428
2001,Saxony-Anhalt,Couple with children,4 rooms,0.31968,52,138,0.24159,0.39777
2001,Saxony-Anhalt,Couple with children,5 rooms,0.23534,44,138,0.16431,0.30638
2001,Thuringa,Single-person household,2 rooms,0.49332,61,99,0.39433,0.59230
2001,Thuringa,Single-person household,3 rooms,0.31488,38,99,0.22292,0.40684
2001,Thuringa,Couple without children,3 rooms,0.39216,58,58,0.26541,0.51890
2001,Thuringa,Couple with children,3 rooms,0.26984,44,128,0.19264,0.34704
2001,Thuringa,Couple with children,4 rooms,0.25168,46,128,0.17620,0.32715
2001,Thuringa,Couple with children,5 rooms,0.21513,38,128,0.14366,0.28659
2002,Schleswig-Holstein,Single-person household,2 rooms,0.39012,41,75,0.27898,0.50126
2002,Schleswig-Holstein,Single-person household,3 rooms,0.35604,34,75,0.24695,0.46514
2002,Schleswig-Holstein,Couple without children,3 rooms,0.27121,36,76,0.17059,0.37183
2002,Schleswig-Holstein,Couple without children,4 rooms,0.32879,40,76,0.22247,0.43511
2002,Schleswig-Holstein,Couple with children,4 rooms,0.33235,35,72,0.22277,0.44192
2002,Schleswig-Holstein,Couple with children,5 rooms,0.27896,37,72,0.17463,0.38328
2002,Hamburg,Single-person household,2 rooms,0.43871,38,38,0.27881,0.59860
2002,Lower Saxony,Single-person household,2 rooms,0.32491,70,165,0.25323,0.39659
2002,Lower Saxony,Single-person household,3 rooms,0.29336,62,165,0.22367,0.36304
2002,Lower Saxony,Single-person household,4 rooms,0.16777,33,165,0.11059,0.22496
2002,Lower Saxony,Couple without children,3 rooms,0.28492,84,280,0.23195,0.33788
2002,Lower Saxony,Couple without children,4 rooms,0.27362,91,280,0.22131,0.32594
2002,Lower Saxony,Couple without children,5 rooms,0.19254,62,280,0.14627,0.23881
2002,Lower Saxony,Couple without children,6 rooms,0.13162,43,280,0.09195,0.17129
2002,Lower Saxony,Couple with children,3 rooms,0.18259,65,348,0.14194,0.22324
2002,Lower Saxony,Couple with children,4 rooms,0.22937,90,348,0.18513,0.27360
2002,Lower Saxony,Couple with children,5 rooms,0.26728,97,348,0.22072,0.31384
2002,Lower Saxony,Couple with children,6 rooms,0.14851,59,348,0.11110,0.18593
2002,Lower Saxony,Couple with children,7 rooms,0.09251,37,348,0.06203,0.12300
2002,North Rhine-Westphalia,Single-person household,1 room,0.07625,47,594,0.05489,0.09761
2002,North Rhine-Westphalia,Single-person household,2 rooms,0.45128,276,594,0.41123,0.49133
2002,North Rhine-Westphalia,Single-person household,3 rooms,0.29688,183,594,0.26011,0.33365
2002,North Rhine-Westphalia,Single-person household,4 rooms,0.08729,52,594,0.06457,0.11001
2002,North Rhine-Westphalia,Single-person household,5 rooms,0.05995,36,594,0.04084,0.07905
2002,North Rhine-Westphalia,Couple without children,2 rooms,0.14537,120,811,0.12110,0.16964
2002,North Rhine-Westphalia,Couple without children,3 rooms,0.40072,316,811,0.36698,0.43447
2002,North Rhine-Westphalia,Couple without children,4 rooms,0.19826,184,811,0.17080,0.22572
2002,North Rhine-Westphalia,Couple without children,5 rooms,0.14254,126,811,0.11846,0.16661
2002,North Rhine-Westphalia,Couple without children,6 rooms,0.06043,65,811,0.04402,0.07684
2002,North Rhine-Westphalia,Single parent,3 rooms,0.46689,55,55,0.33382,0.59996
2002,North Rhine-Westphalia,Couple with children,3 rooms,0.28914,235,897,0.25945,0.31883
2002,North Rhine-Westphalia,Couple with children,4 rooms,0.27070,236,897,0.24161,0.29980
2002,North Rhine-Westphalia,Couple with children,5 rooms,0.20690,195,897,0.18037,0.23342
2002,North Rhine-Westphalia,Couple with children,6 rooms,0.13122,136,897,0.10912,0.15333
2002,North Rhine-Westphalia,Couple with children,7 rooms,0.04962,63,897,0.03540,0.06384
2002,North Rhine-Westphalia,Couple with children,8 rooms,0.02647,32,897,0.01596,0.03699
2002,Hesse,Single-person household,2 rooms,0.44809,81,136,0.36420,0.53198
2002,Hesse,Single-person household,3 rooms,0.29796,55,136,0.22081,0.37511
2002,Hesse,Couple without children,2 rooms,0.14880,43,247,0.10433,0.19328
2002,Hesse,Couple without children,3 rooms,0.28605,79,247,0.22958,0.34253
2002,Hesse,Couple without children,4 rooms,0.25394,69,247,0.19954,0.30833
2002,Hesse,Couple without children,5 rooms,0.16728,56,247,0.12064,0.21392
