"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","17-29","(Fach-)Abitur","6.09","5.5","247","3","5","8","9","10","5.77","6.41","0","10","5","7"
"1984","17-29","(noch) kein Abschluss","6.05","5.5","205","2","4","8","10","10","5.69","6.41","0","10","6","7"
"1984","17-29","AkademikerIn","6.05","5.5","69","2","5","8","9","10","5.44","6.66","1","10","5","8"
"1984","17-29","Hauptschule","6.73","6.5","925","3","5","8","10","10","6.57","6.89","0","10","7","8"
"1984","17-29","Realschule","6.53","6.5","395","3","5","9","10","10","6.27","6.79","0","10","6","7"
"1984","30-45","(Fach-)Abitur","5.83","5.5","135","3","5","8","8","10","5.42","6.24","0","10","5","7"
"1984","30-45","(noch) kein Abschluss","7.02","6.5","344","3","5","9","10","10","6.77","7.27","0","10","7","8"
"1984","30-45","AkademikerIn","6.1","5.5","209","3","5","8","9","10","5.77","6.43","0","10","6","7"
"1984","30-45","Hauptschule","7.01","6.5","1563","4","5","9","10","10","6.89","7.13","0","10","7","8"
"1984","30-45","Realschule","6.73","6.5","362","3","5","8","10","10","6.48","6.98","0","10","7","7"
"1984","46-65","(Fach-)Abitur","7.05","7.5","73","3","5","9","10","10","6.46","7.64","0","10","6","8"
"1984","46-65","(noch) kein Abschluss","6.86","6.5","288","4","5","8","10","10","6.6","7.12","0","10","7","8"
"1984","46-65","AkademikerIn","6.63","6.5","92","3","5","9","10","10","6.05","7.21","0","10","6","8"
"1984","46-65","Hauptschule","7.34","7.5","1605","5","6","9","10","10","7.23","7.45","0","10","8","8"
"1984","46-65","Realschule","7.22","7.5","265","4","5","9","10","10","6.95","7.49","0","10","7","8"
"1984","66","(Fach-)Abitur","","","","","","","","","","","","","",""
"1984","66","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1984","66","AkademikerIn","6.73","7.5","38","3","4","9","10","10","5.79","7.67","0","10","5","8"
"1984","66","Hauptschule","7.18","7.5","732","4","5","9","10","10","7","7.36","0","10","7","8"
"1984","66","Realschule","7.61","7.5","142","5","6","10","10","10","7.24","7.98","0","10","8","8"
"1985","17-29","(Fach-)Abitur","5.91","5.5","192","3","5","8","9","10","5.56","6.26","0","10","5","7"
"1985","17-29","(noch) kein Abschluss","6.63","6.5","147","4","5","8","10","10","6.27","6.99","1","10","6","8"
"1985","17-29","AkademikerIn","5.75","4.5","67","3","4","8","9","10","5.16","6.34","1","10","5","7"
"1985","17-29","Hauptschule","6.79","6.5","656","4","5","8","10","10","6.62","6.96","0","10","7","7"
