"year","alter_gr","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 J.","Ost","","","","",""
"1984","16-34 J.","West","6.58","6.5","2676","6.48","6.68"
"1984","35-65 J.","Ost","","","","",""
"1984","35-65 J.","West","7.12","7.5","4157","7.05","7.19"
"1984","66 und älter","Ost","","","","",""
"1984","66 und älter","West","7.21","7.5","953","7.05","7.37"
"1985","16-34 J.","Ost","","","","",""
"1985","16-34 J.","West","6.6","6.5","2150","6.5","6.7"
"1985","35-65 J.","Ost","","","","",""
"1985","35-65 J.","West","7.1","6.5","3465","7.03","7.17"
"1985","66 und älter","Ost","","","","",""
"1985","66 und älter","West","7.14","6.5","777","6.98","7.3"
"1986","16-34 J.","Ost","","","","",""
"1986","16-34 J.","West","6.48","6.5","2212","6.39","6.57"
"1986","35-65 J.","Ost","","","","",""
"1986","35-65 J.","West","6.93","6.5","3398","6.86","7"
"1986","66 und älter","Ost","","","","",""
"1986","66 und älter","West","7.4","7.5","741","7.25","7.55"
"1987","16-34 J.","Ost","","","","",""
"1987","16-34 J.","West","6.65","6.5","2182","6.56","6.74"
"1987","35-65 J.","Ost","","","","",""
"1987","35-65 J.","West","6.98","6.5","3363","6.91","7.05"
"1987","66 und älter","Ost","","","","",""
"1987","66 und älter","West","7.35","7.5","780","7.2","7.5"
"1988","16-34 J.","Ost","","","","",""
"1988","16-34 J.","West","6.58","6.5","2113","6.49","6.67"
"1988","35-65 J.","Ost","","","","",""
"1988","35-65 J.","West","6.83","6.5","3207","6.76","6.9"
"1988","66 und älter","Ost","","","","",""
"1988","66 und älter","West","7.04","6.5","762","6.88","7.2"
"1989","16-34 J.","Ost","","","","",""
"1989","16-34 J.","West","6.41","6.5","2095","6.32","6.5"
"1989","35-65 J.","Ost","","","","",""
"1989","35-65 J.","West","6.75","6.5","3184","6.68","6.82"
"1989","66 und älter","Ost","","","","",""
"1989","66 und älter","West","7.09","6.5","754","6.94","7.24"
"1990","16-34 J.","Ost","","","","",""
"1990","16-34 J.","West","6.52","6.5","2253","6.43","6.61"
"1990","35-65 J.","Ost","","","","",""
"1990","35-65 J.","West","6.67","6.5","3280","6.6","6.74"
"1990","66 und älter","Ost","","","","",""
"1990","66 und älter","West","7","6.5","823","6.85","7.15"
"1991","16-34 J.","Ost","","","","",""
"1991","16-34 J.","West","","","","",""
"1991","35-65 J.","Ost","","","","",""
"1991","35-65 J.","West","","","","",""
"1991","66 und älter","Ost","","","","",""
"1991","66 und älter","West","","","","",""
"1992","16-34 J.","Ost","","","","",""
"1992","16-34 J.","West","","","","",""
"1992","35-65 J.","Ost","","","","",""
"1992","35-65 J.","West","","","","",""
"1992","66 und älter","Ost","","","","",""
"1992","66 und älter","West","","","","",""
"1993","16-34 J.","Ost","6.53","6.5","710","6.38","6.68"
"1993","16-34 J.","West","6.51","6.5","2274","6.42","6.6"
"1993","35-65 J.","Ost","6.25","5.5","1257","6.13","6.37"
"1993","35-65 J.","West","6.52","6.5","3238","6.45","6.59"
"1993","66 und älter","Ost","6.17","5.5","300","5.9","6.44"
"1993","66 und älter","West","6.59","6.5","799","6.43","6.75"
"1994","16-34 J.","Ost","6.38","6.5","719","6.23","6.53"
"1994","16-34 J.","West","6.49","6.5","2279","6.4","6.58"
"1994","35-65 J.","Ost","6.23","5.5","1314","6.12","6.34"
"1994","35-65 J.","West","6.51","6.5","3144","6.44","6.58"
"1994","66 und älter","Ost","6.09","5.5","310","5.84","6.34"
"1994","66 und älter","West","6.66","6.5","826","6.51","6.81"
"1995","16-34 J.","Ost","6.39","6.5","744","6.24","6.54"
"1995","16-34 J.","West","6.5","6.5","2439","6.42","6.58"
"1995","35-65 J.","Ost","6.27","5.5","1301","6.16","6.38"
"1995","35-65 J.","West","6.52","6.5","3425","6.45","6.59"
"1995","66 und älter","Ost","6.36","6.5","312","6.12","6.6"
"1995","66 und älter","West","6.64","6.5","856","6.49","6.79"
"1996","16-34 J.","Ost","6.49","6.5","727","6.35","6.63"
"1996","16-34 J.","West","6.56","6.5","2392","6.48","6.64"
"1996","35-65 J.","Ost","6.37","5.5","1310","6.26","6.48"
"1996","35-65 J.","West","6.47","6.5","3343","6.4","6.54"
"1996","66 und älter","Ost","6.33","5.5","312","6.09","6.57"
"1996","66 und älter","West","6.6","6.5","878","6.45","6.75"
"1997","16-34 J.","Ost","6.36","6.5","723","6.21","6.51"
"1997","16-34 J.","West","6.62","6.5","2320","6.54","6.7"
"1997","35-65 J.","Ost","6.42","6.5","1323","6.32","6.52"
"1997","35-65 J.","West","6.4","6.5","3324","6.33","6.47"
"1997","66 und älter","Ost","6.42","6.5","333","6.19","6.65"
"1997","66 und älter","West","6.53","6.5","859","6.38","6.68"
"1998","16-34 J.","Ost","6.51","6.5","795","6.37","6.65"
"1998","16-34 J.","West","6.5","6.5","2413","6.42","6.58"
"1998","35-65 J.","Ost","6.48","6.5","1475","6.38","6.58"
"1998","35-65 J.","West","6.61","6.5","3826","6.55","6.67"
"1998","66 und älter","Ost","6.42","5.5","362","6.2","6.64"
"1998","66 und älter","West","6.57","6.5","1016","6.43","6.71"
"1999","16-34 J.","Ost","6.54","6.5","754","6.4","6.68"
"1999","16-34 J.","West","6.45","6.5","2336","6.36","6.54"
"1999","35-65 J.","Ost","6.42","6.5","1472","6.32","6.52"
"1999","35-65 J.","West","6.52","6.5","3756","6.46","6.58"
"1999","66 und älter","Ost","6.52","6.5","383","6.32","6.72"
"1999","66 und älter","West","6.57","6.5","986","6.43","6.71"
"2000","16-34 J.","Ost","6.56","6.5","1054","6.43","6.69"
"2000","16-34 J.","West","6.57","6.5","3715","6.5","6.64"
"2000","35-65 J.","Ost","6.53","6.5","2321","6.45","6.61"
"2000","35-65 J.","West","6.64","6.5","7466","6.59","6.69"
"2000","66 und älter","Ost","6.51","6.5","666","6.35","6.67"
"2000","66 und älter","West","6.67","6.5","2068","6.58","6.76"
"2001","16-34 J.","Ost","6.48","6.5","1040","6.35","6.61"
"2001","16-34 J.","West","6.57","6.5","3253","6.5","6.64"
"2001","35-65 J.","Ost","6.57","6.5","2234","6.49","6.65"
"2001","35-65 J.","West","6.66","6.5","6860","6.61","6.71"
"2001","66 und älter","Ost","6.68","6.5","642","6.53","6.83"
"2001","66 und älter","West","6.74","6.5","1962","6.64","6.84"
"2002","16-34 J.","Ost","6.46","6.5","1006","6.33","6.59"
"2002","16-34 J.","West","6.48","6.5","3048","6.41","6.55"
"2002","35-65 J.","Ost","6.53","6.5","2176","6.45","6.61"
"2002","35-65 J.","West","6.54","6.5","7592","6.49","6.59"
"2002","66 und älter","Ost","6.28","5.5","689","6.13","6.43"
"2002","66 und älter","West","6.63","6.5","2049","6.53","6.73"
