year,level_1,0
1984,mean,6.982140098331828
1984,mean_lower_confidence,6.9283193749012515
1984,mean_upper_confidence,7.035960821762405
1984,lower_quartile,5.0
1984,boxplot_median,7.0
1984,upper_quartile,9.0
1984,lower_whisker,0.0
1984,upper_whisker,10.0
1984,n,7786.0
1985,mean,6.968062671881981
1985,mean_lower_confidence,6.912747159785024
1985,mean_upper_confidence,7.023378183978938
1985,lower_quartile,5.0
1985,boxplot_median,7.0
1985,upper_quartile,9.0
1985,lower_whisker,0.0
1985,upper_whisker,10.0
1985,n,6392.0
1986,mean,6.8971953833118524
1986,mean_lower_confidence,6.843128584516395
1986,mean_upper_confidence,6.9512621821073095
1986,lower_quartile,5.0
1986,boxplot_median,7.0
1986,upper_quartile,8.0
1986,lower_whisker,0.5
1986,upper_whisker,10.0
1986,n,6351.0
1987,mean,6.966897258203184
1987,mean_lower_confidence,6.914883564827932
1987,mean_upper_confidence,7.018910951578436
1987,lower_quartile,5.0
1987,boxplot_median,7.0
1987,upper_quartile,8.0
1987,lower_whisker,0.5
1987,upper_whisker,10.0
1987,n,6325.0
1988,mean,6.803613526706487
1988,mean_lower_confidence,6.749560737973539
1988,mean_upper_confidence,6.857666315439435
1988,lower_quartile,5.0
1988,boxplot_median,7.0
1988,upper_quartile,8.0
1988,lower_whisker,0.5
1988,upper_whisker,10.0
1988,n,6082.0
1989,mean,6.726449033639201
1989,mean_lower_confidence,6.672500525597454
1989,mean_upper_confidence,6.780397541680949
1989,lower_quartile,5.0
1989,boxplot_median,7.0
1989,upper_quartile,8.0
1989,lower_whisker,0.5
1989,upper_whisker,10.0
1989,n,6033.0
1990,mean,6.6961940188444125
1990,mean_lower_confidence,6.644119344586112
1990,mean_upper_confidence,6.7482686931027125
1990,lower_quartile,5.0
1990,boxplot_median,7.0
1990,upper_quartile,8.0
1990,lower_whisker,0.5
1990,upper_whisker,10.0
1990,n,6356.0
1991,mean,
1991,mean_lower_confidence,
1991,mean_upper_confidence,
1991,lower_quartile,
1991,boxplot_median,
1991,upper_quartile,
1991,lower_whisker,
1991,upper_whisker,
1991,median,
1991,median_lower_confidence,
1991,median_upper_confidence,
1991,n,
1992,mean,
1992,mean_lower_confidence,
1992,mean_upper_confidence,
1992,lower_quartile,
1992,boxplot_median,
1992,upper_quartile,
1992,lower_whisker,
1992,upper_whisker,
1992,median,
1992,median_lower_confidence,
1992,median_upper_confidence,
1992,n,
1993,mean,6.491442359091011
1993,mean_lower_confidence,6.446391800549787
1993,mean_upper_confidence,6.536492917632236
1993,lower_quartile,5.0
1993,boxplot_median,7.0
1993,upper_quartile,8.0
1993,lower_whisker,0.5
1993,upper_whisker,10.0
1993,n,8578.0
1994,mean,6.4846348757130805
1994,mean_lower_confidence,6.439760865266193
1994,mean_upper_confidence,6.529508886159968
1994,lower_quartile,5.0
1994,boxplot_median,7.0
1994,upper_quartile,8.0
1994,lower_whisker,0.5
1994,upper_whisker,10.0
1994,n,8592.0
1995,mean,6.499780154296486
1995,mean_lower_confidence,6.455780534508009
1995,mean_upper_confidence,6.543779774084963
1995,lower_quartile,5.0
1995,boxplot_median,7.0
1995,upper_quartile,8.0
1995,lower_whisker,0.5
1995,upper_whisker,10.0
1995,n,9077.0
1996,mean,6.496681232150185
1996,mean_lower_confidence,6.453522584018832
1996,mean_upper_confidence,6.539839880281538
1996,lower_quartile,5.0
1996,boxplot_median,7.0
1996,upper_quartile,8.0
1996,lower_whisker,0.5
1996,upper_whisker,10.0
1996,n,8962.0
1997,mean,6.471792870113143
1997,mean_lower_confidence,6.42873310436478
1997,mean_upper_confidence,6.514852635861506
1997,lower_quartile,5.0
1997,boxplot_median,7.0
1997,upper_quartile,8.0
1997,lower_whisker,0.5
1997,upper_whisker,10.0
1997,n,8882.0
1998,mean,6.556469777240013
1998,mean_lower_confidence,6.515096295967554
1998,mean_upper_confidence,6.597843258512471
1998,lower_quartile,5.0
1998,boxplot_median,7.0
1998,upper_quartile,8.0
1998,lower_whisker,0.5
1998,upper_whisker,10.0
1998,n,9887.0
1999,mean,6.5055372901739865
1999,mean_lower_confidence,6.463619472966947
1999,mean_upper_confidence,6.547455107381026
1999,lower_quartile,5.0
1999,boxplot_median,7.0
1999,upper_quartile,8.0
1999,lower_whisker,0.5
1999,upper_whisker,10.0
1999,n,9687.0
2000,mean,6.609316495844483
2000,mean_lower_confidence,6.577354048826773
2000,mean_upper_confidence,6.6412789428621934
2000,lower_quartile,5.0
2000,boxplot_median,7.0
2000,upper_quartile,8.0
2000,lower_whisker,0.5
2000,upper_whisker,10.0
2000,n,17290.0
2001,mean,6.640410378019219
2001,mean_lower_confidence,6.607772069239569
2001,mean_upper_confidence,6.673048686798868
2001,lower_quartile,5.0
2001,boxplot_median,7.0
2001,upper_quartile,8.0
2001,lower_whisker,0.5
2001,upper_whisker,10.0
2001,n,15991.0
2002,mean,6.5276541524799
2002,mean_lower_confidence,6.495811466682293
2002,mean_upper_confidence,6.559496838277507
2002,lower_quartile,5.0
2002,boxplot_median,7.0
2002,upper_quartile,8.0
2002,lower_whisker,0.5
2002,upper_whisker,10.0
2002,n,16560.0
2003,mean,6.567263636850915
2003,mean_lower_confidence,6.535638951686977
2003,mean_upper_confidence,6.598888322014853
2003,lower_quartile,5.0
2003,boxplot_median,7.0
2003,upper_quartile,8.0
2003,lower_whisker,0.5
2003,upper_whisker,10.0
2003,n,16417.0
2004,mean,6.531015759019872
2004,mean_lower_confidence,6.4994781483822175
2004,mean_upper_confidence,6.562553369657526
2004,lower_quartile,5.0
2004,boxplot_median,7.0
2004,upper_quartile,8.0
2004,lower_whisker,0.5
2004,upper_whisker,10.0
2004,n,16155.0
2005,mean,6.525365710871103
2005,mean_lower_confidence,6.492571890518281
2005,mean_upper_confidence,6.558159531223925
2005,lower_quartile,5.0
2005,boxplot_median,7.0
2005,upper_quartile,8.0
2005,lower_whisker,0.5
2005,upper_whisker,10.0
2005,n,15590.0
2006,mean,6.546123093901164
2006,mean_lower_confidence,6.514594571942559
2006,mean_upper_confidence,6.577651615859769
2006,lower_quartile,5.0
2006,boxplot_median,7.0
2006,upper_quartile,8.0
2006,lower_whisker,0.5
2006,upper_whisker,10.0
2006,n,16748.0
2007,mean,6.595596495973455
2007,mean_lower_confidence,6.563945804361758
2007,mean_upper_confidence,6.6272471875851515
2007,lower_quartile,5.0
2007,boxplot_median,7.0
2007,upper_quartile,8.0
2007,lower_whisker,0.5
2007,upper_whisker,10.0
2007,n,15778.0
2008,mean,6.638900339333721
2008,mean_lower_confidence,6.606790817252045
2008,mean_upper_confidence,6.6710098614153965
2008,lower_quartile,5.0
2008,boxplot_median,7.0
2008,upper_quartile,8.0
2008,lower_whisker,0.5
2008,upper_whisker,10.0
2008,n,14834.0
2009,mean,6.653432883810647
2009,mean_lower_confidence,6.620498653099078
2009,mean_upper_confidence,6.686367114522216
2009,lower_quartile,5.0
2009,boxplot_median,7.0
2009,upper_quartile,8.0
2009,lower_whisker,0.5
2009,upper_whisker,10.0
2009,n,14037.0
2010,mean,6.705763702472402
2010,mean_lower_confidence,6.677756595506859
2010,mean_upper_confidence,6.733770809437945
2010,lower_quartile,5.0
2010,boxplot_median,7.0
2010,upper_quartile,8.0
2010,lower_whisker,0.5
2010,upper_whisker,10.0
2010,n,19576.0
2011,mean,6.754741677044189
2011,mean_lower_confidence,6.727945518888122
2011,mean_upper_confidence,6.781537835200256
2011,lower_quartile,5.0
2011,boxplot_median,7.0
2011,upper_quartile,8.0
2011,lower_whisker,0.5
2011,upper_whisker,10.0
2011,n,21428.0
2012,mean,6.8295966421174885
2012,mean_lower_confidence,6.8038433329915335
2012,mean_upper_confidence,6.8553499512434435
2012,lower_quartile,5.0
2012,boxplot_median,7.0
2012,upper_quartile,8.0
2012,lower_whisker,0.5
2012,upper_whisker,10.0
2012,n,22095.0
2013,mean,6.838169179922865
2013,mean_lower_confidence,6.811526355863839
2013,mean_upper_confidence,6.864812003981891
2013,lower_quartile,5.0
2013,boxplot_median,7.0
2013,upper_quartile,8.0
2013,lower_whisker,0.5
2013,upper_whisker,10.0
2013,n,21423.0
2014,mean,6.834360101853086
2014,mean_lower_confidence,6.808598787162643
2014,mean_upper_confidence,6.860121416543529
2014,lower_quartile,5.0
2014,boxplot_median,7.0
2014,upper_quartile,8.0
2014,lower_whisker,0.5
2014,upper_whisker,10.0
2014,n,22561.0
2015,mean,6.880062762655338
2015,mean_lower_confidence,6.854027227764695
2015,mean_upper_confidence,6.90609829754598
2015,lower_quartile,6.0
2015,boxplot_median,7.0
2015,upper_quartile,8.0
2015,lower_whisker,3.0
2015,upper_whisker,10.0
2015,n,20956.0
2016,mean,6.871594559138097
2016,mean_lower_confidence,6.845383479299797
2016,mean_upper_confidence,6.897805638976396
2016,lower_quartile,6.0
2016,boxplot_median,7.0
2016,upper_quartile,8.0
2016,lower_whisker,3.0
2016,upper_whisker,10.0
2016,n,20542.0
2017,mean,6.873264198826932
2017,mean_lower_confidence,6.848440800845318
2017,mean_upper_confidence,6.898087596808545
2017,lower_quartile,6.0
2017,boxplot_median,7.0
2017,upper_quartile,8.0
2017,lower_whisker,3.0
2017,upper_whisker,10.0
2017,n,23075.0
2018,mean,6.836165558637343
2018,mean_lower_confidence,6.811233941883687
2018,mean_upper_confidence,6.861097175390999
2018,lower_quartile,5.0
2018,boxplot_median,7.0
2018,upper_quartile,8.0
2018,lower_whisker,0.5
2018,upper_whisker,10.0
2018,n,22479.0
2019,mean,6.9171605677315435
2019,mean_lower_confidence,6.892267534167231
2019,mean_upper_confidence,6.942053601295856
2019,lower_quartile,6.0
2019,boxplot_median,7.0
2019,upper_quartile,8.0
2019,lower_whisker,3.0
2019,upper_whisker,10.0
2019,n,22603.0
2020,mean,6.882121088552286
2020,mean_lower_confidence,6.857101787864725
2020,mean_upper_confidence,6.9071403892398475
2020,lower_quartile,6.0
2020,boxplot_median,7.0
2020,upper_quartile,8.0
2020,lower_whisker,3.0
