"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1990","35-65 Jahre alt","Laendlicher Raum","6.84","6.5","688","6.68","7"
"1990","35-65 Jahre alt","Staedtischer Raum","6.62","6.5","2592","6.54","6.7"
"1990","66 und älter","Laendlicher Raum","6.79","6.5","196","6.49","7.09"
"1990","66 und älter","Staedtischer Raum","7.06","6.5","627","6.89","7.23"
"1991","16-34 Jahre alt","Laendlicher Raum","","","","",""
"1991","16-34 Jahre alt","Staedtischer Raum","","","","",""
"1991","35-65 Jahre alt","Laendlicher Raum","","","","",""
"1991","35-65 Jahre alt","Staedtischer Raum","","","","",""
"1991","66 und älter","Laendlicher Raum","","","","",""
"1991","66 und älter","Staedtischer Raum","","","","",""
"1992","16-34 Jahre alt","Laendlicher Raum","","","","",""
"1992","16-34 Jahre alt","Staedtischer Raum","","","","",""
"1992","35-65 Jahre alt","Laendlicher Raum","","","","",""
"1992","35-65 Jahre alt","Staedtischer Raum","","","","",""
"1992","66 und älter","Laendlicher Raum","","","","",""
"1992","66 und älter","Staedtischer Raum","","","","",""
"1993","16-34 Jahre alt","Laendlicher Raum","6.53","6.5","986","6.4","6.66"
"1993","16-34 Jahre alt","Staedtischer Raum","6.5","6.5","1998","6.41","6.59"
"1993","35-65 Jahre alt","Laendlicher Raum","6.5","6.5","1552","6.4","6.6"
"1993","35-65 Jahre alt","Staedtischer Raum","6.45","6.5","2943","6.38","6.52"
"1993","66 und älter","Laendlicher Raum","6.18","5.5","398","5.95","6.41"
"1993","66 und älter","Staedtischer Raum","6.69","6.5","701","6.52","6.86"
"1994","16-34 Jahre alt","Laendlicher Raum","6.58","6.5","993","6.45","6.71"
"1994","16-34 Jahre alt","Staedtischer Raum","6.42","6.5","2005","6.33","6.51"
"1994","35-65 Jahre alt","Laendlicher Raum","6.59","6.5","1558","6.49","6.69"
"1994","35-65 Jahre alt","Staedtischer Raum","6.4","6.5","2900","6.32","6.48"
"1994","66 und älter","Laendlicher Raum","6.49","6.5","400","6.27","6.71"
"1994","66 und älter","Staedtischer Raum","6.6","6.5","736","6.44","6.76"
"1995","16-34 Jahre alt","Laendlicher Raum","6.6","6.5","1059","6.48","6.72"
"1995","16-34 Jahre alt","Staedtischer Raum","6.42","5.5","2124","6.33","6.51"
"1995","35-65 Jahre alt","Laendlicher Raum","6.49","6.5","1605","6.39","6.59"
"1995","35-65 Jahre alt","Staedtischer Raum","6.47","6.5","3121","6.4","6.54"
"1995","66 und älter","Laendlicher Raum","6.62","6.5","400","6.41","6.83"
"1995","66 und älter","Staedtischer Raum","6.57","6.5","768","6.41","6.73"
"1996","16-34 Jahre alt","Laendlicher Raum","6.68","6.5","1009","6.56","6.8"
"1996","16-34 Jahre alt","Staedtischer Raum","6.49","6.5","2110","6.4","6.58"
"1996","35-65 Jahre alt","Laendlicher Raum","6.58","6.5","1665","6.48","6.68"
"1996","35-65 Jahre alt","Staedtischer Raum","6.39","6.5","2988","6.32","6.46"
"1996","66 und älter","Laendlicher Raum","6.41","6.5","402","6.2","6.62"
"1996","66 und älter","Staedtischer Raum","6.62","6.5","788","6.46","6.78"
"1997","16-34 Jahre alt","Laendlicher Raum","6.58","6.5","1012","6.46","6.7"
"1997","16-34 Jahre alt","Staedtischer Raum","6.57","6.5","2030","6.48","6.66"
"1997","35-65 Jahre alt","Laendlicher Raum","6.6","6.5","1672","6.51","6.69"
"1997","35-65 Jahre alt","Staedtischer Raum","6.32","6.5","2975","6.25","6.39"
"1997","66 und älter","Laendlicher Raum","6.21","5.5","397","6","6.42"
"1997","66 und älter","Staedtischer Raum","6.64","6.5","795","6.48","6.8"
"1998","16-34 Jahre alt","Laendlicher Raum","6.67","6.5","1084","6.55","6.79"
"1998","16-34 Jahre alt","Staedtischer Raum","6.43","6.5","2124","6.34","6.52"
"1998","35-65 Jahre alt","Laendlicher Raum","6.61","6.5","1940","6.52","6.7"
"1998","35-65 Jahre alt","Staedtischer Raum","6.57","6.5","3361","6.5","6.64"
"1998","66 und älter","Laendlicher Raum","6.46","6.5","455","6.26","6.66"
"1998","66 und älter","Staedtischer Raum","6.59","6.5","923","6.44","6.74"
"1999","16-34 Jahre alt","Laendlicher Raum","6.65","6.5","1046","6.53","6.77"
"1999","16-34 Jahre alt","Staedtischer Raum","6.39","6.5","2044","6.3","6.48"
"1999","35-65 Jahre alt","Laendlicher Raum","6.55","6.5","1890","6.46","6.64"
"1999","35-65 Jahre alt","Staedtischer Raum","6.48","6.5","3338","6.41","6.55"
"1999","66 und älter","Laendlicher Raum","6.34","5.5","465","6.16","6.52"
"1999","66 und älter","Staedtischer Raum","6.67","6.5","904","6.53","6.81"
"2000","16-34 Jahre alt","Laendlicher Raum","6.74","6.5","1649","6.64","6.84"
"2000","16-34 Jahre alt","Staedtischer Raum","6.49","6.5","3120","6.41","6.57"
"2000","35-65 Jahre alt","Laendlicher Raum","6.66","6.5","3456","6.59","6.73"
"2000","35-65 Jahre alt","Staedtischer Raum","6.6","6.5","6331","6.55","6.65"
"2000","66 und älter","Laendlicher Raum","6.57","6.5","972","6.44","6.7"
"2000","66 und älter","Staedtischer Raum","6.66","6.5","1762","6.56","6.76"
"2001","16-34 Jahre alt","Laendlicher Raum","6.66","6.5","1485","6.55","6.77"
"2001","16-34 Jahre alt","Staedtischer Raum","6.51","6.5","2808","6.43","6.59"
"2001","35-65 Jahre alt","Laendlicher Raum","6.68","6.5","3214","6.61","6.75"
"2001","35-65 Jahre alt","Staedtischer Raum","6.62","6.5","5880","6.57","6.67"
"2001","66 und älter","Laendlicher Raum","6.69","6.5","912","6.56","6.82"
"2001","66 und älter","Staedtischer Raum","6.75","6.5","1692","6.64","6.86"
"2002","16-34 Jahre alt","Laendlicher Raum","6.67","6.5","1411","6.56","6.78"
"2002","16-34 Jahre alt","Staedtischer Raum","6.38","6.5","2643","6.3","6.46"
"2002","35-65 Jahre alt","Laendlicher Raum","6.62","6.5","3295","6.55","6.69"
"2002","35-65 Jahre alt","Staedtischer Raum","6.5","6.5","6473","6.45","6.55"
"2002","66 und älter","Laendlicher Raum","6.55","6.5","929","6.42","6.68"
"2002","66 und älter","Staedtischer Raum","6.56","6.5","1809","6.46","6.66"
"2003","16-34 Jahre alt","Laendlicher Raum","6.69","6.5","1400","6.59","6.79"
"2003","16-34 Jahre alt","Staedtischer Raum","6.49","6.5","2645","6.41","6.57"
"2003","35-65 Jahre alt","Laendlicher Raum","6.54","6.5","3240","6.47","6.61"
"2003","35-65 Jahre alt","Staedtischer Raum","6.51","6.5","6314","6.46","6.56"
"2003","66 und älter","Laendlicher Raum","6.62","6.5","978","6.49","6.75"
"2003","66 und älter","Staedtischer Raum","6.72","6.5","1840","6.62","6.82"
"2004","16-34 Jahre alt","Laendlicher Raum","6.64","6.5","1387","6.53","6.75"
"2004","16-34 Jahre alt","Staedtischer Raum","6.54","6.5","2508","6.46","6.62"
"2004","35-65 Jahre alt","Laendlicher Raum","6.62","6.5","3176","6.55","6.69"
"2004","35-65 Jahre alt","Staedtischer Raum","6.47","6.5","6151","6.42","6.52"
"2004","66 und älter","Laendlicher Raum","6.54","6.5","1016","6.41","6.67"
"2004","66 und älter","Staedtischer Raum","6.51","6.5","1917","6.41","6.61"
"2005","16-34 Jahre alt","Laendlicher Raum","6.63","6.5","1356","6.52","6.74"
"2005","16-34 Jahre alt","Staedtischer Raum","6.54","6.5","2458","6.46","6.62"
"2005","35-65 Jahre alt","Laendlicher Raum","6.55","6.5","3029","6.48","6.62"
"2005","35-65 Jahre alt","Staedtischer Raum","6.48","6.5","5823","6.43","6.53"
"2005","66 und älter","Laendlicher Raum","6.67","6.5","1002","6.54","6.8"
"2005","66 und älter","Staedtischer Raum","6.46","6.5","1922","6.36","6.56"
"2006","16-34 Jahre alt","Laendlicher Raum","6.76","6.5","1293","6.65","6.87"
"2006","16-34 Jahre alt","Staedtischer Raum","6.54","6.5","2435","6.46","6.62"
"2006","35-65 Jahre alt","Laendlicher Raum","6.57","6.5","3303","6.5","6.64"
"2006","35-65 Jahre alt","Staedtischer Raum","6.5","6.5","6306","6.45","6.55"
"2006","66 und älter","Laendlicher Raum","6.56","6.5","1216","6.44","6.68"
"2006","66 und älter","Staedtischer Raum","6.54","6.5","2195","6.45","6.63"
"2007","16-34 Jahre alt","Laendlicher Raum","6.76","6.5","1219","6.65","6.87"
"2007","16-34 Jahre alt","Staedtischer Raum","6.7","6.5","2238","6.62","6.78"
"2007","35-65 Jahre alt","Laendlicher Raum","6.61","6.5","3109","6.54","6.68"
"2007","35-65 Jahre alt","Staedtischer Raum","6.49","6.5","5830","6.44","6.54"
"2007","66 und älter","Laendlicher Raum","6.53","6.5","1197","6.42","6.64"
"2007","66 und älter","Staedtischer Raum","6.67","6.5","2185","6.58","6.76"
"2008","16-34 Jahre alt","Laendlicher Raum","6.79","6.5","1115","6.67","6.91"
"2008","16-34 Jahre alt","Staedtischer Raum","6.63","6.5","2022","6.54","6.72"
"2008","35-65 Jahre alt","Laendlicher Raum","6.68","6.5","2956","6.61","6.75"
"2008","35-65 Jahre alt","Staedtischer Raum","6.54","6.5","5442","6.49","6.59"
"2008","66 und älter","Laendlicher Raum","6.71","6.5","1169","6.6","6.82"
"2008","66 und älter","Staedtischer Raum","6.72","6.5","2130","6.63","6.81"
"2009","16-34 Jahre alt","Laendlicher Raum","6.9","6.5","1020","6.78","7.02"
"2009","16-34 Jahre alt","Staedtischer Raum","6.61","6.5","1901","6.52","6.7"
"2009","35-65 Jahre alt","Laendlicher Raum","6.64","6.5","2829","6.57","6.71"
"2009","35-65 Jahre alt","Staedtischer Raum","6.62","6.5","5113","6.57","6.67"
"2009","66 und älter","Laendlicher Raum","6.65","6.5","1137","6.53","6.77"
"2009","66 und älter","Staedtischer Raum","6.67","6.5","2037","6.58","6.76"
"2010","16-34 Jahre alt","Laendlicher Raum","6.99","6.5","1867","6.9","7.08"
"2010","16-34 Jahre alt","Staedtischer Raum","6.76","6.5","3458","6.69","6.83"
"2010","35-65 Jahre alt","Laendlicher Raum","6.72","6.5","3889","6.66","6.78"
"2010","35-65 Jahre alt","Staedtischer Raum","6.63","6.5","7193","6.58","6.68"
"2010","66 und älter","Laendlicher Raum","6.75","6.5","1106","6.63","6.87"
"2010","66 und älter","Staedtischer Raum","6.68","6.5","2063","6.59","6.77"
"2011","16-34 Jahre alt","Laendlicher Raum","7.03","6.5","1826","6.94","7.12"
"2011","16-34 Jahre alt","Staedtischer Raum","6.94","6.5","3331","6.87","7.01"
"2011","35-65 Jahre alt","Laendlicher Raum","6.78","6.5","4566","6.72","6.84"
"2011","35-65 Jahre alt","Staedtischer Raum","6.67","6.5","8137","6.63","6.71"
"2011","66 und älter","Laendlicher Raum","6.62","6.5","1223","6.51","6.73"
"2011","66 und älter","Staedtischer Raum","6.67","6.5","2345","6.59","6.75"
"2012","16-34 Jahre alt","Laendlicher Raum","7.03","6.5","1753","6.94","7.12"
"2012","16-34 Jahre alt","Staedtischer Raum","6.95","6.5","3198","6.88","7.02"
"2012","35-65 Jahre alt","Laendlicher Raum","6.86","6.5","4864","6.81","6.91"
"2012","35-65 Jahre alt","Staedtischer Raum","6.76","6.5","8317","6.72","6.8"
"2012","66 und älter","Laendlicher Raum","6.71","6.5","1419","6.6","6.82"
"2012","66 und älter","Staedtischer Raum","6.81","6.5","2544","6.73","6.89"
"2013","16-34 Jahre alt","Laendlicher Raum","7.08","6.5","1641","6.99","7.17"
"2013","16-34 Jahre alt","Staedtischer Raum","6.91","6.5","2935","6.84","6.98"
"2013","35-65 Jahre alt","Laendlicher Raum","6.89","6.5","4802","6.84","6.94"
"2013","35-65 Jahre alt","Staedtischer Raum","6.73","6.5","8026","6.69","6.77"
"2013","66 und älter","Laendlicher Raum","6.77","6.5","1457","6.67","6.87"
"2013","66 und älter","Staedtischer Raum","6.87","6.5","2562","6.79","6.95"
"2014","16-34 Jahre alt","Laendlicher Raum","7.15","6.5","1650","7.06","7.24"
"2014","16-34 Jahre alt","Staedtischer Raum","6.99","6.5","3623","6.93","7.05"
"2014","35-65 Jahre alt","Laendlicher Raum","6.85","6.5","4742","6.79","6.91"
"2014","35-65 Jahre alt","Staedtischer Raum","6.71","6.5","8570","6.67","6.75"
"2014","66 und älter","Laendlicher Raum","6.8","6.5","1417","6.7","6.9"
"2014","66 und älter","Staedtischer Raum","6.8","6.5","2559","6.73","6.87"
"2015","16-34 Jahre alt","Laendlicher Raum","7.16","6.5","1505","7.06","7.26"
"2015","16-34 Jahre alt","Staedtischer Raum","7.09","6.5","3143","7.02","7.16"
"2015","35-65 Jahre alt","Laendlicher Raum","6.92","6.5","4456","6.87","6.97"
"2015","35-65 Jahre alt","Staedtischer Raum","6.77","6.5","7888","6.73","6.81"
"2015","66 und älter","Laendlicher Raum","6.76","6.5","1446","6.66","6.86"
"2015","66 und älter","Staedtischer Raum","6.83","6.5","2518","6.75","6.91"
"2016","16-34 Jahre alt","Laendlicher Raum","7.12","6.5","1463","7.02","7.22"
"2016","16-34 Jahre alt","Staedtischer Raum","6.98","6.5","3150","6.91","7.05"
"2016","35-65 Jahre alt","Laendlicher Raum","6.95","6.5","4317","6.89","7.01"
"2016","35-65 Jahre alt","Staedtischer Raum","6.8","6.5","7734","6.76","6.84"
"2016","66 und älter","Laendlicher Raum","6.82","6.5","1452","6.72","6.92"
"2016","66 und älter","Staedtischer Raum","6.76","6.5","2426","6.69","6.83"
"2017","16-34 Jahre alt","Laendlicher Raum","7.03","6.5","1649","6.94","7.12"
"2017","16-34 Jahre alt","Staedtischer Raum","7.09","6.5","3530","7.03","7.15"
"2017","35-65 Jahre alt","Laendlicher Raum","6.89","6.5","4897","6.84","6.94"
"2017","35-65 Jahre alt","Staedtischer Raum","6.79","6.5","8763","6.75","6.83"
"2017","66 und älter","Laendlicher Raum","6.86","6.5","1557","6.76","6.96"
"2017","66 und älter","Staedtischer Raum","6.77","6.5","2679","6.7","6.84"
"2018","16-34 Jahre alt","Laendlicher Raum","6.99","6.5","1594","6.9","7.08"
"2018","16-34 Jahre alt","Staedtischer Raum","7.05","6.5","3558","6.99","7.11"
"2018","35-65 Jahre alt","Laendlicher Raum","6.84","6.5","4696","6.79","6.89"
"2018","35-65 Jahre alt","Staedtischer Raum","6.71","6.5","8360","6.67","6.75"
"2018","66 und älter","Laendlicher Raum","6.82","6.5","1565","6.73","6.91"
"2018","66 und älter","Staedtischer Raum","6.83","6.5","2706","6.76","6.9"
"2019","16-34 Jahre alt","Laendlicher Raum","7.02","6.5","1414","6.92","7.12"
"2019","16-34 Jahre alt","Staedtischer Raum","7.22","6.5","3172","7.15","7.29"
"2019","35-65 Jahre alt","Laendlicher Raum","6.91","6.5","4766","6.86","6.96"
"2019","35-65 Jahre alt","Staedtischer Raum","6.81","6.5","8414","6.77","6.85"
"2019","66 und älter","Laendlicher Raum","6.96","6.5","1612","6.87","7.05"
"2019","66 und älter","Staedtischer Raum","6.78","6.5","2796","6.71","6.85"
"2020","16-34 Jahre alt","Laendlicher Raum","7","6.5","1614","6.9","7.1"
"2020","16-34 Jahre alt","Staedtischer Raum","7.21","7.5","3980","7.15","7.27"
"2020","35-65 Jahre alt","Laendlicher Raum","6.82","6.5","4502","6.77","6.87"
"2020","35-65 Jahre alt","Staedtischer Raum","6.8","6.5","8370","6.76","6.84"
"2020","66 und älter","Laendlicher Raum","6.88","6.5","1572","6.79","6.97"
"2020","66 und älter","Staedtischer Raum","6.74","6.5","2611","6.66","6.82"
