year,pgisced97,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,1st Quintile,34,2.47159,1.97264,2.97053,1.22052,2.00000,3.00000,1.00000,5.66922,2.00000,2.00000,3.00000
1984,Pre-primary Level,2nd Quintile,38,2.07521,1.67591,2.47450,1.00000,2.00000,2.33702,1.00000,4.34254,2.00000,1.00000,2.00000
1984,Pre-primary Level,3rd Quintile,33,2.41817,1.95072,2.88562,1.90294,2.00000,3.00000,1.00000,4.64560,2.00000,2.00000,2.02500
1984,Pre-primary Level,4th Quintile,36,2.60144,2.05512,3.14776,1.00000,2.00000,4.00000,1.00000,6.00000,2.00000,1.00000,4.00000
1984,Pre-primary Level,5th Quintile,,,,,,,,,,,,
1984,Primary Level,1st Quintile,174,2.79100,2.46884,3.11316,1.00000,2.00000,3.00000,1.00000,6.00000,2.00000,2.00000,2.00000
1984,Primary Level,2nd Quintile,114,2.15337,1.90655,2.40018,1.00000,2.00000,3.00000,1.00000,6.00000,2.00000,1.00000,2.00000
1984,Primary Level,3rd Quintile,78,2.33301,1.76594,2.90009,1.00000,1.00000,3.00000,1.00000,6.00000,1.00000,1.00000,2.00000
1984,Primary Level,4th Quintile,67,2.03232,1.73130,2.33334,1.00000,2.00000,3.00000,1.00000,6.00000,2.00000,1.00000,2.00000
1984,Primary Level,5th Quintile,41,1.60468,1.38530,1.82407,1.00000,1.00000,2.00000,1.00000,3.50000,1.00000,1.00000,2.00000
1984,Lower Secondary Level,1st Quintile,558,2.44205,2.28521,2.59890,1.00000,2.00000,3.00000,1.00000,6.00000,2.00000,2.00000,2.00000
1984,Lower Secondary Level,2nd Quintile,485,2.10995,1.97409,2.24580,1.00000,2.00000,3.00000,1.00000,6.00000,2.00000,2.00000,2.00000
1984,Lower Secondary Level,3rd Quintile,440,2.12133,1.96578,2.27689,1.00000,2.00000,2.00000,1.00000,3.50000,2.00000,1.00000,2.00000
