year,regtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,West,8644,1.62925,1.59020,1.66831,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1985,Rural regions,West,2325,1.51363,1.44961,1.57764,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1986,Urban regions,West,8322,1.52648,1.48933,1.56363,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1986,Rural regions,West,2228,1.45380,1.39196,1.51564,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1987,Urban regions,West,8220,1.58082,1.54107,1.62057,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1987,Rural regions,West,2199,1.38833,1.33164,1.44503,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1988,Urban regions,West,7885,1.54366,1.50497,1.58235,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1988,Rural regions,West,2057,1.43809,1.37791,1.49827,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1989,Urban regions,West,7680,1.53041,1.48943,1.57139,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1989,Rural regions,West,1956,1.35406,1.29100,1.41712,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1990,Urban regions,West,,,,,,,,,,,,
1990,Urban regions,East,1435,1.66862,1.57206,1.76517,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1990,Rural regions,West,,,,,,,,,,,,
1990,Rural regions,East,2835,1.30185,1.23861,1.36508,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1991,Urban regions,West,7316,1.95220,1.90843,1.99597,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1991,Urban regions,East,1320,1.91220,1.80950,2.01489,1.00000,1.00000,3.00000,0.00000,6.00000,1.00000,1.00000,2.00000
1991,Rural regions,West,1972,1.78641,1.71726,1.85557,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
1991,Rural regions,East,2696,1.63411,1.56824,1.69997,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1992,Urban regions,West,7238,1.96497,1.91799,2.01194,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1992,Urban regions,East,1310,1.98973,1.87869,2.10077,0.00000,2.00000,3.00000,0.00000,7.50000,2.00000,1.00000,2.00000
1992,Rural regions,West,1959,1.82148,1.74253,1.90043,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
1992,Rural regions,East,2532,1.69373,1.61729,1.77018,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1993,Urban regions,West,7187,1.98974,1.93974,2.03973,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1993,Urban regions,East,1304,1.89724,1.78221,2.01226,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000
1993,Rural regions,West,1963,1.77363,1.69118,1.85609,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.02500
1993,Rural regions,East,2496,1.75308,1.67672,1.82944,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1994,Urban regions,West,7075,2.32896,2.27900,2.37893,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1994,Urban regions,East,1303,2.26643,2.14740,2.38547,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1994,Rural regions,West,1916,2.08552,2.00547,2.16558,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1994,Rural regions,East,2449,2.05805,1.97727,2.13882,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1995,Urban regions,West,7411,2.01637,1.96749,2.06525,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1995,Urban regions,East,1216,1.99574,1.88290,2.10857,0.00000,2.00000,3.00000,0.00000,7.50000,2.00000,1.00000,2.00000
1995,Rural regions,West,2063,1.89714,1.81896,1.97533,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1995,Rural regions,East,2462,1.75900,1.68402,1.83398,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
1996,Urban regions,West,7194,2.28765,2.23718,2.33813,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1996,Urban regions,East,1232,2.13898,2.03269,2.24526,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1996,Rural regions,West,2042,2.12983,2.05179,2.20788,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1996,Rural regions,East,2431,2.10582,2.03077,2.18087,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1997,Urban regions,West,7106,2.06195,2.01233,2.11157,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1997,Urban regions,East,1195,1.94227,1.83423,2.05030,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1997,Rural regions,West,2002,1.96088,1.87545,2.04630,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1997,Rural regions,East,2406,1.91078,1.83169,1.98988,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000
1998,Urban regions,West,7640,2.24129,2.19497,2.28761,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1998,Urban regions,East,1204,2.18696,2.08016,2.29375,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1998,Rural regions,West,2247,2.16954,2.08964,2.24945,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1998,Rural regions,East,2514,2.22789,2.14929,2.30648,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1999,Urban regions,West,7570,2.02807,1.98046,2.07569,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1999,Urban regions,East,1230,2.04284,1.93692,2.14877,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1999,Rural regions,West,2223,1.95401,1.87698,2.03104,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1999,Rural regions,East,2533,1.90888,1.83631,1.98145,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
2000,Urban regions,West,13812,2.32001,2.28514,2.35488,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2000,Urban regions,East,1842,2.24247,2.15561,2.32933,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2000,Rural regions,West,4347,2.21763,2.16233,2.27293,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2000,Rural regions,East,3969,2.36927,2.30414,2.43439,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2001,Urban regions,West,12549,2.21437,2.17637,2.25237,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2001,Urban regions,East,1743,2.17264,2.07927,2.26601,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2001,Rural regions,West,3880,2.08617,2.02476,2.14758,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2001,Rural regions,East,3680,2.24922,2.18562,2.31282,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2002,Urban regions,West,13472,2.47693,2.44001,2.51385,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2002,Urban regions,East,1767,2.33524,2.24435,2.42613,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2002,Rural regions,West,4043,2.35815,2.29253,2.42377,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2002,Rural regions,East,3649,2.46449,2.39801,2.53097,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2003,Urban regions,West,12986,2.28755,2.24904,2.32607,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2003,Urban regions,East,1761,2.29015,2.18722,2.39308,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2003,Rural regions,West,3816,2.17711,2.11021,2.24401,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2003,Rural regions,East,3579,2.32421,2.25556,2.39286,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2004,Urban regions,West,12589,2.45809,2.42170,2.49448,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2004,Urban regions,East,1762,2.51310,2.41177,2.61443,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2004,Rural regions,West,3767,2.43522,2.37017,2.50027,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2004,Rural regions,East,3456,2.55315,2.48351,2.62279,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,2.00000
2005,Urban regions,West,12073,2.26284,2.22478,2.30090,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2005,Urban regions,East,1699,2.28820,2.18637,2.39004,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2005,Rural regions,West,3577,2.21156,2.14184,2.28127,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2005,Rural regions,East,3322,2.22038,2.15103,2.28974,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2006,Urban regions,West,12724,2.49214,2.45523,2.52905,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2006,Urban regions,East,1742,2.46983,2.36370,2.57596,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2006,Rural regions,West,3941,2.41148,2.34871,2.47426,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2006,Rural regions,East,3524,2.43176,2.36243,2.50109,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2007,Urban regions,West,11797,2.25115,2.21228,2.29003,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2007,Urban regions,East,1671,2.14090,2.04066,2.24115,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2007,Rural regions,West,3679,2.14710,2.07825,2.21595,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2007,Rural regions,East,3336,2.14599,2.07506,2.21692,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2008,Urban regions,West,11071,2.45958,2.42038,2.49878,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2008,Urban regions,East,1611,2.49604,2.39285,2.59923,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2008,Rural regions,West,3455,2.30624,2.24199,2.37048,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2008,Rural regions,East,3149,2.31208,2.24135,2.38281,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2009,Urban regions,West,10174,2.19563,2.15317,2.23808,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2009,Urban regions,East,1531,2.22607,2.11563,2.33650,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2009,Rural regions,West,3289,2.02801,1.96213,2.09390,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2009,Rural regions,East,3002,2.04749,1.97176,2.12322,1.00000,1.00000,3.00000,0.00000,6.00000,1.00000,1.00000,2.00000
2010,Urban regions,West,13764,2.43020,2.39407,2.46633,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2010,Urban regions,East,1895,2.55199,2.44805,2.65592,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2010,Rural regions,West,4719,2.33187,2.27685,2.38689,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
