year,age_gr,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,0-16 y.,Urban regions,,,,,,,,,,,,
1985,0-16 y.,Rural regions,,,,,,,,,,,,
1985,17-29 y.,Urban regions,2485,1.88554,1.81550,1.95558,1.00000,2.00000,2.00000,0.00000,3.50000,2.00000,1.00000,2.00000
1985,17-29 y.,Rural regions,640,1.71938,1.60742,1.83134,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
1985,30-45 y.,Urban regions,2745,1.32197,1.26352,1.38042,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1985,30-45 y.,Rural regions,717,1.17753,1.09033,1.26473,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1985,46-65 y.,Urban regions,2603,1.49399,1.42602,1.56196,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1985,46-65 y.,Rural regions,684,1.34278,1.22797,1.45758,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1985,66 and older,Urban regions,811,1.97214,1.80976,2.13451,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000
1985,66 and older,Rural regions,284,1.95765,1.72003,2.19528,0.96165,2.00000,3.00000,0.00000,6.05753,2.00000,1.00000,2.00000
1986,0-16 y.,Urban regions,,,,,,,,,,,,
1986,0-16 y.,Rural regions,,,,,,,,,,,,
1986,17-29 y.,Urban regions,2415,1.74865,1.67983,1.81747,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
1986,17-29 y.,Rural regions,632,1.55726,1.44856,1.66595,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
1986,30-45 y.,Urban regions,2591,1.27165,1.21436,1.32894,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1986,30-45 y.,Rural regions,672,1.12255,1.04141,1.20368,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1986,46-65 y.,Urban regions,2556,1.42471,1.35873,1.49068,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1986,46-65 y.,Rural regions,661,1.24450,1.13700,1.35201,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1986,66 and older,Urban regions,760,1.78021,1.63552,1.92490,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.02500
1986,66 and older,Rural regions,263,2.08559,1.85095,2.32023,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1987,0-16 y.,Urban regions,,,,,,,,,,,,
1987,0-16 y.,Rural regions,,,,,,,,,,,,
1987,17-29 y.,Urban regions,2365,1.80287,1.72405,1.88169,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
1987,17-29 y.,Rural regions,633,1.59397,1.48871,1.69922,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1987,30-45 y.,Urban regions,2516,1.30390,1.23963,1.36818,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1987,30-45 y.,Rural regions,649,1.02191,0.94554,1.09828,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1987,46-65 y.,Urban regions,2548,1.47707,1.40952,1.54462,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1987,46-65 y.,Rural regions,651,1.27336,1.17251,1.37420,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1987,66 and older,Urban regions,791,1.87033,1.72845,2.01220,0.00000,2.00000,3.00000,0.00000,7.50000,2.00000,1.00000,2.00000
1987,66 and older,Rural regions,266,1.78182,1.58160,1.98204,0.00000,1.84907,3.00000,0.00000,7.50000,2.00000,1.00000,2.00000
1988,0-16 y.,Urban regions,,,,,,,,,,,,
1988,0-16 y.,Rural regions,,,,,,,,,,,,
1988,17-29 y.,Urban regions,2298,1.71141,1.63950,1.78331,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
1988,17-29 y.,Rural regions,570,1.60582,1.49933,1.71230,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
1988,30-45 y.,Urban regions,2327,1.28786,1.22772,1.34800,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1988,30-45 y.,Rural regions,616,1.20957,1.10917,1.30998,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1988,46-65 y.,Urban regions,2483,1.44350,1.37445,1.51255,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1988,46-65 y.,Rural regions,622,1.34298,1.24122,1.44474,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1988,66 and older,Urban regions,777,1.86660,1.72473,2.00847,0.00000,2.00000,3.00000,0.00000,7.50000,2.00000,1.00000,2.00000
1988,66 and older,Rural regions,249,1.69438,1.47978,1.90899,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000
1989,0-16 y.,Urban regions,,,,,,,,,,,,
1989,0-16 y.,Rural regions,,,,,,,,,,,,
1989,17-29 y.,Urban regions,2264,1.71346,1.63597,1.79094,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1989,17-29 y.,Rural regions,557,1.51059,1.40363,1.61756,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1989,30-45 y.,Urban regions,2267,1.24325,1.18333,1.30317,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1989,30-45 y.,Rural regions,570,1.13040,1.00651,1.25428,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1989,46-65 y.,Urban regions,2391,1.48054,1.40832,1.55276,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1989,46-65 y.,Rural regions,583,1.29323,1.18729,1.39916,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1989,66 and older,Urban regions,758,1.79925,1.64087,1.95764,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,2.00000
1989,66 and older,Rural regions,246,1.54573,1.34534,1.74612,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,2.00000
1990,0-16 y.,Urban regions,,,,,,,,,,,,
1990,0-16 y.,Rural regions,,,,,,,,,,,,
1990,17-29 y.,Urban regions,365,1.72671,1.53878,1.91463,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000
1990,17-29 y.,Rural regions,738,1.37102,1.25704,1.48501,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1990,30-45 y.,Urban regions,491,1.18845,1.06718,1.30973,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1990,30-45 y.,Rural regions,971,1.03864,0.95078,1.12649,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1990,46-65 y.,Urban regions,456,1.59616,1.44412,1.74819,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,2.00000
1990,46-65 y.,Rural regions,843,1.22107,1.10932,1.33282,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1990,66 and older,Urban regions,123,2.68322,2.20701,3.15943,0.00000,2.00000,4.00000,0.00000,10.00000,2.00000,2.00000,3.00000
1990,66 and older,Rural regions,283,1.79646,1.52413,2.06880,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
1991,0-16 y.,Urban regions,,,,,,,,,,,,
1991,0-16 y.,Rural regions,,,,,,,,,,,,
1991,17-29 y.,Urban regions,2389,2.01009,1.94042,2.07977,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1991,17-29 y.,Rural regions,1238,1.92200,1.83225,2.01174,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1991,30-45 y.,Urban regions,2698,1.49353,1.44316,1.54390,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1991,30-45 y.,Rural regions,1519,1.37962,1.30937,1.44988,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1991,46-65 y.,Urban regions,2653,1.87410,1.80291,1.94528,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
1991,46-65 y.,Rural regions,1405,1.61451,1.53003,1.69900,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1991,66 and older,Urban regions,896,2.74316,2.57244,2.91388,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,2.02500
1991,66 and older,Rural regions,506,2.16924,2.00109,2.33738,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1992,0-16 y.,Urban regions,,,,,,,,,,,,
1992,0-16 y.,Rural regions,,,,,,,,,,,,
1992,17-29 y.,Urban regions,2327,1.98070,1.90760,2.05380,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1992,17-29 y.,Rural regions,1171,1.83686,1.72998,1.94374,1.00000,1.00000,3.00000,0.00000,6.00000,1.00000,1.00000,2.00000
1992,30-45 y.,Urban regions,2699,1.50168,1.44298,1.56038,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1992,30-45 y.,Rural regions,1476,1.33265,1.25931,1.40600,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1992,46-65 y.,Urban regions,2608,1.95787,1.87861,2.03713,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1992,46-65 y.,Rural regions,1346,1.70160,1.60620,1.79700,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1992,66 and older,Urban regions,914,2.73701,2.56480,2.90922,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,2.00000
1992,66 and older,Rural regions,498,2.46392,2.26318,2.66467,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1993,0-16 y.,Urban regions,,,,,,,,,,,,
1993,0-16 y.,Rural regions,,,,,,,,,,,,
1993,17-29 y.,Urban regions,2289,1.99700,1.92177,2.07223,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1993,17-29 y.,Rural regions,1153,1.74404,1.64810,1.83998,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
1993,30-45 y.,Urban regions,2698,1.44878,1.38584,1.51171,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1993,30-45 y.,Rural regions,1468,1.19946,1.13067,1.26826,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1993,46-65 y.,Urban regions,2581,1.90301,1.82105,1.98497,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000
1993,46-65 y.,Rural regions,1321,1.71909,1.62455,1.81364,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,2.00000
1993,66 and older,Urban regions,923,3.00593,2.82142,3.19045,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,2.00000
1993,66 and older,Rural regions,517,2.70601,2.48062,2.93139,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,2.00000
1994,0-16 y.,Urban regions,,,,,,,,,,,,
1994,0-16 y.,Rural regions,,,,,,,,,,,,
1994,17-29 y.,Urban regions,2211,2.43937,2.35798,2.52077,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1994,17-29 y.,Rural regions,1100,2.19859,2.09058,2.30659,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1994,30-45 y.,Urban regions,2678,1.71404,1.65195,1.77614,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1994,30-45 y.,Rural regions,1438,1.53548,1.45611,1.61486,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1994,46-65 y.,Urban regions,2531,2.25711,2.17752,2.33670,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1994,46-65 y.,Rural regions,1318,1.96256,1.86692,2.05819,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1994,66 and older,Urban regions,958,3.31857,3.14040,3.49674,1.00000,3.00000,5.00000,0.00000,11.00000,3.00000,3.00000,3.00000
1994,66 and older,Rural regions,509,2.95319,2.75287,3.15352,1.00000,3.00000,4.00000,0.00000,8.50000,3.00000,2.00000,3.00000
1995,0-16 y.,Urban regions,,,,,,,,,,,,
1995,0-16 y.,Rural regions,,,,,,,,,,,,
1995,17-29 y.,Urban regions,2208,2.06154,1.98632,2.13676,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1995,17-29 y.,Rural regions,1114,1.95858,1.85502,2.06214,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1995,30-45 y.,Urban regions,2873,1.40767,1.35113,1.46421,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
