year,age_gr,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1995,30-45 y.,Rural regions,1543,1.30929,1.23986,1.37871,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1995,46-65 y.,Urban regions,2558,1.97609,1.89475,2.05742,0.00000,2.00000,3.00000,0.00000,7.50000,2.00000,1.00000,2.00000
1995,46-65 y.,Rural regions,1364,1.80437,1.70590,1.90285,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000
1995,66 and older,Urban regions,988,3.03750,2.85967,3.21532,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,3.00000
1995,66 and older,Rural regions,504,2.63230,2.43681,2.82778,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,3.00000
1996,0-16 y.,Urban regions,,,,,,,,,,,,
1996,0-16 y.,Rural regions,,,,,,,,,,,,
1996,17-29 y.,Urban regions,2049,2.39128,2.30674,2.47582,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1996,17-29 y.,Rural regions,1080,2.29522,2.18598,2.40447,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1996,30-45 y.,Urban regions,2898,1.66128,1.60302,1.71954,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1996,30-45 y.,Rural regions,1520,1.54746,1.47969,1.61524,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1996,46-65 y.,Urban regions,2476,2.21165,2.13033,2.29296,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1996,46-65 y.,Rural regions,1376,2.00302,1.91047,2.09558,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1996,66 and older,Urban regions,1003,3.27653,3.10123,3.45184,2.00000,3.00000,4.00000,0.00000,7.00000,3.00000,2.00000,3.00000
1996,66 and older,Rural regions,497,3.04911,2.85321,3.24502,2.00000,3.00000,4.00000,0.00000,7.00000,3.00000,2.00000,3.00000
1997,0-16 y.,Urban regions,,,,,,,,,,,,
1997,0-16 y.,Rural regions,,,,,,,,,,,,
1997,17-29 y.,Urban regions,1962,2.19667,2.11058,2.28277,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1997,17-29 y.,Rural regions,1048,1.98656,1.87068,2.10244,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1997,30-45 y.,Urban regions,2875,1.45349,1.39855,1.50843,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1997,30-45 y.,Rural regions,1478,1.30199,1.23075,1.37323,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1997,46-65 y.,Urban regions,2451,1.92921,1.84819,2.01024,0.00000,2.00000,3.00000,0.00000,7.50000,2.00000,1.00000,2.00000
1997,46-65 y.,Rural regions,1372,1.90669,1.80721,2.00616,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1997,66 and older,Urban regions,1013,3.10531,2.93615,3.27447,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,3.00000
1997,66 and older,Rural regions,510,2.96350,2.75189,3.17510,2.00000,2.00000,4.00000,0.00000,7.00000,2.00000,2.00000,3.00000
1998,0-16 y.,Urban regions,,,,,,,,,,,,
1998,0-16 y.,Rural regions,,,,,,,,,,,,
1998,17-29 y.,Urban regions,1994,2.47035,2.38822,2.55248,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,2.00000
1998,17-29 y.,Rural regions,1076,2.35915,2.24466,2.47364,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1998,30-45 y.,Urban regions,3136,1.61436,1.56427,1.66445,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1998,30-45 y.,Rural regions,1629,1.49323,1.42393,1.56253,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1998,46-65 y.,Urban regions,2663,2.13678,2.05882,2.21474,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1998,46-65 y.,Rural regions,1532,2.15204,2.05737,2.24672,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1998,66 and older,Urban regions,1051,3.35207,3.19200,3.51215,2.00000,3.00000,5.00000,0.00000,9.50000,3.00000,3.00000,3.00000
1998,66 and older,Rural regions,524,3.37925,3.17483,3.58367,2.00000,3.00000,4.00000,0.00000,7.00000,3.00000,3.00000,3.00000
1999,0-16 y.,Urban regions,,,,,,,,,,,,
1999,0-16 y.,Rural regions,,,,,,,,,,,,
1999,17-29 y.,Urban regions,1904,2.19141,2.10451,2.27830,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1999,17-29 y.,Rural regions,1031,2.09389,1.98649,2.20128,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
1999,30-45 y.,Urban regions,3086,1.46622,1.41125,1.52119,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1999,30-45 y.,Rural regions,1611,1.29065,1.22568,1.35562,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
1999,46-65 y.,Urban regions,2639,1.95339,1.87210,2.03468,1.00000,1.00000,3.00000,0.00000,6.00000,1.00000,1.00000,2.00000
1999,46-65 y.,Rural regions,1505,1.86429,1.77636,1.95222,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,1.00000,2.00000
1999,66 and older,Urban regions,1171,2.90189,2.75531,3.04847,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,3.00000
1999,66 and older,Rural regions,609,2.89729,2.71175,3.08283,1.00000,3.00000,4.00000,0.00000,8.50000,3.00000,2.00000,3.00000
2000,0-16 y.,Urban regions,,,,,,,,,,,,
2000,0-16 y.,Rural regions,,,,,,,,,,,,
2000,17-29 y.,Urban regions,2899,2.51149,2.44184,2.58114,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2000,17-29 y.,Rural regions,1651,2.51966,2.42932,2.61000,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2000,30-45 y.,Urban regions,5377,1.65111,1.61316,1.68906,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
2000,30-45 y.,Rural regions,2760,1.60421,1.55268,1.65575,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
2000,46-65 y.,Urban regions,5068,2.25789,2.20307,2.31272,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2000,46-65 y.,Rural regions,2664,2.25575,2.18235,2.32916,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2000,66 and older,Urban regions,2310,3.29431,3.18326,3.40536,1.00000,3.00000,4.00000,0.00000,8.50000,3.00000,3.00000,3.00000
2000,66 and older,Rural regions,1241,3.09504,2.96123,3.22886,1.00000,3.00000,4.00000,0.00000,8.50000,3.00000,3.00000,3.00000
2001,0-16 y.,Urban regions,,,,,,,,,,,,
2001,0-16 y.,Rural regions,,,,,,,,,,,,
2001,17-29 y.,Urban regions,2612,2.30920,2.23410,2.38431,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2001,17-29 y.,Rural regions,1465,2.27888,2.18661,2.37114,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2001,30-45 y.,Urban regions,4853,1.55717,1.51413,1.60021,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
2001,30-45 y.,Rural regions,2458,1.40146,1.34710,1.45581,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
2001,46-65 y.,Urban regions,4626,2.13215,2.07268,2.19162,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2001,46-65 y.,Rural regions,2455,2.15695,2.08269,2.23121,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2001,66 and older,Urban regions,2201,3.28201,3.16562,3.39839,1.00000,3.00000,5.00000,0.00000,11.00000,3.00000,2.00000,3.00000
2001,66 and older,Rural regions,1182,3.09395,2.95566,3.23224,1.00000,3.00000,4.00000,0.00000,8.50000,3.00000,2.00000,3.00000
2002,0-16 y.,Urban regions,,,,,,,,,,,,
2002,0-16 y.,Rural regions,,,,,,,,,,,,
2002,17-29 y.,Urban regions,2649,2.63448,2.55811,2.71085,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,2.00000
2002,17-29 y.,Rural regions,1463,2.68929,2.59147,2.78711,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,3.00000
2002,30-45 y.,Urban regions,5007,1.74762,1.70455,1.79069,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
2002,30-45 y.,Rural regions,2415,1.62582,1.56328,1.68837,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
2002,46-65 y.,Urban regions,5243,2.40333,2.34625,2.46042,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2002,46-65 y.,Rural regions,2593,2.35841,2.28196,2.43486,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2002,66 and older,Urban regions,2340,3.49097,3.38267,3.59926,2.00000,3.00000,5.00000,0.00000,9.50000,3.00000,3.00000,3.00000
2002,66 and older,Rural regions,1221,3.34501,3.19977,3.49025,2.00000,3.00000,5.00000,0.00000,9.50000,3.00000,3.00000,3.00000
2003,0-16 y.,Urban regions,,,,,,,,,,,,
2003,0-16 y.,Rural regions,,,,,,,,,,,,
2003,17-29 y.,Urban regions,2619,2.37669,2.29582,2.45755,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2003,17-29 y.,Rural regions,1383,2.40484,2.29704,2.51264,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2003,30-45 y.,Urban regions,4675,1.57091,1.52498,1.61683,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
2003,30-45 y.,Rural regions,2253,1.55349,1.48796,1.61902,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
2003,46-65 y.,Urban regions,5050,2.22665,2.16693,2.28637,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2003,46-65 y.,Rural regions,2514,2.09694,2.02333,2.17055,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2003,66 and older,Urban regions,2403,3.31840,3.20866,3.42814,1.00000,3.00000,5.00000,0.00000,11.00000,3.00000,3.00000,3.00000
2003,66 and older,Rural regions,1245,3.22749,3.08214,3.37285,1.00000,3.00000,4.00000,0.00000,8.50000,3.00000,2.00000,3.00000
2004,0-16 y.,Urban regions,,,,,,,,,,,,
2004,0-16 y.,Rural regions,,,,,,,,,,,,
2004,17-29 y.,Urban regions,2577,2.68094,2.60380,2.75809,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,2.00000
2004,17-29 y.,Rural regions,1370,2.81646,2.70938,2.92355,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,3.00000
2004,30-45 y.,Urban regions,4435,1.77912,1.73466,1.82358,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
2004,30-45 y.,Rural regions,2083,1.78301,1.71040,1.85563,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
2004,46-65 y.,Urban regions,4868,2.32499,2.26922,2.38076,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2004,46-65 y.,Rural regions,2482,2.33325,2.26060,2.40591,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2004,66 and older,Urban regions,2471,3.42355,3.32299,3.52411,2.00000,3.00000,5.00000,0.00000,9.50000,3.00000,3.00000,3.00000
2004,66 and older,Rural regions,1288,3.27970,3.14731,3.41209,2.00000,3.00000,4.00000,0.00000,7.00000,3.00000,3.00000,3.00000
2005,0-16 y.,Urban regions,,,,,,,,,,,,
2005,0-16 y.,Rural regions,,,,,,,,,,,,
2005,17-29 y.,Urban regions,2521,2.44460,2.36337,2.52584,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2005,17-29 y.,Rural regions,1294,2.48721,2.37147,2.60295,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2005,30-45 y.,Urban regions,4139,1.57820,1.53101,1.62539,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
2005,30-45 y.,Rural regions,1940,1.48323,1.41197,1.55449,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,1.00000
2005,46-65 y.,Urban regions,4621,2.09067,2.03435,2.14700,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2005,46-65 y.,Rural regions,2390,2.10780,2.03065,2.18495,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2005,66 and older,Urban regions,2491,3.31032,3.20677,3.41387,2.00000,3.00000,5.00000,0.00000,9.50000,3.00000,3.00000,3.00000
2005,66 and older,Rural regions,1275,3.07514,2.93952,3.21076,1.00000,3.00000,4.00000,0.00000,8.50000,3.00000,2.00000,3.00000
2006,0-16 y.,Urban regions,,,,,,,,,,,,
2006,0-16 y.,Rural regions,,,,,,,,,,,,
2006,17-29 y.,Urban regions,2400,2.71720,2.63267,2.80174,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,2.00000
2006,17-29 y.,Rural regions,1262,2.69402,2.58303,2.80502,1.00000,2.00000,4.00000,0.00000,8.50000,2.00000,2.00000,2.00000
2006,30-45 y.,Urban regions,4232,1.79820,1.75016,1.84625,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
