year,bula_h,sampreg,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,West,No,0.99892,509,509,0.99606,1.00178
2009,Lower Saxony,West,No,0.99796,1628,1628,0.99577,1.00015
2009,North Rhine-Westphalia,West,No,0.99796,3621,3621,0.99650,0.99943
2009,Hesse,West,No,0.99277,1212,1212,0.98800,0.99754
2009,"Rhineland-Palatinate, Saarland",West,No,0.99717,1021,1021,0.99391,1.00043
2009,Baden-Wuerttemberg,West,No,0.99263,2098,2098,0.98896,0.99629
2009,Bavaria,West,No,0.99758,2606,2606,0.99570,0.99947
2009,Berlin,West,No,0.99546,360,360,0.98850,1.00241
2009,Berlin,East,No,0.99167,320,320,0.98170,1.00164
2009,Brandenburg,East,No,0.99404,786,786,0.98865,0.99942
2009,Mecklenburg-Western Pomerania,East,No,0.99807,469,469,0.99410,1.00205
2009,Saxony,East,No,0.99892,1367,1367,0.99717,1.00066
2009,Saxony-Anhalt,East,No,0.99539,767,767,0.99060,1.00019
2009,Thuringa,East,No,0.99699,819,819,0.99324,1.00075
2011,Schleswig-Holstein,West,No,0.99460,649,649,0.98896,1.00024
2011,Lower Saxony,West,No,0.99760,1904,1904,0.99540,0.99980
2011,Bremen,West,No,0.99368,125,125,0.97973,1.00763
2011,North Rhine-Westphalia,West,No,0.99822,4121,4121,0.99693,0.99951
2011,Hesse,West,No,0.99242,1404,1404,0.98788,0.99696
2011,"Rhineland-Palatinate, Saarland",West,No,0.99856,1204,1204,0.99642,1.00070
2011,Baden-Wuerttemberg,West,No,0.99488,2479,2479,0.99206,0.99769
2011,Bavaria,West,No,0.99552,3172,3172,0.99319,0.99784
2011,Berlin,West,No,0.99587,426,426,0.98977,1.00197
2011,Brandenburg,East,No,0.99370,878,878,0.98847,0.99894
2011,Mecklenburg-Western Pomerania,East,No,0.99849,514,514,0.99513,1.00185
2011,Saxony,East,No,0.99589,1399,1399,0.99254,0.99925
2011,Saxony-Anhalt,East,No,0.99894,865,865,0.99677,1.00111
2011,Thuringa,East,No,0.99977,883,883,0.99876,1.00077
2013,Lower Saxony,West,No,0.99592,1771,1771,0.99295,0.99889
2013,North Rhine-Westphalia,West,No,0.99745,3708,3708,0.99582,0.99907
2013,Hesse,West,No,0.99435,1286,1286,0.99025,0.99845
2013,"Rhineland-Palatinate, Saarland",West,No,0.99444,1092,1092,0.99003,0.99885
2013,Baden-Wuerttemberg,West,No,0.99841,2121,2121,0.99672,1.00011
2013,Bavaria,West,No,0.99426,2934,2934,0.99153,0.99700
2013,Berlin,East,No,0.99043,322,322,0.97979,1.00108
2013,Brandenburg,East,No,0.99931,779,779,0.99746,1.00116
2013,Mecklenburg-Western Pomerania,East,No,0.99271,452,452,0.98486,1.00056
2013,Saxony,East,No,0.99387,1327,1327,0.98967,0.99807
2013,Saxony-Anhalt,East,No,0.99935,757,757,0.99753,1.00117
2013,Thuringa,East,No,0.99648,796,796,0.99237,1.00060
2015,Schleswig-Holstein,West,No,0.99417,872,872,0.98911,0.99922
2015,Hamburg,West,No,0.98286,422,422,0.97046,0.99526
2015,Lower Saxony,West,No,0.99817,2417,2417,0.99647,0.99987
2015,North Rhine-Westphalia,West,No,0.99705,5156,5156,0.99557,0.99853
2015,Hesse,West,No,0.99720,1701,1701,0.99468,0.99971
2015,"Rhineland-Palatinate, Saarland",West,No,0.99587,1492,1492,0.99261,0.99912
2015,Baden-Wuerttemberg,West,No,0.99533,2976,2976,0.99288,0.99778
2015,Bavaria,West,No,0.99701,4018,4018,0.99532,0.99870
2015,Berlin,West,No,0.99704,515,515,0.99235,1.00174
2015,Brandenburg,East,No,0.99694,981,981,0.99348,1.00040
2015,Mecklenburg-Western Pomerania,East,No,0.99412,555,555,0.98775,1.00048
2015,Saxony,East,No,0.99455,1506,1506,0.99083,0.99827
2015,Saxony-Anhalt,East,No,0.99268,879,879,0.98704,0.99832
2015,Thuringa,East,No,0.99644,917,917,0.99259,1.00030
2017,Schleswig-Holstein,West,No,0.99281,948,948,0.98743,0.99819
2017,Lower Saxony,West,No,0.99417,2688,2688,0.99129,0.99705
2017,North Rhine-Westphalia,West,No,0.99583,5508,5508,0.99412,0.99753
2017,Hesse,West,No,0.99584,1783,1783,0.99285,0.99883
2017,"Rhineland-Palatinate, Saarland",West,No,0.99918,1522,1522,0.99774,1.00062
2017,Baden-Wuerttemberg,West,No,0.99829,3015,3015,0.99682,0.99977
2017,Bavaria,West,No,0.99821,4205,4205,0.99694,0.99949
2017,Berlin,West,No,0.99496,558,558,0.98908,1.00084
2017,Berlin,East,No,0.99598,428,428,0.98998,1.00198
2017,Brandenburg,East,No,0.98910,1029,1029,0.98276,0.99545
2017,Saxony,East,No,0.99940,1651,1651,0.99822,1.00058
2017,Saxony-Anhalt,East,No,0.98210,918,918,0.97352,0.99068
2017,Thuringa,East,No,0.99390,974,974,0.98901,0.99879
2019,Schleswig-Holstein,West,No,0.99830,952,952,0.99569,1.00092
2019,Hamburg,West,No,0.99309,528,528,0.98602,1.00016
2019,Lower Saxony,West,No,0.99052,2480,2480,0.98670,0.99433
2019,North Rhine-Westphalia,West,No,0.99568,5387,5387,0.99393,0.99743
2019,Hesse,West,No,0.99946,1709,1709,0.99836,1.00056
2019,"Rhineland-Palatinate, Saarland",West,No,0.99631,1463,1463,0.99320,0.99942
2019,Baden-Wuerttemberg,West,No,0.99913,2792,2792,0.99803,1.00022
2019,Bavaria,West,No,0.99807,3944,3944,0.99670,0.99944
2019,Berlin,West,No,0.99957,572,572,0.99786,1.00127
2019,Berlin,East,No,0.99639,377,377,0.99033,1.00245
2019,Brandenburg,East,No,0.99486,1106,1106,0.99064,0.99907
2019,Mecklenburg-Western Pomerania,East,No,0.99316,609,609,0.98661,0.99971
2019,Saxony,East,No,0.99520,1626,1626,0.99183,0.99856
2019,Saxony-Anhalt,East,No,0.99647,885,885,0.99256,1.00038
2019,Thuringa,East,No,0.99430,919,919,0.98943,0.99917
2021,Schleswig-Holstein,West,No,0.99834,823,823,0.99555,1.00112
2021,Lower Saxony,West,No,0.99697,1876,1876,0.99448,0.99946
2021,North Rhine-Westphalia,West,No,0.99661,4103,4103,0.99483,0.99839
2021,Hesse,West,No,0.99728,1321,1321,0.99447,1.00009
2021,Baden-Wuerttemberg,West,No,0.99943,2163,2163,0.99843,1.00044
2021,Bavaria,West,No,0.99541,2841,2841,0.99292,0.99789
2021,Berlin,West,No,0.99736,557,557,0.99309,1.00162
2021,Berlin,East,No,0.99991,346,346,0.99893,1.00090
2021,Brandenburg,East,No,0.99758,699,699,0.99393,1.00122
2021,Saxony,East,No,0.99633,1157,1157,0.99284,0.99982
2021,Saxony-Anhalt,East,No,0.99590,597,597,0.99077,1.00103
2021,Thuringa,East,No,0.99776,632,632,0.99406,1.00145
