year,quintil_oecd,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,West,2444,2.483901110477601,2.4050921907786558,2.5627100301765466,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1984,2nd Quintile,West,2353,3.827473268562103,3.7394397396948467,3.9155067974293596,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1984,3rd Quintile,West,2329,4.529420517491446,4.438243622953432,4.62059741202946,0.0,4.0,9.0,0.0,17.0,4.0,3.0,6.0
1984,4th Quintile,West,2466,5.262934121159714,5.174906682944099,5.350961559375329,0.0,7.0,9.0,0.0,22.5,7.0,6.0,8.0
1984,5th Quintile,West,2391,6.204950956707159,6.1155399877593615,6.294361925654957,0.0,8.0,10.0,0.0,17.0,8.0,8.0,8.0
1985,1st Quintile,West,2235,2.6515313393423945,2.5675552578444463,2.7355074208403427,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1985,2nd Quintile,West,2143,3.674035386567317,3.579114666722092,3.7689561064125425,0.0,0.0,9.0,0.0,20.0,0.0,0.0,0.0
1985,3rd Quintile,West,2199,4.488968188312405,4.394163624108933,4.583772752515876,0.0,3.0,9.0,0.0,20.0,3.0,2.0,6.0
1985,4th Quintile,West,2209,5.394316717400642,5.300678859339866,5.487954575461417,0.0,8.0,9.0,0.0,18.0,8.0,8.0,9.0
1985,5th Quintile,West,2163,6.1557148544890214,6.061987668920835,6.2494420400572075,0.0,8.0,10.0,0.0,22.0,8.0,8.0,8.0
1986,1st Quintile,West,2050,2.473257873844628,2.3880226402801106,2.5584931074091455,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1986,2nd Quintile,West,2069,3.804698206472017,3.7072836699832994,3.9021127429607345,0.0,0.0,9.0,0.0,22.5,0.0,0.0,0.0
1986,3rd Quintile,West,2092,4.747715398305475,4.649789163211381,4.84564163339957,0.0,4.0,9.0,0.0,16.0,4.0,2.0,5.0
1986,4th Quintile,West,2189,5.6181197385964925,5.523894025382189,5.712345451810796,0.0,8.0,10.0,0.0,16.0,8.0,8.0,8.0
1986,5th Quintile,West,2087,6.274491213807062,6.177849932258569,6.371132495355555,0.0,8.0,10.0,0.0,20.0,8.0,7.0,8.0
