year,pgisced97,regtyp,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,middle vocational,-1,Verheiratet,0.33432807085098193,16099,0.32704066152465827,0.3416154801773056
1984,general elemantary,-1,Verheiratet,0.1713515594917212,16099,0.16553071749843865,0.17717240148500377
1984,middle vocational,-1,Ledig,0.09847901424720831,16099,0.09387627483223004,0.10308175366218658
1984,inadequately,-1,Verheiratet,0.0630535232961109,16099,0.05929887993044251,0.06680816666177929
1984,general elemantary,-1,Ledig,0.05872160184828648,16099,0.05508986297884631,0.06235334071772665
1984,higher education,-1,Verheiratet,0.051405467847516366,16099,0.047994311796098775,0.05481662389893396
1984,higher vocational,-1,Verheiratet,0.04254909510974201,16099,0.03943121047092207,0.045666979748561945
1984,general elemantary,-1,Verwitwet,0.031093569503273008,16099,0.0284123471527841,0.03377479185376192
1984,middle vocational,-1,Verwitwet,0.025798998844820946,16099,0.023350035225604335,0.028247962464037556
1984,middle vocational,-1,Geschieden,0.018675394686176357,16099,0.016584183661519456,0.020766605710833257
1984,vocational + Abi,-1,Verheiratet,0.015787447054293417,16099,0.013861887191938753,0.01771300691664808
1984,higher education,-1,Ledig,0.012706969580284944,16099,0.010976752273128809,0.014437186887441078
1984,higher vocational,-1,Ledig,0.008278783211397767,16099,0.006879084126709121,0.009678482296086413
1984,inadequately,-1,Ledig,0.007893723527146708,16099,0.006526697839396233,0.009260749214897184
1984,general elemantary,-1,Geschieden,0.007701193685021178,16099,0.00635081094412442,0.009051576425917935
1984,vocational + Abi,-1,Ledig,0.007604928763958413,16099,0.006262947366562367,0.00894691016135446
1984,in school,-1,Ledig,0.007604928763958413,16099,0.006262947366562367,0.00894691016135446
1984,middle vocational,-1,"Verheiratet, getrennt lebend",0.007508663842895649,16099,0.00617513837542793,0.008842189310363367
1984,-1,-1,Verheiratet,0.004331921447824413,16099,0.0033174164299822864,0.00534642646566654
1984,general elemantary,-1,"Verheiratet, getrennt lebend",0.0037543319214478244,16099,0.0028096052484806984,0.00469905859441495
1984,higher vocational,-1,Verwitwet,0.003176742395071236,16099,0.0023074683716568655,0.004046016418485607
1984,inadequately,-1,"Verheiratet, getrennt lebend",0.002599152868694648,16099,0.001812637163365586,0.0033856685740237097
1984,higher education,-1,Geschieden,0.002406623026569118,16099,0.0016497248942069665,0.00316352115893127
1984,inadequately,-1,Verwitwet,0.0022140931844435888,16099,0.0014880319471169213,0.0029401544217702563
1984,inadequately,-1,Geschieden,0.0020215633423180594,16099,0.0013277208764410227,0.002715405808195096
1984,higher education,-1,"Verheiratet, getrennt lebend",0.0019252984212552945,16099,0.0012481448514637438,0.0026024519910468453
1984,higher vocational,-1,Geschieden,0.0016365036580670003,16099,0.0010121085986220624,0.0022608987175119382
1984,higher education,-1,Verwitwet,0.0016365036580670003,16099,0.0010121085986220624,0.0022608987175119382
1984,higher vocational,-1,"Verheiratet, getrennt lebend",0.001058914131690412,16099,0.0005565056863504135,0.0015613225770304106
1984,vocational + Abi,-1,Geschieden,0.0007701193685021178,16099,0.00034160207776479573,0.0011986366592394398
1984,vocational + Abi,-1,Verwitwet,0.0006738544474393531,16099,0.0002729939179984475,0.0010747149768802588
1984,-1,-1,Ledig,0.00048132460531382363,16099,0.00014250298938967297,0.0008201462212379742
1984,vocational + Abi,-1,"Verheiratet, getrennt lebend",0.00048132460531382363,16099,0.00014250298938967297,0.0008201462212379742
1984,-1,-1,Verwitwet,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,-1,-1,"Verheiratet, getrennt lebend",9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1985,middle vocational,Staedtischer Raum,Verheiratet,0.24861097080513184,14443,0.24156209375694362,0.25565984785332
1985,general elemantary,Staedtischer Raum,Verheiratet,0.12405293463986261,14443,0.11867680394462037,0.12942906533510484
1985,middle vocational,Staedtischer Raum,Ledig,0.08354379230225276,14443,0.07903105225527729,0.08805653234922822
1985,middle vocational,Laendlicher Raum,Verheiratet,0.07354278209920194,14443,0.06928571909391831,0.07779984510448557
1985,inadequately,Staedtischer Raum,Verheiratet,0.05354076169310031,14443,0.0498694555942383,0.05721206779196233
1985,general elemantary,Staedtischer Raum,Ledig,0.04869178704919689,14443,0.04518171649728872,0.05220185760110506
1985,higher education,Staedtischer Raum,Verheiratet,0.04192342660874836,14443,0.03865487111767312,0.04519198209982359
1985,general elemantary,Laendlicher Raum,Verheiratet,0.03990302050712193,14443,0.03671083734037932,0.043095203673864546
1985,higher vocational,Staedtischer Raum,Verheiratet,0.03192241640569755,14443,0.02905539901781082,0.034789433793584276
1985,general elemantary,Staedtischer Raum,Verwitwet,0.022729568643297303,14443,0.020298874346114444,0.02516026294048016
1985,middle vocational,Laendlicher Raum,Ledig,0.022729568643297303,14443,0.020298874346114444,0.02516026294048016
1985,middle vocational,Staedtischer Raum,Verwitwet,0.020911203151833518,14443,0.018577595087402764,0.02324481121626427
1985,middle vocational,Staedtischer Raum,Geschieden,0.01495100515203556,14443,0.012971796971197918,0.0169302133328732
1985,general elemantary,Laendlicher Raum,Ledig,0.014344883321547632,14443,0.01240561293270907,0.016284153710386193
