year,pgisced97,quintil_oecd,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,middle vocational,1. Quintil,Verheiratet,0.18608009241432422,16099,0.1800683908474032,0.19209179398124523
1984,general elemantary,1. Quintil,Verheiratet,0.12341162880246438,16099,0.1183308239350464,0.12849243366988236
1984,middle vocational,2. Quintil,Verheiratet,0.09068155564112437,16099,0.08624573372587606,0.09511737755637269
1984,middle vocational,1. Quintil,Ledig,0.05265691182133231,16099,0.04920676196236659,0.056107061680298026
1984,inadequately,1. Quintil,Verheiratet,0.04716981132075472,16099,0.04389492337282584,0.0504446992686836
1984,general elemantary,1. Quintil,Ledig,0.04023873700423566,16099,0.037203026172415526,0.04327444783605579
1984,middle vocational,3. Quintil,Verheiratet,0.03715825953022719,16099,0.03423638368858769,0.040080135371866686
1984,general elemantary,2. Quintil,Verheiratet,0.03407778205621871,16099,0.031275167588723576,0.036880396523713846
1984,middle vocational,2. Quintil,Ledig,0.03013092029264536,16099,0.02749021840197909,0.03277162218331163
1984,general elemantary,1. Quintil,Verwitwet,0.02445128994994224,16099,0.022065501188268985,0.026837078711615496
1984,higher vocational,1. Quintil,Verheiratet,0.017038891028109356,16099,0.015039740704919521,0.01903804135129919
1984,middle vocational,4. Quintil,Verheiratet,0.016172506738544475,16099,0.01422398718212222,0.01812102629496673
1984,middle vocational,1. Quintil,Verwitwet,0.01588371197535618,16099,0.013952384883173356,0.017815039067539003
1984,higher education,2. Quintil,Verheiratet,0.015209857527916827,16099,0.013319295022306225,0.01710042003352743
1984,higher vocational,2. Quintil,Verheiratet,0.01424720831728918,16099,0.012416557489917747,0.016077859144660613
1984,higher education,1. Quintil,Verheiratet,0.013284559106661533,16099,0.011515973215570798,0.015053144997752269
1984,general elemantary,2. Quintil,Ledig,0.012803234501347708,16099,0.011066560379002683,0.014539908623692734
1984,middle vocational,3. Quintil,Ledig,0.01222564497497112,16099,0.010528099628147476,0.013923190321794765
1984,inadequately,2. Quintil,Verheiratet,0.012033115132845591,16099,0.010348825206491517,0.013717405059199664
1984,higher education,3. Quintil,Verheiratet,0.010492876395841356,16099,0.008918845102920346,0.012066907688762367
1984,general elemantary,3. Quintil,Verheiratet,0.01020408163265306,16099,0.008651635954672766,0.011756527310633355
1984,middle vocational,1. Quintil,Geschieden,0.010011551790527531,16099,0.008473672021283475,0.011549431559771587
1984,vocational + Abi,1. Quintil,Verheiratet,0.008182518290335002,16099,0.006790913250308568,0.009574123330361436
1984,higher education,4. Quintil,Verheiratet,0.007989988448209473,16099,0.0066147192239945606,0.009365257672424385
1984,higher vocational,3. Quintil,Verheiratet,0.006546014632268001,16099,0.005300298796808152,0.0077917304677278506
1984,middle vocational,2. Quintil,Verwitwet,0.005968425105891413,16099,0.004778590529454246,0.00715825968232858
1984,general elemantary,1. Quintil,Geschieden,0.005775895263765884,16099,0.0046052955326291636,0.006946494994902604
1984,inadequately,1. Quintil,Ledig,0.005679630342703119,16099,0.004518770401867253,0.006840490283538985
1984,middle vocational,2. Quintil,Geschieden,0.005583365421640354,16099,0.00443232960494294,0.006734401238337769
1984,general elemantary,2. Quintil,Verwitwet,0.00510204081632653,16099,0.0040014703472171596,0.006202611285435901
1984,general elemantary,3. Quintil,Ledig,0.004524451289949942,16099,0.0034877470416261594,0.005561155538273725
1984,vocational + Abi,1. Quintil,Ledig,0.004524451289949942,16099,0.0034877470416261594,0.005561155538273725
1984,in school,1. Quintil,Ledig,0.0044281863688871775,16099,0.003402520596733137,0.005453852141041218
1984,higher education,5. Quintil,Verheiratet,0.0044281863688871775,16099,0.003402520596733137,0.005453852141041218
1984,middle vocational,5. Quintil,Verheiratet,0.004235656526761648,16099,0.0032324386223818937,0.005238874431141403
1984,vocational + Abi,2. Quintil,Verheiratet,0.004043126684636119,16099,0.0030628795929807315,0.005023373776291506
1984,higher education,1. Quintil,Ledig,0.003946861763573354,16099,0.002978307776803215,0.004915415750343493
1984,middle vocational,1. Quintil,"Verheiratet, getrennt lebend",0.003850596842510589,16099,0.0028938811756269735,0.004807312509394204
1984,higher education,2. Quintil,Ledig,0.003561802079322295,16099,0.002641529045123359,0.004482075113521231
1984,higher vocational,2. Quintil,Ledig,0.0033692722371967657,16099,0.0024741304954246186,0.004264413978968913
1984,higher vocational,4. Quintil,Verheiratet,0.0032730073161340006,16099,0.002390703375231792,0.004155311257036209
1984,-1,1. Quintil,Verheiratet,0.0030804774740084712,16099,0.0022244342573323555,0.0039365206906845866
1984,higher vocational,1. Quintil,Ledig,0.0030804774740084712,16099,0.0022244342573323555,0.0039365206906845866
1984,middle vocational,4. Quintil,Ledig,0.0029842125529457066,16099,0.002141610495486719,0.0038268146104046942
1984,inadequately,3. Quintil,Verheiratet,0.0029842125529457066,16099,0.002141610495486719,0.0038268146104046942
1984,middle vocational,3. Quintil,Verwitwet,0.002887947631882942,16099,0.0020590073185709455,0.0037168879451949383
1984,higher education,3. Quintil,Ledig,0.0026954177897574125,16099,0.0018945080527824104,0.0034963275267324147
1984,middle vocational,3. Quintil,Geschieden,0.0023103581055063534,16099,0.0015687166403296482,0.0030519995706830587
1984,higher education,4. Quintil,Ledig,0.0023103581055063534,16099,0.0015687166403296482,0.0030519995706830587
1984,general elemantary,1. Quintil,"Verheiratet, getrennt lebend",0.0023103581055063534,16099,0.0015687166403296482,0.0030519995706830587
1984,general elemantary,4. Quintil,Verheiratet,0.0023103581055063534,16099,0.0015687166403296482,0.0030519995706830587
1984,in school,2. Quintil,Ledig,0.0022140931844435888,16099,0.0014880319471169213,0.0029401544217702563
1984,middle vocational,2. Quintil,"Verheiratet, getrennt lebend",0.002117828263380824,16099,0.0014076921107946056,0.0028279644159670426
1984,inadequately,2. Quintil,Ledig,0.002117828263380824,16099,0.0014076921107946056,0.0028279644159670426
1984,vocational + Abi,3. Quintil,Verheiratet,0.0018290335001925298,16099,0.0011689940134257922,0.0024890729869592675
1984,inadequately,1. Quintil,"Verheiratet, getrennt lebend",0.0017327685791297652,16099,0.001090302339951471,0.0023752348183080593
1984,inadequately,1. Quintil,Verwitwet,0.0017327685791297652,16099,0.001090302339951471,0.0023752348183080593
1984,vocational + Abi,2. Quintil,Ledig,0.0017327685791297652,16099,0.001090302339951471,0.0023752348183080593
1984,inadequately,1. Quintil,Geschieden,0.0016365036580670003,16099,0.0010121085986220624,0.0022608987175119382
1984,higher vocational,1. Quintil,Verwitwet,0.0015402387370042356,16099,0.0009344573495241167,0.0021460201244843545
1984,general elemantary,2. Quintil,Geschieden,0.0015402387370042356,16099,0.0009344573495241167,0.0021460201244843545
1984,vocational + Abi,4. Quintil,Verheiratet,0.001443973815941471,16099,0.0008574002349150383,0.0020305473969679036
1984,higher vocational,5. Quintil,Verheiratet,0.001443973815941471,16099,0.0008574002349150383,0.0020305473969679036
1984,general elemantary,5. Quintil,Verheiratet,0.0013477088948787063,16099,0.0007809976634020819,0.0019144201263553307
1984,general elemantary,4. Quintil,Ledig,0.0011551790527531767,16099,0.000630455830590156,0.0016799022749161975
1984,higher vocational,3. Quintil,Ledig,0.0011551790527531767,16099,0.000630455830590156,0.0016799022749161975
1984,general elemantary,2. Quintil,"Verheiratet, getrennt lebend",0.001058914131690412,16099,0.0005565056863504135,0.0015613225770304106
1984,middle vocational,3. Quintil,"Verheiratet, getrennt lebend",0.001058914131690412,16099,0.0005565056863504135,0.0015613225770304106
1984,higher vocational,2. Quintil,Verwitwet,0.0009626492106276473,16099,0.00048359847281012716,0.0014416999484451673
1984,vocational + Abi,3. Quintil,Ledig,0.0008663842895648826,16099,0.0004118949604923394,0.0013208736186374258
1984,higher education,1. Quintil,Geschieden,0.0008663842895648826,16099,0.0004118949604923394,0.0013208736186374258
1984,middle vocational,4. Quintil,Verwitwet,0.0008663842895648826,16099,0.0004118949604923394,0.0013208736186374258
1984,general elemantary,3. Quintil,Verwitwet,0.0007701193685021178,16099,0.00034160207776479573,0.0011986366592394398
1984,higher vocational,2. Quintil,Geschieden,0.0007701193685021178,16099,0.00034160207776479573,0.0011986366592394398
1984,higher education,3. Quintil,Geschieden,0.0007701193685021178,16099,0.00034160207776479573,0.0011986366592394398
1984,inadequately,4. Quintil,Verheiratet,0.0005775895263765884,16099,0.00020644691625323457,0.0009487321364999421
1984,-1,2. Quintil,Verheiratet,0.0005775895263765884,16099,0.00020644691625323457,0.0009487321364999421
1984,higher education,1. Quintil,"Verheiratet, getrennt lebend",0.0005775895263765884,16099,0.00020644691625323457,0.0009487321364999421
1984,higher vocational,4. Quintil,Ledig,0.0005775895263765884,16099,0.00020644691625323457,0.0009487321364999421
1984,higher education,3. Quintil,"Verheiratet, getrennt lebend",0.0005775895263765884,16099,0.00020644691625323457,0.0009487321364999421
1984,middle vocational,4. Quintil,Geschieden,0.0005775895263765884,16099,0.00020644691625323457,0.0009487321364999421
1984,in school,3. Quintil,Ledig,0.0005775895263765884,16099,0.00020644691625323457,0.0009487321364999421
1984,higher vocational,1. Quintil,Geschieden,0.00048132460531382363,16099,0.00014250298938967297,0.0008201462212379742
1984,general elemantary,4. Quintil,Verwitwet,0.00048132460531382363,16099,0.00014250298938967297,0.0008201462212379742
1984,higher vocational,3. Quintil,Verwitwet,0.00048132460531382363,16099,0.00014250298938967297,0.0008201462212379742
1984,higher education,1. Quintil,Verwitwet,0.00048132460531382363,16099,0.00014250298938967297,0.0008201462212379742
1984,middle vocational,5. Quintil,Ledig,0.00048132460531382363,16099,0.00014250298938967297,0.0008201462212379742
1984,higher education,2. Quintil,"Verheiratet, getrennt lebend",0.0003850596842510589,16099,8.199382479395388e-05,0.0006881255437081639
1984,inadequately,2. Quintil,Verwitwet,0.0003850596842510589,16099,8.199382479395388e-05,0.0006881255437081639
1984,inadequately,2. Quintil,Geschieden,0.0003850596842510589,16099,8.199382479395388e-05,0.0006881255437081639
1984,general elemantary,3. Quintil,"Verheiratet, getrennt lebend",0.0003850596842510589,16099,8.199382479395388e-05,0.0006881255437081639
1984,higher education,4. Quintil,Verwitwet,0.0003850596842510589,16099,8.199382479395388e-05,0.0006881255437081639
1984,inadequately,2. Quintil,"Verheiratet, getrennt lebend",0.0003850596842510589,16099,8.199382479395388e-05,0.0006881255437081639
1984,vocational + Abi,3. Quintil,Geschieden,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,higher education,4. Quintil,Geschieden,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,higher education,2. Quintil,Geschieden,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,higher vocational,2. Quintil,"Verheiratet, getrennt lebend",0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,vocational + Abi,5. Quintil,Ledig,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,vocational + Abi,5. Quintil,Verheiratet,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,higher vocational,4. Quintil,"Verheiratet, getrennt lebend",0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,-1,3. Quintil,Verheiratet,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,higher education,4. Quintil,"Verheiratet, getrennt lebend",0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,-1,1. Quintil,Ledig,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,inadequately,4. Quintil,"Verheiratet, getrennt lebend",0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,inadequately,5. Quintil,Verheiratet,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,general elemantary,3. Quintil,Geschieden,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,higher education,3. Quintil,Verwitwet,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,general elemantary,5. Quintil,Verwitwet,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,vocational + Abi,1. Quintil,Geschieden,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,higher education,2. Quintil,Verwitwet,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,vocational + Abi,1. Quintil,"Verheiratet, getrennt lebend",0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,in school,4. Quintil,Ledig,0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,middle vocational,5. Quintil,"Verheiratet, getrennt lebend",0.0002887947631882942,16099,2.6319392339448598e-05,0.0005512701340371398
1984,vocational + Abi,4. Quintil,Ledig,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,middle vocational,5. Quintil,Verwitwet,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,inadequately,3. Quintil,"Verheiratet, getrennt lebend",0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,vocational + Abi,2. Quintil,Verwitwet,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,vocational + Abi,1. Quintil,Verwitwet,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,higher education,5. Quintil,Verwitwet,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,-1,4. Quintil,Verheiratet,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,higher education,5. Quintil,Geschieden,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,vocational + Abi,3. Quintil,Verwitwet,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,vocational + Abi,2. Quintil,Geschieden,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,middle vocational,5. Quintil,Geschieden,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,-1,5. Quintil,Verheiratet,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,higher education,5. Quintil,Ledig,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,higher vocational,3. Quintil,"Verheiratet, getrennt lebend",0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,higher vocational,4. Quintil,Geschieden,0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,middle vocational,4. Quintil,"Verheiratet, getrennt lebend",0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,vocational + Abi,2. Quintil,"Verheiratet, getrennt lebend",0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,higher vocational,1. Quintil,"Verheiratet, getrennt lebend",0.00019252984212552945,16099,-2.1790718761074415e-05,0.0004068504030121333
1984,-1,1. Quintil,Verwitwet,9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,higher vocational,3. Quintil,Geschieden,9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,vocational + Abi,4. Quintil,Verwitwet,9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,-1,2. Quintil,"Verheiratet, getrennt lebend",9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,-1,2. Quintil,Ledig,9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,-1,2. Quintil,Verwitwet,9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,-1,3. Quintil,Ledig,9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,higher vocational,4. Quintil,Verwitwet,9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,higher education,5. Quintil,"Verheiratet, getrennt lebend",9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,higher vocational,5. Quintil,"Verheiratet, getrennt lebend",9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,higher vocational,5. Quintil,Ledig,9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
1984,inadequately,3. Quintil,Verwitwet,9.626492106276473e-05,16099,-5.528989647202081e-05,0.00024781973859755023
