year,age_gr,quintil_oecd,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,46-65 J.,1. Quintil,1.0,0.16580457067619675,12164,0.15919535357664819,0.17241378777574531
1984,30-45 J.,1. Quintil,1.0,0.15997366688610928,12164,0.15345905472374674,0.16648827904847183
1984,30-45 J.,2. Quintil,1.0,0.11784068466096116,12164,0.11211089068573102,0.1235704786361913
1984,17-29 J.,2. Quintil,3.0,0.10044202012602275,12164,0.09510018886546902,0.10578385138657649
1984,46-65 J.,2. Quintil,1.0,0.08088027837863256,12164,0.07603492756067746,0.08572562919658765
1984,17-29 J.,1. Quintil,1.0,0.08059813787266058,12164,0.07576050330206754,0.08543577244325362
1984,17-29 J.,1. Quintil,3.0,0.07946957584877269,12164,0.07466298244021387,0.08427616925733152
1984,66 und älter,1. Quintil,1.0,0.04711746449731966,12164,0.043351913746627536,0.05088301524801179
1984,66 und älter,1. Quintil,5.0,0.03545565691714474,12164,0.032169246996385424,0.03874206683790405
1984,30-45 J.,1. Quintil,3.0,0.02087839744192608,12164,0.01833751388817954,0.023419280995672618
1984,46-65 J.,1. Quintil,5.0,0.01749271137026239,12164,0.01516293454358051,0.019822488196944273
1984,30-45 J.,1. Quintil,4.0,0.01335465061600677,12164,0.011314723422337934,0.015394577809675607
1984,17-29 J.,2. Quintil,1.0,0.013072510110034798,12164,0.011053957923964148,0.015091062296105448
1984,46-65 J.,1. Quintil,4.0,0.010251105050315058,12164,0.00846105274840581,0.012041157352224306
1984,46-65 J.,1. Quintil,3.0,0.010251105050315058,12164,0.00846105274840581,0.012041157352224306
1984,30-45 J.,1. Quintil,2.0,0.006865418978651368,12164,0.00539799557625009,0.008332842381052646
1984,66 und älter,1. Quintil,3.0,0.005172575942819524,12164,0.0038977667756449437,0.006447385109994105
1984,46-65 J.,1. Quintil,2.0,0.004702341766199567,12164,0.003486571684112266,0.005918111848286868
1984,66 und älter,2. Quintil,5.0,0.0035737797423116714,12164,0.0025132952293517637,0.004634264255271579
1984,30-45 J.,1. Quintil,5.0,0.0032916392363396972,12164,0.0022737323991132235,0.004309546073566171
1984,17-29 J.,1. Quintil,4.0,0.0025392645537477662,12164,0.00164488935993939,0.0034336397475561425
1984,30-45 J.,2. Quintil,3.0,0.002445217718423775,12164,0.0015675199176542576,0.003322915519193292
1984,17-29 J.,1. Quintil,2.0,0.0022571240477757925,12164,0.0014137797801272215,0.0031004683154243636
1984,46-65 J.,2. Quintil,5.0,0.0022571240477757925,12164,0.0014137797801272215,0.0031004683154243636
1984,66 und älter,1. Quintil,4.0,0.002163077212451801,12164,0.0013374506407501114,0.002988703784153491
1984,66 und älter,2. Quintil,1.0,0.0019749835418038184,12164,0.0011859956837878976,0.0027639713998197394
1984,30-45 J.,2. Quintil,4.0,0.001880936706479827,12164,0.0011109271207154449,0.0026509462922442092
1984,17-29 J.,2. Quintil,2.0,0.0017868898711558357,12164,0.0010363420062214125,0.002537437736090259
1984,46-65 J.,2. Quintil,4.0,0.001034515188563905,12164,0.0004632187155781572,0.0016058116615496527
1984,17-29 J.,2. Quintil,4.0,0.001034515188563905,12164,0.0004632187155781572,0.0016058116615496527
1984,30-45 J.,2. Quintil,5.0,0.0008464215179159222,12164,0.00032961576733931373,0.0013632272684925306
1984,66 und älter,2. Quintil,3.0,0.0006583278472679394,12164,0.00020250511760589937,0.0011141505769299794
1984,46-65 J.,2. Quintil,3.0,0.0005642810119439481,12164,0.00014225130993891625,0.00098631071394898
1984,46-65 J.,2. Quintil,2.0,0.00047023417661995676,12164,8.495740443084583e-05,0.0008555109488090676
1984,30-45 J.,2. Quintil,2.0,0.00047023417661995676,12164,8.495740443084583e-05,0.0008555109488090676
1984,66 und älter,1. Quintil,2.0,0.00047023417661995676,12164,8.495740443084583e-05,0.0008555109488090676
1984,17-29 J.,2. Quintil,5.0,0.00028214050597197407,12164,-1.632167716815534e-05,0.0005806026891121035
1984,66 und älter,2. Quintil,4.0,0.0001880936706479827,12164,-5.561114368091017e-05,0.00043179848497687556
1984,66 und älter,2. Quintil,2.0,9.404683532399135e-05,12164,-7.828659615547934e-05,0.000266380266803462
1984,17-29 J.,1. Quintil,5.0,9.404683532399135e-05,12164,-7.828659615547934e-05,0.000266380266803462
1985,46-65 J.,1. Quintil,1.0,0.16115377042724946,11026,0.15429085746352705,0.16801668339097187
1985,30-45 J.,1. Quintil,1.0,0.15692065367198268,11026,0.15013141061804486,0.1637098967259205
1985,17-29 J.,2. Quintil,3.0,0.11449104154361095,11026,0.10854771886349535,0.12043436422372655
1985,30-45 J.,2. Quintil,1.0,0.11094703681827131,11026,0.10508472725461296,0.11680934638192966
1985,46-65 J.,2. Quintil,1.0,0.0855483362866706,11026,0.0803275821837846,0.09076909038955662
1985,17-29 J.,1. Quintil,3.0,0.08436700137822406,11026,0.07917907144555864,0.08955493131088949
1985,17-29 J.,1. Quintil,1.0,0.06841898011419571,11026,0.06370654166115998,0.07313141856723145
1985,66 und älter,1. Quintil,1.0,0.044792281945264814,11026,0.04093130167108434,0.04865326221944529
1985,66 und älter,1. Quintil,5.0,0.036719826737546764,11026,0.0332092885657406,0.04023036490935293
1985,30-45 J.,1. Quintil,3.0,0.02224847410907659,11026,0.019495440940517333,0.025001507277635844
1985,46-65 J.,1. Quintil,5.0,0.017326245323882654,11026,0.014890656427586937,0.01976183422017837
1985,30-45 J.,1. Quintil,4.0,0.013683796022839142,11026,0.011515300862513182,0.015852291183165102
1985,17-29 J.,2. Quintil,1.0,0.012797794841504234,11026,0.010699735789984758,0.01489585389302371
