syear,bula_h,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,Nordrhein-Westfalen,1.0,0.17878303395090756,12164,0.17197361627571844,0.18559245162609667
1984,Baden-Wuerttemberg,1.0,0.1239537289570206,12164,0.1180975925190351,0.1298098653950061
1984,Bayern,1.0,0.11868710617887708,12164,0.11293953050316066,0.1244346818545935
1984,Hessen,1.0,0.07034703282234553,12164,0.0658023750237148,0.07489169062097625
1984,Niedersachsen,1.0,0.06686729991535785,12164,0.06242818422616348,0.07130641560455223
1984,Nordrhein-Westfalen,3.0,0.061130442960594375,12164,0.05687299580974978,0.06538789011143897
1984,"Rheinland-Pfalz,Saarland",1.0,0.04580080880278379,12164,0.042085679263640194,0.049515938341927385
1984,Baden-Wuerttemberg,3.0,0.038935389824132416,12164,0.03549770211122293,0.0423730775370419
1984,Bayern,3.0,0.0380889683062165,12164,0.03468735514618925,0.041490581466243744
1984,Niedersachsen,3.0,0.02369980250164582,12164,0.020996579229401548,0.026403025773890094
1984,Hessen,3.0,0.022006959465813974,12164,0.01939981096104443,0.024614107970583516
1984,Schleswig-Holstein,1.0,0.02097244427725007,12164,0.018425966749079124,0.023518921805421016
1984,Berlin,1.0,0.019655788582714193,12164,0.017188883747840108,0.02212269341758828
1984,Nordrhein-Westfalen,5.0,0.015517727828458573,12164,0.013321204192857003,0.017714251464060145
1984,Hamburg,1.0,0.01542368099313458,12164,0.013233719010288705,0.017613642975980455
1984,"Rheinland-Pfalz,Saarland",3.0,0.014671306310542651,12164,0.012534609887996605,0.016808002733088696
1984,Baden-Wuerttemberg,5.0,0.01053324555628703,12164,0.008718985356453364,0.012347505756120697
1984,Bayern,5.0,0.0097808708736951,12164,0.008031941450302189,0.01152980029708801
1984,Nordrhein-Westfalen,4.0,0.009404683532399134,12164,0.00768939140706002,0.011119975657738248
1984,Berlin,3.0,0.007523746825919308,12164,0.005988087030483072,0.009059406621355544
1984,Schleswig-Holstein,3.0,0.006865418978651368,12164,0.00539799557625009,0.008332842381052646
1984,Bremen,1.0,0.006771372143327377,12164,0.005313965243539208,0.008228779043115546
1984,Niedersachsen,5.0,0.006677325308003385,12164,0.0052300061605789205,0.00812464445542785
1984,"Rheinland-Pfalz,Saarland",5.0,0.006395184802031412,12164,0.00497857168503297,0.007811797919029854
1984,Hessen,5.0,0.00554876328411549,12164,0.004228660610618765,0.006868865957612214
1984,Baden-Wuerttemberg,4.0,0.0050785291074955325,12164,0.0038153025711856795,0.006341755643805385
1984,Hamburg,3.0,0.0049844822721715415,12164,0.0037329477881566063,0.006236016756186477
1984,Nordrhein-Westfalen,2.0,0.004514248095551585,12164,0.003322929004113125,0.005705567186990045
1984,Baden-Wuerttemberg,2.0,0.004326154424903602,12164,0.0031598083716169465,0.005492500478190258
1984,Bayern,4.0,0.00413806075425562,12164,0.0029972440697381797,0.005278877438773059
1984,Niedersachsen,4.0,0.0029154518950437317,12164,0.001957294626242166,0.0038736091638452977
1984,Berlin,5.0,0.0029154518950437317,12164,0.001957294626242166,0.0038736091638452977
1984,Schleswig-Holstein,5.0,0.0026333113890717576,12164,0.001722567210698931,0.0035440555674445843
1984,Hessen,2.0,0.0025392645537477662,12164,0.00164488935993939,0.0034336397475561425
1984,Berlin,4.0,0.002445217718423775,12164,0.0015675199176542576,0.003322915519193292
1984,Hamburg,4.0,0.002445217718423775,12164,0.0015675199176542576,0.003322915519193292
1984,Hessen,4.0,0.0022571240477757925,12164,0.0014137797801272215,0.0031004683154243636
1984,"Rheinland-Pfalz,Saarland",4.0,0.002163077212451801,12164,0.0013374506407501114,0.002988703784153491
1984,Bremen,3.0,0.0019749835418038184,12164,0.0011859956837878976,0.0027639713998197394
