"pgfamstd","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","Realschule","143","0.0586001199869151","0.0503200327881126","0.0668802071857175"
"Ledig","1992","(Fach-)Abitur","445","0.526432544037717","0.493721164282905","0.559143923792529"
"Ledig","1992","(noch) kein Abschluss","272","0.472657561104305","0.439444577202237","0.505870545006374"
"Ledig","1992","AkademikerIn","212","0.172649986049264","0.154435863617667","0.190864108480861"
"Ledig","1992","Hauptschule","920","0.131819489842722","0.123600486667852","0.140038493017591"
"Ledig","1992","Realschule","1038","0.329487168497671","0.312917211237758","0.346057125757584"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","(noch) kein Abschluss","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","AkademikerIn","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","Hauptschule","123","0.0173172676265486","0.0141479142444492","0.020486621008648"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1992","Realschule","35","0.0146856421000904","0.0104449917635824","0.0189262924365984"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","(Fach-)Abitur","402","0.387163462156743","0.355251310958146","0.41907561335534"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","(noch) kein Abschluss","516","0.424833381788973","0.391948644105971","0.457718119471975"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","AkademikerIn","1268","0.690210399850607","0.667925817204818","0.712494982496396"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","Hauptschule","4527","0.639503556014048","0.627838245775914","0.651168866252181"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1992","Realschule","1765","0.52678933751623","0.509188054045795","0.544390620986665"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","AkademikerIn","43","0.0342116038433402","0.0254515243503439","0.0429716833363366"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","Hauptschule","610","0.148494001417249","0.139854819286557","0.15713318354794"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1992","Realschule","110","0.0704377318990933","0.0614170262128049","0.0794584375853818"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","(Fach-)Abitur","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","AkademikerIn","107","0.0811048251233658","0.0678722141704663","0.0943374360762653"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","Hauptschule","303","0.0608194675581131","0.0549224929299637","0.0667164421862625"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1993","Realschule","154","0.0663420223866337","0.0575525867097253","0.0751314580635422"
"Ledig","1993","(Fach-)Abitur","457","0.521037483775129","0.488562316504107","0.553512651046152"
"Ledig","1993","(noch) kein Abschluss","263","0.45820997675102","0.42463538954936","0.491784563952681"
"Ledig","1993","AkademikerIn","226","0.18318405350907","0.164434317867314","0.201933789150826"
"Ledig","1993","Hauptschule","879","0.12902383880546","0.120752581614863","0.137295095996058"
"Ledig","1993","Realschule","1025","0.315938205999791","0.299520159772085","0.332356252227497"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","(noch) kein Abschluss","37","0.0482599856753844","0.0338183738228464","0.0627015975279223"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","AkademikerIn","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","Hauptschule","132","0.0196333201982177","0.0162101810183293","0.023056459378106"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1993","Realschule","52","0.0167144665468064","0.0121869628063662","0.0212419702872465"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","(Fach-)Abitur","401","0.396096027209831","0.364301649007085","0.427890405412576"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","(noch) kein Abschluss","495","0.419019088096166","0.385771454090062","0.452266722102269"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","AkademikerIn","1231","0.673494673157881","0.650764568749548","0.696224777566213"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","Hauptschule","4385","0.640788580016043","0.628950920054727","0.652626239977359"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1993","Realschule","1742","0.530279317247067","0.512653676304596","0.547904958189538"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","AkademikerIn","42","0.0319033011249321","0.0233847370649921","0.0404218651848721"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","Hauptschule","611","0.149734793422166","0.140930956704995","0.158538630139338"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","Realschule","107","0.0707259878197019","0.0616721202105985","0.0797798554288052"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","(Fach-)Abitur","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","AkademikerIn","105","0.079670039067495","0.0666085151590177","0.0927315629759722"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","Hauptschule","293","0.0607050560833294","0.0546959438889838","0.066714168277675"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","Realschule","159","0.0663270060539956","0.0574735805168464","0.0751804315911448"
"Ledig","1994","(Fach-)Abitur","473","0.519629707533051","0.487345566631547","0.551913848434556"
"Ledig","1994","(noch) kein Abschluss","303","0.496551822755879","0.462800252685441","0.530303392826318"
"Ledig","1994","AkademikerIn","242","0.188525992674917","0.169659225974397","0.207392759375436"
"Ledig","1994","Hauptschule","832","0.126643218539","0.118274023170055","0.135012413907946"
"Ledig","1994","Realschule","972","0.29992758543214","0.283625302300284","0.316229868563996"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","(noch) kein Abschluss","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","AkademikerIn","30","0.0232051065127216","0.0159429094792162","0.0304673035462269"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","Hauptschule","145","0.0228115339772915","0.0190543427510491","0.026568725203534"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","Realschule","54","0.0208717677937416","0.0157858639245803","0.0259576716629028"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","(Fach-)Abitur","388","0.382674835042673","0.351267859253096","0.414081810832249"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","(noch) kein Abschluss","470","0.40658844714516","0.373430333212451","0.439746561077869"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","AkademikerIn","1229","0.673594216868509","0.65097629748794","0.696212136249077"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","Hauptschule","4188","0.635911093492538","0.62380235745492","0.648019829530157"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","Realschule","1749","0.545786237075869","0.528072500658379","0.563499973493359"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","AkademikerIn","45","0.0350046448763581","0.0261392108170407","0.0438700789356755"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","Hauptschule","608","0.15392909790784","0.144847534287494","0.163010661528186"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","Realschule","101","0.0670874036442538","0.0581869997700875","0.0759878075184201"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","(Fach-)Abitur","32","0.0401356465597795","0.0283197896792059","0.0519515034403531"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","AkademikerIn","127","0.0874011032205013","0.0741690422403187","0.100633164200684"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","Hauptschule","314","0.0652942393454083","0.0590870828812127","0.071501395809604"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","Realschule","178","0.0735471236091058","0.0643627040153464","0.0827315432028653"
"Ledig","1995","(Fach-)Abitur","507","0.489062865213612","0.458970159610516","0.519155570816708"
"Ledig","1995","(noch) kein Abschluss","340","0.544175247401066","0.511194204679254","0.577156290122878"
"Ledig","1995","AkademikerIn","275","0.200872511551896","0.182101081631214","0.219643941472578"
"Ledig","1995","Hauptschule","831","0.125473237266239","0.117150237095017","0.133796237437462"
"Ledig","1995","Realschule","966","0.285082122772242","0.269197742563469","0.300966502981015"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","(noch) kein Abschluss","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","AkademikerIn","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","Hauptschule","125","0.0198298385405299","0.0163269354096177","0.0233327416714422"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","Realschule","54","0.0150567423411915","0.0107719644116207","0.0193415202707622"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","(Fach-)Abitur","490","0.422154445553128","0.392421582528041","0.451887308578215"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","(noch) kein Abschluss","472","0.377918328062809","0.345809924099307","0.41002673202631"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","AkademikerIn","1276","0.659403182529682","0.637199506656585","0.68160685840278"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","Hauptschule","4207","0.630878309988258","0.618753487734472","0.643003132242045"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","Realschule","1805","0.559488275053562","0.54202074761089","0.576955802496234"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","AkademikerIn","45","0.0325584453633762","0.0242432345294097","0.0408736561973428"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","Hauptschule","608","0.158524374859564","0.149347673584748","0.16770107613438"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","Realschule","100","0.0668257362238991","0.0580393466414703","0.0756121258063278"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","(Fach-)Abitur","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","AkademikerIn","114","0.0809649572784253","0.0682281751440454","0.0937017394128053"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","Hauptschule","322","0.066420399385791","0.0600771226919001","0.0727636760796819"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","Realschule","170","0.0723234611769314","0.0632038737629015","0.0814430485909612"
"Ledig","1996","(Fach-)Abitur","500","0.491420308525295","0.460874863226284","0.521965753824307"
"Ledig","1996","(noch) kein Abschluss","342","0.55218228585414","0.518534307176926","0.585830264531354"
"Ledig","1996","AkademikerIn","300","0.213884411041418","0.194738417443171","0.233030404639666"
"Ledig","1996","Hauptschule","826","0.12881113702826","0.120277776355382","0.137344497701138"
"Ledig","1996","Realschule","958","0.280001394872605","0.264193165533149","0.295809624212061"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","(noch) kein Abschluss","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","AkademikerIn","31","0.0204474090356312","0.0138392853946032","0.0270555326766591"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","Hauptschule","133","0.0231912522655177","0.0193572346159287","0.0270252699151068"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","Realschule","78","0.0257253650830604","0.0201514701991176","0.0312992599670032"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","(Fach-)Abitur","471","0.41972911503088","0.389575433641235","0.449882796420525"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","(noch) kein Abschluss","426","0.354553223096763","0.322183569808566","0.38692287638496"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","AkademikerIn","1271","0.65455467818097","0.63235187738818","0.676757478973759"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","Hauptschule","4048","0.62529839667779","0.612968095891958","0.637628697463621"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","Realschule","1799","0.559255800528041","0.541776024879477","0.576735576176604"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","AkademikerIn","46","0.0301485444635556","0.0221643533330081","0.038132735594103"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","Hauptschule","591","0.156278814642642","0.147028920364938","0.165528708920345"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","Realschule","94","0.0626939783393622","0.0541592260411557","0.0712287306375688"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","(Fach-)Abitur","31","0.0491317905910607","0.0358543104056217","0.0624092707764997"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","AkademikerIn","116","0.0805691203589642","0.0678643801527168","0.0932738605652117"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","Hauptschule","327","0.0700475814068223","0.0634449191697206","0.076650243643924"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","Realschule","176","0.0723988493936828","0.0632199212663848","0.0815777775209807"
"Ledig","1997","(Fach-)Abitur","483","0.473783299882504","0.443110996608772","0.504455603156235"
"Ledig","1997","(noch) kein Abschluss","357","0.53619259317513","0.502266153195145","0.570119033155116"
"Ledig","1997","AkademikerIn","316","0.221859198699109","0.202464200266239","0.241254197131979"
"Ledig","1997","Hauptschule","799","0.127868560091792","0.119229529665006","0.136507590518577"
"Ledig","1997","Realschule","939","0.282936131723849","0.266982167146261","0.298890096301437"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","(noch) kein Abschluss","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","AkademikerIn","40","0.0247065431180192","0.0174605889575905","0.0319524972784478"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","Hauptschule","130","0.0245224049303898","0.0205212780458794","0.0285235318149002"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","Realschule","79","0.0274666627929092","0.0216777008517296","0.0332556247340888"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","(Fach-)Abitur","471","0.420034771309232","0.389715566821139","0.450353975797324"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","(noch) kein Abschluss","403","0.358899560281436","0.326266444236534","0.391532676326339"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","AkademikerIn","1244","0.639702999196544","0.617293020081574","0.662112978311515"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","Hauptschule","3898","0.618863805493298","0.60629975181224","0.631427859174356"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","Realschule","1780","0.560199241472371","0.542618194142817","0.577780288801924"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","AkademikerIn","47","0.0331621386273629","0.0248037987958555","0.0415204784588703"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","Hauptschule","586","0.158697648077699","0.149245001040892","0.168150295114505"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","Realschule","88","0.0569991146171884","0.0487873668146668","0.0652108624197099"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","(Fach-)Abitur","38","0.0504871071123541","0.0378051574795718","0.0631690567451363"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","AkademikerIn","150","0.0893303317323485","0.0767226207795892","0.101938042685108"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","Hauptschule","369","0.0710244023300146","0.0646104100394391","0.07743839462059"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","Realschule","185","0.0636515894393207","0.0554176830364701","0.0718854958421712"
"Ledig","1998","(Fach-)Abitur","558","0.482116671290988","0.453174081603657","0.511059260978318"
"Ledig","1998","(noch) kein Abschluss","371","0.527110178199117","0.492979661215422","0.561240695182812"
"Ledig","1998","AkademikerIn","372","0.216575769084982","0.198367872968771","0.234783665201193"
"Ledig","1998","Hauptschule","843","0.124957224533527","0.116700309538045","0.13321413952901"
"Ledig","1998","Realschule","1020","0.288055112646317","0.27278143774569","0.303328787546944"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","(noch) kein Abschluss","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","AkademikerIn","39","0.0219405610838551","0.0154652174074625","0.0284159047602478"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","Hauptschule","140","0.0243635039111801","0.020513719767338","0.0282132880550223"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","Realschule","89","0.03259282312211","0.0266039073797848","0.0385817388644352"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","(Fach-)Abitur","516","0.416729636971432","0.388172971342181","0.445286302600683"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","(noch) kein Abschluss","378","0.365824933034985","0.332897838173346","0.398752027896625"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","AkademikerIn","1353","0.637471911971045","0.616221972786871","0.658721851155219"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","Hauptschule","4180","0.626738398029406","0.614661030126957","0.638815765931854"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","Realschule","1979","0.55990060804379","0.543158373776622","0.576642842310958"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","AkademikerIn","52","0.0346814261277692","0.0265934448097758","0.0427694074457626"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","Hauptschule","629","0.152916471195872","0.143929512640408","0.161903429751337"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","Realschule","104","0.0557998667484622","0.0480582588647003","0.063541474632224"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","(Fach-)Abitur","38","0.0524844754807641","0.0395109276267768","0.0654580233347514"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","AkademikerIn","150","0.0952393203151256","0.0822138186396939","0.108264821990557"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","Hauptschule","395","0.077090407753765","0.0703383950828927","0.0838424204246373"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","Realschule","208","0.0718961986277024","0.0631657633444922","0.0806266339109126"
"Ledig","1999","(Fach-)Abitur","563","0.485786858588823","0.456710191299242","0.514863525878405"
"Ledig","1999","(noch) kein Abschluss","356","0.518517267514415","0.483652918575591","0.553381616453239"
"Ledig","1999","AkademikerIn","374","0.215755001534534","0.197502358046389","0.23400764502268"
"Ledig","1999","Hauptschule","827","0.128243853802995","0.11977997791282","0.13670772969317"
"Ledig","1999","Realschule","1043","0.301192550286585","0.285687058925855","0.316698041647314"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","(noch) kein Abschluss","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","AkademikerIn","35","0.0198744529212628","0.0136813556344957","0.0260675502080299"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","Hauptschule","131","0.0223013035051989","0.018563459785227","0.0260391472251709"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","Realschule","92","0.0315062825432445","0.0256024824580097","0.0374100826284793"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","(Fach-)Abitur","500","0.409405312888926","0.380798355750226","0.438012270027626"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","(noch) kein Abschluss","367","0.370941524490588","0.337235477282035","0.404647571699141"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","AkademikerIn","1340","0.632724611742363","0.611334023218424","0.654115200266303"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","Hauptschule","4019","0.617741029025428","0.605440166521592","0.630041891529264"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","Realschule","1920","0.540564325362423","0.523721276631862","0.557407374092984"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1999","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1999","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1999","AkademikerIn","52","0.0364066134867138","0.0280955518493935","0.0447176751240342"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1999","Hauptschule","623","0.154623405912612","0.145471401420011","0.163775410405214"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1999","Realschule","100","0.0548406431800451","0.0471460006925393","0.0625352856675509"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2000","(Fach-)Abitur","88","0.0500766624965454","0.0412566632194033","0.0588966617736875"
