year,bula_h,sampreg,pgfamstd,proportion,n,lower_confidence,upper_confidence
1984,Nordrhein-Westfalen,Westdeutschland,Verheiratet,0.18299961494031575,16099,0.1770266104707202,0.18897261940991128
1984,Baden-Württemberg,Westdeutschland,Verheiratet,0.1268771659607239,16099,0.12173571108120143,0.13201862084024638
1984,Bayern,Westdeutschland,Verheiratet,0.12139006546014633,16099,0.11634523879703146,0.1264348921232612
1984,Hessen,Westdeutschland,Verheiratet,0.07190989603388526,16099,0.0679192241378574,0.07590056792991311
1984,Niedersachsen,Westdeutschland,Verheiratet,0.06844435887562572,16099,0.0645437729345075,0.07234494481674394
1984,Nordrhein-Westfalen,Westdeutschland,Ledig,0.05641124374278013,16099,0.05284730002240256,0.0599751874631577
1984,"Rheinland-Pfalz,Saarland",Westdeutschland,Verheiratet,0.04688101655756642,16099,0.043615674432306295,0.05014635868282655
1984,Baden-Württemberg,Westdeutschland,Ledig,0.03542549095109742,16099,0.03256998907188686,0.03828099283030798
1984,Bayern,Westdeutschland,Ledig,0.03513669618790913,16099,0.03229243170868644,0.037980960667131816
1984,Schleswig-Holstein,Westdeutschland,Verheiratet,0.021467077396996534,16099,0.019228197466946324,0.023705957327046744
1984,Niedersachsen,Westdeutschland,Ledig,0.02117828263380824,16099,0.01895418530044618,0.023402379967170303
1984,Hessen,Westdeutschland,Ledig,0.02040816326530612,16099,0.0182240198087829,0.022592306721829342
1984,Berlin,Westdeutschland,Verheiratet,0.02011936850211783,16099,0.017950414307260232,0.022288322696975425
1984,Nordrhein-Westfalen,Westdeutschland,Verwitwet,0.01588371197535618,16099,0.013952384883173356,0.017815039067539003
1984,Hamburg,Westdeutschland,Verheiratet,0.015787447054293417,16099,0.013861887191938753,0.01771300691664808
1984,"Rheinland-Pfalz,Saarland",Westdeutschland,Ledig,0.013188294185598767,16099,0.011426041907969014,0.01495054646322852
1984,Baden-Württemberg,Westdeutschland,Verwitwet,0.01078167115902965,16099,0.009186358764683582,0.012376983553375718
1984,Bayern,Westdeutschland,Verwitwet,0.010011551790527531,16099,0.008473672021283475,0.011549431559771587
1984,Nordrhein-Westfalen,Westdeutschland,Geschieden,0.009626492106276472,16099,0.008118183677478172,0.011134800535074773
1984,Berlin,Westdeutschland,Ledig,0.00712360415864459,16099,0.005824469696041031,0.00842273862124815
1984,Bremen,Westdeutschland,Verheiratet,0.006931074316519061,16099,0.005649491737833502,0.00821265689520462
1984,Niedersachsen,Westdeutschland,Verwitwet,0.006834809395456296,16099,0.005562096132738614,0.008107522658173978
1984,"Rheinland-Pfalz,Saarland",Westdeutschland,Verwitwet,0.006546014632268001,16099,0.005300298796808152,0.0077917304677278506
1984,Schleswig-Holstein,Westdeutschland,Ledig,0.006353484790142472,16099,0.0051261061096308505,0.007580863470654093
1984,Hessen,Westdeutschland,Verwitwet,0.005679630342703119,16099,0.004518770401867253,0.006840490283538985
1984,Baden-Württemberg,Westdeutschland,Geschieden,0.005198305737389296,16099,0.004087454792627099,0.006309156682151492
1984,Nordrhein-Westfalen,Westdeutschland,"Verheiratet, getrennt lebend",0.004620716211012707,16099,0.0035730918994393455,0.005668340522586068
1984,Hamburg,Westdeutschland,Ledig,0.004524451289949942,16099,0.0034877470416261594,0.005561155538273725
1984,Baden-Württemberg,Westdeutschland,"Verheiratet, getrennt lebend",0.004331921447824413,16099,0.0033174164299822864,0.00534642646566654
1984,Bayern,Westdeutschland,Geschieden,0.004235656526761648,16099,0.0032324386223818937,0.005238874431141403
1984,Niedersachsen,Westdeutschland,Geschieden,0.0029842125529457066,16099,0.002141610495486719,0.0038268146104046942
1984,Berlin,Westdeutschland,Verwitwet,0.0029842125529457066,16099,0.002141610495486719,0.0038268146104046942
