year,pgfamstd,proportion,n,lower_confidence,upper_confidence
1991,5.0,0.06141452959869928,13586,0.05737730654479312,0.06545175265260544
1991,4.0,0.047890030300790774,13586,0.04429935298104572,0.05148070762053583
1991,2.0,0.01662848274333013,13586,0.014478200885228871,0.01877876460143139
1992,1.0,0.648220747889023,13316,0.6401099094160928,0.6563315863619531
1992,3.0,0.22549758745476478,13316,0.21839933378758064,0.23259584112194892
1992,5.0,0.0609167671893848,13316,0.05685430207041403,0.06497923230835558
1992,4.0,0.04794933655006031,13316,0.0443203069598717,0.051578366140248924
1992,2.0,0.01741556091676719,13316,0.015193669391468614,0.019637452442065766
1993,1.0,0.6420519898780769,13101,0.6338428260582119,0.6502611536979419
1993,3.0,0.22766658998543057,13101,0.2204860697492002,0.23484711022166094
1993,5.0,0.06157503258952534,13101,0.05745874272029379,0.06569132245875689
1993,4.0,0.0478490913273522,13101,0.04419403908722536,0.05150414356747903
1993,2.0,0.02085729621961506,13101,0.018410172939364353,0.023304419499865767
1994,1.0,0.6383078364033719,12873,0.6300074019465823,0.6466082708601614
1994,3.0,0.22939431782703715,12873,0.2221311911587997,0.2366574444952746
1994,5.0,0.062051201998126755,12873,0.057883651684405284,0.06621875231184823
1994,4.0,0.048548236028723074,12873,0.0448354809409748,0.052260991116471346
1994,2.0,0.02169840774274118,12873,0.019181504618318714,0.024215310867163647
1995,1.0,0.6381996974281392,13284,0.6300281482687168,0.6463712465875616
1995,3.0,0.23078668683812406,13284,0.22362161729039637,0.23795175638585175
1995,5.0,0.06043872919818457,13284,0.056386333428772806,0.06449112496759633
1995,4.0,0.052042360060514374,13284,0.048265206904429384,0.055819513216599365
1995,2.0,0.018532526475037822,13284,0.016239036172382815,0.02082601677769283
1996,1.0,0.6303846153846154,13048,0.6221021063175116,0.6386671244517192
1996,3.0,0.23615384615384616,13048,0.2288662456529599,0.2434414466547324
1996,5.0,0.05984615384615385,13048,0.05577608567718314,0.06391622201512455
1996,4.0,0.05184615384615385,13048,0.04804179237227445,0.05565051532003325
1996,2.0,0.02176923076923077,13048,0.019265277044664755,0.024273184493796784
1997,1.0,0.6238841033672671,12828,0.6155012976606706,0.6322669090738635
1997,3.0,0.23915426781519186,12828,0.23177243903032532,0.2465360966000584
1997,5.0,0.060062646828504304,12828,0.05595088184691082,0.06417441181009778
1997,4.0,0.05403288958496476,12828,0.05012048543430792,0.05794529373562159
1997,2.0,0.022866092404072044,12828,0.020279371249386356,0.025452813558757732
1998,1.0,0.6197093679458239,14238,0.6117352359301769,0.6276834999614709
1998,3.0,0.23955981941309254,14238,0.23254896265848768,0.2465706761676974
1998,5.0,0.06123024830699774,14238,0.057292081284093264,0.06516841532990221
1998,4.0,0.05692720090293454,14238,0.05312124193786212,0.06073315986800695
1998,2.0,0.022573363431151242,14238,0.02013346471212992,0.025013262150172563
1999,1.0,0.6109152343176142,13674,0.602743375130331,0.6190870935048973
1999,3.0,0.24474805347436462,13674,0.2375417286594407,0.25195437828928857
1999,4.0,0.061333920963713824,13674,0.05731217893110921,0.06535566299631844
1999,5.0,0.060379021595416485,13674,0.05638668020367985,0.06437136298715312
1999,2.0,0.02262376964889085,13674,0.020131347194933646,0.025116192102848052
2000,1.0,0.623240902656341,24107,0.6171238201924549,0.6293579851202271
2000,3.0,0.23032725455908068,24107,0.2250121696478401,0.23564233947032126
2000,5.0,0.06503455741527188,24107,0.06192173488266329,0.06814737994788046
2000,4.0,0.06082937796652511,24107,0.05781211317738219,0.06384664275566802
2000,2.0,0.020567907402781246,24107,0.018776201573124433,0.02235961323243806
2001,1.0,0.6173291811687123,21921,0.6108949454622182,0.6237634168752063
2001,3.0,0.2343835867374977,21921,0.22877575329907124,0.23999142017592417
2001,5.0,0.06443487818281736,21921,0.0611845784838913,0.06768517788174343
2001,4.0,0.06292361238322038,21921,0.059709062191290456,0.06613816257515029
2001,2.0,0.020928741527752336,21921,0.019033761668830612,0.02282372138667406
2002,1.0,0.6227213257740951,23026,0.616460598016504,0.6289820535316862
2002,3.0,0.23375490623637157,23026,0.2282883849689863,0.23922142750375686
2002,4.0,0.06319232446576538,23026,0.06004961519447188,0.06633503373705887
2002,5.0,0.060139555167902314,23026,0.057068705098822885,0.06321040523698175
2002,2.0,0.02019188835586568,23026,0.01837509386358018,0.022008682848151176
2003,1.0,0.6113679630133261,22166,0.6049509481550095,0.6177849778716427
2003,3.0,0.24095730214849062,22166,0.23532720931085724,0.246587394986124
2003,4.0,0.06450004532680627,22166,0.061266236797151215,0.06773385385646132
2003,5.0,0.06159912972531956,22166,0.058433982643873505,0.06476427680676561
2003,2.0,0.021575559786057474,22166,0.01966281472437763,0.023488304847737316
2004,1.0,0.604583062192061,21612,0.5980643138673567,0.6111018105167654
2004,3.0,0.24649065724644417,21612,0.2407448223304859,0.25223649216240246
2004,4.0,0.06642186483220229,21612,0.0631018543104952,0.06974187535390938
2004,5.0,0.06103002695918937,21612,0.05783844335756483,0.06422161056081391
2004,2.0,0.02147438877010319,21612,0.019541730381615757,0.023407047158590624
2005,1.0,0.5962844392704696,20698,0.589600132663332,0.6029687458776072
2005,3.0,0.2505335661622041,20698,0.24463018352400276,0.25643694880040546
2005,4.0,0.06839348079161817,20698,0.06495461289271799,0.07183234869051834
2005,5.0,0.06228172293364377,20698,0.05898935487546668,0.06557409099182086
2005,2.0,0.022506790842064417,20698,0.020486073623868364,0.02452750806026047
2006,1.0,0.5963567499323654,22269,0.589912718790906,0.6028007810738248
2006,3.0,0.24506267472269816,22269,0.23941330826028728,0.25071204118510904
2006,4.0,0.07151230949589683,22269,0.06812788997879868,0.07489672901299499
2006,5.0,0.06492920912616106,22269,0.06169291477117675,0.06816550348114536
2006,2.0,0.02213905672287853,22269,0.02020653750973159,0.024071575936025467
2007,1.0,0.5908784434598343,20850,0.5842045649536701,0.5975523219659985
2007,3.0,0.2497110383355808,20850,0.24383565522478703,0.2555864214463746
2007,4.0,0.07320362165286072,20850,0.06966803496865073,0.07673920833707071
2007,5.0,0.06410132922365633,20850,0.06077664062130504,0.06742601782600761
2007,2.0,0.02210556732806781,20850,0.020109846172013675,0.024101288484121942
2008,1.0,0.5894358974358974,19571,0.5825436899872649,0.5963281048845299
2008,3.0,0.24794871794871795,19571,0.24189873397256362,0.2539987019248723
2008,4.0,0.07507692307692308,19571,0.0713849748413141,0.07876887131253206
2008,5.0,0.06574358974358975,19571,0.06227135312423096,0.06921582636294854
2008,2.0,0.021794871794871794,19571,0.019749172997443963,0.023840570592299624
2009,1.0,0.5836447570894702,18254,0.5764934840250314,0.5907960301539089
2009,3.0,0.24923060013189713,18254,0.24295535043403196,0.25550584982976227
2009,4.0,0.07721477247746758,18254,0.07334239609208022,0.08108714886285494
2009,5.0,0.06770718839305342,18254,0.06406241438013145,0.0713519624059754
2009,2.0,0.022202681908111675,18254,0.020065191435626458,0.02434017238059689
2010,1.0,0.6015180265654649,24328,0.5953658111857201,0.6076702419452098
2010,3.0,0.2402442042735748,24328,0.23487553886377094,0.24561286968337864
2010,4.0,0.08373896543189506,24328,0.08025818785760835,0.08721974300618177
2010,5.0,0.050078376371586505,24328,0.047337610898226044,0.05281914184494697
2010,2.0,0.024420427357478756,24328,0.022480833291349082,0.02636002142360843
2011,1.0,0.5964055138719246,28898,0.5907487817217698,0.6020622460220795
2011,3.0,0.23796894084801953,28898,0.23305908599840366,0.2428787956976354
2011,4.0,0.08717501308672133,28898,0.08392255320460382,0.09042747296883885
2011,5.0,0.053393823067527484,28898,0.050801719474657114,0.05598592666039785
2011,2.0,0.025056709125807014,28898,0.02325462993724591,0.026858788314368116
2012,1.0,0.589178213942222,28166,0.583432505866788,0.5949239220176561
2012,3.0,0.2401239625262708,28166,0.23513531741893176,0.24511260763360984
2012,4.0,0.09190325223524383,28166,0.08852940834089196,0.0952770961295957
2012,5.0,0.05350336622377373,28166,0.0508752560088954,0.056131476438652066
2012,2.0,0.02529120507248958,28166,0.02345755826020139,0.02712485188477777
2013,1.0,0.5856816205597243,31177,0.5802135160397014,0.5911497250797472
2013,3.0,0.2512962545489678,31177,0.24648135844232633,0.2561111506556093
2013,4.0,0.08859618047727931,31177,0.0854418889340046,0.09175047202055402
2013,5.0,0.048082187369166855,31177,0.04570736711138372,0.05045700762694999
2013,2.0,0.02634375704486168,31177,0.024565966498259012,0.028121547591464346
2014,1.0,0.581480541148308,27654,0.5756661731861409,0.5872949091104752
2014,3.0,0.2530194769866889,27654,0.2478954818607592,0.2581434721126187
2014,4.0,0.08860759493670886,27654,0.0852582084096409,0.09195698146377682
2014,5.0,0.05157593123209169,27654,0.0489691660320962,0.05418269643208718
2014,2.0,0.02531645569620253,27654,0.023465012631509873,0.02716789876089519
2015,1.0,0.5767195767195767,27342,0.5708630872036238,0.5825760662355297
2015,3.0,0.26241916519694297,27342,0.25720429481335255,0.2676340355805334
2015,4.0,0.0855379188712522,27342,0.08222276933678394,0.08885306840572046
2015,5.0,0.05015432098765432,27342,0.04756717083406908,0.05274147114123957
2015,2.0,0.02516901822457378,27342,0.023312331076899593,0.02702570537224797
2016,1.0,0.5846555096718105,27798,0.5788625094340059,0.5904485099096151
2016,3.0,0.25436499311743827,27798,0.24924533321846326,0.25948465301641327
2016,4.0,0.08099688473520249,27798,0.07778956729627143,0.08420420217413355
2016,5.0,0.04886618850974426,27798,0.04633179329835371,0.051400583721134804
2016,2.0,0.031116423965804534,27798,0.029075250410289112,0.033157597521319956
2017,1.0,0.5766155036759963,31140,0.5711275883712945,0.5821034189806982
2017,3.0,0.2659938088481878,31140,0.2610860592865,0.27090155840987556
2017,4.0,0.08112988520572681,31140,0.07809729127552452,0.0841624791359291
2017,5.0,0.045466271120856445,31140,0.04315241113698025,0.04778013110473264
2017,2.0,0.030794531149232557,31140,0.028875679086205558,0.032713383212259556
2018,1.0,0.5658285020897937,29779,0.560198946895535,0.5714580572840525
2018,3.0,0.2706619927194283,29779,0.26561562286839696,0.27570836257045966
2018,4.0,0.08638937575839288,29779,0.08319848633083049,0.08958026518595527
2018,5.0,0.04668329513280302,29779,0.044287220343872176,0.04907936992173386
2018,2.0,0.030436834299582043,29779,0.028485692601034437,0.03238797599812965
2019,1.0,0.578490245971162,29565,0.5728614051872413,0.5841190867550828
2019,3.0,0.2598812553011026,29565,0.2548820000736105,0.26488051052859474
2019,4.0,0.09004240882103477,29565,0.08677952764623505,0.0933052899958345
2019,5.0,0.04549618320610687,29565,0.04312074659109271,0.04787161982112103
2019,2.0,0.026089906700593725,29565,0.024272873653431313,0.027906939747756137
2020,1.0,0.5621448983022357,29899,0.5565212638394175,0.5677685327650539
2020,3.0,0.28398050092452515,29899,0.2788691649931839,0.28909183685586637
2020,4.0,0.08579593208942679,29899,0.08262137849923747,0.08897048567961612
2020,5.0,0.04269625147083544,29899,0.04040460567061469,0.04498789727105618
2020,2.0,0.02538241721297697,29899,0.023599581397782333,0.027165253028171608
2021,1.0,0.5745697405599794,19931,0.5677057434774079,0.581433737642551
2021,3.0,0.26437194965322375,19931,0.2582494558503398,0.2704944434561077
2021,4.0,0.09180580529154893,19931,0.08779699079920794,0.09581461978388991
2021,5.0,0.04623683534549191,19931,0.04332138365001031,0.04915228704097351
2021,2.0,0.02301566914975597,19931,0.020933830203112576,0.025097508096399365
