"pgfamstd","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Zusammenlebend","2001","(Fach-)Abitur","2","277","0.46928845498841","0.42824696436511","0.510329945611711"
"Zusammenlebend","2001","(Fach-)Abitur","3","240","0.499378847086925","0.453436618122262","0.545321076051587"
"Zusammenlebend","2001","(Fach-)Abitur","4","186","0.403088720469853","0.356233038995069","0.449944401944638"
"Zusammenlebend","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","146","0.472281382824713","0.414724032792309","0.529838732857117"
"Zusammenlebend","2001","AkademikerIn","1 Einkommensschwächstes Quintil","198","0.512310937181652","0.45796779673712","0.566654077626184"
"Zusammenlebend","2001","AkademikerIn","2","433","0.655842696570584","0.617732668918815","0.693952724222354"
"Zusammenlebend","2001","AkademikerIn","3","533","0.67593886441319","0.641847373731216","0.710030355095164"
"Zusammenlebend","2001","AkademikerIn","4","637","0.647504797367863","0.616327179996766","0.678682414738959"
"Zusammenlebend","2001","AkademikerIn","5 Einkommensstärkstes Quintil","660","0.611685278236877","0.58134167117456","0.642028885299193"
"Getrennt lebend","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4","","",""
"Getrennt lebend","2001","(noch) kein Abschluss","2","3","","",""
"Getrennt lebend","2001","(noch) kein Abschluss","3","2","","",""
"Getrennt lebend","2001","(noch) kein Abschluss","4","","","",""
"Getrennt lebend","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Getrennt lebend","2001","Hauptschule","1 Einkommensschwächstes Quintil","94","0.0348398271700185","0.0280318624124869","0.0416477919275501"
"Getrennt lebend","2001","Hauptschule","2","40","0.013168617491192","0.00901175280501173","0.0173254821773723"
"Getrennt lebend","2001","Hauptschule","3","28","","",""
"Getrennt lebend","2001","Hauptschule","4","33","0.0227870892637391","0.0144645924589156","0.0311095860685625"
"Getrennt lebend","2001","Hauptschule","5 Einkommensstärkstes Quintil","10","","",""
"Getrennt lebend","2001","Realschule","1 Einkommensschwächstes Quintil","49","0.0453948154777353","0.0338083153608339","0.0569813155946366"
"Getrennt lebend","2001","Realschule","2","26","","",""
"Getrennt lebend","2001","Realschule","3","19","","",""
"Getrennt lebend","2001","Realschule","4","17","","",""
"Getrennt lebend","2001","Realschule","5 Einkommensstärkstes Quintil","14","","",""
"Getrennt lebend","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","13","","",""
"Getrennt lebend","2001","(Fach-)Abitur","2","9","","",""
"Getrennt lebend","2001","(Fach-)Abitur","3","2","","",""
"Getrennt lebend","2001","(Fach-)Abitur","4","3","","",""
"Getrennt lebend","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","3","","",""
"Getrennt lebend","2001","AkademikerIn","1 Einkommensschwächstes Quintil","15","","",""
"Getrennt lebend","2001","AkademikerIn","2","18","","",""
"Getrennt lebend","2001","AkademikerIn","3","13","","",""
"Getrennt lebend","2001","AkademikerIn","4","12","","",""
"Getrennt lebend","2001","AkademikerIn","5 Einkommensstärkstes Quintil","29","","",""
"Ledig","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","179","0.523354903880231","0.469137963611032","0.57757184414943"
"Ledig","2001","(noch) kein Abschluss","2","165","0.645009251812165","0.586046286065231","0.703972217559099"
"Ledig","2001","(noch) kein Abschluss","3","117","0.766737198404851","0.69905904943686","0.834415347372842"
"Ledig","2001","(noch) kein Abschluss","4","78","0.801245473882232","0.719700821507671","0.882790126256792"
"Ledig","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","45","0.909032250049373","0.828516021689702","0.989548478409043"
"Ledig","2001","Hauptschule","1 Einkommensschwächstes Quintil","430","0.159706600972675","0.146106049576246","0.173307152369104"
"Ledig","2001","Hauptschule","2","301","0.109402699812233","0.0980204260472575","0.120784973577209"
"Ledig","2001","Hauptschule","3","219","0.128459866612918","0.113458004265775","0.143461728960061"
"Ledig","2001","Hauptschule","4","158","0.13450080317252","0.115472047682447","0.153529558662593"
"Ledig","2001","Hauptschule","5 Einkommensstärkstes Quintil","62","0.127834255863267","0.0991074361743184","0.156561075552215"
"Ledig","2001","Realschule","1 Einkommensschwächstes Quintil","430","0.367383323677092","0.340550443832644","0.39421620352154"
"Ledig","2001","Realschule","2","456","0.283987375004998","0.262076275493195","0.3058984745168"
"Ledig","2001","Realschule","3","355","0.321316343534465","0.295469981316012","0.347162705752918"
"Ledig","2001","Realschule","4","295","0.279658540785021","0.252340977233471","0.306976104336571"
"Ledig","2001","Realschule","5 Einkommensstärkstes Quintil","112","0.189176522878432","0.157838669611836","0.220514376145027"
"Ledig","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","255","0.567430400551648","0.523473964081892","0.611386837021403"
"Ledig","2001","(Fach-)Abitur","2","252","0.436170127404514","0.395387432246127","0.476952822562901"
"Ledig","2001","(Fach-)Abitur","3","189","0.410604661303604","0.365402658408674","0.455806664198533"
"Ledig","2001","(Fach-)Abitur","4","199","0.466772589338585","0.419116769132373","0.514428409544797"
"Ledig","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","114","0.376804476283436","0.32093567426924","0.432673278297632"
"Ledig","2001","AkademikerIn","1 Einkommensschwächstes Quintil","69","0.29151532242935","0.24210674669055","0.340923898168151"
"Ledig","2001","AkademikerIn","2","86","0.172982902195174","0.142642609987432","0.203323194402915"
"Ledig","2001","AkademikerIn","3","106","0.175971054903687","0.148233341263788","0.203708768543586"
"Ledig","2001","AkademikerIn","4","182","0.241855216566558","0.213910569604567","0.269799863528549"
"Ledig","2001","AkademikerIn","5 Einkommensstärkstes Quintil","203","0.233404763438157","0.207068801887198","0.259740724989116"
"Geschieden","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","9","","",""
"Geschieden","2001","(noch) kein Abschluss","2","4","","",""
"Geschieden","2001","(noch) kein Abschluss","3","2","","",""
"Geschieden","2001","(noch) kein Abschluss","4","1","","",""
"Geschieden","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Geschieden","2001","Hauptschule","1 Einkommensschwächstes Quintil","250","0.109804344923867","0.0981970209987312","0.121411668849003"
"Geschieden","2001","Hauptschule","2","129","0.0533274746498176","0.0451343471070573","0.0615206021925779"
"Geschieden","2001","Hauptschule","3","98","0.055330599240798","0.0450802099730291","0.0655809885085669"
"Geschieden","2001","Hauptschule","4","72","0.0663773411830215","0.0524934810451187","0.0802612013209242"
"Geschieden","2001","Hauptschule","5 Einkommensstärkstes Quintil","45","0.0892929172454639","0.0647592610419839","0.113826573448944"
"Geschieden","2001","Realschule","1 Einkommensschwächstes Quintil","137","0.134619758062458","0.115622315551232","0.153617200573684"
"Geschieden","2001","Realschule","2","103","0.0819437716632852","0.0686163257107278","0.0952712176158426"
"Geschieden","2001","Realschule","3","70","0.0631030542294026","0.0496453671959211","0.0765607412628841"
"Geschieden","2001","Realschule","4","67","0.0679745406865745","0.0526550001004564","0.0832940812726927"
"Geschieden","2001","Realschule","5 Einkommensstärkstes Quintil","57","0.0972969791354562","0.0735835373687398","0.121010420902173"
"Geschieden","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","16","","",""
"Geschieden","2001","(Fach-)Abitur","2","19","","",""
"Geschieden","2001","(Fach-)Abitur","3","14","","",""
"Geschieden","2001","(Fach-)Abitur","4","17","","",""
"Geschieden","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","13","","",""
"Geschieden","2001","AkademikerIn","1 Einkommensschwächstes Quintil","34","0.125138347872368","0.0891657908866986","0.161110904858038"
"Geschieden","2001","AkademikerIn","2","48","0.11264073929767","0.0872802040922152","0.138001274503125"
"Geschieden","2001","AkademikerIn","3","44","0.0818057926816959","0.0618422270994249","0.101769358263967"
"Geschieden","2001","AkademikerIn","4","50","0.0618476299173074","0.046127973732469","0.0775672861021459"
"Geschieden","2001","AkademikerIn","5 Einkommensstärkstes Quintil","71","0.0849779631279427","0.0676167447826029","0.102339181473282"
"Verwitwet","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","9","","",""
"Verwitwet","2001","(noch) kein Abschluss","2","14","","",""
"Verwitwet","2001","(noch) kein Abschluss","3","4","","",""
"Verwitwet","2001","(noch) kein Abschluss","4","3","","",""
"Verwitwet","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Verwitwet","2001","Hauptschule","1 Einkommensschwächstes Quintil","266","0.136289433225889","0.123551621780896","0.149027244670882"
"Verwitwet","2001","Hauptschule","2","349","0.162284861745212","0.14883984006607","0.175729883424354"
"Verwitwet","2001","Hauptschule","3","213","0.147642115996843","0.13173710882757","0.163547123166116"
"Verwitwet","2001","Hauptschule","4","145","0.14000386967473","0.120651556630597","0.159356182718863"
"Verwitwet","2001","Hauptschule","5 Einkommensstärkstes Quintil","52","0.129325580804237","0.100456395823088","0.158194765785386"
"Verwitwet","2001","Realschule","1 Einkommensschwächstes Quintil","26","","",""
"Verwitwet","2001","Realschule","2","43","0.0435531301004039","0.0336358078350412","0.0534704523657666"
"Verwitwet","2001","Realschule","3","41","0.0503936955112965","0.0382860632696825","0.0625013277529105"
"Verwitwet","2001","Realschule","4","45","0.0687523319666439","0.0533518246078984","0.0841528393253894"
"Verwitwet","2001","Realschule","5 Einkommensstärkstes Quintil","31","0.0831460022847919","0.0610535846893604","0.105238419880223"
"Verwitwet","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","9","","",""
"Verwitwet","2001","(Fach-)Abitur","2","11","","",""
"Verwitwet","2001","(Fach-)Abitur","3","10","","",""
"Verwitwet","2001","(Fach-)Abitur","4","16","","",""
"Verwitwet","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","13","","",""
"Verwitwet","2001","AkademikerIn","1 Einkommensschwächstes Quintil","9","","",""
"Verwitwet","2001","AkademikerIn","2","12","","",""
"Verwitwet","2001","AkademikerIn","3","28","","",""
"Verwitwet","2001","AkademikerIn","4","21","","",""
"Verwitwet","2001","AkademikerIn","5 Einkommensstärkstes Quintil","28","","",""
"Zusammenlebend","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","106","0.330719255005346","0.277122790631268","0.384315719379424"
"Zusammenlebend","2002","(noch) kein Abschluss","2","64","0.290995782413228","0.232797801346616","0.349193763479839"
"Zusammenlebend","2002","(noch) kein Abschluss","3","23","","",""
"Zusammenlebend","2002","(noch) kein Abschluss","4","12","","",""
"Zusammenlebend","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","6","","",""
"Zusammenlebend","2002","Hauptschule","1 Einkommensschwächstes Quintil","1467","0.554397308943347","0.534453994783641","0.574340623103054"
"Zusammenlebend","2002","Hauptschule","2","1833","0.651074863655895","0.632817214273649","0.669332513038141"
"Zusammenlebend","2002","Hauptschule","3","1222","0.636937100096748","0.614597402030202","0.659276798163295"
"Zusammenlebend","2002","Hauptschule","4","968","0.685425597048205","0.660873048713994","0.709978145382416"
"Zusammenlebend","2002","Hauptschule","5 Einkommensstärkstes Quintil","519","0.630445669445015","0.594916262830104","0.665975076059927"
"Zusammenlebend","2002","Realschule","1 Einkommensschwächstes Quintil","505","0.400109661477751","0.371131396857812","0.429087926097691"
"Zusammenlebend","2002","Realschule","2","851","0.542796017370625","0.516976186037656","0.568615848703594"
"Zusammenlebend","2002","Realschule","3","797","0.580585222263003","0.553646531477668","0.607523913048339"
"Zusammenlebend","2002","Realschule","4","701","0.579110981699358","0.550687906078496","0.60753405732022"
"Zusammenlebend","2002","Realschule","5 Einkommensstärkstes Quintil","681","0.590818463744058","0.560190682429994","0.621446245058122"
"Zusammenlebend","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","152","0.308075878034974","0.26517895233618","0.350972803733768"
"Zusammenlebend","2002","(Fach-)Abitur","2","255","0.51518038269215","0.471461809142255","0.558898956242046"
"Zusammenlebend","2002","(Fach-)Abitur","3","216","0.510614468153639","0.463799669831145","0.557429266476133"
"Zusammenlebend","2002","(Fach-)Abitur","4","228","0.436216912097035","0.392617847853718","0.479815976340352"
"Zusammenlebend","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","308","0.449342989645732","0.408507268009477","0.490178711281987"
"Zusammenlebend","2002","AkademikerIn","1 Einkommensschwächstes Quintil","198","0.543387573837963","0.489149494708312","0.597625652967613"
"Zusammenlebend","2002","AkademikerIn","2","341","0.647608255919536","0.60518024604208","0.690036265796991"
"Zusammenlebend","2002","AkademikerIn","3","507","0.67759406487301","0.642794983113701","0.712393146632319"
"Zusammenlebend","2002","AkademikerIn","4","733","0.622608283886033","0.592976679785069","0.652239887986998"
"Zusammenlebend","2002","AkademikerIn","5 Einkommensstärkstes Quintil","1551","0.619268543837418","0.598056862522081","0.640480225152754"
"Getrennt lebend","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","7","","",""
"Getrennt lebend","2002","(noch) kein Abschluss","2","","","",""
"Getrennt lebend","2002","(noch) kein Abschluss","3","2","","",""
"Getrennt lebend","2002","(noch) kein Abschluss","4","","","",""
"Getrennt lebend","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Getrennt lebend","2002","Hauptschule","1 Einkommensschwächstes Quintil","84","0.0357029124953879","0.0282578195890226","0.0431480054017533"
"Getrennt lebend","2002","Hauptschule","2","43","0.0146915729641306","0.0100828190794445","0.0193003268488167"
"Getrennt lebend","2002","Hauptschule","3","32","0.0168082021322997","0.0108362290110154","0.0227801752535839"
"Getrennt lebend","2002","Hauptschule","4","22","","",""
"Getrennt lebend","2002","Hauptschule","5 Einkommensstärkstes Quintil","14","","",""
"Getrennt lebend","2002","Realschule","1 Einkommensschwächstes Quintil","49","0.0509783526694264","0.0379683352181984","0.0639883701206543"
"Getrennt lebend","2002","Realschule","2","29","","",""
"Getrennt lebend","2002","Realschule","3","26","","",""
"Getrennt lebend","2002","Realschule","4","17","","",""
"Getrennt lebend","2002","Realschule","5 Einkommensstärkstes Quintil","19","","",""
"Getrennt lebend","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","15","","",""
"Getrennt lebend","2002","(Fach-)Abitur","2","4","","",""
"Getrennt lebend","2002","(Fach-)Abitur","3","6","","",""
"Getrennt lebend","2002","(Fach-)Abitur","4","4","","",""
"Getrennt lebend","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","5","","",""
"Getrennt lebend","2002","AkademikerIn","1 Einkommensschwächstes Quintil","12","","",""
"Getrennt lebend","2002","AkademikerIn","2","12","","",""
"Getrennt lebend","2002","AkademikerIn","3","11","","",""
"Getrennt lebend","2002","AkademikerIn","4","17","","",""
"Getrennt lebend","2002","AkademikerIn","5 Einkommensstärkstes Quintil","30","0.0245632303754637","0.0178013340848914","0.031325126666036"
"Ledig","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","164","0.548868042923886","0.492180451551837","0.605555634295934"
"Ledig","2002","(noch) kein Abschluss","2","159","0.649039394158832","0.587888209250081","0.710190579067582"
"Ledig","2002","(noch) kein Abschluss","3","118","0.755172197306063","0.686589749600195","0.823754645011932"
"Ledig","2002","(noch) kein Abschluss","4","112","0.825626532678657","0.75911068857312","0.892142376784194"
"Ledig","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","95","0.899972953974243","0.841746350660892","0.958199557287594"
"Ledig","2002","Hauptschule","1 Einkommensschwächstes Quintil","368","0.166638244451363","0.151685634824228","0.181590854078498"
"Ledig","2002","Hauptschule","2","269","0.107353031761837","0.0954950632163342","0.119211000307339"
"Ledig","2002","Hauptschule","3","228","0.145041153049132","0.128682169448941","0.161400136649322"
"Ledig","2002","Hauptschule","4","164","0.107719346752289","0.0913265777739416","0.124112115730636"
"Ledig","2002","Hauptschule","5 Einkommensstärkstes Quintil","82","0.131794619396767","0.106895439094895","0.156693799698639"
"Ledig","2002","Realschule","1 Einkommensschwächstes Quintil","383","0.372805222751827","0.344203701590238","0.401406743913415"
"Ledig","2002","Realschule","2","419","0.320053377817849","0.295874914795933","0.344231840839765"
"Ledig","2002","Realschule","3","323","0.247782823085347","0.224214490729652","0.271351155441042"
"Ledig","2002","Realschule","4","327","0.271282509478786","0.245685049840369","0.296879969117202"
"Ledig","2002","Realschule","5 Einkommensstärkstes Quintil","189","0.220144942185307","0.194334716840756","0.245955167529858"
"Ledig","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","252","0.574410760734299","0.528472485187437","0.620349036281161"
"Ledig","2002","(Fach-)Abitur","2","210","0.392799917331395","0.350078285077278","0.435521549585512"
"Ledig","2002","(Fach-)Abitur","3","190","0.399590540853541","0.353719098278623","0.445461983428458"
"Ledig","2002","(Fach-)Abitur","4","233","0.461381882320436","0.41755499332441","0.505208771316462"
"Ledig","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","221","0.396685555952638","0.356524444964534","0.436846666940741"
"Ledig","2002","AkademikerIn","1 Einkommensschwächstes Quintil","72","0.271240252290054","0.222829164179811","0.319651340400297"
"Ledig","2002","AkademikerIn","2","79","0.177917812647317","0.143951301189125","0.21188432410551"
"Ledig","2002","AkademikerIn","3","103","0.180372719140849","0.151745767621552","0.208999670660145"
"Ledig","2002","AkademikerIn","4","198","0.25296707222725","0.226393288054278","0.279540856400222"
"Ledig","2002","AkademikerIn","5 Einkommensstärkstes Quintil","264","0.22593378844548","0.207665163862522","0.244202413028438"
"Geschieden","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","9","","",""
"Geschieden","2002","(noch) kein Abschluss","2","2","","",""
"Geschieden","2002","(noch) kein Abschluss","3","3","","",""
"Geschieden","2002","(noch) kein Abschluss","4","1","","",""
"Geschieden","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Geschieden","2002","Hauptschule","1 Einkommensschwächstes Quintil","223","0.109494463071493","0.0969651499591043","0.122023776183882"
"Geschieden","2002","Hauptschule","2","142","0.0622014498674099","0.0529498188745336","0.0714530808602861"
"Geschieden","2002","Hauptschule","3","90","0.057536910361829","0.0467189961316865","0.0683548245919715"
"Geschieden","2002","Hauptschule","4","81","0.071603801326163","0.0579708639144914","0.0852367387378345"
"Geschieden","2002","Hauptschule","5 Einkommensstärkstes Quintil","35","0.0637859123646432","0.0457982409628651","0.0817735837664213"
"Geschieden","2002","Realschule","1 Einkommensschwächstes Quintil","141","0.149311826586429","0.128231408366191","0.170392244806666"
"Geschieden","2002","Realschule","2","86","0.0757806741899072","0.0620640630289334","0.0894972853508811"
"Geschieden","2002","Realschule","3","94","0.0888764909607412","0.0733417610012285","0.104411220920254"
"Geschieden","2002","Realschule","4","68","0.0707729461495816","0.0560090516466561","0.085536840652507"
"Geschieden","2002","Realschule","5 Einkommensstärkstes Quintil","67","0.0818152231118407","0.0647421147299077","0.0988883314937737"
"Geschieden","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","19","","",""
"Geschieden","2002","(Fach-)Abitur","2","19","","",""
"Geschieden","2002","(Fach-)Abitur","3","13","","",""
"Geschieden","2002","(Fach-)Abitur","4","22","","",""
"Geschieden","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","23","","",""
"Geschieden","2002","AkademikerIn","1 Einkommensschwächstes Quintil","34","0.121345871146877","0.085791167350971","0.156900574942782"
"Geschieden","2002","AkademikerIn","2","44","0.120904497299504","0.0919495440947983","0.149859450504209"
"Geschieden","2002","AkademikerIn","3","47","0.0807410893402458","0.060457364983277","0.101024813697215"
"Geschieden","2002","AkademikerIn","4","55","0.0681586850556175","0.052752925469257","0.083564444641978"
"Geschieden","2002","AkademikerIn","5 Einkommensstärkstes Quintil","120","0.0921727319364807","0.079536166658626","0.104809297214335"
"Verwitwet","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","10","","",""
"Verwitwet","2002","(noch) kein Abschluss","2","9","","",""
"Verwitwet","2002","(noch) kein Abschluss","3","5","","",""
"Verwitwet","2002","(noch) kein Abschluss","4","","","",""
"Verwitwet","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Verwitwet","2002","Hauptschule","1 Einkommensschwächstes Quintil","244","0.133767071038409","0.120108513869494","0.147425628207323"
"Verwitwet","2002","Hauptschule","2","331","0.164679081750728","0.150471859746152","0.178886303755304"
"Verwitwet","2002","Hauptschule","3","208","0.143676634359992","0.127381795875697","0.159971472844286"
"Verwitwet","2002","Hauptschule","4","139","0.119837939172604","0.102665451516514","0.137010426828693"
"Verwitwet","2002","Hauptschule","5 Einkommensstärkstes Quintil","59","0.14599864891746","0.12000730889874","0.17198998893618"
"Verwitwet","2002","Realschule","1 Einkommensschwächstes Quintil","20","","",""
"Verwitwet","2002","Realschule","2","45","0.045575253468305","0.034765508091764","0.0563849988448459"
"Verwitwet","2002","Realschule","3","49","0.0629485763688687","0.0496900181161498","0.0762071346215877"
"Verwitwet","2002","Realschule","4","46","0.0625929930117999","0.0486475174116945","0.0765384686119052"
"Verwitwet","2002","Realschule","5 Einkommensstärkstes Quintil","34","0.077330485763749","0.060691419604577","0.0939695519229211"
"Verwitwet","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","7","","",""
"Verwitwet","2002","(Fach-)Abitur","2","14","","",""
"Verwitwet","2002","(Fach-)Abitur","3","13","","",""
"Verwitwet","2002","(Fach-)Abitur","4","10","","",""
"Verwitwet","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","13","","",""
"Verwitwet","2002","AkademikerIn","1 Einkommensschwächstes Quintil","8","","",""
"Verwitwet","2002","AkademikerIn","2","11","","",""
"Verwitwet","2002","AkademikerIn","3","25","","",""
"Verwitwet","2002","AkademikerIn","4","25","","",""
"Verwitwet","2002","AkademikerIn","5 Einkommensstärkstes Quintil","48","0.0380617054051574","0.0297029054354023","0.0464205053749126"
"Zusammenlebend","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","102","0.36941557075478","0.313183497892752","0.425647643616808"
"Zusammenlebend","2003","(noch) kein Abschluss","2","54","0.277924184474418","0.21899557768344","0.336852791265396"
"Zusammenlebend","2003","(noch) kein Abschluss","3","18","","",""
"Zusammenlebend","2003","(noch) kein Abschluss","4","12","","",""
"Zusammenlebend","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Zusammenlebend","2003","Hauptschule","1 Einkommensschwächstes Quintil","1210","0.510787365442637","0.489513487545245","0.53206124334003"
"Zusammenlebend","2003","Hauptschule","2","1757","0.650104823748865","0.631352911313454","0.668856736184275"
"Zusammenlebend","2003","Hauptschule","3","1234","0.66269192124219","0.640659948573658","0.684723893910723"
"Zusammenlebend","2003","Hauptschule","4","941","0.657797839772028","0.632820046277053","0.682775633267004"
"Zusammenlebend","2003","Hauptschule","5 Einkommensstärkstes Quintil","476","0.686738495654387","0.650804350729829","0.722672640578944"
"Zusammenlebend","2003","Realschule","1 Einkommensschwächstes Quintil","442","0.344860092688602","0.316564294608272","0.373155890768932"
"Zusammenlebend","2003","Realschule","2","841","0.564442346274963","0.538205981864997","0.590678710684929"
"Zusammenlebend","2003","Realschule","3","754","0.576153508796721","0.548626363808808","0.603680653784635"
"Zusammenlebend","2003","Realschule","4","707","0.550755237147592","0.522386240794386","0.579124233500798"
"Zusammenlebend","2003","Realschule","5 Einkommensstärkstes Quintil","624","0.615552748545491","0.583430114179669","0.647675382911313"
"Zusammenlebend","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","153","0.332254722975584","0.287630856179379","0.376878589771788"
"Zusammenlebend","2003","(Fach-)Abitur","2","218","0.485802650022894","0.440472776476175","0.531132523569613"
"Zusammenlebend","2003","(Fach-)Abitur","3","229","0.474601238028447","0.430114110370497","0.519088365686398"
"Zusammenlebend","2003","(Fach-)Abitur","4","246","0.459122839575123","0.416291644766317","0.501954034383928"
"Zusammenlebend","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","272","0.496111864879921","0.452590652578002","0.539633077181841"
"Zusammenlebend","2003","AkademikerIn","1 Einkommensschwächstes Quintil","173","0.540722294543323","0.484236750361436","0.59720783872521"
"Zusammenlebend","2003","AkademikerIn","2","323","0.6372297495517","0.593292483585375","0.681167015518025"
"Zusammenlebend","2003","AkademikerIn","3","485","0.667973249833817","0.631852432151919","0.704094067515715"
"Zusammenlebend","2003","AkademikerIn","4","760","0.601618740081498","0.572271357971481","0.630966122191515"
"Zusammenlebend","2003","AkademikerIn","5 Einkommensstärkstes Quintil","1412","0.611708640045084","0.589560218039943","0.633857062050225"
"Getrennt lebend","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","3","","",""
"Getrennt lebend","2003","(noch) kein Abschluss","2","1","","",""
"Getrennt lebend","2003","(noch) kein Abschluss","3","1","","",""
"Getrennt lebend","2003","(noch) kein Abschluss","4","","","",""
"Getrennt lebend","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Getrennt lebend","2003","Hauptschule","1 Einkommensschwächstes Quintil","85","0.0390995029933886","0.0308504786686462","0.0473485273181309"
"Getrennt lebend","2003","Hauptschule","2","47","0.013815255501029","0.00922598670696444","0.0184045242950935"
"Getrennt lebend","2003","Hauptschule","3","25","","",""
"Getrennt lebend","2003","Hauptschule","4","31","0.0205570079113039","0.0130867428983149","0.028027272924293"
"Getrennt lebend","2003","Hauptschule","5 Einkommensstärkstes Quintil","12","","",""
"Getrennt lebend","2003","Realschule","1 Einkommensschwächstes Quintil","46","0.044777210640692","0.0324656160675389","0.0570888052138452"
"Getrennt lebend","2003","Realschule","2","32","0.0242628350976638","0.0161212637673144","0.0324044064280132"
"Getrennt lebend","2003","Realschule","3","28","","",""
"Getrennt lebend","2003","Realschule","4","19","","",""
"Getrennt lebend","2003","Realschule","5 Einkommensstärkstes Quintil","13","","",""
"Getrennt lebend","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","11","","",""
"Getrennt lebend","2003","(Fach-)Abitur","2","9","","",""
"Getrennt lebend","2003","(Fach-)Abitur","3","3","","",""
"Getrennt lebend","2003","(Fach-)Abitur","4","9","","",""
"Getrennt lebend","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","4","","",""
"Getrennt lebend","2003","AkademikerIn","1 Einkommensschwächstes Quintil","15","","",""
"Getrennt lebend","2003","AkademikerIn","2","12","","",""
"Getrennt lebend","2003","AkademikerIn","3","5","","",""
"Getrennt lebend","2003","AkademikerIn","4","28","","",""
"Getrennt lebend","2003","AkademikerIn","5 Einkommensstärkstes Quintil","34","0.0269155460709475","0.0195607864384499","0.034270305703445"
"Ledig","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","157","0.524621890432292","0.466438681896073","0.58280509896851"
"Ledig","2003","(noch) kein Abschluss","2","151","0.615758788725273","0.551773684049831","0.679743893400715"
"Ledig","2003","(noch) kein Abschluss","3","123","0.799628264563881","0.734699975127559","0.864556554000203"
"Ledig","2003","(noch) kein Abschluss","4","113","0.770460883918853","0.697890923597002","0.843030844240704"
"Ledig","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","111","0.902047942685537","0.848186652610243","0.955909232760832"
"Ledig","2003","Hauptschule","1 Einkommensschwächstes Quintil","358","0.1748350222525","0.15867051885455","0.190999525650449"
"Ledig","2003","Hauptschule","2","269","0.121910739535277","0.109046763861468","0.134774715209087"
"Ledig","2003","Hauptschule","3","193","0.11507962411022","0.100208784503033","0.129950463717406"
"Ledig","2003","Hauptschule","4","179","0.128365313659152","0.110755386024845","0.145975241293458"
"Ledig","2003","Hauptschule","5 Einkommensstärkstes Quintil","65","0.0971592620315678","0.074213325853131","0.120105198210005"
"Ledig","2003","Realschule","1 Einkommensschwächstes Quintil","409","0.403965527480454","0.374754872696331","0.433176182264577"
"Ledig","2003","Realschule","2","372","0.299529491221178","0.275292106448487","0.323766875993868"
