year,migback,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Very important,0.11506,1212,6573,0.10735,0.12278
1990,No migration background,Important,0.33844,3467,6573,0.32700,0.34988
1990,No migration background,Less important,0.16421,1602,6573,0.15525,0.17317
1990,No migration background,Unimportant,0.03283,292,6573,0.02852,0.03714
1990,Direct migration background,Very important,0.09375,92,423,0.06594,0.12156
1990,Direct migration background,Important,0.22821,231,423,0.18817,0.26825
1990,Direct migration background,Less important,0.10922,100,423,0.07946,0.13898
1992,No migration background,Very important,0.15028,2088,10225,0.14336,0.15721
1992,No migration background,Important,0.41137,5276,10225,0.40183,0.42091
1992,No migration background,Less important,0.20368,2352,10225,0.19587,0.21149
1992,No migration background,Unimportant,0.05442,509,10225,0.05002,0.05882
1992,Direct migration background,Very important,0.10394,112,571,0.07888,0.12899
1992,Direct migration background,Important,0.23779,287,571,0.20284,0.27274
1992,Direct migration background,Less important,0.12839,137,571,0.10092,0.15585
1992,Direct migration background,Unimportant,0.03342,35,571,0.01867,0.04818
1992,Indirect migration background,Important,0.04720,37,37,-0.02208,0.11647
1995,No migration background,Very important,0.15087,2003,9874,0.14381,0.15793
1995,No migration background,Important,0.42340,5369,9874,0.41365,0.43314
1995,No migration background,Less important,0.19843,2124,9874,0.19056,0.20629
1995,No migration background,Unimportant,0.04517,378,9874,0.04108,0.04927
1995,Direct migration background,Very important,0.12543,228,1115,0.10598,0.14487
1995,Direct migration background,Important,0.33304,582,1115,0.30537,0.36072
1995,Direct migration background,Less important,0.13482,234,1115,0.11476,0.15488
1995,Direct migration background,Unimportant,0.04461,71,1115,0.03249,0.05673
1995,Indirect migration background,Very important,0.06936,49,123,0.02427,0.11444
1995,Indirect migration background,Important,0.07795,74,123,0.03037,0.12552
2004,No migration background,Very important,0.13897,3135,18128,0.13394,0.14401
2004,No migration background,Important,0.43974,9645,18128,0.43251,0.44696
2004,No migration background,Less important,0.22539,4673,18128,0.21931,0.23147
2004,No migration background,Unimportant,0.04050,675,18128,0.03763,0.04336
2004,Direct migration background,Very important,0.15938,386,2494,0.14501,0.17375
2004,Direct migration background,Important,0.48047,1280,2494,0.46085,0.50008
2004,Direct migration background,Less important,0.24936,696,2494,0.23238,0.26635
2004,Direct migration background,Unimportant,0.04957,132,2494,0.04105,0.05809
2004,Indirect migration background,Very important,0.15424,274,771,0.12873,0.17975
2004,Indirect migration background,Important,0.20444,398,771,0.17596,0.23293
2004,Indirect migration background,Less important,0.04794,99,771,0.03285,0.06303
2008,No migration background,Very important,0.11927,2378,16534,0.11433,0.12421
2008,No migration background,Important,0.42799,8527,16534,0.42044,0.43553
2008,No migration background,Less important,0.24719,4775,16534,0.24061,0.25376
2008,No migration background,Unimportant,0.05309,854,16534,0.04967,0.05651
2008,Direct migration background,Very important,0.16532,302,1883,0.14854,0.18210
2008,Direct migration background,Important,0.48863,935,1883,0.46605,0.51122
2008,Direct migration background,Less important,0.23316,501,1883,0.21406,0.25226
2008,Direct migration background,Unimportant,0.07695,145,1883,0.06491,0.08899
2008,Indirect migration background,Very important,0.16320,241,756,0.13684,0.18956
2008,Indirect migration background,Important,0.24718,402,756,0.21641,0.27795
2008,Indirect migration background,Less important,0.07644,113,756,0.05749,0.09540
2012,No migration background,Very important,0.14301,3946,23143,0.13850,0.14752
2012,No migration background,Important,0.44394,12457,23143,0.43754,0.45034
2012,No migration background,Less important,0.22876,5982,23143,0.22335,0.23417
2012,No migration background,Unimportant,0.03459,758,23143,0.03223,0.03694
2012,Direct migration background,Very important,0.19609,673,3105,0.18212,0.21006
2012,Direct migration background,Important,0.49508,1657,3105,0.47749,0.51267
2012,Direct migration background,Less important,0.21694,642,3105,0.20244,0.23144
2012,Direct migration background,Unimportant,0.04949,133,3105,0.04186,0.05712
2012,Indirect migration background,Very important,0.14914,373,1198,0.12896,0.16932
2012,Indirect migration background,Important,0.23403,637,1198,0.21005,0.25802
2012,Indirect migration background,Less important,0.07129,188,1198,0.05671,0.08586
2016,No migration background,Very important,0.13397,2712,17729,0.12895,0.13898
2016,No migration background,Important,0.44294,9267,17729,0.43563,0.45025
2016,No migration background,Less important,0.24724,5174,17729,0.24089,0.25359
2016,No migration background,Unimportant,0.03054,576,17729,0.02800,0.03307
2016,Direct migration background,Very important,0.20174,1157,4907,0.19051,0.21297
2016,Direct migration background,Important,0.49940,2756,4907,0.48541,0.51340
2016,Direct migration background,Less important,0.17708,867,4907,0.16640,0.18776
2016,Direct migration background,Unimportant,0.03285,127,4907,0.02786,0.03784
2016,Indirect migration background,Very important,0.16837,478,1471,0.14924,0.18750
2016,Indirect migration background,Important,0.26287,768,1471,0.24037,0.28538
2016,Indirect migration background,Less important,0.07439,225,1471,0.06098,0.08781
2021,No migration background,Very important,0.13232,2114,13150,0.12653,0.13811
2021,No migration background,Important,0.44227,6862,13150,0.43378,0.45076
2021,No migration background,Less important,0.24572,3795,13150,0.23836,0.25308
2021,No migration background,Unimportant,0.03016,379,13150,0.02723,0.03308
2021,Direct migration background,Very important,0.17149,764,2975,0.15794,0.18504
2021,Direct migration background,Important,0.48928,1639,2975,0.47131,0.50724
2021,Direct migration background,Less important,0.16625,505,2975,0.15287,0.17963
2021,Direct migration background,Unimportant,0.02954,67,2975,0.02345,0.03562
2021,Indirect migration background,Very important,0.12983,273,926,0.10817,0.15149
2021,Indirect migration background,Important,0.27720,507,926,0.24836,0.30605
2021,Indirect migration background,Less important,0.06491,146,926,0.04903,0.08079
