year,age_gr,migback,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Very important,0.25019,560,1730,0.22977,0.27061
1990,17-29 y.,No migration background,Important,0.40114,923,1730,0.37803,0.42424
1990,17-29 y.,No migration background,Less important,0.10580,247,1730,0.09130,0.12030
1990,17-29 y.,Direct migration background,Important,0.19343,46,46,0.07802,0.30884
1990,30-45 y.,No migration background,Very important,0.15676,373,1921,0.14049,0.17302
1990,30-45 y.,No migration background,Important,0.46431,1140,1921,0.44200,0.48662
1990,30-45 y.,No migration background,Less important,0.14594,376,1921,0.13015,0.16173
1990,30-45 y.,No migration background,Unimportant,0.01255,32,1921,0.00757,0.01753
1990,30-45 y.,Direct migration background,Important,0.22394,71,71,0.12628,0.32160
1990,46-65 y.,No migration background,Very important,0.09237,226,1975,0.07960,0.10515
1990,46-65 y.,No migration background,Important,0.39477,1015,1975,0.37321,0.41633
1990,46-65 y.,No migration background,Less important,0.24543,622,1975,0.22645,0.26441
1990,46-65 y.,No migration background,Unimportant,0.04570,112,1975,0.03649,0.05491
1990,46-65 y.,Direct migration background,Very important,0.09990,32,167,0.05429,0.14552
1990,46-65 y.,Direct migration background,Important,0.25744,88,167,0.19092,0.32395
1990,46-65 y.,Direct migration background,Less important,0.13272,47,167,0.08110,0.18433
1990,66 and older,No migration background,Very important,0.04018,53,935,0.02759,0.05278
1990,66 and older,No migration background,Important,0.34155,389,935,0.31113,0.37196
1990,66 and older,No migration background,Less important,0.30662,357,935,0.27705,0.33619
1990,66 and older,No migration background,Unimportant,0.11450,136,935,0.09407,0.13492
1992,17-29 y.,No migration background,Very important,0.31423,831,2534,0.29615,0.33231
1992,17-29 y.,No migration background,Important,0.54837,1391,2534,0.52899,0.56775
1992,17-29 y.,No migration background,Less important,0.12133,312,2534,0.10861,0.13404
1992,17-29 y.,Direct migration background,Important,0.20519,51,51,0.09325,0.31713
1992,30-45 y.,No migration background,Very important,0.22958,800,3425,0.21549,0.24367
1992,30-45 y.,No migration background,Important,0.54904,1900,3425,0.53237,0.56571
1992,30-45 y.,No migration background,Less important,0.19981,674,3425,0.18641,0.21320
1992,30-45 y.,No migration background,Unimportant,0.01611,51,3425,0.01189,0.02033
1992,30-45 y.,Direct migration background,Very important,0.14050,43,122,0.07858,0.20241
1992,30-45 y.,Direct migration background,Important,0.21563,79,122,0.14235,0.28891
1992,46-65 y.,No migration background,Very important,0.11857,381,2981,0.10696,0.13017
1992,46-65 y.,No migration background,Important,0.48531,1513,2981,0.46737,0.50325
1992,46-65 y.,No migration background,Less important,0.30673,900,2981,0.29017,0.32329
1992,46-65 y.,No migration background,Unimportant,0.06942,187,2981,0.06030,0.07855
1992,46-65 y.,Direct migration background,Very important,0.10485,44,229,0.06508,0.14462
1992,46-65 y.,Direct migration background,Important,0.26407,123,229,0.20685,0.32130
1992,46-65 y.,Direct migration background,Less important,0.13021,62,229,0.08652,0.17389
1992,66 and older,No migration background,Very important,0.05205,76,1260,0.03978,0.06433
1992,66 and older,No migration background,Important,0.35717,472,1260,0.33070,0.38363
1992,66 and older,No migration background,Less important,0.34949,466,1260,0.32315,0.37583
1992,66 and older,No migration background,Unimportant,0.19612,246,1260,0.17419,0.21806
1992,66 and older,Direct migration background,Important,0.29451,34,70,0.18695,0.40206
1992,66 and older,Direct migration background,Less important,0.34186,36,70,0.22994,0.45378
1995,17-29 y.,No migration background,Very important,0.33779,797,2272,0.31833,0.35724
1995,17-29 y.,No migration background,Important,0.54300,1248,2272,0.52251,0.56349
1995,17-29 y.,No migration background,Less important,0.10295,227,2272,0.09045,0.11545
1995,17-29 y.,Direct migration background,Very important,0.21477,77,201,0.15785,0.27168
1995,17-29 y.,Direct migration background,Important,0.35222,124,201,0.28602,0.41842
1995,17-29 y.,Indirect migration background,Very important,0.21145,39,93,0.12801,0.29489
1995,17-29 y.,Indirect migration background,Important,0.19404,54,93,0.11323,0.27485
1995,30-45 y.,No migration background,Very important,0.21942,744,3449,0.20561,0.23324
1995,30-45 y.,No migration background,Important,0.56881,2034,3449,0.55228,0.58534
1995,30-45 y.,No migration background,Less important,0.19169,629,3449,0.17855,0.20482
1995,30-45 y.,No migration background,Unimportant,0.01287,42,3449,0.00911,0.01663
1995,30-45 y.,Direct migration background,Very important,0.15825,92,389,0.12194,0.19457
1995,30-45 y.,Direct migration background,Important,0.39465,219,389,0.34602,0.44329
