year,sampreg,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,West,Very important,0.13892,1319,7064,0.13085,0.14698
1990,West,Important,0.40234,3728,7064,0.39091,0.41378
1990,West,Less important,0.19422,1707,7064,0.18499,0.20345
1990,West,Unimportant,0.03846,310,7064,0.03397,0.04294
1992,West,Very important,0.13393,1335,6928,0.12591,0.14195
1992,West,Important,0.36980,3476,6928,0.35843,0.38117
1992,West,Less important,0.19195,1706,6928,0.18267,0.20122
1992,West,Unimportant,0.05343,411,6928,0.04813,0.05872
1992,East,Very important,0.16786,885,3944,0.15619,0.17952
1992,East,Important,0.42151,2124,3944,0.40610,0.43692
1992,East,Less important,0.17728,800,3944,0.16536,0.18920
1992,East,Unimportant,0.03792,135,3944,0.03196,0.04388
1995,West,Very important,0.14020,1509,7473,0.13233,0.14808
1995,West,Important,0.38091,3881,7473,0.36990,0.39192
1995,West,Less important,0.18718,1721,7473,0.17834,0.19603
1995,West,Unimportant,0.04609,362,7473,0.04134,0.05085
1995,East,Very important,0.15994,771,3651,0.14805,0.17183
1995,East,Important,0.46159,2144,3651,0.44542,0.47776
1995,East,Less important,0.16200,647,3651,0.15005,0.17396
1995,East,Unimportant,0.03033,89,3651,0.02476,0.03589
2004,West,Very important,0.13978,2842,16228,0.13445,0.14512
2004,West,Important,0.41704,8369,16228,0.40946,0.42463
2004,West,Less important,0.22033,4336,16228,0.21396,0.22671
2004,West,Unimportant,0.04140,681,16228,0.03833,0.04446
2004,East,Very important,0.15399,953,5178,0.14415,0.16382
2004,East,Important,0.48130,2954,5178,0.46769,0.49491
2004,East,Less important,0.19711,1132,5178,0.18627,0.20794
2004,East,Unimportant,0.02928,139,5178,0.02469,0.03387
2008,West,Very important,0.12691,2197,14436,0.12148,0.13234
2008,West,Important,0.40740,7185,14436,0.39938,0.41542
2008,West,Less important,0.23587,4232,14436,0.22894,0.24279
2008,West,Unimportant,0.05350,822,14436,0.04983,0.05717
2008,East,Very important,0.13187,724,4744,0.12224,0.14150
2008,East,Important,0.47993,2679,4744,0.46571,0.49414
2008,East,Less important,0.21509,1157,4744,0.20340,0.22678
2008,East,Unimportant,0.04406,184,4744,0.03822,0.04990
2012,West,Very important,0.14841,3826,21317,0.14363,0.15318
2012,West,Important,0.42508,11273,21317,0.41844,0.43171
2012,West,Less important,0.21895,5472,21317,0.21339,0.22450
2012,West,Unimportant,0.03532,746,21317,0.03284,0.03780
2012,East,Very important,0.15659,1166,6146,0.14751,0.16568
2012,East,Important,0.47691,3478,6146,0.46442,0.48940
2012,East,Less important,0.19826,1340,6146,0.18829,0.20823
2012,East,Unimportant,0.02886,162,6146,0.02467,0.03305
2016,West,Very important,0.14657,3465,19113,0.14155,0.15158
2016,West,Important,0.42829,10040,19113,0.42127,0.43530
2016,West,Less important,0.22489,5032,19113,0.21897,0.23081
2016,West,Unimportant,0.02960,576,19113,0.02720,0.03200
2016,East,Very important,0.14458,882,5012,0.13484,0.15432
2016,East,Important,0.46546,2751,5012,0.45165,0.47927
2016,East,Less important,0.21097,1234,5012,0.19968,0.22227
2016,East,Unimportant,0.02360,145,5012,0.01940,0.02780
2021,West,Very important,0.13715,2524,13475,0.13134,0.14296
2021,West,Important,0.42870,7063,13475,0.42034,0.43706
2021,West,Less important,0.21996,3525,13475,0.21297,0.22695
2021,West,Unimportant,0.02851,363,13475,0.02570,0.03132
2021,East,Very important,0.13895,627,3583,0.12762,0.15027
2021,East,Important,0.45503,1945,3583,0.43872,0.47134
2021,East,Less important,0.20719,921,3583,0.19391,0.22046
2021,East,Unimportant,0.02157,90,3583,0.01682,0.02633
