year,age_gr,bula_h,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Important,0.40362,31,31,0.22805,0.57919
1990,17-29 y.,Lower Saxony,Very important,0.26621,68,194,0.20385,0.32856
1990,17-29 y.,Lower Saxony,Important,0.55440,126,194,0.48428,0.62453
1990,17-29 y.,North Rhine-Westphalia,Very important,0.30900,166,492,0.26812,0.34987
1990,17-29 y.,North Rhine-Westphalia,Important,0.44510,251,492,0.40114,0.48905
1990,17-29 y.,North Rhine-Westphalia,Less important,0.14211,75,492,0.11123,0.17299
1990,17-29 y.,Hesse,Very important,0.24743,43,169,0.18218,0.31269
1990,17-29 y.,Hesse,Important,0.48546,95,169,0.40989,0.56104
1990,17-29 y.,Hesse,Less important,0.14856,31,169,0.09478,0.20234
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Very important,0.32088,50,125,0.23872,0.40305
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.49140,75,125,0.40341,0.57940
1990,17-29 y.,Baden-Wuerttemberg,Very important,0.29465,101,311,0.24390,0.34540
1990,17-29 y.,Baden-Wuerttemberg,Important,0.45128,165,311,0.39588,0.50667
1990,17-29 y.,Baden-Wuerttemberg,Less important,0.12743,45,311,0.09031,0.16455
1990,17-29 y.,Bavaria,Very important,0.30514,111,349,0.25676,0.35352
1990,17-29 y.,Bavaria,Important,0.50992,196,349,0.45740,0.56244
1990,17-29 y.,Bavaria,Less important,0.09420,42,349,0.06351,0.12489
1990,30-45 y.,Schleswig-Holstein,Important,0.59202,39,39,0.43576,0.74828
1990,30-45 y.,Lower Saxony,Very important,0.15033,35,208,0.10164,0.19902
1990,30-45 y.,Lower Saxony,Important,0.64867,142,208,0.58364,0.71371
1990,30-45 y.,Lower Saxony,Less important,0.14344,31,208,0.09569,0.19119
1990,30-45 y.,North Rhine-Westphalia,Very important,0.20024,129,637,0.16914,0.23134
1990,30-45 y.,North Rhine-Westphalia,Important,0.54251,378,637,0.50380,0.58123
1990,30-45 y.,North Rhine-Westphalia,Less important,0.17678,130,637,0.14713,0.20643
1990,30-45 y.,Hesse,Very important,0.19896,40,176,0.13981,0.25811
1990,30-45 y.,Hesse,Important,0.46303,102,176,0.38915,0.53690
1990,30-45 y.,Hesse,Less important,0.18390,34,176,0.12650,0.24130
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Important,0.56251,84,84,0.45578,0.66923
1990,30-45 y.,Baden-Wuerttemberg,Very important,0.17166,66,325,0.13060,0.21272
1990,30-45 y.,Baden-Wuerttemberg,Important,0.55182,202,325,0.49767,0.60597
1990,30-45 y.,Baden-Wuerttemberg,Less important,0.14565,57,325,0.10724,0.18406
1990,30-45 y.,Bavaria,Very important,0.20946,75,353,0.16695,0.25197
1990,30-45 y.,Bavaria,Important,0.51766,198,353,0.46546,0.56986
1990,30-45 y.,Bavaria,Less important,0.18741,80,353,0.14665,0.22818
1990,30-45 y.,Berlin,Important,0.33350,44,44,0.19258,0.47442
1990,46-65 y.,Schleswig-Holstein,Important,0.51883,51,51,0.38034,0.65733
1990,46-65 y.,Lower Saxony,Important,0.48948,147,245,0.42676,0.55220
1990,46-65 y.,Lower Saxony,Less important,0.31578,98,245,0.25746,0.37411
1990,46-65 y.,North Rhine-Westphalia,Very important,0.11515,65,522,0.08774,0.14256
1990,46-65 y.,North Rhine-Westphalia,Important,0.49164,290,522,0.44871,0.53457
1990,46-65 y.,North Rhine-Westphalia,Less important,0.28053,167,522,0.24195,0.31911
1990,46-65 y.,Hesse,Important,0.47725,110,169,0.40172,0.55278
1990,46-65 y.,Hesse,Less important,0.24534,59,169,0.18027,0.31041
