year,quintil_oecd,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Daily,0.08413,184,1900,0.07164,0.09661
1990,1st Quintile,At least once per week,0.38668,859,1900,0.36478,0.40858
1990,1st Quintile,At least once per month,0.25382,433,1900,0.23425,0.27339
1990,1st Quintile,Seldom,0.22162,348,1900,0.20294,0.24030
1990,1st Quintile,Never,0.05375,76,1900,0.04360,0.06389
1990,2nd Quintile,Daily,0.05710,138,1881,0.04661,0.06759
1990,2nd Quintile,At least once per week,0.38693,803,1881,0.36492,0.40895
1990,2nd Quintile,At least once per month,0.30490,533,1881,0.28409,0.32571
1990,2nd Quintile,Seldom,0.21850,349,1881,0.19982,0.23717
1990,2nd Quintile,Never,0.03257,58,1881,0.02455,0.04060
1990,3rd Quintile,Daily,0.04777,114,1887,0.03814,0.05740
1990,3rd Quintile,At least once per week,0.39577,823,1887,0.37370,0.41784
1990,3rd Quintile,At least once per month,0.30816,549,1887,0.28732,0.32900
1990,3rd Quintile,Seldom,0.20871,342,1887,0.19037,0.22705
1990,3rd Quintile,Never,0.03959,59,1887,0.03079,0.04839
1990,4th Quintile,Daily,0.03500,104,1938,0.02682,0.04319
1990,4th Quintile,At least once per week,0.40450,819,1938,0.38264,0.42635
1990,4th Quintile,At least once per month,0.30929,567,1938,0.28870,0.32987
1990,4th Quintile,Seldom,0.23573,414,1938,0.21682,0.25463
1990,4th Quintile,Never,0.01549,34,1938,0.00999,0.02099
1990,5th Quintile,Daily,0.03102,75,1798,0.02300,0.03904
1990,5th Quintile,At least once per week,0.41402,780,1798,0.39125,0.43680
1990,5th Quintile,At least once per month,0.33171,582,1798,0.30994,0.35348
1990,5th Quintile,Seldom,0.20877,361,1798,0.18998,0.22756
1995,1st Quintile,Daily,0.08745,239,2526,0.07643,0.09847
1995,1st Quintile,At least once per week,0.40838,1096,2526,0.38921,0.42755
1995,1st Quintile,At least once per month,0.25603,624,2526,0.23901,0.27305
1995,1st Quintile,Seldom,0.19250,453,2526,0.17712,0.20788
1995,1st Quintile,Never,0.05564,114,2526,0.04670,0.06458
1995,2nd Quintile,Daily,0.06058,180,2871,0.05185,0.06930
1995,2nd Quintile,At least once per week,0.39181,1198,2871,0.37395,0.40967
1995,2nd Quintile,At least once per month,0.29275,795,2871,0.27610,0.30940
1995,2nd Quintile,Seldom,0.21209,606,2871,0.19713,0.22704
1995,2nd Quintile,Never,0.04278,92,2871,0.03538,0.05018
1995,3rd Quintile,Daily,0.06625,193,2706,0.05687,0.07562
1995,3rd Quintile,At least once per week,0.38882,1071,2706,0.37045,0.40719
1995,3rd Quintile,At least once per month,0.28926,790,2706,0.27218,0.30635
1995,3rd Quintile,Seldom,0.22589,588,2706,0.21013,0.24165
1995,3rd Quintile,Never,0.02978,64,2706,0.02338,0.03619
1995,4th Quintile,Daily,0.04958,152,2654,0.04132,0.05784
1995,4th Quintile,At least once per week,0.39894,1091,2654,0.38030,0.41757
1995,4th Quintile,At least once per month,0.31825,851,2654,0.30053,0.33598
1995,4th Quintile,Seldom,0.20280,499,2654,0.18749,0.21810
1995,4th Quintile,Never,0.03043,61,2654,0.02390,0.03697
1995,5th Quintile,Daily,0.03701,99,2461,0.02955,0.04447
1995,5th Quintile,At least once per week,0.40242,1002,2461,0.38304,0.42180
1995,5th Quintile,At least once per month,0.34252,824,2461,0.32377,0.36127
1995,5th Quintile,Seldom,0.20412,493,2461,0.18819,0.22004
1995,5th Quintile,Never,0.01394,43,2461,0.00931,0.01858
1998,1st Quintile,Daily,0.09366,245,2326,0.08181,0.10550
1998,1st Quintile,At least once per week,0.41161,1008,2326,0.39160,0.43161
1998,1st Quintile,At least once per month,0.22767,539,2326,0.21062,0.24471
1998,1st Quintile,Seldom,0.22778,462,2326,0.21073,0.24483
1998,1st Quintile,Never,0.03929,72,2326,0.03139,0.04718
1998,2nd Quintile,Daily,0.07201,201,2494,0.06186,0.08215
1998,2nd Quintile,At least once per week,0.41842,1056,2494,0.39906,0.43779
1998,2nd Quintile,At least once per month,0.27002,689,2494,0.25259,0.28745
1998,2nd Quintile,Seldom,0.20518,485,2494,0.18933,0.22103
1998,2nd Quintile,Never,0.03437,63,2494,0.02722,0.04152
1998,3rd Quintile,Daily,0.05110,150,2541,0.04254,0.05967
1998,3rd Quintile,At least once per week,0.38713,1032,2541,0.36819,0.40607
1998,3rd Quintile,At least once per month,0.30257,796,2541,0.28470,0.32043
1998,3rd Quintile,Seldom,0.24331,563,2541,0.22662,0.26000
1998,4th Quintile,Daily,0.04752,133,2596,0.03934,0.05571
1998,4th Quintile,At least once per week,0.42389,1098,2596,0.40488,0.44290
1998,4th Quintile,At least once per month,0.30637,807,2596,0.28864,0.32411
1998,4th Quintile,Seldom,0.20512,518,2596,0.18959,0.22066
1998,4th Quintile,Never,0.01709,40,2596,0.01210,0.02208
1998,5th Quintile,Daily,0.03081,99,2258,0.02368,0.03794
1998,5th Quintile,At least once per week,0.39163,903,2258,0.37150,0.41177
1998,5th Quintile,At least once per month,0.37073,826,2258,0.35080,0.39065
1998,5th Quintile,Seldom,0.19493,430,2258,0.17859,0.21128
2003,1st Quintile,Daily,0.06811,242,3394,0.05963,0.07659
2003,1st Quintile,At least once per week,0.41961,1413,3394,0.40300,0.43621
2003,1st Quintile,At least once per month,0.24485,857,3394,0.23038,0.25931
2003,1st Quintile,Seldom,0.20560,689,3394,0.19200,0.21920
2003,1st Quintile,Never,0.06184,193,3394,0.05373,0.06994
2003,2nd Quintile,Daily,0.04743,194,3847,0.04071,0.05415
2003,2nd Quintile,At least once per week,0.41083,1549,3847,0.39528,0.42638
2003,2nd Quintile,At least once per month,0.27715,1117,3847,0.26300,0.29129
2003,2nd Quintile,Seldom,0.22511,844,3847,0.21191,0.23831
2003,2nd Quintile,Never,0.03948,143,3847,0.03333,0.04563
2003,3rd Quintile,Daily,0.04609,195,4054,0.03963,0.05254
2003,3rd Quintile,At least once per week,0.39059,1629,4054,0.37557,0.40562
2003,3rd Quintile,At least once per month,0.31299,1288,4054,0.29871,0.32726
2003,3rd Quintile,Seldom,0.21407,825,4054,0.20144,0.22670
2003,3rd Quintile,Never,0.03626,117,4054,0.03050,0.04201
2003,4th Quintile,Daily,0.03719,171,4446,0.03163,0.04276
2003,4th Quintile,At least once per week,0.43399,1904,4446,0.41942,0.44856
2003,4th Quintile,At least once per month,0.31762,1465,4446,0.30393,0.33131
2003,4th Quintile,Seldom,0.18819,818,4446,0.17670,0.19968
2003,4th Quintile,Never,0.02301,88,4446,0.01860,0.02742
2003,5th Quintile,Daily,0.03298,250,6336,0.02858,0.03738
2003,5th Quintile,At least once per week,0.41502,2655,6336,0.40289,0.42716
2003,5th Quintile,At least once per month,0.36137,2351,6336,0.34954,0.37320
2003,5th Quintile,Seldom,0.17617,998,6336,0.16679,0.18555
2003,5th Quintile,Never,0.01445,82,6336,0.01151,0.01739
2008,1st Quintile,Daily,0.07110,206,2962,0.06184,0.08036
2008,1st Quintile,At least once per week,0.41059,1207,2962,0.39287,0.42831
2008,1st Quintile,At least once per month,0.24921,758,2962,0.23363,0.26479
2008,1st Quintile,Seldom,0.20754,625,2962,0.19293,0.22215
2008,1st Quintile,Never,0.06156,166,2962,0.05290,0.07021
2008,2nd Quintile,Daily,0.03789,129,3366,0.03144,0.04435
2008,2nd Quintile,At least once per week,0.37279,1273,3366,0.35646,0.38913
2008,2nd Quintile,At least once per month,0.29643,1019,3366,0.28100,0.31186
2008,2nd Quintile,Seldom,0.25506,821,3366,0.24034,0.26979
2008,2nd Quintile,Never,0.03782,124,3366,0.03137,0.04426
2008,3rd Quintile,Daily,0.04827,163,3799,0.04145,0.05509
2008,3rd Quintile,At least once per week,0.39291,1461,3799,0.37738,0.40844
2008,3rd Quintile,At least once per month,0.30395,1226,3799,0.28932,0.31858
2008,3rd Quintile,Seldom,0.22878,852,3799,0.21542,0.24214
2008,3rd Quintile,Never,0.02609,97,3799,0.02102,0.03116
2008,4th Quintile,Daily,0.03248,121,3862,0.02689,0.03807
2008,4th Quintile,At least once per week,0.39987,1498,3862,0.38441,0.41532
2008,4th Quintile,At least once per month,0.32975,1341,3862,0.31492,0.34458
2008,4th Quintile,Seldom,0.21847,832,3862,0.20544,0.23151
2008,4th Quintile,Never,0.01943,70,3862,0.01508,0.02379
2008,5th Quintile,Daily,0.02666,127,5246,0.02230,0.03102
2008,5th Quintile,At least once per week,0.38988,2028,5246,0.37668,0.40308
2008,5th Quintile,At least once per month,0.37647,2034,5246,0.36336,0.38958
2008,5th Quintile,Seldom,0.18651,976,5246,0.17597,0.19706
2008,5th Quintile,Never,0.02047,81,5246,0.01664,0.02431
2013,1st Quintile,Daily,0.05903,359,5095,0.05256,0.06550
2013,1st Quintile,At least once per week,0.37904,2016,5095,0.36571,0.39236
2013,1st Quintile,At least once per month,0.24129,1273,5095,0.22954,0.25304
2013,1st Quintile,Seldom,0.24481,1126,5095,0.23300,0.25662
2013,1st Quintile,Never,0.07583,321,5095,0.06856,0.08310
