year,pgisced97,quintil_oecd,pli0080,proportion,n,lower_confidence,upper_confidence
1990,middle vocational,1. Quintil,Min 1x pro Woche,0.06683221766357159,18165,0.06320050755702226,0.07046392777012091
1990,middle vocational,2. Quintil,Min 1x pro Woche,0.062081623839343555,18165,0.058572469847767455,0.06559077783091966
1990,general elemantary,1. Quintil,Min 1x pro Woche,0.05668322176635716,18165,0.05332047306876841,0.06004597046394591
1990,middle vocational,1. Quintil,Min 1x pro Monat,0.04880155473979702,18165,0.04566833564060855,0.05193477383898549
1990,middle vocational,2. Quintil,Min 1x pro Monat,0.04826171453249838,18165,0.04514498932509868,0.051378439739898085
1990,middle vocational,3. Quintil,Min 1x pro Woche,0.04340315266681062,18165,0.04043993549947483,0.04636636983414641
1990,general elemantary,2. Quintil,Min 1x pro Woche,0.0344418052256532,18165,0.03178982335705503,0.037093787094251374
1990,middle vocational,2. Quintil,Seltener,0.03422586914273375,18165,0.03158191817320521,0.03686982011226229
1990,middle vocational,3. Quintil,Min 1x pro Monat,0.032390412437918376,18165,0.029815889943504034,0.034964934932332714
1990,middle vocational,1. Quintil,Seltener,0.030662923774562728,18165,0.028155760808170158,0.0331700867409553
1990,general elemantary,1. Quintil,Min 1x pro Monat,0.029907147484344632,18165,0.02743011034132361,0.032384184627365656
1990,general elemantary,1. Quintil,Seltener,0.025696393867415245,18165,0.02339536739308986,0.02799742034174063
1990,middle vocational,4. Quintil,Min 1x pro Woche,0.02386093716259987,18165,0.021641524982722413,0.026080349342477327
1990,middle vocational,3. Quintil,Seltener,0.021593608291945583,18165,0.01947982422327767,0.023707392360613495
1990,inadequately,1. Quintil,Min 1x pro Woche,0.01975815158713021,18165,0.017734302400807096,0.021782000773453325
1990,general elemantary,2. Quintil,Min 1x pro Monat,0.01867847117253293,18165,0.016709611802336398,0.020647330542729464
1990,middle vocational,4. Quintil,Min 1x pro Monat,0.015223493845821636,18165,0.013442902009893194,0.01700408568175008
1990,general elemantary,3. Quintil,Min 1x pro Woche,0.014467717555603542,18165,0.012731221470710928,0.016204213640496158
1990,general elemantary,2. Quintil,Seltener,0.013927877348304902,18165,0.012223619990833627,0.01563213470577618
1990,inadequately,2. Quintil,Min 1x pro Woche,0.011876484560570071,18165,0.010301095077471935,0.013451874043668207
1990,general elemantary,1. Quintil,Taeglich,0.01090477218743252,18165,0.009394463494582417,0.012415080880282621
1990,general elemantary,3. Quintil,Min 1x pro Monat,0.010472900021593609,18165,0.00899247745906727,0.011953322584119947
1990,middle vocational,4. Quintil,Seltener,0.009825091772835241,18165,0.008390717006455696,0.011259466539214787
1990,middle vocational,1. Quintil,Taeglich,0.009177283524076874,18165,0.007790548698425749,0.010564018349727998
1990,higher education,3. Quintil,Min 1x pro Woche,0.009069315482617146,18165,0.007690686947664966,0.010447944017569325
1990,general elemantary,3. Quintil,Seltener,0.007989635068019866,18165,0.006694962498175245,0.009284307637864487
1990,inadequately,1. Quintil,Min 1x pro Monat,0.007881667026560138,18165,0.006595702024103977,0.0091676320290163
1990,higher education,4. Quintil,Min 1x pro Monat,0.007341826819261499,18165,0.006100345183814204,0.008583308454708794
1990,higher education,4. Quintil,Min 1x pro Woche,0.007341826819261499,18165,0.006100345183814204,0.008583308454708794
1990,higher education,2. Quintil,Min 1x pro Woche,0.007341826819261499,18165,0.006100345183814204,0.008583308454708794
1990,middle vocational,2. Quintil,Taeglich,0.007017922694882315,18165,0.005803937570396833,0.008231907819367796
1990,higher education,3. Quintil,Min 1x pro Monat,0.007017922694882315,18165,0.005803937570396833,0.008231907819367796
1990,general elemantary,2. Quintil,Taeglich,0.006801986611962859,18165,0.005606694158000903,0.007997279065924815
1990,general elemantary,1. Quintil,Nie,0.006478082487583675,18165,0.0053114063014641725,0.007644758673703178
1990,middle vocational,5. Quintil,Min 1x pro Woche,0.006370114446123947,18165,0.005213138551948198,0.007527090340299697
1990,middle vocational,5. Quintil,Min 1x pro Monat,0.0058302742388253075,18165,0.004723107248994179,0.006937441228656436
1990,higher education,5. Quintil,Min 1x pro Woche,0.0052904340315266685,18165,0.004235483320462707,0.00634538474259063
