year,regtyp,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,Daily,0.05226,514,7479,0.04722,0.05731
1990,Urban regions,At least once per week,0.41312,3353,7479,0.40196,0.42428
1990,Urban regions,At least once per month,0.29526,2042,7479,0.28492,0.30560
1990,Urban regions,Seldom,0.20902,1369,7479,0.19980,0.21823
1990,Urban regions,Never,0.03034,201,7479,0.02645,0.03422
1990,Rural regions,Daily,0.04199,101,1951,0.03308,0.05089
1990,Rural regions,At least once per week,0.34788,731,1951,0.32674,0.36902
1990,Rural regions,At least once per month,0.32773,622,1951,0.30690,0.34857
1990,Rural regions,Seldom,0.25222,448,1951,0.23295,0.27150
1990,Rural regions,Never,0.03018,49,1951,0.02259,0.03777
1995,Urban regions,Daily,0.06090,608,8701,0.05588,0.06593
1995,Urban regions,At least once per week,0.41271,3842,8701,0.40237,0.42306
1995,Urban regions,At least once per month,0.30315,2517,8701,0.29349,0.31281
1995,Urban regions,Seldom,0.18997,1497,8701,0.18172,0.19821
1995,Urban regions,Never,0.03326,237,8701,0.02950,0.03703
1995,Rural regions,Daily,0.05554,256,4521,0.04887,0.06222
1995,Rural regions,At least once per week,0.36529,1616,4521,0.35126,0.37933
1995,Rural regions,At least once per month,0.29802,1368,4521,0.28468,0.31135
1995,Rural regions,Seldom,0.24612,1143,4521,0.23356,0.25868
1995,Rural regions,Never,0.03503,138,4521,0.02967,0.04039
1998,Urban regions,Daily,0.06834,712,9245,0.06320,0.07349
1998,Urban regions,At least once per week,0.43292,4121,9245,0.42282,0.44302
1998,Urban regions,At least once per month,0.28610,2639,9245,0.27689,0.29532
1998,Urban regions,Seldom,0.18955,1597,9245,0.18156,0.19754
1998,Urban regions,Never,0.02309,176,9245,0.02003,0.02615
1998,Rural regions,Daily,0.04472,263,4928,0.03895,0.05049
1998,Rural regions,At least once per week,0.37782,1843,4928,0.36428,0.39135
1998,Rural regions,At least once per month,0.30112,1512,4928,0.28831,0.31393
1998,Rural regions,Seldom,0.25150,1209,4928,0.23939,0.26362
1998,Rural regions,Never,0.02484,101,4928,0.02049,0.02919
2003,Urban regions,Daily,0.04669,717,14706,0.04328,0.05010
2003,Urban regions,At least once per week,0.42535,6332,14706,0.41736,0.43334
2003,Urban regions,At least once per month,0.30448,4727,14706,0.29705,0.31192
2003,Urban regions,Seldom,0.18964,2527,14706,0.18331,0.19598
2003,Urban regions,Never,0.03383,403,14706,0.03091,0.03675
2003,Rural regions,Daily,0.04395,336,7375,0.03927,0.04863
2003,Rural regions,At least once per week,0.39053,2821,7375,0.37939,0.40166
2003,Rural regions,At least once per month,0.30506,2351,7375,0.29455,0.31557
2003,Rural regions,Seldom,0.22546,1647,7375,0.21592,0.23500
2003,Rural regions,Never,0.03501,220,7375,0.03081,0.03920
2008,Urban regions,Daily,0.04273,494,12648,0.03921,0.04626
2008,Urban regions,At least once per week,0.40560,5136,12648,0.39704,0.41415
2008,Urban regions,At least once per month,0.31348,4179,12648,0.30539,0.32156
2008,Urban regions,Seldom,0.20641,2509,12648,0.19935,0.21346
2008,Urban regions,Never,0.03179,330,12648,0.02873,0.03485
2008,Rural regions,Daily,0.04341,254,6589,0.03849,0.04833
2008,Rural regions,At least once per week,0.36629,2331,6589,0.35466,0.37793
2008,Rural regions,At least once per month,0.31141,2199,6589,0.30023,0.32259
2008,Rural regions,Seldom,0.24480,1597,6589,0.23442,0.25518
2008,Rural regions,Never,0.03409,208,6589,0.02971,0.03847
2013,Urban regions,Daily,0.03699,674,16161,0.03408,0.03990
2013,Urban regions,At least once per week,0.38499,6519,16161,0.37749,0.39249
2013,Urban regions,At least once per month,0.32708,5299,16161,0.31985,0.33432
2013,Urban regions,Seldom,0.21653,3193,16161,0.21018,0.22288
2013,Urban regions,Never,0.03440,476,16161,0.03159,0.03721
2013,Rural regions,Daily,0.03937,394,9247,0.03541,0.04334
2013,Rural regions,At least once per week,0.33941,3286,9247,0.32976,0.34906
2013,Rural regions,At least once per month,0.33119,3062,9247,0.32160,0.34078
2013,Rural regions,Seldom,0.24095,2101,9247,0.23223,0.24966
2013,Rural regions,Never,0.04908,404,9247,0.04468,0.05349
2019,No answer / don't know,Daily,0.08331,41,527,0.05969,0.10692
2019,No answer / don't know,At least once per week,0.44017,246,527,0.39775,0.48260
2019,No answer / don't know,At least once per month,0.28271,164,527,0.24423,0.32120
2019,No answer / don't know,Seldom,0.15084,76,527,0.12025,0.18142
2019,Urban regions,Daily,0.03798,649,16331,0.03504,0.04091
2019,Urban regions,At least once per week,0.37354,6137,16331,0.36612,0.38095
2019,Urban regions,At least once per month,0.34073,5576,16331,0.33346,0.34800
2019,Urban regions,Seldom,0.20152,3344,16331,0.19537,0.20767
2019,Urban regions,Never,0.04623,625,16331,0.04301,0.04946
2019,Rural regions,Daily,0.03382,321,8761,0.03003,0.03760
2019,Rural regions,At least once per week,0.34887,3003,8761,0.33889,0.35886
2019,Rural regions,At least once per month,0.31593,2964,8761,0.30620,0.32567
2019,Rural regions,Seldom,0.25365,2057,8761,0.24454,0.26277
2019,Rural regions,Never,0.04772,416,8761,0.04326,0.05219
2021,Urban regions,Daily,0.05544,580,11404,0.05124,0.05964
2021,Urban regions,At least once per week,0.43877,5124,11404,0.42966,0.44788
2021,Urban regions,At least once per month,0.26784,3194,11404,0.25971,0.27597
2021,Urban regions,Seldom,0.19131,2068,11404,0.18409,0.19853
2021,Urban regions,Never,0.04665,438,11404,0.04278,0.05052
2021,Rural regions,Daily,0.06047,358,5785,0.05433,0.06661
2021,Rural regions,At least once per week,0.44180,2530,5785,0.42900,0.45460
2021,Rural regions,At least once per month,0.25089,1533,5785,0.23971,0.26206
2021,Rural regions,Seldom,0.20193,1141,5785,0.19159,0.21228
2021,Rural regions,Never,0.04491,223,5785,0.03957,0.05025
