year,bula_h,regtyp,pli0080,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Urban regions,At least once per week,0.3569195682975257,37,8946,0.3557965570604747,0.3580425795345767
1990,Schleswig-Holstein,Urban regions,At least once per month,0.6430804317024743,60,8946,0.6419574204654233,0.6442034429395254
1990,Schleswig-Holstein,Rural regions,At least once per week,0.5247096975836216,57,8946,0.5236607640004215,0.5257586311668218
1990,Schleswig-Holstein,Rural regions,At least once per month,0.4752903024163784,43,8946,0.4742413688331783,0.47633923599957845
1990,Hamburg,Urban regions,At least once per week,0.6051910919817358,86,8946,0.6042077676603039,0.6061744163031677
1990,Hamburg,Urban regions,At least once per month,0.3948089080182642,49,8946,0.3938255836968323,0.39579223233969607
1990,Lower Saxony,Urban regions,At least once per week,0.4570062324566457,226,8946,0.4564004087706954,0.457612056142596
1990,Lower Saxony,Urban regions,At least once per month,0.3012374630238924,121,8946,0.30067949788907583,0.301795428158709
1990,Lower Saxony,Urban regions,Seldom,0.24175630451946178,101,8946,0.24123561231776916,0.2422769967211544
1990,Lower Saxony,Rural regions,Daily,0.05902828298264109,33,8946,0.05876032195280071,0.059296244012481465
1990,Lower Saxony,Rural regions,At least once per week,0.34800443096581896,173,8946,0.34746284427048457,0.34854601766115334
1990,Lower Saxony,Rural regions,At least once per month,0.3307708048983313,164,8946,0.3302358658480052,0.33130574394865747
1990,Lower Saxony,Rural regions,Seldom,0.2621964811532087,113,8946,0.26169640393680077,0.26269655836961664
1990,Bremen,Urban regions,At least once per week,1.0,42,8946,1.0,1.0
1990,North Rhine-Westphalia,Urban regions,Daily,0.05325877984960311,158,8946,0.05314017802917822,0.053377381670028
1990,North Rhine-Westphalia,Urban regions,At least once per week,0.43328995277751914,1158,8946,0.43302822496758,0.4335516805874583
1990,North Rhine-Westphalia,Urban regions,At least once per month,0.30716049530104983,702,8946,0.3069168381810781,0.30740415242102154
1990,North Rhine-Westphalia,Urban regions,Seldom,0.18652790451393392,419,8946,0.1863221623320082,0.18673364669585962
1990,North Rhine-Westphalia,Urban regions,Never,0.019762867557894092,47,8946,0.019689353455178915,0.01983638166060927
1990,North Rhine-Westphalia,Rural regions,At least once per month,1.0,33,8946,1.0,1.0
1990,Hesse,Urban regions,Daily,0.05264580807318964,70,8946,0.0524273253078533,0.05286429083852597
1990,Hesse,Urban regions,At least once per week,0.40213805947155723,377,8946,0.4016583623217733,0.40261775662134114
1990,Hesse,Urban regions,At least once per month,0.24433214209322165,194,8946,0.24391176903751047,0.24475251514893284
1990,Hesse,Urban regions,Seldom,0.24820066656409012,166,8946,0.24777806457652193,0.2486232685516583
1990,Hesse,Urban regions,Never,0.05268332379794129,39,8946,0.05246476752799134,0.05290188006789123
1990,Hesse,Rural regions,At least once per week,0.48822769308363234,49,8946,0.48689573486322024,0.48955965130404444
1990,Hesse,Rural regions,At least once per month,0.5117723069163675,44,8946,0.5104403486959554,0.5131042651367796
1990,"Rhineland-Palatinate, Saarland",Urban regions,Daily,0.06114567866443868,43,8946,0.06088035194341184,0.06141100538546552
1990,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.4251449440186951,241,8946,0.4245974912111133,0.42569239682627696
1990,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.23973185973029015,128,8946,0.23925909477808022,0.2402046246825001
1990,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.27397751758657607,124,8946,0.2734836261475819,0.2744714090255702
1990,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.373796245528104,32,8946,0.3724898329217593,0.37510265813444865
1990,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.626203754471896,49,8946,0.6248973418655513,0.6275101670782407
1990,Baden-Wuerttemberg,Urban regions,Daily,0.05589486875403356,123,8946,0.055724390870449426,0.05606534663761769
1990,Baden-Wuerttemberg,Urban regions,At least once per week,0.38253689038675226,681,8946,0.3821762170271523,0.3828975637463522
1990,Baden-Wuerttemberg,Urban regions,At least once per month,0.32319113387776277,435,8946,0.32284404984528187,0.3235382179102437
1990,Baden-Wuerttemberg,Urban regions,Seldom,0.20884292782750985,267,8946,0.20854127101369188,0.20914458464132782
1990,Baden-Wuerttemberg,Urban regions,Never,0.02953417915394151,40,8946,0.029408540154112962,0.029659818153770057
1990,Baden-Wuerttemberg,Rural regions,At least once per week,0.43326623826379085,106,8946,0.43234469568274525,0.43418778084483645
1990,Baden-Wuerttemberg,Rural regions,At least once per month,0.21285032349707556,43,8946,0.21208909636696746,0.21361155062718365
1990,Baden-Wuerttemberg,Rural regions,Seldom,0.3538834382391336,58,8946,0.3529941675132048,0.3547727089650624
1990,Bavaria,Urban regions,Daily,0.049472731921121775,43,8946,0.04927020038295925,0.0496752634592843
1990,Bavaria,Urban regions,At least once per week,0.41684414593521013,353,8946,0.41638367036149276,0.4173046215089275
1990,Bavaria,Urban regions,At least once per month,0.3084852677001585,242,8946,0.30805390225065893,0.30891663314965806
1990,Bavaria,Urban regions,Seldom,0.22519785444350957,162,8946,0.22480772838859062,0.22558798049842851
1990,Bavaria,Rural regions,At least once per week,0.36730321126130316,290,8946,0.3668453109462819,0.3677611115763244
1990,Bavaria,Rural regions,At least once per month,0.3481019355459074,250,8946,0.34764945091828825,0.34855442017352656
1990,Bavaria,Rural regions,Seldom,0.28459485319278943,189,8946,0.28416625501967024,0.2850234513659086
1990,Berlin,Urban regions,At least once per week,0.4854975093573212,147,8946,0.4847207863256461,0.48627423238899636
1990,Berlin,Urban regions,At least once per month,0.266056640470759,79,8946,0.26536989269181277,0.2667433882497052
1990,Berlin,Urban regions,Seldom,0.24844585017191986,60,8946,0.2477743054324111,0.24911739491142862
1995,Schleswig-Holstein,Urban regions,At least once per week,0.6086943886611876,65,12566,0.6076439783769492,0.6097447989454261
1995,Schleswig-Holstein,Urban regions,At least once per month,0.39130561133881225,47,12566,0.3902552010545738,0.3923560216230507
1995,Schleswig-Holstein,Rural regions,At least once per week,0.6013906640379617,61,12566,0.6004733454235456,0.6023079826523778
1995,Schleswig-Holstein,Rural regions,At least once per month,0.3986093359620383,50,12566,0.39769201734762216,0.3995266545764544
1995,Hamburg,Urban regions,At least once per week,0.5564287067326403,65,12566,0.5553004745320932,0.5575569389331875
1995,Hamburg,Urban regions,At least once per month,0.4435712932673597,40,12566,0.4424430610668125,0.4446995254679069
1995,Lower Saxony,Urban regions,Daily,0.05871655765138748,36,12566,0.05845145212045792,0.05898166318231704
1995,Lower Saxony,Urban regions,At least once per week,0.4044537689054784,245,12566,0.40390032900147677,0.40500720880948005
1995,Lower Saxony,Urban regions,At least once per month,0.36120615813982426,170,12566,0.3606644863489583,0.3617478299306902
1995,Lower Saxony,Urban regions,Seldom,0.17562351530330989,64,12566,0.17519444108880167,0.1760525895178181
1995,Lower Saxony,Rural regions,At least once per week,0.4421543771206789,213,12566,0.441568908676796,0.4427398455645618
1995,Lower Saxony,Rural regions,At least once per month,0.315100035648156,157,12566,0.3145523929383001,0.31564767835801183
1995,Lower Saxony,Rural regions,Seldom,0.24274558723116507,112,12566,0.24224016296277895,0.2432510114995512
1995,Bremen,Urban regions,At least once per week,1.0,45,12566,1.0,1.0
1995,North Rhine-Westphalia,Urban regions,Daily,0.07528720254411934,211,12566,0.07514724996097816,0.07542715512726053
1995,North Rhine-Westphalia,Urban regions,At least once per week,0.4171942957511486,1117,12566,0.41693274981142864,0.4174558416908685
1995,North Rhine-Westphalia,Urban regions,At least once per month,0.31286024214176467,750,12566,0.31261431037378734,0.313106173909742
1995,North Rhine-Westphalia,Urban regions,Seldom,0.1754060190912066,379,12566,0.17520429432032783,0.17560774386208536
1995,North Rhine-Westphalia,Urban regions,Never,0.019252240471760846,44,12566,0.01917935579941525,0.01932512514410644
1995,North Rhine-Westphalia,Rural regions,At least once per week,1.0,37,12566,1.0,1.0
1995,Hesse,Urban regions,Daily,0.0562509980074463,51,12566,0.056028356128543524,0.05647363988634907
1995,Hesse,Urban regions,At least once per week,0.4607487025611526,393,12566,0.4602670419310468,0.4612303631912584
1995,Hesse,Urban regions,At least once per month,0.22994377158962823,179,12566,0.22953715458774246,0.230350388591514
1995,Hesse,Urban regions,Seldom,0.1983790808344614,134,12566,0.19799373918901716,0.19876442247990564
1995,Hesse,Urban regions,Never,0.054677447007311586,41,12566,0.054457758360689695,0.054897135653933476
1995,Hesse,Rural regions,At least once per week,0.535734533498716,64,12566,0.5345230549930275,0.5369460120044045
1995,Hesse,Rural regions,At least once per month,0.4642654665012841,46,12566,0.46305398799559555,0.4654769450069726
1995,"Rhineland-Palatinate, Saarland",Urban regions,Daily,0.07438299988800383,46,12566,0.07410482824386458,0.07466117153214308
1995,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.419609708231453,262,12566,0.4190865378067819,0.4201328786561241
1995,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.23832971479967946,134,12566,0.2378780326221136,0.23878139697724532
1995,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.1887463278628285,99,12566,0.18833149042355732,0.18916116530209967
1995,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.07893124921803518,34,12566,0.07864540404444648,0.07921709439162389
