year,pgisced97,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No answer / don't know,Daily,0.17156,46,234,0.12315,0.21997
2003,No answer / don't know,At least once per week,0.46050,120,234,0.39650,0.52450
2003,No answer / don't know,At least once per month,0.20770,37,234,0.15561,0.25979
2003,No answer / don't know,Seldom,0.14110,31,234,0.09640,0.18580
2003,Pre-primary Level,Daily,0.26538,170,587,0.22963,0.30113
2003,Pre-primary Level,At least once per week,0.58057,353,587,0.54062,0.62053
2003,Pre-primary Level,At least once per month,0.10175,64,587,0.07728,0.12623
2003,Primary Level,At least once per week,0.38755,105,228,0.32417,0.45093
2003,Primary Level,At least once per month,0.25713,70,228,0.20028,0.31399
2003,Primary Level,Seldom,0.21672,53,228,0.16312,0.27032
2003,Lower Secondary Level,Daily,0.07968,238,2721,0.06950,0.08986
2003,Lower Secondary Level,At least once per week,0.43800,1213,2721,0.41935,0.45664
2003,Lower Secondary Level,At least once per month,0.21591,606,2721,0.20045,0.23137
2003,Lower Secondary Level,Seldom,0.19997,509,2721,0.18494,0.21500
2003,Lower Secondary Level,Never,0.06644,155,2721,0.05708,0.07580
2003,Upper Secondary Level,Daily,0.03522,403,11067,0.03179,0.03866
2003,Upper Secondary Level,At least once per week,0.40057,4458,11067,0.39144,0.40970
2003,Upper Secondary Level,At least once per month,0.31311,3588,11067,0.30447,0.32175
2003,Upper Secondary Level,Seldom,0.21635,2290,11067,0.20868,0.22403
2003,Upper Secondary Level,Never,0.03475,328,11067,0.03134,0.03816
2003,Post-secondary Non-tertiary Level,Daily,0.03528,34,1125,0.02450,0.04607
2003,Post-secondary Non-tertiary Level,At least once per week,0.48849,568,1125,0.45926,0.51771
2003,Post-secondary Non-tertiary Level,At least once per month,0.29313,349,1125,0.26652,0.31975
2003,Post-secondary Non-tertiary Level,Seldom,0.16375,174,1125,0.14211,0.18538
2003,First Stage of Tertiary Education,Daily,0.03059,52,1682,0.02236,0.03882
2003,First Stage of Tertiary Education,At least once per week,0.38583,625,1682,0.36256,0.40910
2003,First Stage of Tertiary Education,At least once per month,0.33826,629,1682,0.31564,0.36088
2003,First Stage of Tertiary Education,Seldom,0.21801,335,1682,0.19828,0.23775
2003,First Stage of Tertiary Education,Never,0.02731,41,1682,0.01952,0.03510
2003,Second Stage of Tertiary Education,Daily,0.02283,88,4338,0.01839,0.02728
2003,Second Stage of Tertiary Education,At least once per week,0.40542,1711,4338,0.39081,0.42003
2003,Second Stage of Tertiary Education,At least once per month,0.38029,1735,4338,0.36585,0.39474
2003,Second Stage of Tertiary Education,Seldom,0.17776,757,4338,0.16638,0.18914
2003,Second Stage of Tertiary Education,Never,0.01369,47,4338,0.01023,0.01715
2008,No answer / don't know,Daily,0.17833,58,326,0.13671,0.21995
2008,No answer / don't know,At least once per week,0.50410,169,326,0.44974,0.55846
2008,No answer / don't know,At least once per month,0.18335,66,326,0.14128,0.22542
2008,No answer / don't know,Seldom,0.10284,33,326,0.06982,0.13586
2008,Pre-primary Level,Daily,0.14538,53,328,0.10718,0.18359
2008,Pre-primary Level,At least once per week,0.66946,224,328,0.61848,0.72045
2008,Pre-primary Level,At least once per month,0.10656,51,328,0.07311,0.14000
2008,Primary Level,At least once per week,0.39691,74,120,0.30901,0.48482
2008,Primary Level,Seldom,0.24393,46,120,0.16677,0.32110
2008,Lower Secondary Level,Daily,0.07503,142,2004,0.06349,0.08656
2008,Lower Secondary Level,At least once per week,0.40071,828,2004,0.37925,0.42217
2008,Lower Secondary Level,At least once per month,0.23109,494,2004,0.21263,0.24955
2008,Lower Secondary Level,Seldom,0.23289,428,2004,0.21438,0.25140
2008,Lower Secondary Level,Never,0.06029,112,2004,0.04986,0.07071
2008,Upper Secondary Level,Daily,0.03732,351,9693,0.03354,0.04109
2008,Upper Secondary Level,At least once per week,0.38629,3722,9693,0.37659,0.39598
2008,Upper Secondary Level,At least once per month,0.30658,3083,9693,0.29740,0.31576
2008,Upper Secondary Level,Seldom,0.23700,2237,9693,0.22854,0.24547
2008,Upper Secondary Level,Never,0.03282,300,9693,0.02927,0.03636
2008,Post-secondary Non-tertiary Level,Daily,0.05162,37,1071,0.03836,0.06488
2008,Post-secondary Non-tertiary Level,At least once per week,0.42829,458,1071,0.39864,0.45794
2008,Post-secondary Non-tertiary Level,At least once per month,0.34646,398,1071,0.31795,0.37497
2008,Post-secondary Non-tertiary Level,Seldom,0.15485,178,1071,0.13317,0.17652
2008,First Stage of Tertiary Education,At least once per week,0.36192,491,1392,0.33667,0.38718
2008,First Stage of Tertiary Education,At least once per month,0.35990,525,1392,0.33468,0.38513
2008,First Stage of Tertiary Education,Seldom,0.23681,339,1392,0.21447,0.25915
2008,First Stage of Tertiary Education,Never,0.02902,37,1392,0.02020,0.03784
2008,Second Stage of Tertiary Education,Daily,0.02100,74,4174,0.01665,0.02535
2008,Second Stage of Tertiary Education,At least once per week,0.37371,1501,4174,0.35903,0.38839
2008,Second Stage of Tertiary Education,At least once per month,0.39854,1731,4174,0.38368,0.41339
2008,Second Stage of Tertiary Education,Seldom,0.19118,822,4174,0.17925,0.20311
2008,Second Stage of Tertiary Education,Never,0.01558,46,4174,0.01182,0.01933
2013,No answer / don't know,Daily,0.13398,76,447,0.10236,0.16559
2013,No answer / don't know,At least once per week,0.54262,247,447,0.49638,0.58885
2013,No answer / don't know,At least once per month,0.20141,88,447,0.16419,0.23864
2013,No answer / don't know,Seldom,0.08500,36,447,0.05912,0.11088
2013,Pre-primary Level,Daily,0.14710,68,409,0.11273,0.18147
2013,Pre-primary Level,At least once per week,0.63280,272,409,0.58602,0.67957
2013,Pre-primary Level,At least once per month,0.14491,69,409,0.11075,0.17907
2013,Primary Level,Daily,0.07476,32,327,0.04621,0.10331
2013,Primary Level,At least once per week,0.40124,142,327,0.34803,0.45445
2013,Primary Level,At least once per month,0.12843,41,327,0.09211,0.16475
2013,Primary Level,Seldom,0.26334,73,327,0.21552,0.31115
2013,Primary Level,Never,0.13223,39,327,0.09546,0.16900
2013,Lower Secondary Level,Daily,0.06887,209,2587,0.05911,0.07863
2013,Lower Secondary Level,At least once per week,0.37893,1054,2587,0.36023,0.39762
2013,Lower Secondary Level,At least once per month,0.24772,619,2587,0.23108,0.26436
2013,Lower Secondary Level,Seldom,0.23687,540,2587,0.22048,0.25325
2013,Lower Secondary Level,Never,0.06762,165,2587,0.05794,0.07730
2013,Upper Secondary Level,Daily,0.03759,498,12358,0.03424,0.04094
2013,Upper Secondary Level,At least once per week,0.34861,4532,12358,0.34021,0.35701
2013,Upper Secondary Level,At least once per month,0.32052,3935,12358,0.31230,0.32875
2013,Upper Secondary Level,Seldom,0.24833,2884,12358,0.24071,0.25595
2013,Upper Secondary Level,Never,0.04495,509,12358,0.04129,0.04860
2013,Post-secondary Non-tertiary Level,Daily,0.02864,50,1742,0.02080,0.03647
2013,Post-secondary Non-tertiary Level,At least once per week,0.44262,771,1742,0.41929,0.46595
2013,Post-secondary Non-tertiary Level,At least once per month,0.34356,627,1742,0.32125,0.36586
2013,Post-secondary Non-tertiary Level,Seldom,0.16297,294,1742,0.14562,0.18032
2013,First Stage of Tertiary Education,At least once per week,0.33934,557,1635,0.31638,0.36230
2013,First Stage of Tertiary Education,At least once per month,0.39175,659,1635,0.36808,0.41542
2013,First Stage of Tertiary Education,Seldom,0.22689,378,1635,0.20658,0.24720
2013,First Stage of Tertiary Education,Never,0.02587,41,1635,0.01818,0.03357
2013,Second Stage of Tertiary Education,Daily,0.01657,109,5806,0.01328,0.01985
2013,Second Stage of Tertiary Education,At least once per week,0.37518,2230,5806,0.36273,0.38764
2013,Second Stage of Tertiary Education,At least once per month,0.39673,2323,5806,0.38414,0.40931
2013,Second Stage of Tertiary Education,Seldom,0.19457,1061,5806,0.18439,0.20475
2013,Second Stage of Tertiary Education,Never,0.01695,83,5806,0.01363,0.02027
2019,No answer / don't know,Daily,0.08630,59,575,0.06333,0.10927
2019,No answer / don't know,At least once per week,0.50364,266,575,0.46273,0.54454
2019,No answer / don't know,At least once per month,0.25365,119,575,0.21805,0.28924
2019,No answer / don't know,Seldom,0.10315,96,575,0.07826,0.12803
2019,No answer / don't know,Never,0.05327,35,575,0.03490,0.07164
2019,Pre-primary Level,Daily,0.19055,40,299,0.14596,0.23514
2019,Pre-primary Level,At least once per week,0.54124,183,299,0.48466,0.59781
2019,Pre-primary Level,At least once per month,0.19523,76,299,0.15023,0.24024
2019,Primary Level,Daily,0.09516,41,390,0.06600,0.12432
2019,Primary Level,At least once per week,0.40639,134,390,0.35758,0.45519
2019,Primary Level,At least once per month,0.16791,83,390,0.13076,0.20505
2019,Primary Level,Seldom,0.24560,95,390,0.20282,0.28837
2019,Primary Level,Never,0.08495,37,390,0.05724,0.11266
2019,Lower Secondary Level,Daily,0.06079,185,2421,0.05127,0.07031
2019,Lower Secondary Level,At least once per week,0.33784,867,2421,0.31899,0.35668
2019,Lower Secondary Level,At least once per month,0.28445,641,2421,0.26648,0.30243
2019,Lower Secondary Level,Seldom,0.24115,552,2421,0.22411,0.25820
2019,Lower Secondary Level,Never,0.07577,176,2421,0.06523,0.08631
2019,Upper Secondary Level,Daily,0.03673,441,11111,0.03323,0.04023
2019,Upper Secondary Level,At least once per week,0.35211,3940,11111,0.34323,0.36099
2019,Upper Secondary Level,At least once per month,0.32133,3600,11111,0.31265,0.33001
2019,Upper Secondary Level,Seldom,0.23553,2567,11111,0.22764,0.24342
2019,Upper Secondary Level,Never,0.05430,563,11111,0.05009,0.05852
2019,Post-secondary Non-tertiary Level,Daily,0.03048,66,2172,0.02325,0.03771
2019,Post-secondary Non-tertiary Level,At least once per week,0.39313,849,2172,0.37259,0.41368
2019,Post-secondary Non-tertiary Level,At least once per month,0.36768,782,2172,0.34740,0.38796
2019,Post-secondary Non-tertiary Level,Seldom,0.18158,418,2172,0.16536,0.19779
2019,Post-secondary Non-tertiary Level,Never,0.02713,57,2172,0.02029,0.03396
2019,First Stage of Tertiary Education,Daily,0.02106,35,1647,0.01412,0.02800
2019,First Stage of Tertiary Education,At least once per week,0.37084,573,1647,0.34750,0.39417
2019,First Stage of Tertiary Education,At least once per month,0.31380,593,1647,0.29138,0.33622
2019,First Stage of Tertiary Education,Seldom,0.24728,394,1647,0.22644,0.26812
2019,First Stage of Tertiary Education,Never,0.04702,52,1647,0.03680,0.05725
2019,Second Stage of Tertiary Education,Daily,0.02056,144,7000,0.01724,0.02388
2019,Second Stage of Tertiary Education,At least once per week,0.37665,2574,7000,0.36529,0.38800
2019,Second Stage of Tertiary Education,At least once per month,0.39186,2810,7000,0.38042,0.40329
2019,Second Stage of Tertiary Education,Seldom,0.18745,1334,7000,0.17831,0.19659
2019,Second Stage of Tertiary Education,Never,0.02349,138,7000,0.01994,0.02704
2021,No answer / don't know,Daily,0.04199,40,594,0.02585,0.05813
2021,No answer / don't know,At least once per week,0.47215,270,594,0.43197,0.51233
2021,No answer / don't know,At least once per month,0.28970,170,594,0.25319,0.32621
2021,No answer / don't know,Seldom,0.14275,114,594,0.11460,0.17091
2021,Pre-primary Level,At least once per week,0.52238,99,149,0.44190,0.60285
2021,Pre-primary Level,At least once per month,0.22315,50,149,0.15607,0.29022
2021,Primary Level,At least once per week,0.39909,83,164,0.32391,0.47427
2021,Primary Level,At least once per month,0.13705,40,164,0.08425,0.18984
2021,Primary Level,Seldom,0.24091,41,164,0.17526,0.30656
2021,Lower Secondary Level,Daily,0.09279,126,1375,0.07745,0.10813
2021,Lower Secondary Level,At least once per week,0.37659,556,1375,0.35097,0.40221
2021,Lower Secondary Level,At least once per month,0.23880,325,1375,0.21625,0.26134
2021,Lower Secondary Level,Seldom,0.22373,288,1375,0.20169,0.24577
2021,Lower Secondary Level,Never,0.06809,80,1375,0.05477,0.08141
2021,Upper Secondary Level,Daily,0.06153,424,6957,0.05588,0.06718
2021,Upper Secondary Level,At least once per week,0.43242,3069,6957,0.42078,0.44406
2021,Upper Secondary Level,At least once per month,0.23985,1743,6957,0.22982,0.24989
2021,Upper Secondary Level,Seldom,0.21392,1417,6957,0.20429,0.22356
2021,Upper Secondary Level,Never,0.05228,304,6957,0.04705,0.05751
2021,Post-secondary Non-tertiary Level,Daily,0.03825,64,1534,0.02865,0.04786
2021,Post-secondary Non-tertiary Level,At least once per week,0.46223,697,1534,0.43727,0.48719
2021,Post-secondary Non-tertiary Level,At least once per month,0.31062,457,1534,0.28746,0.33379
2021,Post-secondary Non-tertiary Level,Seldom,0.15667,263,1534,0.13848,0.17487
2021,Post-secondary Non-tertiary Level,Never,0.03222,53,1534,0.02338,0.04106
2021,First Stage of Tertiary Education,Daily,0.06108,42,997,0.04620,0.07595
2021,First Stage of Tertiary Education,At least once per week,0.41220,430,997,0.38163,0.44277
2021,First Stage of Tertiary Education,At least once per month,0.27608,302,997,0.24831,0.30384
2021,First Stage of Tertiary Education,Seldom,0.20744,186,997,0.18225,0.23262
2021,First Stage of Tertiary Education,Never,0.04321,37,997,0.03059,0.05584
2021,Second Stage of Tertiary Education,Daily,0.04090,197,5308,0.03557,0.04623
2021,Second Stage of Tertiary Education,At least once per week,0.46964,2451,5308,0.45621,0.48307
2021,Second Stage of Tertiary Education,At least once per month,0.29433,1640,5308,0.28207,0.30659
2021,Second Stage of Tertiary Education,Seldom,0.16733,882,5308,0.15729,0.17737
2021,Second Stage of Tertiary Education,Never,0.02780,138,5308,0.02338,0.03223
