"pli0080","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","2001","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2001","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2001","66 +","Realschule","","","",""
"Min 1x pro Woche","2001","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2001","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2001","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2001","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2001","17-34","Realschule","","","",""
"Min 1x pro Monat","2001","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2001","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2001","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2001","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2001","35-65","Realschule","","","",""
"Min 1x pro Monat","2001","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2001","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2001","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2001","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2001","66 +","Realschule","","","",""
"Min 1x pro Monat","2001","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2001","66 +","AkademikerIn","","","",""
"Seltener","2001","17-34","(noch) kein Abschluss","","","",""
"Seltener","2001","17-34","Hauptschule","","","",""
"Seltener","2001","17-34","Realschule","","","",""
"Seltener","2001","17-34","(Fach-)Abitur","","","",""
"Seltener","2001","17-34","AkademikerIn","","","",""
"Seltener","2001","35-65","(noch) kein Abschluss","","","",""
"Seltener","2001","35-65","Hauptschule","","","",""
"Seltener","2001","35-65","Realschule","","","",""
"Seltener","2001","35-65","(Fach-)Abitur","","","",""
"Seltener","2001","35-65","AkademikerIn","","","",""
"Seltener","2001","66 +","(noch) kein Abschluss","","","",""
"Seltener","2001","66 +","Hauptschule","","","",""
"Seltener","2001","66 +","Realschule","","","",""
"Seltener","2001","66 +","(Fach-)Abitur","","","",""
"Seltener","2001","66 +","AkademikerIn","","","",""
"Nie","2001","17-34","(noch) kein Abschluss","","","",""
"Nie","2001","17-34","Hauptschule","","","",""
"Nie","2001","17-34","Realschule","","","",""
"Nie","2001","17-34","(Fach-)Abitur","","","",""
"Nie","2001","17-34","AkademikerIn","","","",""
"Nie","2001","35-65","(noch) kein Abschluss","","","",""
"Nie","2001","35-65","Hauptschule","","","",""
"Nie","2001","35-65","Realschule","","","",""
"Nie","2001","35-65","(Fach-)Abitur","","","",""
"Nie","2001","35-65","AkademikerIn","","","",""
"Nie","2001","66 +","(noch) kein Abschluss","","","",""
"Nie","2001","66 +","Hauptschule","","","",""
"Nie","2001","66 +","Realschule","","","",""
"Nie","2001","66 +","(Fach-)Abitur","","","",""
"Nie","2001","66 +","AkademikerIn","","","",""
"Taeglich","2002","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2002","17-34","Hauptschule","","","",""
"Taeglich","2002","17-34","Realschule","","","",""
"Taeglich","2002","17-34","(Fach-)Abitur","","","",""
"Taeglich","2002","17-34","AkademikerIn","","","",""
"Taeglich","2002","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2002","35-65","Hauptschule","","","",""
"Taeglich","2002","35-65","Realschule","","","",""
"Taeglich","2002","35-65","(Fach-)Abitur","","","",""
"Taeglich","2002","35-65","AkademikerIn","","","",""
"Taeglich","2002","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2002","66 +","Hauptschule","","","",""
"Taeglich","2002","66 +","Realschule","","","",""
"Taeglich","2002","66 +","(Fach-)Abitur","","","",""
"Taeglich","2002","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2002","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2002","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2002","17-34","Realschule","","","",""
"Min 1x pro Woche","2002","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2002","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2002","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2002","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2002","35-65","Realschule","","","",""
"Min 1x pro Woche","2002","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2002","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","2002","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2002","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2002","66 +","Realschule","","","",""
"Min 1x pro Woche","2002","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2002","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2002","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2002","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2002","17-34","Realschule","","","",""
"Min 1x pro Monat","2002","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2002","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2002","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2002","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2002","35-65","Realschule","","","",""
"Min 1x pro Monat","2002","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2002","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2002","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2002","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2002","66 +","Realschule","","","",""
"Min 1x pro Monat","2002","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2002","66 +","AkademikerIn","","","",""
"Seltener","2002","17-34","(noch) kein Abschluss","","","",""
"Seltener","2002","17-34","Hauptschule","","","",""
"Seltener","2002","17-34","Realschule","","","",""
"Seltener","2002","17-34","(Fach-)Abitur","","","",""
"Seltener","2002","17-34","AkademikerIn","","","",""
"Seltener","2002","35-65","(noch) kein Abschluss","","","",""
"Seltener","2002","35-65","Hauptschule","","","",""
"Seltener","2002","35-65","Realschule","","","",""
"Seltener","2002","35-65","(Fach-)Abitur","","","",""
"Seltener","2002","35-65","AkademikerIn","","","",""
"Seltener","2002","66 +","(noch) kein Abschluss","","","",""
"Seltener","2002","66 +","Hauptschule","","","",""
"Seltener","2002","66 +","Realschule","","","",""
"Seltener","2002","66 +","(Fach-)Abitur","","","",""
"Seltener","2002","66 +","AkademikerIn","","","",""
"Nie","2002","17-34","(noch) kein Abschluss","","","",""
"Nie","2002","17-34","Hauptschule","","","",""
"Nie","2002","17-34","Realschule","","","",""
"Nie","2002","17-34","(Fach-)Abitur","","","",""
"Nie","2002","17-34","AkademikerIn","","","",""
"Nie","2002","35-65","(noch) kein Abschluss","","","",""
"Nie","2002","35-65","Hauptschule","","","",""
"Nie","2002","35-65","Realschule","","","",""
"Nie","2002","35-65","(Fach-)Abitur","","","",""
"Nie","2002","35-65","AkademikerIn","","","",""
"Nie","2002","66 +","(noch) kein Abschluss","","","",""
"Nie","2002","66 +","Hauptschule","","","",""
"Nie","2002","66 +","Realschule","","","",""
"Nie","2002","66 +","(Fach-)Abitur","","","",""
"Nie","2002","66 +","AkademikerIn","","","",""
"Taeglich","2003","17-34","(noch) kein Abschluss","176","0.24782006457818","0.214980820136426","0.280659309019934"
"Taeglich","2003","17-34","Hauptschule","152","0.128639228362955","0.11012357734607","0.147154879379841"
"Taeglich","2003","17-34","Realschule","174","0.0837872986104984","0.0712629134570875","0.0963116837639093"
"Taeglich","2003","17-34","(Fach-)Abitur","120","0.0983570314186253","0.0817952404313362","0.114918822405914"
"Taeglich","2003","17-34","AkademikerIn","","","",""
"Taeglich","2003","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2003","35-65","Hauptschule","108","0.022375788432235","0.0181714888930646","0.0265800879714055"
"Taeglich","2003","35-65","Realschule","71","0.0229300428675166","0.0179455105905276","0.0279145751445057"
"Taeglich","2003","35-65","(Fach-)Abitur","","","",""
"Taeglich","2003","35-65","AkademikerIn","54","0.0196955812445811","0.0148849844761301","0.0245061780130321"
"Taeglich","2003","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2003","66 +","Hauptschule","70","0.0331669821093889","0.0260235294147913","0.0403104348039864"
"Taeglich","2003","66 +","Realschule","","","",""
"Taeglich","2003","66 +","(Fach-)Abitur","","","",""
"Taeglich","2003","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2003","17-34","(noch) kein Abschluss","377","0.572278432531387","0.53464721102887","0.609909654033905"
"Min 1x pro Woche","2003","17-34","Hauptschule","697","0.54759970366901","0.520073500319028","0.575125907018992"
"Min 1x pro Woche","2003","17-34","Realschule","1069","0.579444017410676","0.557129535104219","0.601758499717133"
"Min 1x pro Woche","2003","17-34","(Fach-)Abitur","769","0.620886697108395","0.593904458252656","0.647868935964133"
"Min 1x pro Woche","2003","17-34","AkademikerIn","327","0.575255266147294","0.534424437238171","0.616086095056417"
"Min 1x pro Woche","2003","35-65","(noch) kein Abschluss","61","0.341996312159781","0.26939390129271","0.414598723026851"
"Min 1x pro Woche","2003","35-65","Hauptschule","1691","0.351489771391119","0.337918102264234","0.365061440518004"
"Min 1x pro Woche","2003","35-65","Realschule","1182","0.361714783053318","0.345713689234908","0.377715876871728"
"Min 1x pro Woche","2003","35-65","(Fach-)Abitur","430","0.439470699748242","0.408815970974157","0.470125428522327"
"Min 1x pro Woche","2003","35-65","AkademikerIn","1192","0.380964972145964","0.364152398130725","0.397777546161204"
"Min 1x pro Woche","2003","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2003","66 +","Hauptschule","818","0.347570532324387","0.328574289310698","0.366566775338077"
"Min 1x pro Woche","2003","66 +","Realschule","165","0.411341204738851","0.364336647131623","0.458345762346078"
"Min 1x pro Woche","2003","66 +","(Fach-)Abitur","40","0.251719402421113","0.182950362086735","0.320488442755491"
"Min 1x pro Woche","2003","66 +","AkademikerIn","192","0.338907825716013","0.300049644444448","0.377766006987578"
"Min 1x pro Monat","2003","17-34","(noch) kein Abschluss","73","0.108900893329542","0.0852066536828605","0.132595132976223"
"Min 1x pro Monat","2003","17-34","Hauptschule","252","0.200173637234911","0.178045005112586","0.222302269357235"
"Min 1x pro Monat","2003","17-34","Realschule","461","0.228234816597713","0.209263271376383","0.247206361819044"
"Min 1x pro Monat","2003","17-34","(Fach-)Abitur","256","0.206164184753922","0.183665390299364","0.228662979208479"
"Min 1x pro Monat","2003","17-34","AkademikerIn","174","0.327795768592594","0.289021270390757","0.366570266794432"
"Min 1x pro Monat","2003","35-65","(noch) kein Abschluss","40","0.28544990547509","0.216329311858144","0.354570499092037"
"Min 1x pro Monat","2003","35-65","Hauptschule","1576","0.326884835812604","0.313550831946991","0.340218839678217"
"Min 1x pro Monat","2003","35-65","Realschule","1380","0.370234296919478","0.354154262436022","0.386314331402935"
"Min 1x pro Monat","2003","35-65","(Fach-)Abitur","365","0.337277686378002","0.308077006886769","0.366478365869235"
"Min 1x pro Monat","2003","35-65","AkademikerIn","1347","0.401399349468836","0.384428991689028","0.418369707248645"
"Min 1x pro Monat","2003","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2003","66 +","Hauptschule","674","0.263877632995588","0.246296139878221","0.281459126112956"
"Min 1x pro Monat","2003","66 +","Realschule","138","0.303047728825258","0.259147773455783","0.346947684194733"
"Min 1x pro Monat","2003","66 +","(Fach-)Abitur","59","0.372247097458282","0.295649984581042","0.448844210335521"
"Min 1x pro Monat","2003","66 +","AkademikerIn","214","0.347352726465863","0.308265461458869","0.386439991472856"
"Seltener","2003","17-34","(noch) kein Abschluss","35","0.063828655235786","0.0452356509025128","0.0824216595690592"
"Seltener","2003","17-34","Hauptschule","134","0.102936362438471","0.0861309449331676","0.119741779943775"
"Seltener","2003","17-34","Realschule","166","0.101581303430912","0.0879255568845941","0.11523704997723"
"Seltener","2003","17-34","(Fach-)Abitur","91","0.0700722464606596","0.0558756277536786","0.0842688651676406"
"Seltener","2003","17-34","AkademikerIn","38","0.059799534855734","0.0402132066616044","0.0793858630498636"
"Seltener","2003","35-65","(noch) kein Abschluss","37","0.262763462858417","0.195401911495076","0.330125014221758"
"Seltener","2003","35-65","Hauptschule","1191","0.259183468465805","0.246727500471828","0.271639436459782"
"Seltener","2003","35-65","Realschule","774","0.22662712226469","0.212685620436634","0.240568624092746"
"Seltener","2003","35-65","(Fach-)Abitur","171","0.181592652720786","0.157782221982853","0.20540308345872"
"Seltener","2003","35-65","AkademikerIn","585","0.186945650307051","0.173448205965578","0.200443094648524"
"Seltener","2003","66 +","(noch) kein Abschluss","","","",""
"Seltener","2003","66 +","Hauptschule","640","0.263547884382351","0.245973444909011","0.281122323855691"
"Seltener","2003","66 +","Realschule","87","0.202781686448822","0.164374716843138","0.241188656054505"
"Seltener","2003","66 +","(Fach-)Abitur","38","0.284885309385067","0.213365680397537","0.356404938372598"
"Seltener","2003","66 +","AkademikerIn","134","0.254794017737726","0.219021999539436","0.290566035936016"
"Nie","2003","17-34","(noch) kein Abschluss","","","",""
"Nie","2003","17-34","Hauptschule","","","",""
"Nie","2003","17-34","Realschule","","","",""
"Nie","2003","17-34","(Fach-)Abitur","","","",""
"Nie","2003","17-34","AkademikerIn","","","",""
"Nie","2003","35-65","(noch) kein Abschluss","","","",""
"Nie","2003","35-65","Hauptschule","188","0.0400661358982363","0.0344913539048881","0.0456409178915846"
"Nie","2003","35-65","Realschule","57","0.0184937548949973","0.0140071458070096","0.022980363982985"
"Nie","2003","35-65","(Fach-)Abitur","","","",""
"Nie","2003","35-65","AkademikerIn","","","",""
"Nie","2003","66 +","(noch) kein Abschluss","","","",""
"Nie","2003","66 +","Hauptschule","212","0.0918369681882844","0.0803164997953678","0.103357436581201"
"Nie","2003","66 +","Realschule","","","",""
"Nie","2003","66 +","(Fach-)Abitur","","","",""
"Nie","2003","66 +","AkademikerIn","","","",""
"Taeglich","2004","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2004","17-34","Hauptschule","","","",""
"Taeglich","2004","17-34","Realschule","","","",""
"Taeglich","2004","17-34","(Fach-)Abitur","","","",""
"Taeglich","2004","17-34","AkademikerIn","","","",""
"Taeglich","2004","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2004","35-65","Hauptschule","","","",""
"Taeglich","2004","35-65","Realschule","","","",""
"Taeglich","2004","35-65","(Fach-)Abitur","","","",""
"Taeglich","2004","35-65","AkademikerIn","","","",""
"Taeglich","2004","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2004","66 +","Hauptschule","","","",""
"Taeglich","2004","66 +","Realschule","","","",""
"Taeglich","2004","66 +","(Fach-)Abitur","","","",""
"Taeglich","2004","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2004","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2004","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2004","17-34","Realschule","","","",""
"Min 1x pro Woche","2004","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2004","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2004","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2004","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2004","35-65","Realschule","","","",""
"Min 1x pro Woche","2004","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2004","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","2004","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2004","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2004","66 +","Realschule","","","",""
"Min 1x pro Woche","2004","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2004","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2004","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2004","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2004","17-34","Realschule","","","",""
"Min 1x pro Monat","2004","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2004","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2004","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2004","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2004","35-65","Realschule","","","",""
"Min 1x pro Monat","2004","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2004","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2004","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2004","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2004","66 +","Realschule","","","",""
"Min 1x pro Monat","2004","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2004","66 +","AkademikerIn","","","",""
"Seltener","2004","17-34","(noch) kein Abschluss","","","",""
"Seltener","2004","17-34","Hauptschule","","","",""
"Seltener","2004","17-34","Realschule","","","",""
"Seltener","2004","17-34","(Fach-)Abitur","","","",""
"Seltener","2004","17-34","AkademikerIn","","","",""
"Seltener","2004","35-65","(noch) kein Abschluss","","","",""
"Seltener","2004","35-65","Hauptschule","","","",""
"Seltener","2004","35-65","Realschule","","","",""
"Seltener","2004","35-65","(Fach-)Abitur","","","",""
"Seltener","2004","35-65","AkademikerIn","","","",""
"Seltener","2004","66 +","(noch) kein Abschluss","","","",""
"Seltener","2004","66 +","Hauptschule","","","",""
"Seltener","2004","66 +","Realschule","","","",""
"Seltener","2004","66 +","(Fach-)Abitur","","","",""
"Seltener","2004","66 +","AkademikerIn","","","",""
"Nie","2004","17-34","(noch) kein Abschluss","","","",""
"Nie","2004","17-34","Hauptschule","","","",""
"Nie","2004","17-34","Realschule","","","",""
"Nie","2004","17-34","(Fach-)Abitur","","","",""
"Nie","2004","17-34","AkademikerIn","","","",""
"Nie","2004","35-65","(noch) kein Abschluss","","","",""
"Nie","2004","35-65","Hauptschule","","","",""
"Nie","2004","35-65","Realschule","","","",""
"Nie","2004","35-65","(Fach-)Abitur","","","",""
"Nie","2004","35-65","AkademikerIn","","","",""
"Nie","2004","66 +","(noch) kein Abschluss","","","",""
"Nie","2004","66 +","Hauptschule","","","",""
"Nie","2004","66 +","Realschule","","","",""
"Nie","2004","66 +","(Fach-)Abitur","","","",""
"Nie","2004","66 +","AkademikerIn","","","",""
"Taeglich","2005","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2005","17-34","Hauptschule","","","",""
"Taeglich","2005","17-34","Realschule","","","",""
"Taeglich","2005","17-34","(Fach-)Abitur","","","",""
"Taeglich","2005","17-34","AkademikerIn","","","",""
"Taeglich","2005","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2005","35-65","Hauptschule","","","",""
"Taeglich","2005","35-65","Realschule","","","",""
"Taeglich","2005","35-65","(Fach-)Abitur","","","",""
"Taeglich","2005","35-65","AkademikerIn","","","",""
"Taeglich","2005","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2005","66 +","Hauptschule","","","",""
"Taeglich","2005","66 +","Realschule","","","",""
"Taeglich","2005","66 +","(Fach-)Abitur","","","",""
"Taeglich","2005","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2005","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2005","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2005","17-34","Realschule","","","",""
"Min 1x pro Woche","2005","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2005","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2005","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2005","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2005","35-65","Realschule","","","",""
"Min 1x pro Woche","2005","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2005","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","2005","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2005","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2005","66 +","Realschule","","","",""
"Min 1x pro Woche","2005","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2005","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2005","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2005","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2005","17-34","Realschule","","","",""
"Min 1x pro Monat","2005","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2005","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2005","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2005","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2005","35-65","Realschule","","","",""
"Min 1x pro Monat","2005","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2005","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2005","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2005","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2005","66 +","Realschule","","","",""
"Min 1x pro Monat","2005","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2005","66 +","AkademikerIn","","","",""
"Seltener","2005","17-34","(noch) kein Abschluss","","","",""
"Seltener","2005","17-34","Hauptschule","","","",""
"Seltener","2005","17-34","Realschule","","","",""
"Seltener","2005","17-34","(Fach-)Abitur","","","",""
"Seltener","2005","17-34","AkademikerIn","","","",""
"Seltener","2005","35-65","(noch) kein Abschluss","","","",""
"Seltener","2005","35-65","Hauptschule","","","",""
"Seltener","2005","35-65","Realschule","","","",""
"Seltener","2005","35-65","(Fach-)Abitur","","","",""
"Seltener","2005","35-65","AkademikerIn","","","",""
"Seltener","2005","66 +","(noch) kein Abschluss","","","",""
"Seltener","2005","66 +","Hauptschule","","","",""
"Seltener","2005","66 +","Realschule","","","",""
"Seltener","2005","66 +","(Fach-)Abitur","","","",""
"Seltener","2005","66 +","AkademikerIn","","","",""
"Nie","2005","17-34","(noch) kein Abschluss","","","",""
"Nie","2005","17-34","Hauptschule","","","",""
"Nie","2005","17-34","Realschule","","","",""
"Nie","2005","17-34","(Fach-)Abitur","","","",""
"Nie","2005","17-34","AkademikerIn","","","",""
"Nie","2005","35-65","(noch) kein Abschluss","","","",""
"Nie","2005","35-65","Hauptschule","","","",""
"Nie","2005","35-65","Realschule","","","",""
"Nie","2005","35-65","(Fach-)Abitur","","","",""
"Nie","2005","35-65","AkademikerIn","","","",""
"Nie","2005","66 +","(noch) kein Abschluss","","","",""
"Nie","2005","66 +","Hauptschule","","","",""
"Nie","2005","66 +","Realschule","","","",""
"Nie","2005","66 +","(Fach-)Abitur","","","",""
"Nie","2005","66 +","AkademikerIn","","","",""
"Taeglich","2006","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2006","17-34","Hauptschule","","","",""
"Taeglich","2006","17-34","Realschule","","","",""
"Taeglich","2006","17-34","(Fach-)Abitur","","","",""
"Taeglich","2006","17-34","AkademikerIn","","","",""
"Taeglich","2006","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2006","35-65","Hauptschule","","","",""
"Taeglich","2006","35-65","Realschule","","","",""
"Taeglich","2006","35-65","(Fach-)Abitur","","","",""
"Taeglich","2006","35-65","AkademikerIn","","","",""
"Taeglich","2006","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2006","66 +","Hauptschule","","","",""
"Taeglich","2006","66 +","Realschule","","","",""
"Taeglich","2006","66 +","(Fach-)Abitur","","","",""
"Taeglich","2006","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2006","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2006","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2006","17-34","Realschule","","","",""
"Min 1x pro Woche","2006","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2006","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2006","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2006","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2006","35-65","Realschule","","","",""
"Min 1x pro Woche","2006","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2006","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","2006","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2006","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2006","66 +","Realschule","","","",""
"Min 1x pro Woche","2006","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2006","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2006","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2006","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2006","17-34","Realschule","","","",""
"Min 1x pro Monat","2006","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2006","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2006","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2006","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2006","35-65","Realschule","","","",""
"Min 1x pro Monat","2006","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2006","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2006","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2006","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2006","66 +","Realschule","","","",""
"Min 1x pro Monat","2006","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2006","66 +","AkademikerIn","","","",""
"Seltener","2006","17-34","(noch) kein Abschluss","","","",""
"Seltener","2006","17-34","Hauptschule","","","",""
"Seltener","2006","17-34","Realschule","","","",""
"Seltener","2006","17-34","(Fach-)Abitur","","","",""
"Seltener","2006","17-34","AkademikerIn","","","",""
"Seltener","2006","35-65","(noch) kein Abschluss","","","",""
"Seltener","2006","35-65","Hauptschule","","","",""
"Seltener","2006","35-65","Realschule","","","",""
"Seltener","2006","35-65","(Fach-)Abitur","","","",""
"Seltener","2006","35-65","AkademikerIn","","","",""
"Seltener","2006","66 +","(noch) kein Abschluss","","","",""
"Seltener","2006","66 +","Hauptschule","","","",""
"Seltener","2006","66 +","Realschule","","","",""
"Seltener","2006","66 +","(Fach-)Abitur","","","",""
"Seltener","2006","66 +","AkademikerIn","","","",""
"Nie","2006","17-34","(noch) kein Abschluss","","","",""
"Nie","2006","17-34","Hauptschule","","","",""
"Nie","2006","17-34","Realschule","","","",""
"Nie","2006","17-34","(Fach-)Abitur","","","",""
"Nie","2006","17-34","AkademikerIn","","","",""
"Nie","2006","35-65","(noch) kein Abschluss","","","",""
"Nie","2006","35-65","Hauptschule","","","",""
"Nie","2006","35-65","Realschule","","","",""
"Nie","2006","35-65","(Fach-)Abitur","","","",""
"Nie","2006","35-65","AkademikerIn","","","",""
"Nie","2006","66 +","(noch) kein Abschluss","","","",""
"Nie","2006","66 +","Hauptschule","","","",""
"Nie","2006","66 +","Realschule","","","",""
"Nie","2006","66 +","(Fach-)Abitur","","","",""
"Nie","2006","66 +","AkademikerIn","","","",""
"Taeglich","2007","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2007","17-34","Hauptschule","","","",""
"Taeglich","2007","17-34","Realschule","","","",""
"Taeglich","2007","17-34","(Fach-)Abitur","","","",""
"Taeglich","2007","17-34","AkademikerIn","","","",""
"Taeglich","2007","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2007","35-65","Hauptschule","","","",""
"Taeglich","2007","35-65","Realschule","","","",""
"Taeglich","2007","35-65","(Fach-)Abitur","","","",""
"Taeglich","2007","35-65","AkademikerIn","","","",""
"Taeglich","2007","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2007","66 +","Hauptschule","","","",""
"Taeglich","2007","66 +","Realschule","","","",""
"Taeglich","2007","66 +","(Fach-)Abitur","","","",""
"Taeglich","2007","66 +","AkademikerIn","","","",""
