"pli0080","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1993","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Thüringen","","","",""
"Min 1x pro Woche","1993","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1993","Hauptschule","Hamburg","","","",""
"Min 1x pro Woche","1993","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Woche","1993","Hauptschule","Bremen","","","",""
"Min 1x pro Woche","1993","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1993","Hauptschule","Hessen","","","",""
"Min 1x pro Woche","1993","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1993","Hauptschule","Baden-Württemberg","","","",""
"Min 1x pro Woche","1993","Hauptschule","Bayern","","","",""
"Min 1x pro Woche","1993","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","1993","Hauptschule","Berlin","","","",""
"Min 1x pro Woche","1993","Hauptschule","Brandenburg","","","",""
"Min 1x pro Woche","1993","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1993","Hauptschule","Sachsen","","","",""
"Min 1x pro Woche","1993","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1993","Hauptschule","Thüringen","","","",""
"Min 1x pro Woche","1993","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1993","Realschule","Hamburg","","","",""
"Min 1x pro Woche","1993","Realschule","Niedersachsen","","","",""
"Min 1x pro Woche","1993","Realschule","Bremen","","","",""
"Min 1x pro Woche","1993","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1993","Realschule","Hessen","","","",""
"Min 1x pro Woche","1993","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1993","Realschule","Baden-Württemberg","","","",""
"Min 1x pro Woche","1993","Realschule","Bayern","","","",""
"Min 1x pro Woche","1993","Realschule","Saarland","","","",""
"Min 1x pro Woche","1993","Realschule","Berlin","","","",""
"Min 1x pro Woche","1993","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","1993","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1993","Realschule","Sachsen","","","",""
"Min 1x pro Woche","1993","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1993","Realschule","Thüringen","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Baden-Württemberg","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Thüringen","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Hamburg","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Bremen","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Hessen","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Baden-Württemberg","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Bayern","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Berlin","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Sachsen","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Thüringen","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Thüringen","","","",""
"Min 1x pro Monat","1993","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1993","Hauptschule","Hamburg","","","",""
"Min 1x pro Monat","1993","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Monat","1993","Hauptschule","Bremen","","","",""
"Min 1x pro Monat","1993","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1993","Hauptschule","Hessen","","","",""
"Min 1x pro Monat","1993","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1993","Hauptschule","Baden-Württemberg","","","",""
"Min 1x pro Monat","1993","Hauptschule","Bayern","","","",""
"Min 1x pro Monat","1993","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","1993","Hauptschule","Berlin","","","",""
"Min 1x pro Monat","1993","Hauptschule","Brandenburg","","","",""
"Min 1x pro Monat","1993","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1993","Hauptschule","Sachsen","","","",""
"Min 1x pro Monat","1993","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1993","Hauptschule","Thüringen","","","",""
"Min 1x pro Monat","1993","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1993","Realschule","Hamburg","","","",""
"Min 1x pro Monat","1993","Realschule","Niedersachsen","","","",""
"Min 1x pro Monat","1993","Realschule","Bremen","","","",""
"Min 1x pro Monat","1993","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1993","Realschule","Hessen","","","",""
"Min 1x pro Monat","1993","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1993","Realschule","Baden-Württemberg","","","",""
"Min 1x pro Monat","1993","Realschule","Bayern","","","",""
"Min 1x pro Monat","1993","Realschule","Saarland","","","",""
"Min 1x pro Monat","1993","Realschule","Berlin","","","",""
"Min 1x pro Monat","1993","Realschule","Brandenburg","","","",""
"Min 1x pro Monat","1993","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1993","Realschule","Sachsen","","","",""
"Min 1x pro Monat","1993","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1993","Realschule","Thüringen","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Baden-Württemberg","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Thüringen","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Hamburg","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Bremen","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Hessen","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Baden-Württemberg","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Bayern","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Berlin","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Sachsen","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Thüringen","","","",""
"Seltener","1993","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Seltener","1993","(noch) kein Abschluss","Hamburg","","","",""
"Seltener","1993","(noch) kein Abschluss","Niedersachsen","","","",""
"Seltener","1993","(noch) kein Abschluss","Bremen","","","",""
"Seltener","1993","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Seltener","1993","(noch) kein Abschluss","Hessen","","","",""
"Seltener","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1993","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Seltener","1993","(noch) kein Abschluss","Bayern","","","",""
"Seltener","1993","(noch) kein Abschluss","Saarland","","","",""
"Seltener","1993","(noch) kein Abschluss","Berlin","","","",""
"Seltener","1993","(noch) kein Abschluss","Brandenburg","","","",""
"Seltener","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Seltener","1993","(noch) kein Abschluss","Sachsen","","","",""
"Seltener","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Seltener","1993","(noch) kein Abschluss","Thüringen","","","",""
"Seltener","1993","Hauptschule","Schleswig-Holstein","","","",""
"Seltener","1993","Hauptschule","Hamburg","","","",""
"Seltener","1993","Hauptschule","Niedersachsen","","","",""
"Seltener","1993","Hauptschule","Bremen","","","",""
"Seltener","1993","Hauptschule","Nordrhein-Westfalen","","","",""
"Seltener","1993","Hauptschule","Hessen","","","",""
"Seltener","1993","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1993","Hauptschule","Baden-Württemberg","","","",""
"Seltener","1993","Hauptschule","Bayern","","","",""
"Seltener","1993","Hauptschule","Saarland","","","",""
"Seltener","1993","Hauptschule","Berlin","","","",""
"Seltener","1993","Hauptschule","Brandenburg","","","",""
"Seltener","1993","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Seltener","1993","Hauptschule","Sachsen","","","",""
"Seltener","1993","Hauptschule","Sachsen-Anhalt","","","",""
"Seltener","1993","Hauptschule","Thüringen","","","",""
"Seltener","1993","Realschule","Schleswig-Holstein","","","",""
"Seltener","1993","Realschule","Hamburg","","","",""
"Seltener","1993","Realschule","Niedersachsen","","","",""
"Seltener","1993","Realschule","Bremen","","","",""
"Seltener","1993","Realschule","Nordrhein-Westfalen","","","",""
"Seltener","1993","Realschule","Hessen","","","",""
"Seltener","1993","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1993","Realschule","Baden-Württemberg","","","",""
"Seltener","1993","Realschule","Bayern","","","",""
"Seltener","1993","Realschule","Saarland","","","",""
"Seltener","1993","Realschule","Berlin","","","",""
"Seltener","1993","Realschule","Brandenburg","","","",""
"Seltener","1993","Realschule","Mecklenburg-Vorpommern","","","",""
"Seltener","1993","Realschule","Sachsen","","","",""
"Seltener","1993","Realschule","Sachsen-Anhalt","","","",""
"Seltener","1993","Realschule","Thüringen","","","",""
"Seltener","1993","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Seltener","1993","(Fach-)Abitur","Hamburg","","","",""
"Seltener","1993","(Fach-)Abitur","Niedersachsen","","","",""
"Seltener","1993","(Fach-)Abitur","Bremen","","","",""
"Seltener","1993","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Seltener","1993","(Fach-)Abitur","Hessen","","","",""
"Seltener","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1993","(Fach-)Abitur","Baden-Württemberg","","","",""
"Seltener","1993","(Fach-)Abitur","Bayern","","","",""
"Seltener","1993","(Fach-)Abitur","Saarland","","","",""
"Seltener","1993","(Fach-)Abitur","Berlin","","","",""
"Seltener","1993","(Fach-)Abitur","Brandenburg","","","",""
"Seltener","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Seltener","1993","(Fach-)Abitur","Sachsen","","","",""
"Seltener","1993","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Seltener","1993","(Fach-)Abitur","Thüringen","","","",""
"Seltener","1993","AkademikerIn","Schleswig-Holstein","","","",""
"Seltener","1993","AkademikerIn","Hamburg","","","",""
"Seltener","1993","AkademikerIn","Niedersachsen","","","",""
"Seltener","1993","AkademikerIn","Bremen","","","",""
"Seltener","1993","AkademikerIn","Nordrhein-Westfalen","","","",""
"Seltener","1993","AkademikerIn","Hessen","","","",""
"Seltener","1993","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1993","AkademikerIn","Baden-Württemberg","","","",""
"Seltener","1993","AkademikerIn","Bayern","","","",""
"Seltener","1993","AkademikerIn","Saarland","","","",""
"Seltener","1993","AkademikerIn","Berlin","","","",""
"Seltener","1993","AkademikerIn","Brandenburg","","","",""
"Seltener","1993","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Seltener","1993","AkademikerIn","Sachsen","","","",""
"Seltener","1993","AkademikerIn","Sachsen-Anhalt","","","",""
"Seltener","1993","AkademikerIn","Thüringen","","","",""
"Nie","1993","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nie","1993","(noch) kein Abschluss","Hamburg","","","",""
"Nie","1993","(noch) kein Abschluss","Niedersachsen","","","",""
"Nie","1993","(noch) kein Abschluss","Bremen","","","",""
"Nie","1993","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nie","1993","(noch) kein Abschluss","Hessen","","","",""
"Nie","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nie","1993","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Nie","1993","(noch) kein Abschluss","Bayern","","","",""
"Nie","1993","(noch) kein Abschluss","Saarland","","","",""
"Nie","1993","(noch) kein Abschluss","Berlin","","","",""
"Nie","1993","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","1993","(noch) kein Abschluss","Sachsen","","","",""
"Nie","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","1993","(noch) kein Abschluss","Thüringen","","","",""
"Nie","1993","Hauptschule","Schleswig-Holstein","","","",""
"Nie","1993","Hauptschule","Hamburg","","","",""
"Nie","1993","Hauptschule","Niedersachsen","","","",""
"Nie","1993","Hauptschule","Bremen","","","",""
"Nie","1993","Hauptschule","Nordrhein-Westfalen","","","",""
"Nie","1993","Hauptschule","Hessen","","","",""
"Nie","1993","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","1993","Hauptschule","Baden-Württemberg","","","",""
"Nie","1993","Hauptschule","Bayern","","","",""
"Nie","1993","Hauptschule","Saarland","","","",""
"Nie","1993","Hauptschule","Berlin","","","",""
"Nie","1993","Hauptschule","Brandenburg","","","",""
"Nie","1993","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nie","1993","Hauptschule","Sachsen","","","",""
"Nie","1993","Hauptschule","Sachsen-Anhalt","","","",""
"Nie","1993","Hauptschule","Thüringen","","","",""
"Nie","1993","Realschule","Schleswig-Holstein","","","",""
"Nie","1993","Realschule","Hamburg","","","",""
"Nie","1993","Realschule","Niedersachsen","","","",""
"Nie","1993","Realschule","Bremen","","","",""
"Nie","1993","Realschule","Nordrhein-Westfalen","","","",""
"Nie","1993","Realschule","Hessen","","","",""
"Nie","1993","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","1993","Realschule","Baden-Württemberg","","","",""
"Nie","1993","Realschule","Bayern","","","",""
"Nie","1993","Realschule","Saarland","","","",""
"Nie","1993","Realschule","Berlin","","","",""
"Nie","1993","Realschule","Brandenburg","","","",""
"Nie","1993","Realschule","Mecklenburg-Vorpommern","","","",""
"Nie","1993","Realschule","Sachsen","","","",""
"Nie","1993","Realschule","Sachsen-Anhalt","","","",""
"Nie","1993","Realschule","Thüringen","","","",""
"Nie","1993","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nie","1993","(Fach-)Abitur","Hamburg","","","",""
"Nie","1993","(Fach-)Abitur","Niedersachsen","","","",""
"Nie","1993","(Fach-)Abitur","Bremen","","","",""
"Nie","1993","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nie","1993","(Fach-)Abitur","Hessen","","","",""
"Nie","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nie","1993","(Fach-)Abitur","Baden-Württemberg","","","",""
"Nie","1993","(Fach-)Abitur","Bayern","","","",""
"Nie","1993","(Fach-)Abitur","Saarland","","","",""
"Nie","1993","(Fach-)Abitur","Berlin","","","",""
"Nie","1993","(Fach-)Abitur","Brandenburg","","","",""
"Nie","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","1993","(Fach-)Abitur","Sachsen","","","",""
"Nie","1993","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nie","1993","(Fach-)Abitur","Thüringen","","","",""
"Nie","1993","AkademikerIn","Schleswig-Holstein","","","",""
"Nie","1993","AkademikerIn","Hamburg","","","",""
"Nie","1993","AkademikerIn","Niedersachsen","","","",""
"Nie","1993","AkademikerIn","Bremen","","","",""
"Nie","1993","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nie","1993","AkademikerIn","Hessen","","","",""
"Nie","1993","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nie","1993","AkademikerIn","Baden-Württemberg","","","",""
"Nie","1993","AkademikerIn","Bayern","","","",""
"Nie","1993","AkademikerIn","Saarland","","","",""
"Nie","1993","AkademikerIn","Berlin","","","",""
"Nie","1993","AkademikerIn","Brandenburg","","","",""
"Nie","1993","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nie","1993","AkademikerIn","Sachsen","","","",""
"Nie","1993","AkademikerIn","Sachsen-Anhalt","","","",""
"Nie","1993","AkademikerIn","Thüringen","","","",""
"Täglich","1994","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Täglich","1994","(noch) kein Abschluss","Hamburg","","","",""
"Täglich","1994","(noch) kein Abschluss","Niedersachsen","","","",""
"Täglich","1994","(noch) kein Abschluss","Bremen","","","",""
"Täglich","1994","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Täglich","1994","(noch) kein Abschluss","Hessen","","","",""
"Täglich","1994","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Täglich","1994","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Täglich","1994","(noch) kein Abschluss","Bayern","","","",""
"Täglich","1994","(noch) kein Abschluss","Saarland","","","",""
"Täglich","1994","(noch) kein Abschluss","Berlin","","","",""
"Täglich","1994","(noch) kein Abschluss","Brandenburg","","","",""
"Täglich","1994","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Täglich","1994","(noch) kein Abschluss","Sachsen","","","",""
"Täglich","1994","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Täglich","1994","(noch) kein Abschluss","Thüringen","","","",""
"Täglich","1994","Hauptschule","Schleswig-Holstein","","","",""
"Täglich","1994","Hauptschule","Hamburg","","","",""
"Täglich","1994","Hauptschule","Niedersachsen","","","",""
"Täglich","1994","Hauptschule","Bremen","","","",""
"Täglich","1994","Hauptschule","Nordrhein-Westfalen","","","",""
"Täglich","1994","Hauptschule","Hessen","","","",""
"Täglich","1994","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Täglich","1994","Hauptschule","Baden-Württemberg","","","",""
"Täglich","1994","Hauptschule","Bayern","","","",""
"Täglich","1994","Hauptschule","Saarland","","","",""
"Täglich","1994","Hauptschule","Berlin","","","",""
"Täglich","1994","Hauptschule","Brandenburg","","","",""
"Täglich","1994","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Täglich","1994","Hauptschule","Sachsen","","","",""
"Täglich","1994","Hauptschule","Sachsen-Anhalt","","","",""
"Täglich","1994","Hauptschule","Thüringen","","","",""
"Täglich","1994","Realschule","Schleswig-Holstein","","","",""
"Täglich","1994","Realschule","Hamburg","","","",""
"Täglich","1994","Realschule","Niedersachsen","","","",""
"Täglich","1994","Realschule","Bremen","","","",""
"Täglich","1994","Realschule","Nordrhein-Westfalen","","","",""
"Täglich","1994","Realschule","Hessen","","","",""
"Täglich","1994","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Täglich","1994","Realschule","Baden-Württemberg","","","",""
"Täglich","1994","Realschule","Bayern","","","",""
"Täglich","1994","Realschule","Saarland","","","",""
"Täglich","1994","Realschule","Berlin","","","",""
"Täglich","1994","Realschule","Brandenburg","","","",""
"Täglich","1994","Realschule","Mecklenburg-Vorpommern","","","",""
"Täglich","1994","Realschule","Sachsen","","","",""
"Täglich","1994","Realschule","Sachsen-Anhalt","","","",""
"Täglich","1994","Realschule","Thüringen","","","",""
"Täglich","1994","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Täglich","1994","(Fach-)Abitur","Hamburg","","","",""
"Täglich","1994","(Fach-)Abitur","Niedersachsen","","","",""
"Täglich","1994","(Fach-)Abitur","Bremen","","","",""
"Täglich","1994","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Täglich","1994","(Fach-)Abitur","Hessen","","","",""
"Täglich","1994","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Täglich","1994","(Fach-)Abitur","Baden-Württemberg","","","",""
"Täglich","1994","(Fach-)Abitur","Bayern","","","",""
"Täglich","1994","(Fach-)Abitur","Saarland","","","",""
"Täglich","1994","(Fach-)Abitur","Berlin","","","",""
"Täglich","1994","(Fach-)Abitur","Brandenburg","","","",""
"Täglich","1994","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Täglich","1994","(Fach-)Abitur","Sachsen","","","",""
"Täglich","1994","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Täglich","1994","(Fach-)Abitur","Thüringen","","","",""
"Täglich","1994","AkademikerIn","Schleswig-Holstein","","","",""
"Täglich","1994","AkademikerIn","Hamburg","","","",""
"Täglich","1994","AkademikerIn","Niedersachsen","","","",""
"Täglich","1994","AkademikerIn","Bremen","","","",""
"Täglich","1994","AkademikerIn","Nordrhein-Westfalen","","","",""
"Täglich","1994","AkademikerIn","Hessen","","","",""
"Täglich","1994","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Täglich","1994","AkademikerIn","Baden-Württemberg","","","",""
"Täglich","1994","AkademikerIn","Bayern","","","",""
"Täglich","1994","AkademikerIn","Saarland","","","",""
"Täglich","1994","AkademikerIn","Berlin","","","",""
"Täglich","1994","AkademikerIn","Brandenburg","","","",""
"Täglich","1994","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Täglich","1994","AkademikerIn","Sachsen","","","",""
"Täglich","1994","AkademikerIn","Sachsen-Anhalt","","","",""
"Täglich","1994","AkademikerIn","Thüringen","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Thüringen","","","",""
"Min 1x pro Woche","1994","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1994","Hauptschule","Hamburg","","","",""
"Min 1x pro Woche","1994","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Woche","1994","Hauptschule","Bremen","","","",""
"Min 1x pro Woche","1994","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1994","Hauptschule","Hessen","","","",""
"Min 1x pro Woche","1994","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1994","Hauptschule","Baden-Württemberg","","","",""
"Min 1x pro Woche","1994","Hauptschule","Bayern","","","",""
"Min 1x pro Woche","1994","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","1994","Hauptschule","Berlin","","","",""
"Min 1x pro Woche","1994","Hauptschule","Brandenburg","","","",""
