year,pli0080,sampreg,proportion,n,lower_confidence,upper_confidence
1990,Daily,West,1.0,18165,1.0,1.0
1990,At least once per week,West,1.0,18165,1.0,1.0
1990,At least once per month,West,1.0,18165,1.0,1.0
1990,Seldom,West,1.0,18165,1.0,1.0
1990,Never,West,1.0,18165,1.0,1.0
1995,Daily,West,0.7835443037974683,17246,0.7773977997931715,0.7896908078017651
1995,Daily,East,0.21645569620253163,17246,0.21030919219823474,0.22260220020682853
1995,At least once per week,West,0.7997389520790602,17246,0.7937660657828242,0.8057118383752963
1995,At least once per week,East,0.20026104792093977,17246,0.1942881616247037,0.20623393421717584
1995,At least once per month,West,0.7029831387808041,17246,0.6961632877719883,0.7098029897896199
1995,At least once per month,East,0.29701686121919585,17246,0.2901970102103801,0.3038367122280116
1995,Seldom,West,0.5925925925925926,17246,0.585259208194933,0.5999259769902521
1995,Seldom,East,0.4074074074074074,17246,0.4000740230097478,0.41474079180506696
1995,Never,West,0.624,17246,0.6167706691981062,0.6312293308018938
1995,Never,East,0.376,17246,0.36877066919810625,0.38322933080189375
1998,Daily,West,0.7883131201764058,18147,0.7823695143476169,0.7942567260051946
1998,Daily,East,0.21168687982359427,18147,0.2057432739948054,0.21763048565238313
1998,At least once per week,West,0.7931448157669237,18147,0.7872514539965351,0.7990381775373124
1998,At least once per week,East,0.20685518423307625,18147,0.20096182246268757,0.21274854600346493
1998,At least once per month,West,0.6990550036346014,18147,0.6923815155476544,0.7057284917215484
1998,At least once per month,East,0.3009449963653986,18147,0.2942715082784516,0.30761848445234563
1998,Seldom,West,0.6224453209035496,18147,0.6153919912269122,0.6294986505801871
1998,Seldom,East,0.37755467909645035,18147,0.370501349419813,0.3846080087730877
1998,Never,West,0.6811594202898551,18147,0.674378871732974,0.6879399688467362
1998,Never,East,0.3188405797101449,18147,0.3120600311532638,0.325621128267026
2003,Daily,West,0.779874213836478,27727,0.7749972181600097,0.7847512095129464
2003,Daily,East,0.22012578616352202,27727,0.21524879048705364,0.2250027818399904
2003,At least once per week,West,0.8055834729201563,27727,0.8009251832136157,0.8102417626266969
2003,At least once per week,East,0.19441652707984367,27727,0.18975823737330302,0.1990748167863843
2003,At least once per month,West,0.7432547571712582,27727,0.7381128446752784,0.7483966696672381
2003,At least once per month,East,0.25674524282874184,27727,0.251603330332762,0.2618871553247217
2003,Seldom,West,0.6858311282174645,27727,0.6803673281047444,0.6912949283301846
2003,Seldom,East,0.3141688717825355,27727,0.3087050716698154,0.31963267189525557
2003,Never,West,0.7375201288244766,27727,0.732341204427116,0.7426990532218372
2003,Never,East,0.26247987117552335,27727,0.25730094677816273,0.26765879557288397
2008,Daily,West,0.75,23673,0.7444839263227753,0.7555160736772247
2008,Daily,East,0.25,23673,0.2444839263227753,0.25551607367722473
2008,At least once per week,West,0.7949645105129235,23673,0.7898214952584853,0.8001075257673617
2008,At least once per week,East,0.20503548948707648,23673,0.19989247423263834,0.21017850474151462
2008,At least once per month,West,0.7359673878958921,23673,0.7303519000239795,0.7415828757678047
2008,At least once per month,East,0.2640326121041079,23673,0.2584171242321953,0.26964809997602046
2008,Seldom,West,0.709206039941549,23673,0.7034209738357446,0.7149911060473533
2008,Seldom,East,0.29079396005845104,23673,0.2850088939526467,0.29657902616425535
2008,Never,West,0.7118959107806692,23673,0.7061267534507207,0.7176650681106176
2008,Never,East,0.28810408921933084,23673,0.28233493188938236,0.2938732465492793
2013,Daily,West,0.8117977528089888,44486,0.8081654611170646,0.815430044500913
2013,Daily,East,0.18820224719101122,44486,0.18456995549908697,0.19183453888293547
2013,At least once per week,West,0.8231334149326806,44486,0.8195877115315804,0.8266791183337807
2013,At least once per week,East,0.17686658506731945,44486,0.17332088166621928,0.1804122884684196
2013,At least once per month,West,0.7579236933381175,44486,0.7539432332207898,0.7619041534554452
2013,At least once per month,East,0.24207630666188254,44486,0.23809584654455482,0.24605676677921026
2013,Seldom,West,0.7315829240649793,44486,0.727464972415447,0.7357008757145115
2013,Seldom,East,0.2684170759350208,44486,0.2642991242854886,0.272535027584553
2013,Never,West,0.6522727272727272,44486,0.6478470638735919,0.6566983906718625
2013,Never,East,0.3477272727272727,44486,0.3433016093281374,0.352152936126408
2019,Daily,West,0.7882703777335984,42417,0.7843824828772703,0.7921582725899265
2019,Daily,East,0.2117296222664016,42417,0.20784172741007348,0.21561751712272972
2019,At least once per week,West,0.8198824158204169,42417,0.8162252896854115,0.8235395419554222
2019,At least once per week,East,0.18011758417958312,42417,0.17646045804457774,0.1837747103145885
2019,At least once per month,West,0.7803528190937392,42417,0.7764128354820417,0.7842928027054368
2019,At least once per month,East,0.2196471809062608,42417,0.21570719729456328,0.22358716451795835
2019,Seldom,West,0.7365149021759005,42417,0.7323225776411342,0.7407072267106669
2019,Seldom,East,0.26348509782409946,42417,0.2592927732893331,0.2676774223588658
2019,Never,West,0.7298311444652908,42417,0.725605286125485,0.7340570028050967
2019,Never,East,0.2701688555347092,42417,0.2659429971949034,0.27439471387451503
2021,Daily,West,0.7686567164179104,27598,0.7636815005710386,0.7736319322647823
2021,Daily,East,0.23134328358208955,27598,0.22636806773521773,0.23631849942896138
2021,At least once per week,West,0.801828870019595,27598,0.7971258340143322,0.8065319060248578
2021,At least once per week,East,0.19817112998040495,27598,0.19346809397514214,0.20287416598566776
2021,At least once per month,West,0.7801988576264015,27598,0.7753130665285926,0.7850846487242105
2021,At least once per month,East,0.2198011423735985,27598,0.21491535127578948,0.2246869334714075
2021,Seldom,West,0.7768775319414147,27598,0.7719654545627755,0.7817896093200539
2021,Seldom,East,0.22312246805858524,27598,0.21821039067994605,0.22803454543722443
2021,Never,West,0.8033282904689864,27598,0.7986387018900646,0.8080178790479081
