,Unnamed: 0,year,bula_h,sampreg,hlf0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
75,75,2005,Baden-Wuerttemberg,West,Yes,0.697,935,11091,0.6599,0.72783
76,76,2005,Baden-Wuerttemberg,West,No,0.303,379,11091,0.28288,0.32821
77,77,2005,Bavaria,West,Yes,0.72939,1168,11091,0.69874,0.76556
78,78,2005,Bavaria,West,No,0.27061,375,11091,0.2508,0.28961
79,79,2005,Berlin,West,Yes,0.57266,157,11091,0.5114,0.63006
80,80,2005,Berlin,West,No,0.42734,101,11091,0.3768,0.47828
81,81,2005,Berlin,East,Yes,0.63827,131,11091,0.57177,0.72723
82,82,2005,Berlin,East,No,0.36173,69,11091,0.30159,0.4275
83,83,2005,Brandenburg,East,Yes,0.64022,307,11091,0.6009,0.6788
84,84,2005,Brandenburg,East,No,0.35978,161,11091,0.31509,0.39785
85,85,2005,Mecklenburg-Western Pomerania,East,Yes,0.63696,187,11091,0.5724,0.69467
86,86,2005,Mecklenburg-Western Pomerania,East,No,0.36304,85,11091,0.30441,0.42432
87,87,2005,Saxony,East,Yes,0.69897,586,11091,0.65636,0.75437
88,88,2005,Saxony,East,No,0.30103,220,11091,0.27105,0.3318
89,89,2005,Saxony-Anhalt,East,Yes,0.64704,311,11091,0.58958,0.70008
90,90,2005,Saxony-Anhalt,East,No,0.35296,159,11091,0.30889,0.40525
91,91,2005,Thuringa,East,Yes,0.63381,300,11091,0.57177,0.70191
92,92,2005,Thuringa,East,No,0.36619,161,11091,0.31535,0.40925
93,93,2007,Schleswig-Holstein,West,Yes,0.62653,241,11352,0.57709,0.69016
94,94,2007,Schleswig-Holstein,West,No,0.37347,120,11352,0.32639,0.411
95,95,2007,Hamburg,West,Yes,0.68649,129,11352,0.59234,0.77297
96,96,2007,Hamburg,West,No,0.31351,57,11352,0.25897,0.37328
97,97,2007,Lower Saxony,West,Yes,0.69216,730,11352,0.64248,0.73127
98,98,2007,Lower Saxony,West,No,0.30784,266,11352,0.28359,0.33521
99,99,2007,Bremen,West,Yes,1.0,68,11352,0.82186,1.20369
100,100,2007,North Rhine-Westphalia,West,Yes,0.67817,1656,11352,0.65172,0.70344
101,101,2007,North Rhine-Westphalia,West,No,0.32183,668,11352,0.30765,0.34115
102,102,2007,Hesse,West,Yes,0.66479,556,11352,0.62546,0.69858
103,103,2007,Hesse,West,No,0.33521,223,11352,0.30724,0.36994
104,104,2007,"Rhineland-Palatinate, Saarland",West,Yes,0.68815,459,11352,0.64617,0.72622
105,105,2007,"Rhineland-Palatinate, Saarland",West,No,0.31185,200,11352,0.28448,0.34577
106,106,2007,Baden-Wuerttemberg,West,Yes,0.6742,940,11352,0.63821,0.70805
107,107,2007,Baden-Wuerttemberg,West,No,0.3258,404,11352,0.30154,0.3529
108,108,2007,Bavaria,West,Yes,0.69969,1197,11352,0.66881,0.73056
109,109,2007,Bavaria,West,No,0.30031,430,11352,0.27913,0.32198
110,110,2007,Berlin,West,Yes,0.58751,163,11352,0.53126,0.64973
111,111,2007,Berlin,West,No,0.41249,101,11352,0.36318,0.45716
112,112,2007,Berlin,East,Yes,0.60582,125,11352,0.53836,0.66848
113,113,2007,Berlin,East,No,0.39418,75,11352,0.33996,0.45322
114,114,2007,Brandenburg,East,Yes,0.64353,323,11352,0.58772,0.70462
115,115,2007,Brandenburg,East,No,0.35647,165,11352,0.32699,0.39148
116,116,2007,Mecklenburg-Western Pomerania,East,Yes,0.68259,198,11352,0.61454,0.75706
117,117,2007,Mecklenburg-Western Pomerania,East,No,0.31741,83,11352,0.26473,0.37503
118,118,2007,Saxony,East,Yes,0.6517,572,11352,0.60999,0.69584
119,119,2007,Saxony,East,No,0.3483,256,11352,0.31772,0.38283
120,120,2007,Saxony-Anhalt,East,Yes,0.62098,287,11352,0.57369,0.6857
121,121,2007,Saxony-Anhalt,East,No,0.37902,175,11352,0.33063,0.43023
122,122,2007,Thuringa,East,Yes,0.63806,321,11352,0.57988,0.7125
123,123,2007,Thuringa,East,No,0.36194,164,11352,0.31561,0.40876
124,124,2011,Schleswig-Holstein,West,Yes,0.73745,281,11983,0.66388,0.82909
125,125,2011,Schleswig-Holstein,West,No,0.26255,121,11983,0.22115,0.30924
126,126,2011,Hamburg,West,Yes,0.74735,148,11983,0.66434,0.84178
127,127,2011,Hamburg,West,No,0.25265,45,11983,0.19816,0.31126
128,128,2011,Lower Saxony,West,Yes,0.75872,826,11983,0.72688,0.80339
129,129,2011,Lower Saxony,West,No,0.24128,249,11983,0.21685,0.26906
130,130,2011,Bremen,West,Yes,1.0,56,11983,0.80652,1.25863
131,131,2011,North Rhine-Westphalia,West,Yes,0.72531,1724,11983,0.70416,0.75184
132,132,2011,North Rhine-Westphalia,West,No,0.27469,619,11983,0.25659,0.29389
133,133,2011,Hesse,West,Yes,0.74791,613,11983,0.69771,0.80181
134,134,2011,Hesse,West,No,0.25209,210,11983,0.22744,0.28201
135,135,2011,"Rhineland-Palatinate, Saarland",West,Yes,0.68455,489,11983,0.63833,0.73902
136,136,2011,"Rhineland-Palatinate, Saarland",West,No,0.31545,219,11983,0.27826,0.35085
137,137,2011,Baden-Wuerttemberg,West,Yes,0.76365,1062,11983,0.7268,0.80287
138,138,2011,Baden-Wuerttemberg,West,No,0.23635,332,11983,0.20861,0.26241
139,139,2011,Bavaria,West,Yes,0.75564,1416,11983,0.71677,0.79725
140,140,2011,Bavaria,West,No,0.24436,411,11983,0.22317,0.26657
141,141,2011,Berlin,West,Yes,0.58307,172,11983,0.51145,0.65184
142,142,2011,Berlin,West,No,0.41693,112,11983,0.35706,0.4761
143,143,2011,Berlin,East,Yes,0.60617,146,11983,0.54822,0.67998
144,144,2011,Berlin,East,No,0.39383,77,11983,0.32696,0.46903
145,145,2011,Brandenburg,East,Yes,0.6866,360,11983,0.61623,0.75931
146,146,2011,Brandenburg,East,No,0.3134,155,11983,0.2746,0.35122
147,147,2011,Mecklenburg-Western Pomerania,East,Yes,0.63642,202,11983,0.56461,0.71979
148,148,2011,Mecklenburg-Western Pomerania,East,No,0.36358,109,11983,0.29532,0.42991
149,149,2011,Saxony,East,Yes,0.71305,584,11983,0.66429,0.76097
150,150,2011,Saxony,East,No,0.28695,218,11983,0.25184,0.31732
151,151,2011,Saxony-Anhalt,East,Yes,0.66069,341,11983,0.60596,0.73106
152,152,2011,Saxony-Anhalt,East,No,0.33931,168,11983,0.29429,0.39088
153,153,2011,Thuringa,East,Yes,0.6824,352,11983,0.60807,0.74953
154,154,2011,Thuringa,East,No,0.3176,166,11983,0.27344,0.36358
155,155,2013,Schleswig-Holstein,West,Yes,0.69084,297,13862,0.6241,0.76469
156,156,2013,Schleswig-Holstein,West,No,0.30916,171,13862,0.26399,0.35529
157,157,2013,Hamburg,West,Yes,0.67341,179,13862,0.58694,0.78995
158,158,2013,Hamburg,West,No,0.32659,91,13862,0.25206,0.39837
159,159,2013,Lower Saxony,West,Yes,0.72933,870,13862,0.68997,0.77581
160,160,2013,Lower Saxony,West,No,0.27067,361,13862,0.24331,0.30662
161,161,2013,Bremen,West,Yes,0.67805,64,13862,0.52253,0.8151
162,162,2013,Bremen,West,No,0.32195,41,13862,0.22616,0.4401
163,163,2013,North Rhine-Westphalia,West,Yes,0.71391,1906,13862,0.68189,0.74242
164,164,2013,North Rhine-Westphalia,West,No,0.28609,920,13862,0.26721,0.30819
165,165,2013,Hesse,West,Yes,0.70733,697,13862,0.66017,0.75307
166,166,2013,Hesse,West,No,0.29267,334,13862,0.25487,0.32501
167,167,2013,"Rhineland-Palatinate, Saarland",West,Yes,0.72707,567,13862,0.6873,0.78459
168,168,2013,"Rhineland-Palatinate, Saarland",West,No,0.27293,264,13862,0.24162,0.30009
169,169,2013,Baden-Wuerttemberg,West,Yes,0.77072,1172,13862,0.73418,0.8148
170,170,2013,Baden-Wuerttemberg,West,No,0.22928,458,13862,0.2026,0.25485
171,171,2013,Bavaria,West,Yes,0.73166,1576,13862,0.69788,0.76699
172,172,2013,Bavaria,West,No,0.26834,628,13862,0.2458,0.29207
173,173,2013,Berlin,West,Yes,0.60271,233,13862,0.53341,0.67063
174,174,2013,Berlin,West,No,0.39729,159,13862,0.34632,0.46126
175,175,2013,Berlin,East,Yes,0.59872,147,13862,0.5177,0.68864
176,176,2013,Berlin,East,No,0.40128,84,13862,0.31346,0.49175
177,177,2013,Brandenburg,East,Yes,0.68302,361,13862,0.61291,0.74242
178,178,2013,Brandenburg,East,No,0.31698,161,13862,0.26851,0.37379
179,179,2013,Mecklenburg-Western Pomerania,East,Yes,0.65477,195,13862,0.58373,0.74873
180,180,2013,Mecklenburg-Western Pomerania,East,No,0.34523,104,13862,0.28108,0.41291
181,181,2013,Saxony,East,Yes,0.69291,593,13862,0.6455,0.74396
182,182,2013,Saxony,East,No,0.30709,233,13862,0.27236,0.34572
183,183,2013,Saxony-Anhalt,East,Yes,0.7152,341,13862,0.65179,0.79027
184,184,2013,Saxony-Anhalt,East,No,0.2848,162,13862,0.24014,0.33578
185,185,2013,Thuringa,East,Yes,0.70162,346,13862,0.6415,0.77708
186,186,2013,Thuringa,East,No,0.29838,147,13862,0.25068,0.3513
187,187,2015,Schleswig-Holstein,West,Yes,0.69623,332,15664,0.6388,0.79345
188,188,2015,Schleswig-Holstein,West,No,0.30377,215,15664,0.25461,0.35929
189,189,2015,Hamburg,West,Yes,0.76834,199,15664,0.66838,0.8666
190,190,2015,Hamburg,West,No,0.23166,82,15664,0.16909,0.29465
191,191,2015,Lower Saxony,West,Yes,0.72894,1004,15664,0.67679,0.77804
192,192,2015,Lower Saxony,West,No,0.27106,475,15664,0.24199,0.29912
193,193,2015,Bremen,West,Yes,0.74146,66,15664,0.55593,0.97295
194,194,2015,Bremen,West,No,0.25854,50,15664,0.18614,0.3336
195,195,2015,North Rhine-Westphalia,West,Yes,0.70526,2093,15664,0.66865,0.7355
196,196,2015,North Rhine-Westphalia,West,No,0.29474,1097,15664,0.26874,0.31508
197,197,2015,Hesse,West,Yes,0.71365,775,15664,0.66222,0.77569
198,198,2015,Hesse,West,No,0.28635,349,15664,0.24781,0.32507
199,199,2015,"Rhineland-Palatinate, Saarland",West,Yes,0.7106,604,15664,0.6648,0.76773
200,200,2015,"Rhineland-Palatinate, Saarland",West,No,0.2894,312,15664,0.25561,0.33093
201,201,2015,Baden-Wuerttemberg,West,Yes,0.76714,1279,15664,0.72631,0.82092
202,202,2015,Baden-Wuerttemberg,West,No,0.23286,536,15664,0.20951,0.25837
203,203,2015,Bavaria,West,Yes,0.75624,1863,15664,0.72282,0.79684
204,204,2015,Bavaria,West,No,0.24376,707,15664,0.22067,0.26872
205,205,2015,Berlin,West,Yes,0.64967,229,15664,0.56262,0.72728
206,206,2015,Berlin,West,No,0.35033,138,15664,0.29077,0.40964
207,207,2015,Berlin,East,Yes,0.6136,174,15664,0.52848,0.70203
208,208,2015,Berlin,East,No,0.3864,106,15664,0.30632,0.46732
209,209,2015,Brandenburg,East,Yes,0.72556,408,15664,0.65482,0.80476
210,210,2015,Brandenburg,East,No,0.27444,194,15664,0.22547,0.32707
211,211,2015,Mecklenburg-Western Pomerania,East,Yes,0.64893,216,15664,0.54979,0.75641
212,212,2015,Mecklenburg-Western Pomerania,East,No,0.35107,134,15664,0.28346,0.42746
213,213,2015,Saxony,East,Yes,0.70033,635,15664,0.64581,0.76519
214,214,2015,Saxony,East,No,0.29967,274,15664,0.26062,0.33777
215,215,2015,Saxony-Anhalt,East,Yes,0.65844,337,15664,0.58591,0.72517
216,216,2015,Saxony-Anhalt,East,No,0.34156,204,15664,0.28464,0.40276
217,217,2015,Thuringa,East,Yes,0.64182,383,15664,0.56713,0.71646
218,218,2015,Thuringa,East,No,0.35818,194,15664,0.30319,0.4296
219,219,2016,Schleswig-Holstein,West,Yes,0.72633,343,16292,0.64564,0.81467
220,220,2016,Schleswig-Holstein,West,No,0.27367,284,16292,0.22755,0.32938
221,221,2016,Hamburg,West,Yes,0.78276,196,16292,0.6891,0.87624
222,222,2016,Hamburg,West,No,0.21724,89,16292,0.16112,0.28171
223,223,2016,Lower Saxony,West,Yes,0.72861,946,16292,0.67293,0.77444
224,224,2016,Lower Saxony,West,No,0.27139,612,16292,0.24088,0.30754
225,225,2016,Bremen,West,Yes,0.65311,64,16292,0.48601,0.8471
226,226,2016,Bremen,West,No,0.34689,65,16292,0.24867,0.46541
227,227,2016,North Rhine-Westphalia,West,Yes,0.74515,2098,16292,0.70855,0.775
228,228,2016,North Rhine-Westphalia,West,No,0.25485,1256,16292,0.22942,0.27915
229,229,2016,Hesse,West,Yes,0.74123,711,16292,0.67925,0.80545
230,230,2016,Hesse,West,No,0.25877,408,16292,0.22433,0.30184
231,231,2016,"Rhineland-Palatinate, Saarland",West,Yes,0.75544,621,16292,0.70045,0.8186
232,232,2016,"Rhineland-Palatinate, Saarland",West,No,0.24456,409,16292,0.20507,0.28257
233,233,2016,Baden-Wuerttemberg,West,Yes,0.79304,1259,16292,0.74533,0.84799
234,234,2016,Baden-Wuerttemberg,West,No,0.20696,597,16292,0.18347,0.2357
235,235,2016,Bavaria,West,Yes,0.79669,1779,16292,0.76071,0.84141
236,236,2016,Bavaria,West,No,0.20331,731,16292,0.18238,0.22684
237,237,2016,Berlin,West,Yes,0.69631,247,16292,0.61277,0.78549
238,238,2016,Berlin,West,No,0.30369,140,16292,0.24929,0.35648
239,239,2016,Berlin,East,Yes,0.64306,179,16292,0.5406,0.73473
240,240,2016,Berlin,East,No,0.35694,101,16292,0.27547,0.44412
241,241,2016,Brandenburg,East,Yes,0.77151,421,16292,0.70676,0.86663
242,242,2016,Brandenburg,East,No,0.22849,224,16292,0.1834,0.27793
243,243,2016,Mecklenburg-Western Pomerania,East,Yes,0.68504,225,16292,0.61254,0.77323
244,244,2016,Mecklenburg-Western Pomerania,East,No,0.31496,151,16292,0.24031,0.40458
245,245,2016,Saxony,East,Yes,0.75941,659,16292,0.70338,0.81411
246,246,2016,Saxony,East,No,0.24059,307,16292,0.19548,0.27847
247,247,2016,Saxony-Anhalt,East,Yes,0.72394,344,16292,0.6483,0.79502
248,248,2016,Saxony-Anhalt,East,No,0.27606,223,16292,0.2236,0.32816
249,249,2016,Thuringa,East,Yes,0.70189,383,16292,0.62545,0.78598
250,250,2016,Thuringa,East,No,0.29811,220,16292,0.24651,0.35921
251,251,2017,Schleswig-Holstein,West,Yes,0.78178,448,18177,0.70459,0.8668
252,252,2017,Schleswig-Holstein,West,No,0.21822,273,18177,0.17515,0.26402
253,253,2017,Hamburg,West,Yes,0.7505,219,18177,0.66747,0.84821
254,254,2017,Hamburg,West,No,0.2495,113,18177,0.1931,0.32321
255,255,2017,Lower Saxony,West,Yes,0.77857,1215,18177,0.73509,0.82021
256,256,2017,Lower Saxony,West,No,0.22143,673,18177,0.19358,0.25172
257,257,2017,Bremen,West,Yes,0.76008,92,18177,0.64328,0.89453
258,258,2017,Bremen,West,No,0.23992,89,18177,0.15379,0.33309
259,259,2017,North Rhine-Westphalia,West,Yes,0.75704,2402,18177,0.72288,0.7898
260,260,2017,North Rhine-Westphalia,West,No,0.24296,1408,18177,0.22376,0.26451
261,261,2017,Hesse,West,Yes,0.73806,799,18177,0.68347,0.7836
262,262,2017,Hesse,West,No,0.26194,471,18177,0.22857,0.31036
263,263,2017,"Rhineland-Palatinate, Saarland",West,Yes,0.73859,638,18177,0.69175,0.7962
264,264,2017,"Rhineland-Palatinate, Saarland",West,No,0.26141,422,18177,0.22356,0.30831
265,265,2017,Baden-Wuerttemberg,West,Yes,0.81181,1377,18177,0.77037,0.85866
266,266,2017,Baden-Wuerttemberg,West,No,0.18819,626,18177,0.1645,0.20908
267,267,2017,Bavaria,West,Yes,0.81197,2007,18177,0.77283,0.85114
268,268,2017,Bavaria,West,No,0.18803,734,18177,0.16801,0.21246
269,269,2017,Berlin,West,Yes,0.66821,258,18177,0.58575,0.76151
270,270,2017,Berlin,West,No,0.33179,146,18177,0.26408,0.39272
271,271,2017,Berlin,East,Yes,0.63794,203,18177,0.55585,0.73109
272,272,2017,Berlin,East,No,0.36206,112,18177,0.28148,0.44401
273,273,2017,Brandenburg,East,Yes,0.75496,458,18177,0.69067,0.83558
274,274,2017,Brandenburg,East,No,0.24504,242,18177,0.20398,0.30975
275,275,2017,Mecklenburg-Western Pomerania,East,Yes,0.67868,250,18177,0.59218,0.76863
276,276,2017,Mecklenburg-Western Pomerania,East,No,0.32132,154,18177,0.2512,0.39694
277,277,2017,Saxony,East,Yes,0.74238,759,18177,0.68975,0.79028
278,278,2017,Saxony,East,No,0.25762,318,18177,0.21844,0.30999
279,279,2017,Saxony-Anhalt,East,Yes,0.7372,393,18177,0.65726,0.80616
280,280,2017,Saxony-Anhalt,East,No,0.2628,233,18177,0.21206,0.31489
281,281,2017,Thuringa,East,Yes,0.74615,425,18177,0.67651,0.83455
282,282,2017,Thuringa,East,No,0.25385,220,18177,0.19868,0.30289
283,283,2018,Schleswig-Holstein,West,Yes,0.76275,396,17802,0.69082,0.84854
284,284,2018,Schleswig-Holstein,West,No,0.23725,281,17802,0.19857,0.27679
285,285,2018,Hamburg,West,Yes,0.81838,241,17802,0.71764,0.91693
286,286,2018,Hamburg,West,No,0.18162,121,17802,0.14564,0.22652
287,287,2018,Lower Saxony,West,Yes,0.76728,1105,17802,0.72447,0.80425
288,288,2018,Lower Saxony,West,No,0.23272,686,17802,0.20549,0.26375
289,289,2018,Bremen,West,Yes,0.80427,101,17802,0.61884,1.02257
290,290,2018,Bremen,West,No,0.19573,82,17802,0.12938,0.27346
291,291,2018,North Rhine-Westphalia,West,Yes,0.75004,2334,17802,0.7195,0.78546
292,292,2018,North Rhine-Westphalia,West,No,0.24996,1418,17802,0.22994,0.26813
293,293,2018,Hesse,West,Yes,0.75191,767,17802,0.70256,0.79924
294,294,2018,Hesse,West,No,0.24809,459,17802,0.20971,0.28816
295,295,2018,"Rhineland-Palatinate, Saarland",West,Yes,0.74779,634,17802,0.6905,0.80335
296,296,2018,"Rhineland-Palatinate, Saarland",West,No,0.25221,428,17802,0.21588,0.29831
297,297,2018,Baden-Wuerttemberg,West,Yes,0.80049,1318,17802,0.75836,0.84604
298,298,2018,Baden-Wuerttemberg,West,No,0.19951,557,17802,0.17807,0.22035
299,299,2018,Bavaria,West,Yes,0.80504,1917,17802,0.77122,0.84448
300,300,2018,Bavaria,West,No,0.19496,716,17802,0.17291,0.21578
301,301,2018,Berlin,West,Yes,0.68393,289,17802,0.61798,0.756
302,302,2018,Berlin,West,No,0.31607,186,17802,0.26959,0.36874
303,303,2018,Berlin,East,Yes,0.62128,191,17802,0.55081,0.69164
304,304,2018,Berlin,East,No,0.37872,114,17802,0.29372,0.47751
305,305,2018,Brandenburg,East,Yes,0.74445,463,17802,0.68275,0.81981
306,306,2018,Brandenburg,East,No,0.25555,255,17802,0.20424,0.29811
307,307,2018,Mecklenburg-Western Pomerania,East,Yes,0.66784,248,17802,0.58964,0.76078
308,308,2018,Mecklenburg-Western Pomerania,East,No,0.33216,170,17802,0.26318,0.40865
309,309,2018,Saxony,East,Yes,0.75232,758,17802,0.69795,0.82409
310,310,2018,Saxony,East,No,0.24768,300,17802,0.21393,0.29671
311,311,2018,Saxony-Anhalt,East,Yes,0.7286,382,17802,0.66108,0.80155
312,312,2018,Saxony-Anhalt,East,No,0.2714,238,17802,0.23293,0.32184
313,313,2018,Thuringa,East,Yes,0.72632,430,17802,0.65219,0.81252
314,314,2018,Thuringa,East,No,0.27368,217,17802,0.21841,0.32944
315,315,2019,Schleswig-Holstein,West,Yes,0.79721,458,16028,0.71666,0.88978
316,316,2019,Schleswig-Holstein,West,No,0.20279,135,16028,0.16677,0.23973
317,317,2019,Hamburg,West,Yes,0.85747,303,16028,0.74795,0.96575
318,318,2019,Hamburg,West,No,0.14253,56,16028,0.10447,0.18579
319,319,2019,Lower Saxony,West,Yes,0.79079,1171,16028,0.74558,0.84541
320,320,2019,Lower Saxony,West,No,0.20921,320,16028,0.18288,0.23256
321,321,2019,Bremen,West,Yes,0.82053,94,16028,0.65558,1.03872
322,322,2019,Bremen,West,No,0.17947,35,16028,0.12302,0.25003
323,323,2019,North Rhine-Westphalia,West,Yes,0.79449,2597,16028,0.76186,0.83654
324,324,2019,North Rhine-Westphalia,West,No,0.20551,670,16028,0.19167,0.22449
325,325,2019,Hesse,West,Yes,0.79849,892,16028,0.74275,0.86022
326,326,2019,Hesse,West,No,0.20151,197,16028,0.17079,0.23289
327,327,2019,"Rhineland-Palatinate, Saarland",West,Yes,0.7958,716,16028,0.73856,0.85432
328,328,2019,"Rhineland-Palatinate, Saarland",West,No,0.2042,187,16028,0.16705,0.24097
329,329,2019,Baden-Wuerttemberg,West,Yes,0.8418,1422,16028,0.80158,0.89311
330,330,2019,Baden-Wuerttemberg,West,No,0.1582,265,16028,0.13654,0.18387
331,331,2019,Bavaria,West,Yes,0.82989,2119,16028,0.78915,0.87524
332,332,2019,Bavaria,West,No,0.17011,406,16028,0.15022,0.18902
333,333,2019,Berlin,West,Yes,0.71105,296,16028,0.61405,0.8217
334,334,2019,Berlin,West,No,0.28895,108,16028,0.23712,0.35555
335,335,2019,Berlin,East,Yes,0.63279,199,16028,0.52733,0.74306
336,336,2019,Berlin,East,No,0.36721,74,16028,0.285,0.46596
337,337,2019,Brandenburg,East,Yes,0.80309,561,16028,0.73227,0.87104
338,338,2019,Brandenburg,East,No,0.19691,157,16028,0.15795,0.24132
339,339,2019,Mecklenburg-Western Pomerania,East,Yes,0.7095,304,16028,0.618,0.82264
