year,bula_h,rentown,hlf0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2015,"Rhineland-Palatinate, Saarland",Owner,No,0.13912,87,15602,0.13851,0.13974
2015,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.55215,228,15602,0.55124,0.55306
2015,"Rhineland-Palatinate, Saarland",Tenant,No,0.44785,225,15602,0.44694,0.44876
2015,Baden-Wuerttemberg,Owner,Yes,0.88141,771,15602,0.88103,0.88179
2015,Baden-Wuerttemberg,Owner,No,0.11859,143,15602,0.11821,0.11897
2015,Baden-Wuerttemberg,Tenant,Yes,0.63216,508,15602,0.63154,0.63278
2015,Baden-Wuerttemberg,Tenant,No,0.36784,393,15602,0.36722,0.36846
2015,Bavaria,Owner,Yes,0.87601,1031,15602,0.87564,0.87637
2015,Bavaria,Owner,No,0.12399,161,15602,0.12363,0.12436
2015,Bavaria,Tenant,Yes,0.63565,832,15602,0.63512,0.63618
2015,Bavaria,Tenant,No,0.36435,546,15602,0.36382,0.36488
2015,Berlin,Owner,Yes,1.00000,90,15602,1.00000,1.00000
2015,Berlin,Tenant,Yes,0.59686,313,15602,0.59609,0.59763
2015,Berlin,Tenant,No,0.40314,221,15602,0.40237,0.40391
2015,Brandenburg,Owner,Yes,0.85533,210,15602,0.85442,0.85624
2015,Brandenburg,Owner,No,0.14467,49,15602,0.14376,0.14558
2015,Brandenburg,Tenant,Yes,0.62098,198,15602,0.61985,0.62211
2015,Brandenburg,Tenant,No,0.37902,145,15602,0.37789,0.38015
2015,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,91,15602,1.00000,1.00000
2015,Mecklenburg-Western Pomerania,Tenant,Yes,0.56684,125,15602,0.56553,0.56814
2015,Mecklenburg-Western Pomerania,Tenant,No,0.43316,110,15602,0.43186,0.43447
2015,Saxony,Owner,Yes,0.78466,250,15602,0.78371,0.78562
2015,Saxony,Owner,No,0.21534,64,15602,0.21438,0.21629
2015,Saxony,Tenant,Yes,0.65821,385,15602,0.65743,0.65899
2015,Saxony,Tenant,No,0.34179,210,15602,0.34101,0.34257
2015,Saxony-Anhalt,Owner,Yes,0.73549,157,15602,0.73421,0.73677
2015,Saxony-Anhalt,Owner,No,0.26451,58,15602,0.26323,0.26579
2015,Saxony-Anhalt,Tenant,Yes,0.60827,180,15602,0.60713,0.60941
2015,Saxony-Anhalt,Tenant,No,0.39173,146,15602,0.39059,0.39287
2015,Thuringa,Owner,Yes,0.79453,192,15602,0.79334,0.79573
2015,Thuringa,Owner,No,0.20547,49,15602,0.20427,0.20666
2015,Thuringa,Tenant,Yes,0.54287,191,15602,0.54168,0.54406
2015,Thuringa,Tenant,No,0.45713,145,15602,0.45594,0.45832
2016,Schleswig-Holstein,Owner,Yes,0.86862,201,14163,0.86785,0.86939
2016,Schleswig-Holstein,Owner,No,0.13138,34,14163,0.13061,0.13215
2016,Schleswig-Holstein,Tenant,Yes,0.58310,130,14163,0.58192,0.58427
2016,Schleswig-Holstein,Tenant,No,0.41690,137,14163,0.41573,0.41808
2016,Hamburg,Owner,Yes,1.00000,68,14163,1.00000,1.00000
2016,Hamburg,Tenant,Yes,0.75361,125,14163,0.75257,0.75464
2016,Hamburg,Tenant,No,0.24639,62,14163,0.24536,0.24743
2016,Lower Saxony,Owner,Yes,0.84298,581,14163,0.84249,0.84347
2016,Lower Saxony,Owner,No,0.15702,110,14163,0.15653,0.15751
2016,Lower Saxony,Tenant,Yes,0.60061,351,14163,0.59989,0.60134
2016,Lower Saxony,Tenant,No,0.39939,300,14163,0.39866,0.40011
2016,Bremen,Tenant,Yes,0.52458,31,14163,0.52255,0.52661
2016,Bremen,Tenant,No,0.47542,39,14163,0.47339,0.47745
2016,North Rhine-Westphalia,Owner,Yes,0.90813,1076,14163,0.90784,0.90842
2016,North Rhine-Westphalia,Owner,No,0.09187,133,14163,0.09158,0.09216
2016,North Rhine-Westphalia,Tenant,Yes,0.62585,991,14163,0.62541,0.62628
2016,North Rhine-Westphalia,Tenant,No,0.37415,692,14163,0.37372,0.37459
2016,Hesse,Owner,Yes,0.88123,368,14163,0.88070,0.88177
2016,Hesse,Owner,No,0.11877,56,14163,0.11823,0.11930
2016,Hesse,Tenant,Yes,0.62095,332,14163,0.62019,0.62170
2016,Hesse,Tenant,No,0.37905,218,14163,0.37830,0.37981
2016,"Rhineland-Palatinate, Saarland",Owner,Yes,0.86534,376,14163,0.86474,0.86593
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.13466,65,14163,0.13407,0.13526
2016,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.64520,232,14163,0.64432,0.64608
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.35480,171,14163,0.35392,0.35568
2016,Baden-Wuerttemberg,Owner,Yes,0.90495,758,14163,0.90461,0.90529
2016,Baden-Wuerttemberg,Owner,No,0.09505,92,14163,0.09471,0.09539
2016,Baden-Wuerttemberg,Tenant,Yes,0.66110,469,14163,0.66049,0.66171
2016,Baden-Wuerttemberg,Tenant,No,0.33890,300,14163,0.33829,0.33951
2016,Bavaria,Owner,Yes,0.89468,971,14163,0.89435,0.89502
2016,Bavaria,Owner,No,0.10532,122,14163,0.10498,0.10565
2016,Bavaria,Tenant,Yes,0.69525,787,14163,0.69474,0.69577
2016,Bavaria,Tenant,No,0.30475,405,14163,0.30423,0.30526
2016,Berlin,Owner,Yes,1.00000,93,14163,1.00000,1.00000
2016,Berlin,Tenant,Yes,0.62375,328,14163,0.62300,0.62451
2016,Berlin,Tenant,No,0.37625,171,14163,0.37549,0.37700
2016,Brandenburg,Owner,Yes,0.90708,220,14163,0.90633,0.90783
2016,Brandenburg,Owner,No,0.09292,32,14163,0.09217,0.09367
2016,Brandenburg,Tenant,Yes,0.65765,193,14163,0.65650,0.65879
2016,Brandenburg,Tenant,No,0.34235,115,14163,0.34121,0.34350
2016,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,98,14163,1.00000,1.00000
2016,Mecklenburg-Western Pomerania,Tenant,Yes,0.58519,123,14163,0.58389,0.58649
2016,Mecklenburg-Western Pomerania,Tenant,No,0.41481,97,14163,0.41351,0.41611
2016,Saxony,Owner,Yes,0.84214,254,14163,0.84131,0.84297
2016,Saxony,Owner,No,0.15786,49,14163,0.15703,0.15869
2016,Saxony,Tenant,Yes,0.72061,400,14163,0.71986,0.72135
2016,Saxony,Tenant,No,0.27939,158,14163,0.27865,0.28014
2016,Saxony-Anhalt,Owner,Yes,0.83377,167,14163,0.83270,0.83484
2016,Saxony-Anhalt,Owner,No,0.16623,42,14163,0.16516,0.16730
2016,Saxony-Anhalt,Tenant,Yes,0.65895,172,14163,0.65784,0.66007
2016,Saxony-Anhalt,Tenant,No,0.34105,127,14163,0.33993,0.34216
2016,Thuringa,Owner,Yes,0.84324,198,14163,0.84219,0.84428
2016,Thuringa,Owner,No,0.15676,43,14163,0.15572,0.15781
2016,Thuringa,Tenant,Yes,0.60758,182,14163,0.60638,0.60878
2016,Thuringa,Tenant,No,0.39242,118,14163,0.39122,0.39362
2017,Schleswig-Holstein,Owner,Yes,1.00000,252,17319,1.00000,1.00000
2017,Schleswig-Holstein,Tenant,Yes,0.64307,191,17319,0.64194,0.64421
2017,Schleswig-Holstein,Tenant,No,0.35693,215,17319,0.35579,0.35806
2017,Hamburg,Owner,Yes,1.00000,80,17319,1.00000,1.00000
2017,Hamburg,Tenant,Yes,0.66398,137,17319,0.66287,0.66509
2017,Hamburg,Tenant,No,0.33602,102,17319,0.33491,0.33713
2017,Lower Saxony,Owner,Yes,0.87749,707,17319,0.87705,0.87794
2017,Lower Saxony,Owner,No,0.12251,99,17319,0.12206,0.12295
2017,Lower Saxony,Tenant,Yes,0.66901,498,17319,0.66832,0.66970
2017,Lower Saxony,Tenant,No,0.33099,431,17319,0.33030,0.33168
2017,Bremen,Owner,Yes,1.00000,42,17319,1.00000,1.00000
2017,Bremen,Tenant,Yes,0.63682,50,17319,0.63495,0.63870
2017,Bremen,Tenant,No,0.36318,86,17319,0.36130,0.36505
2017,North Rhine-Westphalia,Owner,Yes,0.90240,1253,17319,0.90211,0.90269
2017,North Rhine-Westphalia,Owner,No,0.09760,146,17319,0.09731,0.09789
2017,North Rhine-Westphalia,Tenant,Yes,0.63655,1133,17319,0.63611,0.63698
2017,North Rhine-Westphalia,Tenant,No,0.36345,1009,17319,0.36302,0.36389
2017,Hesse,Owner,Yes,0.88794,415,17319,0.88741,0.88847
2017,Hesse,Owner,No,0.11206,53,17319,0.11153,0.11259
2017,Hesse,Tenant,Yes,0.61858,381,17319,0.61784,0.61931
2017,Hesse,Tenant,No,0.38142,355,17319,0.38069,0.38216
2017,"Rhineland-Palatinate, Saarland",Owner,Yes,0.85337,394,17319,0.85276,0.85398
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.14663,67,17319,0.14602,0.14724
2017,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.60746,244,17319,0.60655,0.60837
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.39254,299,17319,0.39163,0.39345
2017,Baden-Wuerttemberg,Owner,Yes,0.91656,829,17319,0.91624,0.91687
2017,Baden-Wuerttemberg,Owner,No,0.08344,93,17319,0.08313,0.08376
2017,Baden-Wuerttemberg,Tenant,Yes,0.68521,543,17319,0.68462,0.68580
2017,Baden-Wuerttemberg,Tenant,No,0.31479,481,17319,0.31420,0.31538
2017,Bavaria,Owner,Yes,0.90450,1086,17319,0.90418,0.90482
2017,Bavaria,Owner,No,0.09550,107,17319,0.09518,0.09582
2017,Bavaria,Tenant,Yes,0.71971,919,17319,0.71922,0.72021
2017,Bavaria,Tenant,No,0.28029,565,17319,0.27979,0.28078
2017,Berlin,Owner,Yes,1.00000,99,17319,1.00000,1.00000
2017,Berlin,Tenant,Yes,0.60472,362,17319,0.60396,0.60548
2017,Berlin,Tenant,No,0.39528,234,17319,0.39452,0.39604
2017,Brandenburg,Owner,Yes,0.88752,242,17319,0.88669,0.88834
2017,Brandenburg,Owner,No,0.11248,37,17319,0.11166,0.11331
2017,Brandenburg,Tenant,Yes,0.64555,216,17319,0.64442,0.64669
2017,Brandenburg,Tenant,No,0.35445,198,17319,0.35331,0.35558
2017,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,110,17319,1.00000,1.00000
2017,Mecklenburg-Western Pomerania,Tenant,Yes,0.58337,140,17319,0.58206,0.58468
2017,Mecklenburg-Western Pomerania,Tenant,No,0.41663,128,17319,0.41532,0.41794
2017,Saxony,Owner,Yes,0.88424,315,17319,0.88350,0.88497
2017,Saxony,Owner,No,0.11576,41,17319,0.11503,0.11650
2017,Saxony,Tenant,Yes,0.66961,441,17319,0.66883,0.67040
2017,Saxony,Tenant,No,0.33039,253,17319,0.32960,0.33117
2017,Saxony-Anhalt,Owner,Yes,0.86622,202,17319,0.86525,0.86720
2017,Saxony-Anhalt,Owner,No,0.13378,31,17319,0.13280,0.13475
2017,Saxony-Anhalt,Tenant,Yes,0.65063,191,17319,0.64951,0.65176
2017,Saxony-Anhalt,Tenant,No,0.34937,193,17319,0.34824,0.35049
2017,Thuringa,Owner,Yes,0.88637,225,17319,0.88547,0.88728
2017,Thuringa,Owner,No,0.11363,40,17319,0.11272,0.11453
2017,Thuringa,Tenant,Yes,0.64025,197,17319,0.63906,0.64145
2017,Thuringa,Tenant,No,0.35975,162,17319,0.35855,0.36094
2018,Schleswig-Holstein,Owner,Yes,0.87709,235,17731,0.87635,0.87782
2018,Schleswig-Holstein,Owner,No,0.12291,34,17731,0.12218,0.12365
2018,Schleswig-Holstein,Tenant,Yes,0.64275,161,17731,0.64165,0.64385
2018,Schleswig-Holstein,Tenant,No,0.35725,247,17731,0.35615,0.35835
2018,Hamburg,Owner,Yes,1.00000,72,17731,1.00000,1.00000
2018,Hamburg,Tenant,Yes,0.77153,169,17731,0.77055,0.77250
2018,Hamburg,Tenant,No,0.22847,116,17731,0.22750,0.22945
2018,Lower Saxony,Owner,Yes,0.91595,671,17731,0.91557,0.91633
2018,Lower Saxony,Owner,No,0.08405,87,17731,0.08367,0.08443
2018,Lower Saxony,Tenant,Yes,0.60251,434,17731,0.60181,0.60322
2018,Lower Saxony,Tenant,No,0.39749,599,17731,0.39678,0.39819
2018,Bremen,Owner,Yes,1.00000,49,17731,1.00000,1.00000
2018,Bremen,Tenant,Yes,0.68950,52,17731,0.68768,0.69131
2018,Bremen,Tenant,No,0.31050,79,17731,0.30869,0.31232
2018,North Rhine-Westphalia,Owner,Yes,0.90843,1196,17731,0.90814,0.90871
2018,North Rhine-Westphalia,Owner,No,0.09157,141,17731,0.09129,0.09186
2018,North Rhine-Westphalia,Tenant,Yes,0.62082,1138,17731,0.62038,0.62125
2018,North Rhine-Westphalia,Tenant,No,0.37918,1277,17731,0.37875,0.37962
2018,Hesse,Owner,Yes,0.89303,398,17731,0.89253,0.89352
2018,Hesse,Owner,No,0.10697,49,17731,0.10648,0.10747
2018,Hesse,Tenant,Yes,0.61982,369,17731,0.61906,0.62057
2018,Hesse,Tenant,No,0.38018,410,17731,0.37943,0.38094
2018,"Rhineland-Palatinate, Saarland",Owner,Yes,0.86758,383,17731,0.86701,0.86815
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.13242,64,17731,0.13185,0.13299
2018,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.59664,251,17731,0.59572,0.59757
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.40336,364,17731,0.40243,0.40428
2018,Baden-Wuerttemberg,Owner,Yes,0.90845,795,17731,0.90811,0.90878
2018,Baden-Wuerttemberg,Owner,No,0.09155,76,17731,0.09122,0.09189
2018,Baden-Wuerttemberg,Tenant,Yes,0.66927,523,17731,0.66867,0.66987
2018,Baden-Wuerttemberg,Tenant,No,0.33073,481,17731,0.33013,0.33133
2018,Bavaria,Owner,Yes,0.91824,1053,17731,0.91795,0.91854
2018,Bavaria,Owner,No,0.08176,94,17731,0.08146,0.08205
2018,Bavaria,Tenant,Yes,0.68427,864,17731,0.68376,0.68479
2018,Bavaria,Tenant,No,0.31573,622,17731,0.31521,0.31624
2018,Berlin,Owner,Yes,1.00000,96,17731,1.00000,1.00000
2018,Berlin,Tenant,Yes,0.61212,384,17731,0.61138,0.61287
2018,Berlin,Tenant,No,0.38788,284,17731,0.38713,0.38862
2018,Brandenburg,Owner,Yes,0.89850,233,17731,0.89773,0.89927
2018,Brandenburg,Owner,No,0.10150,33,17731,0.10073,0.10227
2018,Brandenburg,Tenant,Yes,0.60099,230,17731,0.59979,0.60219
2018,Brandenburg,Tenant,No,0.39901,222,17731,0.39781,0.40021
2018,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,104,17731,1.00000,1.00000
2018,Mecklenburg-Western Pomerania,Tenant,Yes,0.58452,144,17731,0.58321,0.58582
2018,Mecklenburg-Western Pomerania,Tenant,No,0.41548,151,17731,0.41418,0.41679
2018,Saxony,Owner,Yes,0.88377,305,17731,0.88304,0.88451
2018,Saxony,Owner,No,0.11623,45,17731,0.11549,0.11696
2018,Saxony,Tenant,Yes,0.68359,453,17731,0.68282,0.68436
2018,Saxony,Tenant,No,0.31641,255,17731,0.31564,0.31718
2018,Saxony-Anhalt,Owner,Yes,0.86610,186,17731,0.86514,0.86707
2018,Saxony-Anhalt,Owner,No,0.13390,40,17731,0.13293,0.13486
2018,Saxony-Anhalt,Tenant,Yes,0.62993,196,17731,0.62877,0.63108
2018,Saxony-Anhalt,Tenant,No,0.37007,198,17731,0.36892,0.37123
2018,Thuringa,Owner,Yes,1.00000,220,17731,1.00000,1.00000
2018,Thuringa,Tenant,Yes,0.60585,210,17731,0.60466,0.60704
2018,Thuringa,Tenant,No,0.39415,189,17731,0.39296,0.39534
2019,Schleswig-Holstein,Owner,Yes,0.88860,303,15976,0.88790,0.88930
2019,Schleswig-Holstein,Owner,No,0.11140,35,15976,0.11070,0.11210
2019,Schleswig-Holstein,Tenant,Yes,0.68757,155,15976,0.68644,0.68869
2019,Schleswig-Holstein,Tenant,No,0.31243,100,15976,0.31131,0.31356
2019,Hamburg,Owner,Yes,1.00000,109,15976,1.00000,1.00000
2019,Hamburg,Tenant,Yes,0.80399,194,15976,0.80308,0.80491
2019,Hamburg,Tenant,No,0.19601,54,15976,0.19509,0.19692
2019,Lower Saxony,Owner,Yes,0.89963,742,15976,0.89922,0.90003
2019,Lower Saxony,Owner,No,0.10037,80,15976,0.09997,0.10078
2019,Lower Saxony,Tenant,Yes,0.66070,429,15976,0.66001,0.66140
2019,Lower Saxony,Tenant,No,0.33930,240,15976,0.33860,0.33999
2019,Bremen,Owner,Yes,1.00000,46,15976,1.00000,1.00000
2019,Bremen,Tenant,Yes,0.70832,48,15976,0.70649,0.71016
2019,Bremen,Tenant,No,0.29168,32,15976,0.28984,0.29351
2019,North Rhine-Westphalia,Owner,Yes,0.93285,1458,15976,0.93261,0.93310
2019,North Rhine-Westphalia,Owner,No,0.06715,103,15976,0.06690,0.06739
2019,North Rhine-Westphalia,Tenant,Yes,0.67899,1139,15976,0.67857,0.67942
2019,North Rhine-Westphalia,Tenant,No,0.32101,567,15976,0.32058,0.32143
2019,Hesse,Owner,Yes,0.91921,503,15976,0.91876,0.91966
2019,Hesse,Owner,No,0.08079,38,15976,0.08034,0.08124
2019,Hesse,Tenant,Yes,0.69381,389,15976,0.69311,0.69452
2019,Hesse,Tenant,No,0.30619,159,15976,0.30548,0.30689
2019,"Rhineland-Palatinate, Saarland",Owner,Yes,0.91869,455,15976,0.91823,0.91915
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.08131,38,15976,0.08085,0.08177
2019,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.63900,261,15976,0.63809,0.63992
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.36100,149,15976,0.36008,0.36191
2019,Baden-Wuerttemberg,Owner,Yes,0.93699,900,15976,0.93671,0.93727
2019,Baden-Wuerttemberg,Owner,No,0.06301,62,15976,0.06273,0.06329
2019,Baden-Wuerttemberg,Tenant,Yes,0.72745,522,15976,0.72688,0.72801
2019,Baden-Wuerttemberg,Tenant,No,0.27255,203,15976,0.27199,0.27312
2019,Bavaria,Owner,Yes,0.92976,1243,15976,0.92948,0.93004
2019,Bavaria,Owner,No,0.07024,78,15976,0.06996,0.07052
2019,Bavaria,Tenant,Yes,0.72939,876,15976,0.72890,0.72988
2019,Bavaria,Tenant,No,0.27061,328,15976,0.27012,0.27110
2019,Berlin,Owner,Yes,1.00000,140,15976,1.00000,1.00000
2019,Berlin,Tenant,Yes,0.62875,397,15976,0.62799,0.62951
2019,Berlin,Tenant,No,0.37125,185,15976,0.37049,0.37201
2019,Brandenburg,Owner,Yes,0.91136,319,15976,0.91066,0.91206
2019,Brandenburg,Owner,No,0.08864,38,15976,0.08794,0.08934
2019,Brandenburg,Tenant,Yes,0.70187,242,15976,0.70078,0.70296
2019,Brandenburg,Tenant,No,0.29813,119,15976,0.29704,0.29922
2019,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,153,15976,1.00000,1.00000
2019,Mecklenburg-Western Pomerania,Tenant,Yes,0.61067,151,15976,0.60935,0.61198
2019,Mecklenburg-Western Pomerania,Tenant,No,0.38933,86,15976,0.38802,0.39065
2019,Saxony,Owner,Yes,1.00000,400,15976,1.00000,1.00000
2019,Saxony,Tenant,Yes,0.72938,459,15976,0.72865,0.73012
2019,Saxony,Tenant,No,0.27062,151,15976,0.26988,0.27135
2019,Saxony-Anhalt,Owner,Yes,1.00000,232,15976,1.00000,1.00000
2019,Saxony-Anhalt,Tenant,Yes,0.59036,184,15976,0.58916,0.59157
2019,Saxony-Anhalt,Tenant,No,0.40964,123,15976,0.40843,0.41084
2019,Thuringa,Owner,Yes,1.00000,261,15976,1.00000,1.00000
2019,Thuringa,Tenant,Yes,0.58822,186,15976,0.58701,0.58944
2019,Thuringa,Tenant,No,0.41178,112,15976,0.41056,0.41299
2021,Schleswig-Holstein,Owner,Yes,1.00000,226,12293,1.00000,1.00000
2021,Schleswig-Holstein,Tenant,Yes,0.76198,139,12293,0.76095,0.76302
2021,Schleswig-Holstein,Tenant,No,0.23802,130,12293,0.23698,0.23905
2021,Hamburg,Owner,Yes,1.00000,74,12293,1.00000,1.00000
2021,Hamburg,Tenant,Yes,0.79037,149,12293,0.78940,0.79135
2021,Hamburg,Tenant,No,0.20963,81,12293,0.20865,0.21060
2021,Lower Saxony,Owner,Yes,0.89143,505,12293,0.89101,0.89185
2021,Lower Saxony,Owner,No,0.10857,62,12293,0.10815,0.10899
2021,Lower Saxony,Tenant,Yes,0.70066,367,12293,0.70000,0.70133
2021,Lower Saxony,Tenant,No,0.29934,263,12293,0.29867,0.30000
2021,Bremen,Tenant,Yes,0.89933,47,12293,0.89816,0.90050
2021,Bremen,Tenant,No,0.10067,33,12293,0.09950,0.10184
2021,North Rhine-Westphalia,Owner,Yes,0.93700,946,12293,0.93676,0.93724
2021,North Rhine-Westphalia,Owner,No,0.06300,58,12293,0.06276,0.06324
2021,North Rhine-Westphalia,Tenant,Yes,0.74435,992,12293,0.74396,0.74474
2021,North Rhine-Westphalia,Tenant,No,0.25565,673,12293,0.25526,0.25604
2021,Hesse,Owner,Yes,1.00000,305,12293,1.00000,1.00000
2021,Hesse,Tenant,Yes,0.69410,297,12293,0.69337,0.69482
2021,Hesse,Tenant,No,0.30590,230,12293,0.30518,0.30663
2021,"Rhineland-Palatinate, Saarland",Owner,Yes,1.00000,268,12293,1.00000,1.00000
2021,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.70243,179,12293,0.70152,0.70334
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.29757,158,12293,0.29666,0.29848
2021,Baden-Wuerttemberg,Owner,Yes,0.94556,613,12293,0.94531,0.94582
2021,Baden-Wuerttemberg,Owner,No,0.05444,40,12293,0.05418,0.05469
2021,Baden-Wuerttemberg,Tenant,Yes,0.76305,443,12293,0.76250,0.76360
2021,Baden-Wuerttemberg,Tenant,No,0.23695,251,12293,0.23640,0.23750
2021,Bavaria,Owner,Yes,0.95346,816,12293,0.95323,0.95369
2021,Bavaria,Owner,No,0.04654,41,12293,0.04631,0.04677
2021,Bavaria,Tenant,Yes,0.75513,705,12293,0.75466,0.75560
2021,Bavaria,Tenant,No,0.24487,303,12293,0.24440,0.24534
2021,Berlin,Owner,Yes,1.00000,105,12293,1.00000,1.00000
2021,Berlin,Tenant,Yes,0.76501,376,12293,0.76433,0.76569
2021,Berlin,Tenant,No,0.23499,167,12293,0.23431,0.23567
2021,Brandenburg,Owner,Yes,1.00000,202,12293,1.00000,1.00000
2021,Brandenburg,Tenant,Yes,0.77703,158,12293,0.77605,0.77802
2021,Brandenburg,Tenant,No,0.22297,95,12293,0.22198,0.22395
2021,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,93,12293,1.00000,1.00000
2021,Mecklenburg-Western Pomerania,Tenant,Yes,0.74364,118,12293,0.74244,0.74485
2021,Mecklenburg-Western Pomerania,Tenant,No,0.25636,51,12293,0.25515,0.25756
2021,Saxony,Owner,Yes,1.00000,247,12293,1.00000,1.00000
2021,Saxony,Tenant,Yes,0.75553,366,12293,0.75481,0.75626
2021,Saxony,Tenant,No,0.24447,137,12293,0.24374,0.24519
2021,Saxony-Anhalt,Owner,Yes,1.00000,144,12293,1.00000,1.00000
2021,Saxony-Anhalt,Tenant,Yes,0.68863,156,12293,0.68750,0.68976
2021,Saxony-Anhalt,Tenant,No,0.31137,88,12293,0.31024,0.31250
2021,Thuringa,Owner,Yes,1.00000,152,12293,1.00000,1.00000
2021,Thuringa,Tenant,Yes,0.72676,168,12293,0.72569,0.72784
2021,Thuringa,Tenant,No,0.27324,76,12293,0.27216,0.27431
