"hlf0186","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Nein","2006","4","Staedtischer Raum","","","",""
"Nein","2006","4","Laendlicher Raum","","","",""
"Nein","2006","5","Staedtischer Raum","","","",""
"Nein","2006","5","Laendlicher Raum","","","",""
"Ja","2007","1","Staedtischer Raum","955","0.311308241284164","0.294224722155984","0.328391760412344"
"Ja","2007","1","Laendlicher Raum","735","0.3466950349076","0.325889357868853","0.367500711946346"
"Ja","2007","2","Staedtischer Raum","1870","0.579021228626805","0.561952448020667","0.596090009232944"
"Ja","2007","2","Laendlicher Raum","1422","0.655875845920452","0.635863982151318","0.675887709689585"
"Ja","2007","3","Staedtischer Raum","2513","0.714402289932433","0.699396983846112","0.729407596018754"
"Ja","2007","3","Laendlicher Raum","1580","0.741207654273313","0.7224533162789","0.759961992267725"
"Ja","2007","4","Staedtischer Raum","3220","0.805209606350493","0.792897913680773","0.817521299020212"
"Ja","2007","4","Laendlicher Raum","1432","0.809191574020115","0.790696844048485","0.827686303991745"
"Ja","2007","5","Staedtischer Raum","3524","0.891194376862997","0.88136323133464","0.901025522391354"
"Ja","2007","5","Laendlicher Raum","998","0.890400518093754","0.871880774795262","0.908920261392245"
"Nein","2007","1","Staedtischer Raum","1867","0.688691758715836","0.671608239587656","0.705775277844016"
"Nein","2007","1","Laendlicher Raum","1275","0.6533049650924","0.632499288053654","0.674110642131147"
"Nein","2007","2","Staedtischer Raum","1344","0.420978771373195","0.403909990767056","0.438047551979333"
"Nein","2007","2","Laendlicher Raum","743","0.344124154079548","0.324112290310415","0.364136017848682"
"Nein","2007","3","Staedtischer Raum","968","0.285597710067567","0.270592403981246","0.300603016153888"
"Nein","2007","3","Laendlicher Raum","515","0.258792345726687","0.240038007732275","0.2775466837211"
"Nein","2007","4","Staedtischer Raum","755","0.194790393649507","0.182478700979788","0.207102086319226"
"Nein","2007","4","Laendlicher Raum","302","0.190808425979885","0.172313696008255","0.209303155951515"
"Nein","2007","5","Staedtischer Raum","330","0.108805623137003","0.0989744776086464","0.11863676866536"
"Nein","2007","5","Laendlicher Raum","95","0.109599481906246","0.0910797386077549","0.128119225204738"
"Ja","2008","1","Staedtischer Raum","","","",""
"Ja","2008","1","Laendlicher Raum","","","",""
"Ja","2008","2","Staedtischer Raum","","","",""
"Ja","2008","2","Laendlicher Raum","","","",""
"Ja","2008","3","Staedtischer Raum","","","",""
"Ja","2008","3","Laendlicher Raum","","","",""
"Ja","2008","4","Staedtischer Raum","","","",""
"Ja","2008","4","Laendlicher Raum","","","",""
"Ja","2008","5","Staedtischer Raum","","","",""
"Ja","2008","5","Laendlicher Raum","","","",""
"Nein","2008","1","Staedtischer Raum","","","",""
"Nein","2008","1","Laendlicher Raum","","","",""
"Nein","2008","2","Staedtischer Raum","","","",""
"Nein","2008","2","Laendlicher Raum","","","",""
"Nein","2008","3","Staedtischer Raum","","","",""
"Nein","2008","3","Laendlicher Raum","","","",""
"Nein","2008","4","Staedtischer Raum","","","",""
"Nein","2008","4","Laendlicher Raum","","","",""
"Nein","2008","5","Staedtischer Raum","","","",""
"Nein","2008","5","Laendlicher Raum","","","",""
"Ja","2009","1","Staedtischer Raum","","","",""
"Ja","2009","1","Laendlicher Raum","","","",""
"Ja","2009","2","Staedtischer Raum","","","",""
"Ja","2009","2","Laendlicher Raum","","","",""
"Ja","2009","3","Staedtischer Raum","","","",""
"Ja","2009","3","Laendlicher Raum","","","",""
"Ja","2009","4","Staedtischer Raum","","","",""
"Ja","2009","4","Laendlicher Raum","","","",""
"Ja","2009","5","Staedtischer Raum","","","",""
"Ja","2009","5","Laendlicher Raum","","","",""
"Nein","2009","1","Staedtischer Raum","","","",""
"Nein","2009","1","Laendlicher Raum","","","",""
"Nein","2009","2","Staedtischer Raum","","","",""
"Nein","2009","2","Laendlicher Raum","","","",""
"Nein","2009","3","Staedtischer Raum","","","",""
"Nein","2009","3","Laendlicher Raum","","","",""
"Nein","2009","4","Staedtischer Raum","","","",""
"Nein","2009","4","Laendlicher Raum","","","",""
"Nein","2009","5","Staedtischer Raum","","","",""
"Nein","2009","5","Laendlicher Raum","","","",""
"Ja","2010","1","Staedtischer Raum","","","",""
"Ja","2010","1","Laendlicher Raum","","","",""
"Ja","2010","2","Staedtischer Raum","","","",""
"Ja","2010","2","Laendlicher Raum","","","",""
"Ja","2010","3","Staedtischer Raum","","","",""
"Ja","2010","3","Laendlicher Raum","","","",""
"Ja","2010","4","Staedtischer Raum","","","",""
"Ja","2010","4","Laendlicher Raum","","","",""
"Ja","2010","5","Staedtischer Raum","","","",""
"Ja","2010","5","Laendlicher Raum","","","",""
"Nein","2010","1","Staedtischer Raum","","","",""
"Nein","2010","1","Laendlicher Raum","","","",""
"Nein","2010","2","Staedtischer Raum","","","",""
"Nein","2010","2","Laendlicher Raum","","","",""
"Nein","2010","3","Staedtischer Raum","","","",""
"Nein","2010","3","Laendlicher Raum","","","",""
"Nein","2010","4","Staedtischer Raum","","","",""
"Nein","2010","4","Laendlicher Raum","","","",""
"Nein","2010","5","Staedtischer Raum","","","",""
"Nein","2010","5","Laendlicher Raum","","","",""
"Ja","2011","1","Staedtischer Raum","859","0.361902172679778","0.343150988746401","0.380653356613154"
"Ja","2011","1","Laendlicher Raum","680","0.399745042957679","0.37691831854139","0.422571767373968"
"Ja","2011","2","Staedtischer Raum","1676","0.633399121806106","0.615447630748864","0.651350612863348"
"Ja","2011","2","Laendlicher Raum","1281","0.664747818880658","0.64343102389875","0.686064613862566"
"Ja","2011","3","Staedtischer Raum","2316","0.755245836880433","0.740069374752928","0.770422299007937"
"Ja","2011","3","Laendlicher Raum","1653","0.804613260107353","0.787634842423039","0.821591677791666"
"Ja","2011","4","Staedtischer Raum","3541","0.8383487804929","0.827262854464231","0.849434706521569"
"Ja","2011","4","Laendlicher Raum","1915","0.827858013063645","0.812321702283668","0.843394323843621"
"Ja","2011","5","Staedtischer Raum","4179","0.889361542431849","0.880310439056359","0.898412645807338"
"Ja","2011","5","Laendlicher Raum","1356","0.879521461598506","0.863140727283677","0.895902195913335"
"Nein","2011","1","Staedtischer Raum","1664","0.638097827320222","0.619346643386846","0.656849011253599"
"Nein","2011","1","Laendlicher Raum","1089","0.600254957042321","0.577428232626032","0.62308168145861"
"Nein","2011","2","Staedtischer Raum","1092","0.366600878193894","0.348649387136652","0.384552369251136"
"Nein","2011","2","Laendlicher Raum","603","0.335252181119342","0.313935386137434","0.35656897610125"
"Nein","2011","3","Staedtischer Raum","767","0.244754163119567","0.229577700992063","0.259930625247072"
"Nein","2011","3","Laendlicher Raum","442","0.195386739892648","0.178408322208334","0.212365157576961"
"Nein","2011","4","Staedtischer Raum","695","0.1616512195071","0.150565293478431","0.172737145535769"
"Nein","2011","4","Laendlicher Raum","353","0.172141986936355","0.156605676156379","0.187678297716332"
"Nein","2011","5","Staedtischer Raum","435","0.110638457568152","0.101587354192662","0.119689560943641"
"Nein","2011","5","Laendlicher Raum","161","0.120478538401494","0.104097804086665","0.136859272716323"
"Ja","2012","1","Staedtischer Raum","","","",""
"Ja","2012","1","Laendlicher Raum","","","",""
"Ja","2012","2","Staedtischer Raum","","","",""
"Ja","2012","2","Laendlicher Raum","","","",""
"Ja","2012","3","Staedtischer Raum","","","",""
"Ja","2012","3","Laendlicher Raum","","","",""
"Ja","2012","4","Staedtischer Raum","","","",""
"Ja","2012","4","Laendlicher Raum","","","",""
"Ja","2012","5","Staedtischer Raum","","","",""
"Ja","2012","5","Laendlicher Raum","","","",""
"Nein","2012","1","Staedtischer Raum","","","",""
"Nein","2012","1","Laendlicher Raum","","","",""
"Nein","2012","2","Staedtischer Raum","","","",""
"Nein","2012","2","Laendlicher Raum","","","",""
"Nein","2012","3","Staedtischer Raum","","","",""
"Nein","2012","3","Laendlicher Raum","","","",""
"Nein","2012","4","Staedtischer Raum","","","",""
"Nein","2012","4","Laendlicher Raum","","","",""
"Nein","2012","5","Staedtischer Raum","","","",""
"Nein","2012","5","Laendlicher Raum","","","",""
"Ja","2013","1","Staedtischer Raum","984","0.306113362429978","0.291740775330353","0.320485949529604"
"Ja","2013","1","Laendlicher Raum","566","0.329205666450705","0.308390969563297","0.350020363338113"
"Ja","2013","2","Staedtischer Raum","1847","0.532183861570332","0.516485847292119","0.547881875848544"
"Ja","2013","2","Laendlicher Raum","1128","0.620660937428844","0.59892301102194","0.642398863835749"
"Ja","2013","3","Staedtischer Raum","2715","0.741342408080193","0.727551388351898","0.755133427808487"
"Ja","2013","3","Laendlicher Raum","1749","0.767254434909394","0.750088517687345","0.784420352131444"
"Ja","2013","4","Staedtischer Raum","4041","0.828281293362798","0.817823631216672","0.838738955508924"
"Ja","2013","4","Laendlicher Raum","2181","0.840208158175644","0.826102240633863","0.854314075717425"
"Ja","2013","5","Staedtischer Raum","4963","0.907065802735823","0.899334801127266","0.914796804344381"
"Ja","2013","5","Laendlicher Raum","1685","0.899080680557003","0.885328489008929","0.912832872105077"
"Nein","2013","1","Staedtischer Raum","2966","0.693886637570022","0.679514050470396","0.708259224669648"
"Nein","2013","1","Laendlicher Raum","1392","0.670794333549295","0.649979636661887","0.691609030436703"
"Nein","2013","2","Staedtischer Raum","2034","0.467816138429668","0.452118124151456","0.483514152707881"
"Nein","2013","2","Laendlicher Raum","786","0.379339062571156","0.357601136164251","0.40107698897806"
"Nein","2013","3","Staedtischer Raum","1158","0.258657591919807","0.244866572191513","0.272448611648102"
"Nein","2013","3","Laendlicher Raum","579","0.232745565090606","0.215579647868556","0.249911482312655"
"Nein","2013","4","Staedtischer Raum","955","0.171718706637202","0.161261044491076","0.182176368783328"
"Nein","2013","4","Laendlicher Raum","411","0.159791841824356","0.145685924282575","0.173897759366137"
"Nein","2013","5","Staedtischer Raum","455","0.0929341972641768","0.0852031956556193","0.100665198872734"
"Nein","2013","5","Laendlicher Raum","158","0.100919319442997","0.0871671278949227","0.114671510991071"
"Ja","2014","1","Staedtischer Raum","","","",""
"Ja","2014","1","Laendlicher Raum","","","",""
"Ja","2014","2","Staedtischer Raum","","","",""
"Ja","2014","2","Laendlicher Raum","","","",""
"Ja","2014","3","Staedtischer Raum","","","",""
"Ja","2014","3","Laendlicher Raum","","","",""
"Ja","2014","4","Staedtischer Raum","","","",""
"Ja","2014","4","Laendlicher Raum","","","",""
"Ja","2014","5","Staedtischer Raum","","","",""
"Ja","2014","5","Laendlicher Raum","","","",""
"Nein","2014","1","Staedtischer Raum","","","",""
"Nein","2014","1","Laendlicher Raum","","","",""
"Nein","2014","2","Staedtischer Raum","","","",""
"Nein","2014","2","Laendlicher Raum","","","",""
"Nein","2014","3","Staedtischer Raum","","","",""
"Nein","2014","3","Laendlicher Raum","","","",""
"Nein","2014","4","Staedtischer Raum","","","",""
"Nein","2014","4","Laendlicher Raum","","","",""
"Nein","2014","5","Staedtischer Raum","","","",""
"Nein","2014","5","Laendlicher Raum","","","",""
"Ja","2015","1","Staedtischer Raum","1063","0.320456997786646","0.306290007765825","0.334623987807468"
"Ja","2015","1","Laendlicher Raum","585","0.307970546953656","0.289205334147711","0.326735759759601"
"Ja","2015","2","Staedtischer Raum","1942","0.503897121194427","0.489221848938317","0.518572393450536"
"Ja","2015","2","Laendlicher Raum","1363","0.593542528683178","0.574977904296033","0.612107153070324"
"Ja","2015","3","Staedtischer Raum","3233","0.711118032422985","0.698381895154199","0.723854169691771"
"Ja","2015","3","Laendlicher Raum","2108","0.723512724245886","0.707650129247173","0.739375319244598"
"Ja","2015","4","Staedtischer Raum","4858","0.826664548520101","0.817145724353191","0.836183372687011"
"Ja","2015","4","Laendlicher Raum","2787","0.837669422310757","0.825290834871024","0.85004800975049"
"Ja","2015","5","Staedtischer Raum","6553","0.906478377454423","0.899754868617455","0.913201886291391"
"Ja","2015","5","Laendlicher Raum","2283","0.90547175733727","0.89404686138155","0.916896653292989"
"Nein","2015","1","Staedtischer Raum","3105","0.679543002213354","0.665376012192532","0.693709992234175"
"Nein","2015","1","Laendlicher Raum","1740","0.692029453046344","0.673264240240399","0.710794665852289"
"Nein","2015","2","Staedtischer Raum","2517","0.496102878805573","0.481427606549464","0.510778151061683"
"Nein","2015","2","Laendlicher Raum","1326","0.406457471316822","0.387892846929676","0.425022095703967"
"Nein","2015","3","Staedtischer Raum","1632","0.288881967577015","0.276145830308229","0.301618104845801"
"Nein","2015","3","Laendlicher Raum","946","0.276487275754114","0.260624680755402","0.292349870752827"
"Nein","2015","4","Staedtischer Raum","1217","0.173335451479899","0.163816627312989","0.182854275646809"
"Nein","2015","4","Laendlicher Raum","622","0.162330577689243","0.14995199024951","0.174709165128976"
"Nein","2015","5","Staedtischer Raum","651","0.0935216225455769","0.0867981137086092","0.100245131382545"
"Nein","2015","5","Laendlicher Raum","236","0.0945282426627304","0.0831033467070107","0.10595313861845"
"Ja","2016","1","Staedtischer Raum","1112","0.305832131438136","0.296027141170981","0.31563712170529"
"Ja","2016","1","Laendlicher Raum","700","0.347022369314663","0.332737852564475","0.361306886064852"
"Ja","2016","2","Staedtischer Raum","1864","0.5308810919755","0.515467730135986","0.546294453815013"
"Ja","2016","2","Laendlicher Raum","1205","0.53604150611899","0.516085586710286","0.555997425527695"
"Ja","2016","3","Staedtischer Raum","2857","0.723912273354717","0.710388639805333","0.737435906904101"
"Ja","2016","3","Laendlicher Raum","1998","0.786601478090459","0.770984735634234","0.802218220546683"
"Ja","2016","4","Staedtischer Raum","4925","0.847252371056209","0.838063591650598","0.85644115046182"
"Ja","2016","4","Laendlicher Raum","2872","0.88376283116234","0.872893189288551","0.894632473036129"
"Ja","2016","5","Staedtischer Raum","6505","0.936597900538517","0.930871302319349","0.942324498757685"
"Ja","2016","5","Laendlicher Raum","2433","0.931726983111887","0.921998640534273","0.941455325689501"
"Nein","2016","1","Staedtischer Raum","7371","0.694167868561865","0.68436287829471","0.703972858829019"
"Nein","2016","1","Laendlicher Raum","3566","0.652977630685337","0.638693113935148","0.667262147435525"
"Nein","2016","2","Staedtischer Raum","2163","0.4691189080245","0.453705546184987","0.484532269864014"
"Nein","2016","2","Laendlicher Raum","1194","0.46395849388101","0.444002574472305","0.483914413289714"
"Nein","2016","3","Staedtischer Raum","1341","0.276087726645283","0.262564093095899","0.289611360194667"
"Nein","2016","3","Laendlicher Raum","646","0.213398521909541","0.197781779453317","0.229015264365766"
"Nein","2016","4","Staedtischer Raum","963","0.152747628943791","0.14355884953818","0.161936408349402"
"Nein","2016","4","Laendlicher Raum","468","0.11623716883766","0.105367526963871","0.127106810711449"
"Nein","2016","5","Staedtischer Raum","451","0.0634020994614829","0.0576755012423147","0.0691286976806511"
"Nein","2016","5","Laendlicher Raum","149","0.068273016888113","0.0585446743104991","0.078001359465727"
"Ja","2017","1","Staedtischer Raum","1522","0.29546430514551","0.28619300604697","0.30473560424405"
"Ja","2017","1","Laendlicher Raum","710","0.314677367792959","0.301491857866435","0.327862877719483"
"Ja","2017","2","Staedtischer Raum","1723","0.53028676602402","0.51512979638054","0.5454437356675"
"Ja","2017","2","Laendlicher Raum","1184","0.6066326263537","0.586911562016556","0.626353690690845"
"Ja","2017","3","Staedtischer Raum","3085","0.737269768756283","0.72435314828629","0.750186389226276"
"Ja","2017","3","Laendlicher Raum","2156","0.764422730724019","0.748913611372004","0.779931850076035"
"Ja","2017","4","Staedtischer Raum","5394","0.848602679347534","0.839809479113395","0.857395879581673"
"Ja","2017","4","Laendlicher Raum","3278","0.893821570640244","0.88396815768525","0.903674983595238"
"Ja","2017","5","Staedtischer Raum","7987","0.939047661522201","0.933967619584901","0.944127703459501"
"Ja","2017","5","Laendlicher Raum","3126","0.950778970766792","0.943388037534645","0.958169903998938"
"Nein","2017","1","Staedtischer Raum","7781","0.70453569485449","0.69526439575595","0.71380699395303"
"Nein","2017","1","Laendlicher Raum","4055","0.685322632207041","0.672137122280517","0.698508142133565"
"Nein","2017","2","Staedtischer Raum","2442","0.46971323397598","0.4545562643325","0.48487020361946"
"Nein","2017","2","Laendlicher Raum","1173","0.393367373646299","0.373646309309155","0.413088437983444"
"Nein","2017","3","Staedtischer Raum","1375","0.262730231243717","0.249813610773724","0.27564685171371"
"Nein","2017","3","Laendlicher Raum","720","0.235577269275981","0.220068149923965","0.251086388627996"
"Nein","2017","4","Staedtischer Raum","989","0.151397320652466","0.142604120418327","0.160190520886605"
"Nein","2017","4","Laendlicher Raum","477","0.106178429359756","0.0963250164047618","0.11603184231475"
"Nein","2017","5","Staedtischer Raum","533","0.0609523384777988","0.0558722965404989","0.0660323804150988"
"Nein","2017","5","Laendlicher Raum","165","0.0492210292332084","0.0418300960010619","0.0566119624653549"
"Ja","2018","1","Staedtischer Raum","1185","0.274404293314423","0.264827770031098","0.283980816597748"
"Ja","2018","1","Laendlicher Raum","535","0.305078711145265","0.290545775911391","0.319611646379139"
"Ja","2018","2","Staedtischer Raum","1529","0.479984566220208","0.464810062941349","0.495159069499066"
"Ja","2018","2","Laendlicher Raum","886","0.55900777851944","0.537922337968827","0.580093219070052"
"Ja","2018","3","Staedtischer Raum","2799","0.690010364454289","0.676234922640066","0.703785806268512"
"Ja","2018","3","Laendlicher Raum","1918","0.746830643091796","0.730501583530039","0.763159702653552"
"Ja","2018","4","Staedtischer Raum","5418","0.829313854675744","0.820228750919501","0.838398958431988"
"Ja","2018","4","Laendlicher Raum","3222","0.866039620271785","0.855123473775108","0.876955766768463"
"Ja","2018","5","Staedtischer Raum","8069","0.935657840235716","0.930482386666326","0.940833293805105"
"Ja","2018","5","Laendlicher Raum","3217","0.93510569644976","0.926864161765101","0.943347231134419"
"Nein","2018","1","Staedtischer Raum","7155","0.725595706685577","0.716019183402252","0.735172229968902"
"Nein","2018","1","Laendlicher Raum","3321","0.694921288854735","0.680388353620861","0.709454224088609"
"Nein","2018","2","Staedtischer Raum","2635","0.520015433779792","0.504840930500934","0.535189937058651"
"Nein","2018","2","Laendlicher Raum","1244","0.440992221480561","0.419906780929948","0.462077662031173"
"Nein","2018","3","Staedtischer Raum","1531","0.309989635545711","0.296214193731488","0.323765077359934"
"Nein","2018","3","Laendlicher Raum","806","0.253169356908204","0.236840297346448","0.269498416469961"
"Nein","2018","4","Staedtischer Raum","1170","0.170686145324256","0.161601041568012","0.179771249080499"
"Nein","2018","4","Laendlicher Raum","518","0.133960379728215","0.123044233231537","0.144876526224893"
"Nein","2018","5","Staedtischer Raum","565","0.0643421597642841","0.0591667061948945","0.0695176133336737"
"Nein","2018","5","Laendlicher Raum","215","0.0648943035502398","0.0566527688655807","0.0731358382348989"
"Ja","2019","1","Staedtischer Raum","723","0.379394167106408","0.35785170077664","0.400936633436176"
"Ja","2019","1","Laendlicher Raum","415","0.433389004789689","0.405807453312126","0.460970556267252"
"Ja","2019","2","Staedtischer Raum","1380","0.548437883866153","0.529617973101372","0.567257794630934"
"Ja","2019","2","Laendlicher Raum","760","0.562007730962135","0.536798999453722","0.587216462470549"
"Ja","2019","3","Staedtischer Raum","2408","0.742655581266287","0.727842813153641","0.757468349378933"
"Ja","2019","3","Laendlicher Raum","1713","0.752229413568143","0.734635587081318","0.769823240054968"
"Ja","2019","4","Staedtischer Raum","5162","0.848052320432192","0.839024788012277","0.857079852852107"
