year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,5385,1.56207,1.51488,1.60927,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1985,female,5584,1.63585,1.58840,1.68330,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1986,male,5214,1.47169,1.42699,1.51640,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1986,female,5336,1.54246,1.49688,1.58804,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1987,male,5162,1.48974,1.44255,1.53693,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1987,female,5257,1.57580,1.52863,1.62296,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1988,male,4917,1.48945,1.44173,1.53717,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1988,female,5025,1.54576,1.50024,1.59129,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1989,male,4749,1.51687,1.46336,1.57039,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1989,female,4887,1.46553,1.42018,1.51087,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1990,No answer / don't know,,,,,,,,,,,,
1990,male,,,,,,,,,,,,
1990,female,,,,,,,,,,,,
1991,male,6521,1.91368,1.86903,1.95832,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1991,female,6871,1.84082,1.79767,1.88397,1.00000,1.00000,2.00000,0.00000,3.50000,,,
1992,male,6389,1.95715,1.90642,2.00789,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1992,female,6768,1.85340,1.80796,1.89885,1.00000,1.00000,2.00000,0.00000,3.50000,,,
1993,male,6281,1.90751,1.85548,1.95955,0.00000,1.00000,3.00000,0.00000,7.50000,,,
1993,female,6669,1.91708,1.86761,1.96655,1.00000,1.00000,3.00000,0.00000,6.00000,,,
1994,male,6147,2.28110,2.22764,2.33457,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1994,female,6596,2.21226,2.16358,2.26093,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1995,male,6352,1.95838,1.90665,2.01011,0.00000,1.00000,3.00000,0.00000,7.50000,,,
1995,female,6800,1.96065,1.91318,2.00812,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1996,male,6212,2.25588,2.20412,2.30764,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1996,female,6687,2.19739,2.14829,2.24648,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1997,male,6147,2.01104,1.95872,2.06336,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1997,female,6563,2.02198,1.97252,2.07145,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1998,male,6652,2.24084,2.19218,2.28949,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1998,female,6953,2.20534,2.15781,2.25287,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1999,male,6545,1.99857,1.94929,2.04784,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1999,female,7011,2.00196,1.95482,2.04911,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2000,male,11517,2.33774,2.30021,2.37526,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2000,female,12453,2.26940,2.23386,2.30495,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2001,male,10489,2.19493,2.15406,2.23580,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2001,female,11363,2.18924,2.15140,2.22708,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2002,male,11079,2.49283,2.45218,2.53347,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2002,female,11852,2.39777,2.35983,2.43570,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2003,male,10660,2.28038,2.23743,2.32333,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2003,female,11482,2.26322,2.22426,2.30218,1.00000,2.00000,3.00000,0.00000,6.00000,,,
