year,age_gr,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,0,-6,,,,,,,,,,,,
1984,18-29 J.,-6,,,,,,,,,,,,
1984,18-29 J.,1. Quintil,2.1703629927298316,2.1282657382232184,2.2124602472364447,1.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0,1349.0
1984,18-29 J.,2. Quintil,2.127332525583032,2.0695451463065204,2.185119904859544,1.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0,572.0
1984,18-29 J.,3. Quintil,2.1314363055471164,2.0373186976479403,2.2255539134462925,1.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0,208.0
1984,18-29 J.,4. Quintil,2.0790502227699115,1.9195244067410995,2.2385760387987235,1.0,2.0,2.392576737137406,1.0,4.481441842843514,2.0,2.0,3.0,60.0
1984,18-29 J.,5. Quintil,,,,,,,,,,,,
1984,30-45 J.,-6,,,,,,,,,,,,
1984,30-45 J.,1. Quintil,1.8001852739281692,1.7633270346082703,1.837043513248068,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1303.0
1984,30-45 J.,2. Quintil,1.576236386834555,1.5422840310739239,1.6101887425951862,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,545.0
1984,30-45 J.,3. Quintil,1.5412519271295955,1.4932622131413003,1.5892416411178907,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,269.0
1984,30-45 J.,4. Quintil,1.5941855933217186,1.5207743563684235,1.6675968302750137,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,122.0
1984,30-45 J.,5. Quintil,1.6567533463099915,1.541573934448987,1.771932758170996,1.0,1.453802088969698,2.0,1.0,3.0,1.0,0.0,1.0,37.0
1984,46-65 J.,-6,,,,,,,,,,,,
1984,46-65 J.,1. Quintil,2.1859336444098107,2.138036638441476,2.2338306503781453,1.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0,1107.0
1984,46-65 J.,2. Quintil,1.82418442462159,1.7720343278567503,1.8763345213864295,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0,487.0
1984,46-65 J.,3. Quintil,1.9651504855925785,1.866231825534674,2.064069145650483,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0,267.0
1984,46-65 J.,4. Quintil,1.5878657935185863,1.5170677423353462,1.6586638447018263,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,125.0
1984,46-65 J.,5. Quintil,1.468081355615395,1.345688920759385,1.5904737904714052,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0,36.0
1984,66 und älter,-6,,,,,,,,,,,,
1984,66 und älter,1. Quintil,2.61871553729441,2.542299257985523,2.6951318166032974,1.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0,534.0
