year,migback,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,1st Quintile,2934,2.1836713443328537,2.1545099628160522,2.212832725849655,1.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0
1984,No migration background,2nd Quintile,1422,1.9945787492122031,1.9573780523555393,2.031779446068867,1.0,2.0,2.0,1.0,3.5,2.0,2.0,3.0
1984,No migration background,3rd Quintile,669,1.8769922893856368,1.8293430788365446,1.924641499934729,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0
1984,No migration background,4th Quintile,291,1.7349938562748195,1.6744247121715223,1.7955630003781167,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1984,No migration background,5th Quintile,86,1.696692281073588,1.5836394233675297,1.8097451387796464,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0
1984,Direct migration background,1st Quintile,1287,2.2485225418503214,2.2008906479920887,2.296154435708554,1.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0
1984,Direct migration background,2nd Quintile,358,1.9403022201290279,1.8841874134434353,1.9964170268146204,1.0,2.0,2.0,1.0,3.5,2.0,2.0,3.0
1984,Direct migration background,3rd Quintile,121,2.04444092657857,1.9385799770995276,2.150301876057613,1.0,2.0,2.0,1.0,3.5,2.0,2.0,2.0249999999999995
1984,Direct migration background,4th Quintile,,,,,,,,,,,,
1984,Direct migration background,5th Quintile,,,,,,,,,,,,
1984,Indirect migration background,1st Quintile,50,2.245977699009359,2.060102242234459,2.4318531557842595,1.2273400479403722,2.0,2.0,1.0,3.158989928089442,2.0,2.0,2.0
1984,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1984,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1984,Indirect migration background,4th Quintile,,,,,,,,,,,,
1984,Indirect migration background,5th Quintile,,,,,,,,,,,,
1985,No migration background,1st Quintile,4010,1.584132634291911,1.5583049402389204,1.6099603283449018,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1985,No migration background,2nd Quintile,2149,1.5944842607435132,1.5588107925407588,1.6301577289462676,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1985,No migration background,3rd Quintile,1054,1.6214976282472242,1.5706961205977121,1.6722991358967363,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1985,No migration background,4th Quintile,405,1.6815878764721377,1.5793228075537273,1.783852945390548,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1985,No migration background,5th Quintile,143,1.562724638002775,1.393031795220143,1.7324174807854071,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1985,Direct migration background,1st Quintile,1959,1.4492613383121078,1.4047845173861726,1.493738159238043,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
