year,regtyp,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1988,Staedtischer Raum,maennlich,1.5001985063593988,1.473286098612651,1.5271109141061465,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,3804.0
1988,Staedtischer Raum,weiblich,1.559433956643116,1.5331824364126472,1.5856854768735846,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,3891.0
1988,Laendlicher Raum,maennlich,1.3899777125669361,1.347179048674121,1.4327763764597512,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,998.0
1988,Laendlicher Raum,weiblich,1.4626837700082416,1.4228295854442086,1.5025379545722746,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,1035.0
1989,Staedtischer Raum,maennlich,1.5362787806161087,1.5057757604468156,1.5667818007854017,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,3714.0
1989,Staedtischer Raum,weiblich,1.497606366826404,1.4715353610268596,1.5236773726259483,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,3807.0
1989,Laendlicher Raum,maennlich,1.387657661022656,1.338894918514333,1.436420403530979,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,950.0
1989,Laendlicher Raum,weiblich,1.2986026377315565,1.2612596980594453,1.3359455774036677,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,983.0
1990,-1,maennlich,2.234161972551754,1.8460065079103265,2.622317437193182,0.0,1.0,4.0,0.0,10.0,1.0,-1.0,1.0,36.0
1990,-1,weiblich,1.7604959768377013,1.4685835808305066,2.052408372844896,0.0,1.0,2.7251304065972226,0.0,6.812826016493056,1.0,0.0,1.0,48.0
1990,Staedtischer Raum,-1,,,,,,,,,,,,
1990,Staedtischer Raum,maennlich,1.7119625261025875,1.6388855215345195,1.7850395306706555,0.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,664.0
1990,Staedtischer Raum,weiblich,1.6134200383630988,1.552943362168768,1.6738967145574295,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,758.0
1990,Laendlicher Raum,maennlich,1.3400059458059512,1.2954823065764818,1.3845295850354207,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,1332.0
1990,Laendlicher Raum,weiblich,1.2398687526604582,1.19692947711448,1.2828080282064362,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,1449.0
1991,-1,maennlich,1.7380851207867651,1.4191341392033607,2.0570361023701693,0.0,1.0,2.486572603310749,0.0,6.216431508276873,1.0,0.0,1.0,39.0
1991,-1,weiblich,1.721931281550698,1.4530685282781703,1.9907940348232256,0.0,1.0,2.086070254569897,0.0,5.215175636424743,1.0,0.0,2.0,48.0
1991,Staedtischer Raum,maennlich,1.9759360268047987,1.9478181884340748,2.0040538651755226,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,4145.0
1991,Staedtischer Raum,weiblich,1.9120942946415134,1.884479817524475,1.9397087717585517,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,4350.0
1991,Laendlicher Raum,maennlich,1.7487462736322654,1.715123509911424,1.782369037353107,1.0,1.0,2.0,0.0,3.5,1.0,0.0,1.0,2235.0
1991,Laendlicher Raum,weiblich,1.6673777824488492,1.6361695835518657,1.6985859813458326,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,2365.0
1992,-1,maennlich,1.5984174941333393,1.2980256569800694,1.8988093312866092,0.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,53.0
1992,-1,weiblich,1.4136162183370486,1.1950405590541504,1.6321918776199469,0.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,61.0
1992,Staedtischer Raum,maennlich,1.998179662996467,1.9669672646589738,2.02939206133396,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,4082.0
1992,Staedtischer Raum,weiblich,1.9235310593485697,1.894829932482579,1.9522321862145604,1.0,1.0,2.0,0.0,3.5,1.0,0.0,1.0,4307.0
1992,Laendlicher Raum,maennlich,1.811784538371857,1.771483987595029,1.8520850891486849,0.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,2142.0
1992,Laendlicher Raum,weiblich,1.6997800636898415,1.6655312972084093,1.7340288301712736,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,2294.0
1993,Staedtischer Raum,maennlich,1.9750195102462014,1.9421936245210478,2.007845395971355,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0,4058.0
1993,Staedtischer Raum,weiblich,1.9609002487481881,1.9300934507038077,1.9917070467925686,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,4269.0
1993,Laendlicher Raum,maennlich,1.7045116322894587,1.6662683023971936,1.7427549621817238,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,2117.0
1993,Laendlicher Raum,weiblich,1.7981369445064097,1.7599275818540274,1.836346307158792,0.0,1.0,2.0,0.0,5.0,1.0,0.9749999999999943,1.0,2292.0
1994,Staedtischer Raum,maennlich,2.3574249196858568,2.324165774653902,2.3906840647178114,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3982.0
1994,Staedtischer Raum,weiblich,2.2688213571244575,2.238324386482412,2.2993183277665032,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,4256.0
1994,Laendlicher Raum,maennlich,2.076675439189382,2.0360702573678076,2.1172806210109565,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,2090.0
1994,Laendlicher Raum,weiblich,2.046860411827674,2.010322441989506,2.083398381665842,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,2232.0
1995,Staedtischer Raum,maennlich,1.994885872677448,1.9624053126755818,2.0273664326793144,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0,4084.0
1995,Staedtischer Raum,weiblich,2.0124378187833574,1.9824612096873313,2.0424144278793834,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0249999999999995,4391.0
1995,Laendlicher Raum,maennlich,1.8367795763941912,1.7975785864342533,1.8759805663541291,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0,2156.0
1995,Laendlicher Raum,weiblich,1.8226555104615743,1.7875534466113432,1.8577575743118053,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,2301.0
1996,Staedtischer Raum,maennlich,2.28978902701198,2.2570463732302977,2.3225316807936625,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3966.0
1996,Staedtischer Raum,weiblich,2.2294310137879405,2.198636198076278,2.260225829499603,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,4309.0
1996,Laendlicher Raum,maennlich,2.1085039003766295,2.0716830354194937,2.1453247653337653,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,2140.0
1996,Laendlicher Raum,weiblich,2.0894770346847915,2.0525969183997614,2.1263571509698216,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,2267.0
1997,-1,weiblich,,,,,,,,,,,,
1997,Staedtischer Raum,maennlich,2.045201268952458,2.012416094923271,2.0779864429816453,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,3914.0
1997,Staedtischer Raum,weiblich,2.0259077944112405,1.9958306430839847,2.055984945738496,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,4218.0
1997,Laendlicher Raum,maennlich,1.8732305704230434,1.8335667061298444,1.9128944347162424,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0,2095.0
1997,Laendlicher Raum,weiblich,1.9668184900001955,1.9270620703883568,2.006574909612034,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,2242.0
1998,Staedtischer Raum,maennlich,2.2314311427903286,2.201771800646787,2.26109048493387,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,4237.0
1998,Staedtischer Raum,weiblich,2.2151474957532593,2.185818065546328,2.2444769259601904,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,4461.0
1998,Laendlicher Raum,maennlich,2.201110032495026,2.1617391473347882,2.240480917655264,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,2306.0
1998,Laendlicher Raum,weiblich,2.1548635254621726,2.117370039920618,2.192357011003727,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,2389.0
1999,Staedtischer Raum,maennlich,2.028695151757957,1.9976206546797388,2.0597696488361747,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,4167.0
1999,Staedtischer Raum,weiblich,2.007055449445524,1.9776862760064557,2.0364246228845926,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,4484.0
1999,Laendlicher Raum,maennlich,1.8841316201357678,1.8477677159706447,1.920495524300891,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,2268.0
1999,Laendlicher Raum,weiblich,1.957205206792223,1.9210428757601399,1.993367537824306,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,2419.0
2000,Staedtischer Raum,maennlich,2.335650699174817,2.312536728992672,2.3587646693569617,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7356.0
2000,Staedtischer Raum,weiblich,2.264538098707787,2.2428554289706537,2.2862207684449207,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,8038.0
2000,Laendlicher Raum,maennlich,2.2946109499745004,2.264941469465168,2.324280430483833,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3964.0
2000,Laendlicher Raum,weiblich,2.236484616518834,2.20818403094234,2.2647852020953283,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,4231.0
2001,Staedtischer Raum,maennlich,2.2009447434719456,2.175633064443766,2.2262564225001253,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,6721.0
2001,Staedtischer Raum,weiblich,2.2108570585021363,2.187291308606936,2.2344228083973365,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7353.0
2001,Laendlicher Raum,maennlich,2.1498217017297745,2.1177412115356717,2.1819021919238772,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3622.0
2001,Laendlicher Raum,weiblich,2.1244991895299212,2.0954221316580868,2.1535762474017557,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3848.0
2002,Staedtischer Raum,maennlich,2.484017927076297,2.4596648491223663,2.508371005030228,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7212.0
2002,Staedtischer Raum,weiblich,2.42755598304045,2.4043642092136297,2.45074775686727,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7763.0
2002,Laendlicher Raum,maennlich,2.4541374637181868,2.420234912349952,2.4880400150864217,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3691.0
2002,Laendlicher Raum,weiblich,2.2987103945168204,2.2681311576032543,2.3292896314303864,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3898.0
2003,Staedtischer Raum,maennlich,2.273323943464413,2.2473729875032875,2.299274899425538,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,6946.0
2003,Staedtischer Raum,weiblich,2.2846644728156154,2.2607752864454738,2.308553659185757,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7547.0
2003,Laendlicher Raum,maennlich,2.237453149896432,2.202463006922692,2.272443292870172,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3536.0
2003,Laendlicher Raum,weiblich,2.197267527476868,2.1663343996287128,2.2282006553250233,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3759.0
2004,Staedtischer Raum,maennlich,2.5338130354161073,2.508630637967718,2.5589954328644966,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,6750.0
2004,Staedtischer Raum,weiblich,2.384407504298675,2.3622582567707413,2.406556751826609,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7356.0
2004,Laendlicher Raum,maennlich,2.533232855859137,2.4983261561526384,2.5681395555656352,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3428.0
2004,Laendlicher Raum,weiblich,2.3812172258950803,2.350729611388954,2.4117048404012067,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3678.0
2005,Staedtischer Raum,maennlich,2.2923200891289564,2.266236402257081,2.3184037760008316,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,6436.0
2005,Staedtischer Raum,weiblich,2.212926724288842,2.1896410932620096,2.2362123553156747,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7084.0
2005,Laendlicher Raum,maennlich,2.2334041700715725,2.1970469536550636,2.2697613864880815,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3276.0
2005,Laendlicher Raum,weiblich,2.17244261651515,2.1405392964731136,2.204345936557186,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3527.0
2006,Staedtischer Raum,maennlich,2.54555853874114,2.520311193691966,2.570805883790314,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,6846.0
2006,Staedtischer Raum,weiblich,2.4437239995687845,2.421023876329622,2.466424122807947,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7557.0
2006,Laendlicher Raum,maennlich,2.4782736174467415,2.444411054931062,2.512136179962421,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3579.0
2006,Laendlicher Raum,weiblich,2.344908422743612,2.3152624652707474,2.3745543802164764,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3917.0
2007,Staedtischer Raum,maennlich,2.290039415349153,2.2629671490372503,2.3171116816610557,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,6349.0
2007,Staedtischer Raum,weiblich,2.203204919505881,2.180272884248216,2.2261369547635463,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7073.0
2007,Laendlicher Raum,maennlich,2.1294919061455926,2.094182376108112,2.164801436183073,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3404.0
2007,Laendlicher Raum,weiblich,2.146339248806142,2.11410451871072,2.1785739789015643,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3657.0
2008,Staedtischer Raum,maennlich,2.5300043307176807,2.502948966618979,2.5570596948163824,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,5986.0
2008,Staedtischer Raum,weiblich,2.3995735494760733,2.376192147338381,2.4229549516137654,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,6658.0
2008,Laendlicher Raum,maennlich,2.3789808217377457,2.343971898152173,2.4139897453233186,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3202.0
2008,Laendlicher Raum,weiblich,2.2452099960257983,2.2154657433280747,2.274954248723522,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3440.0
2009,Staedtischer Raum,maennlich,2.2451529014740372,2.2157840645733904,2.274521738374684,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,5527.0
2009,Staedtischer Raum,weiblich,2.1563928854536982,2.1312201674566493,2.181565603450747,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,6141.0
2009,Laendlicher Raum,maennlich,2.0584815041171027,2.02256148204938,2.0944015261848254,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,3057.0
2009,Laendlicher Raum,weiblich,2.0119358056715844,1.980233763258266,2.0436378480849027,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,3271.0
2010,Staedtischer Raum,maennlich,2.5570702000097216,2.5310651895531393,2.583075210466304,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7064.0
2010,Staedtischer Raum,weiblich,2.338382389768936,2.3172829509910158,2.359481828546856,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,8545.0
2010,Laendlicher Raum,maennlich,2.2450277499338305,2.214583248342348,2.2754722515253127,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,3835.0
2010,Laendlicher Raum,weiblich,2.2276060026395728,2.200156801113398,2.2550552041657475,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,4506.0
2011,Staedtischer Raum,-3,,,,,,,,,,,,
2011,Staedtischer Raum,-1,,,,,,,,,,,,
2011,Staedtischer Raum,maennlich,2.144409296263432,2.121600051754141,2.167218540772723,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,8155.0
2011,Staedtischer Raum,weiblich,2.0823408348643526,2.0637877877294946,2.1008938819992107,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,10000.0
2011,Laendlicher Raum,maennlich,1.9460179029284261,1.9176685418646737,1.9743672639921785,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,4681.0
2011,Laendlicher Raum,weiblich,1.9564022202414493,1.9319212277949231,1.9808832126879754,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,5518.0
2012,Staedtischer Raum,-3,,,,,,,,,,,,
2012,Staedtischer Raum,maennlich,2.4027388795407463,2.380792148076879,2.4246856110046138,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,7884.0
2012,Staedtischer Raum,weiblich,2.2927020873693507,2.2732741821136897,2.3121299926250116,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,9599.0
2012,Laendlicher Raum,maennlich,2.283337113248266,2.2547238978273683,2.3119503286691634,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,4655.0
2012,Laendlicher Raum,weiblich,2.151346979929503,2.126874050122504,2.1758199097365023,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,5472.0
2013,Staedtischer Raum,-3,,,,,,,,,,,,
2013,Staedtischer Raum,maennlich,1.8266520499175698,1.8049286858924722,1.8483754139426674,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0,7319.0
2013,Staedtischer Raum,weiblich,1.8173944733537668,1.7986075270493211,1.8361814196582125,1.0,1.0,3.0,0.0,6.0,1.0,1.0,1.0,8968.0
2013,Laendlicher Raum,maennlich,1.6270741506464363,1.6008940306453727,1.6532542706475,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,4296.0
2013,Laendlicher Raum,weiblich,1.657068640903845,1.6331566596546272,1.680980622153063,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,5085.0
2014,Staedtischer Raum,-3,,,,,,,,,,,,
2014,Staedtischer Raum,maennlich,1.958866412776946,1.938983820886684,1.9787490046672078,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,8039.0
2014,Staedtischer Raum,weiblich,1.8997289834106208,1.882007115256633,1.9174508515646087,1.0,1.0,3.0,0.0,6.0,1.0,1.0,1.0,9572.0
2014,Laendlicher Raum,-1,,,,,,,,,,,,
2014,Laendlicher Raum,maennlich,1.9001804760365084,1.8724654747922094,1.9278954772808075,1.0,1.0,3.0,0.0,6.0,1.0,1.0,1.0,4378.0
2014,Laendlicher Raum,weiblich,1.783449776411369,1.7596227303452054,1.8072768224775326,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,5071.0
2015,Staedtischer Raum,-3,,,,,,,,,,,,
2015,Staedtischer Raum,-1,,,,,,,,,,,,
2015,Staedtischer Raum,maennlich,1.7938061999493116,1.7727892302375983,1.8148231696610249,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0,7988.0
2015,Staedtischer Raum,weiblich,1.7591054333244451,1.7404228012072542,1.777788065441636,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,9476.0
2015,Laendlicher Raum,maennlich,1.7533697551141856,1.7227601223566835,1.7839793878716876,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,4318.0
2015,Laendlicher Raum,weiblich,1.6167638507246196,1.5918363245413747,1.6416913769078645,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,4995.0
2016,Staedtischer Raum,-3,,,,,,,,,,,,
2016,Staedtischer Raum,-1,,,,,,,,,,,,
2016,Staedtischer Raum,maennlich,1.9522602598132273,1.9323396975084393,1.9721808221180153,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,8364.0
2016,Staedtischer Raum,weiblich,1.8910899132472094,1.8735664637056468,1.908613362788772,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,9432.0
2016,Laendlicher Raum,-1,,,,,,,,,,,,
2016,Laendlicher Raum,maennlich,1.92319353624256,1.894522445240243,1.9518646272448772,1.0,1.0,3.0,0.0,6.0,1.0,1.0,1.0,4454.0
2016,Laendlicher Raum,weiblich,1.7436067534294974,1.7199623926438017,1.7672511142151932,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,4918.0
2017,Staedtischer Raum,-3,,,,,,,,,,,,
2017,Staedtischer Raum,-1,,,,,,,,,,,,
2017,Staedtischer Raum,maennlich,1.7744267145128303,1.755581413097871,1.7932720159277895,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,9394.0
2017,Staedtischer Raum,weiblich,1.8192501560981316,1.8018278931783134,1.8366724190179498,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,10465.0
2017,Laendlicher Raum,maennlich,1.6922110538722652,1.6663420816495382,1.7180800260949922,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,5084.0
2017,Laendlicher Raum,weiblich,1.6168094939977389,1.5950669759316616,1.6385520120638162,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,5507.0
2018,Staedtischer Raum,-3,,,,,,,,,,,,
2018,Staedtischer Raum,-1,,,,,,,,,,,,
2018,Staedtischer Raum,maennlich,2.0298152331076253,2.0099109497343,2.0497195164809505,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,9095.0
2018,Staedtischer Raum,weiblich,1.9513852978118913,1.9337082222163824,1.9690623734074002,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,10075.0
2018,Laendlicher Raum,maennlich,1.967432764383614,1.9397004216070306,1.9951651071601975,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,4733.0
2018,Laendlicher Raum,weiblich,1.787341208628277,1.763928629640106,1.810753787616448,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,5226.0
2019,-1,-3,,,,,,,,,,,,
2019,-1,maennlich,2.24130113669462,2.1142306762528755,2.3683715971363646,1.0,2.0,3.0,0.0,6.0,2.0,2.0,3.0,296.0
2019,-1,weiblich,1.888698798385723,1.7633962857121661,2.01400131105928,1.0,1.0,2.6089035587221634,0.0,5.0222588968054085,1.0,0.0,1.0,250.0
2019,Staedtischer Raum,-3,,,,,,,,,,,,
2019,Staedtischer Raum,-1,,,,,,,,,,,,
2019,Staedtischer Raum,maennlich,1.741021971841199,1.7220807463287653,1.7599631973536327,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,9177.0
2019,Staedtischer Raum,weiblich,1.7507674791855885,1.7330124062468508,1.7685225521243262,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,9594.0
2019,Laendlicher Raum,-1,,,,,,,,,,,,
2019,Laendlicher Raum,maennlich,1.6420087079285366,1.6159229306047302,1.668094485252343,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,4757.0
2019,Laendlicher Raum,weiblich,1.6871248664242526,1.6624682503300587,1.7117814825184465,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,4969.0
2020,Staedtischer Raum,-3,,,,,,,,,,,,
2020,Staedtischer Raum,-1,,,,,,,,,,,,
2020,Staedtischer Raum,maennlich,2.0632297427845065,2.043490891120825,2.082968594448188,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,9910.0
2020,Staedtischer Raum,weiblich,1.954289213665123,1.9363635732221258,1.9722148541081204,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,9952.0
2020,Laendlicher Raum,-3,,,,,,,,,,,,
2020,Laendlicher Raum,-1,,,,,,,,,,,,
2020,Laendlicher Raum,maennlich,1.9167778064319516,1.890016454925805,1.9435391579380983,1.0,1.0,3.0,0.0,6.0,1.0,0.9749999999999943,1.0,4655.0
2020,Laendlicher Raum,weiblich,1.8276530472113575,1.802694910629467,1.852611183793248,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,4807.0
2021,-1,weiblich,,,,,,,,,,,,
2021,Staedtischer Raum,-3,,,,,,,,,,,,
2021,Staedtischer Raum,-1,,,,,,,,,,,,
2021,Staedtischer Raum,maennlich,1.3836135735246677,1.3622006170520937,1.4050265299972418,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,6303.0
2021,Staedtischer Raum,weiblich,1.273739793057683,1.2560517967798086,1.2914277893355575,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,6655.0
2021,Laendlicher Raum,-1,,,,,,,,,,,,
2021,Laendlicher Raum,maennlich,1.2466445106995079,1.217159938916964,1.2761290824820517,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,2901.0
2021,Laendlicher Raum,weiblich,1.206569452328828,1.1808055071483279,1.232333397509328,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,3118.0
