year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No answer / don't know,7524,2.07984,2.04482,2.11485,1.00000,2.00000,2.00000,1.00000,3.50000,,,
1985,Urban regions,8644,1.62925,1.59020,1.66831,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1985,Rural regions,2325,1.51363,1.44961,1.57764,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1986,Urban regions,8322,1.52648,1.48933,1.56363,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1986,Rural regions,2228,1.45380,1.39196,1.51564,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1987,Urban regions,8220,1.58082,1.54107,1.62057,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1987,Rural regions,2199,1.38833,1.33164,1.44503,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1988,Urban regions,7885,1.54366,1.50497,1.58235,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1988,Rural regions,2057,1.43809,1.37791,1.49827,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1989,Urban regions,7680,1.53041,1.48943,1.57139,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1989,Rural regions,1956,1.35406,1.29100,1.41712,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1990,No answer / don't know,85,1.99762,1.50303,2.49221,0.00000,1.00000,3.00000,0.00000,7.50000,,,
1990,Urban regions,1435,1.66862,1.57206,1.76517,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1990,Rural regions,2835,1.30185,1.23861,1.36508,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1991,No answer / don't know,88,1.74343,1.31653,2.17033,0.00000,1.00000,2.70356,0.00000,6.75890,,,
1991,Urban regions,8636,1.94810,1.90783,1.98837,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1991,Rural regions,4668,1.72360,1.67645,1.77076,1.00000,1.00000,2.00000,0.00000,3.50000,,,
1992,No answer / don't know,118,1.50868,1.13660,1.88076,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1992,Urban regions,8548,1.96759,1.92434,2.01083,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1992,Rural regions,4491,1.77010,1.71577,1.82443,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1993,Urban regions,8491,1.98005,1.93415,2.02595,1.00000,1.00000,3.00000,0.00000,6.00000,,,
1993,Rural regions,4459,1.76521,1.70951,1.82091,0.00000,1.00000,2.00000,0.00000,5.00000,,,
1994,Urban regions,8378,2.32246,2.27643,2.36848,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1994,Rural regions,4365,2.07427,2.01807,2.13047,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1995,Urban regions,8627,2.01435,1.96933,2.05937,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1995,Rural regions,4525,1.84111,1.78727,1.89496,0.00000,1.00000,3.00000,0.00000,7.50000,,,
1996,Urban regions,8426,2.27299,2.22690,2.31908,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1996,Rural regions,4473,2.12026,2.06649,2.17402,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1997,No answer / don't know,,,,,,,,,,,,
1997,Urban regions,8301,2.05046,2.00500,2.09593,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1997,Rural regions,4408,1.94076,1.88285,1.99866,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1998,Urban regions,8844,2.23620,2.19348,2.27891,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1998,Rural regions,4761,2.19356,2.13775,2.24937,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1999,Urban regions,8800,2.02944,1.98569,2.07320,1.00000,2.00000,3.00000,0.00000,6.00000,,,
1999,Rural regions,4756,1.93578,1.88300,1.98855,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2000,Urban regions,15654,2.31306,2.28056,2.34555,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2000,Rural regions,8316,2.27965,2.23752,2.32178,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2001,Urban regions,14292,2.21058,2.17524,2.24593,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2001,Rural regions,7560,2.15184,2.10766,2.19602,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2002,Urban regions,15239,2.46403,2.42964,2.49843,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2002,Rural regions,7692,2.40078,2.35390,2.44765,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2003,Urban regions,14747,2.28779,2.25170,2.32387,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2003,Rural regions,7395,2.23641,2.18845,2.28437,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2004,Urban regions,14351,2.46321,2.42899,2.49742,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2004,Rural regions,7223,2.48123,2.43378,2.52869,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2005,Urban regions,13772,2.26523,2.22959,2.30088,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2005,Rural regions,6899,2.21497,2.16557,2.26437,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2006,Urban regions,14466,2.49003,2.45520,2.52486,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2006,Rural regions,7465,2.41936,2.37296,2.46576,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2007,Urban regions,13468,2.24067,2.20439,2.27695,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2007,Rural regions,7015,2.14667,2.09718,2.19615,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2008,Urban regions,12682,2.46304,2.42640,2.49968,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2008,Rural regions,6604,2.30846,2.26108,2.35584,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2009,Urban regions,11705,2.19859,2.15897,2.23820,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2009,Rural regions,6291,2.03536,1.98592,2.08481,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2010,Urban regions,15659,2.44188,2.40777,2.47598,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2010,Rural regions,8291,2.23741,2.19514,2.27968,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2011,Urban regions,18206,2.11161,2.08170,2.14152,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2011,Rural regions,10150,1.95142,1.91293,1.98990,1.00000,1.00000,3.00000,0.00000,6.00000,,,
2012,Urban regions,17522,2.34694,2.31692,2.37697,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2012,Rural regions,10089,2.21411,2.17546,2.25277,1.00000,2.00000,3.00000,0.00000,6.00000,,,
2013,Urban regions,16325,1.82107,1.79176,1.85039,1.00000,1.00000,3.00000,0.00000,6.00000,,,
2013,Rural regions,9344,1.63869,1.60223,1.67515,0.00000,1.00000,2.00000,0.00000,5.00000,,,
2014,Urban regions,17645,1.92800,1.90071,1.95529,1.00000,1.00000,3.00000,0.00000,6.00000,,,
2014,Rural regions,9416,1.83891,1.80141,1.87641,1.00000,1.00000,2.00000,0.00000,3.50000,,,
2015,Urban regions,17496,1.77724,1.74843,1.80606,0.00000,1.00000,3.00000,0.00000,7.50000,,,
2015,Rural regions,9284,1.67405,1.63380,1.71430,0.00000,1.00000,2.00000,0.00000,5.00000,,,
2016,Urban regions,17824,1.91968,1.89247,1.94690,1.00000,1.00000,3.00000,0.00000,6.00000,,,
2016,Rural regions,9344,1.82876,1.79064,1.86688,1.00000,1.00000,2.00000,0.00000,3.50000,,,
2017,Urban regions,19892,1.79757,1.77118,1.82395,0.00000,1.00000,2.00000,0.00000,5.00000,,,
2017,Rural regions,10559,1.65303,1.61825,1.68780,0.00000,1.00000,2.00000,0.00000,5.00000,,,
2018,Urban regions,19200,1.99213,1.96475,2.01950,1.00000,1.00000,3.00000,0.00000,6.00000,,,
2018,Rural regions,9929,1.87300,1.83565,1.91035,1.00000,1.00000,2.00000,0.00000,3.50000,,,
2019,No answer / don't know,553,2.12051,1.93102,2.31000,1.00000,1.47708,3.00000,0.00000,6.00000,,,
2019,Urban regions,18797,1.74195,1.71527,1.76864,0.00000,1.00000,2.00000,0.00000,5.00000,,,
2019,Rural regions,9701,1.66626,1.62924,1.70327,0.00000,1.00000,2.00000,0.00000,5.00000,,,
2020,Urban regions,19902,2.00910,1.98163,2.03658,1.00000,1.00000,3.00000,0.00000,6.00000,,,
2020,Rural regions,9430,1.87363,1.83578,1.91148,1.00000,1.00000,2.00000,0.00000,3.50000,,,
2021,No answer / don't know,,,,,,,,,,,,
2021,Urban regions,12979,1.33119,1.30262,1.35977,0.00000,1.00000,2.00000,0.00000,5.00000,,,
2021,Rural regions,6005,1.22970,1.18929,1.27011,0.00000,1.00000,2.00000,0.00000,5.00000,,,
2022,Urban regions,18762,1.66729,1.64281,1.69177,1.00000,1.00000,2.00000,0.00000,3.50000,,,
2022,Rural regions,8586,1.58229,1.54003,1.62455,1.00000,1.00000,2.00000,0.00000,3.50000,,,
