year,age_gr,bula_h,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,46-65 y.,Hesse,Not at all,0.41163,248,558,0.37076,0.45250
2002,46-65 y.,"Rhineland-Palatinate, Saarland",Strong,0.18206,74,433,0.14567,0.21845
2002,46-65 y.,"Rhineland-Palatinate, Saarland",A Little,0.37590,160,433,0.33023,0.42158
2002,46-65 y.,"Rhineland-Palatinate, Saarland",Not at all,0.44038,199,433,0.39356,0.48719
2002,46-65 y.,Baden-Wuerttemberg,Strong,0.19191,154,866,0.16567,0.21815
2002,46-65 y.,Baden-Wuerttemberg,A Little,0.44601,372,866,0.41288,0.47913
2002,46-65 y.,Baden-Wuerttemberg,Not at all,0.35504,340,866,0.32315,0.38693
2002,46-65 y.,Bavaria,Strong,0.15670,152,1086,0.13507,0.17833
2002,46-65 y.,Bavaria,A Little,0.41438,443,1086,0.38507,0.44369
2002,46-65 y.,Bavaria,Not at all,0.42703,491,1086,0.39759,0.45646
2002,46-65 y.,Berlin,Strong,0.20871,54,302,0.16280,0.25462
2002,46-65 y.,Berlin,A Little,0.39628,121,302,0.34103,0.45154
2002,46-65 y.,Berlin,Not at all,0.39186,127,302,0.33671,0.44701
2002,46-65 y.,Brandenburg,Strong,0.21100,74,331,0.16697,0.25502
2002,46-65 y.,Brandenburg,A Little,0.51684,171,331,0.46292,0.57076
2002,46-65 y.,Brandenburg,Not at all,0.27216,86,331,0.22414,0.32019
2002,46-65 y.,Mecklenburg-Western Pomerania,Strong,0.24067,39,184,0.17873,0.30261
2002,46-65 y.,Mecklenburg-Western Pomerania,A Little,0.53351,95,184,0.46123,0.60579
2002,46-65 y.,Mecklenburg-Western Pomerania,Not at all,0.22261,50,184,0.16234,0.28288
2002,46-65 y.,Saxony,Strong,0.16412,81,547,0.13305,0.19519
2002,46-65 y.,Saxony,A Little,0.50901,269,547,0.46707,0.55094
2002,46-65 y.,Saxony,Not at all,0.32426,197,547,0.28500,0.36353
2002,46-65 y.,Saxony-Anhalt,Strong,0.18979,69,366,0.14956,0.23002
2002,46-65 y.,Saxony-Anhalt,A Little,0.51623,190,366,0.46496,0.56750
2002,46-65 y.,Saxony-Anhalt,Not at all,0.28920,107,366,0.24268,0.33571
2002,46-65 y.,Thuringa,Strong,0.20312,55,337,0.16010,0.24614
2002,46-65 y.,Thuringa,A Little,0.52201,176,337,0.46859,0.57542
2002,46-65 y.,Thuringa,Not at all,0.27290,106,337,0.22527,0.32053
2002,66 and older,Schleswig-Holstein,Strong,0.35436,41,130,0.27182,0.43691
2002,66 and older,Schleswig-Holstein,A Little,0.46233,58,130,0.37629,0.54837
2002,66 and older,Schleswig-Holstein,Not at all,0.17626,31,130,0.11051,0.24202
2002,66 and older,Lower Saxony,Strong,0.35426,112,322,0.30194,0.40659
2002,66 and older,Lower Saxony,A Little,0.48471,154,322,0.43004,0.53938
2002,66 and older,Lower Saxony,Not at all,0.15547,56,322,0.11583,0.19511
2002,66 and older,North Rhine-Westphalia,Strong,0.36293,243,743,0.32833,0.39753
2002,66 and older,North Rhine-Westphalia,A Little,0.42125,328,743,0.38572,0.45678
2002,66 and older,North Rhine-Westphalia,Not at all,0.21318,172,743,0.18371,0.24265
2002,66 and older,Hesse,Strong,0.42628,100,245,0.36423,0.48833
2002,66 and older,Hesse,A Little,0.43048,108,245,0.36835,0.49261
2002,66 and older,Hesse,Not at all,0.13602,37,245,0.09300,0.17903
2002,66 and older,"Rhineland-Palatinate, Saarland",Strong,0.36629,84,250,0.30644,0.42613
2002,66 and older,"Rhineland-Palatinate, Saarland",A Little,0.39979,99,250,0.33894,0.46063
2002,66 and older,"Rhineland-Palatinate, Saarland",Not at all,0.23393,67,250,0.18134,0.28651
2002,66 and older,Baden-Wuerttemberg,Strong,0.36896,124,374,0.31999,0.41793
2002,66 and older,Baden-Wuerttemberg,A Little,0.48353,193,374,0.43282,0.53425
2002,66 and older,Baden-Wuerttemberg,Not at all,0.13530,57,374,0.10059,0.17002
2002,66 and older,Bavaria,Strong,0.34029,164,495,0.29851,0.38208
2002,66 and older,Bavaria,A Little,0.48861,240,495,0.44452,0.53269
2002,66 and older,Bavaria,Not at all,0.15859,91,495,0.12638,0.19081
2002,66 and older,Berlin,A Little,0.57149,60,60,0.44522,0.69777
2002,66 and older,Brandenburg,Strong,0.38160,62,155,0.30487,0.45832
2002,66 and older,Brandenburg,A Little,0.50717,93,155,0.42820,0.58613
2002,66 and older,Mecklenburg-Western Pomerania,A Little,0.52126,44,44,0.37195,0.67058
2002,66 and older,Saxony,Strong,0.37830,103,247,0.31770,0.43891
2002,66 and older,Saxony,A Little,0.51938,144,247,0.45695,0.58182
2002,66 and older,Saxony-Anhalt,Strong,0.38778,61,139,0.30649,0.46908
2002,66 and older,Saxony-Anhalt,A Little,0.47480,78,139,0.39148,0.55811
2002,66 and older,Thuringa,Strong,0.29030,45,126,0.21073,0.36987
2002,66 and older,Thuringa,A Little,0.58247,81,126,0.49601,0.66892
2004,17-29 y.,Schleswig-Holstein,Not at all,0.86369,101,101,0.79644,0.93094
2004,17-29 y.,Hamburg,Not at all,0.73686,45,45,0.60675,0.86697
2004,17-29 y.,Lower Saxony,A Little,0.19741,57,320,0.15373,0.24109
2004,17-29 y.,Lower Saxony,Not at all,0.74683,263,320,0.69911,0.79455
2004,17-29 y.,North Rhine-Westphalia,A Little,0.15446,123,741,0.12842,0.18049
2004,17-29 y.,North Rhine-Westphalia,Not at all,0.82168,618,741,0.79410,0.84926
2004,17-29 y.,Hesse,A Little,0.13682,32,234,0.09269,0.18095
2004,17-29 y.,Hesse,Not at all,0.80024,202,234,0.74890,0.85158
2004,17-29 y.,"Rhineland-Palatinate, Saarland",A Little,0.19571,39,216,0.14267,0.24874
2004,17-29 y.,"Rhineland-Palatinate, Saarland",Not at all,0.78609,177,216,0.73127,0.84090
2004,17-29 y.,Baden-Wuerttemberg,A Little,0.15477,71,497,0.12294,0.18660
2004,17-29 y.,Baden-Wuerttemberg,Not at all,0.83220,426,497,0.79931,0.86509
2004,17-29 y.,Bavaria,A Little,0.19132,94,547,0.15833,0.22431
2004,17-29 y.,Bavaria,Not at all,0.78627,453,547,0.75189,0.82066
2004,17-29 y.,Berlin,A Little,0.22226,42,177,0.16083,0.28368
2004,17-29 y.,Berlin,Not at all,0.74550,135,177,0.68114,0.80985
2004,17-29 y.,Brandenburg,A Little,0.25218,41,164,0.18552,0.31885
2004,17-29 y.,Brandenburg,Not at all,0.73629,123,164,0.66865,0.80394
2004,17-29 y.,Mecklenburg-Western Pomerania,Not at all,0.76861,72,72,0.67052,0.86671
2004,17-29 y.,Saxony,A Little,0.22618,73,309,0.17946,0.27291
2004,17-29 y.,Saxony,Not at all,0.74737,236,309,0.69885,0.79590
2004,17-29 y.,Saxony-Anhalt,Not at all,0.84570,157,157,0.78901,0.90238
2004,17-29 y.,Thuringa,A Little,0.24168,44,206,0.18308,0.30029
2004,17-29 y.,Thuringa,Not at all,0.75274,162,206,0.69368,0.81180
2004,30-45 y.,Schleswig-Holstein,A Little,0.21450,37,163,0.15129,0.27771
2004,30-45 y.,Schleswig-Holstein,Not at all,0.74244,126,163,0.67510,0.80978
2004,30-45 y.,Hamburg,Not at all,0.76896,56,56,0.65757,0.88036
2004,30-45 y.,Lower Saxony,Strong,0.05136,36,596,0.03362,0.06909
2004,30-45 y.,Lower Saxony,A Little,0.34118,199,596,0.30308,0.37927
2004,30-45 y.,Lower Saxony,Not at all,0.60614,361,596,0.56687,0.64540
2004,30-45 y.,Bremen,Not at all,0.57575,32,32,0.40177,0.74974
2004,30-45 y.,North Rhine-Westphalia,Strong,0.04455,50,1399,0.03373,0.05536
2004,30-45 y.,North Rhine-Westphalia,A Little,0.27505,361,1399,0.25164,0.29845
2004,30-45 y.,North Rhine-Westphalia,Not at all,0.67647,988,1399,0.65195,0.70100
2004,30-45 y.,Hesse,A Little,0.27470,131,440,0.23294,0.31645
2004,30-45 y.,Hesse,Not at all,0.66461,309,440,0.62044,0.70877
2004,30-45 y.,"Rhineland-Palatinate, Saarland",A Little,0.31494,111,397,0.26919,0.36069
2004,30-45 y.,"Rhineland-Palatinate, Saarland",Not at all,0.61592,286,397,0.56802,0.66383
2004,30-45 y.,Baden-Wuerttemberg,Strong,0.05734,41,883,0.04200,0.07269
2004,30-45 y.,Baden-Wuerttemberg,A Little,0.27505,226,883,0.24558,0.30452
2004,30-45 y.,Baden-Wuerttemberg,Not at all,0.66131,616,883,0.63008,0.69254
2004,30-45 y.,Bavaria,Strong,0.05420,43,957,0.03984,0.06855
2004,30-45 y.,Bavaria,A Little,0.27564,256,957,0.24731,0.30396
2004,30-45 y.,Bavaria,Not at all,0.66953,658,957,0.63972,0.69935
2004,30-45 y.,Berlin,A Little,0.35648,72,208,0.29123,0.42173
2004,30-45 y.,Berlin,Not at all,0.56203,136,208,0.49444,0.62962
2004,30-45 y.,Brandenburg,A Little,0.36616,70,193,0.29802,0.43431
2004,30-45 y.,Brandenburg,Not at all,0.57322,123,193,0.50326,0.64319
2004,30-45 y.,Mecklenburg-Western Pomerania,A Little,0.35607,49,133,0.27439,0.43776
2004,30-45 y.,Mecklenburg-Western Pomerania,Not at all,0.54721,84,133,0.46229,0.63213
2004,30-45 y.,Saxony,A Little,0.28239,129,422,0.23939,0.32539
2004,30-45 y.,Saxony,Not at all,0.64036,293,422,0.59452,0.68620
2004,30-45 y.,Saxony-Anhalt,A Little,0.35266,75,206,0.28725,0.41806
2004,30-45 y.,Saxony-Anhalt,Not at all,0.59525,131,206,0.52805,0.66244
2004,30-45 y.,Thuringa,A Little,0.34192,90,249,0.28289,0.40096
2004,30-45 y.,Thuringa,Not at all,0.59363,159,249,0.53250,0.65476
2004,46-65 y.,Schleswig-Holstein,A Little,0.29695,84,230,0.23777,0.35613
2004,46-65 y.,Schleswig-Holstein,Not at all,0.56315,146,230,0.49891,0.62739
2004,46-65 y.,Hamburg,A Little,0.29287,37,101,0.20368,0.38207
2004,46-65 y.,Hamburg,Not at all,0.46421,64,101,0.36646,0.56196
2004,46-65 y.,Lower Saxony,Strong,0.18368,87,593,0.15249,0.21487
2004,46-65 y.,Lower Saxony,A Little,0.41574,247,593,0.37604,0.45544
2004,46-65 y.,Lower Saxony,Not at all,0.39941,259,593,0.35995,0.43886
2004,46-65 y.,Bremen,Not at all,0.48479,35,35,0.31680,0.65278
2004,46-65 y.,North Rhine-Westphalia,Strong,0.17494,224,1568,0.15613,0.19375
2004,46-65 y.,North Rhine-Westphalia,A Little,0.40638,642,1568,0.38206,0.43070
2004,46-65 y.,North Rhine-Westphalia,Not at all,0.41697,702,1568,0.39255,0.44138
2004,46-65 y.,Hesse,Strong,0.18802,79,509,0.15404,0.22200
2004,46-65 y.,Hesse,A Little,0.41004,212,509,0.36727,0.45281
2004,46-65 y.,Hesse,Not at all,0.39060,218,509,0.34817,0.43302
2004,46-65 y.,"Rhineland-Palatinate, Saarland",Strong,0.17336,58,407,0.13654,0.21018
2004,46-65 y.,"Rhineland-Palatinate, Saarland",A Little,0.31705,140,407,0.27179,0.36232
2004,46-65 y.,"Rhineland-Palatinate, Saarland",Not at all,0.50959,209,407,0.46096,0.55821
2004,46-65 y.,Baden-Wuerttemberg,Strong,0.17264,134,828,0.14688,0.19840
2004,46-65 y.,Baden-Wuerttemberg,A Little,0.46640,363,828,0.43240,0.50040
2004,46-65 y.,Baden-Wuerttemberg,Not at all,0.35314,331,828,0.32057,0.38572
2004,46-65 y.,Bavaria,Strong,0.16149,136,1009,0.13877,0.18420
2004,46-65 y.,Bavaria,A Little,0.42864,427,1009,0.39808,0.45919
2004,46-65 y.,Bavaria,Not at all,0.39808,446,1009,0.36786,0.42830
2004,46-65 y.,Berlin,Strong,0.19856,51,279,0.15167,0.24546
2004,46-65 y.,Berlin,A Little,0.40797,116,279,0.35020,0.46575
2004,46-65 y.,Berlin,Not at all,0.39002,112,279,0.33268,0.44736
2004,46-65 y.,Brandenburg,Strong,0.15644,53,340,0.11777,0.19512
2004,46-65 y.,Brandenburg,A Little,0.50229,170,340,0.44906,0.55552
2004,46-65 y.,Brandenburg,Not at all,0.34127,117,340,0.29079,0.39174
2004,46-65 y.,Mecklenburg-Western Pomerania,A Little,0.49504,87,153,0.41555,0.57452
2004,46-65 y.,Mecklenburg-Western Pomerania,Not at all,0.34046,66,153,0.26513,0.41579
2004,46-65 y.,Saxony,Strong,0.19176,93,526,0.15809,0.22544
2004,46-65 y.,Saxony,A Little,0.43489,228,526,0.39248,0.47729
2004,46-65 y.,Saxony,Not at all,0.36612,205,526,0.32491,0.40733
2004,46-65 y.,Saxony-Anhalt,Strong,0.16716,57,347,0.12785,0.20648
2004,46-65 y.,Saxony-Anhalt,A Little,0.48577,177,347,0.43311,0.53844
2004,46-65 y.,Saxony-Anhalt,Not at all,0.33233,113,347,0.28270,0.38197
2004,46-65 y.,Thuringa,Strong,0.24118,57,308,0.19332,0.28903
2004,46-65 y.,Thuringa,A Little,0.47837,156,308,0.42249,0.53425
2004,46-65 y.,Thuringa,Not at all,0.26622,95,308,0.21677,0.31566
2004,66 and older,Schleswig-Holstein,Strong,0.27084,31,125,0.19262,0.34906
2004,66 and older,Schleswig-Holstein,A Little,0.47216,54,125,0.38429,0.56003
2004,66 and older,Schleswig-Holstein,Not at all,0.25480,40,125,0.17810,0.33150
2004,66 and older,Lower Saxony,Strong,0.35288,121,359,0.30338,0.40238
2004,66 and older,Lower Saxony,A Little,0.45802,162,359,0.40641,0.50963
2004,66 and older,Lower Saxony,Not at all,0.18910,76,359,0.14854,0.22967
2004,66 and older,North Rhine-Westphalia,Strong,0.39770,291,804,0.36384,0.43155
2004,66 and older,North Rhine-Westphalia,A Little,0.42045,355,804,0.38630,0.45459
2004,66 and older,North Rhine-Westphalia,Not at all,0.17148,158,804,0.14541,0.19755
2004,66 and older,Hesse,Strong,0.38683,84,220,0.32233,0.45134
2004,66 and older,Hesse,A Little,0.42781,95,220,0.36228,0.49334
2004,66 and older,Hesse,Not at all,0.17807,41,220,0.12740,0.22874
2004,66 and older,"Rhineland-Palatinate, Saarland",Strong,0.40377,93,257,0.34366,0.46387
2004,66 and older,"Rhineland-Palatinate, Saarland",A Little,0.41317,111,257,0.35285,0.47349
2004,66 and older,"Rhineland-Palatinate, Saarland",Not at all,0.17520,53,257,0.12863,0.22176
2004,66 and older,Baden-Wuerttemberg,Strong,0.39208,137,377,0.34273,0.44143
2004,66 and older,Baden-Wuerttemberg,A Little,0.46105,178,377,0.41066,0.51143
2004,66 and older,Baden-Wuerttemberg,Not at all,0.13861,62,377,0.10368,0.17353
2004,66 and older,Bavaria,Strong,0.35951,172,508,0.31774,0.40128
2004,66 and older,Bavaria,A Little,0.47470,248,508,0.43123,0.51817
2004,66 and older,Bavaria,Not at all,0.14983,88,508,0.11876,0.18089
2004,66 and older,Berlin,Strong,0.35520,44,102,0.26186,0.44853
2004,66 and older,Berlin,A Little,0.52365,58,102,0.42625,0.62106
2004,66 and older,Brandenburg,Strong,0.41859,69,170,0.34422,0.49297
2004,66 and older,Brandenburg,A Little,0.50398,101,170,0.42860,0.57936
2004,66 and older,Mecklenburg-Western Pomerania,A Little,0.55470,50,50,0.41554,0.69386
2004,66 and older,Saxony,Strong,0.40183,110,279,0.34420,0.45946
2004,66 and older,Saxony,A Little,0.46286,134,279,0.40425,0.52147
2004,66 and older,Saxony,Not at all,0.12227,35,279,0.08376,0.16078
2004,66 and older,Saxony-Anhalt,Strong,0.38289,64,150,0.30484,0.46094
2004,66 and older,Saxony-Anhalt,A Little,0.46537,86,150,0.38527,0.54546
2004,66 and older,Thuringa,Strong,0.31120,52,139,0.23395,0.38844
2004,66 and older,Thuringa,A Little,0.54104,87,139,0.45790,0.62418
2006,17-29 y.,Schleswig-Holstein,Not at all,0.73284,88,88,0.63986,0.82582
2006,17-29 y.,Hamburg,Not at all,0.80710,52,52,0.69880,0.91539
2006,17-29 y.,Lower Saxony,A Little,0.15232,61,315,0.11258,0.19207
2006,17-29 y.,Lower Saxony,Not at all,0.75492,254,315,0.70735,0.80250
2006,17-29 y.,North Rhine-Westphalia,A Little,0.14612,105,670,0.11935,0.17289
2006,17-29 y.,North Rhine-Westphalia,Not at all,0.76462,565,670,0.73247,0.79677
2006,17-29 y.,Hesse,Not at all,0.74549,183,183,0.68220,0.80877
2006,17-29 y.,"Rhineland-Palatinate, Saarland",A Little,0.20618,37,204,0.15053,0.26183
2006,17-29 y.,"Rhineland-Palatinate, Saarland",Not at all,0.70729,167,204,0.64470,0.76988
2006,17-29 y.,Baden-Wuerttemberg,A Little,0.12302,54,499,0.09417,0.15187
2006,17-29 y.,Baden-Wuerttemberg,Not at all,0.81317,445,499,0.77894,0.84740
2006,17-29 y.,Bavaria,A Little,0.15638,88,507,0.12473,0.18803
2006,17-29 y.,Bavaria,Not at all,0.77803,419,507,0.74182,0.81424
2006,17-29 y.,Berlin,A Little,0.20192,33,147,0.13680,0.26704
2006,17-29 y.,Berlin,Not at all,0.74847,114,147,0.67809,0.81885
2006,17-29 y.,Brandenburg,A Little,0.22991,39,156,0.16366,0.29615
2006,17-29 y.,Brandenburg,Not at all,0.69210,117,156,0.61943,0.76477
2006,17-29 y.,Mecklenburg-Western Pomerania,Not at all,0.73539,73,73,0.63349,0.83728
2006,17-29 y.,Saxony,A Little,0.18544,60,285,0.14024,0.23065
2006,17-29 y.,Saxony,Not at all,0.69981,225,285,0.64650,0.75311
2006,17-29 y.,Saxony-Anhalt,A Little,0.19586,40,180,0.13772,0.25400
2006,17-29 y.,Saxony-Anhalt,Not at all,0.73766,140,180,0.67321,0.80210
2006,17-29 y.,Thuringa,A Little,0.19657,35,159,0.13460,0.25853
2006,17-29 y.,Thuringa,Not at all,0.72527,124,159,0.65566,0.79487
2006,30-45 y.,Schleswig-Holstein,A Little,0.33224,53,156,0.25808,0.40639
2006,30-45 y.,Schleswig-Holstein,Not at all,0.57065,103,156,0.49272,0.64857
2006,30-45 y.,Hamburg,Not at all,0.86668,56,56,0.77685,0.95652
2006,30-45 y.,Lower Saxony,Strong,0.06363,40,579,0.04373,0.08353
2006,30-45 y.,Lower Saxony,A Little,0.33580,180,579,0.29729,0.37430
2006,30-45 y.,Lower Saxony,Not at all,0.59817,359,579,0.55820,0.63814
2006,30-45 y.,North Rhine-Westphalia,Strong,0.04904,65,1344,0.03749,0.06059
2006,30-45 y.,North Rhine-Westphalia,A Little,0.26964,337,1344,0.24590,0.29337
2006,30-45 y.,North Rhine-Westphalia,Not at all,0.68061,942,1344,0.65568,0.70555
2006,30-45 y.,Hesse,A Little,0.33129,161,437,0.28711,0.37548
2006,30-45 y.,Hesse,Not at all,0.61100,276,437,0.56524,0.65676
2006,30-45 y.,"Rhineland-Palatinate, Saarland",A Little,0.30453,99,360,0.25692,0.35213
2006,30-45 y.,"Rhineland-Palatinate, Saarland",Not at all,0.63725,261,360,0.58751,0.68698
2006,30-45 y.,Baden-Wuerttemberg,Strong,0.05804,41,856,0.04237,0.07372
2006,30-45 y.,Baden-Wuerttemberg,A Little,0.26611,203,856,0.23649,0.29573
2006,30-45 y.,Baden-Wuerttemberg,Not at all,0.67279,612,856,0.64134,0.70424
2006,30-45 y.,Bavaria,Strong,0.06510,47,950,0.04941,0.08080
2006,30-45 y.,Bavaria,A Little,0.30262,296,950,0.27339,0.33184
2006,30-45 y.,Bavaria,Not at all,0.62903,607,950,0.59830,0.65977
2006,30-45 y.,Berlin,A Little,0.42786,67,179,0.35517,0.50054
2006,30-45 y.,Berlin,Not at all,0.51286,112,179,0.43943,0.58629
2006,30-45 y.,Brandenburg,A Little,0.42434,93,216,0.35827,0.49040
2006,30-45 y.,Brandenburg,Not at all,0.53530,123,216,0.46864,0.60197
2006,30-45 y.,Mecklenburg-Western Pomerania,A Little,0.35143,53,141,0.27235,0.43052
2006,30-45 y.,Mecklenburg-Western Pomerania,Not at all,0.55549,88,141,0.47318,0.63781
2006,30-45 y.,Saxony,A Little,0.33303,132,376,0.28533,0.38073
2006,30-45 y.,Saxony,Not at all,0.58816,244,376,0.53835,0.63798
2006,30-45 y.,Saxony-Anhalt,A Little,0.27227,65,197,0.20995,0.33459
2006,30-45 y.,Saxony-Anhalt,Not at all,0.63138,132,197,0.56384,0.69892
2006,30-45 y.,Thuringa,A Little,0.44012,107,248,0.37821,0.50203
2006,30-45 y.,Thuringa,Not at all,0.51747,141,248,0.45516,0.57979
2006,46-65 y.,Schleswig-Holstein,Strong,0.15065,38,248,0.10604,0.19526
2006,46-65 y.,Schleswig-Holstein,A Little,0.39809,97,248,0.33704,0.45913
2006,46-65 y.,Schleswig-Holstein,Not at all,0.45126,113,248,0.38921,0.51332
2006,46-65 y.,Hamburg,A Little,0.29429,32,97,0.20313,0.38546
2006,46-65 y.,Hamburg,Not at all,0.53679,65,97,0.43704,0.63654
2006,46-65 y.,Lower Saxony,Strong,0.14872,87,625,0.12080,0.17664
2006,46-65 y.,Lower Saxony,A Little,0.39902,243,625,0.36060,0.43745
2006,46-65 y.,Lower Saxony,Not at all,0.44463,295,625,0.40564,0.48362
2006,46-65 y.,North Rhine-Westphalia,Strong,0.16031,231,1574,0.14218,0.17844
2006,46-65 y.,North Rhine-Westphalia,A Little,0.39195,600,1574,0.36782,0.41608
2006,46-65 y.,North Rhine-Westphalia,Not at all,0.44553,743,1574,0.42097,0.47009
2006,46-65 y.,Hesse,Strong,0.19231,82,521,0.15843,0.22618
2006,46-65 y.,Hesse,A Little,0.43981,220,521,0.39715,0.48248
2006,46-65 y.,Hesse,Not at all,0.36788,219,521,0.32643,0.40933
2006,46-65 y.,"Rhineland-Palatinate, Saarland",Strong,0.16345,62,430,0.12846,0.19844
2006,46-65 y.,"Rhineland-Palatinate, Saarland",A Little,0.32514,140,430,0.28081,0.36946
