year,bula_h,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Schleswig-Holstein,Strong,0.11453,85,711,0.09111,0.13796
2002,Schleswig-Holstein,A Little,0.27314,212,711,0.24037,0.30592
2002,Schleswig-Holstein,Not at all,0.43621,414,711,0.39973,0.47268
2002,Hamburg,Strong,0.17805,43,323,0.13626,0.21983
2002,Hamburg,A Little,0.21261,79,323,0.16792,0.25730
2002,Hamburg,Not at all,0.48497,201,323,0.43038,0.53956
2002,Lower Saxony,Strong,0.12827,272,1969,0.11349,0.14304
2002,Lower Saxony,A Little,0.30088,693,1969,0.28061,0.32114
2002,Lower Saxony,Not at all,0.38451,1004,1969,0.36302,0.40601
2002,Bremen,Strong,0.20774,33,172,0.14693,0.26854
2002,Bremen,A Little,0.29455,46,172,0.22623,0.36288
2002,Bremen,Not at all,0.36450,93,172,0.29236,0.43664
2002,North Rhine-Westphalia,Strong,0.12588,585,4847,0.11654,0.13522
2002,North Rhine-Westphalia,A Little,0.28424,1578,4847,0.27154,0.29694
2002,North Rhine-Westphalia,Not at all,0.42132,2684,4847,0.40742,0.43523
2002,Hesse,Strong,0.13844,236,1635,0.12170,0.15519
2002,Hesse,A Little,0.26159,513,1635,0.24028,0.28290
2002,Hesse,Not at all,0.40866,886,1635,0.38483,0.43250
2002,"Rhineland-Palatinate, Saarland",Strong,0.12280,181,1375,0.10545,0.14016
2002,"Rhineland-Palatinate, Saarland",A Little,0.26160,422,1375,0.23836,0.28484
2002,"Rhineland-Palatinate, Saarland",Not at all,0.41483,772,1375,0.38878,0.44088
2002,Baden-Wuerttemberg,Strong,0.12069,336,2777,0.10857,0.13281
2002,Baden-Wuerttemberg,A Little,0.27953,902,2777,0.26284,0.29623
2002,Baden-Wuerttemberg,Not at all,0.40125,1539,2777,0.38302,0.41949
2002,Bavaria,Strong,0.12022,382,3244,0.10902,0.13141
2002,Bavaria,A Little,0.28972,1078,3244,0.27410,0.30533
2002,Bavaria,Not at all,0.41999,1784,3244,0.40300,0.43698
2002,Berlin,Strong,0.10809,96,826,0.08691,0.12928
2002,Berlin,A Little,0.31381,309,826,0.28215,0.34548
2002,Berlin,Not at all,0.40670,421,826,0.37318,0.44022
2002,Brandenburg,Strong,0.15354,156,960,0.13072,0.17636
2002,Brandenburg,A Little,0.38844,418,960,0.35759,0.41929
2002,Brandenburg,Not at all,0.32945,386,960,0.29970,0.35919
2002,Mecklenburg-Western Pomerania,Strong,0.17053,85,514,0.13798,0.20307
2002,Mecklenburg-Western Pomerania,A Little,0.34787,196,514,0.30665,0.38908
2002,Mecklenburg-Western Pomerania,Not at all,0.33524,233,514,0.29439,0.37609
2002,Saxony,Strong,0.13297,217,1640,0.11653,0.14940
2002,Saxony,A Little,0.34253,623,1640,0.31956,0.36551
2002,Saxony,Not at all,0.38072,800,1640,0.35721,0.40423
2002,Saxony-Anhalt,Strong,0.16094,155,967,0.13776,0.18411
2002,Saxony-Anhalt,A Little,0.36676,398,967,0.33637,0.39715
2002,Saxony-Anhalt,Not at all,0.34678,414,967,0.31676,0.37679
2002,Thuringa,Strong,0.12655,113,964,0.10555,0.14754
2002,Thuringa,A Little,0.35487,390,964,0.32465,0.38509
2002,Thuringa,Not at all,0.37721,461,964,0.34660,0.40783
2004,Schleswig-Holstein,Strong,0.10120,66,666,0.07828,0.12412
2004,Schleswig-Holstein,A Little,0.23982,187,666,0.20737,0.27228
2004,Schleswig-Holstein,Not at all,0.50318,413,666,0.46518,0.54119
2004,Hamburg,Strong,0.14480,37,293,0.10443,0.18516
2004,Hamburg,A Little,0.23022,79,293,0.18194,0.27851
2004,Hamburg,Not at all,0.48369,177,293,0.42637,0.54101
2004,Lower Saxony,Strong,0.13683,255,1879,0.12128,0.15237
2004,Lower Saxony,A Little,0.30390,665,1879,0.28309,0.32470
2004,Lower Saxony,Not at all,0.38128,959,1879,0.35931,0.40324
2004,Bremen,A Little,0.30975,45,141,0.23316,0.38635
2004,Bremen,Not at all,0.39386,96,141,0.31292,0.47479
2004,North Rhine-Westphalia,Strong,0.13580,580,4527,0.12582,0.14578
2004,North Rhine-Westphalia,A Little,0.27830,1481,4527,0.26524,0.29136
2004,North Rhine-Westphalia,Not at all,0.42082,2466,4527,0.40644,0.43520
2004,Hesse,Strong,0.13547,196,1436,0.11777,0.15318
2004,Hesse,A Little,0.26415,470,1436,0.24134,0.28696
2004,Hesse,Not at all,0.39866,770,1436,0.37333,0.42399
2004,"Rhineland-Palatinate, Saarland",Strong,0.13568,175,1301,0.11707,0.15430
2004,"Rhineland-Palatinate, Saarland",A Little,0.26058,401,1301,0.23671,0.28444
2004,"Rhineland-Palatinate, Saarland",Not at all,0.42021,725,1301,0.39338,0.44704
2004,Baden-Wuerttemberg,Strong,0.12108,318,2591,0.10852,0.13365
2004,Baden-Wuerttemberg,A Little,0.28200,838,2591,0.26467,0.29933
2004,Baden-Wuerttemberg,Not at all,0.40092,1435,2591,0.38205,0.41980
2004,Bavaria,Strong,0.12686,358,3028,0.11500,0.13871
2004,Bavaria,A Little,0.29891,1025,3028,0.28260,0.31521
2004,Bavaria,Not at all,0.41268,1645,3028,0.39514,0.43021
2004,Berlin,Strong,0.12588,113,801,0.10289,0.14886
2004,Berlin,A Little,0.31561,288,801,0.28340,0.34782
2004,Berlin,Not at all,0.39750,400,801,0.36359,0.43142
2004,Brandenburg,Strong,0.15427,139,902,0.13069,0.17786
2004,Brandenburg,A Little,0.37130,382,902,0.33975,0.40284
2004,Brandenburg,Not at all,0.34340,381,902,0.31239,0.37441
2004,Mecklenburg-Western Pomerania,Strong,0.12947,66,508,0.10025,0.15869
2004,Mecklenburg-Western Pomerania,A Little,0.37207,209,508,0.32999,0.41414
2004,Mecklenburg-Western Pomerania,Not at all,0.35460,233,508,0.31296,0.39624
2004,Saxony,Strong,0.15533,233,1566,0.13738,0.17327
2004,Saxony,A Little,0.31541,564,1566,0.29238,0.33843
2004,Saxony,Not at all,0.39556,769,1566,0.37134,0.41979
