year,quintil_oecd,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,1st Quintile,Strong,0.15634,613,3444,0.14421,0.16848
2002,1st Quintile,A Little,0.26937,1169,3444,0.25455,0.28418
2002,1st Quintile,Not at all,0.35019,1662,3444,0.33426,0.36613
2002,2nd Quintile,Strong,0.14478,650,3922,0.13376,0.15579
2002,2nd Quintile,A Little,0.29439,1404,3922,0.28012,0.30865
2002,2nd Quintile,Not at all,0.36461,1868,3922,0.34954,0.37967
2002,3rd Quintile,Strong,0.12800,570,4049,0.11771,0.13830
2002,3rd Quintile,A Little,0.29700,1463,4049,0.28292,0.31108
2002,3rd Quintile,Not at all,0.38490,2016,4049,0.36991,0.39989
2002,4th Quintile,Strong,0.11627,504,4336,0.10672,0.12581
2002,4th Quintile,A Little,0.30893,1512,4336,0.29517,0.32268
2002,4th Quintile,Not at all,0.42438,2320,4336,0.40966,0.43909
2002,5th Quintile,Strong,0.11276,501,4950,0.10394,0.12157
2002,5th Quintile,A Little,0.31796,1652,4950,0.30499,0.33093
2002,5th Quintile,Not at all,0.48012,2797,4950,0.46620,0.49404
2004,1st Quintile,Strong,0.15704,573,3275,0.14457,0.16950
2004,1st Quintile,A Little,0.26404,1083,3275,0.24894,0.27914
2004,1st Quintile,Not at all,0.36443,1619,3275,0.34794,0.38091
2004,2nd Quintile,Strong,0.14838,617,3799,0.13707,0.15968
2004,2nd Quintile,A Little,0.28905,1354,3799,0.27463,0.30346
2004,2nd Quintile,Not at all,0.36165,1828,3799,0.34637,0.37693
2004,3rd Quintile,Strong,0.13162,551,3927,0.12104,0.14219
2004,3rd Quintile,A Little,0.30767,1431,3927,0.29324,0.32211
2004,3rd Quintile,Not at all,0.38490,1945,3927,0.36968,0.40012
2004,4th Quintile,Strong,0.13572,561,4344,0.12554,0.14591
2004,4th Quintile,A Little,0.29976,1489,4344,0.28614,0.31339
2004,4th Quintile,Not at all,0.42093,2294,4344,0.40625,0.43561
2004,5th Quintile,Strong,0.09465,515,6177,0.08735,0.10195
2004,5th Quintile,A Little,0.30325,2019,6177,0.29179,0.31472
2004,5th Quintile,Not at all,0.49919,3643,6177,0.48672,0.51166
2006,1st Quintile,Strong,0.15463,517,2946,0.14157,0.16769
2006,1st Quintile,A Little,0.27496,1014,2946,0.25884,0.29109
2006,1st Quintile,Not at all,0.36251,1415,2946,0.34514,0.37987
2006,2nd Quintile,Strong,0.15757,587,3276,0.14510,0.17005
2006,2nd Quintile,A Little,0.30841,1264,3276,0.29259,0.32423
2006,2nd Quintile,Not at all,0.33292,1425,3276,0.31678,0.34906
2006,3rd Quintile,Strong,0.13682,569,3639,0.12565,0.14798
2006,3rd Quintile,A Little,0.30983,1333,3639,0.29480,0.32485
2006,3rd Quintile,Not at all,0.37142,1737,3639,0.35572,0.38712
2006,4th Quintile,Strong,0.11729,513,3930,0.10723,0.12735
2006,4th Quintile,A Little,0.30562,1413,3930,0.29121,0.32002
2006,4th Quintile,Not at all,0.42146,2004,3930,0.40602,0.43690
2006,5th Quintile,Strong,0.10129,513,5501,0.09331,0.10926
2006,5th Quintile,A Little,0.31738,1885,5501,0.30508,0.32968
2006,5th Quintile,Not at all,0.48036,3103,5501,0.46715,0.49356
2008,1st Quintile,Strong,0.16825,583,3009,0.15488,0.18162
2008,1st Quintile,A Little,0.27637,1022,3009,0.26039,0.29235
2008,1st Quintile,Not at all,0.35353,1404,3009,0.33645,0.37061
2008,2nd Quintile,Strong,0.16194,614,3345,0.14946,0.17443
2008,2nd Quintile,A Little,0.29216,1214,3345,0.27674,0.30757
2008,2nd Quintile,Not at all,0.35460,1517,3345,0.33839,0.37082
2008,3rd Quintile,Strong,0.12576,545,3764,0.11517,0.13636
2008,3rd Quintile,A Little,0.31617,1381,3764,0.30131,0.33103
2008,3rd Quintile,Not at all,0.38817,1838,3764,0.37259,0.40374
2008,4th Quintile,Strong,0.11344,507,3913,0.10350,0.12337
2008,4th Quintile,A Little,0.30498,1361,3913,0.29055,0.31941
2008,4th Quintile,Not at all,0.43469,2045,3913,0.41915,0.45022
2008,5th Quintile,Strong,0.08304,466,5227,0.07556,0.09052
2008,5th Quintile,A Little,0.31388,1802,5227,0.30129,0.32646
2008,5th Quintile,Not at all,0.49701,2959,5227,0.48346,0.51057
2014,1st Quintile,Strong,0.18240,1066,5787,0.17245,0.19235
2014,1st Quintile,A Little,0.26019,1826,5787,0.24889,0.27150
2014,1st Quintile,Not at all,0.34559,2895,5787,0.33334,0.35785
2014,2nd Quintile,Strong,0.17080,862,5509,0.16086,0.18074
2014,2nd Quintile,A Little,0.29609,1866,5509,0.28403,0.30815
2014,2nd Quintile,Not at all,0.34934,2781,5509,0.33675,0.36193
2014,3rd Quintile,Strong,0.13005,674,5170,0.12088,0.13922
2014,3rd Quintile,A Little,0.32271,1808,5170,0.30996,0.33545
2014,3rd Quintile,Not at all,0.38782,2688,5170,0.37454,0.40110
2014,4th Quintile,Strong,0.10128,548,5148,0.09304,0.10952
2014,4th Quintile,A Little,0.31173,1768,5148,0.29907,0.32438
2014,4th Quintile,Not at all,0.44572,2832,5148,0.43214,0.45930
2014,5th Quintile,Strong,0.07837,441,5398,0.07120,0.08554
2014,5th Quintile,A Little,0.29007,1757,5398,0.27797,0.30218
2014,5th Quintile,Not at all,0.52672,3200,5398,0.51340,0.54004
2016,1st Quintile,Strong,0.17366,873,4962,0.16311,0.18420
2016,1st Quintile,A Little,0.25680,1548,4962,0.24464,0.26895
2016,1st Quintile,Not at all,0.35038,2541,4962,0.33710,0.36366
2016,2nd Quintile,Strong,0.15308,788,5120,0.14321,0.16294
2016,2nd Quintile,A Little,0.29819,1779,5120,0.28566,0.31073
2016,2nd Quintile,Not at all,0.36585,2553,5120,0.35265,0.37904
2016,3rd Quintile,Strong,0.13475,662,4638,0.12492,0.14458
2016,3rd Quintile,A Little,0.30681,1585,4638,0.29354,0.32009
2016,3rd Quintile,Not at all,0.38931,2391,4638,0.37528,0.40335
2016,4th Quintile,Strong,0.09683,444,4573,0.08825,0.10540
2016,4th Quintile,A Little,0.32353,1599,4573,0.30997,0.33709
2016,4th Quintile,Not at all,0.44234,2530,4573,0.42795,0.45674
2016,5th Quintile,Strong,0.08359,404,4812,0.07577,0.09141
2016,5th Quintile,A Little,0.30162,1635,4812,0.28865,0.31459
2016,5th Quintile,Not at all,0.50545,2773,4812,0.49133,0.51958
2018,1st Quintile,Strong,0.16853,1094,7045,0.15979,0.17727
2018,1st Quintile,A Little,0.27459,2222,7045,0.26417,0.28501
2018,1st Quintile,Not at all,0.34217,3729,7045,0.33109,0.35325
2018,2nd Quintile,Strong,0.15895,833,5430,0.14922,0.16868
2018,2nd Quintile,A Little,0.29528,1873,5430,0.28314,0.30741
2018,2nd Quintile,Not at all,0.36480,2724,5430,0.35200,0.37761
2018,3rd Quintile,Strong,0.12911,641,4816,0.11964,0.13858
2018,3rd Quintile,A Little,0.30567,1638,4816,0.29266,0.31869
2018,3rd Quintile,Not at all,0.40681,2537,4816,0.39294,0.42069
2018,4th Quintile,Strong,0.09510,438,4630,0.08665,0.10355
2018,4th Quintile,A Little,0.32332,1623,4630,0.30985,0.33680
2018,4th Quintile,Not at all,0.44477,2569,4630,0.43046,0.45909
2018,5th Quintile,Strong,0.07510,428,5086,0.06785,0.08234
2018,5th Quintile,A Little,0.30367,1693,5086,0.29104,0.31631
2018,5th Quintile,Not at all,0.51387,2965,5086,0.50013,0.52760
2020,1st Quintile,Strong,0.17440,1174,6620,0.16526,0.18355
2020,1st Quintile,A Little,0.26759,2193,6620,0.25692,0.27825
2020,1st Quintile,Not at all,0.35119,3253,6620,0.33969,0.36269
2020,2nd Quintile,Strong,0.14462,731,4697,0.13456,0.15468
2020,2nd Quintile,A Little,0.32588,1850,4697,0.31247,0.33928
2020,2nd Quintile,Not at all,0.33868,2116,4697,0.32515,0.35222
2020,3rd Quintile,Strong,0.13001,576,4398,0.12007,0.13995
2020,3rd Quintile,A Little,0.33286,1671,4398,0.31893,0.34679
2020,3rd Quintile,Not at all,0.37614,2151,4398,0.36183,0.39046
2020,4th Quintile,Strong,0.08227,409,4422,0.07417,0.09036
2020,4th Quintile,A Little,0.33495,1642,4422,0.32104,0.34887
2020,4th Quintile,Not at all,0.43424,2371,4422,0.41963,0.44885
2020,5th Quintile,Strong,0.07142,413,5982,0.06489,0.07795
2020,5th Quintile,A Little,0.31633,2145,5982,0.30454,0.32812
