year,age_gr,migback,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,No migration background,Strong,0.02386,69,3163,0.01854,0.02918
2002,17-29 y.,No migration background,A Little,0.17947,557,3163,0.16610,0.19285
2002,17-29 y.,No migration background,Not at all,0.79190,2537,3163,0.77775,0.80605
2002,17-29 y.,Direct migration background,A Little,0.17499,69,433,0.13916,0.21082
2002,17-29 y.,Direct migration background,Not at all,0.81610,364,433,0.77957,0.85264
2002,17-29 y.,Indirect migration background,A Little,0.17700,82,508,0.14378,0.21022
2002,17-29 y.,Indirect migration background,Not at all,0.79354,426,508,0.75831,0.82877
2002,30-45 y.,No migration background,Strong,0.05440,324,6259,0.04878,0.06001
2002,30-45 y.,No migration background,A Little,0.29022,1809,6259,0.27897,0.30146
2002,30-45 y.,No migration background,Not at all,0.65214,4126,6259,0.64034,0.66394
2002,30-45 y.,Direct migration background,Strong,0.06568,51,966,0.05005,0.08130
2002,30-45 y.,Direct migration background,A Little,0.30596,264,966,0.27689,0.33503
2002,30-45 y.,Direct migration background,Not at all,0.62689,651,966,0.59638,0.65741
2002,30-45 y.,Indirect migration background,A Little,0.33589,53,180,0.26670,0.40508
2002,30-45 y.,Indirect migration background,Not at all,0.62519,127,180,0.55428,0.69611
2002,46-65 y.,No migration background,Strong,0.17911,1072,6748,0.16996,0.18826
2002,46-65 y.,No migration background,A Little,0.42706,2849,6748,0.41526,0.43886
2002,46-65 y.,No migration background,Not at all,0.38963,2827,6748,0.37799,0.40127
2002,46-65 y.,Direct migration background,Strong,0.19360,194,1031,0.16947,0.21773
2002,46-65 y.,Direct migration background,A Little,0.44360,454,1031,0.41326,0.47394
2002,46-65 y.,Direct migration background,Not at all,0.35728,383,1031,0.32802,0.38655
2002,66 and older,No migration background,Strong,0.36432,1093,3209,0.34766,0.38097
2002,66 and older,No migration background,A Little,0.46364,1528,3209,0.44638,0.48090
2002,66 and older,No migration background,Not at all,0.16585,588,3209,0.15298,0.17872
2002,66 and older,Direct migration background,Strong,0.38785,133,346,0.33643,0.43927
2002,66 and older,Direct migration background,A Little,0.49379,172,346,0.44104,0.54655
2002,66 and older,Direct migration background,Not at all,0.11152,41,346,0.07831,0.14474
2004,17-29 y.,No migration background,Strong,0.02189,49,3061,0.01671,0.02708
2004,17-29 y.,No migration background,A Little,0.18945,551,3061,0.17557,0.20334
2004,17-29 y.,No migration background,Not at all,0.78563,2461,3061,0.77109,0.80017
2004,17-29 y.,Direct migration background,A Little,0.15582,64,362,0.11841,0.19324
2004,17-29 y.,Direct migration background,Not at all,0.79515,298,362,0.75352,0.83679
2004,17-29 y.,Indirect migration background,A Little,0.15532,74,510,0.12385,0.18679
2004,17-29 y.,Indirect migration background,Not at all,0.83831,436,510,0.80632,0.87029
2004,30-45 y.,No migration background,Strong,0.05462,264,5447,0.04858,0.06065
2004,30-45 y.,No migration background,A Little,0.28689,1520,5447,0.27487,0.29890
2004,30-45 y.,No migration background,Not at all,0.65524,3663,5447,0.64262,0.66786
2004,30-45 y.,Direct migration background,Strong,0.06853,46,847,0.05151,0.08556
2004,30-45 y.,Direct migration background,A Little,0.32566,258,847,0.29408,0.35724
2004,30-45 y.,Direct migration background,Not at all,0.60551,543,847,0.57258,0.63845
2004,30-45 y.,Indirect migration background,A Little,0.31400,60,212,0.25138,0.37663
2004,30-45 y.,Indirect migration background,Not at all,0.65951,152,212,0.59556,0.72345
2004,46-65 y.,No migration background,Strong,0.17330,939,6337,0.16398,0.18262
2004,46-65 y.,No migration background,A Little,0.41461,2671,6337,0.40248,0.42674
2004,46-65 y.,No migration background,Not at all,0.40595,2727,6337,0.39386,0.41804
2004,46-65 y.,Direct migration background,Strong,0.20447,175,951,0.17882,0.23012
2004,46-65 y.,Direct migration background,A Little,0.42835,412,951,0.39689,0.45982
2004,46-65 y.,Direct migration background,Not at all,0.36524,364,951,0.33462,0.39586
2004,66 and older,No migration background,Strong,0.37644,1183,3361,0.36006,0.39283
2004,66 and older,No migration background,A Little,0.45773,1582,3361,0.44088,0.47457
2004,66 and older,No migration background,Not at all,0.15644,596,3361,0.14415,0.16872
2004,66 and older,Direct migration background,Strong,0.37650,135,357,0.32617,0.42683
2004,66 and older,Direct migration background,A Little,0.42564,160,357,0.37427,0.47700
2004,66 and older,Direct migration background,Not at all,0.18155,62,357,0.14151,0.22160
2006,17-29 y.,No migration background,Strong,0.01128,37,2880,0.00742,0.01514
2006,17-29 y.,No migration background,A Little,0.17712,531,2880,0.16318,0.19107
2006,17-29 y.,No migration background,Not at all,0.74477,2312,2880,0.72884,0.76069
2006,17-29 y.,Direct migration background,A Little,0.14438,47,315,0.10550,0.18325
2006,17-29 y.,Direct migration background,Not at all,0.80614,268,315,0.76241,0.84987
2006,17-29 y.,Indirect migration background,A Little,0.12330,56,459,0.09319,0.15342
2006,17-29 y.,Indirect migration background,Not at all,0.78184,403,459,0.74402,0.81967
2006,30-45 y.,No migration background,Strong,0.05615,257,5203,0.04989,0.06240
2006,30-45 y.,No migration background,A Little,0.30525,1550,5203,0.29274,0.31777
2006,30-45 y.,No migration background,Not at all,0.63335,3396,5203,0.62025,0.64644
2006,30-45 y.,Direct migration background,Strong,0.06692,47,783,0.04941,0.08444
2006,30-45 y.,Direct migration background,A Little,0.33031,245,783,0.29734,0.36327
2006,30-45 y.,Direct migration background,Not at all,0.60009,491,783,0.56575,0.63442
2006,30-45 y.,Indirect migration background,A Little,0.28473,65,260,0.22977,0.33969
2006,30-45 y.,Indirect migration background,Not at all,0.66558,195,260,0.60812,0.72303
2006,46-65 y.,No migration background,Strong,0.16118,974,6633,0.15233,0.17003
2006,46-65 y.,No migration background,A Little,0.42336,2767,6633,0.41147,0.43526
2006,46-65 y.,No migration background,Not at all,0.41320,2892,6633,0.40135,0.42505
2006,46-65 y.,Direct migration background,Strong,0.22190,182,880,0.19443,0.24937
2006,46-65 y.,Direct migration background,A Little,0.39418,362,880,0.36187,0.42648
2006,46-65 y.,Direct migration background,Not at all,0.38308,336,880,0.35094,0.41522
2006,66 and older,No migration background,Strong,0.37832,1397,4010,0.36331,0.39333
2006,66 and older,No migration background,A Little,0.44279,1831,4010,0.42742,0.45817
2006,66 and older,No migration background,Not at all,0.17287,782,4010,0.16117,0.18458
2006,66 and older,Direct migration background,Strong,0.43301,164,388,0.38364,0.48238
2006,66 and older,Direct migration background,A Little,0.44642,173,388,0.39689,0.49595
2006,66 and older,Direct migration background,Not at all,0.12010,51,388,0.08771,0.15249
2008,17-29 y.,No migration background,Strong,0.01962,47,2490,0.01417,0.02507
2008,17-29 y.,No migration background,A Little,0.18817,455,2490,0.17282,0.20353
2008,17-29 y.,No migration background,Not at all,0.71823,1988,2490,0.70056,0.73591
2008,17-29 y.,Direct migration background,A Little,0.14094,33,218,0.09464,0.18723
2008,17-29 y.,Direct migration background,Not at all,0.79494,185,218,0.74122,0.84866
2008,17-29 y.,Indirect migration background,A Little,0.14884,67,425,0.11496,0.18272
2008,17-29 y.,Indirect migration background,Not at all,0.71708,358,425,0.67420,0.75995
2008,30-45 y.,No migration background,Strong,0.04917,195,4291,0.04270,0.05564
2008,30-45 y.,No migration background,A Little,0.29238,1182,4291,0.27877,0.30599
2008,30-45 y.,No migration background,Not at all,0.65706,2914,4291,0.64285,0.67126
2008,30-45 y.,Direct migration background,A Little,0.30902,170,577,0.27128,0.34675
2008,30-45 y.,Direct migration background,Not at all,0.63900,407,577,0.59978,0.67823
2008,30-45 y.,Indirect migration background,A Little,0.25685,67,258,0.20344,0.31027
2008,30-45 y.,Indirect migration background,Not at all,0.69019,191,258,0.63366,0.74673
2008,46-65 y.,No migration background,Strong,0.16057,821,5915,0.15122,0.16993
2008,46-65 y.,No migration background,A Little,0.42101,2484,5915,0.40843,0.43360
2008,46-65 y.,No migration background,Not at all,0.41350,2610,5915,0.40095,0.42605
2008,46-65 y.,Direct migration background,Strong,0.21670,148,707,0.18631,0.24709
2008,46-65 y.,Direct migration background,A Little,0.43806,297,707,0.40147,0.47466
2008,46-65 y.,Direct migration background,Not at all,0.34474,262,707,0.30968,0.37980
2008,66 and older,No migration background,Strong,0.34925,1286,3900,0.33429,0.36422
2008,66 and older,No migration background,A Little,0.46870,1842,3900,0.45304,0.48437
2008,66 and older,No migration background,Not at all,0.17628,772,3900,0.16432,0.18824
2008,66 and older,Direct migration background,Strong,0.42471,154,368,0.37414,0.47528
2008,66 and older,Direct migration background,A Little,0.44350,160,368,0.39268,0.49433
2008,66 and older,Direct migration background,Not at all,0.13179,54,368,0.09718,0.16639
2014,17-29 y.,No migration background,Strong,0.02205,62,2659,0.01647,0.02764
2014,17-29 y.,No migration background,A Little,0.15559,487,2659,0.14181,0.16937
2014,17-29 y.,No migration background,Not at all,0.74804,2110,2659,0.73153,0.76454
2014,17-29 y.,Direct migration background,Strong,0.03096,31,790,0.01887,0.04304
2014,17-29 y.,Direct migration background,A Little,0.15181,127,790,0.12677,0.17685
2014,17-29 y.,Direct migration background,Not at all,0.78593,632,790,0.75731,0.81455
2014,17-29 y.,Indirect migration background,A Little,0.14147,112,803,0.11735,0.16559
2014,17-29 y.,Indirect migration background,Not at all,0.72477,691,803,0.69386,0.75569
2014,30-45 y.,No migration background,Strong,0.06060,321,5421,0.05425,0.06695
2014,30-45 y.,No migration background,A Little,0.26353,1493,5421,0.25180,0.27526
2014,30-45 y.,No migration background,Not at all,0.67452,3607,5421,0.66204,0.68699
2014,30-45 y.,Direct migration background,Strong,0.07017,174,2386,0.05992,0.08043
2014,30-45 y.,Direct migration background,A Little,0.23825,593,2386,0.22115,0.25535
2014,30-45 y.,Direct migration background,Not at all,0.69151,1619,2386,0.67297,0.71004
2014,30-45 y.,Indirect migration background,Strong,0.04843,36,699,0.03250,0.06435
2014,30-45 y.,Indirect migration background,A Little,0.19150,154,699,0.16231,0.22069
2014,30-45 y.,Indirect migration background,Not at all,0.74903,509,699,0.71686,0.78119
2014,46-65 y.,No migration background,Strong,0.15860,1076,7524,0.15035,0.16686
2014,46-65 y.,No migration background,A Little,0.41568,3025,7524,0.40454,0.42681
2014,46-65 y.,No migration background,Not at all,0.42215,3423,7524,0.41099,0.43332
2014,46-65 y.,Direct migration background,Strong,0.21743,315,1595,0.19718,0.23769
2014,46-65 y.,Direct migration background,A Little,0.39834,603,1595,0.37431,0.42238
2014,46-65 y.,Direct migration background,Not at all,0.38259,677,1595,0.35873,0.40645
2014,46-65 y.,Indirect migration background,A Little,0.43585,69,153,0.35702,0.51468
2014,46-65 y.,Indirect migration background,Not at all,0.43596,84,153,0.35713,0.51480
2014,66 and older,No migration background,Strong,0.31544,1359,4488,0.30184,0.32904
2014,66 and older,No migration background,A Little,0.48903,2167,4488,0.47440,0.50365
2014,66 and older,No migration background,Not at all,0.19098,962,4488,0.17948,0.20248
2014,66 and older,Direct migration background,Strong,0.41269,165,445,0.36690,0.45849
2014,66 and older,Direct migration background,A Little,0.40621,197,445,0.36053,0.45190
2014,66 and older,Direct migration background,Not at all,0.17241,83,445,0.13727,0.20754
2016,17-29 y.,No migration background,Strong,0.02383,63,2360,0.01767,0.02998
2016,17-29 y.,No migration background,A Little,0.16359,428,2360,0.14866,0.17852
2016,17-29 y.,No migration background,Not at all,0.72886,1869,2360,0.71092,0.74680
2016,17-29 y.,Direct migration background,Strong,0.03247,71,1716,0.02408,0.04086
2016,17-29 y.,Direct migration background,A Little,0.12579,286,1716,0.11009,0.14148
2016,17-29 y.,Direct migration background,Not at all,0.75678,1359,1716,0.73648,0.77709
2016,17-29 y.,Indirect migration background,A Little,0.12366,104,688,0.09905,0.14828
2016,17-29 y.,Indirect migration background,Not at all,0.74166,584,688,0.70893,0.77439
2016,30-45 y.,No migration background,Strong,0.05370,225,4240,0.04691,0.06049
2016,30-45 y.,No migration background,A Little,0.25979,1159,4240,0.24659,0.27299
2016,30-45 y.,No migration background,Not at all,0.68288,2856,4240,0.66887,0.69689
2016,30-45 y.,Direct migration background,Strong,0.06043,276,3736,0.05279,0.06807
2016,30-45 y.,Direct migration background,A Little,0.21893,941,3736,0.20567,0.23219
2016,30-45 y.,Direct migration background,Not at all,0.69430,2519,3736,0.67953,0.70908
2016,30-45 y.,Indirect migration background,Strong,0.06039,37,571,0.04083,0.07994
2016,30-45 y.,Indirect migration background,A Little,0.27581,150,571,0.23912,0.31250
2016,30-45 y.,Indirect migration background,Not at all,0.65866,384,571,0.61974,0.69759
2016,46-65 y.,No migration background,Strong,0.15201,955,6873,0.14352,0.16050
2016,46-65 y.,No migration background,A Little,0.43067,2830,6873,0.41896,0.44238
2016,46-65 y.,No migration background,Not at all,0.41452,3088,6873,0.40287,0.42617
2016,46-65 y.,Direct migration background,Strong,0.21531,380,1942,0.19702,0.23359
2016,46-65 y.,Direct migration background,A Little,0.36356,711,1942,0.34216,0.38496
2016,46-65 y.,Direct migration background,Not at all,0.41661,851,1942,0.39468,0.43855
2016,46-65 y.,Indirect migration background,A Little,0.37823,75,162,0.30332,0.45314
2016,46-65 y.,Indirect migration background,Not at all,0.46004,87,162,0.38305,0.53703
2016,66 and older,No migration background,Strong,0.31763,1265,4291,0.30370,0.33157
2016,66 and older,No migration background,A Little,0.47650,2061,4291,0.46155,0.49144
2016,66 and older,No migration background,Not at all,0.20298,965,4291,0.19094,0.21502
2016,66 and older,Direct migration background,Strong,0.29363,135,428,0.25043,0.33682
2016,66 and older,Direct migration background,A Little,0.51301,212,428,0.46560,0.56042
2016,66 and older,Direct migration background,Not at all,0.17954,81,428,0.14314,0.21594
2018,17-29 y.,No migration background,Strong,0.02683,74,2895,0.02094,0.03272
2018,17-29 y.,No migration background,A Little,0.17052,493,2895,0.15681,0.18422
2018,17-29 y.,No migration background,Not at all,0.73083,2328,2895,0.71467,0.74699
2018,17-29 y.,Direct migration background,Strong,0.04240,74,1741,0.03293,0.05187
2018,17-29 y.,Direct migration background,A Little,0.15190,354,1741,0.13503,0.16876
2018,17-29 y.,Direct migration background,Not at all,0.72014,1313,1741,0.69904,0.74123
2018,17-29 y.,Indirect migration background,A Little,0.12949,118,774,0.10583,0.15316
2018,17-29 y.,Indirect migration background,Not at all,0.75749,656,774,0.72728,0.78771
2018,30-45 y.,No migration background,Strong,0.05709,250,4212,0.05009,0.06410
2018,30-45 y.,No migration background,A Little,0.26608,1131,4212,0.25273,0.27942
2018,30-45 y.,No migration background,Not at all,0.67360,2831,4212,0.65943,0.68776
2018,30-45 y.,Direct migration background,Strong,0.06982,321,3625,0.06152,0.07812
2018,30-45 y.,Direct migration background,A Little,0.23095,970,3625,0.21722,0.24467
2018,30-45 y.,Direct migration background,Not at all,0.68155,2334,3625,0.66638,0.69672
2018,30-45 y.,Indirect migration background,A Little,0.28113,171,533,0.24293,0.31933
2018,30-45 y.,Indirect migration background,Not at all,0.68109,362,533,0.64149,0.72070
2018,46-65 y.,No migration background,Strong,0.14688,1076,7806,0.13903,0.15474
2018,46-65 y.,No migration background,A Little,0.41696,3117,7806,0.40602,0.42790
2018,46-65 y.,No migration background,Not at all,0.43576,3613,7806,0.42476,0.44676
2018,46-65 y.,Direct migration background,Strong,0.19265,462,2204,0.17618,0.20912
2018,46-65 y.,Direct migration background,A Little,0.40527,845,2204,0.38477,0.42577
2018,46-65 y.,Direct migration background,Not at all,0.40152,897,2204,0.38105,0.42199
2018,46-65 y.,Indirect migration background,Strong,0.13396,36,238,0.09060,0.17733
2018,46-65 y.,Indirect migration background,A Little,0.37451,84,238,0.31289,0.43613
2018,46-65 y.,Indirect migration background,Not at all,0.49153,118,238,0.42788,0.55518
2018,66 and older,No migration background,Strong,0.30681,1279,4510,0.29335,0.32027
2018,66 and older,No migration background,A Little,0.47397,2162,4510,0.45939,0.48854
2018,66 and older,No migration background,Not at all,0.21703,1069,4510,0.20500,0.22906
2018,66 and older,Direct migration background,Strong,0.28414,156,481,0.24379,0.32449
2018,66 and older,Direct migration background,A Little,0.49527,226,481,0.45054,0.54000
