year,age_gr,quintil_oecd,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,46-65 y.,5th Quintile,Not at all,0.48066,1443,2867,0.46237,0.49895
2004,66 and older,1st Quintile,Strong,0.42722,257,612,0.38800,0.46645
2004,66 and older,1st Quintile,A Little,0.41841,269,612,0.37929,0.45752
2004,66 and older,1st Quintile,Not at all,0.13769,86,612,0.11037,0.16501
2004,66 and older,2nd Quintile,Strong,0.38131,336,896,0.34948,0.41313
2004,66 and older,2nd Quintile,A Little,0.48937,438,896,0.45662,0.52212
2004,66 and older,2nd Quintile,Not at all,0.12019,122,896,0.09888,0.14149
2004,66 and older,3rd Quintile,Strong,0.38712,282,781,0.35294,0.42131
2004,66 and older,3rd Quintile,A Little,0.43773,367,781,0.40291,0.47254
2004,66 and older,3rd Quintile,Not at all,0.16574,132,781,0.13964,0.19183
2004,66 and older,4th Quintile,Strong,0.38198,258,709,0.34619,0.41777
2004,66 and older,4th Quintile,A Little,0.44031,326,709,0.40374,0.47687
2004,66 and older,4th Quintile,Not at all,0.17511,125,709,0.14711,0.20310
2004,66 and older,5th Quintile,Strong,0.27903,189,730,0.24647,0.31159
2004,66 and older,5th Quintile,A Little,0.49360,347,730,0.45731,0.52989
2004,66 and older,5th Quintile,Not at all,0.21458,194,730,0.18478,0.24438
2006,17-29 y.,1st Quintile,A Little,0.18331,150,772,0.15600,0.21062
2006,17-29 y.,1st Quintile,Not at all,0.73019,622,772,0.69886,0.76152
2006,17-29 y.,2nd Quintile,A Little,0.18945,115,574,0.15737,0.22154
2006,17-29 y.,2nd Quintile,Not at all,0.71927,459,574,0.68248,0.75606
2006,17-29 y.,3rd Quintile,A Little,0.19787,118,613,0.16630,0.22943
2006,17-29 y.,3rd Quintile,Not at all,0.71028,495,613,0.67434,0.74622
2006,17-29 y.,4th Quintile,A Little,0.14484,123,664,0.11805,0.17163
2006,17-29 y.,4th Quintile,Not at all,0.77300,541,664,0.74112,0.80489
2006,17-29 y.,5th Quintile,A Little,0.16162,93,618,0.13257,0.19066
2006,17-29 y.,5th Quintile,Not at all,0.76993,525,618,0.73672,0.80314
2006,30-45 y.,1st Quintile,Strong,0.10060,74,803,0.07978,0.12141
2006,30-45 y.,1st Quintile,A Little,0.34672,266,803,0.31378,0.37966
2006,30-45 y.,1st Quintile,Not at all,0.54205,463,803,0.50757,0.57654
2006,30-45 y.,2nd Quintile,Strong,0.06068,57,952,0.04551,0.07586
2006,30-45 y.,2nd Quintile,A Little,0.36336,335,952,0.33279,0.39392
2006,30-45 y.,2nd Quintile,Not at all,0.56716,560,952,0.53567,0.59865
2006,30-45 y.,3rd Quintile,Strong,0.04510,46,1112,0.03290,0.05731
2006,30-45 y.,3rd Quintile,A Little,0.33739,356,1112,0.30958,0.36519
2006,30-45 y.,3rd Quintile,Not at all,0.61717,710,1112,0.58858,0.64575
2006,30-45 y.,4th Quintile,Strong,0.05726,57,1224,0.04424,0.07028
2006,30-45 y.,4th Quintile,A Little,0.31272,378,1224,0.28673,0.33870
2006,30-45 y.,4th Quintile,Not at all,0.62755,789,1224,0.60046,0.65465
2006,30-45 y.,5th Quintile,Strong,0.02880,38,1457,0.02021,0.03739
2006,30-45 y.,5th Quintile,A Little,0.24702,355,1457,0.22487,0.26917
2006,30-45 y.,5th Quintile,Not at all,0.71878,1064,1457,0.69569,0.74187
2006,46-65 y.,1st Quintile,Strong,0.24435,189,791,0.21439,0.27432
2006,46-65 y.,1st Quintile,A Little,0.43184,356,791,0.39730,0.46638
2006,46-65 y.,1st Quintile,Not at all,0.32231,246,791,0.28972,0.35490
2006,46-65 y.,2nd Quintile,Strong,0.18984,147,814,0.16288,0.21680
2006,46-65 y.,2nd Quintile,A Little,0.46999,391,814,0.43568,0.50429
2006,46-65 y.,2nd Quintile,Not at all,0.33472,276,814,0.30229,0.36716
2006,46-65 y.,3rd Quintile,Strong,0.18683,191,1045,0.16318,0.21047
2006,46-65 y.,3rd Quintile,A Little,0.45664,463,1045,0.42642,0.48685
2006,46-65 y.,3rd Quintile,Not at all,0.35556,391,1045,0.32652,0.38460
2006,46-65 y.,4th Quintile,Strong,0.15641,218,1382,0.13725,0.17557
2006,46-65 y.,4th Quintile,A Little,0.42772,593,1382,0.40162,0.45381
2006,46-65 y.,4th Quintile,Not at all,0.41520,571,1382,0.38921,0.44119
2006,46-65 y.,5th Quintile,Strong,0.11344,257,2617,0.10129,0.12560
2006,46-65 y.,5th Quintile,A Little,0.41965,1060,2617,0.40074,0.43856
2006,46-65 y.,5th Quintile,Not at all,0.46502,1300,2617,0.44590,0.48413
2006,66 and older,1st Quintile,Strong,0.44684,240,566,0.40584,0.48783
2006,66 and older,1st Quintile,A Little,0.41557,242,566,0.37493,0.45621
2006,66 and older,1st Quintile,Not at all,0.12441,84,566,0.09719,0.15162
2006,66 and older,2nd Quintile,Strong,0.42908,373,926,0.39718,0.46098
2006,66 and older,2nd Quintile,A Little,0.43992,423,926,0.40793,0.47190
2006,66 and older,2nd Quintile,Not at all,0.12806,130,926,0.10653,0.14959
2006,66 and older,3rd Quintile,Strong,0.39129,325,862,0.35869,0.42389
2006,66 and older,3rd Quintile,A Little,0.44706,396,862,0.41385,0.48027
2006,66 and older,3rd Quintile,Not at all,0.16084,141,862,0.13630,0.18538
2006,66 and older,4th Quintile,Strong,0.34484,231,653,0.30835,0.38132
2006,66 and older,4th Quintile,A Little,0.48716,319,653,0.44880,0.52553
2006,66 and older,4th Quintile,Not at all,0.15987,103,653,0.13173,0.18800
2006,66 and older,5th Quintile,Strong,0.31482,211,802,0.28266,0.34699
2006,66 and older,5th Quintile,A Little,0.46586,377,802,0.43131,0.50040
2006,66 and older,5th Quintile,Not at all,0.21114,214,802,0.18287,0.23940
2008,17-29 y.,1st Quintile,A Little,0.15607,147,764,0.13032,0.18183
2008,17-29 y.,1st Quintile,Not at all,0.72741,617,764,0.69581,0.75900
2008,17-29 y.,2nd Quintile,A Little,0.20822,119,559,0.17453,0.24191
2008,17-29 y.,2nd Quintile,Not at all,0.68791,440,559,0.64946,0.72635
2008,17-29 y.,3rd Quintile,A Little,0.22464,123,627,0.19194,0.25733
2008,17-29 y.,3rd Quintile,Not at all,0.69594,504,627,0.65991,0.73198
2008,17-29 y.,4th Quintile,A Little,0.16621,95,588,0.13609,0.19632
2008,17-29 y.,4th Quintile,Not at all,0.74057,493,588,0.70512,0.77603
2008,17-29 y.,5th Quintile,A Little,0.11708,71,547,0.09011,0.14405
2008,17-29 y.,5th Quintile,Not at all,0.80518,476,547,0.77196,0.83840
2008,30-45 y.,1st Quintile,Strong,0.07129,46,724,0.05253,0.09005
2008,30-45 y.,1st Quintile,A Little,0.37979,244,724,0.34441,0.41516
2008,30-45 y.,1st Quintile,Not at all,0.54627,434,724,0.50998,0.58256
2008,30-45 y.,2nd Quintile,Strong,0.06312,46,912,0.04733,0.07892
2008,30-45 y.,2nd Quintile,A Little,0.27122,252,912,0.24235,0.30009
2008,30-45 y.,2nd Quintile,Not at all,0.66232,614,912,0.63161,0.69303
2008,30-45 y.,3rd Quintile,Strong,0.03461,43,1090,0.02375,0.04546
2008,30-45 y.,3rd Quintile,A Little,0.31198,325,1090,0.28446,0.33950
2008,30-45 y.,3rd Quintile,Not at all,0.65341,722,1090,0.62515,0.68168
2008,30-45 y.,4th Quintile,Strong,0.05609,58,1136,0.04270,0.06947
2008,30-45 y.,4th Quintile,A Little,0.27043,301,1136,0.24458,0.29627
2008,30-45 y.,4th Quintile,Not at all,0.67127,777,1136,0.64394,0.69860
2008,30-45 y.,5th Quintile,Strong,0.02924,40,1302,0.02008,0.03839
2008,30-45 y.,5th Quintile,A Little,0.25429,297,1302,0.23062,0.27795
2008,30-45 y.,5th Quintile,Not at all,0.71647,965,1302,0.69198,0.74097
2008,46-65 y.,1st Quintile,Strong,0.30280,225,798,0.27090,0.33470
2008,46-65 y.,1st Quintile,A Little,0.40726,331,798,0.37315,0.44137
2008,46-65 y.,1st Quintile,Not at all,0.28818,242,798,0.25674,0.31963
2008,46-65 y.,2nd Quintile,Strong,0.22075,171,829,0.19250,0.24900
2008,46-65 y.,2nd Quintile,A Little,0.39957,349,829,0.36620,0.43293
2008,46-65 y.,2nd Quintile,Not at all,0.37507,309,829,0.34210,0.40805
2008,46-65 y.,3rd Quintile,Strong,0.17887,183,1106,0.15627,0.20147
2008,46-65 y.,3rd Quintile,A Little,0.46061,488,1106,0.43122,0.49000
2008,46-65 y.,3rd Quintile,Not at all,0.36052,435,1106,0.33221,0.38883
2008,46-65 y.,4th Quintile,Strong,0.12878,188,1472,0.11166,0.14589
2008,46-65 y.,4th Quintile,A Little,0.44844,648,1472,0.42302,0.47385
2008,46-65 y.,4th Quintile,Not at all,0.41363,636,1472,0.38846,0.43880
2008,46-65 y.,5th Quintile,Strong,0.09558,212,2467,0.08397,0.10718
2008,46-65 y.,5th Quintile,A Little,0.40123,985,2467,0.38189,0.42058
2008,46-65 y.,5th Quintile,Not at all,0.49911,1270,2467,0.47937,0.51884
2008,66 and older,1st Quintile,Strong,0.42439,295,706,0.38791,0.46087
2008,66 and older,1st Quintile,A Little,0.42751,300,706,0.39099,0.46403
2008,66 and older,1st Quintile,Not at all,0.13633,111,706,0.11100,0.16166
2008,66 and older,2nd Quintile,Strong,0.39385,386,1034,0.36406,0.42365
2008,66 and older,2nd Quintile,A Little,0.47506,494,1034,0.44460,0.50551
2008,66 and older,2nd Quintile,Not at all,0.12955,154,1034,0.10908,0.15003
2008,66 and older,3rd Quintile,Strong,0.34160,311,933,0.31115,0.37205
2008,66 and older,3rd Quintile,A Little,0.45789,445,933,0.42590,0.48987
2008,66 and older,3rd Quintile,Not at all,0.19467,177,933,0.16925,0.22009
2008,66 and older,4th Quintile,Strong,0.34948,248,704,0.31424,0.38473
2008,66 and older,4th Quintile,A Little,0.45833,317,704,0.42150,0.49517
2008,66 and older,4th Quintile,Not at all,0.18620,139,704,0.15743,0.21498
2008,66 and older,5th Quintile,Strong,0.23952,205,902,0.21165,0.26738
2008,66 and older,5th Quintile,A Little,0.51923,449,902,0.48661,0.55186
2008,66 and older,5th Quintile,Not at all,0.24031,248,902,0.21241,0.26821
2014,17-29 y.,1st Quintile,Strong,0.03679,59,1454,0.02711,0.04647
2014,17-29 y.,1st Quintile,A Little,0.16974,276,1454,0.15044,0.18905
2014,17-29 y.,1st Quintile,Not at all,0.72712,1119,1454,0.70422,0.75003
2014,17-29 y.,2nd Quintile,A Little,0.14553,136,847,0.12177,0.16929
2014,17-29 y.,2nd Quintile,Not at all,0.72968,711,847,0.69975,0.75961
2014,17-29 y.,3rd Quintile,A Little,0.15694,125,740,0.13072,0.18317
2014,17-29 y.,3rd Quintile,Not at all,0.75081,615,740,0.71962,0.78200
2014,17-29 y.,4th Quintile,A Little,0.14439,114,709,0.11850,0.17029
2014,17-29 y.,4th Quintile,Not at all,0.77799,595,709,0.74738,0.80860
2014,17-29 y.,5th Quintile,A Little,0.13285,75,466,0.10200,0.16370
2014,17-29 y.,5th Quintile,Not at all,0.77735,391,466,0.73953,0.81516
2014,30-45 y.,1st Quintile,Strong,0.12979,223,1886,0.11462,0.14496
2014,30-45 y.,1st Quintile,A Little,0.30379,561,1886,0.28303,0.32455
2014,30-45 y.,1st Quintile,Not at all,0.56350,1102,1886,0.54111,0.58589
2014,30-45 y.,2nd Quintile,Strong,0.06818,118,1925,0.05692,0.07945
2014,30-45 y.,2nd Quintile,A Little,0.28890,558,1925,0.26865,0.30915
2014,30-45 y.,2nd Quintile,Not at all,0.63942,1249,1925,0.61797,0.66088
2014,30-45 y.,3rd Quintile,Strong,0.05163,85,1700,0.04111,0.06215
2014,30-45 y.,3rd Quintile,A Little,0.26252,443,1700,0.24159,0.28344
2014,30-45 y.,3rd Quintile,Not at all,0.68392,1172,1700,0.66181,0.70603
2014,30-45 y.,4th Quintile,Strong,0.03410,61,1560,0.02509,0.04311
2014,30-45 y.,4th Quintile,A Little,0.24825,405,1560,0.22681,0.26970
2014,30-45 y.,4th Quintile,Not at all,0.71753,1094,1560,0.69519,0.73988
2014,30-45 y.,5th Quintile,Strong,0.03785,44,1435,0.02797,0.04773
2014,30-45 y.,5th Quintile,A Little,0.18086,273,1435,0.16094,0.20078
2014,30-45 y.,5th Quintile,Not at all,0.78054,1118,1435,0.75912,0.80196
2014,46-65 y.,1st Quintile,Strong,0.32358,454,1644,0.30096,0.34620
2014,46-65 y.,1st Quintile,A Little,0.38915,646,1644,0.36557,0.41272
2014,46-65 y.,1st Quintile,Not at all,0.28535,544,1644,0.26352,0.30719
2014,46-65 y.,2nd Quintile,Strong,0.25182,294,1452,0.22949,0.27415
2014,46-65 y.,2nd Quintile,A Little,0.41033,568,1452,0.38502,0.43564
2014,46-65 y.,2nd Quintile,Not at all,0.33675,590,1452,0.31244,0.36107
2014,46-65 y.,3rd Quintile,Strong,0.14127,221,1656,0.12449,0.15805
2014,46-65 y.,3rd Quintile,A Little,0.47467,725,1656,0.45061,0.49873
2014,46-65 y.,3rd Quintile,Not at all,0.38038,710,1656,0.35699,0.40377
2014,46-65 y.,4th Quintile,Strong,0.11667,226,1961,0.10245,0.13088
2014,46-65 y.,4th Quintile,A Little,0.43898,816,1961,0.41701,0.46095
2014,46-65 y.,4th Quintile,Not at all,0.43578,919,1961,0.41383,0.45774
2014,46-65 y.,5th Quintile,Strong,0.09062,219,2577,0.07953,0.10170
2014,46-65 y.,5th Quintile,A Little,0.36752,938,2577,0.34890,0.38614
2014,46-65 y.,5th Quintile,Not at all,0.54120,1420,2577,0.52196,0.56044
2014,66 and older,1st Quintile,Strong,0.40697,330,803,0.37297,0.44097
2014,66 and older,1st Quintile,A Little,0.42870,343,803,0.39445,0.46296
2014,66 and older,1st Quintile,Not at all,0.15436,130,803,0.12935,0.17936
2014,66 and older,2nd Quintile,Strong,0.35721,426,1261,0.33075,0.38366
2014,66 and older,2nd Quintile,A Little,0.46759,604,1261,0.44004,0.49514
2014,66 and older,2nd Quintile,Not at all,0.17052,231,1261,0.14975,0.19129
2014,66 and older,3rd Quintile,Strong,0.33260,349,1055,0.30416,0.36104
2014,66 and older,3rd Quintile,A Little,0.50031,515,1055,0.47013,0.53050
2014,66 and older,3rd Quintile,Not at all,0.16557,191,1055,0.14313,0.18801
2014,66 and older,4th Quintile,Strong,0.27640,246,903,0.24722,0.30559
2014,66 and older,4th Quintile,A Little,0.49467,433,903,0.46204,0.52730
2014,66 and older,4th Quintile,Not at all,0.22531,224,903,0.19804,0.25257
2014,66 and older,5th Quintile,Strong,0.20348,173,915,0.17738,0.22958
2014,66 and older,5th Quintile,A Little,0.52870,471,915,0.49634,0.56106
2014,66 and older,5th Quintile,Not at all,0.26211,271,915,0.23360,0.29062
2016,17-29 y.,1st Quintile,Strong,0.03613,52,1257,0.02581,0.04646
2016,17-29 y.,1st Quintile,A Little,0.14273,224,1257,0.12338,0.16207
2016,17-29 y.,1st Quintile,Not at all,0.73962,981,1257,0.71535,0.76389
2016,17-29 y.,2nd Quintile,A Little,0.14789,149,826,0.12366,0.17211
2016,17-29 y.,2nd Quintile,Not at all,0.71982,677,826,0.68917,0.75046
2016,17-29 y.,3rd Quintile,A Little,0.20020,123,679,0.17008,0.23032
2016,17-29 y.,3rd Quintile,Not at all,0.71164,556,679,0.67754,0.74574
2016,17-29 y.,4th Quintile,A Little,0.16246,87,559,0.13185,0.19306
2016,17-29 y.,4th Quintile,Not at all,0.73568,472,559,0.69909,0.77226
2016,17-29 y.,5th Quintile,A Little,0.09119,52,410,0.06329,0.11909
2016,17-29 y.,5th Quintile,Not at all,0.78066,358,410,0.74056,0.82076
2016,30-45 y.,1st Quintile,Strong,0.13879,175,1613,0.12191,0.15566
2016,30-45 y.,1st Quintile,A Little,0.30487,461,1613,0.28239,0.32734
2016,30-45 y.,1st Quintile,Not at all,0.54344,977,1613,0.51913,0.56776
2016,30-45 y.,2nd Quintile,Strong,0.06836,101,1588,0.05595,0.08078
2016,30-45 y.,2nd Quintile,A Little,0.23708,420,1588,0.21616,0.25800
2016,30-45 y.,2nd Quintile,Not at all,0.67784,1067,1588,0.65485,0.70084
2016,30-45 y.,3rd Quintile,Strong,0.02854,61,1382,0.01976,0.03732
2016,30-45 y.,3rd Quintile,A Little,0.25525,346,1382,0.23225,0.27824
2016,30-45 y.,3rd Quintile,Not at all,0.70956,975,1382,0.68562,0.73350
2016,30-45 y.,4th Quintile,Strong,0.02837,39,1348,0.01951,0.03724
2016,30-45 y.,4th Quintile,A Little,0.24893,337,1348,0.22584,0.27202
2016,30-45 y.,4th Quintile,Not at all,0.72012,972,1348,0.69614,0.74409
2016,30-45 y.,5th Quintile,Strong,0.02646,31,1106,0.01699,0.03592
2016,30-45 y.,5th Quintile,A Little,0.21769,230,1106,0.19335,0.24202
2016,30-45 y.,5th Quintile,Not at all,0.74897,845,1106,0.72340,0.77454
2016,46-65 y.,1st Quintile,Strong,0.32788,403,1403,0.30331,0.35246
2016,46-65 y.,1st Quintile,A Little,0.38491,541,1403,0.35944,0.41038
2016,46-65 y.,1st Quintile,Not at all,0.28335,459,1403,0.25976,0.30694
2016,46-65 y.,2nd Quintile,Strong,0.21480,264,1484,0.19390,0.23571
2016,46-65 y.,2nd Quintile,A Little,0.45555,635,1484,0.43020,0.48090
2016,46-65 y.,2nd Quintile,Not at all,0.32795,585,1484,0.30406,0.35185
2016,46-65 y.,3rd Quintile,Strong,0.16797,229,1531,0.14924,0.18670
2016,46-65 y.,3rd Quintile,A Little,0.44774,640,1531,0.42283,0.47266
2016,46-65 y.,3rd Quintile,Not at all,0.38293,662,1531,0.35857,0.40729
2016,46-65 y.,4th Quintile,Strong,0.11264,191,1827,0.09814,0.12714
2016,46-65 y.,4th Quintile,A Little,0.44625,763,1827,0.42345,0.46905
2016,46-65 y.,4th Quintile,Not at all,0.43559,873,1827,0.41285,0.45833
2016,46-65 y.,5th Quintile,Strong,0.08506,175,2334,0.07374,0.09638
2016,46-65 y.,5th Quintile,A Little,0.37757,875,2334,0.35790,0.39724
2016,46-65 y.,5th Quintile,Not at all,0.53474,1284,2334,0.51450,0.55498
2016,66 and older,1st Quintile,Strong,0.38072,243,689,0.34444,0.41701
2016,66 and older,1st Quintile,A Little,0.47250,322,689,0.43520,0.50981
2016,66 and older,1st Quintile,Not at all,0.14434,124,689,0.11808,0.17060
2016,66 and older,2nd Quintile,Strong,0.33433,402,1201,0.30764,0.36102
2016,66 and older,2nd Quintile,A Little,0.47340,575,1201,0.44515,0.50165
2016,66 and older,2nd Quintile,Not at all,0.19018,224,1201,0.16797,0.21238
2016,66 and older,3rd Quintile,Strong,0.35861,358,1032,0.32933,0.38788
2016,66 and older,3rd Quintile,A Little,0.45584,476,1032,0.42544,0.48624
2016,66 and older,3rd Quintile,Not at all,0.17886,198,1032,0.15547,0.20225
2016,66 and older,4th Quintile,Strong,0.26505,202,827,0.23495,0.29515
2016,66 and older,4th Quintile,A Little,0.50925,412,827,0.47516,0.54334
2016,66 and older,4th Quintile,Not at all,0.22062,213,827,0.19234,0.24889
2016,66 and older,5th Quintile,Strong,0.21636,188,952,0.19019,0.24253
2016,66 and older,5th Quintile,A Little,0.49703,478,952,0.46526,0.52881
2016,66 and older,5th Quintile,Not at all,0.28334,286,952,0.25470,0.31198
2018,17-29 y.,1st Quintile,Strong,0.05302,87,2019,0.04325,0.06280
2018,17-29 y.,1st Quintile,A Little,0.19083,415,2019,0.17369,0.20798
2018,17-29 y.,1st Quintile,Not at all,0.67226,1517,2019,0.65179,0.69274
2018,17-29 y.,2nd Quintile,A Little,0.13321,167,950,0.11159,0.15483
2018,17-29 y.,2nd Quintile,Not at all,0.76156,783,950,0.73444,0.78867
2018,17-29 y.,3rd Quintile,A Little,0.16109,127,750,0.13477,0.18742
2018,17-29 y.,3rd Quintile,Not at all,0.74744,623,750,0.71633,0.77856
2018,17-29 y.,4th Quintile,A Little,0.18530,100,603,0.15426,0.21634
