year,bula_h,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Schleswig-Holstein,Yes,0.74365,284,362,0.69861,0.78869
2001,Schleswig-Holstein,No,0.25335,78,362,0.20848,0.29822
2001,Hamburg,Yes,0.54932,112,178,0.47601,0.62262
2001,Hamburg,No,0.43377,66,178,0.36076,0.50679
2001,Lower Saxony,Yes,0.82674,835,956,0.80273,0.85074
2001,Lower Saxony,No,0.16679,121,956,0.14315,0.19044
2001,Bremen,Yes,0.55240,63,98,0.45345,0.65136
2001,Bremen,No,0.43474,35,98,0.33609,0.53339
2001,North Rhine-Westphalia,Yes,0.75073,2005,2474,0.73368,0.76778
2001,North Rhine-Westphalia,No,0.24391,469,2474,0.22699,0.26084
2001,Hesse,Yes,0.77936,641,777,0.75018,0.80853
2001,Hesse,No,0.21545,136,777,0.18652,0.24438
2001,"Rhineland-Palatinate, Saarland",Yes,0.80913,609,719,0.78038,0.83787
2001,"Rhineland-Palatinate, Saarland",No,0.18675,110,719,0.15824,0.21525
2001,Baden-Wuerttemberg,Yes,0.80754,1148,1360,0.78658,0.82850
2001,Baden-Wuerttemberg,No,0.19010,212,1360,0.16924,0.21097
2001,Bavaria,Yes,0.79494,1366,1611,0.77521,0.81466
2001,Bavaria,No,0.20047,245,1611,0.18091,0.22003
2001,Berlin,Yes,0.59315,306,477,0.54902,0.63728
2001,Berlin,No,0.39878,171,477,0.35479,0.44277
2001,Brandenburg,Yes,0.72474,393,493,0.68527,0.76421
2001,Brandenburg,No,0.25626,100,493,0.21769,0.29484
2001,Mecklenburg-Western Pomerania,Yes,0.67086,210,282,0.61592,0.72581
2001,Mecklenburg-Western Pomerania,No,0.31968,72,282,0.26515,0.37421
2001,Saxony,Yes,0.72195,671,847,0.69176,0.75215
2001,Saxony,No,0.27518,176,847,0.24508,0.30527
2001,Saxony-Anhalt,Yes,0.65338,375,501,0.61167,0.69510
2001,Saxony-Anhalt,No,0.33838,126,501,0.29691,0.37986
2001,Thuringa,Yes,0.65063,375,493,0.60850,0.69276
2001,Thuringa,No,0.34691,118,493,0.30485,0.38897
2003,Schleswig-Holstein,Yes,0.72113,286,369,0.67531,0.76694
2003,Schleswig-Holstein,No,0.27852,83,369,0.23272,0.32432
2003,Hamburg,Yes,0.55859,126,182,0.48625,0.63094
2003,Hamburg,No,0.44141,56,182,0.36906,0.51375
2003,Lower Saxony,Yes,0.83356,862,980,0.81023,0.85689
2003,Lower Saxony,No,0.16229,118,980,0.13920,0.18539
2003,Bremen,Yes,0.59953,70,101,0.50349,0.69556
2003,Bremen,No,0.40047,31,101,0.30444,0.49651
2003,North Rhine-Westphalia,Yes,0.75862,2061,2494,0.74182,0.77542
2003,North Rhine-Westphalia,No,0.23650,433,2494,0.21982,0.25318
2003,Hesse,Yes,0.76824,677,804,0.73906,0.79743
2003,Hesse,No,0.23049,127,804,0.20136,0.25961
2003,"Rhineland-Palatinate, Saarland",Yes,0.79097,607,720,0.76125,0.82069
2003,"Rhineland-Palatinate, Saarland",No,0.19812,113,720,0.16899,0.22726
2003,Baden-Wuerttemberg,Yes,0.81273,1203,1400,0.79229,0.83317
2003,Baden-Wuerttemberg,No,0.18691,197,1400,0.16648,0.20734
2003,Bavaria,Yes,0.78219,1411,1646,0.76225,0.80214
2003,Bavaria,No,0.21355,235,1646,0.19375,0.23336
2003,Berlin,Yes,0.55448,303,492,0.51052,0.59844
2003,Berlin,No,0.44552,189,492,0.40156,0.48948
2003,Brandenburg,Yes,0.74391,396,496,0.70546,0.78236
2003,Brandenburg,No,0.25468,100,496,0.21630,0.29307
2003,Mecklenburg-Western Pomerania,Yes,0.70168,216,273,0.64731,0.75605
2003,Mecklenburg-Western Pomerania,No,0.27285,57,273,0.21991,0.32578
2003,Saxony,Yes,0.71352,659,834,0.68281,0.74422
2003,Saxony,No,0.27613,175,834,0.24577,0.30649
2003,Saxony-Anhalt,Yes,0.68145,375,491,0.64020,0.72270
2003,Saxony-Anhalt,No,0.31855,116,491,0.27730,0.35980
2003,Thuringa,Yes,0.65373,371,480,0.61112,0.69634
2003,Thuringa,No,0.33432,109,480,0.29208,0.37657
2005,Schleswig-Holstein,Yes,0.74044,282,357,0.69490,0.78598
2005,Schleswig-Holstein,No,0.25623,75,357,0.21088,0.30158
2005,Hamburg,Yes,0.54062,116,174,0.46636,0.61488
2005,Hamburg,No,0.43544,58,174,0.36155,0.50932
2005,Lower Saxony,Yes,0.81661,819,941,0.79187,0.84135
2005,Lower Saxony,No,0.17501,122,941,0.15072,0.19930
2005,Bremen,Yes,0.58715,55,55,0.45583,0.71847
2005,North Rhine-Westphalia,Yes,0.75917,1943,2355,0.74189,0.77644
2005,North Rhine-Westphalia,No,0.23617,412,2355,0.21901,0.25333
2005,Hesse,Yes,0.76980,639,763,0.73992,0.79969
2005,Hesse,No,0.22797,124,763,0.19819,0.25776
2005,"Rhineland-Palatinate, Saarland",Yes,0.78398,561,676,0.75293,0.81502
2005,"Rhineland-Palatinate, Saarland",No,0.21508,115,676,0.18408,0.24608
2005,Baden-Wuerttemberg,Yes,0.80163,1126,1318,0.78009,0.82316
2005,Baden-Wuerttemberg,No,0.19774,192,1318,0.17623,0.21925
2005,Bavaria,Yes,0.79183,1341,1547,0.77159,0.81207
2005,Bavaria,No,0.19949,206,1547,0.17957,0.21941
2005,Berlin,Yes,0.53169,272,458,0.48594,0.57744
2005,Berlin,No,0.46772,186,458,0.42197,0.51346
2005,Brandenburg,Yes,0.77438,381,471,0.73659,0.81217
2005,Brandenburg,No,0.22562,90,471,0.18783,0.26341
2005,Mecklenburg-Western Pomerania,Yes,0.70516,207,273,0.65097,0.75935
2005,Mecklenburg-Western Pomerania,No,0.29189,66,273,0.23786,0.34592
2005,Saxony,Yes,0.71204,637,806,0.68076,0.74332
2005,Saxony,No,0.28164,169,806,0.25057,0.31272
2005,Saxony-Anhalt,Yes,0.69837,370,470,0.65683,0.73991
2005,Saxony-Anhalt,No,0.29530,100,470,0.25401,0.33658
2005,Thuringa,Yes,0.69370,360,461,0.65158,0.73583
2005,Thuringa,No,0.29753,101,461,0.25575,0.33931
2007,Schleswig-Holstein,Yes,0.74394,287,359,0.69873,0.78916
2007,Schleswig-Holstein,No,0.24199,72,359,0.19763,0.28636
2007,Hamburg,Yes,0.52196,119,188,0.45036,0.59355
2007,Hamburg,No,0.46520,69,188,0.39370,0.53669
2007,Lower Saxony,Yes,0.82204,876,1001,0.79833,0.84575
2007,Lower Saxony,No,0.16736,125,1001,0.14422,0.19050
2007,Bremen,Yes,0.67418,61,61,0.55559,0.79278
2007,North Rhine-Westphalia,Yes,0.75482,1930,2332,0.73736,0.77229
2007,North Rhine-Westphalia,No,0.23683,402,2332,0.21957,0.25409
2007,Hesse,Yes,0.75680,660,782,0.72671,0.78689
2007,Hesse,No,0.23468,122,782,0.20496,0.26440
2007,"Rhineland-Palatinate, Saarland",Yes,0.77454,552,661,0.74266,0.80642
2007,"Rhineland-Palatinate, Saarland",No,0.22283,109,661,0.19108,0.25458
2007,Baden-Wuerttemberg,Yes,0.81134,1164,1347,0.79044,0.83224
2007,Baden-Wuerttemberg,No,0.18283,183,1347,0.16218,0.20348
2007,Bavaria,Yes,0.79527,1417,1633,0.77569,0.81484
2007,Bavaria,No,0.19615,216,1633,0.17688,0.21541
2007,Berlin,Yes,0.52605,281,462,0.48047,0.57163
2007,Berlin,No,0.46957,181,462,0.42402,0.51513
2007,Brandenburg,Yes,0.75231,393,489,0.71401,0.79061
2007,Brandenburg,No,0.24684,96,489,0.20858,0.28510
2007,Mecklenburg-Western Pomerania,Yes,0.71306,216,282,0.66017,0.76595
2007,Mecklenburg-Western Pomerania,No,0.28694,66,282,0.23405,0.33983
2007,Saxony,Yes,0.72383,668,829,0.69338,0.75429
2007,Saxony,No,0.26943,161,829,0.23921,0.29965
2007,Saxony-Anhalt,Yes,0.72956,372,463,0.68906,0.77007
2007,Saxony-Anhalt,No,0.26439,91,463,0.22418,0.30461
2007,Thuringa,Yes,0.69585,373,486,0.65491,0.73680
2007,Thuringa,No,0.28860,113,486,0.24827,0.32893
2011,Schleswig-Holstein,Yes,0.67015,308,404,0.62424,0.71605
2011,Schleswig-Holstein,No,0.23419,96,404,0.19284,0.27554
2011,Hamburg,Yes,0.57771,136,195,0.50820,0.64721
2011,Hamburg,No,0.34893,59,195,0.28186,0.41600
2011,Lower Saxony,Yes,0.74372,935,1084,0.71771,0.76972
2011,Lower Saxony,No,0.17365,149,1084,0.15109,0.19622
2011,Bremen,Yes,0.57295,53,53,0.43850,0.70740
2011,North Rhine-Westphalia,Yes,0.71332,1929,2349,0.69503,0.73161
2011,North Rhine-Westphalia,No,0.20676,420,2349,0.19038,0.22314
2011,Hesse,Yes,0.74610,697,829,0.71645,0.77574
2011,Hesse,No,0.17197,132,829,0.14627,0.19767
2011,"Rhineland-Palatinate, Saarland",Yes,0.73703,588,708,0.70458,0.76949
2011,"Rhineland-Palatinate, Saarland",No,0.18596,120,708,0.15728,0.21464
2011,Baden-Wuerttemberg,Yes,0.76746,1215,1398,0.74531,0.78961
2011,Baden-Wuerttemberg,No,0.14918,183,1398,0.13050,0.16787
2011,Bavaria,Yes,0.73038,1573,1833,0.71006,0.75070
2011,Bavaria,No,0.18590,260,1833,0.16809,0.20372
2011,Berlin,Yes,0.50111,313,512,0.45775,0.54446
2011,Berlin,No,0.43080,199,512,0.38787,0.47374
2011,Brandenburg,Yes,0.64778,397,515,0.60648,0.68907
2011,Brandenburg,No,0.26885,118,515,0.23052,0.30718
2011,Mecklenburg-Western Pomerania,Yes,0.64848,227,313,0.59550,0.70146
2011,Mecklenburg-Western Pomerania,No,0.26562,86,313,0.21661,0.31463
2011,Saxony,Yes,0.71364,648,805,0.68239,0.74489
2011,Saxony,No,0.21810,157,805,0.18955,0.24664
2011,Saxony-Anhalt,Yes,0.68150,395,509,0.64098,0.72201
2011,Saxony-Anhalt,No,0.24729,114,509,0.20977,0.28480
2011,Thuringa,Yes,0.61421,375,519,0.57229,0.65613
2011,Thuringa,No,0.30982,144,519,0.27000,0.34964
