"e11103","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Vollzeit","1984","17-29","(noch) kein Abschluss","82","0.112784822651262","0.0818237701034964","0.143745875199027"
"Vollzeit","1984","17-29","Hauptschule","890","0.578477273616641","0.554159480996506","0.602795066236776"
"Vollzeit","1984","17-29","Realschule","421","0.524728610429124","0.490485337236257","0.55897188362199"
"Vollzeit","1984","17-29","(Fach-)Abitur","117","0.224888002803499","0.187692470054601","0.262083535552397"
"Vollzeit","1984","17-29","AkademikerIn","52","0.394238692441277","0.30957962232566","0.478897762556893"
"Vollzeit","1984","30-45","(noch) kein Abschluss","250","0.514594575198063","0.468158767913106","0.561030382483021"
"Vollzeit","1984","30-45","Hauptschule","1308","0.544004056584141","0.523693414186771","0.564314698981511"
"Vollzeit","1984","30-45","Realschule","305","0.605024372936646","0.56304839594828","0.647000349925011"
"Vollzeit","1984","30-45","(Fach-)Abitur","125","0.547380585490908","0.480219431847338","0.614541739134478"
"Vollzeit","1984","30-45","AkademikerIn","259","0.698721939725023","0.652469128458329","0.744974750991717"
"Vollzeit","1984","46-65","(noch) kein Abschluss","242","0.523089401979101","0.475150673479684","0.571028130478519"
"Vollzeit","1984","46-65","Hauptschule","1114","0.424684322394257","0.404892266759659","0.444476378028854"
"Vollzeit","1984","46-65","Realschule","169","0.453532142323237","0.402805796753535","0.504258487892938"
"Vollzeit","1984","46-65","(Fach-)Abitur","81","0.604023515812931","0.518289196208283","0.689757835417578"
"Vollzeit","1984","46-65","AkademikerIn","150","0.662336667516935","0.599987120203698","0.724686214830171"
"Vollzeit","1984","66","(noch) kein Abschluss","","","",""
"Vollzeit","1984","66","Hauptschule","","","",""
"Vollzeit","1984","66","Realschule","","","",""
"Vollzeit","1984","66","(Fach-)Abitur","","","",""
"Vollzeit","1984","66","AkademikerIn","","","",""
"Teilzeit","1984","17-29","(noch) kein Abschluss","36","0.0785976750035445","0.0522583035940863","0.104937046413003"
"Teilzeit","1984","17-29","Hauptschule","295","0.19699538875203","0.177408856492545","0.216581921011515"
"Teilzeit","1984","17-29","Realschule","169","0.204632125964665","0.17696857073197","0.23229568119736"
"Teilzeit","1984","17-29","(Fach-)Abitur","122","0.262672101262482","0.223465182052454","0.30187902047251"
"Teilzeit","1984","17-29","AkademikerIn","40","0.347115815455026","0.264645362241951","0.429586268668101"
"Teilzeit","1984","30-45","(noch) kein Abschluss","51","0.138823956785491","0.106698725375902","0.17094918819508"
"Teilzeit","1984","30-45","Hauptschule","425","0.194974070766744","0.178818010479042","0.211130131054446"
"Teilzeit","1984","30-45","Realschule","100","0.175719896978248","0.143040268715016","0.208399525241481"
"Teilzeit","1984","30-45","(Fach-)Abitur","39","0.187050372455171","0.134434355326261","0.23966638958408"
"Teilzeit","1984","30-45","AkademikerIn","86","0.215891121477054","0.174414080283558","0.25736816267055"
"Teilzeit","1984","46-65","(noch) kein Abschluss","44","0.100838504875275","0.0719375552618321","0.129739454488718"
"Teilzeit","1984","46-65","Hauptschule","320","0.139661048106039","0.125781442500079","0.153540653712"
"Teilzeit","1984","46-65","Realschule","62","0.164838157083334","0.127032096481017","0.202644217685651"
"Teilzeit","1984","46-65","(Fach-)Abitur","14","","",""
"Teilzeit","1984","46-65","AkademikerIn","33","0.153833005129949","0.106266115187356","0.201399895072543"
"Teilzeit","1984","66","(noch) kein Abschluss","","","",""
"Teilzeit","1984","66","Hauptschule","","","",""
"Teilzeit","1984","66","Realschule","","","",""
"Teilzeit","1984","66","(Fach-)Abitur","","","",""
"Teilzeit","1984","66","AkademikerIn","","","",""
"nicht erwerbstätig","1984","17-29","(noch) kein Abschluss","283","0.808617502345194","0.77011414655764","0.847120858132747"
"nicht erwerbstätig","1984","17-29","Hauptschule","399","0.224527337631329","0.203978447889587","0.245076227373072"
"nicht erwerbstätig","1984","17-29","Realschule","227","0.270639263606211","0.240174090200905","0.301104437011518"
"nicht erwerbstätig","1984","17-29","(Fach-)Abitur","245","0.512439895934019","0.467909048710806","0.556970743157232"
"nicht erwerbstätig","1984","17-29","AkademikerIn","36","0.258645492103697","0.182786244779793","0.334504739427601"
"nicht erwerbstätig","1984","30-45","(noch) kein Abschluss","144","0.346581468016445","0.302366788871759","0.390796147161131"
