"e11103","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Vollzeit","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","87","0.160715028621434","0.128029148018349","0.193400909224519"
"Vollzeit","1995","(noch) kein Abschluss","2","70","0.229561824254335","0.174240784434107","0.284882864074563"
"Vollzeit","1995","(noch) kein Abschluss","3","30","0.243278779216067","0.158760515976684","0.327797042455451"
"Vollzeit","1995","(noch) kein Abschluss","4","19","","",""
"Vollzeit","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"Vollzeit","1995","Hauptschule","1 Einkommensschwächstes Quintil","731","0.224759892297924","0.208510518342157","0.241009266253692"
"Vollzeit","1995","Hauptschule","2","758","0.32516381158967","0.304050682096932","0.346276941082409"
"Vollzeit","1995","Hauptschule","3","470","0.42579220528009","0.394415502856606","0.457168907703575"
"Vollzeit","1995","Hauptschule","4","311","0.525077872909303","0.483865122419901","0.566290623398705"
"Vollzeit","1995","Hauptschule","5 Einkommensstärkstes Quintil","92","0.442274232286464","0.369919827164265","0.514628637408663"
"Vollzeit","1995","Realschule","1 Einkommensschwächstes Quintil","479","0.391729494790048","0.362697645965873","0.420761343614224"
"Vollzeit","1995","Realschule","2","508","0.478667584244074","0.446387954024034","0.510947214464114"
"Vollzeit","1995","Realschule","3","315","0.512405154340454","0.470478706636564","0.554331602044343"
"Vollzeit","1995","Realschule","4","265","0.628392619630191","0.580060016970516","0.676725222289866"
"Vollzeit","1995","Realschule","5 Einkommensstärkstes Quintil","121","0.639673825673563","0.569538142115649","0.709809509231477"
"Vollzeit","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","99","0.227534824891191","0.185657289048435","0.269412360733947"
"Vollzeit","1995","(Fach-)Abitur","2","122","0.429020151208473","0.371254087711567","0.486786214705378"
"Vollzeit","1995","(Fach-)Abitur","3","88","0.467916367221248","0.395424970874144","0.540407763568352"
"Vollzeit","1995","(Fach-)Abitur","4","80","0.627965785705732","0.545820678164862","0.710110893246602"
"Vollzeit","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","35","0.420647383141018","0.311788185844046","0.52950658043799"
"Vollzeit","1995","AkademikerIn","1 Einkommensschwächstes Quintil","146","0.325443637030234","0.277110887242962","0.373776386817506"
"Vollzeit","1995","AkademikerIn","2","257","0.476701147187977","0.430808788156523","0.522593506219431"
"Vollzeit","1995","AkademikerIn","3","257","0.621368136103423","0.572210005510011","0.670526266696836"
"Vollzeit","1995","AkademikerIn","4","226","0.673063846297297","0.620929071426773","0.725198621167821"
"Vollzeit","1995","AkademikerIn","5 Einkommensstärkstes Quintil","180","0.688734832882543","0.631568661632112","0.745901004132974"
"Teilzeit","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","64","0.130298109218924","0.100338821372549","0.160257397065298"
"Teilzeit","1995","(noch) kein Abschluss","2","31","0.125712299404601","0.0821021400845729","0.169322458724629"
"Teilzeit","1995","(noch) kein Abschluss","3","13","","",""
"Teilzeit","1995","(noch) kein Abschluss","4","5","","",""
"Teilzeit","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Teilzeit","1995","Hauptschule","1 Einkommensschwächstes Quintil","490","0.17386035740339","0.159107160986595","0.188613553820185"
"Teilzeit","1995","Hauptschule","2","332","0.157205113760385","0.140799344197987","0.173610883322782"
"Teilzeit","1995","Hauptschule","3","169","0.161776183937925","0.13840874076939","0.185143627106459"
"Teilzeit","1995","Hauptschule","4","97","0.171118631489876","0.140037030773808","0.202200232205944"
"Teilzeit","1995","Hauptschule","5 Einkommensstärkstes Quintil","31","0.163046958536915","0.109230427451307","0.216863489622523"
"Teilzeit","1995","Realschule","1 Einkommensschwächstes Quintil","285","0.251942018750654","0.226122323540119","0.277761713961189"
"Teilzeit","1995","Realschule","2","195","0.194571920611956","0.168991502227934","0.220152338995978"
"Teilzeit","1995","Realschule","3","122","0.226210996838785","0.191118044777309","0.261303948900261"
"Teilzeit","1995","Realschule","4","67","0.168284623936205","0.13086563382116","0.205703614051251"
"Teilzeit","1995","Realschule","5 Einkommensstärkstes Quintil","24","","",""
"Teilzeit","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","109","0.305983203817477","0.259952087141487","0.352014320493468"
"Teilzeit","1995","(Fach-)Abitur","2","61","0.218500187636584","0.170270562873557","0.266729812399611"
"Teilzeit","1995","(Fach-)Abitur","3","44","0.247162868332599","0.184493614188356","0.309832122476842"
"Teilzeit","1995","(Fach-)Abitur","4","29","","",""
"Teilzeit","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","19","","",""
"Teilzeit","1995","AkademikerIn","1 Einkommensschwächstes Quintil","99","0.307375261742588","0.259778440930003","0.354972082555174"
"Teilzeit","1995","AkademikerIn","2","85","0.243775824653056","0.20432437298146","0.283227276324651"
"Teilzeit","1995","AkademikerIn","3","50","0.149923054826645","0.113742466858687","0.186103642794604"
"Teilzeit","1995","AkademikerIn","4","45","0.150363694154811","0.110639424527491","0.19008796378213"
"Teilzeit","1995","AkademikerIn","5 Einkommensstärkstes Quintil","45","0.161694674632758","0.116238091097591","0.207151258167925"
"nicht erwerbstätig","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","334","0.708986862159643","0.668561621560537","0.749412102758748"
"nicht erwerbstätig","1995","(noch) kein Abschluss","2","121","0.644725876341064","0.581769323151064","0.707682429531064"
"nicht erwerbstätig","1995","(noch) kein Abschluss","3","56","0.686163986644399","0.594753537455237","0.777574435833561"
"nicht erwerbstätig","1995","(noch) kein Abschluss","4","33","0.757410779464413","0.646132051241752","0.868689507687074"
"nicht erwerbstätig","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","12","","",""
"nicht erwerbstätig","1995","Hauptschule","1 Einkommensschwächstes Quintil","1314","0.601379750298686","0.582320176372598","0.620439324224774"
"nicht erwerbstätig","1995","Hauptschule","2","801","0.517631074649945","0.495109323376429","0.540152825923461"
"nicht erwerbstätig","1995","Hauptschule","3","315","0.412431610781985","0.381193908076245","0.443669313487725"
"nicht erwerbstätig","1995","Hauptschule","4","156","0.303803495600821","0.265848334291971","0.341758656909671"
"nicht erwerbstätig","1995","Hauptschule","5 Einkommensstärkstes Quintil","58","0.394678809176621","0.3234716520972","0.465885966256042"
"nicht erwerbstätig","1995","Realschule","1 Einkommensschwächstes Quintil","322","0.356328486459298","0.327845167404452","0.384811805514143"
"nicht erwerbstätig","1995","Realschule","2","217","0.32676049514397","0.296452741667082","0.357068248620858"
"nicht erwerbstätig","1995","Realschule","3","109","0.261383848820761","0.224528498472154","0.298239199169369"
"nicht erwerbstätig","1995","Realschule","4","52","0.203322756433604","0.163068048566996","0.243577464300211"
"nicht erwerbstätig","1995","Realschule","5 Einkommensstärkstes Quintil","35","0.23312927924976","0.171360171604589","0.294898386894932"
"nicht erwerbstätig","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","177","0.466481971291332","0.416649811785905","0.516314130796758"
"nicht erwerbstätig","1995","(Fach-)Abitur","2","99","0.352479661154944","0.296720366012767","0.40823895629712"
"nicht erwerbstätig","1995","(Fach-)Abitur","3","50","0.284920764446153","0.219343766518174","0.350497762374132"
"nicht erwerbstätig","1995","(Fach-)Abitur","4","24","","",""
"nicht erwerbstätig","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","25","","",""
"nicht erwerbstätig","1995","AkademikerIn","1 Einkommensschwächstes Quintil","116","0.367181101227178","0.317456149476184","0.416906052978173"
"nicht erwerbstätig","1995","AkademikerIn","2","113","0.279523028158967","0.238288479896671","0.320757576421264"
"nicht erwerbstätig","1995","AkademikerIn","3","67","0.228708809069931","0.186142801125197","0.271274817014665"
"nicht erwerbstätig","1995","AkademikerIn","4","40","0.176572459547892","0.134194301731763","0.218950617364021"
"nicht erwerbstätig","1995","AkademikerIn","5 Einkommensstärkstes Quintil","27","","",""
"Vollzeit","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","65","0.143769087169149","0.110053584812629","0.177484589525669"
"Vollzeit","1996","(noch) kein Abschluss","2","63","0.236924413756247","0.184736890345382","0.289111937167112"
"Vollzeit","1996","(noch) kein Abschluss","3","23","","",""
"Vollzeit","1996","(noch) kein Abschluss","4","12","","",""
"Vollzeit","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Vollzeit","1996","Hauptschule","1 Einkommensschwächstes Quintil","659","0.225489292295232","0.208469451692695","0.24250913289777"
"Vollzeit","1996","Hauptschule","2","660","0.295655586558786","0.274810352365091","0.316500820752482"
"Vollzeit","1996","Hauptschule","3","485","0.426585064557557","0.395761187164554","0.457408941950561"
"Vollzeit","1996","Hauptschule","4","319","0.520013045614673","0.479869895955262","0.560156195274083"
"Vollzeit","1996","Hauptschule","5 Einkommensstärkstes Quintil","101","0.437564781369585","0.369655584557009","0.505473978182161"
"Vollzeit","1996","Realschule","1 Einkommensschwächstes Quintil","453","0.403052263761149","0.372497471813749","0.433607055708549"
