"e11103","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Vollzeit","1984","AkademikerIn","maennlich","374","0.68231916586198","0.642867940915673","0.721770390808288"
"Vollzeit","1984","AkademikerIn","weiblich","91","0.344577569846942","0.286248889261057","0.402906250432827"
"Vollzeit","1984","Hauptschule","maennlich","2466","","",""
"Vollzeit","1984","Hauptschule","weiblich","856","0.181795397979145","0.169449781755861","0.194141014202429"
"Vollzeit","1984","Realschule","maennlich","523","0.660904930870682","0.627788502171232","0.694021359570131"
"Vollzeit","1984","Realschule","weiblich","377","0.326632330881734","0.298917804343548","0.354346857419919"
"nicht erwerbstätig","1985","(Fach-)Abitur","maennlich","171","","",""
"nicht erwerbstätig","1985","(Fach-)Abitur","weiblich","147","","",""
"nicht erwerbstätig","1985","(noch) kein Abschluss","maennlich","181","","",""
"nicht erwerbstätig","1985","(noch) kein Abschluss","weiblich","358","0.755806571370542","0.72105284651267","0.790560296228413"
"nicht erwerbstätig","1985","AkademikerIn","maennlich","72","0.165307382290041","0.133037408665023","0.19757735591506"
"nicht erwerbstätig","1985","AkademikerIn","weiblich","78","0.350119664722058","0.290511536121633","0.409727793322482"
"nicht erwerbstätig","1985","Hauptschule","maennlich","620","0.259043947874245","0.243690791660196","0.274397104088295"
"nicht erwerbstätig","1985","Hauptschule","weiblich","1903","","",""
"nicht erwerbstätig","1985","Realschule","maennlich","175","","",""
"nicht erwerbstätig","1985","Realschule","weiblich","452","0.462179159476786","0.432179633544339","0.492178685409233"
"Teilzeit","1985","(Fach-)Abitur","maennlich","93","0.20359582900509","0.166917562927715","0.240274095082465"
"Teilzeit","1985","(Fach-)Abitur","weiblich","88","0.289242045817692","0.239871587083684","0.338612504551701"
"Teilzeit","1985","(noch) kein Abschluss","maennlich","47","0.085787736071591","0.0612406913508445","0.110334780792337"
"Teilzeit","1985","(noch) kein Abschluss","weiblich","64","0.0772229218686681","0.055628053836426","0.0988177899009102"
"Teilzeit","1985","AkademikerIn","maennlich","65","0.123070802976028","0.0945311306889875","0.151610475263068"
"Teilzeit","1985","AkademikerIn","weiblich","80","0.296844593907868","0.239753183839001","0.353936003976736"
"Teilzeit","1985","Hauptschule","maennlich","366","0.112618515206953","0.101540172422827","0.123696857991079"
"Teilzeit","1985","Hauptschule","weiblich","690","0.186773953486863","0.173503029276407","0.200044877697319"
"Teilzeit","1985","Realschule","maennlich","87","0.105055344696846","0.08316918400887","0.126941505384822"
"Teilzeit","1985","Realschule","weiblich","252","","",""
"Vollzeit","1985","(Fach-)Abitur","maennlich","199","","",""
"Vollzeit","1985","(Fach-)Abitur","weiblich","89","0.261170912324348","0.213339854957109","0.309001969691586"
"Vollzeit","1985","(noch) kein Abschluss","maennlich","272","","",""
"Vollzeit","1985","(noch) kein Abschluss","weiblich","165","","",""
"Vollzeit","1985","AkademikerIn","maennlich","372","0.711621814733931","0.672267257688566","0.750976371779296"
"Vollzeit","1985","AkademikerIn","weiblich","88","0.353035741370074","0.293314335907782","0.412757146832365"
"Vollzeit","1985","Hauptschule","maennlich","2142","","",""
"Vollzeit","1985","Hauptschule","weiblich","720","0.175874697243086","0.162910797054993","0.188838597431179"
"Vollzeit","1985","Realschule","maennlich","492","0.639730995173289","0.60546411511106","0.673997875235518"
"Vollzeit","1985","Realschule","weiblich","357","0.323331461790489","0.295186389134663","0.351476534446314"
"nicht erwerbstätig","1986","(Fach-)Abitur","maennlich","184","","",""
"nicht erwerbstätig","1986","(Fach-)Abitur","weiblich","133","","",""
"nicht erwerbstätig","1986","(noch) kein Abschluss","maennlich","188","","",""
"nicht erwerbstätig","1986","(noch) kein Abschluss","weiblich","333","0.731101183656107","0.693978360152918","0.768224007159296"
"nicht erwerbstätig","1986","AkademikerIn","maennlich","67","0.15742399452136","0.125659466281114","0.189188522761606"
"nicht erwerbstätig","1986","AkademikerIn","weiblich","77","0.361106901705549","0.300839124977613","0.421374678433486"
"nicht erwerbstätig","1986","Hauptschule","maennlich","567","0.260106725628769","0.244350721893267","0.275862729364271"
"nicht erwerbstätig","1986","Hauptschule","weiblich","1741","","",""
"nicht erwerbstätig","1986","Realschule","maennlich","160","","",""
"nicht erwerbstätig","1986","Realschule","weiblich","428","0.462584724980189","0.432194181362335","0.492975268598043"
"Teilzeit","1986","(Fach-)Abitur","maennlich","92","0.211727668152","0.174793688048923","0.248661648255076"
"Teilzeit","1986","(Fach-)Abitur","weiblich","106","","",""
"Teilzeit","1986","(noch) kein Abschluss","maennlich","42","0.0885341701330099","0.0631213344294761","0.113947005836544"
"Teilzeit","1986","(noch) kein Abschluss","weiblich","71","0.0942820478396484","0.0698157193002314","0.118748376379065"
"Teilzeit","1986","AkademikerIn","maennlich","57","0.109427080820419","0.0822000958733917","0.136654065767446"
"Teilzeit","1986","AkademikerIn","weiblich","75","0.270385227204955","0.21465491614331","0.326115538266601"
"Teilzeit","1986","Hauptschule","maennlich","330","0.10016990816271","0.0893870314812591","0.11095278484416"
"Teilzeit","1986","Hauptschule","weiblich","676","0.191250988061854","0.177433247883578","0.20506872824013"
"Teilzeit","1986","Realschule","maennlich","92","0.128695915805715","0.104536458898055","0.152855372713376"
"Teilzeit","1986","Realschule","weiblich","251","","",""
"Vollzeit","1986","(Fach-)Abitur","maennlich","194","","",""
"Vollzeit","1986","(Fach-)Abitur","weiblich","99","0.288198753643101","0.239913428289082","0.33648407899712"
"Vollzeit","1986","(noch) kein Abschluss","maennlich","250","","",""
"Vollzeit","1986","(noch) kein Abschluss","weiblich","144","","",""
"Vollzeit","1986","AkademikerIn","maennlich","381","0.733148924658221","0.694571522226589","0.771726327089854"
"Vollzeit","1986","AkademikerIn","weiblich","92","0.368507871089495","0.30797928446714","0.429036457711851"
"Vollzeit","1986","Hauptschule","maennlich","2081","","",""
"Vollzeit","1986","Hauptschule","weiblich","695","0.179024138409096","0.165554706255131","0.192493570563061"
"Vollzeit","1986","Realschule","maennlich","486","0.636704048008293","0.602004885329915","0.671403210686671"
"Vollzeit","1986","Realschule","weiblich","355","0.326860762872643","0.298270268189516","0.35545125755577"
"nicht erwerbstätig","1987","(Fach-)Abitur","maennlich","164","","",""
"nicht erwerbstätig","1987","(Fach-)Abitur","weiblich","121","","",""
"nicht erwerbstätig","1987","(noch) kein Abschluss","maennlich","156","","",""
"nicht erwerbstätig","1987","(noch) kein Abschluss","weiblich","329","0.71326291356749","0.675399081314917","0.751126745820063"
"nicht erwerbstätig","1987","AkademikerIn","maennlich","66","0.171252928329583","0.138031781307643","0.204474075351524"
"nicht erwerbstätig","1987","AkademikerIn","weiblich","77","0.350536497294725","0.29115293490013","0.409920059689321"
"nicht erwerbstätig","1987","Hauptschule","maennlich","569","0.257658936391541","0.241876958513429","0.273440914269653"
"nicht erwerbstätig","1987","Hauptschule","weiblich","1689","","",""
"nicht erwerbstätig","1987","Realschule","maennlich","159","","",""
"nicht erwerbstätig","1987","Realschule","weiblich","395","0.4269879704784","0.396542772456176","0.457433168500624"
"Teilzeit","1987","(Fach-)Abitur","maennlich","85","0.214943952502629","0.177157761838476","0.252730143166781"
"Teilzeit","1987","(Fach-)Abitur","weiblich","92","0.270035359398048","0.221840521852654","0.318230196943442"
"Teilzeit","1987","(noch) kein Abschluss","maennlich","49","0.129698837020657","0.0988282267087765","0.160569447332537"
"Teilzeit","1987","(noch) kein Abschluss","weiblich","76","0.119059849840663","0.0919445957135613","0.146175103967765"
"Teilzeit","1987","AkademikerIn","maennlich","58","0.103359130340848","0.0765138276554329","0.130204433026262"
"Teilzeit","1987","AkademikerIn","weiblich","89","0.320588920961006","0.262504078236247","0.378673763685765"
"Teilzeit","1987","Hauptschule","maennlich","307","0.0982095189320274","0.0874704483129891","0.108948589551066"
"Teilzeit","1987","Hauptschule","weiblich","677","0.199756843626654","0.185604647658997","0.213909039594312"
"Teilzeit","1987","Realschule","maennlich","85","0.104217923626784","0.0822776344670484","0.126158212786519"
"Teilzeit","1987","Realschule","weiblich","258","","",""
"Vollzeit","1987","(Fach-)Abitur","maennlich","205","","",""
"Vollzeit","1987","(Fach-)Abitur","weiblich","113","","",""
"Vollzeit","1987","(noch) kein Abschluss","maennlich","250","","",""
"Vollzeit","1987","(noch) kein Abschluss","weiblich","143","","",""
"Vollzeit","1987","AkademikerIn","maennlich","370","0.725387941329569","0.686030252809356","0.764745629849782"
"Vollzeit","1987","AkademikerIn","weiblich","82","0.328874581744269","0.270403753081719","0.387345410406818"
"Vollzeit","1987","Hauptschule","maennlich","2074","","",""
"Vollzeit","1987","Hauptschule","weiblich","700","0.183112275286518","0.169422323132453","0.196802227440583"
"Vollzeit","1987","Realschule","maennlich","501","0.669587012739066","0.635811494599457","0.703362530878674"
"Vollzeit","1987","Realschule","weiblich","361","0.350273889398353","0.32091104281697","0.379636735979736"
"nicht erwerbstätig","1988","(Fach-)Abitur","maennlich","158","","",""
"nicht erwerbstätig","1988","(Fach-)Abitur","weiblich","119","","",""
"nicht erwerbstätig","1988","(noch) kein Abschluss","maennlich","148","","",""
"nicht erwerbstätig","1988","(noch) kein Abschluss","weiblich","314","0.741604854476061","0.703575613538034","0.779634095414087"
"nicht erwerbstätig","1988","AkademikerIn","maennlich","66","0.160759220965982","0.127622591822349","0.193895850109614"
"nicht erwerbstätig","1988","AkademikerIn","weiblich","64","0.307946343076199","0.248285198276146","0.367607487876253"
"nicht erwerbstätig","1988","Hauptschule","maennlich","565","0.268419536904733","0.252118940084865","0.284720133724601"
"nicht erwerbstätig","1988","Hauptschule","weiblich","1548","","",""
"nicht erwerbstätig","1988","Realschule","maennlich","126","","",""
"nicht erwerbstätig","1988","Realschule","weiblich","385","0.421829837650681","0.3912821936909","0.452377481610462"
"Teilzeit","1988","(Fach-)Abitur","maennlich","94","0.217645127617085","0.178912120400285","0.256378134833884"
"Teilzeit","1988","(Fach-)Abitur","weiblich","80","0.265062299331312","0.215200943132427","0.314923655530197"
"Teilzeit","1988","(noch) kein Abschluss","maennlich","29","","",""
"Teilzeit","1988","(noch) kein Abschluss","weiblich","80","0.122756947161073","0.0942485888685499","0.151265305453596"
"Teilzeit","1988","AkademikerIn","maennlich","60","0.140964849959644","0.109571477276321","0.172358222642967"
"Teilzeit","1988","AkademikerIn","weiblich","85","0.344433137781507","0.283022284276813","0.4058439912862"
"Teilzeit","1988","Hauptschule","maennlich","303","0.0864827545243154","0.0761435166599692","0.0968219923886617"
"Teilzeit","1988","Hauptschule","weiblich","711","0.220423216596521","0.20534905596116","0.235497377231881"
"Teilzeit","1988","Realschule","maennlich","91","0.111730037709612","0.088342248940484","0.13511782647874"
"Teilzeit","1988","Realschule","weiblich","269","","",""
"Vollzeit","1988","(Fach-)Abitur","maennlich","184","","",""
"Vollzeit","1988","(Fach-)Abitur","weiblich","102","","",""
"Vollzeit","1988","(noch) kein Abschluss","maennlich","222","","",""
"Vollzeit","1988","(noch) kein Abschluss","weiblich","115","","",""
"Vollzeit","1988","AkademikerIn","maennlich","346","0.698275929074374","0.656866846693781","0.739685011454967"
"Vollzeit","1988","AkademikerIn","weiblich","81","0.347620519142294","0.286076334649561","0.409164703635027"
"Vollzeit","1988","Hauptschule","maennlich","1971","","",""
"Vollzeit","1988","Hauptschule","weiblich","646","0.174948634359895","0.161133001146499","0.188764267573291"
"Vollzeit","1988","Realschule","maennlich","480","0.695446682201169","0.66128059151573","0.729612772886607"
"Vollzeit","1988","Realschule","weiblich","350","0.329716267237811","0.300637180583421","0.3587953538922"
"nicht erwerbstätig","1989","(Fach-)Abitur","maennlich","166","","",""
"nicht erwerbstätig","1989","(Fach-)Abitur","weiblich","115","","",""
"nicht erwerbstätig","1989","(noch) kein Abschluss","maennlich","136","","",""
"nicht erwerbstätig","1989","(noch) kein Abschluss","weiblich","315","0.750621164430982","0.712811371610053","0.78843095725191"
"nicht erwerbstätig","1989","AkademikerIn","maennlich","68","0.177674957875688","0.143191408573561","0.212158507177816"
"nicht erwerbstätig","1989","AkademikerIn","weiblich","57","0.295074293910002","0.235613427408345","0.35453516041166"
"nicht erwerbstätig","1989","Hauptschule","maennlich","550","0.270597778390829","0.253843279111167","0.28735227767049"
"nicht erwerbstätig","1989","Hauptschule","weiblich","1468","","",""
"nicht erwerbstätig","1989","Realschule","maennlich","119","","",""
"nicht erwerbstätig","1989","Realschule","weiblich","363","0.416263538460891","0.385353936989705","0.447173139932078"
"Teilzeit","1989","(Fach-)Abitur","maennlich","84","0.19676153028686","0.159824631331662","0.233698429242058"
"Teilzeit","1989","(Fach-)Abitur","weiblich","78","0.242526418003386","0.194736958032413","0.29031587797436"
"Teilzeit","1989","(noch) kein Abschluss","maennlich","49","0.148678017522982","0.11314042274921","0.184215612296754"
"Teilzeit","1989","(noch) kein Abschluss","weiblich","79","0.115537707868672","0.0876016170927035","0.143473798644641"
"Teilzeit","1989","AkademikerIn","maennlich","60","0.122204039670765","0.0926568172159162","0.151751262125614"
"Teilzeit","1989","AkademikerIn","weiblich","77","0.304303538831549","0.244316521294524","0.364290556368575"
"Teilzeit","1989","Hauptschule","maennlich","247","","",""
"Teilzeit","1989","Hauptschule","weiblich","663","0.210563934055326","0.195443540401418","0.225684327709234"
"Teilzeit","1989","Realschule","maennlich","70","0.0941315360435194","0.0720861206773695","0.116176951409669"
"Teilzeit","1989","Realschule","weiblich","264","","",""
"Vollzeit","1989","(Fach-)Abitur","maennlich","195","","",""
"Vollzeit","1989","(Fach-)Abitur","weiblich","116","","",""
"Vollzeit","1989","(noch) kein Abschluss","maennlich","200","","",""
"Vollzeit","1989","(noch) kein Abschluss","weiblich","109","","",""
"Vollzeit","1989","AkademikerIn","maennlich","344","0.700121002453546","0.658784219942112","0.741457784964981"
"Vollzeit","1989","AkademikerIn","weiblich","92","0.400622167258448","0.33673528450945","0.464509050007446"
"Vollzeit","1989","Hauptschule","maennlich","1904","","",""
"Vollzeit","1989","Hauptschule","weiblich","662","0.186674415995384","0.172223770710542","0.201125061280226"
"Vollzeit","1989","Realschule","maennlich","485","0.707731920874158","0.673396432625836","0.74206740912248"
"Vollzeit","1989","Realschule","weiblich","350","0.339247273722075","0.309559442377326","0.368935105066824"
"nicht erwerbstätig","1990","(Fach-)Abitur","maennlich","144","","",""
"nicht erwerbstätig","1990","(Fach-)Abitur","weiblich","112","","",""
"nicht erwerbstätig","1990","(noch) kein Abschluss","maennlich","152","","",""
"nicht erwerbstätig","1990","(noch) kein Abschluss","weiblich","281","","",""
"nicht erwerbstätig","1990","AkademikerIn","maennlich","71","0.171053041293231","0.137010032776585","0.205096049809877"
"nicht erwerbstätig","1990","AkademikerIn","weiblich","61","0.29943959813943","0.240118694452245","0.358760501826614"
"nicht erwerbstätig","1990","Hauptschule","maennlich","552","0.266584264234234","0.249688414666814","0.283480113801653"
"nicht erwerbstätig","1990","Hauptschule","weiblich","1431","","",""
"nicht erwerbstätig","1990","Realschule","maennlich","109","","",""
"nicht erwerbstätig","1990","Realschule","weiblich","335","0.384878723156388","0.354321707350551","0.415435738962224"
"Teilzeit","1990","(Fach-)Abitur","maennlich","91","0.219367455443504","0.180479699014071","0.258255211872937"
"Teilzeit","1990","(Fach-)Abitur","weiblich","98","0.300924007538865","0.250111978847029","0.351736036230701"
"Teilzeit","1990","(noch) kein Abschluss","maennlich","34","0.102646817267803","0.0721720743323254","0.133121560203281"
"Teilzeit","1990","(noch) kein Abschluss","weiblich","90","0.145538329661597","0.11345170110807","0.177624958215124"
"Teilzeit","1990","AkademikerIn","maennlich","50","0.112298462068086","0.0837541518567697","0.140842772279402"
"Teilzeit","1990","AkademikerIn","weiblich","83","0.337347386708876","0.27611065799871","0.398584115419041"
"Teilzeit","1990","Hauptschule","maennlich","245","","",""
"Teilzeit","1990","Hauptschule","weiblich","659","0.221007570946155","0.205405815509118","0.236609326383191"
"Teilzeit","1990","Realschule","maennlich","76","0.102064590789384","0.0788095184388532","0.125319663139915"
"Teilzeit","1990","Realschule","weiblich","259","","",""
"Vollzeit","1990","(Fach-)Abitur","maennlich","200","","",""
"Vollzeit","1990","(Fach-)Abitur","weiblich","103","","",""
"Vollzeit","1990","(noch) kein Abschluss","maennlich","195","","",""
"Vollzeit","1990","(noch) kein Abschluss","weiblich","93","0.128204876576804","0.0977856203599187","0.158624132793689"
"Vollzeit","1990","AkademikerIn","maennlich","349","0.716648496638683","0.675909059941639","0.757387933335726"
"Vollzeit","1990","AkademikerIn","weiblich","85","0.363213015151695","0.300924476760043","0.425501553543347"
"Vollzeit","1990","Hauptschule","maennlich","1834","","",""
"Vollzeit","1990","Hauptschule","weiblich","627","0.18306263728466","0.16852152899592","0.197603745573399"
"Vollzeit","1990","Realschule","maennlich","466","0.71277427711159","0.678017038012835","0.747531516210344"
"Vollzeit","1990","Realschule","weiblich","380","0.371776018745934","0.341425469546399","0.40212656794547"
"nicht erwerbstätig","1991","(Fach-)Abitur","maennlich","146","","",""
"nicht erwerbstätig","1991","(Fach-)Abitur","weiblich","111","","",""
"nicht erwerbstätig","1991","(noch) kein Abschluss","maennlich","130","","",""
"nicht erwerbstätig","1991","(noch) kein Abschluss","weiblich","278","","",""
"nicht erwerbstätig","1991","AkademikerIn","maennlich","71","0.163220043449231","0.130227412360231","0.196212674538231"
"nicht erwerbstätig","1991","AkademikerIn","weiblich","70","0.339917637375379","0.279611733372125","0.400223541378632"
"nicht erwerbstätig","1991","Hauptschule","maennlich","551","0.277404865406408","0.260205375760812","0.294604355052004"
"nicht erwerbstätig","1991","Hauptschule","weiblich","1363","","",""
"nicht erwerbstätig","1991","Realschule","maennlich","118","","",""
"nicht erwerbstätig","1991","Realschule","weiblich","340","0.398315134772508","0.36782014853338","0.428810121011636"
"Teilzeit","1991","(Fach-)Abitur","maennlich","103","","",""
"Teilzeit","1991","(Fach-)Abitur","weiblich","98","0.27238434531594","0.223759050858345","0.321009639773534"
"Teilzeit","1991","(noch) kein Abschluss","maennlich","46","0.145798684206561","0.109494916569339","0.182102451843783"
"Teilzeit","1991","(noch) kein Abschluss","weiblich","84","0.154522221042785","0.121563247854694","0.187481194230875"
"Teilzeit","1991","AkademikerIn","maennlich","63","0.137707042767086","0.106943944878951","0.16847014065522"
"Teilzeit","1991","AkademikerIn","weiblich","81","0.317074599363714","0.257831021702214","0.376318177025213"
"Teilzeit","1991","Hauptschule","maennlich","214","","",""
"Teilzeit","1991","Hauptschule","weiblich","651","0.225255100941699","0.209349802076946","0.241160399806452"
"Teilzeit","1991","Realschule","maennlich","78","0.114534620678279","0.0899579858058589","0.139111255550699"
"Teilzeit","1991","Realschule","weiblich","274","","",""
"Vollzeit","1991","(Fach-)Abitur","maennlich","196","","",""
"Vollzeit","1991","(Fach-)Abitur","weiblich","113","","",""
"Vollzeit","1991","(noch) kein Abschluss","maennlich","187","","",""
"Vollzeit","1991","(noch) kein Abschluss","weiblich","100","","",""
"Vollzeit","1991","AkademikerIn","maennlich","348","0.699072913783683","0.65812644543973","0.740019382127637"
"Vollzeit","1991","AkademikerIn","weiblich","86","0.343007763260908","0.282570330025349","0.403445196496466"
"Vollzeit","1991","Hauptschule","maennlich","1838","","",""
"Vollzeit","1991","Hauptschule","weiblich","636","0.19025346747963","0.17530949727724","0.20519743768202"
"Vollzeit","1991","Realschule","maennlich","449","0.696999867769686","0.661534375644463","0.732465359894908"
"Vollzeit","1991","Realschule","weiblich","376","0.356903345624143","0.327060246023539","0.386746445224747"
"nicht erwerbstätig","1992","(Fach-)Abitur","maennlich","153","","",""
"nicht erwerbstätig","1992","(Fach-)Abitur","weiblich","154","","",""
"nicht erwerbstätig","1992","(noch) kein Abschluss","maennlich","139","","",""
"nicht erwerbstätig","1992","(noch) kein Abschluss","weiblich","310","0.690772770111783","0.650099066224716","0.73144647399885"
"nicht erwerbstätig","1992","AkademikerIn","maennlich","135","","",""
"nicht erwerbstätig","1992","AkademikerIn","weiblich","136","","",""
"nicht erwerbstätig","1992","Hauptschule","maennlich","732","0.296502965642149","0.280589106492959","0.312416824791339"
"nicht erwerbstätig","1992","Hauptschule","weiblich","1733","","",""
"nicht erwerbstätig","1992","Realschule","maennlich","186","","",""
"nicht erwerbstätig","1992","Realschule","weiblich","481","0.363729589065918","0.34092158722847","0.386537590903365"
"Teilzeit","1992","(Fach-)Abitur","maennlich","115","","",""
"Teilzeit","1992","(Fach-)Abitur","weiblich","92","0.214130596998123","0.173625046941978","0.254636147054268"
"Teilzeit","1992","(noch) kein Abschluss","maennlich","43","0.132661155472374","0.0983748685698347","0.166947442374913"
"Teilzeit","1992","(noch) kein Abschluss","weiblich","84","0.158226910914509","0.126109173269548","0.19034464855947"
"Teilzeit","1992","AkademikerIn","maennlich","110","","",""
"Teilzeit","1992","AkademikerIn","weiblich","220","","",""
"Teilzeit","1992","Hauptschule","maennlich","322","0.0892444363327742","0.0793105006110905","0.0991783720544578"
"Teilzeit","1992","Hauptschule","weiblich","810","0.212815617953966","0.199006969123137","0.226624266784795"
"Teilzeit","1992","Realschule","maennlich","162","","",""
"Teilzeit","1992","Realschule","weiblich","501","0.269622426926554","0.248583248289526","0.290661605563582"
"Vollzeit","1992","(Fach-)Abitur","maennlich","235","","",""
"Vollzeit","1992","(Fach-)Abitur","weiblich","148","","",""
"Vollzeit","1992","(noch) kein Abschluss","maennlich","194","","",""
"Vollzeit","1992","(noch) kein Abschluss","weiblich","102","","",""
"Vollzeit","1992","AkademikerIn","maennlich","666","0.699381769586126","0.669606636362549","0.729156902809703"
"Vollzeit","1992","AkademikerIn","weiblich","388","0.441083486041463","0.405405897449992","0.476761074632934"
"Vollzeit","1992","Hauptschule","maennlich","2110","","",""
"Vollzeit","1992","Hauptschule","weiblich","832","0.199344897236831","0.185866554306049","0.212823240167613"
"Vollzeit","1992","Realschule","maennlich","1047","","",""
"Vollzeit","1992","Realschule","weiblich","727","0.366647984007528","0.343801241397206","0.389494726617851"
"nicht erwerbstätig","1993","(Fach-)Abitur","maennlich","137","","",""
"nicht erwerbstätig","1993","(Fach-)Abitur","weiblich","142","","",""
"nicht erwerbstätig","1993","(noch) kein Abschluss","maennlich","151","","",""
"nicht erwerbstätig","1993","(noch) kein Abschluss","weiblich","319","0.712258525754248","0.671843335058389","0.752673716450107"
"nicht erwerbstätig","1993","AkademikerIn","maennlich","166","","",""
"nicht erwerbstätig","1993","AkademikerIn","weiblich","157","","",""
"nicht erwerbstätig","1993","Hauptschule","maennlich","777","0.312294350642882","0.295922523777724","0.32866617750804"
"nicht erwerbstätig","1993","Hauptschule","weiblich","1741","","",""
"nicht erwerbstätig","1993","Realschule","maennlich","206","","",""
"nicht erwerbstätig","1993","Realschule","weiblich","528","0.382040027604691","0.358949676290613","0.405130378918769"
"Teilzeit","1993","(Fach-)Abitur","maennlich","120","","",""
"Teilzeit","1993","(Fach-)Abitur","weiblich","138","","",""
"Teilzeit","1993","(noch) kein Abschluss","maennlich","32","0.0871406046048653","0.0583244244249817","0.115956784784749"
"Teilzeit","1993","(noch) kein Abschluss","weiblich","73","0.127220314683646","0.0974724964481628","0.156968132919128"
"Teilzeit","1993","AkademikerIn","maennlich","106","","",""
"Teilzeit","1993","AkademikerIn","weiblich","190","","",""
"Teilzeit","1993","Hauptschule","maennlich","328","0.0972782548925269","0.0868094134829445","0.107747096302109"
"Teilzeit","1993","Hauptschule","weiblich","775","0.212168116328983","0.198152975455202","0.226183257202765"
"Teilzeit","1993","Realschule","maennlich","153","","",""
"Teilzeit","1993","Realschule","weiblich","475","0.256304873617235","0.235557084070795","0.277052663163674"
"Vollzeit","1993","(Fach-)Abitur","maennlich","238","","",""
"Vollzeit","1993","(Fach-)Abitur","weiblich","135","","",""
"Vollzeit","1993","(noch) kein Abschluss","maennlich","185","","",""
"Vollzeit","1993","(noch) kein Abschluss","weiblich","90","0.160521159562107","0.127749714428847","0.193292604695366"
"Vollzeit","1993","AkademikerIn","maennlich","637","0.671942434865126","0.641420840770552","0.702464028959701"
"Vollzeit","1993","AkademikerIn","weiblich","380","0.419559882684917","0.383687801496075","0.455431963873758"
"Vollzeit","1993","Hauptschule","maennlich","1973","","",""
"Vollzeit","1993","Hauptschule","weiblich","753","0.190360850593232","0.176903015601773","0.203818685584691"
"Vollzeit","1993","Realschule","maennlich","1036","","",""
"Vollzeit","1993","Realschule","weiblich","698","0.361655098778074","0.338821680770222","0.384488516785927"
"nicht erwerbstätig","1994","(Fach-)Abitur","maennlich","174","","",""
"nicht erwerbstätig","1994","(Fach-)Abitur","weiblich","161","","",""
"nicht erwerbstätig","1994","(noch) kein Abschluss","maennlich","161","","",""
"nicht erwerbstätig","1994","(noch) kein Abschluss","weiblich","333","0.736971874302568","0.697788324883741","0.776155423721396"
"nicht erwerbstätig","1994","AkademikerIn","maennlich","180","","",""
"nicht erwerbstätig","1994","AkademikerIn","weiblich","163","","",""
"nicht erwerbstätig","1994","Hauptschule","maennlich","811","0.332229320319206","0.315229538140625","0.349229102497787"
"nicht erwerbstätig","1994","Hauptschule","weiblich","1767","","",""
"nicht erwerbstätig","1994","Realschule","maennlich","183","","",""
"nicht erwerbstätig","1994","Realschule","weiblich","526","0.379564794911908","0.356407825164366","0.40272176465945"
"Teilzeit","1994","(Fach-)Abitur","maennlich","89","0.171438490194329","0.138303530958669","0.204573449429989"
"Teilzeit","1994","(Fach-)Abitur","weiblich","121","","",""
"Teilzeit","1994","(noch) kein Abschluss","maennlich","39","0.0876232968815167","0.0585367833770344","0.116709810385999"
