year,bula_h,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Berlin,Part Time,0.17895,110,569,0.14742,0.21047
1995,Berlin,Not Working,0.40017,199,569,0.35988,0.44046
1995,Brandenburg,Full Time,0.46709,295,588,0.42673,0.50745
1995,Brandenburg,Part Time,0.11665,79,588,0.09068,0.14261
1995,Brandenburg,Not Working,0.41627,214,588,0.37639,0.45615
1995,Mecklenburg-Western Pomerania,Full Time,0.41314,198,417,0.36582,0.46045
1995,Mecklenburg-Western Pomerania,Part Time,0.17990,76,417,0.14299,0.21681
1995,Mecklenburg-Western Pomerania,Not Working,0.40696,143,417,0.35975,0.45417
1995,Saxony,Full Time,0.42406,512,1099,0.39482,0.45329
1995,Saxony,Part Time,0.13003,175,1099,0.11014,0.14993
1995,Saxony,Not Working,0.44591,412,1099,0.41651,0.47531
1995,Saxony-Anhalt,Full Time,0.42010,340,689,0.38322,0.45698
1995,Saxony-Anhalt,Part Time,0.14852,116,689,0.12195,0.17510
1995,Saxony-Anhalt,Not Working,0.43138,233,689,0.39437,0.46839
1995,Thuringa,Full Time,0.39522,313,652,0.35766,0.43277
1995,Thuringa,Part Time,0.17883,116,652,0.14939,0.20827
1995,Thuringa,Not Working,0.42595,223,652,0.38797,0.46394
1996,Schleswig-Holstein,Full Time,0.36092,118,284,0.30496,0.41687
1996,Schleswig-Holstein,Part Time,0.22895,63,284,0.18000,0.27790
1996,Schleswig-Holstein,Not Working,0.41013,103,284,0.35283,0.46744
1996,Hamburg,Full Time,0.37283,51,99,0.27709,0.46857
1996,Hamburg,Not Working,0.40330,48,99,0.30618,0.50043
1996,Lower Saxony,Full Time,0.38772,421,1042,0.35812,0.41732
1996,Lower Saxony,Part Time,0.20512,251,1042,0.18059,0.22965
1996,Lower Saxony,Not Working,0.40716,370,1042,0.37731,0.43700
1996,Bremen,Full Time,0.28692,32,81,0.18780,0.38604
1996,Bremen,Not Working,0.59112,49,81,0.48339,0.69885
1996,North Rhine-Westphalia,Full Time,0.39308,1050,2554,0.37413,0.41203
1996,North Rhine-Westphalia,Part Time,0.20794,582,2554,0.19220,0.22368
1996,North Rhine-Westphalia,Not Working,0.39898,922,2554,0.37998,0.41797
1996,Hesse,Full Time,0.38291,389,908,0.35127,0.41454
1996,Hesse,Part Time,0.18889,200,908,0.16342,0.21436
1996,Hesse,Not Working,0.42820,319,908,0.39600,0.46041
1996,"Rhineland-Palatinate, Saarland",Full Time,0.37962,283,692,0.34343,0.41580
1996,"Rhineland-Palatinate, Saarland",Part Time,0.17178,139,692,0.14365,0.19990
1996,"Rhineland-Palatinate, Saarland",Not Working,0.44860,270,692,0.41152,0.48569
1996,Baden-Wuerttemberg,Full Time,0.39889,717,1704,0.37563,0.42215
1996,Baden-Wuerttemberg,Part Time,0.19617,399,1704,0.17731,0.21503
1996,Baden-Wuerttemberg,Not Working,0.40494,588,1704,0.38163,0.42826
1996,Bavaria,Full Time,0.39835,754,1660,0.37479,0.42191
1996,Bavaria,Part Time,0.20619,353,1660,0.18672,0.22566
1996,Bavaria,Not Working,0.39546,553,1660,0.37193,0.41899
1996,Berlin,Full Time,0.43060,254,542,0.38888,0.47233
1996,Berlin,Part Time,0.16737,94,542,0.13591,0.19883
1996,Berlin,Not Working,0.40203,194,542,0.36071,0.44335
1996,Brandenburg,Full Time,0.44944,292,598,0.40953,0.48934
1996,Brandenburg,Part Time,0.16124,105,598,0.13174,0.19074
1996,Brandenburg,Not Working,0.38933,201,598,0.35021,0.42844
1996,Mecklenburg-Western Pomerania,Full Time,0.41368,191,400,0.36536,0.46201
1996,Mecklenburg-Western Pomerania,Part Time,0.16800,72,400,0.13131,0.20468
1996,Mecklenburg-Western Pomerania,Not Working,0.41832,137,400,0.36992,0.46672
1996,Saxony,Full Time,0.42095,531,1109,0.39188,0.45002
1996,Saxony,Part Time,0.14336,184,1109,0.12273,0.16400
1996,Saxony,Not Working,0.43569,394,1109,0.40649,0.46488
1996,Saxony-Anhalt,Full Time,0.42854,326,674,0.39115,0.46593
1996,Saxony-Anhalt,Part Time,0.12910,102,674,0.10377,0.15444
1996,Saxony-Anhalt,Not Working,0.44236,246,674,0.40483,0.47988
1996,Thuringa,Full Time,0.41954,324,660,0.38186,0.45722
1996,Thuringa,Part Time,0.14763,105,660,0.12055,0.17471
1996,Thuringa,Not Working,0.43283,231,660,0.39500,0.47066
1997,Schleswig-Holstein,Full Time,0.38491,115,269,0.32666,0.44317
1997,Schleswig-Holstein,Part Time,0.22772,55,269,0.17751,0.27793
1997,Schleswig-Holstein,Not Working,0.38737,99,269,0.32905,0.44569
1997,Hamburg,Full Time,0.38687,55,106,0.29371,0.48003
1997,Hamburg,Not Working,0.45184,51,106,0.35665,0.54704
1997,Lower Saxony,Full Time,0.38187,431,1037,0.35229,0.41146
1997,Lower Saxony,Part Time,0.19054,218,1037,0.16662,0.21445
1997,Lower Saxony,Not Working,0.42759,388,1037,0.39747,0.45772
1997,Bremen,Full Time,0.33832,37,83,0.23591,0.44073
1997,Bremen,Not Working,0.58557,46,83,0.47894,0.69219
1997,North Rhine-Westphalia,Full Time,0.40222,1053,2507,0.38302,0.42141
1997,North Rhine-Westphalia,Part Time,0.18874,527,2507,0.17342,0.20406
1997,North Rhine-Westphalia,Not Working,0.40904,927,2507,0.38979,0.42829
1997,Hesse,Full Time,0.37533,349,847,0.34270,0.40796
1997,Hesse,Part Time,0.18159,182,847,0.15561,0.20757
1997,Hesse,Not Working,0.44308,316,847,0.40960,0.47655
1997,"Rhineland-Palatinate, Saarland",Full Time,0.36299,285,712,0.32765,0.39834
1997,"Rhineland-Palatinate, Saarland",Part Time,0.16856,134,712,0.14104,0.19607
1997,"Rhineland-Palatinate, Saarland",Not Working,0.46845,293,712,0.43177,0.50513
1997,Baden-Wuerttemberg,Full Time,0.38483,700,1706,0.36173,0.40792
1997,Baden-Wuerttemberg,Part Time,0.20882,391,1706,0.18953,0.22812
1997,Baden-Wuerttemberg,Not Working,0.40635,615,1706,0.38304,0.42966
1997,Bavaria,Full Time,0.39387,728,1623,0.37009,0.41765
1997,Bavaria,Part Time,0.21273,352,1623,0.19282,0.23265
1997,Bavaria,Not Working,0.39339,543,1623,0.36962,0.41717
1997,Berlin,Full Time,0.42302,232,510,0.38010,0.46594
1997,Berlin,Part Time,0.18268,100,510,0.14911,0.21625
1997,Berlin,Not Working,0.39430,178,510,0.35184,0.43675
1997,Brandenburg,Full Time,0.41340,272,596,0.37383,0.45297
1997,Brandenburg,Part Time,0.15336,95,596,0.12440,0.18231
1997,Brandenburg,Not Working,0.43324,229,596,0.39343,0.47306
1997,Mecklenburg-Western Pomerania,Full Time,0.41803,183,390,0.36902,0.46705
1997,Mecklenburg-Western Pomerania,Part Time,0.14905,64,390,0.11366,0.18445
1997,Mecklenburg-Western Pomerania,Not Working,0.43291,143,390,0.38367,0.48215
1997,Saxony,Full Time,0.41678,523,1087,0.38746,0.44611
1997,Saxony,Part Time,0.14571,167,1087,0.12473,0.16669
1997,Saxony,Not Working,0.43751,397,1087,0.40800,0.46701
1997,Saxony-Anhalt,Full Time,0.40186,312,666,0.36459,0.43912
1997,Saxony-Anhalt,Part Time,0.16173,119,666,0.13374,0.18971
1997,Saxony-Anhalt,Not Working,0.43642,235,666,0.39872,0.47411
1997,Thuringa,Full Time,0.39600,309,661,0.35868,0.43331
1997,Thuringa,Part Time,0.16993,110,661,0.14128,0.19859
1997,Thuringa,Not Working,0.43407,242,661,0.39626,0.47188
1998,Schleswig-Holstein,Full Time,0.40063,151,348,0.34907,0.45219
1998,Schleswig-Holstein,Part Time,0.16965,63,348,0.13016,0.20915
1998,Schleswig-Holstein,Not Working,0.42971,134,348,0.37763,0.48180
1998,Hamburg,Full Time,0.36044,60,154,0.28436,0.43652
1998,Hamburg,Part Time,0.22193,33,154,0.15608,0.28778
1998,Hamburg,Not Working,0.41763,61,154,0.33949,0.49578
1998,Lower Saxony,Full Time,0.38059,487,1197,0.35308,0.40811
1998,Lower Saxony,Part Time,0.18751,255,1197,0.16539,0.20963
1998,Lower Saxony,Not Working,0.43190,455,1197,0.40382,0.45997
1998,Bremen,Full Time,0.32677,38,86,0.22706,0.42648
1998,Bremen,Not Working,0.59096,48,86,0.48644,0.69549
1998,North Rhine-Westphalia,Full Time,0.39276,1158,2841,0.37480,0.41072
1998,North Rhine-Westphalia,Part Time,0.18827,581,2841,0.17389,0.20265
1998,North Rhine-Westphalia,Not Working,0.41896,1102,2841,0.40082,0.43711
1998,Hesse,Full Time,0.34753,367,947,0.31718,0.37787
1998,Hesse,Part Time,0.21978,218,947,0.19339,0.24617
1998,Hesse,Not Working,0.43269,362,947,0.40112,0.46426
1998,"Rhineland-Palatinate, Saarland",Full Time,0.36237,320,805,0.32914,0.39560
1998,"Rhineland-Palatinate, Saarland",Part Time,0.16712,150,805,0.14133,0.19291
1998,"Rhineland-Palatinate, Saarland",Not Working,0.47051,335,805,0.43601,0.50501
1998,Baden-Wuerttemberg,Full Time,0.38018,722,1816,0.35785,0.40252
1998,Baden-Wuerttemberg,Part Time,0.21164,423,1816,0.19285,0.23043
1998,Baden-Wuerttemberg,Not Working,0.40818,671,1816,0.38557,0.43079
1998,Bavaria,Full Time,0.38785,792,1871,0.36576,0.40993
1998,Bavaria,Part Time,0.18662,385,1871,0.16896,0.20427
1998,Bavaria,Not Working,0.42553,694,1871,0.40312,0.44794
1998,Berlin,Full Time,0.41197,241,530,0.37003,0.45391
1998,Berlin,Part Time,0.18111,97,530,0.14829,0.21393
1998,Berlin,Not Working,0.40692,192,530,0.36506,0.44878
1998,Brandenburg,Full Time,0.40462,277,620,0.36596,0.44329
1998,Brandenburg,Part Time,0.18573,114,620,0.15509,0.21637
1998,Brandenburg,Not Working,0.40964,229,620,0.37090,0.44839
1998,Mecklenburg-Western Pomerania,Full Time,0.40743,187,409,0.35975,0.45511
1998,Mecklenburg-Western Pomerania,Part Time,0.18701,82,409,0.14917,0.22484
1998,Mecklenburg-Western Pomerania,Not Working,0.40556,140,409,0.35791,0.45320
1998,Saxony,Full Time,0.41960,561,1180,0.39143,0.44777
1998,Saxony,Part Time,0.15584,200,1180,0.13514,0.17654
1998,Saxony,Not Working,0.42456,419,1180,0.39635,0.45277
1998,Saxony-Anhalt,Full Time,0.36755,303,691,0.33157,0.40352
1998,Saxony-Anhalt,Part Time,0.15633,121,691,0.12923,0.18343
1998,Saxony-Anhalt,Not Working,0.47612,267,691,0.43885,0.51338
1998,Thuringa,Full Time,0.37698,320,731,0.34182,0.41213
1998,Thuringa,Part Time,0.17100,135,731,0.14369,0.19831
1998,Thuringa,Not Working,0.45203,276,731,0.41592,0.48813
1999,Schleswig-Holstein,Full Time,0.43096,147,323,0.37687,0.48505
1999,Schleswig-Holstein,Part Time,0.19409,69,323,0.15089,0.23729
1999,Schleswig-Holstein,Not Working,0.37495,107,323,0.32207,0.42783
1999,Hamburg,Full Time,0.46673,62,139,0.38350,0.54997
1999,Hamburg,Part Time,0.20923,32,139,0.14136,0.27709
1999,Hamburg,Not Working,0.32404,45,139,0.24595,0.40212
1999,Lower Saxony,Full Time,0.37959,481,1166,0.35172,0.40746
1999,Lower Saxony,Part Time,0.22136,280,1166,0.19752,0.24520
1999,Lower Saxony,Not Working,0.39905,405,1166,0.37093,0.42717
1999,Bremen,Not Working,0.57725,45,45,0.43128,0.72322
1999,North Rhine-Westphalia,Full Time,0.40018,1132,2697,0.38169,0.41867
1999,North Rhine-Westphalia,Part Time,0.20749,591,2697,0.19219,0.22280
1999,North Rhine-Westphalia,Not Working,0.39233,974,2697,0.37389,0.41076
1999,Hesse,Full Time,0.36397,369,895,0.33243,0.39551
1999,Hesse,Part Time,0.20599,194,895,0.17948,0.23250
1999,Hesse,Not Working,0.43004,332,895,0.39759,0.46249
1999,"Rhineland-Palatinate, Saarland",Full Time,0.35026,308,771,0.31656,0.38396
1999,"Rhineland-Palatinate, Saarland",Part Time,0.20523,162,771,0.17670,0.23375
1999,"Rhineland-Palatinate, Saarland",Not Working,0.44451,301,771,0.40941,0.47961
1999,Baden-Wuerttemberg,Full Time,0.39043,698,1728,0.36742,0.41344
1999,Baden-Wuerttemberg,Part Time,0.21244,414,1728,0.19315,0.23174
1999,Baden-Wuerttemberg,Not Working,0.39713,616,1728,0.37405,0.42020
1999,Bavaria,Full Time,0.39126,781,1793,0.36867,0.41386
1999,Bavaria,Part Time,0.22029,404,1793,0.20111,0.23948
1999,Bavaria,Not Working,0.38844,608,1793,0.36588,0.41101
1999,Berlin,Full Time,0.41415,229,515,0.37157,0.45674
1999,Berlin,Part Time,0.17068,96,515,0.13816,0.20321
1999,Berlin,Not Working,0.41516,190,515,0.37257,0.45776
1999,Brandenburg,Full Time,0.36677,243,596,0.32804,0.40549
1999,Brandenburg,Part Time,0.21080,127,596,0.17802,0.24357
1999,Brandenburg,Not Working,0.42244,226,596,0.38275,0.46213
1999,Mecklenburg-Western Pomerania,Full Time,0.38116,174,400,0.33350,0.42881
1999,Mecklenburg-Western Pomerania,Part Time,0.21523,94,400,0.17491,0.25556
1999,Mecklenburg-Western Pomerania,Not Working,0.40361,132,400,0.35547,0.45175
1999,Saxony,Full Time,0.41453,535,1151,0.38605,0.44300
1999,Saxony,Part Time,0.17079,214,1151,0.14904,0.19254
1999,Saxony,Not Working,0.41468,402,1151,0.38621,0.44316
1999,Saxony-Anhalt,Full Time,0.39464,316,692,0.35819,0.43108
1999,Saxony-Anhalt,Part Time,0.13854,110,692,0.11278,0.16430
1999,Saxony-Anhalt,Not Working,0.46683,266,692,0.42963,0.50403
1999,Thuringa,Full Time,0.39432,330,719,0.35858,0.43007
1999,Thuringa,Part Time,0.16339,129,719,0.13634,0.19043
1999,Thuringa,Not Working,0.44229,260,719,0.40596,0.47862
2000,Schleswig-Holstein,Full Time,0.44028,311,708,0.40368,0.47687
2000,Schleswig-Holstein,Part Time,0.17959,136,708,0.15129,0.20788
2000,Schleswig-Holstein,Not Working,0.38014,261,708,0.34435,0.41592
2000,Hamburg,Full Time,0.41909,129,299,0.36307,0.47511
2000,Hamburg,Part Time,0.20051,58,299,0.15505,0.24597
2000,Hamburg,Not Working,0.38040,112,299,0.32528,0.43552
2000,Lower Saxony,Full Time,0.39841,827,2026,0.37709,0.41974
2000,Lower Saxony,Part Time,0.20784,440,2026,0.19016,0.22551
2000,Lower Saxony,Not Working,0.39375,759,2026,0.37247,0.41503
2000,Bremen,Full Time,0.32198,63,188,0.25501,0.38895
2000,Bremen,Part Time,0.19684,43,188,0.13985,0.25383
2000,Bremen,Not Working,0.48118,82,188,0.40957,0.55280
2000,North Rhine-Westphalia,Full Time,0.39293,2046,5141,0.37958,0.40628
2000,North Rhine-Westphalia,Part Time,0.20758,1129,5141,0.19649,0.21867
2000,North Rhine-Westphalia,Not Working,0.39949,1966,5141,0.38610,0.41288
2000,Hesse,Full Time,0.38559,689,1671,0.36224,0.40893
2000,Hesse,Part Time,0.20594,363,1671,0.18654,0.22533
2000,Hesse,Not Working,0.40847,619,1671,0.38490,0.43205
2000,"Rhineland-Palatinate, Saarland",Full Time,0.38080,577,1462,0.35591,0.40570
2000,"Rhineland-Palatinate, Saarland",Part Time,0.18738,293,1462,0.16737,0.20739
2000,"Rhineland-Palatinate, Saarland",Not Working,0.43182,592,1462,0.40642,0.45722
2000,Baden-Wuerttemberg,Full Time,0.41476,1243,2957,0.39700,0.43252
2000,Baden-Wuerttemberg,Part Time,0.21408,667,2957,0.19930,0.22887
2000,Baden-Wuerttemberg,Not Working,0.37116,1047,2957,0.35374,0.38857
2000,Bavaria,Full Time,0.41050,1446,3373,0.39390,0.42710
2000,Bavaria,Part Time,0.20571,747,3373,0.19206,0.21935
2000,Bavaria,Not Working,0.38379,1180,3373,0.36738,0.40021
2000,Berlin,Full Time,0.41330,344,812,0.37941,0.44719
2000,Berlin,Part Time,0.21248,177,812,0.18432,0.24063
2000,Berlin,Not Working,0.37422,291,812,0.34092,0.40753
2000,Brandenburg,Full Time,0.40230,443,1018,0.37216,0.43244
2000,Brandenburg,Part Time,0.18359,188,1018,0.15980,0.20739
2000,Brandenburg,Not Working,0.41411,387,1018,0.38383,0.44438
2000,Mecklenburg-Western Pomerania,Full Time,0.42138,260,567,0.38070,0.46206
2000,Mecklenburg-Western Pomerania,Part Time,0.18635,115,567,0.15427,0.21843
2000,Mecklenburg-Western Pomerania,Not Working,0.39227,192,567,0.35205,0.43250
2000,Saxony,Full Time,0.40848,791,1776,0.38561,0.43134
2000,Saxony,Part Time,0.16289,303,1776,0.14571,0.18007
2000,Saxony,Not Working,0.42863,682,1776,0.40561,0.45165
2000,Saxony-Anhalt,Full Time,0.38368,452,1061,0.35440,0.41295
2000,Saxony-Anhalt,Part Time,0.14853,180,1061,0.12712,0.16993
2000,Saxony-Anhalt,Not Working,0.46780,429,1061,0.43776,0.49784
2000,Thuringa,Full Time,0.37797,451,1053,0.34866,0.40727
2000,Thuringa,Part Time,0.18330,203,1053,0.15992,0.20668
2000,Thuringa,Not Working,0.43873,399,1053,0.40875,0.46872
2001,Schleswig-Holstein,Full Time,0.40288,266,647,0.36506,0.44070
2001,Schleswig-Holstein,Part Time,0.22729,151,647,0.19497,0.25961
2001,Schleswig-Holstein,Not Working,0.36983,230,647,0.33260,0.40706
2001,Hamburg,Full Time,0.40789,117,274,0.34959,0.46618
2001,Hamburg,Part Time,0.20219,53,274,0.15455,0.24984
2001,Hamburg,Not Working,0.38992,104,274,0.33206,0.44778
2001,Lower Saxony,Full Time,0.39772,758,1853,0.37543,0.42001
2001,Lower Saxony,Part Time,0.20834,408,1853,0.18984,0.22684
2001,Lower Saxony,Not Working,0.39394,687,1853,0.37169,0.41620
2001,Bremen,Full Time,0.32758,55,157,0.25393,0.40123
2001,Bremen,Part Time,0.25918,45,157,0.19042,0.32794
2001,Bremen,Not Working,0.41324,57,157,0.33597,0.49051
2001,North Rhine-Westphalia,Full Time,0.38717,1835,4647,0.37316,0.40118
2001,North Rhine-Westphalia,Part Time,0.21144,1046,4647,0.19970,0.22318
2001,North Rhine-Westphalia,Not Working,0.40139,1766,4647,0.38730,0.41549
2001,Hesse,Full Time,0.39202,604,1482,0.36716,0.41688
2001,Hesse,Part Time,0.22519,361,1482,0.20392,0.24647
2001,Hesse,Not Working,0.38279,517,1482,0.35803,0.40754
2001,"Rhineland-Palatinate, Saarland",Full Time,0.37183,505,1353,0.34607,0.39760
2001,"Rhineland-Palatinate, Saarland",Part Time,0.20574,301,1353,0.18420,0.22729
2001,"Rhineland-Palatinate, Saarland",Not Working,0.42242,547,1353,0.39609,0.44875
2001,Baden-Wuerttemberg,Full Time,0.42031,1095,2600,0.40134,0.43929
2001,Baden-Wuerttemberg,Part Time,0.22098,623,2600,0.20503,0.23693
2001,Baden-Wuerttemberg,Not Working,0.35870,882,2600,0.34026,0.37714
2001,Bavaria,Full Time,0.41613,1312,3039,0.39860,0.43366
2001,Bavaria,Part Time,0.21854,706,3039,0.20384,0.23323
2001,Bavaria,Not Working,0.36533,1021,3039,0.34821,0.38246
2001,Berlin,Full Time,0.41192,331,790,0.37757,0.44626
2001,Berlin,Part Time,0.23313,183,790,0.20362,0.26263
2001,Berlin,Not Working,0.35496,276,790,0.32157,0.38835
2001,Brandenburg,Full Time,0.39916,403,956,0.36810,0.43022
2001,Brandenburg,Part Time,0.16425,165,956,0.14075,0.18774
2001,Brandenburg,Not Working,0.43660,388,956,0.40514,0.46805
2001,Mecklenburg-Western Pomerania,Full Time,0.41395,227,512,0.37124,0.45665
2001,Mecklenburg-Western Pomerania,Part Time,0.20517,117,512,0.17015,0.24018
2001,Mecklenburg-Western Pomerania,Not Working,0.38089,168,512,0.33878,0.42299
2001,Saxony,Full Time,0.40946,729,1642,0.38566,0.43325
2001,Saxony,Part Time,0.15776,277,1642,0.14012,0.17540
2001,Saxony,Not Working,0.43279,636,1642,0.40881,0.45676
2001,Saxony-Anhalt,Full Time,0.36856,417,1002,0.33868,0.39845
2001,Saxony-Anhalt,Part Time,0.16520,174,1002,0.14219,0.18820
2001,Saxony-Anhalt,Not Working,0.46624,411,1002,0.43534,0.49714
2001,Thuringa,Full Time,0.36496,406,967,0.33460,0.39532
2001,Thuringa,Part Time,0.18931,185,967,0.16460,0.21401
2001,Thuringa,Not Working,0.44574,376,967,0.41439,0.47708
2002,Schleswig-Holstein,Full Time,0.38096,290,719,0.34544,0.41648
2002,Schleswig-Holstein,Part Time,0.25256,180,719,0.22078,0.28434
2002,Schleswig-Holstein,Not Working,0.36648,249,719,0.33124,0.40173
2002,Hamburg,Full Time,0.36993,134,325,0.31736,0.42250
2002,Hamburg,Part Time,0.24759,80,325,0.20059,0.29459
2002,Hamburg,Not Working,0.38248,111,325,0.32956,0.43540
2002,Lower Saxony,Full Time,0.36524,783,1978,0.34401,0.38646
2002,Lower Saxony,Part Time,0.21768,453,1978,0.19949,0.23587
2002,Lower Saxony,Not Working,0.41708,742,1978,0.39534,0.43881
2002,Bremen,Full Time,0.32120,71,172,0.25121,0.39118
2002,Bremen,Part Time,0.22574,40,172,0.16308,0.28840
2002,Bremen,Not Working,0.45306,61,172,0.37845,0.52767
2002,North Rhine-Westphalia,Full Time,0.37875,1954,4870,0.36513,0.39238
2002,North Rhine-Westphalia,Part Time,0.21669,1131,4870,0.20511,0.22826
2002,North Rhine-Westphalia,Not Working,0.40456,1785,4870,0.39078,0.41835
2002,Hesse,Full Time,0.38853,703,1639,0.36493,0.41214
2002,Hesse,Part Time,0.23287,406,1639,0.21240,0.25333
2002,Hesse,Not Working,0.37860,530,1639,0.35511,0.40209
2002,"Rhineland-Palatinate, Saarland",Full Time,0.35904,513,1376,0.33368,0.38439
2002,"Rhineland-Palatinate, Saarland",Part Time,0.21832,328,1376,0.19648,0.24015
2002,"Rhineland-Palatinate, Saarland",Not Working,0.42264,535,1376,0.39653,0.44876
2002,Baden-Wuerttemberg,Full Time,0.40971,1184,2800,0.39149,0.42793
2002,Baden-Wuerttemberg,Part Time,0.22750,695,2800,0.21197,0.24303
2002,Baden-Wuerttemberg,Not Working,0.36279,921,2800,0.34498,0.38061
2002,Bavaria,Full Time,0.40767,1417,3256,0.39079,0.42455
2002,Bavaria,Part Time,0.21233,788,3256,0.19828,0.22638
2002,Bavaria,Not Working,0.38000,1051,3256,0.36332,0.39667
2002,Berlin,Full Time,0.40819,361,828,0.37469,0.44169
2002,Berlin,Part Time,0.21435,179,828,0.18638,0.24231
2002,Berlin,Not Working,0.37747,288,828,0.34443,0.41050
2002,Brandenburg,Full Time,0.36641,400,961,0.33593,0.39689
2002,Brandenburg,Part Time,0.18158,168,961,0.15719,0.20597
2002,Brandenburg,Not Working,0.45201,393,961,0.42053,0.48350
2002,Mecklenburg-Western Pomerania,Full Time,0.38336,232,517,0.34141,0.42532
2002,Mecklenburg-Western Pomerania,Part Time,0.19563,107,517,0.16140,0.22985
2002,Mecklenburg-Western Pomerania,Not Working,0.42101,178,517,0.37841,0.46361
2002,Saxony,Full Time,0.39474,720,1648,0.37113,0.41835
2002,Saxony,Part Time,0.17576,309,1648,0.15737,0.19414
2002,Saxony,Not Working,0.42950,619,1648,0.40560,0.45341
2002,Saxony-Anhalt,Full Time,0.34350,393,971,0.31361,0.37338
2002,Saxony-Anhalt,Part Time,0.18318,177,971,0.15884,0.20752
2002,Saxony-Anhalt,Not Working,0.47332,401,971,0.44190,0.50474
2002,Thuringa,Full Time,0.37126,414,967,0.34079,0.40173
2002,Thuringa,Part Time,0.16417,176,967,0.14081,0.18753
2002,Thuringa,Not Working,0.46457,377,967,0.43312,0.49602
2003,Schleswig-Holstein,Full Time,0.40233,271,667,0.36508,0.43957
2003,Schleswig-Holstein,Part Time,0.22464,154,667,0.19295,0.25634
2003,Schleswig-Holstein,Not Working,0.37303,242,667,0.33630,0.40976
2003,Hamburg,Full Time,0.39516,123,294,0.33918,0.45114
2003,Hamburg,Part Time,0.20345,66,294,0.15735,0.24954
2003,Hamburg,Not Working,0.40139,105,294,0.34527,0.45752
2003,Lower Saxony,Full Time,0.35740,727,1907,0.33589,0.37892
2003,Lower Saxony,Part Time,0.22811,471,1907,0.20927,0.24695
2003,Lower Saxony,Not Working,0.41449,709,1907,0.39237,0.43661
2003,Bremen,Full Time,0.30720,65,174,0.23845,0.37595
2003,Bremen,Part Time,0.18457,39,174,0.12676,0.24239
2003,Bremen,Not Working,0.50823,70,174,0.43373,0.58272
2003,North Rhine-Westphalia,Full Time,0.36488,1793,4668,0.35106,0.37869
2003,North Rhine-Westphalia,Part Time,0.21903,1110,4668,0.20716,0.23090
2003,North Rhine-Westphalia,Not Working,0.41609,1765,4668,0.40195,0.43024
2003,Hesse,Full Time,0.38218,641,1498,0.35757,0.40680
2003,Hesse,Part Time,0.24026,376,1498,0.21862,0.26191
2003,Hesse,Not Working,0.37755,481,1498,0.35299,0.40211
2003,"Rhineland-Palatinate, Saarland",Full Time,0.34904,496,1353,0.32363,0.37445
2003,"Rhineland-Palatinate, Saarland",Part Time,0.21989,309,1353,0.19782,0.24197
2003,"Rhineland-Palatinate, Saarland",Not Working,0.43107,548,1353,0.40467,0.45747
2003,Baden-Wuerttemberg,Full Time,0.39298,1098,2687,0.37451,0.41145
2003,Baden-Wuerttemberg,Part Time,0.23859,693,2687,0.22248,0.25471
2003,Baden-Wuerttemberg,Not Working,0.36842,896,2687,0.35018,0.38667
2003,Bavaria,Full Time,0.40081,1318,3126,0.38362,0.41799
2003,Bavaria,Part Time,0.21292,767,3126,0.19857,0.22728
2003,Bavaria,Not Working,0.38627,1041,3126,0.36920,0.40334
2003,Berlin,Full Time,0.37455,334,823,0.34146,0.40764
2003,Berlin,Part Time,0.22493,191,823,0.19639,0.25348
2003,Berlin,Not Working,0.40052,298,823,0.36702,0.43402
2003,Brandenburg,Full Time,0.35425,380,942,0.32369,0.38481
2003,Brandenburg,Part Time,0.18057,168,942,0.15599,0.20515
2003,Brandenburg,Not Working,0.46518,394,942,0.43331,0.49705
2003,Mecklenburg-Western Pomerania,Full Time,0.37563,223,526,0.33421,0.41706
2003,Mecklenburg-Western Pomerania,Part Time,0.20952,116,526,0.17471,0.24434
2003,Mecklenburg-Western Pomerania,Not Working,0.41484,187,526,0.37270,0.45699
2003,Saxony,Full Time,0.37046,684,1611,0.34687,0.39405
2003,Saxony,Part Time,0.18587,308,1611,0.16687,0.20487
2003,Saxony,Not Working,0.44367,619,1611,0.41940,0.46793
2003,Saxony-Anhalt,Full Time,0.32804,372,934,0.29791,0.35816
2003,Saxony-Anhalt,Part Time,0.17510,161,934,0.15071,0.19948
2003,Saxony-Anhalt,Not Working,0.49687,401,934,0.46478,0.52895
2003,Thuringa,Full Time,0.35980,389,956,0.32936,0.39024
2003,Thuringa,Part Time,0.18557,185,956,0.16091,0.21022
2003,Thuringa,Not Working,0.45464,382,956,0.42306,0.48622
2004,Schleswig-Holstein,Full Time,0.37698,263,669,0.34023,0.41374
2004,Schleswig-Holstein,Part Time,0.23040,157,669,0.19847,0.26234
2004,Schleswig-Holstein,Not Working,0.39261,249,669,0.35558,0.42964
2004,Hamburg,Full Time,0.36589,118,294,0.31074,0.42105
2004,Hamburg,Part Time,0.25133,71,294,0.20166,0.30100
2004,Hamburg,Not Working,0.38277,105,294,0.32712,0.43843
2004,Lower Saxony,Full Time,0.34350,693,1885,0.32206,0.36495
2004,Lower Saxony,Part Time,0.23435,488,1885,0.21523,0.25348
2004,Lower Saxony,Not Working,0.42214,704,1885,0.39984,0.44445
2004,Bremen,Full Time,0.29525,62,167,0.22586,0.36465
2004,Bremen,Part Time,0.21563,42,167,0.15306,0.27819
2004,Bremen,Not Working,0.48912,63,167,0.41308,0.56517
