"e11103","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig","1993","Realschule","Laendlicher Raum","282","0.261116310918147","0.237633315296718","0.284599306539575"
"nicht erwerbstätig","1993","Realschule","Staedtischer Raum","452","0.313720350042956","0.291993190865404","0.335447509220508"
"Teilzeit","1993","(Fach-)Abitur","Laendlicher Raum","52","0.220869917258435","0.163663377815108","0.278076456701762"
"Teilzeit","1993","(Fach-)Abitur","Staedtischer Raum","206","0.29688234792732","0.263228273504379","0.330536422350262"
"Teilzeit","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1993","(noch) kein Abschluss","Staedtischer Raum","80","0.10279632721386","0.0799536225729712","0.125639031854748"
"Teilzeit","1993","AkademikerIn","Laendlicher Raum","91","0.154155377113888","0.125845843296303","0.182464910931473"
"Teilzeit","1993","AkademikerIn","Staedtischer Raum","205","0.215244478831972","0.189910365249759","0.240578592414185"
"Teilzeit","1993","Hauptschule","Laendlicher Raum","376","0.166267259362416","0.150422175060297","0.182112343664535"
"Teilzeit","1993","Hauptschule","Staedtischer Raum","727","0.15554576105888","0.144618772337696","0.166472749780063"
"Teilzeit","1993","Realschule","Laendlicher Raum","291","0.209079130743089","0.187338591242974","0.230819670243204"
"Teilzeit","1993","Realschule","Staedtischer Raum","337","0.1740588700337","0.156304565424264","0.191813174643136"
"Vollzeit","1993","(Fach-)Abitur","Laendlicher Raum","83","0.434530480049894","0.366172829250485","0.502888130849302"
"Vollzeit","1993","(Fach-)Abitur","Staedtischer Raum","290","0.418107363202297","0.381774736145205","0.45443999025939"
"Vollzeit","1993","(noch) kein Abschluss","Laendlicher Raum","56","0.268899298527302","0.20244340972562","0.335355187328984"
"Vollzeit","1993","(noch) kein Abschluss","Staedtischer Raum","219","0.269654484095344","0.236274877739372","0.303034090451316"
"Vollzeit","1993","AkademikerIn","Laendlicher Raum","394","0.568977098053185","0.530152617971184","0.607801578135186"
"Vollzeit","1993","AkademikerIn","Staedtischer Raum","623","0.573742199144302","0.543258541178543","0.60422585711006"
"Vollzeit","1993","Hauptschule","Laendlicher Raum","809","0.336408279626335","0.316300617728468","0.356515941524201"
"Vollzeit","1993","Hauptschule","Staedtischer Raum","1917","0.394168076971726","0.379434773111189","0.408901380832263"
"Vollzeit","1993","Realschule","Laendlicher Raum","771","0.529804558338765","0.503120891524072","0.556488225153458"
"Vollzeit","1993","Realschule","Staedtischer Raum","963","0.512220779923344","0.488815098790886","0.535626461055801"
"nicht erwerbstätig","1994","(Fach-)Abitur","Laendlicher Raum","72","0.33850305881774","0.275831390972307","0.401174726663172"
"nicht erwerbstätig","1994","(Fach-)Abitur","Staedtischer Raum","263","0.372142561102406","0.336385260286126","0.407899861918685"
"nicht erwerbstätig","1994","(noch) kein Abschluss","Laendlicher Raum","91","0.596272373721484","0.522517587487701","0.670027159955268"
"nicht erwerbstätig","1994","(noch) kein Abschluss","Staedtischer Raum","403","0.67909077798829","0.643951870119778","0.714229685856801"
"nicht erwerbstätig","1994","AkademikerIn","Laendlicher Raum","143","0.282246813080208","0.246846722023307","0.31764690413711"
"nicht erwerbstätig","1994","AkademikerIn","Staedtischer Raum","200","0.214966426025839","0.189903159306136","0.240029692745542"
"nicht erwerbstätig","1994","Hauptschule","Laendlicher Raum","954","0.521099842599528","0.499347234708673","0.542852450490384"
"nicht erwerbstätig","1994","Hauptschule","Staedtischer Raum","1624","0.471300308728202","0.455977755954417","0.486622861501987"
"nicht erwerbstätig","1994","Realschule","Laendlicher Raum","269","0.255395350620579","0.231870304113584","0.278920397127574"
"nicht erwerbstätig","1994","Realschule","Staedtischer Raum","440","0.310720072171682","0.288899873906608","0.332540270436755"
"Teilzeit","1994","(Fach-)Abitur","Laendlicher Raum","56","0.244323827034505","0.187415370191403","0.301232283877607"
"Teilzeit","1994","(Fach-)Abitur","Staedtischer Raum","154","0.21150979095528","0.181300333516913","0.241719248393646"
"Teilzeit","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1994","(noch) kein Abschluss","Staedtischer Raum","85","0.100646377815555","0.0780000618202029","0.123292693810907"
"Teilzeit","1994","AkademikerIn","Laendlicher Raum","86","0.150037403833443","0.121950622799235","0.178124184867651"
"Teilzeit","1994","AkademikerIn","Staedtischer Raum","199","0.210780996856894","0.185896851110249","0.235665142603539"
"Teilzeit","1994","Hauptschule","Laendlicher Raum","338","0.158543467074416","0.142639026805861","0.174447907342971"
"Teilzeit","1994","Hauptschule","Staedtischer Raum","715","0.15790942846636","0.146716050507332","0.169102806425388"
"Teilzeit","1994","Realschule","Laendlicher Raum","274","0.215880838139333","0.19368563078524","0.238076045493426"
"Teilzeit","1994","Realschule","Staedtischer Raum","348","0.185498419019396","0.167171380441647","0.203825457597145"
"Vollzeit","1994","(Fach-)Abitur","Laendlicher Raum","91","0.417173114147755","0.351866979699858","0.482479248595653"
"Vollzeit","1994","(Fach-)Abitur","Staedtischer Raum","285","0.416347647942315","0.379881934676011","0.452813361208619"
"Vollzeit","1994","(noch) kein Abschluss","Laendlicher Raum","52","0.284103506896598","0.216310164692218","0.351896849100979"
"Vollzeit","1994","(noch) kein Abschluss","Staedtischer Raum","190","0.220262844196155","0.189068347689943","0.251457340702368"
"Vollzeit","1994","AkademikerIn","Laendlicher Raum","392","0.567715783086348","0.528752776247271","0.606678789925426"
"Vollzeit","1994","AkademikerIn","Staedtischer Raum","633","0.574252577117267","0.544085326398403","0.604419827836131"
"Vollzeit","1994","Hauptschule","Laendlicher Raum","734","0.320356690326056","0.300038464045511","0.3406749166066"
"Vollzeit","1994","Hauptschule","Staedtischer Raum","1738","0.370790262805438","0.355963729650276","0.3856167959606"
"Vollzeit","1994","Realschule","Laendlicher Raum","777","0.528723811240087","0.501795240159168","0.555652382321006"
"Vollzeit","1994","Realschule","Staedtischer Raum","940","0.503781508808922","0.480207480252799","0.527355537365046"
"nicht erwerbstätig","1995","(Fach-)Abitur","Laendlicher Raum","87","0.366485234751872","0.306993801441536","0.425976668062209"
"nicht erwerbstätig","1995","(Fach-)Abitur","Staedtischer Raum","288","0.34364002137037","0.310913733594462","0.376366309146278"
"nicht erwerbstätig","1995","(noch) kein Abschluss","Laendlicher Raum","124","0.693146572992427","0.626689645907742","0.759603500077111"
"nicht erwerbstätig","1995","(noch) kein Abschluss","Staedtischer Raum","432","0.698085931864496","0.663979240655272","0.732192623073719"
"nicht erwerbstätig","1995","AkademikerIn","Laendlicher Raum","144","0.271211741182669","0.237138445347469","0.305285037017869"
"nicht erwerbstätig","1995","AkademikerIn","Staedtischer Raum","219","0.225549945333338","0.200840254288709","0.250259636377968"
"nicht erwerbstätig","1995","Hauptschule","Laendlicher Raum","952","0.536993889665019","0.515334947709352","0.558652831620687"
"nicht erwerbstätig","1995","Hauptschule","Staedtischer Raum","1692","0.492793506803987","0.477469779088174","0.508117234519799"
"nicht erwerbstätig","1995","Realschule","Laendlicher Raum","276","0.241538297747449","0.218832247521883","0.264244347973015"
"nicht erwerbstätig","1995","Realschule","Staedtischer Raum","459","0.32731972856775","0.305341359873729","0.349298097261771"
"Teilzeit","1995","(Fach-)Abitur","Laendlicher Raum","53","0.203978292574835","0.154227242433291","0.253729342716378"
"Teilzeit","1995","(Fach-)Abitur","Staedtischer Raum","209","0.270446340193323","0.239837772694511","0.301054907692136"
"Teilzeit","1995","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1995","(noch) kein Abschluss","Staedtischer Raum","99","0.12625811206438","0.101582684022431","0.150933540106329"
"Teilzeit","1995","AkademikerIn","Laendlicher Raum","95","0.141014988696085","0.114341203578511","0.167688773813659"
"Teilzeit","1995","AkademikerIn","Staedtischer Raum","229","0.227144760273136","0.202373409784863","0.251916110761409"
"Teilzeit","1995","Hauptschule","Laendlicher Raum","348","0.163871912177332","0.147793325496479","0.179950498858185"
"Teilzeit","1995","Hauptschule","Staedtischer Raum","771","0.167174533457592","0.155737810680459","0.178611256234725"
"Teilzeit","1995","Realschule","Laendlicher Raum","310","0.234921572162286","0.212431223253095","0.257411921071477"
"Teilzeit","1995","Realschule","Staedtischer Raum","383","0.191739136900178","0.173300187303442","0.210178086496915"
"Vollzeit","1995","(Fach-)Abitur","Laendlicher Raum","112","0.429536472673293","0.368419506858376","0.49065343848821"
"Vollzeit","1995","(Fach-)Abitur","Staedtischer Raum","312","0.385913638436307","0.352368188617148","0.419459088255466"
"Vollzeit","1995","(noch) kein Abschluss","Laendlicher Raum","45","0.227277648323941","0.166889414535031","0.28766588211285"
"Vollzeit","1995","(noch) kein Abschluss","Staedtischer Raum","165","0.175655956071125","0.147385737675723","0.203926174466526"
"Vollzeit","1995","AkademikerIn","Laendlicher Raum","415","0.587773270121246","0.550048013087873","0.625498527154619"
"Vollzeit","1995","AkademikerIn","Staedtischer Raum","651","0.547305294393525","0.517876885810547","0.576733702976504"
"Vollzeit","1995","Hauptschule","Laendlicher Raum","736","0.299134198157649","0.279245348176311","0.319023048138987"
"Vollzeit","1995","Hauptschule","Staedtischer Raum","1626","0.340031959738421","0.325512152280004","0.354551767196839"
"Vollzeit","1995","Realschule","Laendlicher Raum","779","0.523540130090265","0.497044764431173","0.550035495749356"
"Vollzeit","1995","Realschule","Staedtischer Raum","909","0.480941134532072","0.457538794444024","0.50434347462012"
"nicht erwerbstätig","1996","(Fach-)Abitur","Laendlicher Raum","72","0.306889220877405","0.248540060115369","0.36523838163944"
"nicht erwerbstätig","1996","(Fach-)Abitur","Staedtischer Raum","260","0.318495403094258","0.285987005074221","0.351003801114295"
"nicht erwerbstätig","1996","(noch) kein Abschluss","Laendlicher Raum","132","0.744612158307855","0.682605766371201","0.806618550244509"
"nicht erwerbstätig","1996","(noch) kein Abschluss","Staedtischer Raum","406","0.689271640242287","0.653721342040662","0.724821938443912"
"nicht erwerbstätig","1996","AkademikerIn","Laendlicher Raum","142","0.271375571859416","0.237243587911979","0.305507555806854"
"nicht erwerbstätig","1996","AkademikerIn","Staedtischer Raum","209","0.223323068251811","0.198844687062697","0.247801449440924"
"nicht erwerbstätig","1996","Hauptschule","Laendlicher Raum","927","0.534577379131123","0.51271677671893","0.556437981543315"
"nicht erwerbstätig","1996","Hauptschule","Staedtischer Raum","1658","0.498335935716067","0.482735484862317","0.513936386569817"
"nicht erwerbstätig","1996","Realschule","Laendlicher Raum","260","0.238504491394185","0.215904686214241","0.261104296574129"
"nicht erwerbstätig","1996","Realschule","Staedtischer Raum","443","0.316753731130533","0.2949576422266","0.338549820034467"
"Teilzeit","1996","(Fach-)Abitur","Laendlicher Raum","52","0.20949713305144","0.158011834332939","0.260982431769942"
"Teilzeit","1996","(Fach-)Abitur","Staedtischer Raum","220","0.270681270575712","0.239678723476036","0.301683817675388"
"Teilzeit","1996","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1996","(noch) kein Abschluss","Staedtischer Raum","119","0.141960297321924","0.115150425431984","0.168770169211864"
"Teilzeit","1996","AkademikerIn","Laendlicher Raum","114","0.183886819200797","0.154151350424084","0.21362228797751"
"Teilzeit","1996","AkademikerIn","Staedtischer Raum","218","0.203080724576638","0.179435839079586","0.226725610073689"
"Teilzeit","1996","Hauptschule","Laendlicher Raum","346","0.15529336871285","0.139420241367129","0.171166496058571"
"Teilzeit","1996","Hauptschule","Staedtischer Raum","791","0.173711065339138","0.161890200247299","0.185531930430977"
"Teilzeit","1996","Realschule","Laendlicher Raum","325","0.246270994251781","0.223423583607439","0.269118404896123"
"Teilzeit","1996","Realschule","Staedtischer Raum","394","0.202419248471307","0.183593931259939","0.221244565682675"
"Vollzeit","1996","(Fach-)Abitur","Laendlicher Raum","116","0.483613646071155","0.420390060509782","0.546837231632527"
"Vollzeit","1996","(Fach-)Abitur","Staedtischer Raum","309","0.41082332633003","0.37649442464934","0.445152228010719"
"Vollzeit","1996","(noch) kein Abschluss","Laendlicher Raum","39","0.160024381655318","0.107893183158156","0.21215558015248"
"Vollzeit","1996","(noch) kein Abschluss","Staedtischer Raum","126","0.168768062435789","0.139996473978498","0.197539650893081"
"Vollzeit","1996","AkademikerIn","Laendlicher Raum","396","0.544737608939787","0.50651248865041","0.582962729229163"
"Vollzeit","1996","AkademikerIn","Staedtischer Raum","685","0.573596207171552","0.544528594643777","0.602663819699326"
"Vollzeit","1996","Hauptschule","Laendlicher Raum","727","0.310129252156027","0.289857638333149","0.330400865978906"
"Vollzeit","1996","Hauptschule","Staedtischer Raum","1497","0.327952998944795","0.313305105313124","0.342600892576465"
"Vollzeit","1996","Realschule","Laendlicher Raum","781","0.515224514354034","0.488721740811723","0.541727287896345"
"Vollzeit","1996","Realschule","Staedtischer Raum","913","0.48082702039816","0.457418199437765","0.504235841358554"
"nicht erwerbstätig","1997","(Fach-)Abitur","Laendlicher Raum","71","0.32420165259003","0.263310900637182","0.385092404542879"
"nicht erwerbstätig","1997","(Fach-)Abitur","Staedtischer Raum","265","0.305484926342843","0.273385624985617","0.337584227700069"
"nicht erwerbstätig","1997","(noch) kein Abschluss","Laendlicher Raum","146","0.756523022410489","0.696743076003259","0.816302968817719"
"nicht erwerbstätig","1997","(noch) kein Abschluss","Staedtischer Raum","415","0.692377594063956","0.656453655337501","0.728301532790412"
"nicht erwerbstätig","1997","AkademikerIn","Laendlicher Raum","147","0.270938676670229","0.23715905347641","0.304718299864048"
"nicht erwerbstätig","1997","AkademikerIn","Staedtischer Raum","213","0.216453632201155","0.192138754831421","0.240768509570888"
"nicht erwerbstätig","1997","Hauptschule","Laendlicher Raum","916","0.541475450535365","0.519262674075265","0.563688226995465"
"nicht erwerbstätig","1997","Hauptschule","Staedtischer Raum","1664","0.513873787507756","0.49806342647744","0.529684148538071"
"nicht erwerbstätig","1997","Realschule","Laendlicher Raum","289","0.256002303377908","0.232713356614335","0.279291250141482"
"nicht erwerbstätig","1997","Realschule","Staedtischer Raum","455","0.330357763877127","0.308200647694353","0.352514880059902"
"Teilzeit","1997","(Fach-)Abitur","Laendlicher Raum","39","0.206832732691478","0.154142855171869","0.259522610211087"
"Teilzeit","1997","(Fach-)Abitur","Staedtischer Raum","215","0.274880084216814","0.243767477190362","0.305992691243266"
"Teilzeit","1997","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1997","(noch) kein Abschluss","Staedtischer Raum","100","0.145959556019661","0.118476884459263","0.173442227580058"
"Teilzeit","1997","AkademikerIn","Laendlicher Raum","111","0.188689424558839","0.158951913475818","0.218426935641861"
"Teilzeit","1997","AkademikerIn","Staedtischer Raum","198","0.184302192667279","0.161410010549581","0.207194374784977"
"Teilzeit","1997","Hauptschule","Laendlicher Raum","357","0.170474254831125","0.153710299341751","0.1872382103205"
"Teilzeit","1997","Hauptschule","Staedtischer Raum","730","0.163856491824565","0.152147721900127","0.175565261749003"
"Teilzeit","1997","Realschule","Laendlicher Raum","303","0.234517494075619","0.211907660085583","0.257127328065656"
"Teilzeit","1997","Realschule","Staedtischer Raum","378","0.193874821920184","0.175251313227769","0.212498330612599"
"Vollzeit","1997","(Fach-)Abitur","Laendlicher Raum","117","0.468965614718491","0.4040473377584","0.533883891678583"
"Vollzeit","1997","(Fach-)Abitur","Staedtischer Raum","311","0.419634989440343","0.385243870477754","0.454026108402932"
"Vollzeit","1997","(noch) kein Abschluss","Laendlicher Raum","30","0.138167719160447","0.0901025839213672","0.186232854399527"
"Vollzeit","1997","(noch) kein Abschluss","Staedtischer Raum","119","0.161662849916383","0.133006693877319","0.190319005955447"
"Vollzeit","1997","AkademikerIn","Laendlicher Raum","407","0.540371898770932","0.502493908076866","0.578249889464998"
"Vollzeit","1997","AkademikerIn","Staedtischer Raum","691","0.599244175131566","0.570310798119374","0.628177552143757"
"Vollzeit","1997","Hauptschule","Laendlicher Raum","660","0.288050294633509","0.267862402145088","0.308238187121931"
"Vollzeit","1997","Hauptschule","Staedtischer Raum","1445","0.322269720667679","0.30748622184922","0.337053219486139"
"Vollzeit","1997","Realschule","Laendlicher Raum","757","0.509480202546472","0.482803383511627","0.536157021581317"
"Vollzeit","1997","Realschule","Staedtischer Raum","898","0.475767414202689","0.452240828204106","0.499294000201272"
"nicht erwerbstätig","1998","(Fach-)Abitur","Laendlicher Raum","87","0.41724791664746","0.356245051086271","0.478250782208648"
"nicht erwerbstätig","1998","(Fach-)Abitur","Staedtischer Raum","300","0.334259435727585","0.303371532075934","0.365147339379235"
"nicht erwerbstätig","1998","(noch) kein Abschluss","Laendlicher Raum","145","0.723313813641054","0.661158441488214","0.785469185793894"
"nicht erwerbstätig","1998","(noch) kein Abschluss","Staedtischer Raum","417","0.68501580178214","0.648598919622905","0.721432683941376"
"nicht erwerbstätig","1998","AkademikerIn","Laendlicher Raum","164","0.281270239486226","0.248609417776849","0.313931061195603"
"nicht erwerbstätig","1998","AkademikerIn","Staedtischer Raum","262","0.239157941008276","0.215424983632005","0.262890898384548"
"nicht erwerbstätig","1998","Hauptschule","Laendlicher Raum","1054","0.57297677466514","0.551835911651968","0.594117637678311"
"nicht erwerbstätig","1998","Hauptschule","Staedtischer Raum","1864","0.517881930791695","0.502573900876618","0.533189960706772"
"nicht erwerbstätig","1998","Realschule","Laendlicher Raum","314","0.253992938543048","0.231763473670478","0.276222403415618"
"nicht erwerbstätig","1998","Realschule","Staedtischer Raum","508","0.322716357343601","0.301815351714771","0.343617362972432"
"Teilzeit","1998","(Fach-)Abitur","Laendlicher Raum","45","0.15379767617946","0.109168052602454","0.198427299756466"
"Teilzeit","1998","(Fach-)Abitur","Staedtischer Raum","242","0.280745435435418","0.251322110256913","0.310168760613923"
"Teilzeit","1998","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1998","(noch) kein Abschluss","Staedtischer Raum","97","0.12977359183518","0.10342742885535","0.15611975481501"
"Teilzeit","1998","AkademikerIn","Laendlicher Raum","156","0.211220868375136","0.181570607465454","0.240871129284818"
"Teilzeit","1998","AkademikerIn","Staedtischer Raum","246","0.198360305076517","0.176174295756466","0.220546314396568"
"Teilzeit","1998","Hauptschule","Laendlicher Raum","360","0.145409929710983","0.130343706127489","0.160476153294477"
"Teilzeit","1998","Hauptschule","Staedtischer Raum","767","0.166992266602746","0.155566116760792","0.178418416444701"
"Teilzeit","1998","Realschule","Laendlicher Raum","345","0.234173479715686","0.212547251923254","0.255799707508117"
"Teilzeit","1998","Realschule","Staedtischer Raum","439","0.205453361389581","0.187390451214469","0.223516271564692"
"Vollzeit","1998","(Fach-)Abitur","Laendlicher Raum","119","0.42895440717308","0.367726108863949","0.490182705482211"
"Vollzeit","1998","(Fach-)Abitur","Staedtischer Raum","354","0.384995128836997","0.353134013017481","0.416856244656514"
"Vollzeit","1998","(noch) kein Abschluss","Laendlicher Raum","32","0.160061486729481","0.109117993246545","0.211004980212417"
"Vollzeit","1998","(noch) kein Abschluss","Staedtischer Raum","111","0.18521060638268","0.154755249525212","0.215665963240147"
"Vollzeit","1998","AkademikerIn","Laendlicher Raum","408","0.507508892138638","0.471192439020619","0.543825345256658"
"Vollzeit","1998","AkademikerIn","Staedtischer Raum","733","0.562481753915207","0.534881409308286","0.590082098522128"
"Vollzeit","1998","Hauptschule","Laendlicher Raum","689","0.281613295623877","0.262389719792963","0.300836871454791"
"Vollzeit","1998","Hauptschule","Staedtischer Raum","1462","0.315125802605559","0.300893518540089","0.329358086671028"
"Vollzeit","1998","Realschule","Laendlicher Raum","814","0.511833581741267","0.486306859302139","0.537360304180394"
"Vollzeit","1998","Realschule","Staedtischer Raum","975","0.471830281266818","0.449512498118523","0.494148064415113"
"nicht erwerbstätig","1999","(Fach-)Abitur","Laendlicher Raum","83","0.382993765352209","0.323905390506548","0.442082140197869"
"nicht erwerbstätig","1999","(Fach-)Abitur","Staedtischer Raum","246","0.27661691923632","0.24699456429675","0.30623927417589"
"nicht erwerbstätig","1999","(noch) kein Abschluss","Laendlicher Raum","131","0.695077925790794","0.628193719463811","0.761962132117776"
"nicht erwerbstätig","1999","(noch) kein Abschluss","Staedtischer Raum","383","0.616886024651473","0.578275481793058","0.655496567509888"
"nicht erwerbstätig","1999","AkademikerIn","Laendlicher Raum","175","0.300313763833727","0.266784412402724","0.333843115264729"
"nicht erwerbstätig","1999","AkademikerIn","Staedtischer Raum","245","0.225859116434256","0.202594761525393","0.249123471343119"
"nicht erwerbstätig","1999","Hauptschule","Laendlicher Raum","1009","0.558070407721321","0.536624940140252","0.579515875302391"
"nicht erwerbstätig","1999","Hauptschule","Staedtischer Raum","1764","0.501117426358903","0.485554351193879","0.516680501523927"
"nicht erwerbstätig","1999","Realschule","Laendlicher Raum","288","0.225652165994906","0.204377374485247","0.246926957504565"
"nicht erwerbstätig","1999","Realschule","Staedtischer Raum","462","0.302985523295873","0.282311175150565","0.323659871441181"
"Teilzeit","1999","(Fach-)Abitur","Laendlicher Raum","49","0.17121100290873","0.125423259430113","0.216998746387348"
"Teilzeit","1999","(Fach-)Abitur","Staedtischer Raum","284","0.330869124843114","0.299710398704332","0.362027850981896"
"Teilzeit","1999","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1999","(noch) kein Abschluss","Staedtischer Raum","113","0.178035371037244","0.147653175371795","0.208417566702693"
"Teilzeit","1999","AkademikerIn","Laendlicher Raum","127","0.160219312586891","0.133388968497511","0.18704965667627"
"Teilzeit","1999","AkademikerIn","Staedtischer Raum","245","0.193718253565769","0.171729992396493","0.215706514735044"
"Teilzeit","1999","Hauptschule","Laendlicher Raum","382","0.161842405649748","0.145937778748866","0.17774703255063"
"Teilzeit","1999","Hauptschule","Staedtischer Raum","747","0.175061464091389","0.163232885245084","0.186890042937695"
"Teilzeit","1999","Realschule","Laendlicher Raum","388","0.281927185641497","0.259027462274879","0.304826909008115"
"Teilzeit","1999","Realschule","Staedtischer Raum","464","0.225898220206743","0.207085334173663","0.244711106239824"
"Vollzeit","1999","(Fach-)Abitur","Laendlicher Raum","128","0.445795231739061","0.3853775224012","0.506212941076922"
"Vollzeit","1999","(Fach-)Abitur","Staedtischer Raum","346","0.392513955920566","0.360177550445006","0.424850361396126"
"Vollzeit","1999","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Vollzeit","1999","(noch) kein Abschluss","Staedtischer Raum","113","0.205078604311283","0.17301135454402","0.237145854078546"
"Vollzeit","1999","AkademikerIn","Laendlicher Raum","416","0.539466923579383","0.503008432229177","0.575925414929588"
"Vollzeit","1999","AkademikerIn","Staedtischer Raum","751","0.580422629999975","0.552966432079737","0.607878827920214"
"Vollzeit","1999","Hauptschule","Laendlicher Raum","669","0.280087186628931","0.260696148818879","0.299478224438982"
"Vollzeit","1999","Hauptschule","Staedtischer Raum","1454","0.323821109549708","0.309256130050247","0.338386089049168"
"Vollzeit","1999","Realschule","Laendlicher Raum","807","0.492420648363597","0.466975931849688","0.517865364877507"
"Vollzeit","1999","Realschule","Staedtischer Raum","972","0.471116256497384","0.448659649366517","0.493572863628251"
"nicht erwerbstätig","2000","(Fach-)Abitur","Laendlicher Raum","176","0.312611892014137","0.274045824771428","0.351177959256846"
"nicht erwerbstätig","2000","(Fach-)Abitur","Staedtischer Raum","554","0.30913247543774","0.287765465231333","0.330499485644147"
"nicht erwerbstätig","2000","(noch) kein Abschluss","Laendlicher Raum","197","0.769751283559143","0.718079694147074","0.821422872971212"
"nicht erwerbstätig","2000","(noch) kein Abschluss","Staedtischer Raum","463","0.676105557358915","0.640485031390945","0.711726083326885"
"nicht erwerbstätig","2000","AkademikerIn","Laendlicher Raum","282","0.279683520583736","0.254372495273401","0.30499454589407"
"nicht erwerbstätig","2000","AkademikerIn","Staedtischer Raum","573","0.236904075267536","0.220585954970915","0.253222195564156"
"nicht erwerbstätig","2000","Hauptschule","Laendlicher Raum","1941","0.549791357348879","0.533844458972432","0.565738255725326"
"nicht erwerbstätig","2000","Hauptschule","Staedtischer Raum","3285","0.501448248909268","0.489684749410335","0.513211748408201"
"nicht erwerbstätig","2000","Realschule","Laendlicher Raum","520","0.208626823055521","0.193197150269504","0.224056495841537"
"nicht erwerbstätig","2000","Realschule","Staedtischer Raum","968","0.300390341435106","0.285467038119026","0.315313644751186"
"Teilzeit","2000","(Fach-)Abitur","Laendlicher Raum","136","0.245414629419656","0.209612734465458","0.281216524373853"
"Teilzeit","2000","(Fach-)Abitur","Staedtischer Raum","522","0.278999770524614","0.258262877992281","0.299736663056947"
"Teilzeit","2000","(noch) kein Abschluss","Laendlicher Raum","41","0.141908733215455","0.0990786120112986","0.184738854419611"
"Teilzeit","2000","(noch) kein Abschluss","Staedtischer Raum","113","0.167014910858395","0.138623461492781","0.19540636022401"
"Teilzeit","2000","AkademikerIn","Laendlicher Raum","214","0.176844357037697","0.155328868738925","0.198359845336469"
"Teilzeit","2000","AkademikerIn","Staedtischer Raum","515","0.197731972320981","0.182446020405866","0.213017924236097"
"Teilzeit","2000","Hauptschule","Laendlicher Raum","661","0.162248168251025","0.150430876637175","0.174065459864875"
"Teilzeit","2000","Hauptschule","Staedtischer Raum","1303","0.176409045706171","0.167441273560554","0.185376817851788"
"Teilzeit","2000","Realschule","Laendlicher Raum","656","0.24757579813933","0.231186269903431","0.263965326375228"
"Teilzeit","2000","Realschule","Staedtischer Raum","878","0.224509166558112","0.210926049021142","0.238092284095081"
"Vollzeit","2000","(Fach-)Abitur","Laendlicher Raum","243","0.441973478566207","0.400656636095885","0.48329032103653"
"Vollzeit","2000","(Fach-)Abitur","Staedtischer Raum","721","0.411867754037646","0.389112041235845","0.434623466839447"
"Vollzeit","2000","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Vollzeit","2000","(noch) kein Abschluss","Staedtischer Raum","87","0.15687953178269","0.129196140867955","0.184562922697425"
"Vollzeit","2000","AkademikerIn","Laendlicher Raum","712","0.543472122378567","0.515383081442305","0.57156116331483"
"Vollzeit","2000","AkademikerIn","Staedtischer Raum","1520","0.565363952411483","0.546339103078128","0.584388801744838"
"Vollzeit","2000","Hauptschule","Laendlicher Raum","1137","0.287960474400096","0.273446416551573","0.302474532248619"
"Vollzeit","2000","Hauptschule","Staedtischer Raum","2352","0.322142705384561","0.311148555749928","0.333136855019194"
"Vollzeit","2000","Realschule","Laendlicher Raum","1488","0.543797378805149","0.524883594854558","0.56271116275574"
"Vollzeit","2000","Realschule","Staedtischer Raum","1779","0.475100492006783","0.458844072106453","0.491356911907112"
"nicht erwerbstätig","2001","(Fach-)Abitur","Laendlicher Raum","159","0.294760350819673","0.255647836761542","0.333872864877804"
"nicht erwerbstätig","2001","(Fach-)Abitur","Staedtischer Raum","511","0.304483289577118","0.282607731253079","0.326358847901156"
"nicht erwerbstätig","2001","(noch) kein Abschluss","Laendlicher Raum","193","0.735547672552978","0.681938324392832","0.789157020713125"
"nicht erwerbstätig","2001","(noch) kein Abschluss","Staedtischer Raum","419","0.661847997880795","0.624336656269554","0.699359339492035"
"nicht erwerbstätig","2001","AkademikerIn","Laendlicher Raum","281","0.289265513858893","0.262734509738398","0.315796517979389"
"nicht erwerbstätig","2001","AkademikerIn","Staedtischer Raum","527","0.232075725713444","0.215283904313012","0.248867547113877"
"nicht erwerbstätig","2001","Hauptschule","Laendlicher Raum","1707","0.542830608922264","0.52584430819508","0.559816909649448"
"nicht erwerbstätig","2001","Hauptschule","Staedtischer Raum","2852","0.495014981775528","0.482456893762713","0.507573069788344"
"nicht erwerbstätig","2001","Realschule","Laendlicher Raum","502","0.225894419125135","0.209199188614105","0.242589649636166"
"nicht erwerbstätig","2001","Realschule","Staedtischer Raum","865","0.289372121686857","0.274055041087199","0.304689202286515"
"Teilzeit","2001","(Fach-)Abitur","Laendlicher Raum","159","0.302453777753327","0.263050818305792","0.341856737200862"
