"e11103","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1984","Realschule","Rheinland-Pfalz,Saarland","39","0.363215039248125","0.272930548591957","0.453499529904294"
"nicht erwerbstätig","1984","Realschule","Baden-Wuerttemberg","105","","",""
"nicht erwerbstätig","1984","Realschule","Bayern","120","","",""
"nicht erwerbstätig","1984","Realschule","Saarland","","","",""
"nicht erwerbstätig","1984","Realschule","Berlin","24","","",""
"nicht erwerbstätig","1984","Realschule","Brandenburg","","","",""
"nicht erwerbstätig","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1984","Realschule","Sachsen","","","",""
"nicht erwerbstätig","1984","Realschule","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1984","Realschule","Thueringen","","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","Schleswig-Holstein","11","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","Hamburg","11","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","Niedersachsen","39","0.500859077009358","0.390602651488298","0.611115502530418"
"nicht erwerbstätig","1984","(Fach-)Abitur","Bremen","8","0.928486278141892","0.768776860372045","1.08819569591174"
"nicht erwerbstätig","1984","(Fach-)Abitur","Nordrhein-Westfalen","113","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","Hessen","48","0.511748212981743","0.416590225924933","0.606906200038552"
"nicht erwerbstätig","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","14","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","Baden-Wuerttemberg","49","0.418423024509594","0.335209753053944","0.501636295965244"
"nicht erwerbstätig","1984","(Fach-)Abitur","Bayern","61","0.485995907351666","0.402607027068581","0.569384787634751"
"nicht erwerbstätig","1984","(Fach-)Abitur","Saarland","","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","Berlin","9","0.3830718978777","0.222017906520789","0.544125889234611"
"nicht erwerbstätig","1984","(Fach-)Abitur","Brandenburg","","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","Sachsen","","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","Thueringen","","","",""
"nicht erwerbstätig","1984","AkademikerIn","Schleswig-Holstein","3","","",""
"nicht erwerbstätig","1984","AkademikerIn","Hamburg","5","0.350767101168045","0.123919956793086","0.577614245543004"
"nicht erwerbstätig","1984","AkademikerIn","Niedersachsen","14","","",""
"nicht erwerbstätig","1984","AkademikerIn","Bremen","","","",""
"nicht erwerbstätig","1984","AkademikerIn","Nordrhein-Westfalen","39","0.194231001899429","0.142539234180318","0.245922769618539"
"nicht erwerbstätig","1984","AkademikerIn","Hessen","24","","",""
"nicht erwerbstätig","1984","AkademikerIn","Rheinland-Pfalz,Saarland","8","0.214939167528193","0.082579195875455","0.347299139180932"
"nicht erwerbstätig","1984","AkademikerIn","Baden-Wuerttemberg","25","","",""
"nicht erwerbstätig","1984","AkademikerIn","Bayern","35","0.254320507196272","0.186202010477816","0.322439003914727"
"nicht erwerbstätig","1984","AkademikerIn","Saarland","","","",""
"nicht erwerbstätig","1984","AkademikerIn","Berlin","7","0.23354549647358","0.0972202888729436","0.369870704074216"
"nicht erwerbstätig","1984","AkademikerIn","Brandenburg","","","",""
"nicht erwerbstätig","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1984","AkademikerIn","Sachsen","","","",""
"nicht erwerbstätig","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1984","AkademikerIn","Thueringen","","","",""
"Vollzeit","1985","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Vollzeit","1985","(noch) kein Abschluss","Hamburg","11","","",""
"Vollzeit","1985","(noch) kein Abschluss","Niedersachsen","18","","",""
"Vollzeit","1985","(noch) kein Abschluss","Bremen","","","",""
"Vollzeit","1985","(noch) kein Abschluss","Nordrhein-Westfalen","122","","",""
"Vollzeit","1985","(noch) kein Abschluss","Hessen","51","0.216343336339287","0.142978140233901","0.289708532444673"
"Vollzeit","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","32","0.26023149014763","0.156705023883395","0.363757956411864"
"Vollzeit","1985","(noch) kein Abschluss","Baden-Wuerttemberg","140","","",""
"Vollzeit","1985","(noch) kein Abschluss","Bayern","49","0.293025447088523","0.205126426041238","0.380924468135808"
"Vollzeit","1985","(noch) kein Abschluss","Saarland","","","",""
"Vollzeit","1985","(noch) kein Abschluss","Berlin","12","","",""
"Vollzeit","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Vollzeit","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Vollzeit","1985","(noch) kein Abschluss","Sachsen","","","",""
"Vollzeit","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Vollzeit","1985","(noch) kein Abschluss","Thueringen","","","",""
"Vollzeit","1985","Hauptschule","Schleswig-Holstein","92","0.376563209241651","0.311646520180093","0.44147989830321"
"Vollzeit","1985","Hauptschule","Hamburg","64","0.364756854245601","0.286676210047233","0.442837498443969"
"Vollzeit","1985","Hauptschule","Niedersachsen","258","","",""
"Vollzeit","1985","Hauptschule","Bremen","18","","",""
"Vollzeit","1985","Hauptschule","Nordrhein-Westfalen","714","0.369613297033786","0.346315488141636","0.392911105925937"
"Vollzeit","1985","Hauptschule","Hessen","283","","",""
"Vollzeit","1985","Hauptschule","Rheinland-Pfalz,Saarland","211","","",""
"Vollzeit","1985","Hauptschule","Baden-Wuerttemberg","619","0.448594806316131","0.420525157192382","0.47666445543988"
"Vollzeit","1985","Hauptschule","Bayern","527","0.396847057503043","0.36863190469999","0.425062210306095"
"Vollzeit","1985","Hauptschule","Saarland","","","",""
"Vollzeit","1985","Hauptschule","Berlin","76","0.39063114004004","0.318137980913343","0.463124299166736"
"Vollzeit","1985","Hauptschule","Brandenburg","","","",""
"Vollzeit","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Vollzeit","1985","Hauptschule","Sachsen","","","",""
"Vollzeit","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Vollzeit","1985","Hauptschule","Thueringen","","","",""
"Vollzeit","1985","Realschule","Schleswig-Holstein","37","0.467026209275973","0.357699405673118","0.576353012878828"
"Vollzeit","1985","Realschule","Hamburg","28","","",""
"Vollzeit","1985","Realschule","Niedersachsen","95","0.411929014838132","0.346891667669826","0.476966362006438"
"Vollzeit","1985","Realschule","Bremen","9","0.338166184427387","0.140480001487422","0.535852367367353"
"Vollzeit","1985","Realschule","Nordrhein-Westfalen","209","","",""
"Vollzeit","1985","Realschule","Hessen","89","0.490829899944876","0.417594926689628","0.564064873200124"
"Vollzeit","1985","Realschule","Rheinland-Pfalz,Saarland","54","0.520810666774733","0.424798796946067","0.6168225366034"
"Vollzeit","1985","Realschule","Baden-Wuerttemberg","118","","",""
"Vollzeit","1985","Realschule","Bayern","175","","",""
"Vollzeit","1985","Realschule","Saarland","","","",""
"Vollzeit","1985","Realschule","Berlin","35","0.436635437127864","0.322861990804229","0.550408883451499"
"Vollzeit","1985","Realschule","Brandenburg","","","",""
"Vollzeit","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Vollzeit","1985","Realschule","Sachsen","","","",""
"Vollzeit","1985","Realschule","Sachsen-Anhalt","","","",""
"Vollzeit","1985","Realschule","Thueringen","","","",""
"Vollzeit","1985","(Fach-)Abitur","Schleswig-Holstein","8","0.327622146582471","0.143641808492283","0.511602484672659"
"Vollzeit","1985","(Fach-)Abitur","Hamburg","17","","",""
"Vollzeit","1985","(Fach-)Abitur","Niedersachsen","23","","",""
"Vollzeit","1985","(Fach-)Abitur","Bremen","1","","",""
"Vollzeit","1985","(Fach-)Abitur","Nordrhein-Westfalen","90","0.333076985499876","0.275115247734002","0.391038723265751"
"Vollzeit","1985","(Fach-)Abitur","Hessen","34","0.330180059303774","0.232477139065976","0.427882979541572"
"Vollzeit","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","9","0.34382993367095","0.170956148564414","0.516703718777486"
"Vollzeit","1985","(Fach-)Abitur","Baden-Wuerttemberg","51","0.310204784499444","0.228786568275023","0.391623000723866"
"Vollzeit","1985","(Fach-)Abitur","Bayern","39","0.294450246545387","0.212899629514276","0.376000863576498"
"Vollzeit","1985","(Fach-)Abitur","Saarland","","","",""
"Vollzeit","1985","(Fach-)Abitur","Berlin","16","","",""
"Vollzeit","1985","(Fach-)Abitur","Brandenburg","","","",""
"Vollzeit","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Vollzeit","1985","(Fach-)Abitur","Sachsen","","","",""
"Vollzeit","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Vollzeit","1985","(Fach-)Abitur","Thueringen","","","",""
"Vollzeit","1985","AkademikerIn","Schleswig-Holstein","12","","",""
"Vollzeit","1985","AkademikerIn","Hamburg","8","0.472731908941162","0.220078207455565","0.725385610426758"
"Vollzeit","1985","AkademikerIn","Niedersachsen","47","0.630892621030703","0.520944877980634","0.740840364080773"
"Vollzeit","1985","AkademikerIn","Bremen","","","",""
"Vollzeit","1985","AkademikerIn","Nordrhein-Westfalen","136","","",""
"Vollzeit","1985","AkademikerIn","Hessen","54","0.586215187294694","0.485023881313836","0.687406493275551"
"Vollzeit","1985","AkademikerIn","Rheinland-Pfalz,Saarland","22","","",""
"Vollzeit","1985","AkademikerIn","Baden-Wuerttemberg","78","0.673985378296841","0.58717275969699","0.760797996896691"
"Vollzeit","1985","AkademikerIn","Bayern","82","0.509620865364381","0.428808277281915","0.590433453446846"
"Vollzeit","1985","AkademikerIn","Saarland","","","",""
"Vollzeit","1985","AkademikerIn","Berlin","21","","",""
"Vollzeit","1985","AkademikerIn","Brandenburg","","","",""
"Vollzeit","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Vollzeit","1985","AkademikerIn","Sachsen","","","",""
"Vollzeit","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Vollzeit","1985","AkademikerIn","Thueringen","","","",""
"Teilzeit","1985","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Teilzeit","1985","(noch) kein Abschluss","Hamburg","1","","",""
"Teilzeit","1985","(noch) kein Abschluss","Niedersachsen","5","0.0209163034477768","-0.0108416981351209","0.0526743050306744"
"Teilzeit","1985","(noch) kein Abschluss","Bremen","","","",""
"Teilzeit","1985","(noch) kein Abschluss","Nordrhein-Westfalen","32","0.0602885540242677","0.0349883907007023","0.0855887173478331"
"Teilzeit","1985","(noch) kein Abschluss","Hessen","20","","",""
"Teilzeit","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","7","0.124149289306528","0.0463437158647807","0.201954862748275"
"Teilzeit","1985","(noch) kein Abschluss","Baden-Wuerttemberg","25","","",""
"Teilzeit","1985","(noch) kein Abschluss","Bayern","9","0.081351492872841","0.0285572058736528","0.134145779872029"
"Teilzeit","1985","(noch) kein Abschluss","Saarland","","","",""
"Teilzeit","1985","(noch) kein Abschluss","Berlin","9","0.129012860828479","0.0238074294315068","0.234218292225451"
"Teilzeit","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Teilzeit","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Teilzeit","1985","(noch) kein Abschluss","Sachsen","","","",""
