year,bula_h,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Bavaria,Urban regions,Full Time,0.41266,622,1472,0.38750,0.43782
2005,Bavaria,Urban regions,Part Time,0.21857,363,1472,0.19745,0.23969
2005,Bavaria,Urban regions,Not Working,0.36877,487,1472,0.34411,0.39342
2005,Bavaria,Rural regions,Full Time,0.40323,581,1427,0.37776,0.42869
2005,Bavaria,Rural regions,Part Time,0.23520,368,1427,0.21319,0.25722
2005,Bavaria,Rural regions,Not Working,0.36157,478,1427,0.33663,0.38651
2005,Berlin,Urban regions,Full Time,0.37546,297,755,0.34089,0.41002
2005,Berlin,Urban regions,Part Time,0.24604,174,755,0.21530,0.27678
2005,Berlin,Urban regions,Not Working,0.37850,284,755,0.34388,0.41312
2005,Brandenburg,Urban regions,Full Time,0.44404,31,31,0.26624,0.62184
2005,Brandenburg,Rural regions,Full Time,0.32872,284,804,0.29623,0.36121
2005,Brandenburg,Rural regions,Part Time,0.20111,164,804,0.17338,0.22883
2005,Brandenburg,Rural regions,Not Working,0.47018,356,804,0.43566,0.50470
2005,Mecklenburg-Western Pomerania,Urban regions,Full Time,0.35020,31,31,0.17950,0.52090
2005,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.35613,160,433,0.31098,0.40129
2005,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.19194,92,433,0.15480,0.22908
2005,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.45193,181,433,0.40499,0.49886
2005,Saxony,Urban regions,Full Time,0.34232,306,767,0.30872,0.37593
2005,Saxony,Urban regions,Part Time,0.15221,146,767,0.12677,0.17765
2005,Saxony,Urban regions,Not Working,0.50547,315,767,0.47006,0.54087
2005,Saxony,Rural regions,Full Time,0.39341,326,757,0.35859,0.42823
2005,Saxony,Rural regions,Part Time,0.18269,134,757,0.15515,0.21024
2005,Saxony,Rural regions,Not Working,0.42389,297,757,0.38867,0.45912
2005,Saxony-Anhalt,Urban regions,Full Time,0.33623,68,178,0.26663,0.40583
2005,Saxony-Anhalt,Urban regions,Part Time,0.21152,38,178,0.15136,0.27169
2005,Saxony-Anhalt,Urban regions,Not Working,0.45224,72,178,0.37892,0.52557
2005,Saxony-Anhalt,Rural regions,Full Time,0.28644,257,718,0.25335,0.31953
2005,Saxony-Anhalt,Rural regions,Part Time,0.20494,146,718,0.17539,0.23448
2005,Saxony-Anhalt,Rural regions,Not Working,0.50862,315,718,0.47203,0.54521
2005,Thuringa,Urban regions,Full Time,0.33593,101,271,0.27959,0.39226
2005,Thuringa,Urban regions,Part Time,0.24338,63,271,0.19219,0.29457
2005,Thuringa,Urban regions,Not Working,0.42069,107,271,0.36181,0.47958
2005,Thuringa,Rural regions,Full Time,0.32288,233,620,0.28604,0.35971
2005,Thuringa,Rural regions,Part Time,0.20875,121,620,0.17673,0.24076
2005,Thuringa,Rural regions,Not Working,0.46838,266,620,0.42906,0.50769
2006,Schleswig-Holstein,Urban regions,Full Time,0.36359,106,291,0.30822,0.41895
2006,Schleswig-Holstein,Urban regions,Part Time,0.22573,70,291,0.17761,0.27385
2006,Schleswig-Holstein,Urban regions,Not Working,0.41068,115,291,0.35406,0.46730
2006,Schleswig-Holstein,Rural regions,Full Time,0.35876,135,388,0.31097,0.40655
2006,Schleswig-Holstein,Rural regions,Part Time,0.23414,92,388,0.19195,0.27633
2006,Schleswig-Holstein,Rural regions,Not Working,0.40710,161,388,0.35816,0.45605
2006,Hamburg,Urban regions,Full Time,0.37402,112,307,0.31981,0.42824
2006,Hamburg,Urban regions,Part Time,0.18048,62,307,0.13739,0.22358
2006,Hamburg,Urban regions,Not Working,0.44549,133,307,0.38980,0.50118
2006,Lower Saxony,Urban regions,Full Time,0.33042,321,938,0.30030,0.36054
2006,Lower Saxony,Urban regions,Part Time,0.22999,230,938,0.20304,0.25693
2006,Lower Saxony,Urban regions,Not Working,0.43959,387,938,0.40781,0.47138
2006,Lower Saxony,Rural regions,Full Time,0.34900,387,1050,0.32015,0.37784
2006,Lower Saxony,Rural regions,Part Time,0.22616,258,1050,0.20085,0.25148
2006,Lower Saxony,Rural regions,Not Working,0.42484,405,1050,0.39493,0.45475
2006,Bremen,Urban regions,Full Time,0.29448,51,145,0.22004,0.36893
2006,Bremen,Urban regions,Part Time,0.19455,35,145,0.12990,0.25921
2006,Bremen,Urban regions,Not Working,0.51096,59,145,0.42931,0.59261
2006,North Rhine-Westphalia,Urban regions,Full Time,0.36696,1656,4487,0.35285,0.38106
2006,North Rhine-Westphalia,Urban regions,Part Time,0.20837,1015,4487,0.19649,0.22026
2006,North Rhine-Westphalia,Urban regions,Not Working,0.42467,1816,4487,0.41021,0.43914
2006,North Rhine-Westphalia,Rural regions,Full Time,0.34111,38,97,0.24627,0.43594
2006,North Rhine-Westphalia,Rural regions,Not Working,0.48208,59,97,0.38212,0.58203
2006,Hesse,Urban regions,Full Time,0.39973,513,1229,0.37234,0.42713
2006,Hesse,Urban regions,Part Time,0.23619,287,1229,0.21244,0.25995
2006,Hesse,Urban regions,Not Working,0.36407,429,1229,0.33716,0.39099
2006,Hesse,Rural regions,Full Time,0.36204,97,274,0.30503,0.41905
2006,Hesse,Rural regions,Part Time,0.28540,75,274,0.23183,0.33897
2006,Hesse,Rural regions,Not Working,0.35256,102,274,0.29589,0.40924
2006,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.35390,358,991,0.32411,0.38369
2006,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.25935,245,991,0.23205,0.28666
2006,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.38674,388,991,0.35641,0.41708
2006,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.42487,125,321,0.37071,0.47903
2006,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.19338,71,321,0.15011,0.23666
2006,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.38174,125,321,0.32851,0.43497
2006,Baden-Wuerttemberg,Urban regions,Full Time,0.39889,1003,2514,0.37975,0.41804
2006,Baden-Wuerttemberg,Urban regions,Part Time,0.20801,544,2514,0.19214,0.22388
2006,Baden-Wuerttemberg,Urban regions,Not Working,0.39310,967,2514,0.37400,0.41219
2006,Baden-Wuerttemberg,Rural regions,Full Time,0.41885,92,236,0.35577,0.48193
2006,Baden-Wuerttemberg,Rural regions,Part Time,0.23348,59,236,0.17939,0.28757
2006,Baden-Wuerttemberg,Rural regions,Not Working,0.34767,85,236,0.28678,0.40856
2006,Bavaria,Urban regions,Full Time,0.39990,633,1562,0.37560,0.42420
2006,Bavaria,Urban regions,Part Time,0.21897,370,1562,0.19845,0.23948
2006,Bavaria,Urban regions,Not Working,0.38113,559,1562,0.35704,0.40523
2006,Bavaria,Rural regions,Full Time,0.38774,619,1612,0.36395,0.41154
2006,Bavaria,Rural regions,Part Time,0.24317,422,1612,0.22222,0.26412
2006,Bavaria,Rural regions,Not Working,0.36909,571,1612,0.34552,0.39265
2006,Berlin,Urban regions,Full Time,0.36040,306,791,0.32692,0.39388
2006,Berlin,Urban regions,Part Time,0.23395,178,791,0.20443,0.26348
2006,Berlin,Urban regions,Not Working,0.40565,307,791,0.37141,0.43989
2006,Brandenburg,Urban regions,Full Time,0.52322,37,37,0.36006,0.68637
2006,Brandenburg,Rural regions,Full Time,0.33430,306,875,0.30303,0.36558
2006,Brandenburg,Rural regions,Part Time,0.20071,176,875,0.17415,0.22726
2006,Brandenburg,Rural regions,Not Working,0.46499,393,875,0.43192,0.49805
2006,Mecklenburg-Western Pomerania,Urban regions,Full Time,0.40691,35,35,0.24178,0.57204
2006,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.33096,176,492,0.28934,0.37258
2006,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.20110,101,492,0.16565,0.23656
2006,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.46794,215,492,0.42380,0.51207
2006,Saxony,Urban regions,Full Time,0.32344,312,829,0.29157,0.35530
2006,Saxony,Urban regions,Part Time,0.17286,158,829,0.14711,0.19862
2006,Saxony,Urban regions,Not Working,0.50370,359,829,0.46965,0.53776
2006,Saxony,Rural regions,Full Time,0.38699,319,779,0.35277,0.42122
2006,Saxony,Rural regions,Part Time,0.17406,139,779,0.14742,0.20071
2006,Saxony,Rural regions,Not Working,0.43894,321,779,0.40407,0.47381
2006,Saxony-Anhalt,Urban regions,Full Time,0.38706,71,140,0.30609,0.46804
2006,Saxony-Anhalt,Urban regions,Not Working,0.43735,69,140,0.35488,0.51982
2006,Saxony-Anhalt,Rural regions,Full Time,0.29681,274,760,0.26431,0.32932
2006,Saxony-Anhalt,Rural regions,Part Time,0.21568,153,760,0.18642,0.24494
2006,Saxony-Anhalt,Rural regions,Not Working,0.48751,333,760,0.45195,0.52307
2006,Thuringa,Urban regions,Full Time,0.34336,102,280,0.28764,0.39908
2006,Thuringa,Urban regions,Part Time,0.24555,66,280,0.19505,0.29606
2006,Thuringa,Urban regions,Not Working,0.41109,112,280,0.35335,0.46882
2006,Thuringa,Rural regions,Full Time,0.32602,247,685,0.29089,0.36115
2006,Thuringa,Rural regions,Part Time,0.18379,131,685,0.15476,0.21282
2006,Thuringa,Rural regions,Not Working,0.49019,307,685,0.45273,0.52766
2007,Schleswig-Holstein,Urban regions,Full Time,0.35941,90,262,0.30120,0.41763
2007,Schleswig-Holstein,Urban regions,Part Time,0.20970,65,262,0.16031,0.25909
2007,Schleswig-Holstein,Urban regions,Not Working,0.43089,107,262,0.37081,0.49097
2007,Schleswig-Holstein,Rural regions,Full Time,0.35562,121,366,0.30651,0.40473
2007,Schleswig-Holstein,Rural regions,Part Time,0.19841,83,366,0.15750,0.23932
2007,Schleswig-Holstein,Rural regions,Not Working,0.44597,162,366,0.39498,0.49697
2007,Hamburg,Urban regions,Full Time,0.37580,105,296,0.32053,0.43107
2007,Hamburg,Urban regions,Part Time,0.18291,64,296,0.13880,0.22703
2007,Hamburg,Urban regions,Not Working,0.44128,127,296,0.38462,0.49795
2007,Lower Saxony,Urban regions,Full Time,0.33621,299,876,0.30491,0.36752
2007,Lower Saxony,Urban regions,Part Time,0.24433,224,876,0.21586,0.27280
2007,Lower Saxony,Urban regions,Not Working,0.41945,353,876,0.38676,0.45215
2007,Lower Saxony,Rural regions,Full Time,0.36869,366,980,0.33847,0.39892
2007,Lower Saxony,Rural regions,Part Time,0.21052,234,980,0.18499,0.23606
2007,Lower Saxony,Rural regions,Not Working,0.42078,380,980,0.38986,0.45171
2007,Bremen,Urban regions,Full Time,0.30949,52,148,0.23476,0.38423
2007,Bremen,Urban regions,Part Time,0.16990,31,148,0.10919,0.23061
2007,Bremen,Urban regions,Not Working,0.52061,65,148,0.43985,0.60137
2007,North Rhine-Westphalia,Urban regions,Full Time,0.37061,1541,4167,0.35594,0.38527
2007,North Rhine-Westphalia,Urban regions,Part Time,0.21933,965,4167,0.20676,0.23189
2007,North Rhine-Westphalia,Urban regions,Not Working,0.41006,1661,4167,0.39513,0.42500
2007,North Rhine-Westphalia,Rural regions,Full Time,0.27262,31,84,0.17682,0.36842
2007,North Rhine-Westphalia,Rural regions,Not Working,0.48591,53,84,0.37838,0.59344
2007,Hesse,Urban regions,Full Time,0.37783,463,1160,0.34991,0.40574
2007,Hesse,Urban regions,Part Time,0.25759,294,1160,0.23242,0.28277
2007,Hesse,Urban regions,Not Working,0.36458,403,1160,0.33687,0.39229
2007,Hesse,Rural regions,Full Time,0.38908,95,252,0.32877,0.44940
2007,Hesse,Rural regions,Part Time,0.30075,67,252,0.24402,0.35749
2007,Hesse,Rural regions,Not Working,0.31016,90,252,0.25294,0.36739
2007,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.35204,313,901,0.32083,0.38324
2007,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.24365,217,901,0.21560,0.27169
2007,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.40432,371,901,0.37225,0.43638
2007,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.41812,116,292,0.36144,0.47479
2007,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.18679,62,292,0.14201,0.23157
2007,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.39510,114,292,0.33893,0.45127
2007,Baden-Wuerttemberg,Urban regions,Full Time,0.38412,905,2309,0.36428,0.40397
2007,Baden-Wuerttemberg,Urban regions,Part Time,0.21284,507,2309,0.19614,0.22954
2007,Baden-Wuerttemberg,Urban regions,Not Working,0.40304,897,2309,0.38302,0.42305
2007,Baden-Wuerttemberg,Rural regions,Full Time,0.39060,85,224,0.32656,0.45463
2007,Baden-Wuerttemberg,Rural regions,Part Time,0.21799,58,224,0.16380,0.27218
2007,Baden-Wuerttemberg,Rural regions,Not Working,0.39141,81,224,0.32735,0.45547
2007,Bavaria,Urban regions,Full Time,0.39666,597,1478,0.37171,0.42161
2007,Bavaria,Urban regions,Part Time,0.21469,331,1478,0.19375,0.23563
2007,Bavaria,Urban regions,Not Working,0.38865,550,1478,0.36379,0.41351
2007,Bavaria,Rural regions,Full Time,0.38512,594,1528,0.36072,0.40953
2007,Bavaria,Rural regions,Part Time,0.24510,388,1528,0.22352,0.26667
2007,Bavaria,Rural regions,Not Working,0.36978,546,1528,0.34556,0.39399
2007,Berlin,Urban regions,Full Time,0.36601,297,762,0.33178,0.40023
2007,Berlin,Urban regions,Part Time,0.24913,183,762,0.21840,0.27986
2007,Berlin,Urban regions,Not Working,0.38486,282,762,0.35029,0.41943
2007,Brandenburg,Urban regions,Full Time,0.39022,32,32,0.21850,0.56194
2007,Brandenburg,Rural regions,Full Time,0.34552,283,799,0.31253,0.37852
2007,Brandenburg,Rural regions,Part Time,0.18301,153,799,0.15618,0.20984
2007,Brandenburg,Rural regions,Not Working,0.47147,363,799,0.43683,0.50610
2007,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.35645,173,452,0.31225,0.40066
2007,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.19418,91,452,0.15767,0.23069
2007,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.44937,188,452,0.40346,0.49528
2007,Saxony,Urban regions,Full Time,0.31937,283,770,0.28641,0.35232
2007,Saxony,Urban regions,Part Time,0.17842,159,770,0.15136,0.20548
2007,Saxony,Urban regions,Not Working,0.50221,328,770,0.46688,0.53755
2007,Saxony,Rural regions,Full Time,0.43285,325,766,0.39774,0.46796
2007,Saxony,Rural regions,Part Time,0.15786,140,766,0.13202,0.18370
2007,Saxony,Rural regions,Not Working,0.40929,301,766,0.37445,0.44413
2007,Saxony-Anhalt,Urban regions,Full Time,0.33427,63,136,0.25469,0.41385
2007,Saxony-Anhalt,Urban regions,Not Working,0.47598,73,136,0.39174,0.56023
2007,Saxony-Anhalt,Rural regions,Full Time,0.32359,266,722,0.28944,0.35774
2007,Saxony-Anhalt,Rural regions,Part Time,0.18900,141,722,0.16043,0.21758
2007,Saxony-Anhalt,Rural regions,Not Working,0.48741,315,722,0.45092,0.52389
2007,Thuringa,Urban regions,Full Time,0.33837,92,270,0.28183,0.39492
2007,Thuringa,Urban regions,Part Time,0.21830,60,270,0.16893,0.26766
2007,Thuringa,Urban regions,Not Working,0.44333,118,270,0.38396,0.50270
2007,Thuringa,Rural regions,Full Time,0.36506,251,656,0.32819,0.40193
2007,Thuringa,Rural regions,Part Time,0.16562,112,656,0.13715,0.19409
2007,Thuringa,Rural regions,Not Working,0.46931,293,656,0.43109,0.50753
2008,Schleswig-Holstein,Urban regions,Full Time,0.33318,69,230,0.27213,0.39423
2008,Schleswig-Holstein,Urban regions,Part Time,0.22452,60,230,0.17048,0.27857
2008,Schleswig-Holstein,Urban regions,Not Working,0.44230,101,230,0.37797,0.50663
2008,Schleswig-Holstein,Rural regions,Full Time,0.33496,106,334,0.28426,0.38565
2008,Schleswig-Holstein,Rural regions,Part Time,0.24009,80,334,0.19421,0.28597
2008,Schleswig-Holstein,Rural regions,Not Working,0.42495,148,334,0.37186,0.47805
2008,Hamburg,Urban regions,Full Time,0.37249,107,284,0.31616,0.42882
2008,Hamburg,Urban regions,Part Time,0.19510,59,284,0.14893,0.24127
2008,Hamburg,Urban regions,Not Working,0.43240,118,284,0.37468,0.49012
2008,Lower Saxony,Urban regions,Full Time,0.37303,297,840,0.34031,0.40576
2008,Lower Saxony,Urban regions,Part Time,0.22313,205,840,0.19495,0.25130
2008,Lower Saxony,Urban regions,Not Working,0.40384,338,840,0.37064,0.43704
2008,Lower Saxony,Rural regions,Full Time,0.35206,340,928,0.32131,0.38280
2008,Lower Saxony,Rural regions,Part Time,0.23190,224,928,0.20473,0.25907
2008,Lower Saxony,Rural regions,Not Working,0.41604,364,928,0.38431,0.44777
2008,Bremen,Urban regions,Full Time,0.31787,46,139,0.24018,0.39556
2008,Bremen,Urban regions,Part Time,0.17681,34,139,0.11315,0.24046
2008,Bremen,Urban regions,Not Working,0.50532,59,139,0.42191,0.58874
2008,North Rhine-Westphalia,Urban regions,Full Time,0.37795,1441,3874,0.36268,0.39322
2008,North Rhine-Westphalia,Urban regions,Part Time,0.21365,902,3874,0.20074,0.22656
2008,North Rhine-Westphalia,Urban regions,Not Working,0.40840,1531,3874,0.39292,0.42388
2008,North Rhine-Westphalia,Rural regions,Not Working,0.45192,47,47,0.30810,0.59575
2008,Hesse,Urban regions,Full Time,0.38979,449,1108,0.36106,0.41852
2008,Hesse,Urban regions,Part Time,0.25156,279,1108,0.22600,0.27713
2008,Hesse,Urban regions,Not Working,0.35865,380,1108,0.33040,0.38690
2008,Hesse,Rural regions,Full Time,0.35819,85,227,0.29568,0.42070
2008,Hesse,Rural regions,Part Time,0.26390,54,227,0.20644,0.32137
2008,Hesse,Rural regions,Not Working,0.37791,88,227,0.31469,0.44112
2008,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.34764,299,839,0.31540,0.37989
2008,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.23537,194,839,0.20664,0.26409
2008,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.41699,346,839,0.38361,0.45038
2008,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.38684,109,278,0.32949,0.44419
2008,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.18302,58,278,0.13748,0.22855
2008,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.43014,111,278,0.37184,0.48845
2008,Baden-Wuerttemberg,Urban regions,Full Time,0.40924,875,2175,0.38857,0.42991
2008,Baden-Wuerttemberg,Urban regions,Part Time,0.20413,462,2175,0.18719,0.22107
2008,Baden-Wuerttemberg,Urban regions,Not Working,0.38663,838,2175,0.36616,0.40710
2008,Baden-Wuerttemberg,Rural regions,Full Time,0.39273,82,215,0.32730,0.45817
2008,Baden-Wuerttemberg,Rural regions,Part Time,0.28352,67,215,0.22313,0.34391
2008,Baden-Wuerttemberg,Rural regions,Not Working,0.32375,66,215,0.26106,0.38644
2008,Bavaria,Urban regions,Full Time,0.41085,549,1363,0.38472,0.43698
2008,Bavaria,Urban regions,Part Time,0.23359,319,1363,0.21112,0.25606
2008,Bavaria,Urban regions,Not Working,0.35556,495,1363,0.33014,0.38099
2008,Bavaria,Rural regions,Full Time,0.41279,578,1432,0.38728,0.43830
2008,Bavaria,Rural regions,Part Time,0.22960,345,1432,0.20781,0.25139
2008,Bavaria,Rural regions,Not Working,0.35761,509,1432,0.33278,0.38244
2008,Berlin,Urban regions,Full Time,0.38129,289,727,0.34596,0.41662
2008,Berlin,Urban regions,Part Time,0.24479,175,727,0.21352,0.27607
2008,Berlin,Urban regions,Not Working,0.37392,263,727,0.33873,0.40912
2008,Brandenburg,Rural regions,Full Time,0.34311,263,762,0.30938,0.37684
2008,Brandenburg,Rural regions,Part Time,0.18244,138,762,0.15500,0.20988
2008,Brandenburg,Rural regions,Not Working,0.47446,361,762,0.43898,0.50994
2008,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.33333,161,431,0.28877,0.37789
2008,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.21986,87,431,0.18071,0.25900
2008,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.44681,183,431,0.39982,0.49380
2008,Saxony,Urban regions,Full Time,0.35837,288,736,0.32370,0.39304
2008,Saxony,Urban regions,Part Time,0.18373,150,736,0.15573,0.21173
2008,Saxony,Urban regions,Not Working,0.45790,298,736,0.42188,0.49392
2008,Saxony,Rural regions,Full Time,0.44682,312,710,0.41022,0.48342
2008,Saxony,Rural regions,Part Time,0.17471,127,710,0.14676,0.20266
2008,Saxony,Rural regions,Not Working,0.37847,271,710,0.34277,0.41417
2008,Saxony-Anhalt,Urban regions,Full Time,0.34844,65,136,0.26806,0.42881
2008,Saxony-Anhalt,Urban regions,Not Working,0.51489,71,136,0.43058,0.59919
2008,Saxony-Anhalt,Rural regions,Full Time,0.36108,263,658,0.32435,0.39780
2008,Saxony-Anhalt,Rural regions,Part Time,0.17559,131,658,0.14649,0.20468
2008,Saxony-Anhalt,Rural regions,Not Working,0.46334,264,658,0.42520,0.50147
2008,Thuringa,Urban regions,Full Time,0.34664,89,263,0.28902,0.40427
2008,Thuringa,Urban regions,Part Time,0.20107,57,263,0.15254,0.24960
2008,Thuringa,Urban regions,Not Working,0.45229,117,263,0.39202,0.51255
2008,Thuringa,Rural regions,Full Time,0.41112,242,617,0.37227,0.44998
2008,Thuringa,Rural regions,Part Time,0.14712,109,617,0.11915,0.17510
2008,Thuringa,Rural regions,Not Working,0.44175,266,617,0.40254,0.48097
2009,Schleswig-Holstein,Urban regions,Full Time,0.31060,58,201,0.24647,0.37474
2009,Schleswig-Holstein,Urban regions,Part Time,0.22552,49,201,0.16760,0.28344
2009,Schleswig-Holstein,Urban regions,Not Working,0.46388,94,201,0.39476,0.53299
2009,Schleswig-Holstein,Rural regions,Full Time,0.36290,110,318,0.30997,0.41583
2009,Schleswig-Holstein,Rural regions,Part Time,0.24998,80,318,0.20232,0.29765
2009,Schleswig-Holstein,Rural regions,Not Working,0.38712,128,318,0.33350,0.44074
2009,Hamburg,Urban regions,Full Time,0.45393,110,269,0.39432,0.51354
2009,Hamburg,Urban regions,Part Time,0.16747,54,269,0.12277,0.21218
2009,Hamburg,Urban regions,Not Working,0.37859,105,269,0.32052,0.43667
2009,Lower Saxony,Urban regions,Full Time,0.36545,272,775,0.33152,0.39938
2009,Lower Saxony,Urban regions,Part Time,0.22967,191,775,0.20004,0.25930
2009,Lower Saxony,Urban regions,Not Working,0.40488,312,775,0.37030,0.43946
2009,Lower Saxony,Rural regions,Full Time,0.35905,313,875,0.32725,0.39086
2009,Lower Saxony,Rural regions,Part Time,0.24582,226,875,0.21727,0.27436
2009,Lower Saxony,Rural regions,Not Working,0.39513,336,875,0.36272,0.42754
2009,Bremen,Urban regions,Full Time,0.26052,33,120,0.18166,0.33938
2009,Bremen,Urban regions,Part Time,0.19581,34,120,0.12451,0.26711
2009,Bremen,Urban regions,Not Working,0.54367,53,120,0.45417,0.63316
2009,North Rhine-Westphalia,Urban regions,Full Time,0.37106,1324,3579,0.35524,0.38689
2009,North Rhine-Westphalia,Urban regions,Part Time,0.23331,853,3579,0.21945,0.24717
2009,North Rhine-Westphalia,Urban regions,Not Working,0.39563,1402,3579,0.37961,0.41165
2009,North Rhine-Westphalia,Rural regions,Full Time,0.32478,38,84,0.22403,0.42553
2009,North Rhine-Westphalia,Rural regions,Not Working,0.47051,46,84,0.36312,0.57789
2009,Hesse,Urban regions,Full Time,0.40875,411,1010,0.37842,0.43909
2009,Hesse,Urban regions,Part Time,0.24982,263,1010,0.22311,0.27653
2009,Hesse,Urban regions,Not Working,0.34143,336,1010,0.31217,0.37068
2009,Hesse,Rural regions,Full Time,0.35727,83,222,0.29409,0.42045
2009,Hesse,Rural regions,Part Time,0.27643,49,222,0.21747,0.33540
2009,Hesse,Rural regions,Not Working,0.36630,90,222,0.30278,0.42982
2009,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.34297,281,794,0.30993,0.37602
2009,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.26132,193,794,0.23074,0.29190
2009,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.39571,320,794,0.36167,0.42974
2009,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.39101,101,254,0.33088,0.45114
2009,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.19122,51,254,0.14276,0.23968
2009,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.41777,102,254,0.35699,0.47854
2009,Baden-Wuerttemberg,Urban regions,Full Time,0.40790,796,1947,0.38606,0.42973
2009,Baden-Wuerttemberg,Urban regions,Part Time,0.22473,446,1947,0.20618,0.24327
2009,Baden-Wuerttemberg,Urban regions,Not Working,0.36738,705,1947,0.34596,0.38880
2009,Baden-Wuerttemberg,Rural regions,Full Time,0.39863,78,192,0.32919,0.46807
2009,Baden-Wuerttemberg,Rural regions,Part Time,0.30237,56,192,0.23724,0.36751
2009,Baden-Wuerttemberg,Rural regions,Not Working,0.29900,58,192,0.23407,0.36393
2009,Bavaria,Urban regions,Full Time,0.40435,498,1284,0.37749,0.43120
2009,Bavaria,Urban regions,Part Time,0.23942,312,1284,0.21607,0.26277
2009,Bavaria,Urban regions,Not Working,0.35623,474,1284,0.33003,0.38243
2009,Bavaria,Rural regions,Full Time,0.40352,540,1366,0.37750,0.42955
2009,Bavaria,Rural regions,Part Time,0.24546,355,1366,0.22263,0.26829
2009,Bavaria,Rural regions,Not Working,0.35102,471,1366,0.32570,0.37634
2009,Berlin,Urban regions,Full Time,0.36973,270,694,0.33379,0.40567
2009,Berlin,Urban regions,Part Time,0.26864,168,694,0.23563,0.30164
2009,Berlin,Urban regions,Not Working,0.36164,256,694,0.32586,0.39741
2009,Brandenburg,Urban regions,Full Time,0.54798,36,36,0.38310,0.71287
2009,Brandenburg,Rural regions,Full Time,0.35653,254,731,0.32178,0.39128
2009,Brandenburg,Rural regions,Part Time,0.18145,139,731,0.15349,0.20941
2009,Brandenburg,Rural regions,Not Working,0.46202,338,731,0.42585,0.49819
2009,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.39778,166,415,0.35064,0.44493
2009,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.19056,77,415,0.15273,0.22839
2009,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.41166,172,415,0.36425,0.45907
2009,Saxony,Urban regions,Full Time,0.38389,285,697,0.34776,0.42003
2009,Saxony,Urban regions,Part Time,0.18653,127,697,0.15759,0.21547
2009,Saxony,Urban regions,Not Working,0.42957,285,697,0.39280,0.46635
2009,Saxony,Rural regions,Full Time,0.43609,294,678,0.39873,0.47344
2009,Saxony,Rural regions,Part Time,0.18075,138,678,0.15176,0.20974
2009,Saxony,Rural regions,Not Working,0.38317,246,678,0.34654,0.41979
2009,Saxony-Anhalt,Urban regions,Full Time,0.29019,53,120,0.20865,0.37173
2009,Saxony-Anhalt,Urban regions,Not Working,0.54675,67,120,0.45730,0.63619
2009,Saxony-Anhalt,Rural regions,Full Time,0.36095,271,625,0.32326,0.39863
2009,Saxony-Anhalt,Rural regions,Part Time,0.19903,117,625,0.16770,0.23036
2009,Saxony-Anhalt,Rural regions,Not Working,0.44002,237,625,0.40107,0.47897
2009,Thuringa,Urban regions,Full Time,0.29796,74,247,0.24081,0.35511
2009,Thuringa,Urban regions,Part Time,0.26817,58,247,0.21281,0.32353
2009,Thuringa,Urban regions,Not Working,0.43387,115,247,0.37194,0.49581
2009,Thuringa,Rural regions,Full Time,0.39575,228,581,0.35595,0.43554
2009,Thuringa,Rural regions,Part Time,0.18644,103,581,0.15475,0.21814
2009,Thuringa,Rural regions,Not Working,0.41781,250,581,0.37767,0.45795
