year,pgisced97,plg0267_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Pre-primary Level,General education,0.53066,426,426,0.48321,0.57810
2014,Lower Secondary Level,General education,0.01598,73,507,0.00506,0.02691
2014,Lower Secondary Level,Vocational training,0.10148,389,507,0.07517,0.12779
2014,Lower Secondary Level,Further training/ Retraining,0.01249,45,507,0.00281,0.02216
2014,Upper Secondary Level,General education,0.00181,37,946,-0.00090,0.00452
2014,Upper Secondary Level,University/ Technical university,0.04597,500,946,0.03261,0.05932
2014,Upper Secondary Level,Vocational training,0.02063,275,946,0.01157,0.02969
2014,Upper Secondary Level,Further training/ Retraining,0.01043,134,946,0.00395,0.01690
2014,Post-secondary Non-tertiary Level,University/ Technical university,0.06642,97,178,0.02973,0.10310
2014,Post-secondary Non-tertiary Level,Vocational training,0.01433,32,178,-0.00318,0.03184
2014,Post-secondary Non-tertiary Level,Further training/ Retraining,0.01967,49,178,-0.00079,0.04012
2014,Second Stage of Tertiary Education,University/ Technical university,0.04494,227,373,0.02389,0.06600
2014,Second Stage of Tertiary Education,Vocational training,0.01102,59,373,0.00041,0.02162
2014,Second Stage of Tertiary Education,Further training/ Retraining,0.01098,87,373,0.00039,0.02157
2015,Pre-primary Level,General education,0.51718,348,348,0.46460,0.56976
2015,Lower Secondary Level,General education,0.01849,74,452,0.00606,0.03093
2015,Lower Secondary Level,Vocational training,0.09734,345,452,0.06999,0.12470
2015,Lower Secondary Level,Further training/ Retraining,0.01313,33,452,0.00262,0.02364
2015,Upper Secondary Level,General education,0.00182,37,862,-0.00103,0.00466
2015,Upper Secondary Level,University/ Technical university,0.03796,462,862,0.02520,0.05073
2015,Upper Secondary Level,Vocational training,0.01741,244,862,0.00867,0.02615
2015,Upper Secondary Level,Further training/ Retraining,0.01150,119,862,0.00438,0.01862
2015,Post-secondary Non-tertiary Level,University/ Technical university,0.06270,89,126,0.02020,0.10520
2015,Post-secondary Non-tertiary Level,Further training/ Retraining,0.01674,37,126,-0.00575,0.03923
2015,Second Stage of Tertiary Education,University/ Technical university,0.04717,218,329,0.02422,0.07011
2015,Second Stage of Tertiary Education,Vocational training,0.01035,43,329,-0.00060,0.02130
2015,Second Stage of Tertiary Education,Further training/ Retraining,0.01201,68,329,0.00022,0.02380
2016,Pre-primary Level,General education,0.48879,343,343,0.43581,0.54177
2016,Lower Secondary Level,General education,0.02276,72,458,0.00909,0.03643
2016,Lower Secondary Level,Vocational training,0.09663,351,458,0.06954,0.12372
2016,Lower Secondary Level,Further training/ Retraining,0.00730,35,458,-0.00050,0.01511
2016,Upper Secondary Level,University/ Technical university,0.04283,435,795,0.02875,0.05691
2016,Upper Secondary Level,Vocational training,0.01836,242,795,0.00902,0.02770
2016,Upper Secondary Level,Further training/ Retraining,0.00952,118,795,0.00276,0.01627
2016,Post-secondary Non-tertiary Level,University/ Technical university,0.04805,74,117,0.00913,0.08698
2016,Post-secondary Non-tertiary Level,Further training/ Retraining,0.01988,43,117,-0.00552,0.04528
2016,Second Stage of Tertiary Education,University/ Technical university,0.05541,239,389,0.03264,0.07817
2016,Second Stage of Tertiary Education,Vocational training,0.00978,50,389,-0.00001,0.01957
2016,Second Stage of Tertiary Education,Further training/ Retraining,0.01130,100,389,0.00078,0.02181
2017,Pre-primary Level,General education,0.50585,393,393,0.45636,0.55535
2017,Primary Level,General education,0.00397,34,34,-0.01749,0.02543
2017,Lower Secondary Level,General education,0.02040,103,513,0.00815,0.03264
2017,Lower Secondary Level,Vocational training,0.09205,374,513,0.06701,0.11709
2017,Lower Secondary Level,Further training/ Retraining,0.00887,36,513,0.00075,0.01699
2017,Upper Secondary Level,University/ Technical university,0.04051,520,964,0.02806,0.05296
2017,Upper Secondary Level,Vocational training,0.02190,321,964,0.01265,0.03114
2017,Upper Secondary Level,Further training/ Retraining,0.00755,123,964,0.00209,0.01302
2017,Post-secondary Non-tertiary Level,University/ Technical university,0.05901,110,188,0.02524,0.09279
2017,Post-secondary Non-tertiary Level,Vocational training,0.01540,32,188,-0.00225,0.03306
2017,Post-secondary Non-tertiary Level,Further training/ Retraining,0.01787,46,188,-0.00112,0.03685
2017,Second Stage of Tertiary Education,University/ Technical university,0.05754,301,485,0.03679,0.07828
2017,Second Stage of Tertiary Education,Vocational training,0.00708,62,485,-0.00039,0.01455
2017,Second Stage of Tertiary Education,Further training/ Retraining,0.01555,122,485,0.00453,0.02657
2018,Pre-primary Level,General education,0.52721,341,341,0.47414,0.58028
2018,Primary Level,General education,0.01135,32,129,-0.00700,0.02971
2018,Primary Level,Vocational training,0.02121,58,129,-0.00375,0.04617
2018,Primary Level,Further training/ Retraining,0.01587,39,129,-0.00578,0.03753
2018,Lower Secondary Level,General education,0.01684,101,532,0.00589,0.02778
2018,Lower Secondary Level,Vocational training,0.09327,383,532,0.06853,0.11800
2018,Lower Secondary Level,Further training/ Retraining,0.01135,48,532,0.00234,0.02036
2018,Upper Secondary Level,General education,0.00136,37,983,-0.00094,0.00367
2018,Upper Secondary Level,University/ Technical university,0.04141,544,983,0.02895,0.05387
2018,Upper Secondary Level,Vocational training,0.01831,294,983,0.00993,0.02670
2018,Upper Secondary Level,Further training/ Retraining,0.00693,108,983,0.00174,0.01212
2018,Post-secondary Non-tertiary Level,University/ Technical university,0.06140,100,137,0.02106,0.10175
2018,Post-secondary Non-tertiary Level,Further training/ Retraining,0.01642,37,137,-0.00494,0.03778
2018,Second Stage of Tertiary Education,University/ Technical university,0.05308,311,474,0.03288,0.07329
2018,Second Stage of Tertiary Education,Vocational training,0.00942,66,474,0.00072,0.01813
2018,Second Stage of Tertiary Education,Further training/ Retraining,0.01123,97,474,0.00173,0.02072
2019,Pre-primary Level,General education,0.57623,310,310,0.52113,0.63133
2019,Primary Level,Vocational training,0.03289,60,60,-0.01262,0.07840
2019,Lower Secondary Level,General education,0.01270,87,466,0.00252,0.02288
2019,Lower Secondary Level,Vocational training,0.08515,344,466,0.05978,0.11052
2019,Lower Secondary Level,Further training/ Retraining,0.00834,35,466,0.00007,0.01660
2019,Upper Secondary Level,University/ Technical university,0.04339,524,923,0.03024,0.05654
2019,Upper Secondary Level,Vocational training,0.01977,294,923,0.01078,0.02875
2019,Upper Secondary Level,Further training/ Retraining,0.00698,105,923,0.00160,0.01235
2019,Post-secondary Non-tertiary Level,University/ Technical university,0.05588,96,170,0.02125,0.09051
2019,Post-secondary Non-tertiary Level,Vocational training,0.01561,35,170,-0.00308,0.03430
2019,Post-secondary Non-tertiary Level,Further training/ Retraining,0.01277,39,170,-0.00416,0.02970
2019,Second Stage of Tertiary Education,University/ Technical university,0.04696,290,472,0.02786,0.06607
2019,Second Stage of Tertiary Education,Vocational training,0.00880,92,472,0.00037,0.01723
2019,Second Stage of Tertiary Education,Further training/ Retraining,0.00998,90,472,0.00100,0.01896
