"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2011","35-65","Realschule","6.59","6.5","4777","3","5","8","9","10","6.52","6.66","0","10","7","7"
"2011","66 +","(Fach-)Abitur","","","","","","","","","","","","","",""
"2011","66 +","(noch) kein Abschluss","6.04","5.5","59","3","5","8","9","10","5.5","6.58","1","10","6","7"
"2011","66 +","AkademikerIn","6.78","6.5","975","3","5","9","10","10","6.64","6.92","0","10","7","8"
"2011","66 +","Hauptschule","","","","","","","","","","","","","",""
"2011","66 +","Realschule","6.54","6.5","674","3","5","8","10","10","6.37","6.71","0","10","7","7"
"2012","17-34","(Fach-)Abitur","","","","","","","","","","","","","",""
"2012","17-34","(noch) kein Abschluss","7.17","7.5","571","4","6","9","10","10","7","7.34","0","10","8","8"
"2012","17-34","AkademikerIn","7.46","7.5","839","5","6","9","10","10","7.32","7.6","0","10","7","8"
"2012","17-34","Hauptschule","","","","","","","","","","","","","",""
"2012","17-34","Realschule","","","","","","","","","","","","","",""
"2012","35-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2012","35-65","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2012","35-65","AkademikerIn","6.94","6.5","3977","4","6","9","10","10","6.87","7.01","0","10","7","7"
"2012","35-65","Hauptschule","6.37","6.5","4316","3","5","8","9","10","6.3","6.44","0","10","7","7"
"2012","35-65","Realschule","6.6","6.5","5001","3","5","8","9","10","6.54","6.66","0","10","7","7"
"2012","66 +","(Fach-)Abitur","","","","","","","","","","","","","",""
"2012","66 +","(noch) kein Abschluss","5.84","5.5","69","2","3","8","10","10","5.18","6.5","0","10","5","8"
"2012","66 +","AkademikerIn","","","","","","","","","","","","","",""
"2012","66 +","Hauptschule","","","","","","","","","","","","","",""
"2012","66 +","Realschule","6.6","6.5","764","3","5","8","9","10","6.44","6.76","0","10","7","7"
"2013","17-34","(Fach-)Abitur","","","","","","","","","","","","","",""
"2013","17-34","(noch) kein Abschluss","7.18","7.5","565","4","6","9","10","10","7","7.36","0","10","7","8"
"2013","17-34","AkademikerIn","7.3","7.5","814","5","6","9","9","10","7.17","7.43","1","10","7","8"
"2013","17-34","Hauptschule","","","","","","","","","","","","","",""
"2013","17-34","Realschule","","","","","","","","","","","","","",""
"2013","35-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2013","35-65","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2013","35-65","AkademikerIn","6.87","6.5","3887","4","5","8","9","10","6.8","6.94","0","10","7","7"
"2013","35-65","Hauptschule","6.34","6.5","4079","3","5","8","9","10","6.27","6.41","0","10","7","7"
"2013","35-65","Realschule","6.58","6.5","4874","3","5","8","9","10","6.52","6.64","0","10","7","7"
"2013","66 +","(Fach-)Abitur","","","","","","","","","","","","","",""
"2013","66 +","(noch) kein Abschluss","6.42","6.5","68","3","5","8","10","10","5.78","7.06","2","10","6","8"
"2013","66 +","AkademikerIn","","","","","","","","","","","","","",""
"2013","66 +","Hauptschule","","","","","","","","","","","","","",""
"2013","66 +","Realschule","6.62","6.5","794","3","5","8","10","10","6.46","6.78","0","10","7","7"
"2014","17-34","(Fach-)Abitur","","","","","","","","","","","","","",""
"2014","17-34","(noch) kein Abschluss","6.93","6.5","588","4","5","9","10","10","6.75","7.11","0","10","7","8"
"2014","17-34","AkademikerIn","7.38","7.5","947","5","6","9","10","10","7.25","7.51","0","10","8","8"
"2014","17-34","Hauptschule","","","","","","","","","","","","","",""
"2014","17-34","Realschule","","","","","","","","","","","","","",""
"2014","35-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2014","35-65","(noch) kein Abschluss","5.97","5.5","342","2","4","8","10","10","5.69","6.25","0","10","6","7"
"2014","35-65","AkademikerIn","6.84","6.5","4111","4","5","8","9","10","6.77","6.91","0","10","7","7"
"2014","35-65","Hauptschule","6.32","6.5","4271","3","5","8","9","10","6.25","6.39","0","10","7","7"
"2014","35-65","Realschule","6.54","6.5","4469","3","5","8","9","10","6.47","6.61","0","10","7","7"
"2014","66 +","(Fach-)Abitur","","","","","","","","","","","","","",""
"2014","66 +","(noch) kein Abschluss","6.26","6.5","71","3","3","9","10","10","5.6","6.92","0","10","6","8"
"2014","66 +","AkademikerIn","","","","","","","","","","","","","",""
"2014","66 +","Hauptschule","","","","","","","","","","","","","",""
"2014","66 +","Realschule","6.65","6.5","798","3","5","8","10","10","6.49","6.81","0","10","7","7"
"2015","17-34","(Fach-)Abitur","","","","","","","","","","","","","",""
"2015","17-34","(noch) kein Abschluss","7.07","6.5","453","4","6","9","10","10","6.87","7.27","0","10","7","8"
"2015","17-34","AkademikerIn","7.23","7.5","856","4","6","9","10","10","7.11","7.35","1","10","7","8"
"2015","17-34","Hauptschule","","","","","","","","","","","","","",""
"2015","17-34","Realschule","","","","","","","","","","","","","",""
"2015","35-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2015","35-65","(noch) kein Abschluss","5.69","4.5","305","2","4","8","9","10","5.4","5.98","0","10","5","7"
"2015","35-65","AkademikerIn","6.87","6.5","3830","4","5","8","9","10","6.8","6.94","0","10","7","7"
"2015","35-65","Hauptschule","6.36","6.5","3781","3","5","8","9","10","6.28","6.44","0","10","7","7"
"2015","35-65","Realschule","6.59","6.5","4297","3","5","8","9","10","6.52","6.66","0","10","7","7"
"2015","66 +","(Fach-)Abitur","","","","","","","","","","","","","",""
"2015","66 +","(noch) kein Abschluss","6.48","6.5","58","3","5","8","9","10","5.84","7.12","1","10","6","8"
"2015","66 +","AkademikerIn","","","","","","","","","","","","","",""
"2015","66 +","Hauptschule","","","","","","","","","","","","","",""
"2015","66 +","Realschule","6.59","6.5","819","3","5","8","9","10","6.43","6.75","0","10","7","7"
"2016","17-34","(Fach-)Abitur","","","","","","","","","","","","","",""
"2016","17-34","(noch) kein Abschluss","7.12","6.5","430","4","6","9","10","10","6.9","7.34","0","10","7","8"
"2016","17-34","AkademikerIn","7.26","6.5","931","5","6","9","10","10","7.14","7.38","0","10","7","8"
"2016","17-34","Hauptschule","","","","","","","","","","","","","",""
"2016","17-34","Realschule","","","","","","","","","","","","","",""
"2016","35-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2016","35-65","(noch) kein Abschluss","6.11","5.5","322","3","5","8","10","10","5.84","6.38","0","10","6","7"
"2016","35-65","AkademikerIn","6.79","6.5","3759","4","6","8","9","10","6.72","6.86","0","10","7","7"
"2016","35-65","Hauptschule","6.3","6.5","3568","3","5","8","9","10","6.22","6.38","0","10","7","7"
"2016","35-65","Realschule","6.51","6.5","3999","3","5","8","9","10","6.44","6.58","0","10","7","7"
"2016","66 +","(Fach-)Abitur","","","","","","","","","","","","","",""
"2016","66 +","(noch) kein Abschluss","6.19","6.5","57","2","4","8","9","10","5.55","6.83","1","10","6","8"
"2016","66 +","AkademikerIn","","","","","","","","","","","","","",""
"2016","66 +","Hauptschule","","","","","","","","","","","","","",""
"2016","66 +","Realschule","6.48","6.5","814","3","5","8","10","10","6.32","6.64","0","10","7","7"
"2017","17-34","(Fach-)Abitur","","","","","","","","","","","","","",""
"2017","17-34","(noch) kein Abschluss","7.16","7.5","506","4","6","9","10","10","6.97","7.35","0","10","7","8"
"2017","17-34","AkademikerIn","","","","","","","","","","","","","",""
"2017","17-34","Hauptschule","6.96","6.5","987","4","5","9","10","10","6.81","7.11","0","10","7","7"
"2017","17-34","Realschule","","","","","","","","","","","","","",""
"2017","35-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2017","35-65","(noch) kein Abschluss","5.93","5.5","339","2","4","8","9","10","5.66","6.2","0","10","6","7"
"2017","35-65","AkademikerIn","6.88","6.5","4205","4","6","8","9","10","6.82","6.94","0","10","7","7"
"2017","35-65","Hauptschule","6.3","6.5","3764","3","5","8","9","10","6.22","6.38","0","10","7","7"
"2017","35-65","Realschule","6.37","6.5","4602","3","5","8","9","10","6.31","6.43","0","10","7","7"
"2017","66 +","(Fach-)Abitur","","","","","","","","","","","","","",""
"2017","66 +","(noch) kein Abschluss","6.7","6.5","65","2","4","9","10","10","6.01","7.39","0","10","6","8"
"2017","66 +","AkademikerIn","","","","","","","","","","","","","",""
"2017","66 +","Hauptschule","","","","","","","","","","","","","",""
"2017","66 +","Realschule","6.52","6.5","940","3","5","8","9","10","6.37","6.67","0","10","7","7"
"2018","17-34","(Fach-)Abitur","","","","","","","","","","","","","",""
"2018","17-34","(noch) kein Abschluss","7.05","6.5","465","4","6","9","10","10","6.84","7.26","0","10","7","7"
"2018","17-34","AkademikerIn","","","","","","","","","","","","","",""
"2018","17-34","Hauptschule","6.64","6.5","954","3","5","8","10","10","6.49","6.79","0","10","7","7"
"2018","17-34","Realschule","","","","","","","","","","","","","",""
"2018","35-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2018","35-65","(noch) kein Abschluss","5.48","5.5","348","1","3","8","9","10","5.19","5.77","0","10","6","7"
"2018","35-65","AkademikerIn","6.71","6.5","3999","4","5","8","9","10","6.65","6.77","0","10","7","7"
"2018","35-65","Hauptschule","6.09","5.5","3502","3","5","8","9","10","6.01","6.17","0","10","6","7"
"2018","35-65","Realschule","6.39","6.5","4418","3","5","8","9","10","6.32","6.46","0","10","7","7"
"2018","66 +","(Fach-)Abitur","","","","","","","","","","","","","",""
"2018","66 +","(noch) kein Abschluss","6.12","6.5","66","3","4","8","10","10","5.47","6.77","0","10","6","8"
"2018","66 +","AkademikerIn","","","","","","","","","","","","","",""
"2018","66 +","Hauptschule","","","","","","","","","","","","","",""
"2018","66 +","Realschule","6.47","6.5","973","3","5","8","9","10","6.33","6.61","0","10","7","7"
"2019","17-34","(Fach-)Abitur","","","","","","","","","","","","","",""
"2019","17-34","(noch) kein Abschluss","7.3","7.5","421","5","6","9","10","10","7.09","7.51","0","10","7","8"
"2019","17-34","AkademikerIn","","","","","","","","","","","","","",""
"2019","17-34","Hauptschule","6.67","6.5","785","4","5","8","10","10","6.51","6.83","0","10","7","7"
"2019","17-34","Realschule","","","","","","","","","","","","","",""
"2019","35-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2019","35-65","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2019","35-65","AkademikerIn","6.88","6.5","4566","4","6","8","9","10","6.82","6.94","0","10","7","7"
"2019","35-65","Hauptschule","6.29","6.5","3198","3","5","8","9","10","6.21","6.37","0","10","7","7"
"2019","35-65","Realschule","6.4","6.5","4529","3","5","8","9","10","6.34","6.46","0","10","7","7"
"2019","66 +","(Fach-)Abitur","6.73","6.5","337","3","5","8","10","10","6.47","6.99","0","10","7","8"
"2019","66 +","(noch) kein Abschluss","6.01","5.5","61","2","3","8","10","10","5.32","6.7","0","10","5","8"
"2019","66 +","AkademikerIn","","","","","","","","","","","","","",""
"2019","66 +","Hauptschule","","","","","","","","","","","","","",""
"2019","66 +","Realschule","","","","","","","","","","","","","",""
"2020","17-34","(Fach-)Abitur","","","","","","","","","","","","","",""
"2020","17-34","(noch) kein Abschluss","7.22","7.5","518","4","6","9","10","10","7.03","7.41","0","10","8","8"
"2020","17-34","AkademikerIn","","","","","","","","","","","","","",""
"2020","17-34","Hauptschule","6.74","6.5","894","4","5","8","10","10","6.59","6.89","0","10","7","7"
"2020","17-34","Realschule","","","","","","","","","","","","","",""
"2020","35-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2020","35-65","(noch) kein Abschluss","6.06","5.5","336","3","4","8","9","10","5.78","6.34","0","10","6","7"
"2020","35-65","AkademikerIn","6.7","6.5","4393","4","6","8","9","10","6.64","6.76","0","10","7","7"
"2020","35-65","Hauptschule","","","","","","","","","","","","","",""
"2020","35-65","Realschule","6.36","6.5","4074","3","5","8","9","10","6.29","6.43","0","10","7","7"
"2020","66 +","(Fach-)Abitur","6.95","7.5","330","4","5","8","10","10","6.69","7.21","0","10","7","8"
"2020","66 +","(noch) kein Abschluss","6.2","6.5","54","2","3","8","10","10","5.49","6.91","1","10","5","8"
"2020","66 +","AkademikerIn","","","","","","","","","","","","","",""
"2020","66 +","Hauptschule","","","","","","","","","","","","","",""
"2020","66 +","Realschule","","","","","","","","","","","","","",""
