"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2012","35-65 J.","Laendlicher Raum","6.57","6.5","5757","6.51","6.63"
"2012","35-65 J.","Staedtischer Raum","6.6","6.5","9680","6.55","6.65"
"2012","66 und älter","Laendlicher Raum","6.48","6.5","1762","6.37","6.59"
"2012","66 und älter","Staedtischer Raum","6.53","6.5","3141","6.45","6.61"
"2013","16-34 J.","Laendlicher Raum","7.25","7.5","1990","7.16","7.34"
"2013","16-34 J.","Staedtischer Raum","7.16","7.5","3713","7.09","7.23"
"2013","35-65 J.","Laendlicher Raum","6.53","6.5","5634","6.47","6.59"
"2013","35-65 J.","Staedtischer Raum","6.61","6.5","9365","6.56","6.66"
"2013","66 und älter","Laendlicher Raum","6.61","6.5","1768","6.5","6.72"
"2013","66 und älter","Staedtischer Raum","6.54","6.5","3183","6.46","6.62"
"2014","16-34 J.","Laendlicher Raum","7.12","7.5","2102","7.03","7.21"
"2014","16-34 J.","Staedtischer Raum","7.2","7.5","4433","7.14","7.26"
"2014","35-65 J.","Laendlicher Raum","6.6","6.5","5570","6.54","6.66"
"2014","35-65 J.","Staedtischer Raum","6.55","6.5","10009","6.5","6.6"
"2014","66 und älter","Laendlicher Raum","6.46","6.5","1792","6.35","6.57"
"2014","66 und älter","Staedtischer Raum","6.52","6.5","3153","6.44","6.6"
"2015","16-34 J.","Laendlicher Raum","7.09","6.5","1864","6.99","7.19"
"2015","16-34 J.","Staedtischer Raum","7.22","7.5","3853","7.15","7.29"
"2015","35-65 J.","Laendlicher Raum","6.58","6.5","5216","6.52","6.64"
"2015","35-65 J.","Staedtischer Raum","6.59","6.5","9193","6.54","6.64"
"2015","66 und älter","Laendlicher Raum","6.44","6.5","1796","6.33","6.55"
"2015","66 und älter","Staedtischer Raum","6.64","6.5","3082","6.56","6.72"
"2016","16-34 J.","Laendlicher Raum","7.07","6.5","1783","6.97","7.17"
"2016","16-34 J.","Staedtischer Raum","7.21","7.5","3764","7.14","7.28"
"2016","35-65 J.","Laendlicher Raum","6.54","6.5","4971","6.48","6.6"
"2016","35-65 J.","Staedtischer Raum","6.56","6.5","8899","6.51","6.61"
"2016","66 und älter","Laendlicher Raum","6.38","6.5","1749","6.27","6.49"
"2016","66 und älter","Staedtischer Raum","6.59","6.5","2954","6.51","6.67"
"2017","16-34 J.","Laendlicher Raum","7.06","7.5","1979","6.97","7.15"
"2017","16-34 J.","Staedtischer Raum","7.06","6.5","4115","7","7.12"
"2017","35-65 J.","Laendlicher Raum","6.53","6.5","5552","6.47","6.59"
"2017","35-65 J.","Staedtischer Raum","6.48","6.5","9800","6.44","6.52"
"2017","66 und älter","Laendlicher Raum","6.4","6.5","1856","6.29","6.51"
"2017","66 und älter","Staedtischer Raum","6.5","6.5","3098","6.42","6.58"
"2018","16-34 J.","Laendlicher Raum","6.85","6.5","1872","6.75","6.95"
"2018","16-34 J.","Staedtischer Raum","6.97","6.5","4068","6.9","7.04"
"2018","35-65 J.","Laendlicher Raum","6.45","6.5","5273","6.39","6.51"
"2018","35-65 J.","Staedtischer Raum","6.37","6.5","9346","6.32","6.42"
"2018","66 und älter","Laendlicher Raum","6.36","6.5","1837","6.25","6.47"
"2018","66 und älter","Staedtischer Raum","6.51","6.5","3147","6.43","6.59"
"2019","16-34 J.","Laendlicher Raum","7.07","6.5","1636","6.97","7.17"
"2019","16-34 J.","Staedtischer Raum","7.02","6.5","3620","6.95","7.09"
"2019","35-65 J.","Laendlicher Raum","6.57","6.5","5330","6.51","6.63"
"2019","35-65 J.","Staedtischer Raum","6.48","6.5","9528","6.44","6.52"
"2019","66 und älter","Laendlicher Raum","6.49","6.5","1894","6.39","6.59"
"2019","66 und älter","Staedtischer Raum","6.59","6.5","3247","6.51","6.67"
"2020","16-34 J.","Laendlicher Raum","6.95","6.5","1839","6.85","7.05"
"2020","16-34 J.","Staedtischer Raum","6.97","6.5","4469","6.91","7.03"
"2020","35-65 J.","Laendlicher Raum","6.41","6.5","5050","6.35","6.47"
"2020","35-65 J.","Staedtischer Raum","6.38","6.5","9443","6.34","6.42"
"2020","66 und älter","Laendlicher Raum","6.49","6.5","1827","6.39","6.59"
"2020","66 und älter","Staedtischer Raum","6.49","6.5","3102","6.41","6.57"
