"plb0218","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2008","Thueringen","Laendlicher Raum","","","",""
"Nein, nie","2009","Schleswig-Holstein","Staedtischer Raum","43","0.43464157227619","0.334960235108939","0.534322909443441"
"Nein, nie","2009","Schleswig-Holstein","Laendlicher Raum","59","0.30788171350149","0.238693495482706","0.377069931520274"
"Nein, nie","2009","Hamburg","Staedtischer Raum","61","0.375722881352668","0.299231894978736","0.4522138677266"
"Nein, nie","2009","Hamburg","Laendlicher Raum","","","",""
"Nein, nie","2009","Niedersachsen","Staedtischer Raum","148","","",""
"Nein, nie","2009","Niedersachsen","Laendlicher Raum","159","","",""
"Nein, nie","2009","Bremen","Staedtischer Raum","25","","",""
"Nein, nie","2009","Bremen","Laendlicher Raum","","","",""
"Nein, nie","2009","Nordrhein-Westfalen","Staedtischer Raum","798","0.370492634005241","0.349316798915995","0.391668469094488"
"Nein, nie","2009","Nordrhein-Westfalen","Laendlicher Raum","24","","",""
"Nein, nie","2009","Hessen","Staedtischer Raum","205","","",""
"Nein, nie","2009","Hessen","Laendlicher Raum","38","0.306895055799244","0.224718137619312","0.389071973979177"
"Nein, nie","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","169","","",""
"Nein, nie","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","47","0.312129758568687","0.235375068543455","0.388884448593919"
"Nein, nie","2009","Baden-Wuerttemberg","Staedtischer Raum","464","0.421573655878913","0.392781801738981","0.450365510018846"
"Nein, nie","2009","Baden-Wuerttemberg","Laendlicher Raum","35","0.31487419918769","0.231070963613241","0.39867743476214"
"Nein, nie","2009","Bayern","Staedtischer Raum","245","","",""
"Nein, nie","2009","Bayern","Laendlicher Raum","335","0.418951680775443","0.385860882139281","0.452042479411605"
"Nein, nie","2009","Saarland","Staedtischer Raum","","","",""
"Nein, nie","2009","Saarland","Laendlicher Raum","","","",""
"Nein, nie","2009","Berlin","Staedtischer Raum","133","","",""
"Nein, nie","2009","Berlin","Laendlicher Raum","","","",""
"Nein, nie","2009","Brandenburg","Staedtischer Raum","9","0.170975207986673","0.055734347566275","0.286216068407072"
"Nein, nie","2009","Brandenburg","Laendlicher Raum","99","0.203171102247899","0.161018190901344","0.245324013594453"
"Nein, nie","2009","Mecklenburg-Vorpommern","Staedtischer Raum","5","0.260439131974261","0.108379763235781","0.412498500712741"
"Nein, nie","2009","Mecklenburg-Vorpommern","Laendlicher Raum","76","0.386694612123769","0.32174991945962","0.451639304787918"
"Nein, nie","2009","Sachsen","Staedtischer Raum","123","","",""
"Nein, nie","2009","Sachsen","Laendlicher Raum","129","","",""
"Nein, nie","2009","Sachsen-Anhalt","Staedtischer Raum","26","","",""
"Nein, nie","2009","Sachsen-Anhalt","Laendlicher Raum","101","","",""
"Nein, nie","2009","Thueringen","Staedtischer Raum","34","0.343226219250939","0.259320093818604","0.427132344683274"
"Nein, nie","2009","Thueringen","Laendlicher Raum","87","0.252151479146173","0.20259794170323","0.301705016589117"
"Ja, jede Woche","2009","Schleswig-Holstein","Staedtischer Raum","11","","",""
"Ja, jede Woche","2009","Schleswig-Holstein","Laendlicher Raum","29","","",""
"Ja, jede Woche","2009","Hamburg","Staedtischer Raum","23","","",""
"Ja, jede Woche","2009","Hamburg","Laendlicher Raum","","","",""
"Ja, jede Woche","2009","Niedersachsen","Staedtischer Raum","63","0.142528397594268","0.109369908911436","0.175686886277099"
"Ja, jede Woche","2009","Niedersachsen","Laendlicher Raum","91","0.196764844959462","0.161564642710316","0.231965047208608"
"Ja, jede Woche","2009","Bremen","Staedtischer Raum","4","0.0405613233913335","-0.0102076946131516","0.0913303413958187"
"Ja, jede Woche","2009","Bremen","Laendlicher Raum","","","",""
"Ja, jede Woche","2009","Nordrhein-Westfalen","Staedtischer Raum","301","0.143025103185331","0.127673966658085","0.158376239712578"
"Ja, jede Woche","2009","Nordrhein-Westfalen","Laendlicher Raum","10","","",""
"Ja, jede Woche","2009","Hessen","Staedtischer Raum","97","0.152570225974663","0.124425237531384","0.180715214417942"
"Ja, jede Woche","2009","Hessen","Laendlicher Raum","22","","",""
"Ja, jede Woche","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","66","0.203328788994217","0.165331863723519","0.241325714264916"
"Ja, jede Woche","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","35","0.236453024108768","0.166068951884256","0.30683709633328"
"Ja, jede Woche","2009","Baden-Wuerttemberg","Staedtischer Raum","161","","",""
"Ja, jede Woche","2009","Baden-Wuerttemberg","Laendlicher Raum","21","","",""
"Ja, jede Woche","2009","Bayern","Staedtischer Raum","110","","",""
"Ja, jede Woche","2009","Bayern","Laendlicher Raum","133","","",""
"Ja, jede Woche","2009","Saarland","Staedtischer Raum","","","",""
"Ja, jede Woche","2009","Saarland","Laendlicher Raum","","","",""
"Ja, jede Woche","2009","Berlin","Staedtischer Raum","75","0.197569429461812","0.15830374710744","0.236835111816185"
"Ja, jede Woche","2009","Berlin","Laendlicher Raum","","","",""
"Ja, jede Woche","2009","Brandenburg","Staedtischer Raum","3","","",""
"Ja, jede Woche","2009","Brandenburg","Laendlicher Raum","58","0.189736503707961","0.148659131574217","0.230813875841705"
"Ja, jede Woche","2009","Mecklenburg-Vorpommern","Staedtischer Raum","4","0.103856175997525","-0.00184458737057679","0.209556939365626"
"Ja, jede Woche","2009","Mecklenburg-Vorpommern","Laendlicher Raum","25","","",""
"Ja, jede Woche","2009","Sachsen","Staedtischer Raum","41","0.127979589043465","0.0939402663658206","0.16201891172111"
"Ja, jede Woche","2009","Sachsen","Laendlicher Raum","43","0.110306781476894","0.0792156137159746","0.141397949237814"
"Ja, jede Woche","2009","Sachsen-Anhalt","Staedtischer Raum","9","0.235840053010261","0.137782114212631","0.333897991807892"
"Ja, jede Woche","2009","Sachsen-Anhalt","Laendlicher Raum","54","0.141171158389406","0.104214116597421","0.178128200181392"
"Ja, jede Woche","2009","Thueringen","Staedtischer Raum","24","","",""
"Ja, jede Woche","2009","Thueringen","Laendlicher Raum","47","0.119530936515023","0.0825111172085198","0.156550755821526"
"Ja, alle 2 Wochen","2009","Schleswig-Holstein","Staedtischer Raum","8","0.0597671431720386","0.0120982301564249","0.107436056187652"
"Ja, alle 2 Wochen","2009","Schleswig-Holstein","Laendlicher Raum","32","0.236700683215894","0.172992205434193","0.300409160997596"
"Ja, alle 2 Wochen","2009","Hamburg","Staedtischer Raum","13","","",""
"Ja, alle 2 Wochen","2009","Hamburg","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2009","Niedersachsen","Staedtischer Raum","57","0.11815408832294","0.0875376347514237","0.148770541894457"
"Ja, alle 2 Wochen","2009","Niedersachsen","Laendlicher Raum","77","0.138182584826745","0.107627440455898","0.168737729197593"
"Ja, alle 2 Wochen","2009","Bremen","Staedtischer Raum","12","","",""
"Ja, alle 2 Wochen","2009","Bremen","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2009","Nordrhein-Westfalen","Staedtischer Raum","278","","",""
"Ja, alle 2 Wochen","2009","Nordrhein-Westfalen","Laendlicher Raum","9","0.187039110775335","0.0820579919108712","0.2920202296398"
"Ja, alle 2 Wochen","2009","Hessen","Staedtischer Raum","100","","",""
"Ja, alle 2 Wochen","2009","Hessen","Laendlicher Raum","18","","",""
"Ja, alle 2 Wochen","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","56","0.151167036910579","0.117348943117147","0.184985130704011"
"Ja, alle 2 Wochen","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","13","","",""
"Ja, alle 2 Wochen","2009","Baden-Wuerttemberg","Staedtischer Raum","128","","",""
"Ja, alle 2 Wochen","2009","Baden-Wuerttemberg","Laendlicher Raum","14","","",""
"Ja, alle 2 Wochen","2009","Bayern","Staedtischer Raum","97","0.153242599268114","0.126442425419693","0.180042773116535"
"Ja, alle 2 Wochen","2009","Bayern","Laendlicher Raum","112","","",""
"Ja, alle 2 Wochen","2009","Saarland","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2009","Saarland","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2009","Berlin","Staedtischer Raum","56","0.141105635491921","0.106774228738803","0.175437042245039"
"Ja, alle 2 Wochen","2009","Berlin","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2009","Brandenburg","Staedtischer Raum","10","","",""
"Ja, alle 2 Wochen","2009","Brandenburg","Laendlicher Raum","59","0.208601576923927","0.166034830850675","0.25116832299718"
"Ja, alle 2 Wochen","2009","Mecklenburg-Vorpommern","Staedtischer Raum","7","0.241656274433861","0.0933344056769564","0.389978143190766"
"Ja, alle 2 Wochen","2009","Mecklenburg-Vorpommern","Laendlicher Raum","30","0.154594558901397","0.106383037460403","0.202806080342391"
"Ja, alle 2 Wochen","2009","Sachsen","Staedtischer Raum","61","0.174289095572654","0.13563492603889","0.212943265106418"
"Ja, alle 2 Wochen","2009","Sachsen","Laendlicher Raum","69","0.182000955608533","0.143707106664893","0.220294804552174"
"Ja, alle 2 Wochen","2009","Sachsen-Anhalt","Staedtischer Raum","14","","",""
"Ja, alle 2 Wochen","2009","Sachsen-Anhalt","Laendlicher Raum","70","0.204561959631617","0.161747889366332","0.247376029896902"
"Ja, alle 2 Wochen","2009","Thueringen","Staedtischer Raum","11","","",""
"Ja, alle 2 Wochen","2009","Thueringen","Laendlicher Raum","45","0.178580796958482","0.134875217037717","0.222286376879247"
"Ja, alle 3-4 Wochen","2009","Schleswig-Holstein","Staedtischer Raum","9","0.069183121705434","0.0181539533555495","0.120212290055318"
"Ja, alle 3-4 Wochen","2009","Schleswig-Holstein","Laendlicher Raum","14","","",""
"Ja, alle 3-4 Wochen","2009","Hamburg","Staedtischer Raum","14","","",""
"Ja, alle 3-4 Wochen","2009","Hamburg","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2009","Niedersachsen","Staedtischer Raum","32","0.0958127158000164","0.0678953185579826","0.12373011304205"
"Ja, alle 3-4 Wochen","2009","Niedersachsen","Laendlicher Raum","45","0.0915543190938044","0.0660191374372349","0.117089500750374"
"Ja, alle 3-4 Wochen","2009","Bremen","Staedtischer Raum","7","0.089563809126705","0.0160743368661715","0.163053281387238"
"Ja, alle 3-4 Wochen","2009","Bremen","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2009","Nordrhein-Westfalen","Staedtischer Raum","165","","",""
"Ja, alle 3-4 Wochen","2009","Nordrhein-Westfalen","Laendlicher Raum","2","","",""
"Ja, alle 3-4 Wochen","2009","Hessen","Staedtischer Raum","49","0.0681680143279482","0.0484404508597368","0.0878955777961595"
"Ja, alle 3-4 Wochen","2009","Hessen","Laendlicher Raum","9","0.0627595831193474","0.0195459346062835","0.105973231632411"
"Ja, alle 3-4 Wochen","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","34","0.0845885296383342","0.0583177253607054","0.110859333915963"
"Ja, alle 3-4 Wochen","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","17","","",""
"Ja, alle 3-4 Wochen","2009","Baden-Wuerttemberg","Staedtischer Raum","100","","",""
"Ja, alle 3-4 Wochen","2009","Baden-Wuerttemberg","Laendlicher Raum","16","","",""
"Ja, alle 3-4 Wochen","2009","Bayern","Staedtischer Raum","54","0.0717145693024824","0.0525184774119534","0.0909106611930114"
"Ja, alle 3-4 Wochen","2009","Bayern","Laendlicher Raum","67","0.0723777750661972","0.0549994729661502","0.0897560771662441"
"Ja, alle 3-4 Wochen","2009","Saarland","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2009","Saarland","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2009","Berlin","Staedtischer Raum","33","0.0713920398021294","0.046000406373885","0.0967836732303739"
"Ja, alle 3-4 Wochen","2009","Berlin","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2009","Brandenburg","Staedtischer Raum","4","0.0581403543403409","-0.0134885148027416","0.129769223483424"
"Ja, alle 3-4 Wochen","2009","Brandenburg","Laendlicher Raum","33","0.089939431121152","0.0599668402334803","0.119912022008824"
"Ja, alle 3-4 Wochen","2009","Mecklenburg-Vorpommern","Staedtischer Raum","2","","",""
"Ja, alle 3-4 Wochen","2009","Mecklenburg-Vorpommern","Laendlicher Raum","25","","",""
"Ja, alle 3-4 Wochen","2009","Sachsen","Staedtischer Raum","37","0.105644023838441","0.0743237967026928","0.136964250974189"
"Ja, alle 3-4 Wochen","2009","Sachsen","Laendlicher Raum","39","0.106216800377146","0.0756374335716948","0.136796167182596"
"Ja, alle 3-4 Wochen","2009","Sachsen-Anhalt","Staedtischer Raum","9","0.0740093606106417","0.0135409620170924","0.134477759204191"
"Ja, alle 3-4 Wochen","2009","Sachsen-Anhalt","Laendlicher Raum","36","0.100856326104743","0.0688940999520421","0.132818552257443"
"Ja, alle 3-4 Wochen","2009","Thueringen","Staedtischer Raum","14","","",""
"Ja, alle 3-4 Wochen","2009","Thueringen","Laendlicher Raum","45","0.2176098247944","0.170524233697953","0.264695415890847"
"Seltener","2009","Schleswig-Holstein","Staedtischer Raum","24","","",""
"Seltener","2009","Schleswig-Holstein","Laendlicher Raum","37","0.207507204368412","0.146726701772316","0.268287706964508"
"Seltener","2009","Hamburg","Staedtischer Raum","43","0.268722710019081","0.198709343754488","0.338736076283675"
"Seltener","2009","Hamburg","Laendlicher Raum","","","",""
"Seltener","2009","Niedersachsen","Staedtischer Raum","127","","",""
"Seltener","2009","Niedersachsen","Laendlicher Raum","118","","",""
"Seltener","2009","Bremen","Staedtischer Raum","10","","",""
"Seltener","2009","Bremen","Laendlicher Raum","","","",""
"Seltener","2009","Nordrhein-Westfalen","Staedtischer Raum","456","0.233585952550813","0.215033324492793","0.252138580608832"
"Seltener","2009","Nordrhein-Westfalen","Laendlicher Raum","8","0.156597435460552","0.0587566484106843","0.254438222510421"
"Seltener","2009","Hessen","Staedtischer Raum","176","","",""
"Seltener","2009","Hessen","Laendlicher Raum","34","0.349895086148126","0.264915218199096","0.434874954097157"
"Seltener","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","106","","",""
"Seltener","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","28","","",""
"Seltener","2009","Baden-Wuerttemberg","Staedtischer Raum","277","","",""
"Seltener","2009","Baden-Wuerttemberg","Laendlicher Raum","32","0.238673799480646","0.16176166772774","0.315585931233551"
"Seltener","2009","Bayern","Staedtischer Raum","188","","",""
"Seltener","2009","Bayern","Laendlicher Raum","207","","",""
"Seltener","2009","Saarland","Staedtischer Raum","","","",""
"Seltener","2009","Saarland","Laendlicher Raum","","","",""
"Seltener","2009","Berlin","Staedtischer Raum","98","0.205322076463019","0.165487248928361","0.245156903997677"
"Seltener","2009","Berlin","Laendlicher Raum","","","",""
"Seltener","2009","Brandenburg","Staedtischer Raum","15","","",""
"Seltener","2009","Brandenburg","Laendlicher Raum","101","","",""
"Seltener","2009","Mecklenburg-Vorpommern","Staedtischer Raum","14","","",""
"Seltener","2009","Mecklenburg-Vorpommern","Laendlicher Raum","60","0.2737737321979","0.214309874513272","0.333237589882529"
"Seltener","2009","Sachsen","Staedtischer Raum","108","","",""
"Seltener","2009","Sachsen","Laendlicher Raum","110","","",""
"Seltener","2009","Sachsen-Anhalt","Staedtischer Raum","14","","",""
"Seltener","2009","Sachsen-Anhalt","Laendlicher Raum","80","0.237856330006928","0.192665878359415","0.283046781654442"
"Seltener","2009","Thueringen","Staedtischer Raum","40","0.271631729169868","0.193024716154442","0.350238742185294"
"Seltener","2009","Thueringen","Laendlicher Raum","71","0.232126962585921","0.183949426373859","0.280304498797983"
"Nein, nie","2010","Schleswig-Holstein","Staedtischer Raum","20","","",""
"Nein, nie","2010","Schleswig-Holstein","Laendlicher Raum","36","0.294525559745839","0.212626908961273","0.376424210530406"
"Nein, nie","2010","Hamburg","Staedtischer Raum","25","","",""
"Nein, nie","2010","Hamburg","Laendlicher Raum","","","",""
"Nein, nie","2010","Niedersachsen","Staedtischer Raum","55","0.261363907046711","0.199214706546551","0.32351310754687"
"Nein, nie","2010","Niedersachsen","Laendlicher Raum","84","0.371405117218364","0.310778611197349","0.43203162323938"
"Nein, nie","2010","Bremen","Staedtischer Raum","11","","",""
"Nein, nie","2010","Bremen","Laendlicher Raum","","","",""
"Nein, nie","2010","Nordrhein-Westfalen","Staedtischer Raum","305","0.33656557787147","0.30546846070883","0.367662695034111"
"Nein, nie","2010","Nordrhein-Westfalen","Laendlicher Raum","9","0.568717422011578","0.333292272972411","0.804142571050746"
"Nein, nie","2010","Hessen","Staedtischer Raum","85","0.346821146442231","0.288403125020808","0.405239167863654"
"Nein, nie","2010","Hessen","Laendlicher Raum","28","","",""
"Nein, nie","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","71","0.378593593607507","0.306935334896898","0.450251852318116"
"Nein, nie","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","28","","",""
"Nein, nie","2010","Baden-Wuerttemberg","Staedtischer Raum","195","","",""
"Nein, nie","2010","Baden-Wuerttemberg","Laendlicher Raum","26","","",""
"Nein, nie","2010","Bayern","Staedtischer Raum","97","0.394693429396012","0.33639137593557","0.452995482856453"
"Nein, nie","2010","Bayern","Laendlicher Raum","175","","",""
"Nein, nie","2010","Saarland","Staedtischer Raum","","","",""
"Nein, nie","2010","Saarland","Laendlicher Raum","","","",""
"Nein, nie","2010","Berlin","Staedtischer Raum","45","0.352074407753909","0.274601214119646","0.429547601388173"
"Nein, nie","2010","Berlin","Laendlicher Raum","","","",""
"Nein, nie","2010","Brandenburg","Staedtischer Raum","4","0.466660658458211","0.157452819170359","0.775868497746063"
"Nein, nie","2010","Brandenburg","Laendlicher Raum","41","0.285167673395079","0.207555713042158","0.362779633748"
"Nein, nie","2010","Mecklenburg-Vorpommern","Staedtischer Raum","8","0.494416461055834","0.275299489530344","0.713533432581325"
"Nein, nie","2010","Mecklenburg-Vorpommern","Laendlicher Raum","24","","",""
"Nein, nie","2010","Sachsen","Staedtischer Raum","31","0.265352047683297","0.188563387783029","0.342140707583564"
"Nein, nie","2010","Sachsen","Laendlicher Raum","41","0.354758618782829","0.270206767880001","0.439310469685656"
"Nein, nie","2010","Sachsen-Anhalt","Staedtischer Raum","4","0.673450995627191","0.262405143120071","1.08449684813431"
"Nein, nie","2010","Sachsen-Anhalt","Laendlicher Raum","38","0.346068793571487","0.258742924529699","0.433394662613275"
"Nein, nie","2010","Thueringen","Staedtischer Raum","23","","",""
"Nein, nie","2010","Thueringen","Laendlicher Raum","25","","",""
"Ja, jede Woche","2010","Schleswig-Holstein","Staedtischer Raum","9","0.131008397063986","0.0393011248850508","0.222715669242921"
"Ja, jede Woche","2010","Schleswig-Holstein","Laendlicher Raum","24","","",""
"Ja, jede Woche","2010","Hamburg","Staedtischer Raum","7","0.0530030185515493","0.0026337210242472","0.103372316078851"
"Ja, jede Woche","2010","Hamburg","Laendlicher Raum","","","",""
"Ja, jede Woche","2010","Niedersachsen","Staedtischer Raum","27","","",""
"Ja, jede Woche","2010","Niedersachsen","Laendlicher Raum","44","0.172003659400992","0.124651888049251","0.219355430752733"
"Ja, jede Woche","2010","Bremen","Staedtischer Raum","4","0.0899188046935133","-0.00352750894577201","0.183365118332799"
"Ja, jede Woche","2010","Bremen","Laendlicher Raum","","","",""
"Ja, jede Woche","2010","Nordrhein-Westfalen","Staedtischer Raum","121","","",""
"Ja, jede Woche","2010","Nordrhein-Westfalen","Laendlicher Raum","1","","",""
"Ja, jede Woche","2010","Hessen","Staedtischer Raum","38","0.139742165985341","0.0971866310425689","0.182297700928113"
"Ja, jede Woche","2010","Hessen","Laendlicher Raum","12","","",""
"Ja, jede Woche","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","29","","",""
"Ja, jede Woche","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","10","","",""
"Ja, jede Woche","2010","Baden-Wuerttemberg","Staedtischer Raum","65","0.111827415168009","0.0856079140185722","0.138046916317446"
"Ja, jede Woche","2010","Baden-Wuerttemberg","Laendlicher Raum","11","","",""
"Ja, jede Woche","2010","Bayern","Staedtischer Raum","36","0.117915060924009","0.0794464900595144","0.156383631788504"
"Ja, jede Woche","2010","Bayern","Laendlicher Raum","77","0.141936851064266","0.111678528426942","0.172195173701589"
"Ja, jede Woche","2010","Saarland","Staedtischer Raum","","","",""
"Ja, jede Woche","2010","Saarland","Laendlicher Raum","","","",""
"Ja, jede Woche","2010","Berlin","Staedtischer Raum","19","","",""
"Ja, jede Woche","2010","Berlin","Laendlicher Raum","","","",""
"Ja, jede Woche","2010","Brandenburg","Staedtischer Raum","2","","",""
"Ja, jede Woche","2010","Brandenburg","Laendlicher Raum","23","","",""
"Ja, jede Woche","2010","Mecklenburg-Vorpommern","Staedtischer Raum","3","","",""
"Ja, jede Woche","2010","Mecklenburg-Vorpommern","Laendlicher Raum","13","","",""
"Ja, jede Woche","2010","Sachsen","Staedtischer Raum","12","","",""
"Ja, jede Woche","2010","Sachsen","Laendlicher Raum","14","","",""
"Ja, jede Woche","2010","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Ja, jede Woche","2010","Sachsen-Anhalt","Laendlicher Raum","14","","",""
"Ja, jede Woche","2010","Thueringen","Staedtischer Raum","6","0.0557436022014396","0.000808090695927494","0.110679113706952"
"Ja, jede Woche","2010","Thueringen","Laendlicher Raum","12","","",""
"Ja, alle 2 Wochen","2010","Schleswig-Holstein","Staedtischer Raum","5","0.0623431713214036","-0.00337157335742304","0.12805791600023"
"Ja, alle 2 Wochen","2010","Schleswig-Holstein","Laendlicher Raum","26","","",""
"Ja, alle 2 Wochen","2010","Hamburg","Staedtischer Raum","21","","",""
"Ja, alle 2 Wochen","2010","Hamburg","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","Niedersachsen","Staedtischer Raum","34","0.187770051480312","0.13253050062821","0.243009602332413"
"Ja, alle 2 Wochen","2010","Niedersachsen","Laendlicher Raum","27","","",""
"Ja, alle 2 Wochen","2010","Bremen","Staedtischer Raum","8","0.234065728578556","0.0957532045543096","0.372378252602801"
"Ja, alle 2 Wochen","2010","Bremen","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","Nordrhein-Westfalen","Staedtischer Raum","145","","",""
"Ja, alle 2 Wochen","2010","Nordrhein-Westfalen","Laendlicher Raum","1","","",""
"Ja, alle 2 Wochen","2010","Hessen","Staedtischer Raum","38","0.144863935608909","0.101664730855411","0.188063140362408"
"Ja, alle 2 Wochen","2010","Hessen","Laendlicher Raum","13","","",""
"Ja, alle 2 Wochen","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","27","","",""
"Ja, alle 2 Wochen","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","18","","",""
"Ja, alle 2 Wochen","2010","Baden-Wuerttemberg","Staedtischer Raum","88","0.16006111313485","0.129556300624378","0.190565925645323"
"Ja, alle 2 Wochen","2010","Baden-Wuerttemberg","Laendlicher Raum","12","","",""
"Ja, alle 2 Wochen","2010","Bayern","Staedtischer Raum","43","0.147267931182414","0.104998480900749","0.18953738146408"
"Ja, alle 2 Wochen","2010","Bayern","Laendlicher Raum","81","0.164371344373417","0.132237894311091","0.196504794435744"
"Ja, alle 2 Wochen","2010","Saarland","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2010","Saarland","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","Berlin","Staedtischer Raum","24","","",""
"Ja, alle 2 Wochen","2010","Berlin","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2010","Brandenburg","Staedtischer Raum","1","","",""
"Ja, alle 2 Wochen","2010","Brandenburg","Laendlicher Raum","27","","",""
"Ja, alle 2 Wochen","2010","Mecklenburg-Vorpommern","Staedtischer Raum","5","0.225453643907543","0.042312707573181","0.408594580241905"
"Ja, alle 2 Wochen","2010","Mecklenburg-Vorpommern","Laendlicher Raum","19","","",""
"Ja, alle 2 Wochen","2010","Sachsen","Staedtischer Raum","25","","",""
"Ja, alle 2 Wochen","2010","Sachsen","Laendlicher Raum","25","","",""
"Ja, alle 2 Wochen","2010","Sachsen-Anhalt","Staedtischer Raum","1","","",""
"Ja, alle 2 Wochen","2010","Sachsen-Anhalt","Laendlicher Raum","23","","",""
"Ja, alle 2 Wochen","2010","Thueringen","Staedtischer Raum","11","","",""
"Ja, alle 2 Wochen","2010","Thueringen","Laendlicher Raum","11","","",""
"Ja, alle 3-4 Wochen","2010","Schleswig-Holstein","Staedtischer Raum","3","","",""
"Ja, alle 3-4 Wochen","2010","Schleswig-Holstein","Laendlicher Raum","7","0.0631351576441538","0.0194384500324275","0.10683186525588"
"Ja, alle 3-4 Wochen","2010","Hamburg","Staedtischer Raum","7","0.0710856430245765","0.0133132867730684","0.128857999276085"
"Ja, alle 3-4 Wochen","2010","Hamburg","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","Niedersachsen","Staedtischer Raum","14","","",""
"Ja, alle 3-4 Wochen","2010","Niedersachsen","Laendlicher Raum","27","","",""
"Ja, alle 3-4 Wochen","2010","Bremen","Staedtischer Raum","2","","",""
"Ja, alle 3-4 Wochen","2010","Bremen","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","Nordrhein-Westfalen","Staedtischer Raum","83","0.0989560480563066","0.0793052387841005","0.118606857328513"
"Ja, alle 3-4 Wochen","2010","Nordrhein-Westfalen","Laendlicher Raum","2","","",""
"Ja, alle 3-4 Wochen","2010","Hessen","Staedtischer Raum","28","","",""
"Ja, alle 3-4 Wochen","2010","Hessen","Laendlicher Raum","11","","",""
"Ja, alle 3-4 Wochen","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","14","","",""
"Ja, alle 3-4 Wochen","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","8","0.0989538393242875","0.0318215991438337","0.166086079504741"
"Ja, alle 3-4 Wochen","2010","Baden-Wuerttemberg","Staedtischer Raum","58","0.114455506618763","0.0879689721193555","0.14094204111817"
"Ja, alle 3-4 Wochen","2010","Baden-Wuerttemberg","Laendlicher Raum","7","0.0661289347355178","0.010979633662245","0.121278235808791"
"Ja, alle 3-4 Wochen","2010","Bayern","Staedtischer Raum","26","","",""
"Ja, alle 3-4 Wochen","2010","Bayern","Laendlicher Raum","49","0.0976609044641159","0.0719224242645373","0.123399384663695"
"Ja, alle 3-4 Wochen","2010","Saarland","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2010","Saarland","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","Berlin","Staedtischer Raum","12","","",""
"Ja, alle 3-4 Wochen","2010","Berlin","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2010","Brandenburg","Staedtischer Raum","2","","",""
"Ja, alle 3-4 Wochen","2010","Brandenburg","Laendlicher Raum","14","","",""
"Ja, alle 3-4 Wochen","2010","Mecklenburg-Vorpommern","Staedtischer Raum","1","","",""
"Ja, alle 3-4 Wochen","2010","Mecklenburg-Vorpommern","Laendlicher Raum","7","0.0715536709759216","0.015423037562458","0.127684304389385"
"Ja, alle 3-4 Wochen","2010","Sachsen","Staedtischer Raum","16","","",""
"Ja, alle 3-4 Wochen","2010","Sachsen","Laendlicher Raum","11","","",""
"Ja, alle 3-4 Wochen","2010","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2010","Sachsen-Anhalt","Laendlicher Raum","9","0.0960416802874063","0.0419538272057061","0.150129533369107"
"Ja, alle 3-4 Wochen","2010","Thueringen","Staedtischer Raum","7","0.0984109618430415","0.0270867897351168","0.169735133950966"
"Ja, alle 3-4 Wochen","2010","Thueringen","Laendlicher Raum","8","0.130691454048452","0.0549119315529399","0.206470976543963"
