"plb0218","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Nein, nie","2005","Schleswig-Holstein","117","0.317570972654269","0.269212537678991","0.365929407629547"
"Nein, nie","2005","Hamburg","69","0.440779762241027","0.363119200450567","0.518440324031486"
"Nein, nie","2005","Niedersachsen","331","0.330012102693388","0.300557365131602","0.359466840255175"
"Nein, nie","2005","Bremen","","","",""
"Nein, nie","2005","Nordrhein-Westfalen","972","0.387082315554406","0.367615572707659","0.406549058401152"
"Nein, nie","2005","Hessen","289","0.3595799636259","0.326952916016797","0.392207011235003"
"Nein, nie","2005","Rheinland-Pfalz,Saarland","268","0.39444683976264","0.357522653180181","0.4313710263451"
"Nein, nie","2005","Baden-Wuerttemberg","600","0.384375659591789","0.359198348516543","0.409552970667034"
"Nein, nie","2005","Bayern","711","0.404755848649297","0.381592695628342","0.427919001670252"
"Nein, nie","2005","Berlin","148","0.374987428967328","0.327954327608994","0.422020530325663"
"Nein, nie","2005","Brandenburg","151","0.313478579064193","0.270327904723372","0.356629253405013"
"Nein, nie","2005","Mecklenburg-Vorpommern","92","0.384660687696378","0.325295141104471","0.444026234288284"
"Nein, nie","2005","Sachsen","256","0.288523081686676","0.257166291821039","0.319879871552313"
"Nein, nie","2005","Sachsen-Anhalt","122","0.272970713688665","0.231533496054743","0.314407931322587"
"Nein, nie","2005","Thueringen","130","0.312310802620006","0.268558686774002","0.356062918466009"
"Ja, jede Woche","2005","Schleswig-Holstein","59","0.193565764088502","0.152524394651492","0.234607133525513"
"Ja, jede Woche","2005","Hamburg","","","",""
"Ja, jede Woche","2005","Niedersachsen","157","0.166771323713558","0.143420643451313","0.190122003975803"
"Ja, jede Woche","2005","Bremen","","","",""
"Ja, jede Woche","2005","Nordrhein-Westfalen","312","0.1349297673084","0.12127544593349","0.14858408868331"
"Ja, jede Woche","2005","Hessen","130","0.164847544023893","0.139620190047044","0.190074898000743"
"Ja, jede Woche","2005","Rheinland-Pfalz,Saarland","111","0.197883469396579","0.167783638876019","0.227983299917139"
"Ja, jede Woche","2005","Baden-Wuerttemberg","172","0.121329746232671","0.10443039150834","0.138229100957002"
"Ja, jede Woche","2005","Bayern","246","0.147915731063988","0.13116236811611","0.164669094011865"
"Ja, jede Woche","2005","Berlin","51","0.128168968532432","0.0956932706524577","0.160644666412406"
"Ja, jede Woche","2005","Brandenburg","71","0.175939773031425","0.140522257222602","0.211357288840249"
"Ja, jede Woche","2005","Mecklenburg-Vorpommern","","","",""
"Ja, jede Woche","2005","Sachsen","102","0.138955841176617","0.11501650943113","0.162895172922105"
"Ja, jede Woche","2005","Sachsen-Anhalt","57","0.137038790828275","0.105051754611466","0.169025827045084"
"Ja, jede Woche","2005","Thueringen","76","0.170612413569012","0.135098908753878","0.206125918384146"
"Ja, alle 2 Wochen","2005","Schleswig-Holstein","36","0.0839514912991862","0.0551445905914484","0.112758392006924"
"Ja, alle 2 Wochen","2005","Hamburg","","","",""
"Ja, alle 2 Wochen","2005","Niedersachsen","142","0.138666482195837","0.117017964348186","0.160315000043487"
"Ja, alle 2 Wochen","2005","Bremen","","","",""
"Ja, alle 2 Wochen","2005","Nordrhein-Westfalen","338","0.151076761516365","0.136763994723463","0.165389528309267"
"Ja, alle 2 Wochen","2005","Hessen","101","0.113167436148084","0.0916282577443787","0.134706614551789"
"Ja, alle 2 Wochen","2005","Rheinland-Pfalz,Saarland","85","0.141202423349275","0.11489325989418","0.167511586804371"
"Ja, alle 2 Wochen","2005","Baden-Wuerttemberg","168","0.143525904338353","0.125379282982686","0.161672525694019"
"Ja, alle 2 Wochen","2005","Bayern","208","0.125553803280645","0.109917466193017","0.141190140368272"
