"plb0218","year","regtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2006","Ländlicher Raum","Westdeutschland","","","",""
"Ja, jede Woche","2006","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Ländlicher Raum","Ostdeutschland","","","",""
"Seltener","2006","Städtischer Raum","Westdeutschland","","","",""
"Seltener","2006","Städtischer Raum","Ostdeutschland","","","",""
"Seltener","2006","Ländlicher Raum","Westdeutschland","","","",""
"Seltener","2006","Ländlicher Raum","Ostdeutschland","","","",""
"Nein, nie","2007","Städtischer Raum","Westdeutschland","2590","0.3777475539239","0.366103743845403","0.389391364002397"
"Nein, nie","2007","Städtischer Raum","Ostdeutschland","282","0.339399500429717","0.308238504517861","0.370560496341573"
"Nein, nie","2007","Ländlicher Raum","Westdeutschland","757","0.347313945801772","0.327364184218726","0.367263707384819"
"Nein, nie","2007","Ländlicher Raum","Ostdeutschland","523","0.28208609901379","0.26094752293707","0.303224675090509"
"Ja, jede Woche","2007","Städtischer Raum","Westdeutschland","944","0.144336237697307","0.135896086305135","0.15277638908948"
"Ja, jede Woche","2007","Städtischer Raum","Ostdeutschland","134","0.153729303260965","0.129992662225899","0.177465944296031"
"Ja, jede Woche","2007","Ländlicher Raum","Westdeutschland","365","0.160574133147594","0.145190695371959","0.17595757092323"
"Ja, jede Woche","2007","Ländlicher Raum","Ostdeutschland","246","0.144722357247725","0.128196268558812","0.161248445936637"
"Ja, alle 2 Wochen","2007","Städtischer Raum","Westdeutschland","884","0.14377771644149","0.135351162010838","0.152204270872141"
"Ja, alle 2 Wochen","2007","Städtischer Raum","Ostdeutschland","154","0.163092511535956","0.13877931737119","0.187405705700723"
"Ja, alle 2 Wochen","2007","Ländlicher Raum","Westdeutschland","312","0.145191711662322","0.130430238304884","0.15995318501976"
"Ja, alle 2 Wochen","2007","Ländlicher Raum","Ostdeutschland","340","0.216665386497008","0.197313775199787","0.23601699779423"
"Ja, alle 3-4 Wochen","2007","Städtischer Raum","Westdeutschland","628","0.09680983064922","0.0897081635936387","0.103911497704801"
"Ja, alle 3-4 Wochen","2007","Städtischer Raum","Ostdeutschland","80","0.0866044528822225","0.0680953300588185","0.105113575705627"
"Ja, alle 3-4 Wochen","2007","Ländlicher Raum","Westdeutschland","219","0.101370211515323","0.0887237212533309","0.114016701777316"
"Ja, alle 3-4 Wochen","2007","Ländlicher Raum","Ostdeutschland","184","0.109133054795596","0.09448657408427","0.123779535506922"
"Seltener","2007","Städtischer Raum","Westdeutschland","1614","0.237328661288083","0.227110922778486","0.247546399797679"
"Seltener","2007","Städtischer Raum","Ostdeutschland","237","0.257174231891139","0.228410615563408","0.28593784821887"
"Seltener","2007","Ländlicher Raum","Westdeutschland","535","0.245549997872988","0.227515268422768","0.263584727323208"
"Seltener","2007","Ländlicher Raum","Ostdeutschland","448","0.247393102445881","0.227124369712351","0.267661835179411"
"Nein, nie","2008","Städtischer Raum","Westdeutschland","","","",""
"Nein, nie","2008","Städtischer Raum","Ostdeutschland","","","",""
"Nein, nie","2008","Ländlicher Raum","Westdeutschland","","","",""
"Nein, nie","2008","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Städtischer Raum","Westdeutschland","","","",""
"Ja, jede Woche","2008","Städtischer Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Ländlicher Raum","Westdeutschland","","","",""
"Ja, jede Woche","2008","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Ländlicher Raum","Ostdeutschland","","","",""
"Seltener","2008","Städtischer Raum","Westdeutschland","","","",""
"Seltener","2008","Städtischer Raum","Ostdeutschland","","","",""
"Seltener","2008","Ländlicher Raum","Westdeutschland","","","",""
"Seltener","2008","Ländlicher Raum","Ostdeutschland","","","",""
"Nein, nie","2009","Städtischer Raum","Westdeutschland","2232","0.375484744452855","0.363057644911867","0.387911843993844"
"Nein, nie","2009","Städtischer Raum","Ostdeutschland","256","0.321805023426868","0.289712077639319","0.353897969214418"
"Nein, nie","2009","Ländlicher Raum","Westdeutschland","697","0.361954100192777","0.340608035235844","0.383300165149711"
"Nein, nie","2009","Ländlicher Raum","Ostdeutschland","492","0.286264486000605","0.264060602033265","0.308468369967945"
"Ja, jede Woche","2009","Städtischer Raum","Westdeutschland","876","0.151043676764363","0.141854088553017","0.16023326497571"
"Ja, jede Woche","2009","Städtischer Raum","Ostdeutschland","116","0.171502931860456","0.145607858190594","0.197398005530317"
"Ja, jede Woche","2009","Ländlicher Raum","Westdeutschland","341","0.181042144043368","0.163938614820022","0.198145673266714"
"Ja, jede Woche","2009","Ländlicher Raum","Ostdeutschland","227","0.13238129835921","0.115733594958364","0.149029001760056"
"Ja, alle 2 Wochen","2009","Städtischer Raum","Westdeutschland","779","0.14441304977164","0.135392408785705","0.153433690757574"
"Ja, alle 2 Wochen","2009","Städtischer Raum","Ostdeutschland","129","0.165281984105895","0.139765634674289","0.190798333537501"
"Ja, alle 2 Wochen","2009","Ländlicher Raum","Westdeutschland","275","0.139079144395733","0.123709007531724","0.154449281259742"
"Ja, alle 2 Wochen","2009","Ländlicher Raum","Ostdeutschland","273","0.187431346679474","0.168261099868878","0.20660159349007"
"Ja, alle 3-4 Wochen","2009","Städtischer Raum","Westdeutschland","481","0.0849103037480358","0.0777568770261962","0.0920637304698753"
"Ja, alle 3-4 Wochen","2009","Städtischer Raum","Ostdeutschland","82","0.0840238012566208","0.0649657212580571","0.103081881255184"
"Ja, alle 3-4 Wochen","2009","Ländlicher Raum","Westdeutschland","170","0.0772479883838695","0.0653889027534479","0.089107074014291"
"Ja, alle 3-4 Wochen","2009","Ländlicher Raum","Ostdeutschland","178","0.117641923890087","0.101815599943578","0.133468247836596"
"Seltener","2009","Städtischer Raum","Westdeutschland","1465","0.244148225263106","0.233124022124119","0.255172428402093"
"Seltener","2009","Städtischer Raum","Ostdeutschland","231","0.25738625935016","0.22735247500216","0.28742004369816"
"Seltener","2009","Ländlicher Raum","Westdeutschland","464","0.240676622984252","0.221687913281476","0.259665332687028"
"Seltener","2009","Ländlicher Raum","Ostdeutschland","422","0.276280945070624","0.254315650619803","0.298246239521445"
"Nein, nie","2010","Städtischer Raum","Westdeutschland","","","",""
"Nein, nie","2010","Städtischer Raum","Ostdeutschland","","","",""
"Nein, nie","2010","Ländlicher Raum","Westdeutschland","","","",""
"Nein, nie","2010","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Städtischer Raum","Westdeutschland","","","",""
"Ja, jede Woche","2010","Städtischer Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2010","Ländlicher Raum","Westdeutschland","","","",""
"Ja, jede Woche","2010","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Ländlicher Raum","Ostdeutschland","","","",""
"Seltener","2010","Städtischer Raum","Westdeutschland","","","",""
"Seltener","2010","Städtischer Raum","Ostdeutschland","","","",""
"Seltener","2010","Ländlicher Raum","Westdeutschland","","","",""
"Seltener","2010","Ländlicher Raum","Ostdeutschland","","","",""
"Nein, nie","2011","Städtischer Raum","Westdeutschland","3751","0.390579803379746","0.380738504876162","0.400421101883329"
"Nein, nie","2011","Städtischer Raum","Ostdeutschland","403","0.315636663638961","0.289556803070306","0.341716524207617"
"Nein, nie","2011","Ländlicher Raum","Westdeutschland","1370","0.364364455671542","0.348947086672335","0.37978182467075"
"Nein, nie","2011","Ländlicher Raum","Ostdeutschland","789","0.329402215702084","0.31031433720398","0.348490094200188"
"Ja, jede Woche","2011","Städtischer Raum","Westdeutschland","1386","0.152892774912494","0.145633357536729","0.160152192288259"
"Ja, jede Woche","2011","Städtischer Raum","Ostdeutschland","165","0.156087091813972","0.135721338213611","0.176452845414333"
"Ja, jede Woche","2011","Ländlicher Raum","Westdeutschland","570","0.145082107494494","0.133799556411489","0.156364658577498"
"Ja, jede Woche","2011","Ländlicher Raum","Ostdeutschland","310","0.122125908582793","0.108827999278538","0.135423817887049"
"Ja, alle 2 Wochen","2011","Städtischer Raum","Westdeutschland","1361","0.146349156262248","0.139219405625664","0.153478906898831"
"Ja, alle 2 Wochen","2011","Städtischer Raum","Ostdeutschland","192","0.152217897358884","0.132060096196442","0.172375698521326"
"Ja, alle 2 Wochen","2011","Ländlicher Raum","Westdeutschland","588","0.149145447075581","0.137733208524682","0.160557685626479"
"Ja, alle 2 Wochen","2011","Ländlicher Raum","Ostdeutschland","475","0.210778130855702","0.194213732102165","0.227342529609239"
"Ja, alle 3-4 Wochen","2011","Städtischer Raum","Westdeutschland","822","0.0867948304488514","0.0811158522375279","0.0924738086601748"
"Ja, alle 3-4 Wochen","2011","Städtischer Raum","Ostdeutschland","130","0.0936662106187847","0.0773167384354965","0.110015682802073"
"Ja, alle 3-4 Wochen","2011","Ländlicher Raum","Westdeutschland","362","0.0920380160508946","0.0827770640279965","0.101298968073793"
"Ja, alle 3-4 Wochen","2011","Ländlicher Raum","Ostdeutschland","238","0.116204971349621","0.103189752417183","0.12922019028206"
"Seltener","2011","Städtischer Raum","Westdeutschland","2121","0.223383434996662","0.214981720886459","0.231785149106864"
"Seltener","2011","Städtischer Raum","Ostdeutschland","330","0.282392136569399","0.257131861827887","0.30765241131091"
"Seltener","2011","Ländlicher Raum","Westdeutschland","853","0.249369973707489","0.235509654777686","0.263230292637291"
"Seltener","2011","Ländlicher Raum","Ostdeutschland","517","0.221488773509799","0.204624344339267","0.238353202680332"
"Nein, nie","2012","Städtischer Raum","Westdeutschland","","","",""
"Nein, nie","2012","Städtischer Raum","Ostdeutschland","","","",""
"Nein, nie","2012","Ländlicher Raum","Westdeutschland","","","",""
"Nein, nie","2012","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2012","Städtischer Raum","Westdeutschland","","","",""
"Ja, jede Woche","2012","Städtischer Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2012","Ländlicher Raum","Westdeutschland","","","",""
"Ja, jede Woche","2012","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Ländlicher Raum","Ostdeutschland","","","",""
"Seltener","2012","Städtischer Raum","Westdeutschland","","","",""
"Seltener","2012","Städtischer Raum","Ostdeutschland","","","",""
"Seltener","2012","Ländlicher Raum","Westdeutschland","","","",""
"Seltener","2012","Ländlicher Raum","Ostdeutschland","","","",""
"Nein, nie","2013","Städtischer Raum","Westdeutschland","3545","0.380499703675503","0.370309969172983","0.390689438178022"
"Nein, nie","2013","Städtischer Raum","Ostdeutschland","405","0.320032879550046","0.293141664232864","0.346924094867227"
"Nein, nie","2013","Ländlicher Raum","Westdeutschland","1296","0.37086919946562","0.354852703896881","0.386885695034358"
"Nein, nie","2013","Ländlicher Raum","Ostdeutschland","750","0.328877263862294","0.309000250324413","0.348754277400175"
"Ja, jede Woche","2013","Städtischer Raum","Westdeutschland","1173","0.135873000781731","0.128681486974611","0.143064514588851"
"Ja, jede Woche","2013","Städtischer Raum","Ostdeutschland","134","0.115895388807722","0.0974429369796738","0.134347840635769"
"Ja, jede Woche","2013","Ländlicher Raum","Westdeutschland","509","0.1447602839202","0.133093389059025","0.156427178781375"
"Ja, jede Woche","2013","Ländlicher Raum","Ostdeutschland","276","0.130801978017519","0.116536059056399","0.145067896978639"
"Ja, alle 2 Wochen","2013","Städtischer Raum","Westdeutschland","1244","0.138673834430136","0.131420360906054","0.145927307954218"
"Ja, alle 2 Wochen","2013","Städtischer Raum","Ostdeutschland","186","0.160650289272239","0.139482212474311","0.181818366070168"
"Ja, alle 2 Wochen","2013","Ländlicher Raum","Westdeutschland","583","0.170482092684817","0.158012883594131","0.182951301775503"
"Ja, alle 2 Wochen","2013","Ländlicher Raum","Ostdeutschland","398","0.215189085955452","0.197802037293378","0.232576134617527"
"Ja, alle 3-4 Wochen","2013","Städtischer Raum","Westdeutschland","725","0.0924708742501911","0.0863909563400537","0.0985507921603285"
"Ja, alle 3-4 Wochen","2013","Städtischer Raum","Ostdeutschland","118","0.113173733201836","0.0949111894691175","0.131436276934555"
"Ja, alle 3-4 Wochen","2013","Ländlicher Raum","Westdeutschland","299","0.0790170431453962","0.0700721980387175","0.0879618882520748"
"Ja, alle 3-4 Wochen","2013","Ländlicher Raum","Ostdeutschland","216","0.0922723946720354","0.0800277299032668","0.104517059440804"
"Seltener","2013","Städtischer Raum","Westdeutschland","2034","0.252482586862439","0.243364760438122","0.261600413286756"
"Seltener","2013","Städtischer Raum","Ostdeutschland","313","0.290247709168157","0.264083538353487","0.316411879982827"
"Seltener","2013","Ländlicher Raum","Westdeutschland","807","0.234871380783967","0.220815148850308","0.248927612717625"
"Seltener","2013","Ländlicher Raum","Ostdeutschland","506","0.232859277492699","0.214977218485795","0.250741336499604"
"Nein, nie","2014","Städtischer Raum","Westdeutschland","","","",""
"Nein, nie","2014","Städtischer Raum","Ostdeutschland","","","",""
"Nein, nie","2014","Ländlicher Raum","Westdeutschland","","","",""
"Nein, nie","2014","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Städtischer Raum","Westdeutschland","","","",""
"Ja, jede Woche","2014","Städtischer Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Ländlicher Raum","Westdeutschland","","","",""
"Ja, jede Woche","2014","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Ländlicher Raum","Ostdeutschland","","","",""
"Seltener","2014","Städtischer Raum","Westdeutschland","","","",""
"Seltener","2014","Städtischer Raum","Ostdeutschland","","","",""
"Seltener","2014","Ländlicher Raum","Westdeutschland","","","",""
"Seltener","2014","Ländlicher Raum","Ostdeutschland","","","",""
"Nein, nie","2015","Städtischer Raum","Westdeutschland","3609","0.392756905315122","0.382575921871079","0.402937888759165"
"Nein, nie","2015","Städtischer Raum","Ostdeutschland","385","0.350284055105442","0.321565201138778","0.379002909072105"
"Nein, nie","2015","Ländlicher Raum","Westdeutschland","1352","0.380438076204158","0.364317024677099","0.396559127731217"
"Nein, nie","2015","Ländlicher Raum","Ostdeutschland","703","0.341262149262866","0.319987653478291","0.362536645047442"
"Ja, jede Woche","2015","Städtischer Raum","Westdeutschland","1218","0.135868279296808","0.128725034467023","0.143011524126592"
"Ja, jede Woche","2015","Städtischer Raum","Ostdeutschland","130","0.113496977078539","0.0944016361765315","0.132592317980546"
"Ja, jede Woche","2015","Ländlicher Raum","Westdeutschland","501","0.150955255751741","0.139067539619819","0.162842971883663"
"Ja, jede Woche","2015","Ländlicher Raum","Ostdeutschland","219","0.114582480629207","0.10029051143623","0.128874449822184"
"Ja, alle 2 Wochen","2015","Städtischer Raum","Westdeutschland","1284","0.150291466839499","0.142841597163784","0.157741336515214"
"Ja, alle 2 Wochen","2015","Städtischer Raum","Ostdeutschland","177","0.175847274693534","0.152929796387911","0.198764752999157"
"Ja, alle 2 Wochen","2015","Ländlicher Raum","Westdeutschland","535","0.159371875991906","0.147217943546957","0.171525808436854"
"Ja, alle 2 Wochen","2015","Ländlicher Raum","Ostdeutschland","362","0.205717573481357","0.187579879121199","0.223855267841515"
"Ja, alle 3-4 Wochen","2015","Städtischer Raum","Westdeutschland","732","0.086838755979383","0.0809682294331557","0.0927092825256102"
"Ja, alle 3-4 Wochen","2015","Städtischer Raum","Ostdeutschland","100","0.0994642994729026","0.0814474338353018","0.117481165110503"
"Ja, alle 3-4 Wochen","2015","Ländlicher Raum","Westdeutschland","305","0.0783575913447763","0.0694341827005388","0.0872809999890138"
"Ja, alle 3-4 Wochen","2015","Ländlicher Raum","Ostdeutschland","167","0.0917439505667379","0.0787915050528937","0.104696396080582"
"Seltener","2015","Städtischer Raum","Westdeutschland","1996","0.234244592569189","0.225415291067307","0.243073894071071"
"Seltener","2015","Städtischer Raum","Ostdeutschland","268","0.260907393649583","0.234471878345636","0.28734290895353"
"Seltener","2015","Ländlicher Raum","Westdeutschland","791","0.230877200707419","0.216884634044288","0.244869767370549"
"Seltener","2015","Ländlicher Raum","Ostdeutschland","457","0.246693846059832","0.227350846522849","0.266036845596815"
"Nein, nie","2016","Städtischer Raum","Westdeutschland","","","",""
"Nein, nie","2016","Städtischer Raum","Ostdeutschland","","","",""
"Nein, nie","2016","Ländlicher Raum","Westdeutschland","","","",""
"Nein, nie","2016","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Städtischer Raum","Westdeutschland","","","",""
"Ja, jede Woche","2016","Städtischer Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Ländlicher Raum","Westdeutschland","","","",""
"Ja, jede Woche","2016","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Ländlicher Raum","Ostdeutschland","","","",""
"Seltener","2016","Städtischer Raum","Westdeutschland","","","",""
"Seltener","2016","Städtischer Raum","Ostdeutschland","","","",""
"Seltener","2016","Ländlicher Raum","Westdeutschland","","","",""
"Seltener","2016","Ländlicher Raum","Ostdeutschland","","","",""
"Nein, nie","2017","Städtischer Raum","Westdeutschland","4207","0.427397843982308","0.41752966320645","0.437266024758167"
"Nein, nie","2017","Städtischer Raum","Ostdeutschland","489","0.434929397230276","0.40642540010418","0.463433394356372"
"Nein, nie","2017","Ländlicher Raum","Westdeutschland","1574","0.406351800802837","0.390725439102002","0.421978162503672"
"Nein, nie","2017","Ländlicher Raum","Ostdeutschland","868","0.393886641075285","0.373209190250983","0.414564091899587"
"Ja, jede Woche","2017","Städtischer Raum","Westdeutschland","1313","0.131629963796495","0.124885860099069","0.13837406749392"
"Ja, jede Woche","2017","Städtischer Raum","Ostdeutschland","143","0.123886519665141","0.104944022340553","0.142829016989729"
"Ja, jede Woche","2017","Ländlicher Raum","Westdeutschland","542","0.141881814470538","0.130780379463147","0.152983249477929"
"Ja, jede Woche","2017","Ländlicher Raum","Ostdeutschland","255","0.127401951987753","0.113291867884565","0.141512036090941"
"Ja, alle 2 Wochen","2017","Städtischer Raum","Westdeutschland","1331","0.142292826175176","0.135324066821146","0.149261585529205"
"Ja, alle 2 Wochen","2017","Städtischer Raum","Ostdeutschland","179","0.147955111594518","0.127540493884182","0.168369729304854"
"Ja, alle 2 Wochen","2017","Ländlicher Raum","Westdeutschland","609","0.151770077807516","0.140354653108957","0.163185502506075"
"Ja, alle 2 Wochen","2017","Ländlicher Raum","Ostdeutschland","380","0.17584533464355","0.15973501235044","0.19195565693666"
"Ja, alle 3-4 Wochen","2017","Städtischer Raum","Westdeutschland","881","0.0881342003557398","0.0824792064435192","0.0937891942679605"
"Ja, alle 3-4 Wochen","2017","Städtischer Raum","Ostdeutschland","124","0.0939216690022901","0.0771486669594179","0.110694671045162"
"Ja, alle 3-4 Wochen","2017","Ländlicher Raum","Westdeutschland","374","0.0918478107180269","0.0826590715777197","0.101036549858334"
"Ja, alle 3-4 Wochen","2017","Ländlicher Raum","Ostdeutschland","232","0.095877902873345","0.0834182125691542","0.108337593177536"
"Seltener","2017","Städtischer Raum","Westdeutschland","1922","0.210545165690282","0.20241254110441","0.218677790276154"
"Seltener","2017","Städtischer Raum","Ostdeutschland","227","0.199307302507775","0.176338435853202","0.222276169162348"
"Seltener","2017","Ländlicher Raum","Westdeutschland","696","0.208148496201083","0.195231821786741","0.221065170615425"
"Seltener","2017","Ländlicher Raum","Ostdeutschland","410","0.206988169420067","0.189842792467276","0.224133546372857"
"Nein, nie","2018","Städtischer Raum","Westdeutschland","","","",""
"Nein, nie","2018","Städtischer Raum","Ostdeutschland","","","",""
"Nein, nie","2018","Ländlicher Raum","Westdeutschland","","","",""
"Nein, nie","2018","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Städtischer Raum","Westdeutschland","","","",""
"Ja, jede Woche","2018","Städtischer Raum","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Ländlicher Raum","Westdeutschland","","","",""
"Ja, jede Woche","2018","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Ländlicher Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","Städtischer Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","Städtischer Raum","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","Ländlicher Raum","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","Ländlicher Raum","Ostdeutschland","","","",""
"Seltener","2018","Städtischer Raum","Westdeutschland","","","",""
"Seltener","2018","Städtischer Raum","Ostdeutschland","","","",""
"Seltener","2018","Ländlicher Raum","Westdeutschland","","","",""
"Seltener","2018","Ländlicher Raum","Ostdeutschland","","","",""
"Nein, nie","2019","Städtischer Raum","Westdeutschland","4042","0.439866985156751","0.429945430809873","0.449788539503629"
"Nein, nie","2019","Städtischer Raum","Ostdeutschland","506","0.433397715013438","0.405418402636937","0.46137702738994"
"Nein, nie","2019","Ländlicher Raum","Westdeutschland","1448","0.411768928662694","0.39552898308687","0.428008874238518"
"Nein, nie","2019","Ländlicher Raum","Ostdeutschland","854","0.381468584464792","0.36107797933875","0.401859189590834"
