"plb0218","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2016","Thueringen","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, jede Woche","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Hamburg","Westdeutschland","","","",""
"Ja, jede Woche","2016","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Niedersachsen","Westdeutschland","","","",""
"Ja, jede Woche","2016","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Bremen","Westdeutschland","","","",""
"Ja, jede Woche","2016","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja, jede Woche","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Hessen","Westdeutschland","","","",""
"Ja, jede Woche","2016","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja, jede Woche","2016","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Bayern","Westdeutschland","","","",""
"Ja, jede Woche","2016","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2016","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Berlin","Westdeutschland","","","",""
"Ja, jede Woche","2016","Berlin","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2016","Brandenburg","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2016","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2016","Sachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2016","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2016","Thueringen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Hamburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Niedersachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Bremen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Hessen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Bayern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Berlin","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Berlin","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Brandenburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Sachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Thueringen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Hamburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Niedersachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Bremen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Hessen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Bayern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Bayern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Berlin","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Berlin","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Brandenburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Brandenburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Sachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Sachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Thueringen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Thueringen","Ostdeutschland","","","",""
"Seltener","2016","Schleswig-Holstein","Westdeutschland","","","",""
"Seltener","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2016","Hamburg","Westdeutschland","","","",""
"Seltener","2016","Hamburg","Ostdeutschland","","","",""
"Seltener","2016","Niedersachsen","Westdeutschland","","","",""
"Seltener","2016","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2016","Bremen","Westdeutschland","","","",""
"Seltener","2016","Bremen","Ostdeutschland","","","",""
"Seltener","2016","Nordrhein-Westfalen","Westdeutschland","","","",""
"Seltener","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2016","Hessen","Westdeutschland","","","",""
"Seltener","2016","Hessen","Ostdeutschland","","","",""
"Seltener","2016","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Seltener","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2016","Baden-Wuerttemberg","Westdeutschland","","","",""
"Seltener","2016","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2016","Bayern","Westdeutschland","","","",""
"Seltener","2016","Bayern","Ostdeutschland","","","",""
"Seltener","2016","Saarland","Westdeutschland","","","",""
"Seltener","2016","Saarland","Ostdeutschland","","","",""
"Seltener","2016","Berlin","Westdeutschland","","","",""
"Seltener","2016","Berlin","Ostdeutschland","","","",""
"Seltener","2016","Brandenburg","Westdeutschland","","","",""
"Seltener","2016","Brandenburg","Ostdeutschland","","","",""
"Seltener","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2016","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Seltener","2016","Sachsen","Westdeutschland","","","",""
"Seltener","2016","Sachsen","Ostdeutschland","","","",""
"Seltener","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2016","Sachsen-Anhalt","Ostdeutschland","","","",""
"Seltener","2016","Thueringen","Westdeutschland","","","",""
"Seltener","2016","Thueringen","Ostdeutschland","","","",""
"Nein, nie","2017","Schleswig-Holstein","Westdeutschland","263","","",""
"Nein, nie","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein, nie","2017","Hamburg","Westdeutschland","141","","",""
"Nein, nie","2017","Hamburg","Ostdeutschland","","","",""
"Nein, nie","2017","Niedersachsen","Westdeutschland","693","0.390003566163247","0.36685860189064","0.413148530435854"
"Nein, nie","2017","Niedersachsen","Ostdeutschland","","","",""
"Nein, nie","2017","Bremen","Westdeutschland","56","0.375646160202186","0.29174886171996","0.459543458684412"
"Nein, nie","2017","Bremen","Ostdeutschland","","","",""
"Nein, nie","2017","Nordrhein-Westfalen","Westdeutschland","1493","","",""
"Nein, nie","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein, nie","2017","Hessen","Westdeutschland","481","0.401383044147974","0.37329579683022","0.429470291465728"
"Nein, nie","2017","Hessen","Ostdeutschland","","","",""
"Nein, nie","2017","Rheinland-Pfalz,Saarland","Westdeutschland","362","0.381354105273665","0.35040217036149","0.41230604018584"
"Nein, nie","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein, nie","2017","Baden-Wuerttemberg","Westdeutschland","931","0.449624431741984","0.4280111652355","0.471237698248469"
"Nein, nie","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein, nie","2017","Bayern","Westdeutschland","1222","","",""
"Nein, nie","2017","Bayern","Ostdeutschland","","","",""
"Nein, nie","2017","Saarland","Westdeutschland","","","",""
"Nein, nie","2017","Saarland","Ostdeutschland","","","",""
"Nein, nie","2017","Berlin","Westdeutschland","139","","",""
"Nein, nie","2017","Berlin","Ostdeutschland","119","","",""
"Nein, nie","2017","Brandenburg","Westdeutschland","","","",""
"Nein, nie","2017","Brandenburg","Ostdeutschland","231","","",""
"Nein, nie","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein, nie","2017","Mecklenburg-Vorpommern","Ostdeutschland","131","","",""
"Nein, nie","2017","Sachsen","Westdeutschland","","","",""
"Nein, nie","2017","Sachsen","Ostdeutschland","384","0.367904088048614","0.338148995494408","0.397659180602819"
"Nein, nie","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein, nie","2017","Sachsen-Anhalt","Ostdeutschland","244","","",""
"Nein, nie","2017","Thueringen","Westdeutschland","","","",""
"Nein, nie","2017","Thueringen","Ostdeutschland","248","","",""
"Ja, jede Woche","2017","Schleswig-Holstein","Westdeutschland","95","0.127973958982669","0.101199356670818","0.154748561294519"
"Ja, jede Woche","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2017","Hamburg","Westdeutschland","35","0.123473601214262","0.0858046231227289","0.161142579305796"
"Ja, jede Woche","2017","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2017","Niedersachsen","Westdeutschland","218","","",""
"Ja, jede Woche","2017","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2017","Bremen","Westdeutschland","24","","",""
"Ja, jede Woche","2017","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2017","Nordrhein-Westfalen","Westdeutschland","491","0.145795868647372","0.133963299685588","0.157628437609156"
"Ja, jede Woche","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2017","Hessen","Westdeutschland","167","","",""
"Ja, jede Woche","2017","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2017","Rheinland-Pfalz,Saarland","Westdeutschland","143","","",""
"Ja, jede Woche","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2017","Baden-Wuerttemberg","Westdeutschland","251","","",""
"Ja, jede Woche","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2017","Bayern","Westdeutschland","385","0.127549564852124","0.115233060374124","0.139866069330124"
"Ja, jede Woche","2017","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2017","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2017","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2017","Berlin","Westdeutschland","46","0.119268559870928","0.0847164574402769","0.15382066230158"
"Ja, jede Woche","2017","Berlin","Ostdeutschland","31","0.122874602551569","0.0838601474930925","0.161889057610045"
"Ja, jede Woche","2017","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2017","Brandenburg","Ostdeutschland","61","0.12402890055409","0.0970640212477411","0.15099377986044"
"Ja, jede Woche","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2017","Mecklenburg-Vorpommern","Ostdeutschland","37","0.125337195766553","0.0890032080131498","0.161671183519956"
"Ja, jede Woche","2017","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2017","Sachsen","Ostdeutschland","133","","",""
"Ja, jede Woche","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2017","Sachsen-Anhalt","Ostdeutschland","66","0.124500684982621","0.0964985439723191","0.152502825992923"
"Ja, jede Woche","2017","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2017","Thueringen","Ostdeutschland","70","0.109536777808939","0.0845262616879032","0.134547293929974"
"Ja, alle 2 Wochen","2017","Schleswig-Holstein","Westdeutschland","90","0.133210994941479","0.105976192334275","0.160445797548683"
"Ja, alle 2 Wochen","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Hamburg","Westdeutschland","36","0.107493642708772","0.0720277145381625","0.142959570879382"
"Ja, alle 2 Wochen","2017","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Niedersachsen","Westdeutschland","251","","",""
"Ja, alle 2 Wochen","2017","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Bremen","Westdeutschland","18","","",""
"Ja, alle 2 Wochen","2017","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Nordrhein-Westfalen","Westdeutschland","524","0.148817723552444","0.136884323059226","0.160751124045662"
"Ja, alle 2 Wochen","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Hessen","Westdeutschland","171","","",""
"Ja, alle 2 Wochen","2017","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Rheinland-Pfalz,Saarland","Westdeutschland","170","","",""
"Ja, alle 2 Wochen","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Baden-Wuerttemberg","Westdeutschland","240","","",""
"Ja, alle 2 Wochen","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Bayern","Westdeutschland","396","0.138814416955049","0.126048757384047","0.15158007652605"
"Ja, alle 2 Wochen","2017","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Berlin","Westdeutschland","44","0.117444680518731","0.0831223013500509","0.151767059687412"
"Ja, alle 2 Wochen","2017","Berlin","Ostdeutschland","35","0.111211874257105","0.0738491666793348","0.148574581834876"
"Ja, alle 2 Wochen","2017","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Brandenburg","Ostdeutschland","105","","",""
"Ja, alle 2 Wochen","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Mecklenburg-Vorpommern","Ostdeutschland","65","0.177958090821954","0.135986193858684","0.219929987785224"
"Ja, alle 2 Wochen","2017","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Sachsen","Ostdeutschland","180","","",""
"Ja, alle 2 Wochen","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Sachsen-Anhalt","Ostdeutschland","78","0.127057254975093","0.0988104015320303","0.155304108418155"
"Ja, alle 2 Wochen","2017","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Thueringen","Ostdeutschland","96","0.165099676434429","0.135367609244571","0.194831743624287"
"Ja, alle 3-4 Wochen","2017","Schleswig-Holstein","Westdeutschland","42","0.0793304598058319","0.057669915175309","0.100991004436355"
"Ja, alle 3-4 Wochen","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Hamburg","Westdeutschland","28","","",""
"Ja, alle 3-4 Wochen","2017","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Niedersachsen","Westdeutschland","177","","",""
"Ja, alle 3-4 Wochen","2017","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Bremen","Westdeutschland","9","0.0702285261392689","0.0259607207492642","0.114496331529274"
"Ja, alle 3-4 Wochen","2017","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Nordrhein-Westfalen","Westdeutschland","270","","",""
"Ja, alle 3-4 Wochen","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Hessen","Westdeutschland","111","","",""
"Ja, alle 3-4 Wochen","2017","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Rheinland-Pfalz,Saarland","Westdeutschland","95","0.0757615577118333","0.0588991733364298","0.0926239420872367"
"Ja, alle 3-4 Wochen","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Baden-Wuerttemberg","Westdeutschland","227","","",""
"Ja, alle 3-4 Wochen","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Bayern","Westdeutschland","267","","",""
"Ja, alle 3-4 Wochen","2017","Bayern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Berlin","Westdeutschland","29","","",""
"Ja, alle 3-4 Wochen","2017","Berlin","Ostdeutschland","26","","",""
"Ja, alle 3-4 Wochen","2017","Brandenburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Brandenburg","Ostdeutschland","64","0.100709542763106","0.0760901436203868","0.125328941905824"
"Ja, alle 3-4 Wochen","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Mecklenburg-Vorpommern","Ostdeutschland","29","","",""
"Ja, alle 3-4 Wochen","2017","Sachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Sachsen","Ostdeutschland","112","","",""
"Ja, alle 3-4 Wochen","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Sachsen-Anhalt","Ostdeutschland","52","0.0878281672396295","0.0638214541964662","0.111834880282793"
"Ja, alle 3-4 Wochen","2017","Thueringen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Thueringen","Ostdeutschland","73","0.108888084892548","0.0839426554436903","0.133833514341406"
"Seltener","2017","Schleswig-Holstein","Westdeutschland","108","","",""
"Seltener","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2017","Hamburg","Westdeutschland","53","0.203116442765987","0.157050044842624","0.24918284068935"
"Seltener","2017","Hamburg","Ostdeutschland","","","",""
"Seltener","2017","Niedersachsen","Westdeutschland","367","0.229439824766648","0.209487373506474","0.249392276026823"
"Seltener","2017","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2017","Bremen","Westdeutschland","21","","",""
"Seltener","2017","Bremen","Ostdeutschland","","","",""
"Seltener","2017","Nordrhein-Westfalen","Westdeutschland","639","0.19743807484307","0.184091177147516","0.210784972538623"
"Seltener","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2017","Hessen","Westdeutschland","240","","",""
"Seltener","2017","Hessen","Ostdeutschland","","","",""
"Seltener","2017","Rheinland-Pfalz,Saarland","Westdeutschland","176","","",""
"Seltener","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2017","Baden-Wuerttemberg","Westdeutschland","386","0.192963075312522","0.175817593534082","0.210108557090962"
"Seltener","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2017","Bayern","Westdeutschland","548","0.221754645238092","0.206416521812179","0.237092768664004"
"Seltener","2017","Bayern","Ostdeutschland","","","",""
"Seltener","2017","Saarland","Westdeutschland","","","",""
"Seltener","2017","Saarland","Ostdeutschland","","","",""
"Seltener","2017","Berlin","Westdeutschland","80","0.217927981680981","0.173916132807623","0.261939830554339"
"Seltener","2017","Berlin","Ostdeutschland","61","0.205401108702544","0.157390301464451","0.253411915940637"
"Seltener","2017","Brandenburg","Westdeutschland","","","",""
"Seltener","2017","Brandenburg","Ostdeutschland","113","","",""
"Seltener","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2017","Mecklenburg-Vorpommern","Ostdeutschland","57","0.191403239726691","0.148232112333536","0.234574367119847"
"Seltener","2017","Sachsen","Westdeutschland","","","",""
"Seltener","2017","Sachsen","Ostdeutschland","200","","",""
"Seltener","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2017","Sachsen-Anhalt","Ostdeutschland","94","0.200131509392324","0.166196772027148","0.234066246757499"
"Seltener","2017","Thueringen","Westdeutschland","","","",""
"Seltener","2017","Thueringen","Ostdeutschland","112","","",""
"Nein, nie","2018","Schleswig-Holstein","Westdeutschland","","","",""
"Nein, nie","2018","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein, nie","2018","Hamburg","Westdeutschland","","","",""
"Nein, nie","2018","Hamburg","Ostdeutschland","","","",""
"Nein, nie","2018","Niedersachsen","Westdeutschland","","","",""
"Nein, nie","2018","Niedersachsen","Ostdeutschland","","","",""
"Nein, nie","2018","Bremen","Westdeutschland","","","",""
"Nein, nie","2018","Bremen","Ostdeutschland","","","",""
"Nein, nie","2018","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nein, nie","2018","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein, nie","2018","Hessen","Westdeutschland","","","",""
"Nein, nie","2018","Hessen","Ostdeutschland","","","",""
"Nein, nie","2018","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nein, nie","2018","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein, nie","2018","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nein, nie","2018","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein, nie","2018","Bayern","Westdeutschland","","","",""
"Nein, nie","2018","Bayern","Ostdeutschland","","","",""
"Nein, nie","2018","Saarland","Westdeutschland","","","",""
"Nein, nie","2018","Saarland","Ostdeutschland","","","",""
"Nein, nie","2018","Berlin","Westdeutschland","","","",""
"Nein, nie","2018","Berlin","Ostdeutschland","","","",""
"Nein, nie","2018","Brandenburg","Westdeutschland","","","",""
"Nein, nie","2018","Brandenburg","Ostdeutschland","","","",""
"Nein, nie","2018","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein, nie","2018","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nein, nie","2018","Sachsen","Westdeutschland","","","",""
"Nein, nie","2018","Sachsen","Ostdeutschland","","","",""
"Nein, nie","2018","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein, nie","2018","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nein, nie","2018","Thueringen","Westdeutschland","","","",""
"Nein, nie","2018","Thueringen","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, jede Woche","2018","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Hamburg","Westdeutschland","","","",""
"Ja, jede Woche","2018","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Niedersachsen","Westdeutschland","","","",""
"Ja, jede Woche","2018","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Bremen","Westdeutschland","","","",""
"Ja, jede Woche","2018","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja, jede Woche","2018","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Hessen","Westdeutschland","","","",""
"Ja, jede Woche","2018","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2018","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja, jede Woche","2018","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Bayern","Westdeutschland","","","",""
"Ja, jede Woche","2018","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2018","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Berlin","Westdeutschland","","","",""
"Ja, jede Woche","2018","Berlin","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2018","Brandenburg","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2018","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2018","Sachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2018","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2018","Thueringen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Schleswig-Holstein","Ostdeutschland","","","",""
